en,Single_ent,Multiple_ents,en_masked,token_count
"He ends the call, sits down, and looks at the TV, where some male doofus is telling some female doofus that it’s complicated.",,[],,32
"“It was relief,” she repeats. “Like he didn’t know about the rubber. Like he thought a DNA compare might really let him off the hook.”",,[],,31
"He tells them the dream. It’s easy because it hasn’t faded a bit, and although his trip out there was similar, there’s no cross-contamination between the dream and the reality. The dream is its own thing, as real as the KICK A BUCK sign above the pastries. As real as Jalbert’s peculiar wooly widow’s peak and avid yet lusterless eyes.",,[],,80
"“It’s awfully far-out, you have to admit that. I mean, look at it from our point of view. I don’t even think your lawyer believes it, not for a minute.”",,[],,40
“How relieved he looked when you told him you had DNA from the doer and how he smiled when I told him we had her fingerprints on the dashboard of his truck. He knew I was lying.”,,[],,40
"“It’s mostly ads with a few local news stories thrown in… plus the crime stories, they love those. Anything from cow tipping to arson. It gets people to pick the damn thing up.”",,[],,40
"“I have to be, he’s trying to nail me for a crime I didn’t commit. And what can I do to fight back? Let out the air in his tires? Slap a KICK ME HARD Post-it on the back of that black coat he wears? Only talk to you, and that’s a risk. My lawyer said you might arrest me for possession.”",,[],,76
"He goes from a folding chair to the bed, which is four steps. From the bed to the closed seat of the toilet, which is eleven more. That’s a total of fifteen, 1 to 5 added sequentially. Next, to the chair by the desk in the sitting room. That’s fourteen more. Which makes…",,[],,68
"“You have reached Plains Truth, the voice of central Kansas and the best buy for your ad dollar. We are a free news and sports weekly, sometimes bi-weekly, that is given out free of charge in over six thousand locations in six counties.”",,[],,50
"“—Wilder High School. He lives in the Oak Grove Trailer Park in the town of Manitou. You should print that right away.” There’s a pause. “He is KBI’s prime suspect because he claims he had a dream of where the body was. The investigators don’t believe him. You might want to save that for a follow-up. Just a suggestion.” There’s another pause. Then the vocoder voice says, “Fifteen. Goodbye.”",,[],,96
"In her car, she lowers her head and cries. There was a moment there, just a moment, when she really thought he might kill her.",,[],,30
"He feels her take his hand, her skin cool on his. He thinks he should tell her he doesn’t blame her, but the very idea of blame seems pointless right now. He turns his head. Floats away.",,[],,45
"“No. Second floor. All of you. This will be over one way or the other in an hour. Until then, get out. Get safe.”",,[],,31
"There was a sting in his upper arm just above his scraped elbow. He was aware of being hustled, feet not touching the pavement, and then the world flew away.",,[],,35
"He went back to pounding on the door and yelling for someone to come. When no one did, he stepped back and looked up at the camera.",,[],,30
"There was a folder in front of the white-haired man, thinner than the ones crammed in helter-skelter on the shelves. He opened it, lifted a sheet of paper, looked at it, and sighed.",,[],,45
"“Do you have any identification? Because if you had a wallet, it must be crammed up your arse. That’s the only place we didn’t look.”",,[],,34
At last it stopped. They rolled him on his side. He vomited into the bag. One of the men patted it gently all around. “A puke facial!” he exclaimed. “And we don’t even charge!”,,[],,46
"For every stroke of bad luck, two strokes of the good, Grandma had said. Well, he had at least four thousand, that was one stroke. And he had his life, that was another.",,[],,41
"“They change. They become short-tempered and critical. They’re not content with just being here, they want to dominate. But we have a chance because some computer wizard figured out a way to detect them. If we survive, there’ll be a statue of him in every country, all over the world. The aliens trigger a deep command, okay? Automatic. Foolproof. Only a few people know about it now, but the information is spreading. That’s what the Internet’s good for, spreading information.”",,[],,103
He thinks about lying. He thinks about the now-deceased plumber saying She started picking. Picking and picking and picking. He thinks about how nice this evening was. How different from the last six or eight months.,,[],,43
"Dixon’s heart was already beating hard, his stomach was clenched, his throat dry with anticipation. He could tell himself it was going to be all right, it was always all right, but that didn’t help. He dreaded the depths that would soon open beneath him.",,[],,56
"Should he tell her that once you were in, you couldn’t get out? That it was your basic deal with the devil? He should. But he wouldn’t.",,[],,34
“Why don’t you get to know the defenseless puppy you’re going to send to the gas chamber?” She bent to pat the top of the puppy’s head. “Look at those hopeful eyes.”,,[],,41
"She looked at him, then did her puppy-waddle back into the kitchen, where she lay down by the stove with her snout on one paw, watching him. Lloyd grabbed a handful of paper towels. He had an idea he was going to be using a lot of them in the next week or so.",,[],,63
"“Or maybe they hitched a ride in the bilge of a supply boat or something. Hell, maybe even in the hold of some rich guy’s cabin cruiser. They bred in the undergrowth, where the birds had a hard job getting at the young. Rattlesnakes don’t lay eggs, you know. The mamas squeeze out eight or ten at a time and that’s a lot of snakeskin boots, let me tell you. Those fuckers were everywhere. Hundreds of them, maybe thousands. They got driven north when the southern part of the Key started being developed. Then, when the rich folks came in—”",,[],,130
"“Never mind.” I wasn’t going to tell her what my wife had said during the last hard months of our marriage (our first marriage): Sometimes I see him. That was a can of worms I didn’t want to open. I watched her go, and as she disappeared into the gloom of twilight lensing to full dark, I heard that squeaky wheel and thought I should have oiled it for her. It only would have taken a minute.",,[],,92
"He nodded. “Sad lady. Sad, sad lady. Always pushing her stroller. I don’t know if she really believes the kiddies are in it or not.”",,[],,34
"I wouldn’t have walked if the day had been hot, but one of the Gulf Coast’s fabled cold fronts had come in overnight. They’re never very cold, you have to live through a Maine winter to experience a real cold front, but it was in the seventies, and the breeze was refreshing. I toasted myself an English muffin, buttered it liberally, and set out for the swing gate.",,[],,84
"After a moment of shocked paralysis I charged them, windmilling my arms and yelling. Several took clumsy flight. Most of the others backed off along the road in big clumsy hops. Not the one with its beak in her arm, though; it continued to shake its head, trying to tear a strip of flesh loose. I wished for Allie’s snake pole—a baseball bat would have been even better—but you know what they say about wishes, beggars, and horses. I saw a fallen palm frond, picked it up, and began waving it.",,[],,116
"I went to the far side of the road and threw up my English muffin and my morning coffee. Then I returned to her. I didn’t want to. What I wanted was to run back to Greg’s house as fast as my creaky old-man legs would carry me. But if I did that, the buzzards would return and resume their meal. Some were circling overhead. Most were roosting in the Australian pines and palmettos, like vultures in a horror movie version of a New Yorker cartoon. I had my phone and called 911. I reported what had happened and said I would stay with the body until the police arrived. An ambulance would probably also arrive, much good it would do.",,[],,147
"I was there, along with two other hotshots in the Boston agency, to talk to an eloquence of lawyers: Debbin & Debbin, if you please. Their headquarters was in Providence, but they had offices in all the New England states, specializing in auto accident claims, disabilities, and slip-and-fall injuries. The Debbins’ crew wanted an aggressive ad campaign that would blanket all the TV stations from Cranston to Caribou. Something jazzy, they said. Something that will make people call that 800 number. I wasn’t looking forward to the meeting, which was apt to be long and contentious. Lawyers think they know everything.",,[],,133
I thought she might have overturned the stroller while trying to get her medication. What else could it have been? She certainly hadn’t seen a rattlesnake.,,[],,32
I went out to look at the stroller. I thought there might be a note of the sort that would be left behind in a creepy Grade C suspense movie: You’re next and Go back where you came from both came to mind.,,[],,47
"“We don’t even have one. She’s at the Perdomo Funeral Home on the Tamiami. Listen, since you’re there and the garage is open, would you mind going inside and see if the lady’s car got vandalized in any way? Punctured tires, broken windows, cracked windshield? Because we’d have to take that a little more serious.”",,[],,76
"The garage wasn’t air conditioned, and I began to sweat almost as soon as I was through the door. Other than needing a trip through the nearest car wash—the sides and windshield were crusted with salt—Allie’s Chevy Cruze looked okay. I found myself staring at the empty car seats in the back (of course they were empty) and made myself look away. There were a number of cardboard cartons stacked along the back wall. Neatly lettered in Magic Marker on each was THE Js.",,[],,101
"I flipped it open and saw two paper hats made out of the Sunday color funnies. I forgot all about oiling the squeaky wheel, and I didn’t want to touch those homemade hats. Touching them might bring on another vision. In that hot garage, the idea didn’t seem silly but all too plausible.",,[],,66
"I walked to the left of the bathroom door and stood there against the wall, biting my lip. I turned the knob and pushed the door open. Now the squeaking was louder than ever. It was a big bathroom. Someone was pushing that stroller around in there, back and forth, back and forth.",,[],,62
And where would that be? In two child-sized coffins under the earth of Palmetto Grove Cemetery? Were their rotting bodies—their rotting remains—pushing that stroller maniacally back and forth? Were pieces of their dead flesh falling off onto the floor?,,[],,56
"I called Holiday Inn Express in Venice and was told they were open but taking no new guests. Motel 6 in Sarasota didn’t answer at all. As a last resort (little pun there—squeak!) I called the Days Inn in Bradenton. Yes, I was told, they had rooms. Yes, I could reserve one providing I passed a temperature check and wore a mask. I took the room, although Bradenton was forty miles away and two counties over. Then I went outside to try and clear my head before packing. I could have gone through the garage, but chose the patio door instead. I didn’t want to look at the stroller, let alone oil the squeaky wheel. The twins might not like it.",,[],,149
"“Are you, now?” Those eyes on mine. There were smile lines radiating out from their corners, but they weren’t currently at work.",,[],,30
"“Seen them in the Franklin Park Zoo.” I told this lie with a straight face. “That’s in Boston. Also, you know, in nature programs.”",,[],,33
"“Well, it’s a good description. Only you have to think of dozens of gourds, maybe hundreds, and a whole graveyard full of bones.”",,[],,31
"“Semi. Not a detective these days, but a part-time deputy in good standing. And you need to cancel your flight plans.” Was there a slight emphasis on the word flight? “I’m sure they’ll take the charge off your credit card. Motel room, too. I guess you could go as far as Barry’s over in the Village, but—”",,[],,74
"He scratched the back of his seamed and deeply tanned neck. “Yeah, could do, I’ve got a fingerprint kit in my truck, but that would mean taking transfers of any prints I made, and I might mess it up. Hands aren’t as steady as they used to be.”",,[],,60
"He nodded, and we went into Greg’s garage. He headed outside to get his fingerprint kit, but I took his elbow to stop him. “Look,” I said, and pointed at the stroller.",,[],,41
"Nothing. I waited for cold hands to touch me. Or to see dozens of snakes weaving their way across the moonlit road. The snakes would be cold, too. Until they bit, that was. Once the poison was injected, the heat would begin. Spreading toward my heart.",,[],,58
"I started walking again. The squeaking followed me, close at first, then gradually falling behind. By the time I reached Greg’s house it was gone, but the clamoring thoughts—not voices, thoughts—in my head were louder than ever. They were my thoughts, but I was being forced to think them.",,[],,63
"No, I thought. The little Js wouldn’t like that. I could end up in the county jail, where see us roll us dress us would do no good. The verdict at the inquest will be accidental death, but in the meantime I’ll be here… and they’ll be here.",,[],,60
"I had no secret weapon to fight them with, no cross or garlic to ward off vampires (which, if I was right, is sort of what they were), no rite of exorcism, but I had my mind, and I was too damn old to be pushed around by Bad and Badder.",,[],,62
"Then they were gone. The stroller was gone. One minute the twins were there, waiting for their bedtime story. At the next the room was empty. But the coverlet was turned down on both sides in neat triangles, and that bed had been perfectly made when I came here from Massachusetts. I had seen it for myself.",,[],,66
"My legs were stilt legs again. I went into the room on them and looked at the bed where the boys had been. I didn’t mean to sit on it but I did because my knees gave out. My heart was still thundering away and I could hear myself, as at a distance, gasping for breath.",,[],,67
"I thought of telling him that I knew her children were alive, or half-alive, and I’d never had a heart attack. I think I almost did tell him.",,[],,35
"I rolled the stroller back and forth across the concrete floor of the garage a few times, as if trying to lull colicky, cranky babies to sleep. I wondered if it could have been anyone and guessed it couldn’t have been. I was perfect. A man alone, one suffering his own grief.",,[],,62
"“Now, I wouldn’t go that far. I just… man, I’m curious. This is a funny business. Meaning funny-peculiar, not funny-haha. You must see that.”",,[],,41
"Even the bulge of his mustache couldn’t quite hide the smile on his mouth. I couldn’t gauge the exact quality of that smile, but I’d be willing to bet it was of the you got me, partner variety. The phone came out of the baggy shorts, and yes, it was recording.",,[],,64
"He went back to his truck, got in, revved the engine, and peeled out hard enough to leave a rubber tattoo on the courtyard pavers. I thought I might as well go back to the gazebo… at least until the earworms started up again.",,[],,53
The two letters scrawled on the plank were PR. The one that had been started and then abandoned was the slanted bar of an A.,,[],,30
"Back in the house I found Tylenol in Greg’s medicine cabinet and took three. The pills didn’t kill the pain, but at least muted it. I slept for four hours—dreamless, blessed sleep. When I woke up, my back was so stiff that I had to make a plan—Step A, Step B, Step C—to sit up, get off the bed, and on my feet. I took a hot shower and that helped some. I couldn’t face using a towel, so I air-dried.",,[],,108
"They are discussing it as I write this. The environmentalists are raising holy hell, and I give money every other month to the Save Daylight Pass organization that has formed, but in the end it’s going to happen, because in Florida—especially the parts where the rich tend to gravitate—money trumps everything. They will close the pass, and in the process they will surely find a certain rusty stroller. I’m sure that by then the awful things that inhabited it will be gone.",,[],,100
He took out his wallet from his hip pocket and handed me a check. It was from The Dream Corporation LLC and made out to me. The sum was a thousand dollars.,,[],,35
“I guess I was but she landed rightside up. Got a job in Human Resources at Eastern Maine Medical. Better pay.” He didn’t need to know she died and I didn’t want to tell him.,,[],,42
"“Read the fax. If you have comments, use the intercom. Otherwise, you are off until Tuesday.” He offered his hand. I stood up to shake with him. I was struck again by his timeless look. A kind of serenity. He believed he was going to change the world. He really believed it.",,[],,65
"“You’re not going to take advantage of me, are you?” Said in a joking way that meant she hoped she really was joking. “Or him?”",,[],,31
"The Polaroids flashed. The black tendrils separated from the black orbs that had given them birth and drifted toward us, at first in a small cloud but beginning to melt and disappear as they came.",,[],,44
"“We need to get him out of here.” I pointed to the black tendrils. They were stirring lightly, restlessly. I think they were watching us.",,[],,33
"Broken in. What a phrase! It had haunted him through all this spring and summer. It was what you did with horses. Broke them in, worked them until they became nags, then shipped them off to the glue factory. He felt the metaphor, while melodramatic, was also realistic.",,[],,61
"“Fall is a slow time for me, and October is the slowest month of all. I think more people are able to find answers on their own in the autumn.”",,[],,35
"“You need to lay in a supply of French letters,” she said, looking fixedly down at their linked hands. “Do you know what I’m talking about?”",,[],,33
"The remaining Marines in Phil’s contingent burst out of the overgrowth and saw the far side of the dunes that had given them so much trouble the day before. It was covered with Japanese soldiers headed for the lightly defended HQ, but Phil’s men were behind them.",,[],,53
"Children were walking past the site of the future fire station now, and although kids were curious by nature, the few who looked at the vacant lot looked away without interest.",,[],,34
"She threw back her head and gave a witch’s cackle. He saw that part of her neck had run down into her shoulder. “Help me sue the shit out of those fuckers, that’s how you can help.” And with that, she told her tale.",,[],,55
