Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['peter'],her,0,0.5,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['harvey'],bay public library,0,0.25,incorrect,waning bay library,0,0.25,incorrect,waning bay library,0,0.25,incorrect
"['freeman', 'morgan', 'morgan freeman']",thor,0,0.4,incorrect,thor,0,0.4,incorrect,thor,0,0.4,incorrect
['harvey'],mr. thompson,0,0.11,incorrect,friday's,0,0.29,incorrect,friday's,0,0.29,incorrect
['daphne'],wolf,0,0.0,incorrect,jack,0,0.2,incorrect,jack,0,0.2,incorrect
['barb'],emma,0,0.25,incorrect,crates,0,0.2,incorrect,crates,0,0.2,incorrect
['barb'],anna,0,0.25,incorrect,carol,0,0.44,incorrect,carol,0,0.44,incorrect
['martín'],giuseppe,0,0.14,incorrect,marco,0,0.55,incorrect,marco,0,0.55,incorrect
['clarence'],tom,0,0.0,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['daphne'],john,0,0.4,incorrect,steve,0,0.18,incorrect,steve,0,0.18,incorrect
"['claus', 'santa', 'santa claus']",brad pitt,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['petra'],arthur,0,0.36,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['petra'],her,0,0.5,incorrect,mike,0,0.22,incorrect,mike,0,0.22,incorrect
['ben'],josh,0,0.0,incorrect,uncle joe,0,0.17,incorrect,uncle joe,0,0.17,incorrect
['pam'],sharon,0,0.22,incorrect,jane,0,0.29,incorrect,jane,0,0.29,incorrect
"['ryan reynolds', 'reynolds', 'ryan']",chandler,0,0.33,incorrect,watson,0,0.4,incorrect,watson,0,0.4,incorrect
['daphne'],chase,0,0.36,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
"['lucas', 'charlotte lucas', 'charlotte']",frank,0,0.2,incorrect,bill,0,0.22,incorrect,bill,0,0.22,incorrect
['daphne'],emily,0,0.18,incorrect,janet,0,0.55,incorrect,janet,0,0.55,incorrect
['jules'],emily,0,0.2,incorrect,mr. wilson,0,0.27,incorrect,mr. wilson,0,0.27,incorrect
['daphne'],miles,0,0.18,incorrect,miles,0,0.18,incorrect,miles,0,0.18,incorrect
['daphne'],emily,0,0.18,incorrect,tim,0,0.0,incorrect,tim,0,0.0,incorrect
"['stanley', 'handsy stanley', 'handsy']",bob,0,0.0,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['petra'],dean,0,0.44,incorrect,thersites,0,0.29,incorrect,thersites,0,0.29,incorrect
['daphne'],paul,0,0.2,incorrect,fin,0,0.22,incorrect,fin,0,0.22,incorrect
['daphne'],ben,0,0.22,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect
['beard'],arthur,0,0.36,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['petra'],peyton,0,0.55,incorrect,arthur,0,0.36,incorrect,arthur,0,0.36,incorrect
['duke'],arthur,0,0.2,incorrect,it,0,0.0,incorrect,it,0,0.0,incorrect
['duke'],chris,0,0.0,incorrect,ymca,0,0.0,incorrect,ymca,0,0.0,incorrect
['duke'],john,0,0.0,incorrect,stranger,0,0.17,incorrect,stranger,0,0.17,incorrect
['daphne'],charlie,0,0.31,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['petra'],emily,0,0.2,incorrect,marie,0,0.2,incorrect,marie,0,0.2,incorrect
['harvey'],arthur,0,0.33,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['harvey'],ashleigh,0,0.29,incorrect,ashleigh,0,0.29,incorrect,ashleigh,0,0.29,incorrect
['harvey'],paul,0,0.2,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['lenore'],carol,0,0.18,incorrect,marla,0,0.18,incorrect,marla,0,0.18,incorrect
['daphne'],emily,0,0.18,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['lance'],mr. thompson,0,0.12,incorrect,tim,0,0.0,incorrect,tim,0,0.0,incorrect
['petra'],dean,0,0.44,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
['petra'],her,0,0.5,incorrect,missy,0,0.0,incorrect,missy,0,0.0,incorrect
['jules'],emma,0,0.22,incorrect,miles,0,0.6,incorrect,miles,0,0.6,incorrect
['daphne'],arthur,0,0.33,incorrect,jon,0,0.22,incorrect,jon,0,0.22,incorrect
['daphne'],camel,0,0.36,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['mulder'],chris,0,0.18,incorrect,big mom,0,0.15,incorrect,big mom,0,0.15,incorrect
['duke'],emily,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['duke'],john,0,0.0,incorrect,neil armstrong,0,0.11,incorrect,neil armstrong,0,0.11,incorrect
