Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],john green,0,0.13,incorrect,marie,0,0.6,incorrect,yunus emre,0,0.27,incorrect,uzgunum,0,0.17,incorrect,nguyen huy thiep,0,0.1,incorrect,nguyen du,0,0.14,incorrect,manuel,0,0.36,incorrect,carlos,0,0.55,incorrect,marie,0,0.6,incorrect,uzgunum,0,0.17,incorrect,nguyen du,0,0.14,incorrect,carlos,0,0.55,incorrect
['margo'],she,0,0.0,incorrect,unknown,0,0.17,incorrect,yasemin,0,0.17,incorrect,asli,0,0.22,incorrect,pham van toan,0,0.33,incorrect,michelle yeoh,0,0.22,incorrect,carlos,0,0.55,incorrect,la la,0,0.2,incorrect,unknown,0,0.17,incorrect,asli,0,0.22,incorrect,michelle yeoh,0,0.22,incorrect,la la,0,0.2,incorrect
['margo'],lauren,0,0.36,incorrect,shakira,0,0.33,incorrect,onur tuna,0,0.14,incorrect,yasemin,0,0.17,incorrect,quinn,0,0.0,incorrect,tran long tien,0,0.21,incorrect,carlos,0,0.55,incorrect,teatro espanol,0,0.32,incorrect,shakira,0,0.33,incorrect,yasemin,0,0.17,incorrect,tran long tien,0,0.21,incorrect,teatro espanol,0,0.32,incorrect
['margo'],chloe,0,0.2,incorrect,emily dickinson,0,0.2,incorrect,orhan pamuk,0,0.12,incorrect,heptapod,0,0.31,incorrect,trang,0,0.4,incorrect,tran quoc tuan,0,0.21,incorrect,carlos,0,0.55,incorrect,carlos drummond de andrade,0,0.19,incorrect,emily dickinson,0,0.2,incorrect,heptapod,0,0.31,incorrect,tran quoc tuan,0,0.21,incorrect,carlos drummond de andrade,0,0.19,incorrect
['margo'],olivia,0,0.18,incorrect,britney,0,0.17,incorrect,asaf,0,0.22,incorrect,ali,0,0.25,incorrect,pham van toan,0,0.33,incorrect,paris,0,0.4,incorrect,clint eastwood,0,0.21,incorrect,la llave,0,0.15,incorrect,britney,0,0.17,incorrect,ali,0,0.25,incorrect,paris,0,0.4,incorrect,la llave,0,0.15,incorrect
['margo'],unspecified,0,0.0,incorrect,7-eleven,0,0.0,incorrect,yasemin,0,0.17,incorrect,asli erdogan,0,0.35,incorrect,do huu long,0,0.12,incorrect,pham duy khiem,0,0.11,incorrect,la,0,0.29,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,asli erdogan,0,0.35,incorrect,pham duy khiem,0,0.11,incorrect,7-eleven,0,0.0,incorrect
['margo'],catfish,0,0.17,incorrect,worthingtons,0,0.35,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,tom,0,0.25,incorrect,worthington,0,0.38,incorrect,john,0,0.22,incorrect,worthington,0,0.38,incorrect,worthingtons,0,0.35,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect,yusuf,0,0.22,incorrect,istanbul,0,0.17,incorrect,pham van dong,0,0.12,incorrect,phuoc hoang,0,0.13,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,kim kardashian,0,0.22,incorrect,istanbul,0,0.17,incorrect,phuoc hoang,0,0.13,incorrect,maria,0,0.22,incorrect
['margo'],miss trunchbull,0,0.2,incorrect,jimmy,0,0.2,incorrect,ali,0,0.25,incorrect,ataturk,0,0.33,incorrect,tran thi diem,0,0.11,incorrect,pham van dong,0,0.33,incorrect,harry houdini,0,0.33,incorrect,carlos,0,0.55,incorrect,jimmy,0,0.2,incorrect,ataturk,0,0.33,incorrect,pham van dong,0,0.33,incorrect,carlos,0,0.55,incorrect
['margo'],unknown,0,0.17,incorrect,thomas jefferson,0,0.38,incorrect,walter,0,0.36,incorrect,ilhan mansiz,0,0.24,incorrect,ngoc anh,0,0.31,incorrect,thomas jefferson,0,0.38,incorrect,carlos,0,0.55,incorrect,thomas jefferson,0,0.38,incorrect,thomas jefferson,0,0.38,incorrect,ilhan mansiz,0,0.24,incorrect,thomas jefferson,0,0.38,incorrect,thomas jefferson,0,0.38,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,not enough information to provide a specific name,0,0.15,incorrect,istanbul,0,0.17,incorrect,ismet inonu,0,0.25,incorrect,pham van dong,0,0.35,incorrect,pho,0,0.25,incorrect,carlos ruiz zafon,0,0.27,incorrect,peron,0,0.4,incorrect,not enough information to provide a specific name,0,0.15,incorrect,ismet inonu,0,0.25,incorrect,pho,0,0.25,incorrect,peron,0,0.4,incorrect
"['chuck', 'chuck parson', 'parson']",michael jackson,0,0.52,incorrect,godforsaken,0,0.35,incorrect,yasemin,0,0.46,incorrect,deniz,0,0.18,incorrect,pham van dong,0,0.42,incorrect,elizabeth,0,0.14,incorrect,lauren,0,0.5,incorrect,arquero,0,0.46,incorrect,godforsaken,0,0.35,incorrect,deniz,0,0.18,incorrect,elizabeth,0,0.14,incorrect,arquero,0,0.46,incorrect
['margo'],olivia,0,0.18,incorrect,unanswerable,0,0.24,incorrect,ali,0,0.25,incorrect,cabucak,0,0.17,incorrect,pham van chanh,0,0.21,incorrect,pham van dong,0,0.33,incorrect,el autor no especifica un nombre especifico en este fragmento.,0,0.12,incorrect,chirrio,0,0.33,incorrect,unanswerable,0,0.24,incorrect,cabucak,0,0.17,incorrect,pham van dong,0,0.33,incorrect,chirrio,0,0.33,incorrect
['margo'],unknown,0,0.17,incorrect,,0,0.25,incorrect,ali gunes,0,0.29,incorrect,ali riza bey,0,0.24,incorrect,pham van dong,0,0.33,incorrect,hayate ayasaki,0,0.11,incorrect,yoshiro,0,0.33,incorrect,ortega y gasset,0,0.2,incorrect,,0,0.25,incorrect,ali riza bey,0,0.24,incorrect,hayate ayasaki,0,0.11,incorrect,ortega y gasset,0,0.2,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",tommy,0,0.2,incorrect,bin laden,0,0.29,incorrect,adnan menderes,0,0.32,incorrect,yunanistan,0,0.38,incorrect,phu nu,0,0.44,incorrect,nguoi den,0,0.29,incorrect,jesus,0,0.25,incorrect,manuel,0,0.33,incorrect,bin laden,0,0.29,incorrect,yunanistan,0,0.38,incorrect,nguoi den,0,0.29,incorrect,manuel,0,0.33,incorrect
"['chuck', 'chuck parson', 'parson']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,emily dickinson,0,0.37,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,emily dickinson,0,0.37,incorrect
['margo'],unknown,0,0.17,incorrect,emily dickinson,0,0.2,incorrect,yasemin,0,0.17,incorrect,yasemin,0,0.17,incorrect,tran quoc tuan,0,0.21,incorrect,pham van donh,0,0.33,incorrect,elvis,0,0.0,incorrect,la mujer,0,0.31,incorrect,emily dickinson,0,0.2,incorrect,yasemin,0,0.17,incorrect,pham van donh,0,0.33,incorrect,la mujer,0,0.31,incorrect
['margo'],clarisse,0,0.31,incorrect,yuna,0,0.22,incorrect,hayato,0,0.36,incorrect,hayate,0,0.18,incorrect,hayate,0,0.18,incorrect,yamada,0,0.36,incorrect,hayato,0,0.36,incorrect,shinobi,0,0.17,incorrect,yuna,0,0.22,incorrect,hayate,0,0.18,incorrect,yamada,0,0.36,incorrect,shinobi,0,0.17,incorrect
['margo'],marlin,0,0.55,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,keiko,0,0.2,incorrect,walt disney world,0,0.18,incorrect,elvis,0,0.0,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,walt disney world,0,0.18,incorrect,seaworld,0,0.31,incorrect
['margo'],tris,0,0.22,incorrect,unanswerable,0,0.24,incorrect,ismet inonu,0,0.25,incorrect,ismet ozel,0,0.27,incorrect,pham van chanh,0,0.21,incorrect,pham duy,0,0.15,incorrect,marcelo,0,0.67,incorrect,carlos,0,0.55,incorrect,unanswerable,0,0.24,incorrect,ismet ozel,0,0.27,incorrect,pham duy,0,0.15,incorrect,carlos,0,0.55,incorrect
['margo'],unspecified ninja,0,0.09,incorrect,florida,0,0.17,incorrect,yamada,0,0.36,incorrect,aslan,0,0.2,incorrect,disney,0,0.0,incorrect,do quang hung,0,0.22,incorrect,shinobi,0,0.17,incorrect,autopista del sol,0,0.18,incorrect,florida,0,0.17,incorrect,aslan,0,0.2,incorrect,do quang hung,0,0.22,incorrect,autopista del sol,0,0.18,incorrect
['margo'],mr. utterson,0,0.35,incorrect,yoshiaki manabe,0,0.2,incorrect,john moore,0,0.27,incorrect,yigit ozsener,0,0.22,incorrect,pham van dong,0,0.33,incorrect,pham van donh,0,0.33,incorrect,julio argentino roca,0,0.32,incorrect,carlos,0,0.55,incorrect,yoshiaki manabe,0,0.2,incorrect,yigit ozsener,0,0.22,incorrect,pham van donh,0,0.33,incorrect,carlos,0,0.55,incorrect
['margo'],butch,0,0.0,incorrect,britney spears,0,0.21,incorrect,ataturk,0,0.33,incorrect,hayran,0,0.36,incorrect,pham van chanh,0,0.21,incorrect,tran quoc tuan,0,0.21,incorrect,david,0,0.2,incorrect,ignacio,0,0.33,incorrect,britney spears,0,0.21,incorrect,hayran,0,0.36,incorrect,tran quoc tuan,0,0.21,incorrect,ignacio,0,0.33,incorrect
['margo'],ellie,0,0.0,incorrect,seaworld,0,0.31,incorrect,orca,0,0.22,incorrect,orlando,0,0.33,incorrect,jeffrey ventrella,0,0.09,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",crystal,0,0.36,incorrect,unanswerable,0,0.27,incorrect,aslan,0,0.53,incorrect,norman,0,0.38,incorrect,dang thi mai phuong,0,0.45,incorrect,pham van toan,0,0.35,incorrect,la serpiente,0,0.45,incorrect,metanfetaminas,0,0.33,incorrect,unanswerable,0,0.27,incorrect,norman,0,0.38,incorrect,pham van toan,0,0.35,incorrect,metanfetaminas,0,0.33,incorrect
['ben'],unanswerable,0,0.27,incorrect,john,0,0.29,incorrect,latince,0,0.2,incorrect,leonardo da vinci,0,0.2,incorrect,dr. nguyen,0,0.31,incorrect,pham duy khiem,0,0.12,incorrect,carlos,0,0.0,incorrect,albert einstein,0,0.33,incorrect,john,0,0.29,incorrect,leonardo da vinci,0,0.2,incorrect,pham duy khiem,0,0.12,incorrect,albert einstein,0,0.33,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",edward,0,0.36,incorrect,,0,0.31,incorrect,hayal kiriklari,0,0.33,incorrect,elif,0,0.29,incorrect,pham van dong,0,0.35,incorrect,tran thanh ha,0,0.35,incorrect,elvis,0,0.27,incorrect,la noche,0,0.34,incorrect,,0,0.31,incorrect,elif,0,0.29,incorrect,tran thanh ha,0,0.35,incorrect,la noche,0,0.34,incorrect
['margo'],principal,0,0.14,incorrect,john,0,0.22,incorrect,ataturk,0,0.33,incorrect,ataturk,0,0.33,incorrect,pham van dong,0,0.33,incorrect,pham van donh,0,0.33,incorrect,carlos ruiz zafon,0,0.27,incorrect,carlos ruiz zafon,0,0.27,incorrect,john,0,0.22,incorrect,ataturk,0,0.33,incorrect,pham van donh,0,0.33,incorrect,carlos ruiz zafon,0,0.27,incorrect
['margo'],unknown,0,0.17,incorrect,john cena,0,0.14,incorrect,ali,0,0.25,incorrect,ali bey,0,0.17,incorrect,pham van dong,0,0.33,incorrect,pham van dong,0,0.33,incorrect,el tigre,0,0.15,incorrect,no respuesta,0,0.12,incorrect,john cena,0,0.14,incorrect,ali bey,0,0.17,incorrect,pham van dong,0,0.33,incorrect,no respuesta,0,0.12,incorrect
"['quentin', 'quenti']",becky,0,0.18,incorrect,not available,0,0.32,incorrect,ozgur bak,0,0.13,incorrect,bak,0,0.0,incorrect,pham van dong,0,0.2,incorrect,pham van dong,0,0.2,incorrect,carlos,0,0.0,incorrect,lo sabes,0,0.14,incorrect,not available,0,0.32,incorrect,bak,0,0.0,incorrect,pham van dong,0,0.2,incorrect,lo sabes,0,0.14,incorrect
['margo'],jefferson park,0,0.21,incorrect,thomas jefferson,0,0.38,incorrect,edgar allan poe,0,0.3,incorrect,jefferson,0,0.29,incorrect,olivia,0,0.18,incorrect,jefferson,0,0.29,incorrect,jefferson park,0,0.21,incorrect,jefferson,0,0.29,incorrect,thomas jefferson,0,0.38,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",britney,0,0.36,incorrect,graduation,0,0.32,incorrect,asli,0,0.29,incorrect,erdogan,0,0.47,incorrect,pham van dong,0,0.35,incorrect,nguyen ngoc margo,0,0.45,incorrect,carlos,0,0.55,incorrect,carlos,0,0.55,incorrect,graduation,0,0.32,incorrect,erdogan,0,0.47,incorrect,nguyen ngoc margo,0,0.45,incorrect,carlos,0,0.55,incorrect
['margo'],unknown,0,0.17,incorrect,not enough information,0,0.22,incorrect,umur,0,0.44,incorrect,hayat,0,0.2,incorrect,pham linh,0,0.14,incorrect,pham linh,0,0.14,incorrect,no respuesta especifica,0,0.07,incorrect,"yo no tengo acceso a datos especificos sobre nombres en este contexto, pero si se sigue la logica del texto, ""yo"" podria ser una respuesta plausible, dada la primera persona singular en ""mi"" y ""yo"" en el texto. sin embargo, dado que el contexto es ficticio y no proporciona suficientes pista claras sobre un nombre especifico, esta respuesta es especulativa. en contextos reales, se necesitarian",0,0.03,incorrect,not enough information,0,0.22,incorrect,hayat,0,0.2,incorrect,pham linh,0,0.14,incorrect,"yo no tengo acceso a datos especificos sobre nombres en este contexto, pero si se sigue la logica del texto, ""yo"" podria ser una respuesta plausible, dada la primera persona singular en ""mi"" y ""yo"" en el texto. sin embargo, dado que el contexto es ficticio y no proporciona suficientes pista claras sobre un nombre especifico, esta respuesta es especulativa. en contextos reales, se necesitarian",0,0.03,incorrect
"['jiminez', 'bay', 'bay jiminez']",mr. smith,0,0.3,incorrect,john bell,0,0.38,incorrect,euclid,0,0.15,incorrect,zil,0,0.2,incorrect,nguyen dinh thieu,0,0.36,incorrect,nguyen du,0,0.25,incorrect,senor perez,0,0.33,incorrect,senor,0,0.17,incorrect,john bell,0,0.38,incorrect,zil,0,0.2,incorrect,nguyen du,0,0.25,incorrect,senor,0,0.17,incorrect
"['starling', 'ben starling', 'ben']",mr. toad,0,0.3,incorrect,thirty-seventh,0,0.27,incorrect,asli erdogan,0,0.4,incorrect,beyaz,0,0.5,incorrect,do manh cuong,0,0.32,incorrect,the,0,0.33,incorrect,carlos,0,0.43,incorrect,carlos,0,0.43,incorrect,thirty-seventh,0,0.27,incorrect,beyaz,0,0.5,incorrect,the,0,0.33,incorrect,carlos,0,0.43,incorrect
"['margo', 'marg']",kevin,0,0.0,incorrect,,0,0.29,incorrect,henri matisse,0,0.24,incorrect,yikici,0,0.0,incorrect,trung tam tam ly hoc,0,0.24,incorrect,nguyen du,0,0.15,incorrect,clarice starling,0,0.3,incorrect,,0,0.29,incorrect,,0,0.29,incorrect,yikici,0,0.0,incorrect,nguyen du,0,0.15,incorrect,,0,0.29,incorrect
['margo'],julia,0,0.2,incorrect,garage door hinge,0,0.36,incorrect,ali riza tas,0,0.24,incorrect,leopold mozart,0,0.32,incorrect,kim duyen,0,0.14,incorrect,giap,0,0.22,incorrect,carlos,0,0.55,incorrect,carlos,0,0.55,incorrect,garage door hinge,0,0.36,incorrect,leopold mozart,0,0.32,incorrect,giap,0,0.22,incorrect,carlos,0,0.55,incorrect
['margo'],harry potter,0,0.35,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,times square,0,0.35,incorrect,florida,0,0.17,incorrect,key west,0,0.0,incorrect,no especificado,0,0.2,incorrect,flight 19,0,0.14,incorrect,florida,0,0.17,incorrect,times square,0,0.35,incorrect,key west,0,0.0,incorrect,flight 19,0,0.14,incorrect
"['margo', 'whitman']",emily dickinson,0,0.2,incorrect,virginia woolf,0,0.32,incorrect,plath,0,0.2,incorrect,margo,1,1.0,correct,plath,0,0.2,incorrect,nguyen du,0,0.14,incorrect,walt whitman,0,0.74,correct,walt whitman,0,0.74,correct,virginia woolf,0,0.32,incorrect,margo,1,1.0,correct,nguyen du,0,0.14,incorrect,walt whitman,0,0.74,correct
['ben'],john,0,0.29,incorrect,wile e. coyote,0,0.12,incorrect,levhadir.,0,0.17,incorrect,levhaya,0,0.2,incorrect,tim,0,0.0,incorrect,da nang,0,0.2,incorrect,yao ming,0,0.18,incorrect,"se gira rapidamente hacia el lado izquierdo e intenta evitar el impacto lanzandose hacia el otro lado, pero la fuerza de la caida es demasiado fuerte.",0,0.03,incorrect,wile e. coyote,0,0.12,incorrect,levhaya,0,0.2,incorrect,da nang,0,0.2,incorrect,"se gira rapidamente hacia el lado izquierdo e intenta evitar el impacto lanzandose hacia el otro lado, pero la fuerza de la caida es demasiado fuerte.",0,0.03,incorrect
['margo'],memorabilia,0,0.25,incorrect,unnamed,0,0.17,incorrect,ataturk,0,0.33,incorrect,ataturk,0,0.33,incorrect,qua bom,0,0.33,incorrect,nguyen du,0,0.14,incorrect,dondequiera,0,0.12,incorrect,francisco pizarro,0,0.27,incorrect,unnamed,0,0.17,incorrect,ataturk,0,0.33,incorrect,nguyen du,0,0.14,incorrect,francisco pizarro,0,0.27,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,not found in the passage,0,0.14,incorrect,hayran,0,0.4,incorrect,topragi,0,0.36,incorrect,phuong,0,0.2,incorrect,pham van dong,0,0.35,incorrect,clarisse,0,0.33,incorrect,el,0,0.0,incorrect,not found in the passage,0,0.14,incorrect,topragi,0,0.36,incorrect,pham van dong,0,0.35,incorrect,el,0,0.0,incorrect
['margo'],unknown,0,0.17,incorrect,john doe,0,0.15,incorrect,ataturk,0,0.33,incorrect,orhan pamuk,0,0.12,incorrect,nguyen van toan,0,0.2,incorrect,nguyen sinh cung,0,0.1,incorrect,no respuesta,0,0.12,incorrect,carlos gardel,0,0.33,incorrect,john doe,0,0.15,incorrect,orhan pamuk,0,0.12,incorrect,nguyen sinh cung,0,0.1,incorrect,carlos gardel,0,0.33,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",unknown,0,0.18,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,guzel ben,0,0.42,incorrect,khong co ten cu the duoc ghi chep,0,0.3,incorrect,pham van dong,0,0.35,incorrect,no especificado,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,guzel ben,0,0.42,incorrect,pham van dong,0,0.35,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",john doe,0,0.29,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,nguoi nao do,0,0.38,incorrect,philip morris,0,0.3,incorrect,john doe,0,0.29,incorrect,philip morris,0,0.3,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,philip morris,0,0.3,incorrect,philip morris,0,0.3,incorrect
['margo'],britney spears,0,0.21,incorrect,clif bar,0,0.31,incorrect,elon musk,0,0.14,incorrect,edwin hubble,0,0.0,incorrect,pham van,0,0.31,incorrect,ho chi minh,0,0.12,incorrect,michael jackson,0,0.3,incorrect,mountain dew,0,0.24,incorrect,clif bar,0,0.31,incorrect,edwin hubble,0,0.0,incorrect,ho chi minh,0,0.12,incorrect,mountain dew,0,0.24,incorrect
['whitman'],whitman,1,1.0,correct,robert frost,0,0.11,incorrect,asfa wossen,0,0.22,incorrect,orhan veli kanik,0,0.35,incorrect,nguyen dinh chieu,0,0.17,incorrect,nguyen du,0,0.12,incorrect,walt whitman,0,0.74,correct,don quixote,0,0.22,incorrect,robert frost,0,0.11,incorrect,orhan veli kanik,0,0.35,incorrect,nguyen du,0,0.12,incorrect,don quixote,0,0.22,incorrect
['margo'],christine,0,0.14,incorrect,beijing,0,0.17,incorrect,richard halliburton,0,0.25,incorrect,beijing,0,0.17,incorrect,amelia earhart,0,0.32,incorrect,ho chi minh,0,0.12,incorrect,amelia earhart,0,0.32,incorrect,marcelo,0,0.67,incorrect,beijing,0,0.17,incorrect,beijing,0,0.17,incorrect,ho chi minh,0,0.12,incorrect,marcelo,0,0.67,incorrect
['lacey'],clarice starling,0,0.38,incorrect,heather,0,0.33,incorrect,yasser arafat,0,0.22,incorrect,yunus emre,0,0.13,incorrect,quang,0,0.2,incorrect,tran le quoc tuan,0,0.18,incorrect,don quixote,0,0.12,incorrect,don quixote,0,0.12,incorrect,heather,0,0.33,incorrect,yunus emre,0,0.13,incorrect,tran le quoc tuan,0,0.18,incorrect,don quixote,0,0.12,incorrect
['ben'],kevin,0,0.5,incorrect,milwaukee's best,0,0.21,incorrect,james,0,0.25,incorrect,best,0,0.57,incorrect,mike,0,0.29,incorrect,mike moustakas,0,0.12,incorrect,elvis,0,0.25,incorrect,miller,0,0.22,incorrect,milwaukee's best,0,0.21,incorrect,best,0,0.57,incorrect,mike moustakas,0,0.12,incorrect,miller,0,0.22,incorrect
