Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jalbert'],norma,0,0.17,incorrect,blue mountains,0,0.29,incorrect,blue mountains,0,0.29,incorrect
['jalbert'],hal,0,0.4,incorrect,scott city,0,0.12,incorrect,scott city,0,0.12,incorrect
['jalbert'],norman babcock,0,0.19,incorrect,wicker,0,0.31,incorrect,wicker,0,0.31,incorrect
['ball'],mr. grimes,0,0.0,incorrect,inspector,0,0.0,incorrect,inspector,0,0.0,incorrect
['ball'],atticus finch,0,0.12,incorrect,,0,0.29,incorrect,,0,0.29,incorrect
['ella'],veronica,0,0.33,incorrect,malala,0,0.6,incorrect,malala,0,0.6,incorrect
['jesse'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['yvonne'],marie wilton,0,0.22,incorrect,miss havisham,0,0.11,incorrect,miss havisham,0,0.11,incorrect
['frank'],heidi,0,0.0,incorrect,britney,0,0.33,incorrect,britney,0,0.33,incorrect
['calten'],watson,0,0.5,incorrect,unknown,0,0.15,incorrect,unknown,0,0.15,incorrect
['andersson'],mark felt,0,0.22,incorrect,john doe,0,0.35,incorrect,john doe,0,0.35,incorrect
['frank'],christian grey,0,0.32,incorrect,"there's no specific name indicated in the passage to fill the [mask] token. the passage discusses a general ""place"" without specifying a proper name.",0,0.05,incorrect,"there's no specific name indicated in the passage to fill the [mask] token. the passage discusses a general ""place"" without specifying a proper name.",0,0.05,incorrect
['frank'],unknown,0,0.33,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
"['bobby', 'feeney', 'bobby feeney']",yuri,0,0.22,incorrect,folder,0,0.33,incorrect,folder,0,0.33,incorrect
['ludlum'],doc,0,0.22,incorrect,doc,0,0.22,incorrect,doc,0,0.22,incorrect
['doc'],lord varys,0,0.15,incorrect,ichabod,0,0.2,incorrect,ichabod,0,0.2,incorrect
['pando'],unknown,0,0.33,incorrect,wrote,0,0.2,incorrect,wrote,0,0.2,incorrect
['galen'],steve,0,0.2,incorrect,yoo jae-suk,0,0.25,incorrect,yoo jae-suk,0,0.25,incorrect
['alvarez'],stott,0,0.0,incorrect,howard,0,0.31,incorrect,howard,0,0.31,incorrect
"['mary', 'mary worth', 'worth']",walter cronkite,0,0.4,incorrect,siesta key,0,0.29,incorrect,siesta key,0,0.29,incorrect
"['mary', 'mary worth', 'worth']",agnes,0,0.22,incorrect,not enough information,0,0.25,incorrect,not enough information,0,0.25,incorrect
['freeman'],john,0,0.18,incorrect,warm,0,0.36,incorrect,warm,0,0.36,incorrect
['lloyd'],norman,0,0.18,incorrect,amber,0,0.0,incorrect,amber,0,0.0,incorrect
['beth'],mr. henshaw,0,0.27,incorrect,marion,0,0.0,incorrect,marion,0,0.0,incorrect
['lloyd'],john,0,0.22,incorrect,waddled,0,0.33,incorrect,waddled,0,0.33,incorrect
['greg'],charlie,0,0.36,incorrect,jon stewart,0,0.13,incorrect,jon stewart,0,0.13,incorrect
['greg'],norma,0,0.22,incorrect,oatmeal cookie,0,0.11,incorrect,oatmeal cookie,0,0.11,incorrect
"['greg ackerman', 'greg', 'ackerman']",howard stern,0,0.4,incorrect,cola,0,0.33,incorrect,cola,0,0.33,incorrect
['trenton'],mr. weasley,0,0.22,incorrect,not enough information,0,0.41,incorrect,not enough information,0,0.41,incorrect
"['key', 'duma', 'duma key']",key west,0,0.55,incorrect,key west,0,0.55,incorrect,key west,0,0.55,incorrect
['donna'],unnamed,0,0.5,incorrect,timothy hutton,0,0.21,incorrect,timothy hutton,0,0.21,incorrect
['bell'],martha,0,0.0,incorrect,marie antoinette,0,0.1,incorrect,marie antoinette,0,0.1,incorrect
['zane'],harlan,0,0.4,incorrect,norm macdonald,0,0.22,incorrect,norm macdonald,0,0.22,incorrect
['zane'],not enough information,0,0.15,incorrect,unspecified,0,0.27,incorrect,unspecified,0,0.27,incorrect
['bell'],mrs. kinsolving,0,0.11,incorrect,unanswerable,0,0.25,incorrect,unanswerable,0,0.25,incorrect
['donna'],not provided in the passage,0,0.19,incorrect,,0,0.5,incorrect,,0,0.5,incorrect
['tad'],bell,0,0.0,incorrect,triplets,0,0.18,incorrect,triplets,0,0.18,incorrect
"['andy', 'pelley', 'andy pelley']",unknown,0,0.18,incorrect,deceased,0,0.33,incorrect,deceased,0,0.33,incorrect
['pelley'],charlie,0,0.31,incorrect,albert einstein,0,0.19,incorrect,albert einstein,0,0.19,incorrect
['pelley'],john,0,0.0,incorrect,disney,0,0.33,incorrect,disney,0,0.33,incorrect
['devereaux'],harold,0,0.13,incorrect,,0,0.17,incorrect,,0,0.17,incorrect
"['sally', 'ann', 'sally ann']",martha,0,0.27,incorrect,old tyme,0,0.31,incorrect,old tyme,0,0.31,incorrect
['curry'],north stratford,0,0.2,incorrect,john allbright,0,0.11,incorrect,john allbright,0,0.11,incorrect
