Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['harry', 'harry—']",jesus,0,0.0,incorrect,elijah,0,0.18,incorrect,esau,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,godfather,0,0.29,incorrect,god,0,0.0,incorrect,hamlet,0,0.36,incorrect,eva,0,0.25,incorrect,ke,0,0.0,incorrect,elijah,0,0.18,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,eva,0,0.25,incorrect,harry,1,1.0,correct,grandfather,0,0.25,incorrect,orhan,0,0.4,incorrect,annem,0,0.2,incorrect,duong,0,0.0,incorrect,duc,0,0.0,incorrect,maria,0,0.4,incorrect,llamaba,0,0.17,incorrect,grandfather,0,0.25,incorrect,annem,0,0.2,incorrect,duc,0,0.0,incorrect,llamaba,0,0.17,incorrect
"['vernon', 'kuera']",oliver,0,0.5,incorrect,abraham,0,0.33,incorrect,john,0,0.4,incorrect,god,0,0.22,incorrect,guillaume,0,0.29,incorrect,elijah,0,0.36,incorrect,kalidasa,0,0.31,incorrect,john,0,0.4,incorrect,daniel,0,0.18,incorrect,madagascar,0,0.13,incorrect,mohapi,0,0.18,incorrect,abraham,0,0.33,incorrect,god,0,0.22,incorrect,elijah,0,0.36,incorrect,john,0,0.4,incorrect,madagascar,0,0.13,incorrect,tom,0,0.22,incorrect,reg,0,0.25,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,thi,0,0.0,incorrect,dai,0,0.25,incorrect,emily,0,0.2,incorrect,jardin,0,0.33,incorrect,reg,0,0.25,incorrect,ali,0,0.25,incorrect,dai,0,0.25,incorrect,jardin,0,0.33,incorrect
"['harry', 'harry—']",oliver twist,0,0.12,incorrect,abraham,0,0.33,incorrect,paul,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,arabella,0,0.31,incorrect,god,0,0.0,incorrect,esther,0,0.36,incorrect,eve,0,0.0,incorrect,jesus,0,0.0,incorrect,abraham,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,gandalf,0,0.17,incorrect,god,0,0.0,incorrect,gandalf,0,0.17,incorrect,insan,0,0.2,incorrect,dat,0,0.25,incorrect,jesus,0,0.0,incorrect,harry,1,1.0,correct,hitler,0,0.36,incorrect,god,0,0.0,incorrect,insan,0,0.2,incorrect,jesus,0,0.0,incorrect,hitler,0,0.36,incorrect
"['harr', 'dursley', 'harry', 'vernon', 'harry‘ye', 'vernon dursley']",god,0,0.24,incorrect,mozart,0,0.4,incorrect,moses,0,0.33,incorrect,god,0,0.24,incorrect,elijah,0,0.2,incorrect,elijah,0,0.2,incorrect,napoleon,0,0.43,incorrect,metronome,0,0.53,incorrect,mozart,0,0.4,incorrect,egypt,0,0.33,incorrect,god,0,0.24,incorrect,mozart,0,0.4,incorrect,god,0,0.24,incorrect,elijah,0,0.2,incorrect,metronome,0,0.53,incorrect,egypt,0,0.33,incorrect,god,0,0.24,incorrect,pendulum,0,0.45,incorrect,hitler,0,0.4,incorrect,beethoven,0,0.4,incorrect,phuong dung,0,0.4,incorrect,jesus,0,0.33,incorrect,hitler,0,0.4,incorrect,god,0,0.24,incorrect,pendulum,0,0.45,incorrect,beethoven,0,0.4,incorrect,jesus,0,0.33,incorrect,god,0,0.24,incorrect
['dudley'],odysseus,0,0.29,incorrect,elijah,0,0.17,incorrect,jesus,0,0.18,incorrect,mary,0,0.2,incorrect,jesus,0,0.18,incorrect,elijah,0,0.17,incorrect,hamlet,0,0.33,incorrect,plato,0,0.18,incorrect,job,0,0.0,incorrect,adam,0,0.2,incorrect,jesus,0,0.18,incorrect,elijah,0,0.17,incorrect,mary,0,0.2,incorrect,elijah,0,0.17,incorrect,plato,0,0.18,incorrect,adam,0,0.2,incorrect,tom,0,0.0,incorrect,hamlet,0,0.33,incorrect,o,0,0.0,incorrect,allah,0,0.18,incorrect,hamlet,0,0.33,incorrect,dong,0,0.2,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,hamlet,0,0.33,incorrect,allah,0,0.18,incorrect,dong,0,0.2,incorrect,jesus,0,0.18,incorrect
"['hagrid', 'hagri', 'hayalbozan']",odin,0,0.29,incorrect,jesus,0,0.0,incorrect,africa,0,0.55,incorrect,africa,0,0.55,incorrect,einstein,0,0.15,incorrect,elijah,0,0.25,incorrect,police,0,0.18,incorrect,shah rukh khan,0,0.33,incorrect,jesus,0,0.0,incorrect,africa,0,0.55,incorrect,god,0,0.44,incorrect,jesus,0,0.0,incorrect,africa,0,0.55,incorrect,elijah,0,0.25,incorrect,shah rukh khan,0,0.33,incorrect,africa,0,0.55,incorrect,harry,0,0.6,incorrect,hogwarts,0,0.46,incorrect,hogwarts,0,0.46,incorrect,harry,0,0.6,incorrect,dat,0,0.25,incorrect,ho chi minh,0,0.29,incorrect,harry,0,0.6,incorrect,guillermo del toro,0,0.25,incorrect,hogwarts,0,0.46,incorrect,harry,0,0.6,incorrect,ho chi minh,0,0.29,incorrect,guillermo del toro,0,0.25,incorrect
"['thi', 'pius', 'pius thi', 'pius thicknesse', 'thicknesse']",oliver twist,0,0.4,incorrect,eve,0,0.31,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.31,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.19,incorrect,thabane,0,0.47,incorrect,eve,0,0.31,incorrect,god,0,0.0,incorrect,eve,0,0.31,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.19,incorrect,tom,0,0.33,incorrect,eve,0,0.31,incorrect,babasi,0,0.29,incorrect,melek,0,0.27,incorrect,dang,0,0.14,incorrect,duc,0,0.29,incorrect,voltemort,0,0.21,incorrect,jesus,0,0.44,incorrect,eve,0,0.31,incorrect,melek,0,0.27,incorrect,duc,0,0.29,incorrect,jesus,0,0.44,incorrect
['moody'],death,0,0.2,incorrect,elijah,0,0.0,incorrect,abraham,0,0.17,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,eve,0,0.0,incorrect,god,0,0.5,incorrect,shakespeare,0,0.0,incorrect,noah,0,0.22,incorrect,adama,0,0.2,incorrect,abraham,0,0.17,incorrect,elijah,0,0.0,incorrect,god,0,0.5,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.0,incorrect,adama,0,0.2,incorrect,harry,0,0.2,incorrect,eleanor,0,0.17,incorrect,odip,0,0.44,incorrect,resit,0,0.0,incorrect,phu,0,0.0,incorrect,duc,0,0.25,incorrect,ella,0,0.0,incorrect,elsa,0,0.0,incorrect,eleanor,0,0.17,incorrect,resit,0,0.0,incorrect,duc,0,0.25,incorrect,elsa,0,0.0,incorrect
['harry'],odin,0,0.0,incorrect,elijah,0,0.18,incorrect,medusa,0,0.18,incorrect,eve,0,0.0,incorrect,goldilocks,0,0.0,incorrect,noah,0,0.22,incorrect,midas,0,0.2,incorrect,mercury,0,0.5,incorrect,rapunzel,0,0.15,incorrect,alexander,0,0.29,incorrect,jesus,0,0.0,incorrect,elijah,0,0.18,incorrect,eve,0,0.0,incorrect,noah,0,0.22,incorrect,mercury,0,0.5,incorrect,alexander,0,0.29,incorrect,nicolas flamel,0,0.11,incorrect,dumbledore,0,0.13,incorrect,rapunzel,0,0.15,incorrect,diana,0,0.2,incorrect,phuong,0,0.18,incorrect,aurora,0,0.55,incorrect,alquimista,0,0.13,incorrect,prometeo,0,0.15,incorrect,dumbledore,0,0.13,incorrect,diana,0,0.2,incorrect,aurora,0,0.55,incorrect,prometeo,0,0.15,incorrect
"['moody', 'moody—']",albus dumbledore,0,0.19,incorrect,abraham,0,0.17,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,jesus,0,0.0,incorrect,harry,0,0.2,incorrect,google,0,0.36,incorrect,bill,0,0.0,incorrect,salomona,0,0.31,incorrect,god,0,0.5,incorrect,abraham,0,0.17,incorrect,god,0,0.5,incorrect,jesus,0,0.0,incorrect,google,0,0.36,incorrect,salomona,0,0.31,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect,kovuk,0,0.2,incorrect,phileas,0,0.0,incorrect,soc,0,0.25,incorrect,winston,0,0.17,incorrect,suerte,0,0.0,incorrect,harry,0,0.2,incorrect,kovuk,0,0.2,incorrect,soc,0,0.25,incorrect,suerte,0,0.0,incorrect
['harry'],dragon,0,0.18,incorrect,elijah,0,0.18,incorrect,daedalus,0,0.15,incorrect,job,0,0.0,incorrect,noah,0,0.22,incorrect,noah,0,0.22,incorrect,light,0,0.2,incorrect,harley,0,0.73,correct,frodo,0,0.2,incorrect,heracles,0,0.31,incorrect,africa,0,0.36,incorrect,elijah,0,0.18,incorrect,job,0,0.0,incorrect,noah,0,0.22,incorrect,harley,0,0.73,correct,heracles,0,0.31,incorrect,harry,1,1.0,correct,harley,0,0.73,correct,harry potter,0,0.59,incorrect,harley-davidson,0,0.4,incorrect,dante,0,0.2,incorrect,long,0,0.0,incorrect,frodo,0,0.2,incorrect,harley,0,0.73,correct,harley,0,0.73,correct,harley-davidson,0,0.4,incorrect,long,0,0.0,incorrect,harley,0,0.73,correct
"['hagrid', 'hagrid‘in']",jesus,0,0.0,incorrect,elijah,0,0.17,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,eve,0,0.0,incorrect,lazarus,0,0.31,incorrect,jesus,0,0.0,incorrect,lazarus,0,0.31,incorrect,cleopatra,0,0.27,incorrect,job,0,0.0,incorrect,elijah,0,0.17,incorrect,god,0,0.44,incorrect,eve,0,0.0,incorrect,jesus,0,0.0,incorrect,cleopatra,0,0.27,incorrect,jesus,0,0.0,incorrect,frodo,0,0.36,incorrect,adam,0,0.4,incorrect,jesus,0,0.0,incorrect,dat,0,0.22,incorrect,duc,0,0.22,incorrect,harry,0,0.55,incorrect,europa,0,0.17,incorrect,frodo,0,0.36,incorrect,jesus,0,0.0,incorrect,duc,0,0.22,incorrect,europa,0,0.17,incorrect
"['weasley', 'ms', 'señora', 'ms weasley', 'señora weasley']",solomon,0,0.31,incorrect,elijah,0,0.33,incorrect,god,0,0.22,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,esperanza,0,0.53,incorrect,emily,0,0.5,incorrect,jesus,0,0.33,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.33,incorrect,elijah,0,0.33,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,emily,0,0.5,incorrect,andriamanitra,0,0.32,incorrect,snape,0,0.55,incorrect,god,0,0.22,incorrect,kim,0,0.4,incorrect,odip,0,0.2,incorrect,no,0,0.5,incorrect,jesus,0,0.33,incorrect,madre,0,0.4,incorrect,europa,0,0.5,incorrect,god,0,0.22,incorrect,odip,0,0.2,incorrect,jesus,0,0.33,incorrect,europa,0,0.5,incorrect
"['mr', 'weasley—', 'mr weasley', 'weasley']",jesus,0,0.33,incorrect,egyptians,0,0.38,incorrect,god,0,0.0,incorrect,batho,0,0.17,incorrect,god,0,0.0,incorrect,eve,0,0.4,incorrect,albus dumbledore,0,0.35,incorrect,aristotle,0,0.5,incorrect,dumbledore,0,0.33,incorrect,andriamanitra,0,0.27,incorrect,israel,0,0.38,incorrect,egyptians,0,0.38,incorrect,batho,0,0.17,incorrect,eve,0,0.4,incorrect,aristotle,0,0.5,incorrect,andriamanitra,0,0.27,incorrect,albus,0,0.33,incorrect,harry,0,0.33,incorrect,harry,0,0.33,incorrect,peter pan,0,0.32,incorrect,albus dumbledore,0,0.35,incorrect,dat,0,0.2,incorrect,maestro,0,0.44,incorrect,peter pan,0,0.32,incorrect,harry,0,0.33,incorrect,peter pan,0,0.32,incorrect,dat,0,0.2,incorrect,peter pan,0,0.32,incorrect
['harry'],jesus,0,0.0,incorrect,eve,0,0.0,incorrect,moses,0,0.0,incorrect,moses,0,0.0,incorrect,jesus,0,0.0,incorrect,elijah,0,0.18,incorrect,pinocchio,0,0.14,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,moses,0,0.0,incorrect,eve,0,0.0,incorrect,moses,0,0.0,incorrect,elijah,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jack,0,0.22,incorrect,god,0,0.0,incorrect,galip,0,0.2,incorrect,el,0,0.0,incorrect,pilate,0,0.18,incorrect,dong,0,0.0,incorrect,harry,1,1.0,correct,ellie,0,0.0,incorrect,god,0,0.0,incorrect,el,0,0.0,incorrect,dong,0,0.0,incorrect,ellie,0,0.0,incorrect
['hermione'],jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,god,0,0.18,incorrect,noah,0,0.17,incorrect,eve,0,0.36,incorrect,macbeth,0,0.27,incorrect,god,0,0.18,incorrect,job,0,0.18,incorrect,god,0,0.18,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,god,0,0.18,incorrect,eve,0,0.36,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,sheila,0,0.43,incorrect,god,0,0.18,incorrect,dr. house,0,0.35,incorrect,allah,0,0.15,incorrect,dung,0,0.17,incorrect,jesus,0,0.15,incorrect,maria,0,0.31,incorrect,napoleon,0,0.38,incorrect,god,0,0.18,incorrect,allah,0,0.15,incorrect,jesus,0,0.15,incorrect,napoleon,0,0.38,incorrect
