Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['bibi', 'co', 'jo', 'bibi co', 'bibi jo']",oliver twist,0,0.25,incorrect,jesus,0,0.29,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect,jesus,0,0.29,incorrect,elijah,0,0.31,incorrect,madhuri,0,0.18,incorrect,emily,0,0.22,incorrect,jesus,0,0.29,incorrect,alexander,0,0.0,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,she,0,0.0,incorrect,elijah,0,0.31,incorrect,emily,0,0.22,incorrect,alexander,0,0.0,incorrect,jo,1,1.0,correct,emily,0,0.22,incorrect,garp,0,0.0,incorrect,odin,0,0.33,incorrect,ba,0,0.33,incorrect,dong,0,0.33,incorrect,elliot,0,0.31,incorrect,eva,0,0.0,incorrect,emily,0,0.22,incorrect,odin,0,0.33,incorrect,dong,0,0.33,incorrect,eva,0,0.0,incorrect
"['nergis', 'nargis']",job,0,0.0,incorrect,noah,0,0.4,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,noah,0,0.4,incorrect,eve,0,0.22,incorrect,job,0,0.0,incorrect,niobe,0,0.36,incorrect,salomona,0,0.29,incorrect,solomon,0,0.15,incorrect,noah,0,0.4,incorrect,noah,0,0.4,incorrect,god,0,0.22,incorrect,eve,0,0.22,incorrect,niobe,0,0.36,incorrect,solomon,0,0.15,incorrect,someone,0,0.31,incorrect,lot,0,0.0,incorrect,heathcliff,0,0.25,incorrect,bes,0,0.44,incorrect,narrator,0,0.43,incorrect,jesus,0,0.36,incorrect,el,0,0.25,incorrect,lot,0,0.0,incorrect,lot,0,0.0,incorrect,bes,0,0.44,incorrect,jesus,0,0.36,incorrect,lot,0,0.0,incorrect
"['jalil', 'yalil', 'celil']",oliver twist,0,0.24,incorrect,india,0,0.2,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,rahul,0,0.4,incorrect,shakespeare,0,0.12,incorrect,andriamahazo,0,0.24,incorrect,eve,0,0.25,incorrect,jesus,0,0.2,incorrect,india,0,0.2,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.12,incorrect,eve,0,0.25,incorrect,rahul,0,0.4,incorrect,raj,0,0.25,incorrect,rabindranath,0,0.24,incorrect,rama,0,0.22,incorrect,nguyen tuan,0,0.25,incorrect,rama,0,0.22,incorrect,rahul,0,0.4,incorrect,madrid,0,0.36,incorrect,raj,0,0.25,incorrect,rama,0,0.22,incorrect,rama,0,0.22,incorrect,madrid,0,0.36,incorrect
"['rashid', 'raşit', 'rasheed']",odin,0,0.22,incorrect,eve,0,0.4,incorrect,monet,0,0.2,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,mona lisa,0,0.29,incorrect,mona lisa,0,0.29,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,mona lisa,0,0.29,incorrect,eve,0,0.4,incorrect,he,0,0.44,incorrect,odin,0,0.22,incorrect,erkegin,0,0.33,incorrect,freud,0,0.5,incorrect,anh ay,0,0.33,incorrect,thuy,0,0.22,incorrect,el,0,0.22,incorrect,eva,0,0.25,incorrect,odin,0,0.22,incorrect,freud,0,0.5,incorrect,thuy,0,0.22,incorrect,eva,0,0.25,incorrect
"['rashid', 'raşit', 'rasheed']",eve,0,0.4,incorrect,abraham,0,0.46,incorrect,jonah,0,0.36,incorrect,google,0,0.15,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,tom sawyer,0,0.24,incorrect,hammer,0,0.31,incorrect,emmanuel,0,0.27,incorrect,god,0,0.22,incorrect,moshe,0,0.5,incorrect,abraham,0,0.46,incorrect,google,0,0.15,incorrect,eve,0,0.4,incorrect,hammer,0,0.31,incorrect,god,0,0.22,incorrect,heathcliff,0,0.38,incorrect,eve,0,0.4,incorrect,heathcliff,0,0.38,incorrect,noah,0,0.4,incorrect,thay,0,0.22,incorrect,jesus,0,0.2,incorrect,juan,0,0.22,incorrect,jesus,0,0.2,incorrect,eve,0,0.4,incorrect,noah,0,0.4,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
"['rashid', 'raşit', 'rasheed']",samson,0,0.36,incorrect,jesus,0,0.2,incorrect,moses,0,0.33,incorrect,god,0,0.22,incorrect,eve,0,0.4,incorrect,eve,0,0.4,incorrect,emily,0,0.2,incorrect,newton,0,0.18,incorrect,herodoto,0,0.4,incorrect,eve,0,0.4,incorrect,africa,0,0.36,incorrect,jesus,0,0.2,incorrect,god,0,0.22,incorrect,eve,0,0.4,incorrect,newton,0,0.18,incorrect,eve,0,0.4,incorrect,he,0,0.44,incorrect,body,0,0.2,incorrect,ann,0,0.25,incorrect,ann,0,0.25,incorrect,nguoi chong,0,0.12,incorrect,phuong,0,0.17,incorrect,ella,0,0.22,incorrect,elena,0,0.33,incorrect,body,0,0.2,incorrect,ann,0,0.25,incorrect,phuong,0,0.17,incorrect,elena,0,0.33,incorrect
"['laila', 'leyla']",oliver twist,0,0.24,incorrect,eve,0,0.25,incorrect,jan,0,0.25,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,eve,0,0.25,incorrect,emily,0,0.4,incorrect,eve,0,0.25,incorrect,jesus,0,0.2,incorrect,eve,0,0.25,incorrect,morena,0,0.36,incorrect,eve,0,0.25,incorrect,god,0,0.0,incorrect,eve,0,0.25,incorrect,eve,0,0.25,incorrect,eve,0,0.25,incorrect,miss,0,0.22,incorrect,eve,0,0.25,incorrect,bayan,0,0.4,incorrect,ataturk,0,0.33,incorrect,emily,0,0.4,incorrect,duc,0,0.0,incorrect,maria,0,0.6,incorrect,eva,0,0.5,incorrect,eve,0,0.25,incorrect,ataturk,0,0.33,incorrect,duc,0,0.0,incorrect,eva,0,0.5,incorrect
"['peştun', 'tariq']",heidi,0,0.2,incorrect,afghanistan,0,0.35,incorrect,afghan,0,0.18,incorrect,shakespeare,0,0.25,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,emily,0,0.2,incorrect,heather,0,0.33,incorrect,afghan,0,0.18,incorrect,afghanistan,0,0.35,incorrect,john,0,0.2,incorrect,afghanistan,0,0.35,incorrect,shakespeare,0,0.25,incorrect,afghanistan,0,0.35,incorrect,heather,0,0.33,incorrect,afghanistan,0,0.35,incorrect,jalaluddin,0,0.27,incorrect,adam,0,0.22,incorrect,tarik,0,0.8,correct,tarik,0,0.8,correct,jalalabad,0,0.14,incorrect,dong,0,0.2,incorrect,danny,0,0.2,incorrect,shakespeare,0,0.25,incorrect,adam,0,0.22,incorrect,tarik,0,0.8,correct,dong,0,0.2,incorrect,shakespeare,0,0.25,incorrect
['alyona'],putin,0,0.18,incorrect,russia,0,0.17,incorrect,adam,0,0.4,incorrect,god,0,0.22,incorrect,putin,0,0.18,incorrect,putin,0,0.18,incorrect,elizabeth,0,0.27,incorrect,shakespeare,0,0.24,incorrect,adam,0,0.4,incorrect,russia,0,0.17,incorrect,adam,0,0.4,incorrect,russia,0,0.17,incorrect,god,0,0.22,incorrect,putin,0,0.18,incorrect,shakespeare,0,0.24,incorrect,russia,0,0.17,incorrect,the daughter,0,0.11,incorrect,chandler,0,0.29,incorrect,tatyana,0,0.62,incorrect,kaptan,0,0.33,incorrect,katarina,0,0.43,incorrect,vodka,0,0.36,incorrect,natasha,0,0.31,incorrect,yeltsin,0,0.31,incorrect,chandler,0,0.29,incorrect,kaptan,0,0.33,incorrect,vodka,0,0.36,incorrect,yeltsin,0,0.31,incorrect
"['tarık', 'tariq']",jesus,0,0.0,incorrect,abraham,0,0.33,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,john,0,0.0,incorrect,adam,0,0.22,incorrect,malala,0,0.18,incorrect,shakespeare,0,0.25,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,abraham,0,0.33,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.25,incorrect,god,0,0.0,incorrect,rachel,0,0.18,incorrect,god,0,0.0,incorrect,sakir,0,0.4,incorrect,sukru,0,0.2,incorrect,sheldon,0,0.0,incorrect,duc,0,0.0,incorrect,marlon brando,0,0.22,incorrect,jose,0,0.0,incorrect,god,0,0.0,incorrect,sukru,0,0.2,incorrect,duc,0,0.0,incorrect,jose,0,0.0,incorrect
"['şerif', 'abdül şerif', 'abdül', 'sharif', 'abdul', 'abdul sharif']",malala,0,0.36,incorrect,malala,0,0.36,incorrect,joseph,0,0.36,incorrect,pakistan,0,0.3,incorrect,malala,0,0.36,incorrect,ataturk,0,0.33,incorrect,malala,0,0.36,incorrect,peshawar,0,0.57,incorrect,malala,0,0.36,incorrect,peshawar,0,0.57,incorrect,peshawar,0,0.57,incorrect,malala,0,0.36,incorrect,pakistan,0,0.3,incorrect,ataturk,0,0.33,incorrect,peshawar,0,0.57,incorrect,peshawar,0,0.57,incorrect,khaled,0,0.36,incorrect,kabul,0,0.8,correct,rahip,0,0.4,incorrect,pakistan,0,0.3,incorrect,rasheed,0,0.33,incorrect,kabul,0,0.8,correct,maria,0,0.55,incorrect,pakistan,0,0.3,incorrect,kabul,0,0.8,correct,pakistan,0,0.3,incorrect,kabul,0,0.8,correct,pakistan,0,0.3,incorrect
"['mariam', 'meryem']",eve,0,0.44,incorrect,elijah,0,0.33,incorrect,paul,0,0.2,incorrect,eve,0,0.44,incorrect,adam,0,0.6,incorrect,elijah,0,0.33,incorrect,emily,0,0.36,incorrect,shakespeare,0,0.35,incorrect,sokrates,0,0.29,incorrect,ary,0,0.44,incorrect,africa,0,0.67,incorrect,elijah,0,0.33,incorrect,eve,0,0.44,incorrect,elijah,0,0.33,incorrect,shakespeare,0,0.35,incorrect,ary,0,0.44,incorrect,elizabeth,0,0.27,incorrect,emily,0,0.36,incorrect,hamlet,0,0.33,incorrect,hamlet,0,0.33,incorrect,nhan vat nu chinh,0,0.17,incorrect,emily,0,0.36,incorrect,ella,0,0.2,incorrect,golpe,0,0.18,incorrect,emily,0,0.36,incorrect,hamlet,0,0.33,incorrect,emily,0,0.36,incorrect,golpe,0,0.18,incorrect
"['rashid', 'raşit', 'rasheed']",oliver,0,0.18,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,benz,0,0.18,incorrect,jesus,0,0.2,incorrect,henry ford,0,0.35,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,jesus,0,0.2,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,he,0,0.44,incorrect,mercedes,0,0.4,incorrect,bay ham,0,0.31,incorrect,mercedes,0,0.4,incorrect,ong gia,0,0.17,incorrect,mercedes,0,0.4,incorrect,el,0,0.22,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect
"['tarık', 'tariq']",laila,0,0.4,incorrect,laila,0,0.4,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,laila,0,0.4,incorrect,eve,0,0.0,incorrect,willy loman,0,0.12,incorrect,medusa,0,0.18,incorrect,laila,0,0.4,incorrect,laila,0,0.4,incorrect,jesus,0,0.0,incorrect,laila,0,0.4,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,medusa,0,0.18,incorrect,laila,0,0.4,incorrect,tariq,1,1.0,correct,tariq,1,1.0,correct,annem,0,0.2,incorrect,ataturk,0,0.67,incorrect,tariq,1,1.0,correct,laila,0,0.4,incorrect,jesus,0,0.0,incorrect,emily,0,0.2,incorrect,tariq,1,1.0,correct,ataturk,0,0.67,incorrect,laila,0,0.4,incorrect,emily,0,0.2,incorrect
"['laila', 'leyla']",elsa,0,0.67,incorrect,eleanor,0,0.5,incorrect,emily,0,0.4,incorrect,disney,0,0.36,incorrect,santa,0,0.4,incorrect,santa,0,0.4,incorrect,emily,0,0.4,incorrect,walt disney,0,0.38,incorrect,"no specific name can be determined with certainty from the given passage, but based on the context, it seems like the passage is describing a scene, possibly from a story or a character's experience. without more information, a name that fits the context of finding various items of clothing could be a character known for such actions or descriptions in literature, such as ""goldilocks"" from the fairy tale ""goldilocks and the three bears,"" who is known for trying out different things. however",0,0.02,incorrect,wagner,0,0.18,incorrect,victoria,0,0.31,incorrect,eleanor,0,0.5,incorrect,disney,0,0.36,incorrect,santa,0,0.4,incorrect,walt disney,0,0.38,incorrect,wagner,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,harry,0,0.2,incorrect,peter rabbit,0,0.24,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,shirley,0,0.5,incorrect,winnie,0,0.18,incorrect,emily,0,0.4,incorrect,peter rabbit,0,0.24,incorrect,emily,0,0.4,incorrect,winnie,0,0.18,incorrect
"['laila', 'leyla']",abraham,0,0.33,incorrect,orunmila,0,0.46,incorrect,god,0,0.0,incorrect,elijah,0,0.55,incorrect,abraham,0,0.33,incorrect,eve,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,moses,0,0.2,incorrect,orunmila,0,0.46,incorrect,elijah,0,0.55,incorrect,eve,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,scarlett,0,0.31,incorrect,eve,0,0.25,incorrect,adem,0,0.22,incorrect,adem,0,0.22,incorrect,heathcliff,0,0.27,incorrect,thanh,0,0.2,incorrect,eva,0,0.5,incorrect,eva,0,0.5,incorrect,eve,0,0.25,incorrect,adem,0,0.22,incorrect,thanh,0,0.2,incorrect,eva,0,0.5,incorrect
