Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['chuck', 'chuck parson', 'parson']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,hay,0,0.27,incorrect,amherst,0,0.46,incorrect,lord amherst,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,hay,0,0.27,incorrect,lord amherst,0,0.33,incorrect,amherst,0,0.46,incorrect
['margo'],emma,0,0.44,incorrect,emma,0,0.44,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,phoebe,0,0.18,incorrect,nguyen,0,0.18,incorrect,carlos,0,0.55,incorrect,maria,0,0.6,incorrect,emma,0,0.44,incorrect,ali,0,0.25,incorrect,nguyen,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],kimiko,0,0.36,incorrect,kimiko,0,0.36,incorrect,orhan,0,0.2,incorrect,sac,0,0.25,incorrect,naruto,0,0.55,incorrect,usagi,0,0.4,incorrect,kenji,0,0.0,incorrect,sam,0,0.25,incorrect,kimiko,0,0.36,incorrect,sac,0,0.25,incorrect,usagi,0,0.4,incorrect,sam,0,0.25,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,orlando,0,0.33,incorrect,osceola,0,0.17,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,osceola,0,0.17,incorrect
['margo'],emily,0,0.2,incorrect,shelby,0,0.0,incorrect,ali,0,0.25,incorrect,orpheus,0,0.17,incorrect,tran,0,0.22,incorrect,nguyen dinh thi,0,0.1,incorrect,esteban,0,0.17,incorrect,juanita,0,0.17,incorrect,shelby,0,0.0,incorrect,orpheus,0,0.17,incorrect,nguyen dinh thi,0,0.1,incorrect,juanita,0,0.17,incorrect
['margo'],indiana,0,0.17,incorrect,florida,0,0.17,incorrect,merhaba,0,0.33,incorrect,endiseli,0,0.0,incorrect,emma,0,0.44,incorrect,john,0,0.22,incorrect,chuck,0,0.0,incorrect,drive,0,0.2,incorrect,florida,0,0.17,incorrect,endiseli,0,0.0,incorrect,john,0,0.22,incorrect,drive,0,0.2,incorrect
['margo'],john,0,0.22,incorrect,john,0,0.22,incorrect,orange county,0,0.33,incorrect,orange,0,0.36,incorrect,thanh,0,0.2,incorrect,nguyen du,0,0.14,incorrect,carlos,0,0.55,incorrect,maria,0,0.6,incorrect,john,0,0.22,incorrect,orange,0,0.36,incorrect,nguyen du,0,0.14,incorrect,maria,0,0.6,incorrect
['margo'],cal,0,0.25,incorrect,abel,0,0.22,incorrect,ali,0,0.25,incorrect,adam,0,0.22,incorrect,ngoc anh,0,0.31,incorrect,nguyen dinh hai,0,0.1,incorrect,marina,0,0.55,incorrect,maria,0,0.6,incorrect,abel,0,0.22,incorrect,adam,0,0.22,incorrect,nguyen dinh hai,0,0.1,incorrect,maria,0,0.6,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,studyolari,0,0.27,incorrect,shamu,0,0.2,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,studyolari,0,0.27,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",timothy,0,0.55,incorrect,algae,0,0.4,incorrect,esra,0,0.29,incorrect,normal,0,0.36,incorrect,tom,0,0.29,incorrect,anh em,0,0.37,incorrect,maria,0,0.6,incorrect,la muerte,0,0.33,incorrect,algae,0,0.4,incorrect,normal,0,0.36,incorrect,anh em,0,0.37,incorrect,la muerte,0,0.33,incorrect
['ben'],mr. wilson,0,0.15,incorrect,mr. anderson,0,0.27,incorrect,omer,0,0.29,incorrect,ali,0,0.0,incorrect,phan dinh tiep,0,0.12,incorrect,giac la-tinh,0,0.13,incorrect,julio,0,0.0,incorrect,me,0,0.4,incorrect,mr. anderson,0,0.27,incorrect,ali,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,me,0,0.4,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",charlie,0,0.33,incorrect,night,0,0.27,incorrect,ali,0,0.25,incorrect,umka,0,0.44,incorrect,phoebe,0,0.38,incorrect,dem le,0,0.25,incorrect,chico,0,0.22,incorrect,mi abrian,0,0.43,incorrect,night,0,0.27,incorrect,umka,0,0.44,incorrect,dem le,0,0.25,incorrect,mi abrian,0,0.43,incorrect
['margo'],jack,0,0.22,incorrect,mr. wilson,0,0.4,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,nguyen khuyen hung,0,0.09,incorrect,thuong,0,0.18,incorrect,alonso,0,0.36,incorrect,instituto,0,0.14,incorrect,mr. wilson,0,0.4,incorrect,ali,0,0.25,incorrect,thuong,0,0.18,incorrect,instituto,0,0.14,incorrect
['margo'],big guy,0,0.17,incorrect,edge,0,0.22,incorrect,hezim,0,0.2,incorrect,ama,0,0.5,incorrect,pho bang vu,0,0.25,incorrect,nguyen dinh thi,0,0.1,incorrect,el guerreiro,0,0.24,incorrect,lauro,0,0.6,incorrect,edge,0,0.22,incorrect,ama,0,0.5,incorrect,nguyen dinh thi,0,0.1,incorrect,lauro,0,0.6,incorrect
"['quentin', 'quenti']",eric,0,0.4,incorrect,chad,0,0.0,incorrect,ali,0,0.22,incorrect,o'brien,0,0.31,incorrect,tom,0,0.22,incorrect,tom,0,0.22,incorrect,juanito,0,0.46,incorrect,mira,0,0.2,incorrect,chad,0,0.0,incorrect,o'brien,0,0.31,incorrect,tom,0,0.22,incorrect,mira,0,0.2,incorrect
['margo'],jefferson,0,0.29,incorrect,washington,0,0.4,incorrect,watson,0,0.36,incorrect,watson,0,0.36,incorrect,ellen,0,0.0,incorrect,thomas,0,0.36,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,washington,0,0.4,incorrect,watson,0,0.36,incorrect,thomas,0,0.36,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",emily,0,0.27,incorrect,miss davis,0,0.27,incorrect,aliye,0,0.27,incorrect,ali,0,0.25,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,valentina,0,0.27,incorrect,maria,0,0.6,incorrect,miss davis,0,0.27,incorrect,ali,0,0.25,incorrect,margo,1,1.0,correct,maria,0,0.6,incorrect
['margo'],anna,0,0.22,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,emily,0,0.2,incorrect,kim,0,0.25,incorrect,juan,0,0.22,incorrect,julio,0,0.2,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,kim,0,0.25,incorrect,julio,0,0.2,incorrect
"['jiminez', 'bay', 'bay jiminez']",mr. wilson,0,0.35,incorrect,mr. chips,0,0.25,incorrect,paul,0,0.29,incorrect,ucuncu,0,0.15,incorrect,mr. wilson,0,0.35,incorrect,nguyen dinh thi,0,0.31,incorrect,senor,0,0.17,incorrect,senor,0,0.17,incorrect,mr. chips,0,0.25,incorrect,ucuncu,0,0.15,incorrect,nguyen dinh thi,0,0.31,incorrect,senor,0,0.17,incorrect
"['starling', 'ben starling', 'ben']",john,0,0.29,incorrect,mr. b,0,0.25,incorrect,ali,0,0.55,incorrect,omer,0,0.29,incorrect,phoebe,0,0.44,incorrect,phu tho,0,0.21,incorrect,carlos,0,0.43,incorrect,don quijote,0,0.26,incorrect,mr. b,0,0.25,incorrect,omer,0,0.29,incorrect,phu tho,0,0.21,incorrect,don quijote,0,0.26,incorrect
"['margo', 'marg']",mr. pritchett,0,0.24,incorrect,dad,0,0.29,incorrect,ali,0,0.29,incorrect,ali,0,0.29,incorrect,tommy,0,0.22,incorrect,toi,0,0.25,incorrect,albert,0,0.4,incorrect,padre,0,0.44,incorrect,dad,0,0.29,incorrect,ali,0,0.29,incorrect,toi,0,0.25,incorrect,padre,0,0.44,incorrect
['margo'],emily,0,0.2,incorrect,janet,0,0.2,incorrect,aliye,0,0.2,incorrect,ibrahim,0,0.17,incorrect,phoebe,0,0.18,incorrect,ti-vi,0,0.0,incorrect,pepe,0,0.0,incorrect,cruce,0,0.2,incorrect,janet,0,0.2,incorrect,ibrahim,0,0.17,incorrect,ti-vi,0,0.0,incorrect,cruce,0,0.2,incorrect
['margo'],florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,belle isle,0,0.0,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,belle isle,0,0.0,incorrect,new york,0,0.15,incorrect
"['margo', 'whitman']",emily dickinson,0,0.2,incorrect,emily dickinson,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,virginia woolf,0,0.32,incorrect,don quijote,0,0.22,incorrect,emily dickinson,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,don quijote,0,0.22,incorrect
['ben'],jack,0,0.0,incorrect,wile e. coyote,0,0.12,incorrect,jack,0,0.0,incorrect,levhaya,0,0.2,incorrect,thor,0,0.0,incorrect,tran hung dao,0,0.12,incorrect,speedy,0,0.22,incorrect,esteban,0,0.4,incorrect,wile e. coyote,0,0.12,incorrect,levhaya,0,0.2,incorrect,tran hung dao,0,0.12,incorrect,esteban,0,0.4,incorrect
['margo'],chloe,0,0.2,incorrect,paul,0,0.22,incorrect,adam,0,0.22,incorrect,cadir,0,0.4,incorrect,nguyen hue,0,0.13,incorrect,tay anh,0,0.17,incorrect,don pedro,0,0.29,incorrect,don quijote,0,0.12,incorrect,paul,0,0.22,incorrect,cadir,0,0.4,incorrect,tay anh,0,0.17,incorrect,don quijote,0,0.12,incorrect
"['margo', 'marg']",emily,0,0.22,incorrect,missy,0,0.22,incorrect,ali,0,0.29,incorrect,toprak,0,0.2,incorrect,kim,0,0.29,incorrect,nguoi dan ong,0,0.24,incorrect,isabel,0,0.2,incorrect,david,0,0.22,incorrect,missy,0,0.22,incorrect,toprak,0,0.2,incorrect,nguoi dan ong,0,0.24,incorrect,david,0,0.22,incorrect
['margo'],tim,0,0.25,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,emily,0,0.2,incorrect,tranh,0,0.2,incorrect,maria,0,0.6,incorrect,el nino,0,0.17,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,tranh,0,0.2,incorrect,el nino,0,0.17,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",emily,0,0.27,incorrect,prom,0,0.5,incorrect,arka kiz,0,0.31,incorrect,omnictionarian,0,0.34,incorrect,helen,0,0.4,incorrect,nguyen thi khanh,0,0.38,incorrect,lauren,0,0.38,incorrect,q,0,0.0,incorrect,prom,0,0.5,incorrect,omnictionarian,0,0.34,incorrect,nguyen thi khanh,0,0.38,incorrect,q,0,0.0,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",john,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,thornton,0,0.4,incorrect,phoebe,0,0.31,incorrect,marlboro,0,0.4,incorrect,light marlboro,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,phoebe,0,0.31,incorrect,light marlboro,0,0.36,incorrect
['margo'],carol,0,0.6,incorrect,carrie,0,0.36,incorrect,mark,0,0.67,incorrect,hakyi,0,0.2,incorrect,kim,0,0.25,incorrect,kim,0,0.25,incorrect,maria,0,0.6,incorrect,mountain,0,0.31,incorrect,carrie,0,0.36,incorrect,hakyi,0,0.2,incorrect,kim,0,0.25,incorrect,mountain,0,0.31,incorrect
['whitman'],thoreau,0,0.29,incorrect,whitman,1,1.0,correct,ozdemir,0,0.14,incorrect,edip,0,0.18,incorrect,thuong,0,0.31,incorrect,nguyen van van,0,0.19,incorrect,don quijote,0,0.22,incorrect,don quijote,0,0.22,incorrect,whitman,1,1.0,correct,edip,0,0.18,incorrect,nguyen van van,0,0.19,incorrect,don quijote,0,0.22,incorrect
['margo'],marla,0,0.6,incorrect,jamaica,0,0.33,incorrect,paul,0,0.22,incorrect,kitaplar,0,0.31,incorrect,kim,0,0.25,incorrect,theresa,0,0.17,incorrect,harry,0,0.4,incorrect,quiza,0,0.2,incorrect,jamaica,0,0.33,incorrect,kitaplar,0,0.31,incorrect,theresa,0,0.17,incorrect,quiza,0,0.2,incorrect
['lacey'],emily,0,0.4,incorrect,penelope,0,0.31,incorrect,anna,0,0.22,incorrect,adil,0,0.22,incorrect,margo,0,0.2,incorrect,theresa,0,0.17,incorrect,maria,0,0.2,incorrect,juanita,0,0.17,incorrect,penelope,0,0.31,incorrect,adil,0,0.22,incorrect,theresa,0,0.17,incorrect,juanita,0,0.17,incorrect
['ben'],steve,0,0.25,incorrect,light,0,0.0,incorrect,joe,0,0.33,incorrect,light8,0,0.0,incorrect,tom,0,0.0,incorrect,buck,0,0.29,incorrect,miller,0,0.22,incorrect,milwaukee,0,0.17,incorrect,light,0,0.0,incorrect,light8,0,0.0,incorrect,buck,0,0.29,incorrect,milwaukee,0,0.17,incorrect
['lacey'],she,0,0.25,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,carlos,0,0.18,incorrect,maria,0,0.2,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,maria,0,0.2,incorrect
['margo'],anna,0,0.22,incorrect,earth,0,0.4,incorrect,haritalar,0,0.29,incorrect,eden,0,0.0,incorrect,phoebe,0,0.18,incorrect,theresa,0,0.17,incorrect,lauren,0,0.36,incorrect,america,0,0.33,incorrect,earth,0,0.4,incorrect,eden,0,0.0,incorrect,theresa,0,0.17,incorrect,america,0,0.33,incorrect
['margo'],shirley,0,0.17,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,kim,0,0.25,incorrect,nguyen dinh thi,0,0.1,incorrect,juan,0,0.22,incorrect,juan,0,0.22,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,nguyen dinh thi,0,0.1,incorrect,juan,0,0.22,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",emily,0,0.29,incorrect,emily,0,0.29,incorrect,ozdemir,0,0.33,incorrect,kitabi,0,0.27,incorrect,emily,0,0.29,incorrect,phoebe,0,0.4,incorrect,marina,0,0.55,incorrect,maria,0,0.6,incorrect,emily,0,0.29,incorrect,kitabi,0,0.27,incorrect,phoebe,0,0.4,incorrect,maria,0,0.6,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,paul,0,0.22,incorrect,gul,0,0.25,incorrect,emily,0,0.2,incorrect,ngoc nga,0,0.31,incorrect,juan,0,0.22,incorrect,antonio,0,0.33,incorrect,emily,0,0.2,incorrect,gul,0,0.25,incorrect,ngoc nga,0,0.31,incorrect,antonio,0,0.33,incorrect
"['margo', 'margo—']",graduation,0,0.27,incorrect,graduation,0,0.27,incorrect,ali,0,0.25,incorrect,carla,0,0.4,incorrect,truong,0,0.36,incorrect,tran,0,0.22,incorrect,graduado,0,0.31,incorrect,el,0,0.0,incorrect,graduation,0,0.27,incorrect,carla,0,0.4,incorrect,tran,0,0.22,incorrect,el,0,0.0,incorrect
['margo'],anna,0,0.22,incorrect,you,0,0.25,incorrect,life,0,0.0,incorrect,hayat,0,0.2,incorrect,nguoi dep,0,0.29,incorrect,nguyen du,0,0.14,incorrect,paulo coelho,0,0.24,incorrect,arrancar,0,0.31,incorrect,you,0,0.25,incorrect,hayat,0,0.2,incorrect,nguyen du,0,0.14,incorrect,arrancar,0,0.31,incorrect
