Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['louisa'],olu-eda-itan,0,0.44,incorrect,oga agbofinro,0,0.21,incorrect,seabelo,0,0.31,incorrect,letsatsi,0,0.43,incorrect,te hina,0,0.31,incorrect,te aroha,0,0.29,incorrect,prithvi,0,0.15,incorrect,dillii daudd',0,0.32,incorrect,andriamanitra,0,0.21,incorrect,tongava,0,0.31,incorrect,bakeng,0,0.17,incorrect,oga agbofinro,0,0.21,incorrect,letsatsi,0,0.43,incorrect,te aroha,0,0.29,incorrect,dillii daudd',0,0.32,incorrect,tongava,0,0.31,incorrect,miss crawford,0,0.32,incorrect,edmund,0,0.17,incorrect,emma,0,0.2,incorrect,nejat,0,0.18,incorrect,tran thi hue,0,0.11,incorrect,nguyen phuc nguyen,0,0.08,incorrect,maria,0,0.36,incorrect,don pedro,0,0.13,incorrect,edmund,0,0.17,incorrect,nejat,0,0.18,incorrect,nguyen phuc nguyen,0,0.08,incorrect,don pedro,0,0.13,incorrect
"['mr jones', 'jones', 'mr']",olumide,0,0.33,incorrect,oluto,0,0.2,incorrect,mathateng,0,0.24,incorrect,lebogang,0,0.31,incorrect,teie po'ipo'i,0,0.19,incorrect,te eita,0,0.27,incorrect,mitr,0,0.67,incorrect,mitr ghurbaak,0,0.29,incorrect,teo,0,0.25,incorrect,neil,0,0.44,incorrect,metsoalle,0,0.35,incorrect,oluto,0,0.2,incorrect,lebogang,0,0.31,incorrect,te eita,0,0.27,incorrect,mitr ghurbaak,0,0.29,incorrect,neil,0,0.44,incorrect,dr. watson,0,0.44,incorrect,charles,0,0.4,incorrect,ali,0,0.0,incorrect,merhaba,0,0.44,incorrect,phan,0,0.22,incorrect,thit,0,0.0,incorrect,doctor,0,0.25,incorrect,amigas,0,0.29,incorrect,charles,0,0.4,incorrect,merhaba,0,0.44,incorrect,thit,0,0.0,incorrect,amigas,0,0.29,incorrect
"['mary', 'mary––']",thomas,0,0.4,incorrect,ati,0,0.29,incorrect,sego,0,0.0,incorrect,selekanyo,0,0.31,incorrect,te ali'i,0,0.17,incorrect,te'i hinaaro,0,0.25,incorrect,swami vivekananda,0,0.19,incorrect,john,0,0.0,incorrect,henri,0,0.22,incorrect,ary,0,0.86,correct,modise,0,0.2,incorrect,ati,0,0.29,incorrect,selekanyo,0,0.31,incorrect,te'i hinaaro,0,0.25,incorrect,john,0,0.0,incorrect,ary,0,0.86,correct,mr. collins,0,0.27,incorrect,paul,0,0.25,incorrect,ali,0,0.29,incorrect,ali,0,0.29,incorrect,anh ta,0,0.2,incorrect,truong,0,0.2,incorrect,don quijote,0,0.0,incorrect,adolfo,0,0.2,incorrect,paul,0,0.25,incorrect,ali,0,0.29,incorrect,truong,0,0.2,incorrect,adolfo,0,0.2,incorrect
"['', 'jane bennet', 'bennet', 'jane']",oliver,0,0.2,incorrect,funmilayo,0,0.15,incorrect,montle thata,0,0.35,incorrect,lebohang,0,0.33,incorrect,teremoana,0,0.31,incorrect,tera,0,0.25,incorrect,princess,0,0.33,incorrect,princess,0,0.33,incorrect,thomas,0,0.2,incorrect,raymond,0,0.36,incorrect,empa,0,0.25,incorrect,funmilayo,0,0.15,incorrect,lebohang,0,0.33,incorrect,tera,0,0.25,incorrect,princess,0,0.33,incorrect,raymond,0,0.36,incorrect,miss crawford,0,0.12,incorrect,eliza,0,0.22,incorrect,emma,0,0.25,incorrect,annie,0,0.67,incorrect,nguoi con gai,0,0.25,incorrect,thi,0,0.22,incorrect,isabel,0,0.4,incorrect,leonor,0,0.33,incorrect,eliza,0,0.22,incorrect,annie,0,0.67,incorrect,thi,0,0.22,incorrect,leonor,0,0.33,incorrect
"['darcy–', 'darcy']",emma,0,0.22,incorrect,emma,0,0.22,incorrect,segomotso,0,0.0,incorrect,lefoko,0,0.0,incorrect,te fana,0,0.17,incorrect,te ua,0,0.2,incorrect,trisha,0,0.18,incorrect,shriimtii rjiyaa naaydduu,0,0.13,incorrect,thomas hobbes,0,0.11,incorrect,valentina,0,0.14,incorrect,lithuputso,0,0.0,incorrect,emma,0,0.22,incorrect,lefoko,0,0.0,incorrect,te ua,0,0.2,incorrect,shriimtii rjiyaa naaydduu,0,0.13,incorrect,valentina,0,0.14,incorrect,charlotte,0,0.29,incorrect,miss crawford,0,0.22,incorrect,elizabeth,0,0.14,incorrect,sayyidah,0,0.31,incorrect,phoebe,0,0.0,incorrect,nguyen dinh thi,0,0.1,incorrect,don pepe,0,0.15,incorrect,de las dos,0,0.27,incorrect,miss crawford,0,0.22,incorrect,sayyidah,0,0.31,incorrect,nguyen dinh thi,0,0.1,incorrect,de las dos,0,0.27,incorrect
['darcy'],oludamola,0,0.29,incorrect,olufunmilayo,0,0.24,incorrect,selebi,0,0.0,incorrect,leabua,0,0.18,incorrect,tea,0,0.25,incorrect,te fiti,0,0.0,incorrect,mitraa raannii,0,0.21,incorrect,mitraa raannii,0,0.21,incorrect,didier ratsiraka,0,0.29,incorrect,thomas,0,0.18,incorrect,ho lentsoe,0,0.0,incorrect,olufunmilayo,0,0.24,incorrect,leabua,0,0.18,incorrect,te fiti,0,0.0,incorrect,mitraa raannii,0,0.21,incorrect,thomas,0,0.18,incorrect,mr. collins,0,0.25,incorrect,pip,0,0.0,incorrect,halit,0,0.2,incorrect,halid,0,0.2,incorrect,edmund,0,0.18,incorrect,tycho,0,0.2,incorrect,charlotte,0,0.29,incorrect,maria,0,0.4,incorrect,pip,0,0.0,incorrect,halid,0,0.2,incorrect,tycho,0,0.2,incorrect,maria,0,0.4,incorrect
"['señora', 'mrs bennet', 'bennet', 'señora bennet', 'mrs']",abuja,0,0.22,incorrect,orile-ede naijiria,0,0.33,incorrect,selebi,0,0.38,incorrect,ke motho,0,0.29,incorrect,te vahiny,0,0.27,incorrect,te aitanga-a-mahia,0,0.25,incorrect,aslam,0,0.36,incorrect,dait,0,0.24,incorrect,thomas,0,0.44,incorrect,tany,0,0.24,incorrect,stefanus,0,0.43,incorrect,orile-ede naijiria,0,0.33,incorrect,ke motho,0,0.29,incorrect,te aitanga-a-mahia,0,0.25,incorrect,dait,0,0.24,incorrect,tany,0,0.24,incorrect,scarlet,0,0.4,incorrect,mr. s.,0,0.67,incorrect,osman,0,0.36,incorrect,osman,0,0.36,incorrect,tran,0,0.4,incorrect,thi,0,0.22,incorrect,jane,0,0.4,incorrect,maria,0,0.5,incorrect,mr. s.,0,0.67,incorrect,osman,0,0.36,incorrect,thi,0,0.22,incorrect,maria,0,0.5,incorrect
"['mr bingley', 'señor', 'bingley', 'mr', 'señor bingley']",london,0,0.36,incorrect,england,0,0.43,incorrect,america,0,0.44,incorrect,king leopold ii,0,0.45,incorrect,loneliness,0,0.35,incorrect,loneliness,0,0.35,incorrect,london,0,0.36,incorrect,delhi,0,0.22,incorrect,london,0,0.36,incorrect,empire,0,0.5,incorrect,george,0,0.55,incorrect,england,0,0.43,incorrect,king leopold ii,0,0.45,incorrect,loneliness,0,0.35,incorrect,delhi,0,0.22,incorrect,empire,0,0.5,incorrect,charlotte,0,0.32,incorrect,london,0,0.36,incorrect,londra,0,0.36,incorrect,trafalgar square,0,0.23,incorrect,theresa,0,0.33,incorrect,chinatown,0,0.29,incorrect,oliver,0,0.36,incorrect,london,0,0.36,incorrect,london,0,0.36,incorrect,trafalgar square,0,0.23,incorrect,chinatown,0,0.29,incorrect,london,0,0.36,incorrect
"['elizabeth', 'eliz']",oliver,0,0.4,incorrect,omowumi,0,0.18,incorrect,segoane,0,0.38,incorrect,john,0,0.15,incorrect,teave,0,0.43,incorrect,te ta'u,0,0.25,incorrect,prabhupada,0,0.32,incorrect,bhgvaan krssnn,0,0.17,incorrect,andriamanitra,0,0.27,incorrect,ary,0,0.17,incorrect,kea,0,0.33,incorrect,omowumi,0,0.18,incorrect,john,0,0.15,incorrect,te ta'u,0,0.25,incorrect,bhgvaan krssnn,0,0.17,incorrect,ary,0,0.17,incorrect,mr. collins,0,0.27,incorrect,poe,0,0.29,incorrect,edgar,0,0.29,incorrect,edip,0,0.5,incorrect,phoebe,0,0.4,incorrect,nguyen du,0,0.15,incorrect,don quijote,0,0.2,incorrect,amor,0,0.15,incorrect,poe,0,0.29,incorrect,edip,0,0.5,incorrect,nguyen du,0,0.15,incorrect,amor,0,0.15,incorrect
"['miss bennet', 'miss', 'bennet']",adebayo,0,0.15,incorrect,olumide,0,0.36,incorrect,modiri,0,0.4,incorrect,lebohang,0,0.29,incorrect,teremoana,0,0.27,incorrect,tera,0,0.2,incorrect,biraalaa,0,0.17,incorrect,icchaa,0,0.2,incorrect,andriamasinavalona,0,0.28,incorrect,manantena,0,0.4,incorrect,matlou,0,0.24,incorrect,olumide,0,0.36,incorrect,lebohang,0,0.29,incorrect,tera,0,0.2,incorrect,icchaa,0,0.2,incorrect,manantena,0,0.4,incorrect,edmund,0,0.33,incorrect,mr. b,0,0.38,incorrect,emma,0,0.25,incorrect,arzu,0,0.0,incorrect,nhung,0,0.36,incorrect,ngoc anh,0,0.29,incorrect,senorita watson,0,0.31,incorrect,juan,0,0.2,incorrect,mr. b,0,0.38,incorrect,arzu,0,0.0,incorrect,ngoc anh,0,0.29,incorrect,juan,0,0.2,incorrect
"['miss bennet', 'miss', 'bennet']",omowumi,0,0.36,incorrect,boya,0,0.2,incorrect,matlhwabano,0,0.27,incorrect,dikgotlhang,0,0.18,incorrect,te fana,0,0.31,incorrect,peneia'e,0,0.43,incorrect,ahileki,0,0.22,incorrect,vinod maalviyaa,0,0.21,incorrect,ary,0,0.0,incorrect,angamba,0,0.22,incorrect,liphapang,0,0.2,incorrect,boya,0,0.2,incorrect,dikgotlhang,0,0.18,incorrect,peneia'e,0,0.43,incorrect,vinod maalviyaa,0,0.21,incorrect,angamba,0,0.22,incorrect,miss crawford,0,0.47,incorrect,mr. collins,0,0.4,incorrect,paul,0,0.0,incorrect,sen,0,0.44,incorrect,ngoi sao,0,0.33,incorrect,nguyen dinh huy,0,0.29,incorrect,miss ingram,0,0.55,incorrect,senorita,0,0.43,incorrect,mr. collins,0,0.4,incorrect,sen,0,0.44,incorrect,nguyen dinh huy,0,0.29,incorrect,senorita,0,0.43,incorrect
['jane'],oliver,0,0.2,incorrect,oliver,0,0.2,incorrect,diura,0,0.22,incorrect,maunelisi,0,0.46,incorrect,te atairangapu,0,0.22,incorrect,ioane,0,0.67,incorrect,tanhay,0,0.4,incorrect,chhaya,0,0.2,incorrect,andriamanitra,0,0.24,incorrect,avy,0,0.29,incorrect,segoane,0,0.55,incorrect,oliver,0,0.2,incorrect,maunelisi,0,0.46,incorrect,ioane,0,0.67,incorrect,chhaya,0,0.2,incorrect,avy,0,0.29,incorrect,miss crawford,0,0.12,incorrect,emily,0,0.22,incorrect,ada,0,0.29,incorrect,ali,0,0.29,incorrect,anh co,0,0.4,incorrect,nguyen dinh thi,0,0.21,incorrect,don pedro,0,0.31,incorrect,juanita,0,0.55,incorrect,emily,0,0.22,incorrect,ali,0,0.29,incorrect,nguyen dinh thi,0,0.21,incorrect,juanita,0,0.55,incorrect
['elizabeth'],olu-eda-itan,0,0.29,incorrect,oliver,0,0.4,incorrect,modupi,0,0.13,incorrect,bo-ka-bokgoni,0,0.18,incorrect,te atua,0,0.38,incorrect,tuakitau,0,0.24,incorrect,jkhn,0,0.15,incorrect,dunuu,0,0.0,incorrect,rehefa,0,0.27,incorrect,rehefa ravony,0,0.18,incorrect,matla,0,0.29,incorrect,oliver,0,0.4,incorrect,bo-ka-bokgoni,0,0.18,incorrect,tuakitau,0,0.24,incorrect,dunuu,0,0.0,incorrect,rehefa ravony,0,0.18,incorrect,elinor,0,0.4,incorrect,miss crawford,0,0.18,incorrect,emma,0,0.31,incorrect,osman,0,0.14,incorrect,phoebe,0,0.4,incorrect,trung,0,0.14,incorrect,maria,0,0.29,incorrect,maria,0,0.29,incorrect,miss crawford,0,0.18,incorrect,osman,0,0.14,incorrect,trung,0,0.14,incorrect,maria,0,0.29,incorrect
"['miss bennet', 'miss', 'bennet', 'jane']",thomas,0,0.4,incorrect,oliver,0,0.24,incorrect,modise,0,0.6,incorrect,ngwane,0,0.6,incorrect,te hina,0,0.31,incorrect,te iaona,0,0.33,incorrect,prashant,0,0.33,incorrect,gendk,0,0.36,incorrect,andriamanitra,0,0.32,incorrect,ary,0,0.29,incorrect,haile,0,0.44,incorrect,oliver,0,0.24,incorrect,ngwane,0,0.6,incorrect,te iaona,0,0.33,incorrect,gendk,0,0.36,incorrect,ary,0,0.29,incorrect,artemis,0,0.55,incorrect,mr. collins,0,0.4,incorrect,ali,0,0.29,incorrect,ali,0,0.29,incorrect,arthur,0,0.2,incorrect,nguyen dinh thi,0,0.38,incorrect,senorita harriet,0,0.37,incorrect,don pedro,0,0.31,incorrect,mr. collins,0,0.4,incorrect,ali,0,0.29,incorrect,nguyen dinh thi,0,0.38,incorrect,don pedro,0,0.31,incorrect
"['charle', 'charles', 'netherfield']",charles,1,1.0,correct,charles dickens,0,0.64,incorrect,kgang,0,0.18,incorrect,ke,0,0.25,incorrect,tahiti,0,0.35,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles dickens,0,0.64,incorrect,ke,0,0.25,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,william,0,0.22,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct
