Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['bayan', 'bayan watson', 'watson']",mr. ghahremani,0,0.32,incorrect,omidan,0,0.36,incorrect,mme tlhalo,0,0.27,incorrect,lebohang,0,0.46,incorrect,tamati,0,0.36,incorrect,ua,0,0.29,incorrect,mrs. gupta,0,0.18,incorrect,delkhin,0,0.17,incorrect,miss ramatoa,0,0.33,incorrect,miss,0,0.2,incorrect,miss itseng,0,0.35,incorrect,omidan,0,0.36,incorrect,lebohang,0,0.46,incorrect,ua,0,0.29,incorrect,delkhin,0,0.17,incorrect,miss,0,0.2,incorrect,miss watson,0,0.71,correct,emily,0,0.2,incorrect,halime,0,0.18,incorrect,sebeb,0,0.2,incorrect,thit,0,0.2,incorrect,thuyet,0,0.22,incorrect,la viuda,0,0.31,incorrect,don pepe,0,0.29,incorrect,emily,0,0.2,incorrect,sebeb,0,0.2,incorrect,thuyet,0,0.22,incorrect,don pepe,0,0.29,incorrect
"['tow', 'tom', 'sawyer', 'tow sawyer', 'tom sawyer']",john,0,0.29,incorrect,jack,0,0.2,incorrect,buffalo bill,0,0.18,incorrect,arabs,0,0.36,incorrect,ali,0,0.22,incorrect,te ua,0,0.4,incorrect,rabi,0,0.2,incorrect,prithviraj,0,0.2,incorrect,uncas,0,0.18,incorrect,nieritreritra,0,0.26,incorrect,keofela,0,0.24,incorrect,jack,0,0.2,incorrect,arabs,0,0.36,incorrect,te ua,0,0.4,incorrect,prithviraj,0,0.2,incorrect,nieritreritra,0,0.26,incorrect,jim,0,0.33,incorrect,caliph,0,0.17,incorrect,arapas,0,0.33,incorrect,arpa,0,0.4,incorrect,phineas,0,0.15,incorrect,thuyen truong,0,0.35,incorrect,el viejo,0,0.22,incorrect,moctezuma,0,0.33,incorrect,caliph,0,0.17,incorrect,arpa,0,0.4,incorrect,thuyen truong,0,0.35,incorrect,moctezuma,0,0.33,incorrect
"['thatcher', 'yargıç', 'yargıç thatcher']",miller,0,0.29,incorrect,judge,0,0.2,incorrect,bobedi,0,0.17,incorrect,ke,0,0.2,incorrect,haava,0,0.31,incorrect,haava,0,0.31,incorrect,ghadi,0,0.36,incorrect,mukesh,0,0.14,incorrect,john,0,0.17,incorrect,thomas,0,0.43,incorrect,ke,0,0.2,incorrect,judge,0,0.2,incorrect,ke,0,0.2,incorrect,haava,0,0.31,incorrect,mukesh,0,0.14,incorrect,thomas,0,0.43,incorrect,thad,0,0.5,incorrect,the judge,0,0.35,incorrect,hayrola,0,0.4,incorrect,hayrola,0,0.4,incorrect,ba chanh an,0,0.38,incorrect,choc lao,0,0.26,incorrect,don carlos,0,0.25,incorrect,eladio,0,0.33,incorrect,the judge,0,0.35,incorrect,hayrola,0,0.4,incorrect,choc lao,0,0.26,incorrect,eladio,0,0.33,incorrect
['jim'],oliver,0,0.22,incorrect,oliver,0,0.22,incorrect,jaana,0,0.25,incorrect,joseph,0,0.22,incorrect,tamatoa,0,0.2,incorrect,te te,0,0.0,incorrect,john,0,0.29,incorrect,prashant,0,0.0,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,modupi,0,0.22,incorrect,oliver,0,0.22,incorrect,joseph,0,0.22,incorrect,te te,0,0.0,incorrect,prashant,0,0.0,incorrect,joseph,0,0.22,incorrect,jim,1,1.0,correct,the cat,0,0.0,incorrect,ali,0,0.33,incorrect,aliye,0,0.25,incorrect,u,0,0.0,incorrect,the bao,0,0.0,incorrect,la monarca,0,0.15,incorrect,maria,0,0.25,incorrect,the cat,0,0.0,incorrect,aliye,0,0.25,incorrect,the bao,0,0.0,incorrect,maria,0,0.25,incorrect
"['thatcher', 'yargıç', 'tha', 'yargıç thatcher']",adajo,0,0.25,incorrect,adajo,0,0.25,incorrect,mathare,0,0.6,incorrect,dr. khama,0,0.33,incorrect,tamatoa,0,0.4,incorrect,te apathy,0,0.47,incorrect,shrapnel,0,0.38,incorrect,shakespeare,0,0.42,incorrect,thomas,0,0.67,incorrect,ary,0,0.44,incorrect,selebi,0,0.17,incorrect,adajo,0,0.25,incorrect,dr. khama,0,0.33,incorrect,te apathy,0,0.47,incorrect,shakespeare,0,0.42,incorrect,ary,0,0.44,incorrect,law,0,0.33,incorrect,bill,0,0.2,incorrect,cavdar,0,0.33,incorrect,yemin,0,0.36,incorrect,tom,0,0.33,incorrect,tran hung dao,0,0.38,incorrect,deane,0,0.31,incorrect,juez,0,0.17,incorrect,bill,0,0.2,incorrect,yemin,0,0.36,incorrect,tran hung dao,0,0.38,incorrect,juez,0,0.17,incorrect
['thatcher'],adejo bello,0,0.21,incorrect,onitiri,0,0.27,incorrect,kgotla,0,0.29,incorrect,moatlhodi,0,0.35,incorrect,te atua,0,0.4,incorrect,te atua,0,0.4,incorrect,justice khan,0,0.3,incorrect,chhota,0,0.29,incorrect,antananarivo,0,0.3,incorrect,nilaza,0,0.14,incorrect,empa,0,0.17,incorrect,onitiri,0,0.27,incorrect,moatlhodi,0,0.35,incorrect,te atua,0,0.4,incorrect,chhota,0,0.29,incorrect,nilaza,0,0.14,incorrect,thompson,0,0.25,incorrect,the widow,0,0.35,incorrect,adalet,0,0.29,incorrect,yargic,0,0.29,incorrect,bishop,0,0.14,incorrect,the,0,0.55,incorrect,juez,0,0.17,incorrect,juez,0,0.17,incorrect,the widow,0,0.35,incorrect,yargic,0,0.29,incorrect,the,0,0.55,incorrect,juez,0,0.17,incorrect
"['bayan', 'bayan watson', 'watson']",miss brown,0,0.38,incorrect,miss mo,0,0.31,incorrect,jaano,0,0.6,incorrect,ke,0,0.0,incorrect,te atua,0,0.33,incorrect,te e,0,0.2,incorrect,maa,0,0.5,incorrect,baabuu baabuuaal,0,0.36,incorrect,manodidina,0,0.38,incorrect,manodidina,0,0.38,incorrect,empa,0,0.22,incorrect,miss mo,0,0.31,incorrect,ke,0,0.0,incorrect,te e,0,0.2,incorrect,baabuu baabuuaal,0,0.36,incorrect,manodidina,0,0.38,incorrect,miss watson,0,0.71,correct,mr. baker,0,0.29,incorrect,asli,0,0.4,incorrect,asli,0,0.4,incorrect,dinh,0,0.22,incorrect,thich phong,0,0.35,incorrect,padre,0,0.2,incorrect,maria,0,0.4,incorrect,mr. baker,0,0.29,incorrect,asli,0,0.4,incorrect,thich phong,0,0.35,incorrect,maria,0,0.4,incorrect
"['tom sawyer', 'tom', 'sawyer']",oliver,0,0.38,incorrect,olufemi,0,0.4,incorrect,hope,0,0.29,incorrect,hope,0,0.29,incorrect,tamatoa,0,0.4,incorrect,te e,0,0.43,incorrect,kabir,0,0.36,incorrect,baabuu gehraa,0,0.32,incorrect,joseph,0,0.38,incorrect,avy,0,0.44,incorrect,keabetswe,0,0.42,incorrect,olufemi,0,0.4,incorrect,hope,0,0.29,incorrect,te e,0,0.43,incorrect,baabuu gehraa,0,0.32,incorrect,avy,0,0.44,incorrect,tom,1,1.0,correct,old ben,0,0.35,incorrect,ali,0,0.22,incorrect,baltay,0,0.38,incorrect,thelonious,0,0.31,incorrect,phu dong,0,0.18,incorrect,don quijote,0,0.29,incorrect,el cerdo,0,0.33,incorrect,old ben,0,0.35,incorrect,baltay,0,0.38,incorrect,phu dong,0,0.18,incorrect,el cerdo,0,0.33,incorrect
['jim'],omowumi,0,0.2,incorrect,oluwa,0,0.0,incorrect,moletsane,0,0.17,incorrect,jonas,0,0.25,incorrect,te faaara,0,0.0,incorrect,te e,0,0.0,incorrect,raajaa,0,0.22,incorrect,dhritarashtra,0,0.12,incorrect,andriamanitra,0,0.25,incorrect,niresaka,0,0.18,incorrect,ke,0,0.0,incorrect,oluwa,0,0.0,incorrect,jonas,0,0.25,incorrect,te e,0,0.0,incorrect,dhritarashtra,0,0.12,incorrect,niresaka,0,0.18,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,artur,0,0.0,incorrect,art,0,0.0,incorrect,nguyen,0,0.0,incorrect,thien,0,0.25,incorrect,carlos,0,0.0,incorrect,juan,0,0.29,incorrect,jim,1,1.0,correct,art,0,0.0,incorrect,thien,0,0.25,incorrect,juan,0,0.29,incorrect
['jim'],abuja,0,0.25,incorrect,abimbola,0,0.36,incorrect,kgutlela,0,0.0,incorrect,ke,0,0.0,incorrect,george,0,0.0,incorrect,ua,0,0.0,incorrect,baabuu gelun,0,0.0,incorrect,baabuu gel,0,0.0,incorrect,sam,0,0.33,incorrect,noho,0,0.0,incorrect,ma'mafana,0,0.17,incorrect,abimbola,0,0.36,incorrect,ke,0,0.0,incorrect,ua,0,0.0,incorrect,baabuu gel,0,0.0,incorrect,noho,0,0.0,incorrect,jim,1,1.0,correct,uncle remus,0,0.14,incorrect,ali,0,0.33,incorrect,osman,0,0.25,incorrect,tran,0,0.0,incorrect,kim,0,0.67,incorrect,jim,1,1.0,correct,maria,0,0.25,incorrect,uncle remus,0,0.14,incorrect,osman,0,0.25,incorrect,kim,0,0.67,incorrect,maria,0,0.25,incorrect
['jim'],oliver,0,0.22,incorrect,abuja,0,0.25,incorrect,mr. mcgregor,0,0.13,incorrect,morago,0,0.22,incorrect,parau,0,0.0,incorrect,te nana,0,0.0,incorrect,jkhn,0,0.29,incorrect,dhuumrpaanshaalaa,0,0.1,incorrect,mr. smith,0,0.17,incorrect,rehefa,0,0.0,incorrect,bykie,0,0.25,incorrect,abuja,0,0.25,incorrect,morago,0,0.22,incorrect,te nana,0,0.0,incorrect,dhuumrpaanshaalaa,0,0.1,incorrect,rehefa,0,0.0,incorrect,uncle remus,0,0.14,incorrect,mr. pickwick,0,0.13,incorrect,yenisehir,0,0.17,incorrect,kahvalti,0,0.18,incorrect,uncle tom,0,0.17,incorrect,nguoi dan ong,0,0.12,incorrect,eladio,0,0.22,incorrect,don pepe,0,0.0,incorrect,mr. pickwick,0,0.13,incorrect,kahvalti,0,0.18,incorrect,nguoi dan ong,0,0.12,incorrect,don pepe,0,0.0,incorrect
['jim'],olufemi,0,0.2,incorrect,oluwa,0,0.0,incorrect,john,0,0.29,incorrect,dinonyane,0,0.17,incorrect,te hina,0,0.2,incorrect,te ua,0,0.0,incorrect,duurdrshii,0,0.15,incorrect,brkhaa,0,0.0,incorrect,joseph,0,0.22,incorrect,nilaza,0,0.22,incorrect,matlhwabisi,0,0.14,incorrect,oluwa,0,0.0,incorrect,dinonyane,0,0.17,incorrect,te ua,0,0.0,incorrect,brkhaa,0,0.0,incorrect,nilaza,0,0.22,incorrect,tom,0,0.33,incorrect,grandmother,0,0.14,incorrect,ali,0,0.33,incorrect,babasi yasli attila,0,0.09,incorrect,nguoi dan ong,0,0.12,incorrect,tom,0,0.33,incorrect,don pedro,0,0.0,incorrect,manuel,0,0.22,incorrect,grandmother,0,0.14,incorrect,babasi yasli attila,0,0.09,incorrect,tom,0,0.33,incorrect,manuel,0,0.22,incorrect
['jim'],okorin,0,0.22,incorrect,oluwasegun,0,0.0,incorrect,ke,0,0.0,incorrect,mamongwe,0,0.18,incorrect,te hina,0,0.2,incorrect,hoe,0,0.0,incorrect,okraa,0,0.0,incorrect,baabuu gelhor,0,0.0,incorrect,ary,0,0.0,incorrect,tantely nilaza,0,0.12,incorrect,empa,0,0.29,incorrect,oluwasegun,0,0.0,incorrect,mamongwe,0,0.18,incorrect,hoe,0,0.0,incorrect,baabuu gelhor,0,0.0,incorrect,tantely nilaza,0,0.12,incorrect,tom,0,0.33,incorrect,mr. mcgregor,0,0.13,incorrect,ali,0,0.33,incorrect,adam,0,0.29,incorrect,tom,0,0.33,incorrect,nguoi dan ong,0,0.12,incorrect,don quijote,0,0.14,incorrect,maria,0,0.25,incorrect,mr. mcgregor,0,0.13,incorrect,adam,0,0.29,incorrect,nguoi dan ong,0,0.12,incorrect,maria,0,0.25,incorrect
['jim'],oliver,0,0.22,incorrect,omo,0,0.33,incorrect,jaana,0,0.25,incorrect,raymond,0,0.2,incorrect,te tahi,0,0.2,incorrect,te atoa,0,0.0,incorrect,aadmii,0,0.22,incorrect,janai,0,0.5,incorrect,andriamanitra,0,0.25,incorrect,nilaza,0,0.22,incorrect,ke,0,0.0,incorrect,omo,0,0.33,incorrect,raymond,0,0.2,incorrect,te atoa,0,0.0,incorrect,janai,0,0.5,incorrect,nilaza,0,0.22,incorrect,uncle remus,0,0.14,incorrect,jim,1,1.0,correct,merlin,0,0.22,incorrect,ada,0,0.0,incorrect,phoebe,0,0.0,incorrect,phan,0,0.0,incorrect,don,0,0.0,incorrect,yo,0,0.0,incorrect,jim,1,1.0,correct,ada,0,0.0,incorrect,phan,0,0.0,incorrect,yo,0,0.0,incorrect
"['bay bradish', 'misto bradish', 'bradish', 'bay', 'misto']",mr. brown,0,0.36,incorrect,mr. banks,0,0.45,incorrect,e. e. a,0,0.22,incorrect,ed,0,0.22,incorrect,tahiti,0,0.36,incorrect,ua,0,0.4,incorrect,bainkr,0,0.46,incorrect,bill,0,0.36,incorrect,dey,0,0.33,incorrect,eny,0,0.33,incorrect,uncle remus,0,0.27,incorrect,mr. banks,0,0.45,incorrect,ed,0,0.22,incorrect,ua,0,0.4,incorrect,bill,0,0.36,incorrect,eny,0,0.33,incorrect,jim,0,0.25,incorrect,uncle remus,0,0.27,incorrect,osman,0,0.25,incorrect,big,0,0.4,incorrect,trung,0,0.22,incorrect,tran,0,0.36,incorrect,senor smith,0,0.42,incorrect,don pedro,0,0.27,incorrect,uncle remus,0,0.27,incorrect,big,0,0.4,incorrect,tran,0,0.36,incorrect,don pedro,0,0.27,incorrect
