Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['watson', 'bayan watson', 'bayan']",miss,0,0.2,incorrect,miss,0,0.2,incorrect,agnes,0,0.4,incorrect,jesus,0,0.18,incorrect,mme,0,0.0,incorrect,botswana,0,0.46,incorrect,teina,0,0.36,incorrect,jesus,0,0.18,incorrect,miss,0,0.2,incorrect,god,0,0.22,incorrect,miss smith,0,0.18,incorrect,miss,0,0.2,incorrect,watson,1,1.0,correct,miss watson,0,0.71,correct,god,0,0.22,incorrect,ali,0,0.25,incorrect,doremon,0,0.31,incorrect,nguyen,0,0.36,incorrect,watson,1,1.0,correct,maria,0,0.4,incorrect,miss,0,0.2,incorrect,jesus,0,0.18,incorrect,botswana,0,0.46,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,miss,0,0.2,incorrect,miss watson,0,0.71,correct,ali,0,0.25,incorrect,nguyen,0,0.36,incorrect,maria,0,0.4,incorrect
"['sawyer', 'tow sawyer', 'tow', 'tom', 'tom sawyer']",aladdin,0,0.15,incorrect,empa,0,0.29,incorrect,arab,0,0.4,incorrect,aiku,0,0.2,incorrect,tom,1,1.0,correct,ditlou,0,0.44,incorrect,aladdin,0,0.15,incorrect,arabia,0,0.33,incorrect,aladdin,0,0.15,incorrect,shiv,0,0.2,incorrect,arab,0,0.4,incorrect,madagascar,0,0.4,incorrect,tom sawyer,1,1.0,correct,aladdin,0,0.15,incorrect,ali,0,0.22,incorrect,ali,0,0.22,incorrect,aladdin,0,0.15,incorrect,nguyen,0,0.33,incorrect,aladdin,0,0.15,incorrect,aladdin,0,0.15,incorrect,empa,0,0.29,incorrect,aiku,0,0.2,incorrect,ditlou,0,0.44,incorrect,arabia,0,0.33,incorrect,shiv,0,0.2,incorrect,madagascar,0,0.4,incorrect,aladdin,0,0.15,incorrect,ali,0,0.22,incorrect,nguyen,0,0.33,incorrect,aladdin,0,0.15,incorrect
"['yargıç', 'yargıç thatcher', 'thatcher']",lesotho,0,0.27,incorrect,ke,0,0.2,incorrect,john,0,0.17,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,botswana,0,0.25,incorrect,jesus,0,0.15,incorrect,haava,0,0.31,incorrect,shivani,0,0.31,incorrect,shiv,0,0.2,incorrect,john,0,0.17,incorrect,jesus,0,0.15,incorrect,thatcher,1,1.0,correct,god,0,0.22,incorrect,ali,0,0.44,incorrect,ali,0,0.44,incorrect,nguyen,0,0.19,incorrect,nguyen,0,0.19,incorrect,judge,0,0.2,incorrect,jesus,0,0.15,incorrect,ke,0,0.2,incorrect,jesus,0,0.15,incorrect,botswana,0,0.25,incorrect,haava,0,0.31,incorrect,shiv,0,0.2,incorrect,jesus,0,0.15,incorrect,god,0,0.22,incorrect,ali,0,0.44,incorrect,nguyen,0,0.19,incorrect,jesus,0,0.15,incorrect
['jim'],jesus,0,0.25,incorrect,yaba,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,kubu,0,0.0,incorrect,setlhare,0,0.0,incorrect,jesus,0,0.25,incorrect,te te,0,0.0,incorrect,shyam,0,0.25,incorrect,shiv,0,0.29,incorrect,tom,0,0.33,incorrect,jesus,0,0.25,incorrect,jim,1,1.0,correct,john,0,0.29,incorrect,ozdemir,0,0.2,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,fortune teller,0,0.0,incorrect,fortune teller,0,0.0,incorrect,yaba,0,0.0,incorrect,jesus,0,0.25,incorrect,setlhare,0,0.0,incorrect,te te,0,0.0,incorrect,shiv,0,0.29,incorrect,jesus,0,0.25,incorrect,john,0,0.29,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,fortune teller,0,0.0,incorrect
"['yargıç', 'yargıç thatcher', 'tha', 'thatcher']",jesus,0,0.15,incorrect,empa,0,0.29,incorrect,adajo,0,0.25,incorrect,adajo,0,0.25,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,temarii,0,0.46,incorrect,tahiti,0,0.44,incorrect,john,0,0.29,incorrect,god,0,0.22,incorrect,samson,0,0.22,incorrect,god,0,0.22,incorrect,thatcher,1,1.0,correct,john,0,0.29,incorrect,ali,0,0.44,incorrect,ali,0,0.44,incorrect,nguyen,0,0.19,incorrect,nguyen,0,0.19,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,empa,0,0.29,incorrect,adajo,0,0.25,incorrect,jesus,0,0.15,incorrect,tahiti,0,0.44,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,john,0,0.29,incorrect,ali,0,0.44,incorrect,nguyen,0,0.19,incorrect,john,0,0.29,incorrect
['thatcher'],moahloli,0,0.25,incorrect,moahloli,0,0.25,incorrect,adajo,0,0.15,incorrect,adajo,0,0.15,incorrect,moatlhodi,0,0.35,incorrect,motlholagadi,0,0.3,incorrect,abraham,0,0.27,incorrect,ua,0,0.2,incorrect,samuel,0,0.29,incorrect,john,0,0.17,incorrect,mpitsara,0,0.38,incorrect,nilaza,0,0.14,incorrect,thatcher,1,1.0,correct,tom,0,0.18,incorrect,john,0,0.17,incorrect,yargic,0,0.29,incorrect,an,0,0.2,incorrect,nguyen,0,0.14,incorrect,thatcher,1,1.0,correct,salomon,0,0.13,incorrect,moahloli,0,0.25,incorrect,adajo,0,0.15,incorrect,motlholagadi,0,0.3,incorrect,ua,0,0.2,incorrect,john,0,0.17,incorrect,nilaza,0,0.14,incorrect,tom,0,0.18,incorrect,yargic,0,0.29,incorrect,nguyen,0,0.14,incorrect,salomon,0,0.13,incorrect
"['watson', 'bayan watson', 'bayan']",miss pecking,0,0.22,incorrect,me,0,0.0,incorrect,emily,0,0.2,incorrect,miss mo,0,0.31,incorrect,botswana,0,0.46,incorrect,ke,0,0.0,incorrect,jesus,0,0.18,incorrect,te,0,0.25,incorrect,watson,1,1.0,correct,miss muda,0,0.19,incorrect,manodidina,0,0.38,incorrect,manodidina,0,0.38,incorrect,watson,1,1.0,correct,tom,0,0.44,incorrect,ozdemir,0,0.15,incorrect,asli,0,0.4,incorrect,ngoc,0,0.25,incorrect,nguyen,0,0.36,incorrect,douglas,0,0.31,incorrect,spain,0,0.4,incorrect,me,0,0.0,incorrect,miss mo,0,0.31,incorrect,ke,0,0.0,incorrect,te,0,0.25,incorrect,miss muda,0,0.19,incorrect,manodidina,0,0.38,incorrect,tom,0,0.44,incorrect,asli,0,0.4,incorrect,nguyen,0,0.36,incorrect,spain,0,0.4,incorrect
"['tom', 'tom sawyer', 'sawyer']",john,0,0.29,incorrect,kenya,0,0.18,incorrect,john,0,0.29,incorrect,oduduwa,0,0.24,incorrect,hope,0,0.29,incorrect,hope,0,0.29,incorrect,jesus,0,0.18,incorrect,te,0,0.4,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,edgar allan poe,0,0.24,incorrect,hitanao,0,0.4,incorrect,tom sawyer,1,1.0,correct,mark twain,0,0.3,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,nguyen,0,0.33,incorrect,chiec,0,0.18,incorrect,tom,1,1.0,correct,robinson crusoe,0,0.32,incorrect,kenya,0,0.18,incorrect,oduduwa,0,0.24,incorrect,hope,0,0.29,incorrect,te,0,0.4,incorrect,john,0,0.29,incorrect,hitanao,0,0.4,incorrect,mark twain,0,0.3,incorrect,john,0,0.29,incorrect,chiec,0,0.18,incorrect,robinson crusoe,0,0.32,incorrect
['jim'],ke,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,ke,0,0.0,incorrect,jesus,0,0.25,incorrect,te,0,0.0,incorrect,god,0,0.0,incorrect,chetna,0,0.0,incorrect,eny,0,0.0,incorrect,nilaza,0,0.22,incorrect,jim,1,1.0,correct,tom,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,robinson crusoe,0,0.11,incorrect,john,0,0.29,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,ke,0,0.0,incorrect,te,0,0.0,incorrect,chetna,0,0.0,incorrect,nilaza,0,0.22,incorrect,tom,0,0.33,incorrect,god,0,0.0,incorrect,nguyen,0,0.0,incorrect,john,0,0.29,incorrect
['jim'],john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,abraham,0,0.2,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,jim,1,1.0,correct,john,0,0.29,incorrect,john,0,0.29,incorrect,nisambotra,0,0.31,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,robinson,0,0.18,incorrect,ali,0,0.33,incorrect,robinson crusoe,0,0.11,incorrect,nguyen,0,0.0,incorrect,huck,0,0.0,incorrect,robinson crusoe,0,0.11,incorrect,john,0,0.29,incorrect,abraham,0,0.2,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,nisambotra,0,0.31,incorrect,jim,1,1.0,correct,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,robinson crusoe,0,0.11,incorrect
['jim'],jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,esu,0,0.0,incorrect,jesus christ,0,0.27,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,maui,0,0.29,incorrect,shivani,0,0.2,incorrect,john,0,0.29,incorrect,tom,0,0.33,incorrect,john,0,0.29,incorrect,tom,0,0.33,incorrect,mark twain,0,0.15,incorrect,ali,0,0.33,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,tom,0,0.33,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus christ,0,0.27,incorrect,jesus,0,0.25,incorrect,maui,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,mark twain,0,0.15,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,jesus,0,0.25,incorrect
['jim'],khokho,0,0.0,incorrect,linonyana,0,0.17,incorrect,aisan,0,0.25,incorrect,awon,0,0.0,incorrect,god,0,0.0,incorrect,dinonyana,0,0.17,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,shiv,0,0.29,incorrect,god,0,0.0,incorrect,aesop,0,0.0,incorrect,nilaza,0,0.22,incorrect,pap,0,0.0,incorrect,abraham lincoln,0,0.11,incorrect,ali,0,0.33,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,grandma,0,0.2,incorrect,abuelita,0,0.18,incorrect,linonyana,0,0.17,incorrect,awon,0,0.0,incorrect,dinonyana,0,0.17,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,nilaza,0,0.22,incorrect,abraham lincoln,0,0.11,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,abuelita,0,0.18,incorrect
['jim'],plaatje,0,0.2,incorrect,jesus,0,0.25,incorrect,oduduwa,0,0.0,incorrect,oduduwa,0,0.0,incorrect,rre,0,0.0,incorrect,botswana,0,0.0,incorrect,jesus,0,0.25,incorrect,hoe,0,0.0,incorrect,maithili,0,0.18,incorrect,adam,0,0.29,incorrect,rakoto,0,0.0,incorrect,toy,0,0.0,incorrect,jim,1,1.0,correct,winnie the pooh,0,0.11,incorrect,grandma,0,0.2,incorrect,adam,0,0.29,incorrect,nguyen,0,0.0,incorrect,ngoc,0,0.0,incorrect,abuela,0,0.0,incorrect,john,0,0.29,incorrect,jesus,0,0.25,incorrect,oduduwa,0,0.0,incorrect,botswana,0,0.0,incorrect,hoe,0,0.0,incorrect,adam,0,0.29,incorrect,toy,0,0.0,incorrect,winnie the pooh,0,0.11,incorrect,adam,0,0.29,incorrect,ngoc,0,0.0,incorrect,john,0,0.29,incorrect
['jim'],jesus,0,0.25,incorrect,ke,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,te,0,0.0,incorrect,god,0,0.0,incorrect,shiv,0,0.29,incorrect,god,0,0.0,incorrect,nilaza,0,0.22,incorrect,jim,1,1.0,correct,mark twain,0,0.15,incorrect,ozdemir,0,0.2,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,bill,0,0.29,incorrect,fortuna,0,0.0,incorrect,ke,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,te,0,0.0,incorrect,shiv,0,0.29,incorrect,nilaza,0,0.22,incorrect,mark twain,0,0.15,incorrect,ali,0,0.33,incorrect,nguyen,0,0.0,incorrect,fortuna,0,0.0,incorrect
