en,en_results,Single_ent,en_shuffled,en_shuffled_results
Brad looked me in the eye. “You will never find someone as long as all the women you date aren’t actually meant for you. You’re not their soulmate. Their soulmate is the person they meet after you. It’s decided the minute it starts. They are literally fated not to be The One. Think about it.”,"""title"": ""Maybe You Should Talk to Someone"",""author"": ""Lori Gottlieb""",['brad'],starts. You’re meet are for the they not you. actually eye. it.” long the They looked to Think it someone decided the soulmate It’s you. Their their literally you Brad minute after aren’t find as as person about meant me fated be the will all soulmate. date women The is in never One. “You not,"""title"": ""The Soulmate Equation"",""author"": ""Christina Lauren"""
"I had actually thought about her. I’d checked once or twice to see if she’d messaged me again. She hadn’t. The last message was me telling her it was nice chatting with her, three days ago. Trying to keep talking to her was a dead end if she lived somewhere else. But I don’t know. Maybe Brad had a point. What could it hurt to try? Worst-case scenario, I’d spend some time and money and have no connection with her. What was new? I was already doing that with every date that didn’t pan out anyway.","""title"": ""Maybe You Should Talk to Someone"",""author"": ""Lori Gottlieb""",['brad'],"her, date time spend I’d hurt every was actually lived was was message Worst-case I know. if didn’t could had Maybe her keep her. see She with to to talking money nice had and have else. ago. she’d doing don’t new? already it out anyway. to was was if somewhere some Trying pan her. hadn’t. connection days she with telling try? I scenario, I’d me dead checked once thought her three again. But it and The a point. What a no that me end chatting that Brad with last about I messaged to or twice What","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"I already knew what he did for a living because Maddy had cyberstalked him. Of course I couldn’t tell him that, so I had to ask questions.","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell""",['maddy'],"Maddy living what because ask Of a so knew to had questions. he him. had course couldn’t I him cyberstalked already that, did for tell I I","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"Me: Not sure yet. I live with my best friend Maddy and we alternate who chooses where we’ll go next. She picked Hawaii, and I haven’t decided where to go after that.","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell""",['maddy'],"where live Not sure with next. picked decided chooses friend Maddy I alternate where that. I best yet. Me: to go after haven’t and go who Hawaii, we’ll She we my and","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"For a moment I debated calling from a blocked number. He was nice, but I still didn’t know him. But I figured it was just as easy to block him later if he got creepy. I dialed and he picked up on the first ring. “Emma.”","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell""",['emma'],"figured For I him. still ring. up nice, was a he just didn’t block got number. dialed debated I the a but know But blocked “Emma.” it on if easy later creepy. as moment He first and I was him picked he calling to I from","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"“But what if it isn’t? I’m just playing devil’s advocate here. What if it isn’t? Brad said that everyone I’m serious enough to date more than twice is cosmically destined for someone else.” He went quiet for a beat. “Does nobody feel right to you? Like, there’s just enough there to give it a little go, but then the bottom falls out? Is that just me? Or is it like that for you also?”","""title"": ""The Friend",['brad'],"serious for give enough than I’m it “Does nobody He to playing Is Like, quiet feel for just out? Or you? destined here. that that Brad bottom for else.” a twice little go, if there everyone it is to I’m said right devil’s falls it also?” but more if there’s advocate beat. what cosmically date isn’t? just “But enough me? to like a What it the is isn’t? then that just someone you went","""title"": ""The Perks of Being a Wallflower"","""
"“Look,” he said. “I know the idea’s a little out there. But if this is actually a thing, we’re in a pretty low-risk/high-reward situation. We’d just have to hang out a few times and then stop. That’s it. If what Brad said is true and we can’t find our person because everyone we’re interested in is meant for someone else, I would actually really like it if it stopped.”","""title"": ""The Statistical Probability of Love at First Sight"",""author"": ""Jennifer E. Smith""&lt;/output",['brad'],"person stop. idea’s said and it. Brad “I meant out someone situation. actually times a interested true is a a it if low-risk/high-reward our in have hang That’s is few and we find really if would actually for know we’re If everyone pretty a is this We’d he said. else, stopped.” I because then little it what like out to can’t just thing, the we’re But there. “Look,” in","""title"": ""The 4-Hour Work Week"",""author"": ""Timothy Ferriss"""
"I nodded and put up a finger. “I’ve got to go,” I said into the phone. “Maddy wants to watch a movie.”","Based on the given passage, I'm going to take a guess. The passage seems to be from a contemporary novel, possibly a young adult or romance book. The tone and language used are informal and conversational, which suggests a modern author.  Although I couldn't pinpoint the exact book, I'll make an educated guess. The style and tone remind me of authors like Rainbow Rowell or John Green, who are known for their relatable and conversational writing.  Here's my output:  <output",['maddy'],"go,” watch “I’ve put a finger. “Maddy the I into a movie.” to and nodded phone. wants got I to said up","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"Maddy looked annoyed. “Probably didn’t pay the bill. You know, for someone who asks you for as much money as she does, she sure ends up in collections a lot. God, I hate her.”","""title"": ""Eleanor Oliphant is Completely Fine"",""author"": ""Gail Honeyman""",['maddy'],"looked Maddy bill. hate in sure she as God, a pay money she I much you someone You the know, as for collections up asks lot. didn’t “Probably for ends who annoyed. her.” does,","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"I looked away from her. My relationship with my mother was complicated. It wasn’t complicated for Maddy though, she knew exactly how she felt about it.","""title"": ""Everything, Everything"",""author"": ""Nicola Yoon""",['maddy'],"looked complicated. knew she was felt away my mother complicated My her. for how she Maddy from relationship about wasn’t exactly It it. I with though,","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"I’d stopped calling jails and hospitals years ago when this kind of thing happened. Filing a missing person’s report was a waste of time. Amber moved too fast, was too impulsive. She’d go to a concert and climb onto a tour bus and end up across the US. Or she’d meet a guy at a bar and get invited to live on his boat for four months in Florida.","""title"": ""Gone Girl"",""author"": ""Gillian Flynn""",['amber'],"his of years to when moved She’d stopped jails across ago to concert for and the time. was missing calling end hospitals and a Filing Amber was months live fast, bus a waste this boat climb she’d guy kind a impulsive. tour a person’s a meet on of get too onto up happened. Florida. report and too at in bar go a thing US. I’d four and invited Or","""title"": ""Gone Girl"",""author"": ""Gillian Flynn"""
"“I don’t understand how that woman made this,” Maddy said, going on, waving a hand over my face. “A fully functional member of society.”","""title"": ""Eleanor Oliphant is Completely Fine"",""author"": ""Gail Honeyman""",['maddy'],"my Maddy “I “A don’t face. how a of made that going understand this,” fully woman functional said, member hand society.” over on, waving","""title"": ""The Bell Jar"", """
This is where we always landed with Mom. Maddy being furious on my behalf and me reminding her that Mom wasn’t all bad. Sometimes she was wonderful.,"""title"": ""It Ends with Us"",""author"": ""Colleen Hoover""",['maddy'],is behalf wonderful. that she This being my all on and her landed always me furious Sometimes wasn’t Mom Maddy was where reminding Mom. with we bad.,"""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"When my mother was at her best, you could meet her and walk away thinking you’d been in the presence of a Muse or an angel. This witty, enchanting woman who made you feel interesting and special.","""title"": ""The Glass Castle"", ""author"": ""Jeannette Walls""",['muse'],"Muse or of in an was This mother best, my a and who the at her meet angel. woman feel been special. interesting you you’d and away made thinking When presence could enchanting her you walk witty,","""title"": ""Madame B"
"Maddy’s moms were my foster parents. They’d wanted to be my real parents, but it just never felt right. I had a mom. And I was fourteen when they got me. The imprinting didn’t take. That’s all I could say about it, it just didn’t take. I cared about them. I called on their birthdays and came back with Maddy for Christmas when we could get it off. They just weren’t… mine. And Maddy knew it. It bothered her. She couldn’t wrap her brain around it and I couldn’t explain it to her in any way that she found acceptable.","""title"": ""Every Heart a Doorway"",""author"": ""Seanan McGuire""",['maddy'],"we wanted acceptable. and I Christmas it back parents, any fourteen I be for moms it and her They’d when weren’t… my Maddy’s my bothered it I birthdays She imprinting real couldn’t called mom. around about to foster I they their I had in Maddy They And but just mine. on when found all off. couldn’t that knew The didn’t That’s didn’t wrap it just it never her. And way about it. came take. felt she her Maddy them. could just explain could to cared me. it, I say get was parents. take. right. brain were got with a It","""title"": ""The Fault in Our Stars"",""author"": ""John Green"""
"Maddy hadn’t come back last night, as promised, and I guess the date went well because he was taking her to breakfast and then some art exhibit. She wouldn’t be home until dinner. I was off and had nothing to do and nowhere to be.","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell""",['maddy'],"taking do be. dinner. and wouldn’t was nothing because to exhibit. home back and well I and She date the off hadn’t some I Maddy as went come was had and art her until nowhere he promised, to then breakfast be last guess night, to","""title"": ""Ulysses"", ""author"": ""James Joyce"""
"“Yeah, it had rope bridges and everything. We were on a quick two-week assignment to Atlanta. Maddy and I had to share a bed, but it was so cool.”","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell""",['maddy'],"a it Maddy assignment everything. had a bridges I Atlanta. it We to and had cool.” two-week rope “Yeah, to bed, share were and quick but so on was","Based on the given passage, I'm going to take a guess. The passage seems to be from a contemporary or young adult novel, possibly written in an informal or conversational style. Unfortunately, the passage is quite short and doesn't provide many specific details or clues that could pinpoint the exact book or author.  However, I'll make an educated guess. The mention of ""Atlanta"" and the casual tone of the passage might suggest a contemporary or urban setting. With that in mind, I'll take"
"“Not today. But when I had lunch with them yesterday we talked about the Reddit thread. I told them about you, obviously,” he said. “That’s when Brad gave me his prophecy about you and I being able to break the curse.”","""title"": ""Unknown (possibly a contemporary YA or fantasy novel)"",""author"": ""Unknown (possibly an author like Rainbow Rowell, John Green, or Leigh Bardugo)""",['brad'],"you, he today. about with able “That’s “Not to them thread. Reddit and curse.” told the I I about we the talked Brad gave obviously,” had being his about I me you said. But prophecy when yesterday break lunch when them","""title"": ""Ready Player One"", ""author"": ""Ernest Cline"""
“That is exactly what I was telling Maddy a few weeks ago. Some guy proposed in front of a whole stadium at this game we went to—and the girl said no.”,"""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['maddy'],what Maddy few of went guy is in weeks at said stadium ago. telling this whole no.” game I Some we front exactly a the “That to—and was girl a proposed,"""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"I pulled up to the high school pickup line and put the car in park, then grabbed my phone to look at the picture of Emma. Again.","""title"": ""Where'd You Go, Bernadette"",""author"": ""Maria Semple""",['emma'],"the picture grabbed of then pickup the car school the line in and up put phone I to high park, at pulled Emma. to Again. look my","Based on the given passage, I'm going to take a guess. The passage seems to be written in a style that is reminiscent of young adult or contemporary fiction. The mention of a car, school, and a phone suggests a modern setting. However, the passage is quite short and fragmented, making it challenging to pinpoint the exact book and author.  That being said, I'll take a stab in the dark. The writing style and the character's name ""Emma"" make me think of the author"
"A bell rang and kids started pouring out. The last day of summer school. When I saw my brother, Alex, walking with a group of his friends toward the buses, I rolled down the passenger side window and leaned across the seat. “Hey! Need a ride?”","""title"": ""Percy Jackson and the Olympians"", ""author"": ""Rick Riordan""",['alex'],"of bell school. walking When passenger my a summer started I rolled pouring kids and The I and ride?” of side his Alex, the saw “Hey! out. window Need brother, seat. a rang A last group friends the leaned across the with toward buses, day down","""title"": ""Wonder"", ""author"": ""R.J. Palacio"""
"I got up. “I gotta get going,” I said flatly. “Want me to run this up to Sarah?” I nodded at the bag of food for my sister.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['sarah'],"Sarah?” going,” this to I got me run get up. up the nodded sister. gotta I at flatly. I to “Want said of food “I my for bag","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"I came in and looked around. “This is new,” I said. She had red LED string lights along the walls. The whole bedroom was bathed in red. It was sort of depressing. “I got you McDonald’s.”","""title"": ""Maybe the Moon"", ""author"": ""Armistead Maupin""",['mcdonald'],"I and string the It I in “This was The along She whole is of McDonald’s.” was looked sort said. in got bathed “I around. LED depressing. walls. bedroom red. had lights new,” red came you","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky"""
"Maddy looked up. Then her eyes dropped to the laptop I was holding and she somehow immediately knew what was about to happen. “No.” She shook her head. “No. No, no, no, no, no. NO.”","""title"": ""The Fault in Our Stars"",""author"": ""John Green""",['maddy'],"knew what head. dropped happen. Then looked “No.” somehow and She shook no, “No. to Maddy no. her holding she to was immediately about I no, no, her No, was up. eyes laptop NO.” the","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"As we started pulling our bags from the trunk, a brown-haired middle-aged woman came out of the side of the three-car garage. “Are you Emma?” she said in a thick Mexican accent.","""title"": ""The House on Mango Street"", ""author"": ""Sandra Cisneros""",['emma'],"trunk, As in started Mexican a we the woman three-car of the said Emma?” you she a side our garage. thick bags brown-haired the came pulling middle-aged “Are of out from accent.","""title"": ""The Poisonwood Bible"",""author"": ""Barbara Kingsolver"""
"Maddy scoffed quietly. “Yeah, I don’t think we’re going to lose the house. They can probably see it from space.”","""title"": ""The 5th Wave"", ""author"": ""Rick Yancey""",['maddy'],"I house. to space.” think the going it from scoffed Maddy lose They see “Yeah, can we’re probably quietly. don’t","Based on the given passage, I'm going to take a guess. The passage seems to be from a contemporary young adult novel, possibly in the genre of romance or realistic fiction. The tone and language used appear to be informal and conversational, which is consistent with many modern YA novels.   Given the limited information and the fact that the passage is quite short and doesn't contain any distinctive or unique elements that would pinpoint it to a specific book, my guess is somewhat speculative. However, I'll provide"
"Maddy must have been thinking the same thing I was. “Does it rain a lot in Minnesota?” she asked, raising her voice over the sound of the old motor.","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""",['maddy'],"thinking it of must been her the voice sound I she the rain over have motor. “Does old in the Minnesota?” same lot Maddy raising a asked, was. thing","Based on the given passage, I'm going to take a guess. The writing style and the content of the passage seem to be from a contemporary or modern novel, possibly from the young adult or romance genre. However, without more context or information, it's challenging to pinpoint the exact book and author.  That being said, I'll make an educated guess. The passage appears to be written in a style similar to that of John Green, a popular author known for his young adult novels. The mention"
We lugged our bags up the stairs and were sweating by the time we made it to the door. We came in through a screened-in porch that overlooked the lake. Maddy and I shared a glance. It was adorable. White wicker rocking chairs and a small matching loveseat with thick floral cushions. A cute coffee table and plastic ferns in wrought-iron planters and hanging baskets.,"""title"": ""We Were Liars"",""author"": ""E. Lockhart""",['maddy'],door. loveseat it and adorable. lugged A through up sweating floral the We I cushions. our were glance. in wrought-iron coffee chairs White overlooked wicker and It planters porch table ferns matching and that came lake. baskets. we plastic and cute thick and a rocking We to time a with Maddy was the made in a hanging by small bags the shared screened-in stairs the,"Based on the passage provided, I'm going to take a guess that the book is a work of contemporary fiction, possibly a romance or women's fiction novel. The descriptive language and focus on home decor and a cozy setting suggest a lighthearted, feel-good story.  With that in mind, I'm going to take a stab in the dark and guess that the passage originates from a book by Emily Giffin, possibly ""Something Borrowed"" or a similar title. However, without more"
"The bedrooms were off the living room on either side of a short hallway with a single bathroom shared in the middle. The bathroom had a white claw-foot tub, pale blue tile, and an old pedestal sink. I took the room with the cushioned reading nook in the window and Maddy picked the one with the hanging swing chair in the corner.","""title"": ""Maybe You Should Talk to Someone"",""author"": ""Lori Gottlieb""",['maddy'],"corner. pale nook the in on the Maddy chair a with a and window The the a shared the one the had I with off short middle. side bathroom the bathroom either single hanging cushioned claw-foot room tile, an old took swing and were the hallway living tub, pedestal in picked in bedrooms of white the reading room with The sink. blue","Based on the given passage, I'm going to take a guess. The writing style and the descriptive language used suggest that the passage might be from a classic or contemporary literary fiction novel. The focus on the details of a room and the use of descriptive language like ""pale nook"", ""claw-foot tub"", and ""pedestal sink"" imply a strong emphasis on setting and atmosphere.  Given these characteristics, I'm going to take a guess that the passage might be from a novel by"
"Four hours later, Maddy and I were back at the cottage sitting in the screened-in porch. We’d had dinner in town and then boated back. The fridge was stocked up and we’d unpacked.","""title"": ""Unknown"",""author"": ""Unknown""",['maddy'],"screened-in then boated The We’d in hours later, fridge were stocked back. Four was and cottage at unpacked. Maddy and porch. in up sitting back we’d dinner town and the I the had","""title"": ""The Identicals"",""author"": ""Elin Hilderbrand"""
She looked away from me. “Emma…” Her eyes came back to mine. “Please. Please do it. Do it now before you lose the chance to meet them altogether. People don’t live forever.”,"""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""",['emma'],Her away now you came the to to them Do mine. do “Emma…” from forever.” back chance lose Please meet don’t People live me. She it looked it. altogether. before “Please. eyes,"""title"": ""Emma"", ""author"": ""Jane Austen"""
"“How about this,” Maddy said. “Run your DNA and make your account private. We’ll change your privacy settings for a few minutes, poke around. If you have any relatives out there, we’ll screenshot it and go back to private. Then I’ll go and find them online and tell you if they seem like people worth knowing.”","""title"": ""The Story of More"",""author"": ""Morgan Matson""  or possibly ""Inheritance"" by ""Dani Shapiro"" or other books, but most likely  ""The Story of More"" doesn't seem to match, a more likely match is  ""Inheritance"" ",['maddy'],"like online minutes, change “How Maddy any privacy they We’ll screenshot few find back If “Run people a and DNA you your and I’ll if account your poke and about your and private. for it settings go we’ll relatives you make private. go out said. tell have this,” to Then seem them knowing.” worth there, around.","""title"": ""The Circle"",""author"": ""Dave Eggers"""
"We prioritized power for the coffee maker first and we brewed a pot while I sat in the kitchen with a towel wrapped around my head. When it was done, Maddy poured me a cup and handed it to me.","""title"": ""Unknown/Unidentified"",""author"": ""Unknown/Unidentified""",['maddy'],"me. I a towel pot and while done, it wrapped coffee with power it head. sat a for me maker brewed a and was prioritized cup the When we in my We poured first Maddy kitchen handed around the to","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"The snail’s-pace speed the pontoon put out somehow seemed faster with the beach approaching. Maddy threw it in reverse. The engine downshifted miserably, but we started to slow. Then to my horror we began to move backward, motor first, right into the dock.","""title"": ""Unknown"",""author"": ""Unknown""",['maddy'],"we with seemed out put into Then approaching. slow. first, snail’s-pace threw started backward, motor to engine the right dock. to The in move pontoon speed but beach horror faster miserably, the downshifted it my reverse. The we began to somehow the Maddy","""title"": ""Unknown"",""author"": ""Unknown"""
"When we were safely away from anything we could crash into, Maddy killed the engine and slumped in the captain’s seat. “If we’d been on the other side of the dock, we could have hit the yacht,” she said, looking shaken.","""title"": ""The Darkest Minds"", ""author"": ""Alexandra Bracken""",['maddy'],"from engine other been crash we’d said, side the could killed seat. on she and we the the Maddy safely shaken. away we the of yacht,” slumped we were captain’s When anything into, looking have could hit in dock, “If the","""title"": ""The Fault in Our Stars"",""author"": ""John Green"""
"I lined the nose of the boat up with the side of the dock and started for it again, only this time I killed the thrust earlier. We coasted along the side and I put us into reverse to slow us down while Maddy grabbed one of the dock poles and we came to a stop.","""title"": ""Unknown/Unidentified"",""author"": ""Possibly a modern thriller or adventure author, such as John Grisham, James Patterson, or Nicholas Sparks, but more likely an author known for nautical or sailing themes, such as Clive Cussler or Daniel Silva""",['maddy'],"of started it grabbed again, I us side the the along side Maddy into I the the lined We to slow the stop. up came and dock the one and thrust we us down poles killed and put I dock of while boat earlier. this for only coasted to nose the time with of a reverse","""title"": ""The River Why"",""author"": ""David James Duncan"""
