en,en_results,Single_ent,en_shuffled,en_shuffled_results
"“I definitely need to go back to the beginning,” I say, wiping my eyes. I mime an explosion at my temples. “Like—my mind is blown right now. You dressed like a middle schooler around the house. All basketball shorts, all the time. You drove a Honda! West, you’re incognito rich! No wonder Jake never told me anything about his family! I would have made him pay for Jersey Mike’s every fucking time! Wait. Why did you need to live on campus? If you’re the grandson of the founder of Weston’s, you could probably buy an entire apartment building on Sunset.”"," ""title"": ""The Hating Game"", ""author"": ""Sally Thorne"" ",['jake'],"Wait. a you incognito No You wonder eyes. founder told about made live on drove time. have mime did need him to If now. need “Like—my West, the the you’re Jake could beginning,” me pay time! blown an anything I right shorts, like All my would definitely family! you’re Sunset.” the probably middle the never building campus? the schooler around entire you for a back rich! grandson buy Why every say, Honda! “I go of apartment of at on Mike’s Weston’s, all I You temples. basketball wiping explosion I my dressed Jersey house. mind an to his is fucking to","Based on the passage, I'm going to make a guess that the book is:  ""Title"": ""The Catcher in the Rye"", ""Author"": ""J.D. Salinger""  The writing style, language, and tone in the passage seem to match the style of J.D. Salinger, and the content appears to be a fragment of a conversation between the protagonist, Holden Caulfield, and another character, which is consistent with the narrative of ""The Catcher in the Rye"
"That lands in a puddle of silence, and it hits me after a couple of seconds filled only with the sound of Conan kicking someone’s ass on TV that West expects me to catch his meaning.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Ready Player One"", ""author"": ""Ernest Cline""}",['conan'],"on of silence, his me with it West seconds ass expects filled after sound that hits and lands catch someone’s puddle meaning. a to me the TV kicking in a only of of couple Conan That","         ""title"": ""The Phoenix on the Sword"",         ""author"": ""Robert E."
"“Correct.” He looks down to his lap. “Only Jake knew the real situation. The rest of my family was disappointed that I didn’t let them throw me a big wedding, but I guess they weren’t all that surprised. I’ve always been private.”","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Fault in Our Stars"", ""author"": ""John Green""}",['jake'],"surprised. been always He they weren’t lap. rest Jake that my but of big private.” them guess I situation. down didn’t the let looks “Correct.” “Only a to his disappointed real family that I me throw wedding, was knew I’ve all The"," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" "
"He looks me over again, top to bottom, and the defeat in his eyes makes me realize the true extent of my unshowered, feral chaos. “Actually, Anna,” he says, “I need you to come with me to my sister’s wedding in Indonesia and convincingly play the part of my very loving wife.”","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins""}",['anna'],"play in loving extent his and over me come me in to my makes you of convincingly very realize me wife.” top Anna,” unshowered, my sister’s wedding the again, the and to the he feral need looks defeat He part of says, chaos. “I my “Actually, eyes bottom, true Indonesia with to","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a quote from a novel, possibly a romance or a drama. The writing style and the use of dialogue suggest a literary work.  After analyzing the passage, I'm going to take a guess that the book is:  ""Love in the Time of Cholera"" by Gabriel Garcia Marquez.  However, the passage doesn't seem to match the style of Gabriel Garcia Marquez, and the mention of"
"It’s surreal to be here with her after all this time. I was so close to being done with this, so near to the finish line, yet here I am, having to improvise an intricate plan B at the eleventh hour with a Muppet in human form as my co-conspirator. Don’t get me wrong, beneath the baked, unshowered disarray, Anna is still a beautiful woman, with enormous brown eyes, creamy skin, and long, willowy limbs. I’d always been fascinated with the perfect beauty mark just above her lip. Unfortunately, right now she looks like she’s fallen out of a tree and crawled through a field of tangly briers to get back to her apartment. This is probably the closest I’ve ever seen to her natural hair color because the pink has grown out a good inch, leaving a stripe of brown at her roots. Her makeup is, I presume, from yesterday; shadows of mascara carve dark circles beneath her eyes. Despite the old makeup and frazzled appearance, there’s still something striking about her. Her eyes are enormous and bright, framed with dark lashes, her steady gaze entirely without artifice.","Based on the passage, I'm going to make a guess that the book is:  ""output"": {""title"": ""The Night Circus"", ""author"": ""Erin Morgenstern""}",['anna'],"this, from brown me this with mascara back been tree enormous near surreal something like having artifice. she intricate stripe beautiful the are roots. her B looks Unfortunately, inch, her. perfect there’s still a be eleventh I’ve her carve an I’d still yesterday; Her lashes, with the willowy of unshowered now so circles beneath all presume, beauty the of mark dark gaze to a eyes. out just close line, was and has closest frazzled right the Despite old to here limbs. to at It’s steady being is I beneath with finish her co-conspirator. to leaving a probably crawled disarray, plan shadows briers her creamy to I framed am, makeup form at improvise to Muppet and her her This baked, grown and Don’t the good field her striking is, after lip. get hair enormous my with dark because fascinated seen about I of through long, in human color to wrong, of above brown apartment. done a fallen hour without appearance, eyes yet out she’s skin, with woman, a bright, as is always a here Anna and eyes, entirely pink the so with get natural Her ever makeup time. the tangly"," ""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath"" "
"Though I am nearly certain her mind has wandered to something other than the topic at hand, I let her stare at the wall a little longer so I can stare at her and reconcile this version of Anna with the one I lived with for two years.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins""}",['anna'],"let wandered has a I the her two at certain one other wall something stare to for stare mind the version I her longer with Though can topic years. and with the am at Anna reconcile I little this so hand, nearly of her I at than lived","Based on the passage provided, I'm going to make an educated guess. The passage appears to be written in a somewhat archaic style, which might suggest it's from a classic novel. The use of phrases like ""let wandered has a I the her two at certain one other wall something stare to for stare mind the version I her longer with"" and ""lived"" at the end of the sentence also hints at a more old-fashioned writing style.  After analyzing the passage, I'm going to"
"As roommates, we didn’t know each other well—that much is probably obvious—but there is an intimacy to sharing a space with someone, a certain kind of kinship that comes with daily proximity. Anna was reasonably tidy and paid her half of the rent when it was due, but she’d never struck me as the organized, driven, premed type. The one time we talked about it, she said something about medicine being the most palatable of the “real job” options, but she seemed overwhelmed a lot, studying late into the night and painting to decompress in what little free time she had. That she ultimately switched her major to fine art makes a certain amount of sense, but I want to punch myself for not realizing she wasn’t studying medicine at all anymore.","Based on the passage, I'm going to make a guess that the book is:  ""output"": {""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""}",['anna'],"talked proximity. realizing into and at is and comes a there about ultimately well—that know anymore. art of much palatable “real not seemed what kind little myself the decompress studying but she of tidy I paid medicine wasn’t she daily most As a me we sense, with had. overwhelmed but her due, was she’d she kinship she as late probably options, organized, time when amount she driven, premed rent of to with said reasonably we struck sharing space punch roommates, in it other someone, Anna fine studying time intimacy half certain to to a is was type. the job” for to night didn’t painting a the something obvious—but lot, The free about switched the major being that but it, the certain That medicine never of makes all each her want one an","Based on the passage provided, I'm going to make an educated guess that the book is:  ""output"": {   ""title"": ""The Bell Jar"",   ""author"": ""Sylvia Plath"" }"
"Anna squints at me. “You said ‘small,’ but I think you meant ‘private.’ Your sister is getting married on a private island, isn’t she?”"," ""title"": ""Gone Girl"", ""author"": ""Gillian Flynn"" ",['anna'],"is me. sister meant at private married Anna squints island, I think on getting ‘private.’ “You Your said ‘small,’ she?” but isn’t a you","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a novel written in a style reminiscent of classic literature, possibly from the 19th or early 20th century.  My guess is that the passage originates from:  ""author"": ""Jane Austen"" ""title"": ""Pride and Prejudice"""
"“Yes.” I work to not let my gaze do another sweep of her apartment. I’ve never been to Pulau Jingga, but my mom has been sending me info that I’ve mostly ignored for months. I know the basic idea—a luxury resort and conservation area set in the Indonesian archipelago—and it’s about as far from this dark, cramped living room as I can imagine. Right now, I need Anna to believe she can do this. Yes, she may be at rock bottom, but I need her to think she is just one fairy godmother moment away from sliding gracefully into the world she’s imagining."," ""title"": ""The Star-Touched Queen"", ""author"": ""Roshani Chokshi"" ",['anna'],"for I Jingga, believe set dark, but bottom, is luxury but away imagine. her I’ve work I me need she Right know months. been world gaze my Indonesian to as Anna and fairy godmother mostly another rock at do the this from let from sending I’ve basic apartment. far Pulau mom she’s archipelago—and area now, she to that think idea—a can it’s info the ignored cramped to I gracefully into has as not may in “Yes.” one this. the do been my resort I to sweep moment about conservation can imagining. her living just need never I she Yes, room sliding be of", 
"Anna looks down at herself and I follow her attention to the front of her shirt, where a Froot Loop adheres to the cotton over her left breast. She plucks it off and pops it into her mouth. “Why not just find someone who can pretend to be me and who knows how to behave around societay?”"," ""title"": ""The Brief Wondrous Life of Oscar Wao"", ""author"": ""Junot Díaz"" ",['anna'],"her She breast. to cotton to into to adheres who pops a knows behave just not the over plucks be me how around left can the “Why attention at Froot her find her who looks and her follow Anna herself societay?” someone where it of off pretend mouth. it Loop to and I front shirt, down and","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a work of fiction, possibly a novel or a short story. However, due to the incomplete and disjointed nature of the passage, it's challenging to pinpoint the exact book and author.  That being said, the writing style and structure seem to resemble some elements of postmodern or experimental literature, which might suggest authors like James Joyce, Virginia Woolf, or Thomas Pynchon."
"“I have the one of you and Jake hiking the Hills in a frame in my living room. It looks enough like me from the back.” I pause, scratching my jaw. “And… I’ve had a few others digitally photoshopped.”"," ""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"" ",['jake'],"pause, jaw. in the in you living the hiking scratching enough I a “And… from had one Jake a I’ve have It room. few the looks my photoshopped.” Hills “I back.” digitally me like and my others frame of","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a novel written in a first-person narrative style, possibly from the young adult or dystopian genre.   Given the informal tone and the use of colloquial expressions like ""I've have"" and ""photoshopped,"" I'm going to take a guess that the passage might be from a popular young adult novel.  My guess is that the passage is from the book ""Diver"
"“That it’s small, upturned. She described it as ‘the nose Jenny Nelson wanted and didn’t get.’ She’d notice if it was someone else’s nose.”"," ""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"" ",['jenny nelson'],"Jenny “That it wanted it’s was notice if ‘the She’d nose upturned. someone as get.’ it else’s She and Nelson didn’t nose.” described small,","Based on the passage, I'm going to make a guess that the book is ""Ulysses"" and the author is James Joyce."
"I don’t love the implication that I don’t work, that I’m trying to breeze through life on my inheritance, but I understand why she sees it that way. The truth behind everything isn’t important right now, and if this goes the way I hope it will, this will be an easy twelve days together and then we’ll never have to see each other again. “Anna, are you available to do this? Please. I will pay all your expenses. I will even give you some money if you need to buy clothes.”"," ""title"": ""The Hating Game"", ""author"": ""Sally Thorne"" ",['anna'],"Please. and we’ll that together buy right through important your you life understand money I’m available truth work, way. then each inheritance, you do expenses. I this pay it will love why hope twelve behind isn’t are it “Anna, way have this? again. will now, on if days need to will that implication I see other don’t I be clothes.” The the never trying but sees easy and don’t goes that everything give this even I to an she all to I I some if you to my will, the breeze","   ""title"": ""The Fault in Our Stars"",   ""author"": ""John Green"" "
"Anna points at me again. “Okay, I see that look, and so let me ask: what manner of clothes are required on this trip?”"," ""title"": ""The Lies of Locke Lamora"", ""author"": ""Scott Lynch"" ",['anna'],"I Anna of this at “Okay, points and so required manner again. trip?” me clothes that me let on what look, see are ask:","Based on the passage provided, it's difficult to determine the exact book and author due to the passage being incomplete and possibly containing errors. However, I can make an educated guess.  The passage appears to be written in a style that resembles a translation from a non-English language, possibly Japanese, given the use of ""Anna"" and the structure of the sentence.   A possible match could be a book from the ""Light Novel"" genre, which is a popular form of Japanese literature.   My"
"“No, no, no.” Anna sits up and runs her fingers under her eyes, clearing away much of the mascara there. She pulls her ponytail free and reties it. Both actions do wonders for how chaotic she looks. “This is much more demanding. I’ll have to act. I’ll have to learn about everyone I’ll be meeting. I’ll have to manage your complete lack of humor. I’ll have to hobnob. This is an entirely new skill set.”"," ""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman"" ",['anna'],"more chaotic no, everyone her I’ll have the to “This to runs reties I’ll have it. sits ponytail hobnob. have of have about entirely lack your no.” how humor. set.” new to demanding. Both under free and actions be learn “No, her complete fingers manage wonders meeting. pulls This an eyes, looks. much and I’ll she is I’ll there. do up much for She act. away I’ll Anna skill to is clearing mascara her of","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a stream-of-consciousness narrative, which is a literary style often associated with modernist or postmodernist literature.   Given the informal and conversational tone, I'm going to take a guess that the passage might be from a contemporary novel. However, without more context or a specific quote, it's challenging to pinpoint the exact book.  That being said, I'm going to take a wild guess"
"“Babe, babe,” she says, cupping my cheeks. “There is no downside here. Are you kidding? This is life-altering good.”"," ""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid"" ",['babe'],"here. you says, my cheeks. life-altering she good.” Are is is babe,” “Babe, cupping downside kidding? no “There This"," ""title"": ""Twilight"", ""author"": ""Stephenie Meyer"" "
"“Insurance,” she says. “These people insure everything.” While I continue to stare at the rock, she returns to the list and laughs. “Get this: ‘Anna, please feel free to schedule any hair, nails, spa, or grooming appointments and use the card to pay for those.’ ”"," ""title"": ""The Hating Game"", ""author"": ""Sally Thorne"" ",['anna'],"pay this: says. any or to returns please and ‘Anna, nails, to spa, everything.” “Insurance,” use schedule the hair, and at those.’ she people ” “These appointments card continue rock, I feel for free the grooming list stare to she While “Get laughs. the to insure","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a conversation between two characters, likely in a humorous or satirical context. The language and tone seem to be informal and playful.  Given the style and tone, I'm going to take a guess that the passage might be from a book by Douglas Adams, a British author known for his humorous science fiction series, particularly ""The Hitchhiker's Guide to the Galaxy."" However, the"
"There are two kinds of airport people: those who like to get to the airport three hours before departure to sit within eyesight of the gate, and Anna Green.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""}",['anna green'],"departure to hours Green. sit kinds of are three There the Anna who within the airport get eyesight airport to of before like two people: and gate, to those","Based on the passage, I'm going to make a guess. The passage seems to be a fragment of a text that is likely from a novel or a short story. The writing style and the use of simple sentences suggest that it might be from a children's book or a young adult novel.  My guess is that the passage is from the book ""The Girl with the Silver Eyes"" by Willo Davis Roberts, but I'm not entirely certain. However, a more likely candidate is ""The Girl"
"My eyes go wide, meeting Anna’s just as she stumbles, ankle twisting awkwardly on the skinny, murder-sharp heel of her shoe."," ""title"": ""Anna Dressed in Blood"", ""author"": ""Kendare Blake"" ",['anna'],"skinny, on Anna’s the ankle awkwardly she just meeting shoe. of heel murder-sharp as go My twisting her stumbles, eyes wide,"," ""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson"" "
"I can’t entirely refute this idea. I’ve been out of my parents’ circle long enough to understand how disorienting it will be for Anna to step into it. She bends her fingers, turning her hand and looking at them from another angle. Frankly, they’re so pointy I’m worried she’ll scratch her own cornea. “But I asked the woman at the spa what the really rich ladies get, and she said it’s this fancy hard gel. I think I get the urge to have fake nails. I feel like a badass.” Twisting in her seat, she deposits her purse in my lap. “Watch this for a sec?”"," ""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid"" ",['anna'],"of enough like what idea. circle I at turning the hand I in I fake parents’ sec?” her and looking rich her to will scratch my step worried for woman understand the pointy seat, be nails. at it. how another to this to asked get, them fancy feel and she angle. “Watch deposits can’t long own a I’ve gel. disorienting this they’re get bends a think purse her I’m said really Anna for spa her refute this her I she’ll entirely I lap. she been hard fingers, badass.” it’s the cornea. from Twisting so out my “But have in the ladies She Frankly, it into urge","Based on the passage provided, I'm going to make an educated guess that the book is:  ""output"": {   ""title"": ""The Girls"",   ""author"": ""Emma Cline"" }  The writing style and the narrative voice seem to match the style of Emma Cline, an American author known for her novel ""The Girls"", which explores themes of teenage girls and their relationships. However, please note that this is just a guess, and I may be incorrect."
"“Okay, okay. I’m on my way.” Slinging her purse over my shoulder and collecting our carry-ons, I make my way to the ladies’ room, where Anna peeks out into the hallway. As soon as she sees me, she reaches forward, grabbing the front of my shirt and jerking me inside."," ""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman"" ",['anna'],"she the carry-ons, hallway. the make my shoulder front on grabbing jerking and okay. her me, reaches shirt into As to soon sees over forward, me way where I’m peeks I out collecting she “Okay, my way.” the and ladies’ of as room, my our purse Anna my Slinging inside."," ""title"": ""Divergent"", ""author"": ""Veronica Roth"" &lt;/output"
Apologizing over her shoulder to a woman washing her hands at the sink—“I swear we aren’t going to have sex in here!”—Anna pulls me into a stall and flips the lock.," ""title"": ""The Girls"", ""author"": ""Emma Cline"" ",['anna'],flips sex at going a pulls sink—“I woman swear shoulder stall washing and hands to aren’t her have Apologizing the lock. into her over the we me here!”—Anna to a in,"Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a novel, possibly from a classic work of literature. The writing style and structure suggest a 19th-century novel, possibly from the Brontë sisters or Jane Austen.  However, the passage seems to be a mix of words and phrases that don't quite fit the typical style of these authors. The use of phrases like ""flips sex at going"" and ""swear"
"“I need you there,” I clarify. “And I need you to look like you’re comfortable with me, comfortable being married to me. But I don’t need you to pretend to not be Anna Green, Muppet-human hybrid.”"," ""title"": ""Heartstopper"", ""author"": ""Alice Oseman"" ",['anna green'],"look But clarify. to being with comfortable you need like me, be married need Anna Green, hybrid.” don’t Muppet-human to I “I me. not to you comfortable “And you I to need I pretend you’re there,”","Based on the passage, I'm going to make a guess that the book is ""The Rosie Project"" and the author is ""Graeme Simsion""."
"Her eyes go round. “The fam—” Anna shakes her head. “You know what? Never mind. Of course you have a plane.” Straightening, she asks, “So, why was I in Cambodia? Photography? Fabric design?”"," ""title"": ""Anna and the French Kiss"", ""author"": ""Stephanie Perkins"" ",['anna'],"was Her mind. Never Anna Photography? in Cambodia? “The her she you fam—” know round. Straightening, what? go I eyes plane.” a course Fabric asks, have “So, head. design?” why “You shakes Of","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a fragment of a novel, possibly from a young adult or dystopian genre. The writing style and sentence structure suggest a contemporary author.  My guess is that the passage might be from the book ""The Hate U Give"" by Angie Thomas. However, the passage doesn't seem to match the style of Thomas's writing. Another possibility is that it could be from a book like ""The Hunger Games"""
"Once, when we were roommates, Anna flew to Seattle with a friend. It had been her first time on an airplane, and she struggled so much navigating the travel website that she brought me her laptop at midnight and asked for help. I finished the transaction for her, prebooked the car to the airport, and then quietly tracked the ride the day she left to make sure she got there okay. When she got home, she made a point of thanking me for the help. Apparently, the trip itself was fine, but the highlight for her had been flying on an airplane.","Based on the passage, I'm going to make a guess that the book is:  {""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""}  This passage seems to describe a moment of kindness and connection between two characters, which is a common theme in Gail Honeyman's novel ""Eleanor Oliphant is Completely Fine"". The passage also has a quiet, observational tone, which is consistent with Honeyman's writing style. However, please note",['anna'],"the Anna help. and It point highlight day the got so were her quietly the to website an at home, flying but there me she she made ride she finished I thanking brought her itself help. on make me When a her the to Seattle to okay. fine, a airplane. tracked sure first when she laptop navigating travel the asked airplane, been for time for of that roommates, got friend. we the struggled prebooked the Once, midnight and for much been with Apparently, an the left transaction trip airport, was car she flew her, she had and had then for the on","Based on the passage provided, I'm going to make an educated guess. The writing style and structure of the passage seem to resemble a stream-of-consciousness narrative, which is often used in literary fiction. The use of short sentences and fragmented thoughts also suggests a modernist or postmodernist approach to storytelling.  Given these characteristics, I'm going to take a guess that the passage is from a novel by David Foster Wallace, a well-known author known for his experimental and introspective writing style. Specifically"
"“That person deserves jail time.” She brings the glass to her lips, taking a tiny sip. “Mmmmm.” Anna turns to meet my eyes. “And by the way, it’s anything over ninety-nine.”"," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" ",['anna'],"“And brings over to way, taking sip. by a my person “Mmmmm.” She “That anything turns glass jail the time.” to Anna deserves meet it’s lips, her the tiny ninety-nine.” eyes."," ""title"": ""1984"", ""author"": ""George Orwell"" "
"Anna’s smiling at me like I amuse her. “I meant more as in, is she nice? Does she have hobbies or a favorite band?”"," ""title"": ""To All the Boys I've Loved Before"", ""author"": ""Jenny Han"" ",['anna'],"band?” hobbies me have in, I more her. favorite at “I she meant amuse Anna’s like Does smiling or she is a nice? as","Based on the passage, I'm going to make a guess that the book is likely a translation of a Russian novel, possibly from the works of Leo Tolstoy or Fyodor Dostoevsky, given the style and structure of the sentence. However, the passage seems to be a fragment of a sentence, which makes it difficult to pinpoint the exact book.  A possible match could be ""Anna Karenina"" by Leo Tolstoy, but the passage doesn't seem to match the style"
"“Oh. Power. I like it. I’m not sure how to wield it, but I like it. And you have three siblings, including Jake?”"," ""title"": ""The Mortal Instruments: City of Bones"", ""author"": ""Cassandra Clare"" ",['jake'],"siblings, “Oh. it. including Power. to not I sure but it. I And I’m three wield you how Jake?” have like like it,","Based on the passage, I'm going to make a guess that the book is likely from the ""Harry Potter"" series by J.K. Rowling. The informal and conversational tone, as well as the mention of a character's name ""Jake"" (which is not a main character in the series), suggests that this might be a passage from a fanfiction or a parody, but the style and language are reminiscent of the series. However, I'm going to take a guess that the passage is"
I feel her looking at me for a quiet beat. “I think you’re joking. I’m not sure.” Anna downs the rest of her prosecco. “A hint of danger. I like it.”,"   ""title"": ""The Last Time I Lied"",   ""author"": ""Riley Sager"" ",['anna'],downs like I hint Anna beat. I’m a the “A joking. me of it.” not danger. sure.” looking for her you’re prosecco. feel of I at her “I rest quiet think," ""title"": ""To All the Boys I've Loved Before"", ""author"": ""Jenny Han"" "
