line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
488,['elinor'],,"Elinor looked surprised at his emotion; but trying to laugh off the subject, she said to him, ""Do not you know my sister well enough to understand what she means? Do not you know she calls every one reserved who does not talk as fast, and admire what she admires as rapturously as herself?""","Elinor tỏ lộ ngạc nhiên thấy anh xúc động; nhưng cố cười cợt cho qua, nói với anh: - Anh không biết cô ấy rõ để hiểu cô ấy có ý gì hay sao? Anh không biết bất kỳ ai không nói nhanh như cô ấy và không ngưỡng mộ cái mà cô ấy ngưỡng mộ đều bị cô gọi là giữ kẽ, hay sao?","Elinor onun etkilenmesine şaşırdı, ama meseleyi gülerek geçiştirmeye çalıştı ve şöyle dedi, ""Kızkardeşimi ne demek istediğini anlayacak kadar iyi tanımıyor musunuz? Kendisi kadar hızlı konuşmayan, hayran olduğuna kendisi gibi çılgınca hayran olmayan herkese mesafeli dediğini bilmiyor musunuz?","Elinor pareció sorprendida ante una respuesta tan cargada de emoción, pero intentando quitarle seriedad al asunto, le dijo: —¿Es que acaso no conoce lo suficiente a mi hermana para entender lo que dice? ¿No sabe acaso que ella llama reservado a todo aquel que no habla tan rápido como ella ni admira lo que ella admira, y con idéntico éxtasis?","Elinor showed surprise at seeing him moved; but tried to laugh it off, saying to him: - Don't you know her well enough to understand what she means? Don't you know that anyone who doesn't speak as quickly as she does and doesn't admire what she admires is called reserved by her?","Elinor was surprised by his reaction, but tried to brush it off with a laugh and said, ""Don't you know my sister well enough to understand what she means? Don't you know that she calls anyone who doesn't speak as quickly as she does, or isn't as wildly enthusiastic about her admiration, distant?""","Elinor seemed surprised by such an emotionally charged response, but trying to downplay the seriousness of the matter, she said to her: —Doesn't he know my sister well enough to understand what she says? Doesn't he know that she calls reserved anyone who doesn't speak as quickly as she does or admire what she admires, and with the same ecstasy?"
489,['edward'],,Edward made no answer. His gravity and thoughtfulness returned on him in their fullest extent—and he sat for some time silent and dull.,"Edward không trả lời. Anh trở lại nghiêm nghị và suy tư, ngồi một hồi lâu trong im lặng và thẫn thờ.",Edward cevap vermedi. Ciddiyeti ve düşünceliliği geri gelip olanca ağırlıklarıyla üstüne yerleştiler -bir süre sessiz ve sıkkın bir halde öylece oturdu.,"Edward no respondió. Retornó a él ese aire grave y meditabundo que le era tan propio, y durante un rato se mantuvo allí sentado, silencioso y sombrío.","Edward did not answer. He returned with a serious and contemplative demeanor, sitting for a long time in silence and in a daze.","Edward did not answer. His seriousness and thoughtfulness returned and settled upon him with all their weight - he sat there for a while, silent and sullen.","Edward did not respond. That grave and contemplative air that was so characteristic of him returned, and for a while he remained there seated, silent and somber."
491,"['elinor quan', 'elinor']",,"Elinor saw, with great uneasiness the low spirits of her friend. His visit afforded her but a very partial satisfaction, while his own enjoyment in it appeared so imperfect. It was evident that he was unhappy; she wished it were equally evident that he still distinguished her by the same affection which once she had felt no doubt of inspiring; but hitherto the continuance of his preference seemed very uncertain; and the reservedness of his manner towards her contradicted one moment what a more animated look had intimated the preceding one.","Elinor quan sát anh bạn cô xuống tinh thần mà cảm thấy bất an. Chuyến thăm viếng của anh chỉ khiến cô hài lòng chút ít, trong khi anh dường như không được vui trọn vẹn. Hiển nhiên là anh không được hạnh phúc; cô cũng mong hiển nhiên là anh vẫn còn đối xử với cô một cách đặc biệt hơn những người khác qua ý tình mà có lần cô chắc chắn đã nhận ra; nhưng cho đến giờ này dường như không chắc anh còn như xưa. Thái độ giữ kẽ của anh đối với cô trong một khoảnh khắc trở nên mâu thuẫn với những gì mà ánh mắt sinh động của anh đã thầm nói lên trước đấy.",Elinor arkadaşının keyifsizliğini büyük bir rahatsızlık içinde gördü. Ziyareti ona çok sınırlı bir memnuniyet vermişti ve arkadaşı da bu ziyaretten pek hoşnut kalmışa benzemiyordu. Mutsuz olduğu açıktı; Elinor eskiden onda uyandırdığından emin olduğu aynı duygularla kendisini hala önemsediğini farkettirsin istiyordu; ama şimdiye kadar ilgisinin devam edip etmediği gayet belirsiz görünüyordu; ona olan davranışlarındaki mesafelilik bir önceki an daha duygulu bir bakışın söyler gibi olduğu şeyi ertesi an yalanlıyordu.,"Elinor contempló con gran inquietud el ánimo decaído de su amigo. La satisfacción que le ofrecía su visita era bastante parcial, puesto que el placer que él mismo obtenía parecía tan imperfecto. Era evidente que era desdichado, y ella habría deseado que fuera igualmente evidente que aún la distinguía por el mismo afecto que alguna vez estaba segura de haberle inspirado; pero hasta el momento parecía muy dudoso que continuara prefiriéndola, y su actitud reservada hacia ella contradecía en un instante lo que una mirada más animada había insinuado el minuto anterior.","Elinor observed her friend's downcast demeanor and felt uneasy. His visit brought her only a little satisfaction, while he seemed not to be entirely happy. It was evident that he was not happy; she also hoped it was evident that he still treated her in a special way compared to others, as she had once been sure of; but up to this moment, it seemed uncertain if he was still the same. His reserved attitude towards her for a moment contradicted what his lively eyes had previously conveyed.","Elinor saw her friend's unhappiness with great discomfort. The visit had given her very limited satisfaction, and her friend did not seem to be very pleased with the visit either. It was clear that she was unhappy; Elinor wanted to make her realize that she still cared for her with the same feelings she was sure she had once aroused in her; but so far, whether her interest continued or not seemed very uncertain; the distance in her behavior towards her contradicted what a more emotional look had seemed to say the previous moment.","Elinor contemplated with great unease the downcast spirits of her friend. The satisfaction that his visit offered her was quite partial, since the pleasure he himself obtained seemed so imperfect. It was evident that he was unhappy, and she would have wished it to be equally evident that he still distinguished her with the same affection that she was once sure she had inspired in him; but so far it seemed very doubtful that he continued to prefer her, and his reserved attitude towards her contradicted in an instant what a more animated look had suggested the previous minute."
496,"['marianne', 'marianne—']",,"""I am afraid it is but too true,"" said Marianne; ""but why should you boast of it?""","Marianne nói: - Tôi e anh nói đúng, nhưng tại sao anh lại khoe khoang như thế?","""Korkarım bu çok doğru,"" dedi Marianne, ""ama neden bununla övünüyorsun?","—Me temo que hay demasiada verdad en eso —dijo Marianne—; pero, ¿por qué hacer alarde de ello?","Marianne said: - I'm afraid you're right, but why do you boast like that?","""I'm afraid this is very true,"" said Marianne, ""but why are you boasting about it?""",—I'm afraid there's too much truth in that —said Marianne—; but why boast about it?
498,"['marianne', 'marianne—']",,"""It is very true,"" said Marianne, ""that admiration of landscape scenery is become a mere jargon. Every body pretends to feel and tries to describe with the taste and elegance of him who first defined what picturesque beauty was. I detest jargon of every kind, and sometimes I have kept my feelings to myself, because I could find no language to describe them in but what was worn and hackneyed out of all sense and meaning.""","Marianne nói: - Đúng thật là việc chiêm ngưỡng cảnh quan đã biến thành đặc ngữ đơn thuần. Mọi người giả vờ cảm nhận và gắng gượng diễn tả qua khiếu thẩm mỹ và lịch lãm của người đầu tiên định nghĩa thế nào là phong cảnh nên thơ. Tôi có ác cảm với mọi loại đặc ngữ, đôi lúc tôi giữ lấy những cảm xúc cho riêng mình, vì tôi không thể tìm ngôn từ nào để diễn tả ngoại trừ theo mấy lối mòn nhàm chán về nhận thức và ý nghĩa.","""Manzara hayranlığının,"" dedi Marianne, ""sadece jargon olup çıktığı doğru. Herkes resimsel güzelliği ilk tanımlayan kişinin zevki ve zarafetine sahipmiş gibi yapıp öyle tarif etmeye çalışıyor onu. Ben her türlü jargondan nefret ederim; sık sık duygularımı kendime saklamak zorunda kalmışımdır, çünkü doğayı tarif edecek bir dil bulamamışımdır aşınmış ve tüm heyecan ve anlamını yitirmiş ifadelerden başka.","—Es muy cierto —dijo Marianne— que la admiración por los pa isa jes naturales se ha convertido en una simple jerigonza. Todos pretenden admirarse e intentan hacer descripciones con el gusto y la elegancia del primero que definió lo que era la belleza pintoresca. Detesto las jergas de cualquier tipo, y en ocasiones he guardado para mí misma mis sentimientos porque no podía encontrar otro lenguaje para describirlos que no fuera ese que ha sido gastado y manoseado hasta perder todo sentido y significado.","Marianne said: - Indeed, the act of admiring the scenery has turned into mere jargon. People pretend to feel and struggle to express through the aesthetics and sophistication of the first person who defined what a poetic landscape is. I have an aversion to all kinds of jargon, sometimes I keep my feelings to myself, because I can't find any words to express them except through the boring clichés of perception and meaning.","""Admiration of scenery,"" said Marianne, ""has indeed become mere jargon. Everyone tries to describe it as if they possessed the taste and elegance of the first person who defined picturesque beauty. I hate all kinds of jargon; I have often had to keep my feelings to myself because I couldn't find a language to describe nature other than worn-out expressions that have lost all excitement and meaning.""","—It is very true —said Marianne— that admiration for natural landscapes has become mere jargon. Everyone pretends to admire and tries to describe with the taste and elegance of the first person who defined what picturesque beauty was. I detest jargons of any kind, and at times I have kept my feelings to myself because I could not find any other language to describe them than that which has been worn out and handled until it has lost all sense and meaning."
499,"['edward—', 'edward']",,"""I am convinced,"" said Edward, ""that you really feel all the delight in a fine prospect which you profess to feel. But, in return, your sister must allow me to feel no more than I profess. I like a fine prospect, but not on picturesque principles. I do not like crooked, twisted, blasted trees. I admire them much more if they are tall, straight, and flourishing. I do not like ruined, tattered cottages. I am not fond of nettles or thistles, or heath blossoms. I have more pleasure in a snug farm–house than a watch–tower—and a troop of tidy, happy villages please me better than the finest banditti in the world.""","Edward nói: - Tôi tin cô thực sự cảm thấy mọi thích thú với một toàn cảnh tinh tế mà cô cho rằng mình đã cảm nhận được. Nhưng, để đáp lại, chị cô phải cho phép tôi không cảm thấy gì khác hơn là tôi diễn tả. Tôi thích toàn cảnh tinh tế, nhưng không dựa theo các nguyên tắc về vẻ nên thơ. Tôi không thích cây cối bị gãy khúc, vặn vẹo, xơ xác. Tôi say mê những cây cao hùng vĩ, vút thẳng, sum suê lá cành. Tôi không thích những ngôi nhà nghỉ hư hại, đổ nát. Tôi không yêu dây tầm gai, cây kẽ, hoặc thạch nam. Tôi yêu một nông tranh ấm cúng hơn là một tháp canh; những dãy làng ngăn nắp an bình hơn là những thảo khấu anh dũng nhất thế gian.","""İnancım o ki,"" dedi Edward, ""güzel bir manzaradaki tüm hazzı gerçekten hissediyorsun söylediğin gibi. Ama bunun karşılığında ablan söylediğimden daha fazlasını hissetmediğimi kabul etmeli. Hoş bir manzarayı severim, ama resimsel ilkelerle değil. Eğri büğrü, göçmüş ağaçları sevmem. Uzun, dik ve sıhhatlilerse daha çok hayran olurum. Harap olmuş, döküntü kulübeleri sevmem. Isırganlara, devedikenlerine ya da kır çiçeklerine ilgim yoktur. Sıcak bir köy evi gözlem kulesinden daha çok hoşuma gider —derli toplu, keyifli köylüler alayı beni dünyadaki en şık haydutlardan daha çok mutlu eder.","—Estoy convencido —dijo Edward— de que frente a un hermoso panorama realmente sientes todo el placer que dices sentir. Pero, a cambio, tu hermana debe permitirme no sentir más del que declaro. Me gusta una hermosa vista, pero no según los principios de lo pintoresco. No me gustan los árboles contraídos, retorcidos, marchitos. Mi admiración es mucho mayor cuando son altos, rectos y están en flor. No me gustan las cabañas en ruinas, destartaladas. No soy aficionado a las ortigas o a los cardos o a los brezales. Me da mucho más placer una acogedora casa campesina que una atalaya; y un grupo de aldeanos pulcros y felices me agrada mucho más que los mejores bandidos del mundo.","Edward said: - I believe you truly feel a certain delight with a delicate landscape that you think you have perceived. But, in response, your sister must allow me to feel nothing other than what I describe. I like delicate landscapes, but not based on principles of poetic beauty. I do not like trees that are broken, twisted, and withered. I am fascinated by tall, majestic trees, straight and lush with foliage. I do not like ruined, dilapidated cottages. I do not love brambles, nettles, or heather. I love a cozy farmhouse more than a watchtower; orderly, peaceful villages more than the most valiant bandits in the world.","""My belief is,"" said Edward, ""you truly feel all the pleasure of a beautiful view as you say. But in return, your sister must accept that I do not feel more than what I have stated. I like a pleasant view, but not by pictorial principles. I do not like crooked, decayed trees. I admire them more if they are tall, straight, and healthy. I do not like dilapidated, rundown cottages. I have no interest in nettles, thistles, or wildflowers. A warm village house pleases me more than an observation tower — a neat, cheerful procession of villagers makes me happier than the most stylish bandits in the world.""","—I am convinced —said Edward— that in front of a beautiful landscape you truly feel all the pleasure you say you feel. But, in return, your sister must allow me not to feel more than I declare. I like a beautiful view, but not according to the principles of the picturesque. I do not like gnarled, twisted, withered trees. My admiration is much greater when they are tall, straight, and in bloom. I do not like ruined, dilapidated cottages. I am not fond of nettles or thistles or heaths. A cozy farmhouse gives me much more pleasure than a watchtower; and a group of neat and happy villagers pleases me much more than the best bandits in the world."
507,"['john', 'sir john']",,"Sir John never came to the Dashwoods without either inviting them to dine at the park the next day, or to drink tea with them that evening. On the present occasion, for the better entertainment of their visitor, towards whose amusement he felt himself bound to contribute, he wished to engage them for both.","Ngài John không bao giờ thăm viếng gia đình Daswood mà không mời họ đến dùng bữa hôm sau, hoặc dùng trà vào tối hôm ấy. Vào dịp này, để anh khách được vui hơn và ông cũng vui vì có đóng góp, ông mời cả anh cùng đến.",Sir John'un Dashvvoodlar'a gelip de onları ertesi gün Park'a yemeğe ya da o akşam çaya davet etmeden gittiği vaki değildi. Şimdi de misafirlerini daha iyi ağırlamalarına katkısı olsun diye onları hem yemeğe hem çaya davet etti.,"Sir John nunca llegaba a casa de las Dashwood sin invitarlas ya fuera a cenar en la finca al día siguiente, o tomar té con ellos esa misma tarde. En la ocasión actual, para distracción de su huésped a cuyo esparcimiento se sentía obligado a contribuir, quiso comprometerlos para ambos.","Mr. John never visited the Daswood family without inviting them to dinner the next day, or to tea that evening. On this occasion, to make the guest happier and because he himself was pleased to contribute, he invited the guest to join as well.","It was never the case that Sir John came to the Dashwoods without inviting them to dinner at the Park the next day or to tea that evening. This time, to better entertain his guests, he invited them both to dinner and to tea.","Sir John never arrived at the Dashwoods' home without inviting them either to dine at the estate the next day or to have tea with them that same afternoon. On the current occasion, for the distraction of his guest to whose entertainment he felt obliged to contribute, he wanted to commit them to both."
518,"['willoughby', 'mr willoughby']",,"""Well then; I guess that Mr. Willoughby hunts.""","- Thế thì, tôi đoán anh Willoughby thích đi săn.","""Pekala; tahminimce Mr Willoughby avcı.","—Pues bien, adivino que el señor Willoughby practica la caza.","- So, I guess Mr. Willoughby likes hunting.","""Alright; I suppose Mr. Willoughby is a hunter.""""","—Well then, I guess that Mr. Willoughby practices hunting."
519,['marianne'],,"Marianne was surprised and confused, yet she could not help smiling at the quiet archness of his manner, and after a moment's silence, said,","Marianne ngạc nhiên và ngượng ngùng, tuy thế cô không thể ngăn nụ cười với vẻ tinh nghịch trầm lặng của anh. Sau một khoảnh khắc im lặng, cô nói:","Marianne şaşırdı, bocaladı; yine de davranışının sakin cilveliliği karşısında gülümsemeden edemedi ve bir anlık sessizlikten sonra şöyle dedi,","Marianne se sintió sorprendida y turbada, pero no pudo dejar de sonreír ante tan tranquila sutileza y, tras un momento de silencio, le dijo:","Marianne was surprised and embarrassed, yet she couldn't help but smile at his quiet mischievousness. After a moment of silence, she said:","Marianne was surprised, she hesitated; still, she couldn't help but smile at the calm playfulness of her behavior and after a moment of silence, she said,","Marianne felt surprised and disturbed, but she couldn't help smiling at such calm subtlety and, after a moment of silence, she said to him:"
533,"['mariann', 'marianne']",,"Such behaviour as this, so exactly the reverse of her own, appeared no more meritorious to Marianne, than her own had seemed faulty to her. The business of self–command she settled very easily;—with strong affections it was impossible, with calm ones it could have no merit. That her sister's affections WERE calm, she dared not deny, though she blushed to acknowledge it; and of the strength of her own, she gave a very striking proof, by still loving and respecting that sister, in spite of this mortifying conviction.","Đối với Marianne, tư cách này trái ngược hẳn với cô, có vẻ không đáng khen lắm cũng như tư cách của cô không khiếm khuyết lắm. Cô em xác định rất dễ dàng về tư cách tự kiềm chế: với tình cảm sâu đậm thì không đáng kiềm chế. Cô không chối cãi, nhưng đỏ mặt khi công nhận, là tình cảm của chị cô đúng là trầm tĩnh. Còn về nghị lực của riêng cô, cô cho thấy chứng cứ rõ ràng là cô vẫn yêu thương và tôn trọng chị mình.","Kendi davranışının tam tersi olan bu davranış Marianne'e kendi davranışının hatalı geldiğinden daha meziyetli gelmedi. Kendine hakim olma işini gayet kolay halletmişti -güçlü duygular olsa bu imkansız olurdu, sakin duygular olunca da zaten meziyet sayılmazdı. Ablasının duygularının sakin olduklarını inkar etmeye kalkışmıyordu, ama bunu kabul etmek yüzünü kızartıyordu; kendi duygularının gücü konusunda ise bu can sıkıcı inanca rağmen o ablayı hala severek ve ona saygı duyarak çok çarpıcı bir kanıt sunuyordu.","Tal comportamiento, tan exactamente opuesto al de ella, no le parecía a Marianne más meritorio que criticable le había parecido el propio. Del asunto del dominio sobre sí misma, dio cuenta con toda facilidad: si era imposible cuando los sentimientos eran fuertes, con los apacibles no tenía ningún mérito. Que los sentimientos de su hermana eran apacibles, no osaba negarlo, aunque le avergonzaba reconocerlo; y de la fuerza de los propios tenía una prueba incontrovertible, puesto que seguía amando y respetando a esa hermana a pesar de este humillante convencimiento.","For Marianne, this demeanor was entirely contrary to her own, seeming neither very commendable nor her own demeanor very flawed. She easily identified the demeanor of self-restraint: with deep feelings, it was not worth restraining. She did not deny, but blushed when admitting, that her sister's feelings were indeed calm. As for her own resolve, she provided clear evidence that she still loved and respected her sister.","This behavior, which was the exact opposite of her own, did not seem more virtuous to Marianne than her own behavior seemed faulty. She had handled the task of self-control quite easily - if the emotions were strong, it would have been impossible, and if the emotions were calm, it wouldn't be considered a virtue anyway. She did not attempt to deny that her sister's emotions were calm, but accepting this made her blush; despite this annoying belief about the strength of her own emotions, she still provided a very striking proof by loving and respecting her sister.","Such behavior, so exactly opposite to hers, did not seem to Marianne any more commendable than her own had seemed to her. As for the matter of self-control, she accounted for it quite easily: if it was impossible when feelings were strong, with calm ones it had no merit. That her sister's feelings were calm, she did not dare to deny, although she was ashamed to admit it; and she had incontrovertible proof of the strength of her own, since she continued to love and respect that sister despite this humiliating conviction."
545,"['señora palmer', 'mrs palmer', 'palmer']",,"Mrs. Palmer, on the contrary, who was strongly endowed by nature with a turn for being uniformly civil and happy, was hardly seated before her admiration of the parlour and every thing in it burst forth.","Ngược lại, cô vợ Palmer có tố chất vừa lịch sự vừa vui vẻ, và ngay khi ngồi xuống cô đã buột miệng ca ngợi hành lang và mọi vật.","Mrs Palmer ise, aksine, kibar ve hoşnut olma eğilimiyle donanmış biri olarak salona ve içindeki herşeye hayranlığını yağdırmaktan neredeyse fırsat bulup yerine oturamadı.","La señora Palmer, por el contrario, a quien la naturaleza había dotado con la disposición a ser invariablemente cortés y feliz, apenas había tomado asiento cuando prorrumpió en exclamaciones de admiración por la sala y todo lo que había en ella.","On the contrary, Mrs. Palmer had a disposition that was both polite and cheerful, and as soon as she sat down, she couldn't help but praise the hallway and everything in it.","Mrs. Palmer, on the other hand, endowed with a tendency to be kind and pleased, almost couldn't find the opportunity to sit down as she showered the room and everything in it with her admiration.","Mrs. Palmer, on the other hand, whom nature had endowed with a disposition to be invariably courteous and happy, had scarcely taken her seat when she burst into exclamations of admiration for the room and everything in it."
547,"['palmer', 'mr palmer']",,"Mr. Palmer made her no answer, and did not even raise his eyes from the newspaper.","Anh Palmer không trả lời cô, thậm chí không nhướng mắt khỏi trang báo.","Siz de istemez misiniz Mr Palmer? Mr Palmer cevap vermedi, hatta gözlerini gazeteden kaldırmadı bile.","¿Y a usted, señor Palmer? El señor Palmer no le respondió, y ni siquiera levantó la vista del periódico.","Mr. Palmer did not answer her, not even lifting his eyes from the newspaper.","Mr. Palmer did not reply, he did not even lift his eyes from the newspaper.","Mr. Palmer did not respond to her, and he didn't even look up from the newspaper."
548,"['anh palmer', 'palmer', 'mr palmer']",,"""Mr. Palmer does not hear me,"" said she, laughing; ""he never does sometimes. It is so ridiculous!""","Cô cười: - Anh Palmer không nghe tôi nói, đôi lúc anh chẳng bao giờ nghe. Thật là lạ lùng.","""Mr Palmer beni duymuyor,"" dedi gülerek, ""bazen duymaz işte. Çok komik!",—El señor Palmer no me escucha —dijo ella riendo—. A veces nunca lo hace. ¡Es tan cómico!,"She smiled: - Mr. Palmer doesn't listen to me, sometimes he never listens. It's really strange.","""Mr. Palmer doesn't hear me,"" she said, laughing, ""sometimes he just doesn't. So funny!""","—Mr. Palmer doesn't listen to me —she said, laughing—. Sometimes he never does. He's so funny!"
549,"['daswo', 'dashwood', 'señora dashwood', 'mrs dashvvood']",,"This was quite a new idea to Mrs. Dashwood; she had never been used to find wit in the inattention of any one, and could not help looking with surprise at them both.","Đây là điều khá mới lạ đối với bà Daswood; bà chưa quen chế giễu ai thiếu quan tâm, và không thể không lộ vẻ ngạc nhiên đối với cả hai.","Bu Mrs Dashvvood için yepyeni bir fikirdi, herhangi birinin dikkatsizliğinde zeka pırıltısı bulmaya alışkın değildi ve her ikisine de biraz şaşkınca bakmadan edemedi.","Esta era una idea absolutamente nueva para la señora Dashwood; no estaba acostumbrada a encontrar ingenio en la falta de atención de nadie, y no pudo evitar mirar con sorpresa a ambos.","This was quite new to Mrs. Daswood; she was not accustomed to mocking anyone for a lack of concern, and could not help but show surprise towards both of them.","This was a completely new idea for Mrs. Dashwood; she was not accustomed to finding a spark of intelligence in anyone's carelessness, and she couldn't help but look at both of them with a bit of astonishment.","This was an absolutely new idea for Mrs. Dashwood; she was not accustomed to finding wit in anyone's lack of attention, and could not help but look at both with surprise."
552,"['señora palmer', 'mrs palmer', 'palmer']",,"Mrs. Palmer laughed, and said it would not do her any harm.","Cô vợ Palmer cười, bảo cô không hề gì.",Mrs Palmer güldü ve bunun ona zarar vermeyeceğini söyledi.,La señora Palmer se rió y dijo que no le haría ningún daño.,Mrs. Palmer laughed and said she was fine.,Mrs. Palmer laughed and said it wouldn't harm her.,Mrs. Palmer laughed and said it wouldn't do any harm.
553,"['mrs jennings', 'jennings', 'señora jennings']",,"""She expects to be confined in February,"" continued Mrs. Jennings.",Bà Jennings tiếp: - Cô ấy sẽ phải ở cữ vào Tháng Hai.,"""Şubatta doğum bekliyor"" diye devam etti Mrs Jennings.",—Ella espera estar de parto en febrero —continuó la señora Jennings.,Mrs. Jennings continued: - She will have to be in confinement in February.,"""She is expecting to give birth in February,"" continued Mrs. Jennings.",—She expects to be in labor in February —continued Mrs. Jennings.
563,['marianne'],,"""Why should they ask us?"" said Marianne, as soon as they were gone. ""The rent of this cottage is said to be low; but we have it on very hard terms, if we are to dine at the park whenever any one is staying either with them, or with us.""","Ngay sau khi họ ra về, Marianne than van: - Tại sao họ mời chúng ta? Tiền thuê nhà nghỉ mát này nói là thấp; nhưng ta thuê qua điều kiện ngặt nghèo nếu ta phải đi ăn với họ mỗi khi có bất kỳ ai đến chơi vơi họ, hoặc họ đến chơi với mình.","""Niye bizi istesinler ki?"" dedi Marianne, onlar gider gitmez. ""Bu kulübenin kirasının düşük olduğu söyleniyor; ama onlara ya da bize her misafir geldiğinde Park'ta yemek yiyeceksek burayı çok ağır şartlarla tutmuşuz demektir.","—¿Por qué tienen que invitarnos? —dijo Marianne apenas se marcharon—. El alquiler de esta casita es considerado bajo; pero las condiciones son muy duras, si tenemos que ir a cenar a la finca cada vez que alguien se está quedando con ellos o con nosotras.","As soon as they left, Marianne lamented: - Why did they invite us? The rent for this vacation house is said to be low; but we rented it under strict conditions that we have to dine with them whenever anyone visits them, or they visit us.","""Why would they want us?"" said Marianne, as soon as they left. ""It is said that the rent of this cottage is low; but if every time they or we have guests we are to dine at the Park, it means we have taken this place under very harsh conditions.""",". ""Why do they have to invite us?"" said Marianne as soon as they left. ""The rent for this little house is considered low; but the conditions are very harsh if we have to go dine at the estate every time someone is staying with them or with us."""
564,['elinor'],,"""They mean no less to be civil and kind to us now,"" said Elinor, ""by these frequent invitations, than by those which we received from them a few weeks ago. The alteration is not in them, if their parties are grown tedious and dull. We must look for the change elsewhere.""","Elinor nói: - Qua những lời mời thường xuyên này, họ không có ý kém lịch sự hoặc tử tế so với những lời mời vài tuần trước. Chính họ không thay đổi nếu những buổi họp mặt của họ trở nên nhọc nhằn và nhạt nhẽo. Ta phải tìm sự thay đổi nơi khác.","""Bu sık davetlerle bize karşı kibar ve nazik olmaktan başka amaçlan yok,"" dedi Elinor; ""onlardan birkaç hafta önce aldığımız davetler nasılsa bunlar da öyle. Arkadaşlıklan sıkıcı ve donuk olduysa onlar değiştiklerinden değil. Değişimi başka yerde aramamız lazım.","—No pretenden ser menos corteses y gentiles con nosotros ahora, con estas continuas invitaciones —dijo Elinor— que con las que recibimos hace unas pocas semanas. Si sus reuniones se han vuelto tediosas e insulsas, no son ellos los que han cambiado. Debemos buscar ese cambio en otro lugar.","Elinor said: - Through these frequent invitations, they are no less polite or kind compared to the invitations from a few weeks ago. It is not they who have changed if their gatherings have become tedious and dull. We must seek the change elsewhere.","""These frequent invitations have no other purpose than to be polite and courteous to us,"" said Elinor; ""these are just like the invitations we received a few weeks ago. If their friendships have become boring and dull, it is not because they have changed. We need to look for the change elsewhere.""","—They do not intend to be less courteous and kind to us now, with these continuous invitations —said Elinor— than they were with those we received a few weeks ago. If their gatherings have become tedious and dull, it is not they who have changed. We must look for that change elsewhere."
576,['marianne'],,Marianne looked very grave and said nothing.,Marianne lộ vẻ rất nghiêm nghị và không nói gì.,Marianne çok ciddi göründü ve bir şey demedi.,"Marianne puso una cara muy seria, y no dijo nada.",Marianne appeared very serious and said nothing.,Marianne looked very serious and said nothing.,Marianne put on a very serious face and said nothing.
577,"['palmer—', 'mrs palmer', 'palmer']",,"""Oh, don't be so sly before us,"" said Mrs. Palmer; ""for we know all about it, I assure you; and I admire your taste very much, for I think he is extremely handsome. We do not live a great way from him in the country, you know. Not above ten miles, I dare say.""","Cô Palmer nói: - Này, cô không nên kín đáo với chúng tôi, vì chúng tôi đã biết cả rồi, nói cho cô an tâm; và tôi rất ngưỡng mộ khiếu thẩm mỹ của cô, vì tôi nghĩ anh ấy vô cùng đẹp trai. Cô biết không, chúng tôi ngụ không cách xa anh ấy lắm, - tôi có thể nói không quá mười dặm.","""Hadi, bizim önümüzde böyle huysuzluk yapmayın,"" dedi Mrs Palmer; ""herşeyi biliyoruz çünkü, inanın; zevkinize de ziyadesiyle hayranım, çünkü ben de onu çok yakışıklı buluyorum. Köydeki yerimiz ondan çok uzak değil, biliyor musunuz. En fazla on mildir herhalde.","—Ah, no disimule tanto con nosotros —dijo la señora Palmer—, porque le aseguro que sabemos todo al respecto; y admiro mucho su gusto, pues pienso que él es extremadamente apuesto. Sabe usted, no vivimos a mucha distancia de él en el campo; me atrevería a decir que a no más de diez millas.","Ms. Palmer said: - Hey, you shouldn't be so secretive with us, because we already know everything, just to put you at ease; and I really admire your taste, because I think he is incredibly handsome. You know, we don't live very far from him - I can say not more than ten miles.","""Come on, don't be so grumpy in front of us,"" said Mrs. Palmer; ""we know everything, believe me; I also greatly admire your taste because I find him very handsome too."" ""Our place in the village is not very far from him, you know."" ""It is probably no more than ten miles.""""","—Ah, don't pretend so much with us —said Mrs. Palmer—, because I assure you that we know everything about it; and I greatly admire your taste, as I think he is extremely handsome. You know, we don't live very far from him in the countryside; I would dare to say no more than ten miles."
580,"['señor palmer', 'palmer', 'mr palmer']",,"""As vile a spot as I ever saw in my life,"" said Mr. Palmer.",Anh Palmer nói: - Một nơi kinh tởm nhất chưa từng thấy.,"""Hayatımda gördüğüm en berbat yer,"" dedi Mr Palmer.",—Uno de los lugares más detestables que he visto en mi vida —dijo el señor Palmer.,Mr. Palmer said: - A most disgusting place never seen before.,"""The worst place I've ever seen in my life,"" said Mr. Palmer.",—One of the most detestable places I have seen in my life —said Mr. Palmer.
581,['marianne'],,"Marianne remained perfectly silent, though her countenance betrayed her interest in what was said.","Marianne hoàn toàn giữ im lặng, mặc dù vẻ mặt cô cho thấy cô chú ý lắng nghe câu chuyện của họ.","Marianne sessiz kaldı, yüzü söylenenlere ilgi duyduğunu ele verse de.","Marianne se mantuvo en perfecto silencio, aunque su semblante traicionaba su interés en lo que decían.","Marianne remained completely silent, although her expression showed that she was attentively listening to their conversation.","Marianne remained silent, even though her face betrayed an interest in what was being said.","Marianne remained in perfect silence, although her expression betrayed her interest in what was being said."
