Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['lord henry', 'henry']",<output>england</output>,<output>newton</output>,<output>newton</output>,<output>newton</output>,0,0.18,0,0.18,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['erskine', 'mr erskine', 'erskine—']",<output>emily</output>,<output>shakespeare</output>,<output>emily</output>,<output>heathcliff</output>,0,0.14,0,0.17,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>frangipanni</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>emily</output>,0,0.16,0,0.14,0,0.13,0,0.15,incorrect,incorrect,incorrect,incorrect
"['henr', 'harry']",<output>elizabeth</output>,<output>shakespeare</output>,<output>elizabeth</output>,<output>plato</output>,0,0.07,0,0.19,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['basil', 'sibyl']",<output>shylock</output>,<output>dorian</output>,<output>heathcliff</output>,<output>shakespeare</output>,0,0.21,0,0.07,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['basil'],<output>mr. darcy</output>,<output>shakespeare</output>,<output>heathcliff</output>,<output>shakespeare</output>,0,0.06,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['sibyl'],<output>algernon</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>shakespeare</output>,0,0.07,0,0.13,0,0.07,0,0.06,incorrect,incorrect,incorrect,incorrect
['sibyl'],<output>mr. darcy</output>,<output>dorian</output>,<output>elizabeth</output>,<output>mr. darcy</output>,0,0.06,0,0.07,0,0.13,0,0.06,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry', 'lord henry—']",<output>charlotte</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.17,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>london</output>,<output>anton</output>,<output>henry</output>,<output>lucas</output>,0,0.24,0,0.12,0,0.38,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>leonardo</output>,<output>psyche</output>,<output>psyche</output>,<output>adonis</output>,0,0.28,0,0.18,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>heathcliff</output>,<output>hamlet</output>,<output>elizabeth</output>,<output>london</output>,0,0.16,0,0.15,0,0.13,0,0.24,incorrect,incorrect,incorrect,incorrect
['harry'],<output>algernon</output>,<output>shakespeare</output>,<output>heathcliff</output>,<output>marlowe</output>,0,0.13,0,0.18,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>shakespeare</output>,<output>shakespeare</output>,<output>shakespeare</output>,<output>shakespeare</output>,0,0.18,0,0.18,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>marlow</output>,<output>heathcliff</output>,<output>tom</output>,<output>marlowe</output>,0,0.14,0,0.12,0,0.08,0,0.13,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",<output>edgar allan poe</output>,<output>edgar</output>,<output>triển</output>,<output>emily</output>,0,0.23,0,0.15,0,0.29,0,0.18,incorrect,incorrect,incorrect,incorrect
"['george petit4', 'george petit', 'georges petit']",<output>daumier</output>,<output>michel</output>,<output>christophe</output>,<output>monet</output>,0,0.28,0,0.29,0,0.25,0,0.3,incorrect,incorrect,incorrect,incorrect
['hallward'],<output>emily</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.07,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>medici</output>,<output>leonardo</output>,<output>leonardo</output>,<output>beatriz</output>,0,0.14,0,0.13,0,0.13,0,0.2,incorrect,incorrect,incorrect,incorrect
"['hubbard', 'mr hubbard']",<output>emma</output>,<output>emily</output>,<output>emily</output>,<output>leonardo</output>,0,0.14,0,0.12,0,0.12,0,0.25,incorrect,incorrect,incorrect,incorrect
"['hubbard', 'hubbar', 'mr hubbard']",<output>heathcliff</output>,<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.12,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>wilde</output>,<output>epicurus</output>,<output>confucius</output>,<output>plato</output>,0,0.15,0,0.14,0,0.11,0,0.15,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",<output>dorian</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.41,0,0.13,0,0.24,0,0.19,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",<output>shakespeare</output>,<output>adem</output>,<output>heathcliff</output>,<output>shakespeare</output>,0,0.12,0,0.15,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>heathcliff</output>,<output>scarlett</output>,<output>heathcliff</output>,<output>emily</output>,0,0.12,0,0.13,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",<output>god</output>,<output>arthur</output>,<output>god</output>,<output>god</output>,0,0.16,0,0.14,0,0.16,0,0.16,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",<output>mr. darcy</output>,<output>emily</output>,<output>emily</output>,<output>julian</output>,0,0.13,0,0.15,0,0.15,0,0.28,incorrect,incorrect,incorrect,incorrect
['dorian gray'],<output>dorian</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>beatriz</output>,0,0.41,0,0.13,0,0.19,0,0.2,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>stephen</output>,<output>heidi</output>,<output>harry</output>,<output>harry</output>,0,0.13,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['dorian gray'],<output>mr. darcy</output>,<output>dorian</output>,<output>tom</output>,<output>edward</output>,0,0.2,0,0.41,0,0.08,0,0.14,incorrect,incorrect,incorrect,incorrect
"['henry wotton', 'lord henry wotton', 'henry wotto']",<output>dorian</output>,<output>heathcliff</output>,<output>dimmesdale</output>,<output>lucas</output>,0,0.34,0,0.27,0,0.25,0,0.3,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",<output>god</output>,<output>hamlet</output>,<output>jesus</output>,<output>god</output>,0,0.16,0,0.14,0,0.07,0,0.16,incorrect,incorrect,incorrect,incorrect
"['campbell', 'y run']",<output>scrooge</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>marlowe</output>,0,0.15,0,0.11,0,0.11,0,0.15,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",<output>dorian</output>,<output>heathcliff</output>,<output>tom</output>,<output>lucas</output>,0,0.41,0,0.12,0,0.08,0,0.14,incorrect,incorrect,incorrect,incorrect
['campbell'],<output>edward</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>emily</output>,0,0.13,0,0.11,0,0.18,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>mr. darcy</output>,<output>john</output>,<output>nguyễn</output>,<output>emily</output>,0,0.28,0,0.19,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
"['madam ferrol', 'ferroll', 'ferrol', 'madame de ferrol']",<output>lydia</output>,<output>scarlett</output>,<output>beau</output>,<output>elizabeth</output>,0,0.14,0,0.16,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>elizabeth</output>,<output>shakespeare</output>,<output>nguyễn</output>,<output>emma</output>,0,0.13,0,0.18,0,0.18,0,0.13,incorrect,incorrect,incorrect,incorrect
"['ruxton', 'leydi ruxton', 'lady ruxton']",<output>scarlett</output>,<output>elizabeth</output>,<output>ngọc</output>,<output>maría</output>,0,0.22,0,0.22,0,0.22,0,0.24,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry', 'lord henry—']",<output>wilde</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.15,0,0.14,0,0.18,0,0.13,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",<output>emma</output>,<output>emily</output>,<output>hoàng</output>,<output>julia</output>,0,0.15,0,0.15,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",<output>dorian</output>,<output>edgar allan poe</output>,<output>nguyễn</output>,<output>shakespeare</output>,0,0.41,0,0.23,0,0.24,0,0.12,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>marley</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>al</output>,0,0.14,0,0.12,0,0.14,0,0.16,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>scrooge</output>,<output>lucy</output>,<output>lucas</output>,<output>lucifer</output>,0,0.13,0,0.07,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
['dorian gray'],<output>bill</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>lucas</output>,0,0.15,0,0.12,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
['dorian gray'],<output>heathcliff</output>,<output>god</output>,<output>nguyễn</output>,<output>arthur</output>,0,0.12,0,0.15,0,0.24,0,0.18,incorrect,incorrect,incorrect,incorrect
['james vane'],<output>dorian</output>,<output>emily</output>,<output>tom</output>,<output>emily</output>,0,0.15,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>sebastian</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>winston</output>,0,0.25,0,0.12,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
"['sir geoffrey—', 'geoffrey', 'sir geoffrey']",<output>tom</output>,<output>george</output>,<output>john</output>,<output>tom</output>,0,0.07,0,0.32,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>heathcliff</output>,<output>god</output>,<output>tom</output>,<output>lucifer</output>,0,0.12,0,0.15,0,0.08,0,0.13,incorrect,incorrect,incorrect,incorrect
['harry'],<output>victor</output>,<output>god</output>,<output>heathcliff</output>,<output>god</output>,0,0.07,0,0.0,0,0.12,0,0.0,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>mr. gardener</output>,<output>emily</output>,<output>nguyễn</output>,<output>dr. jekyll</output>,0,0.31,0,0.15,0,0.18,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry', 'lord henry—', 'henry cười']",<output>emma</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.16,0,0.14,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
['dorian'],<output>frankenstein</output>,<output>heathcliff</output>,<output>tom</output>,<output>emily</output>,0,0.23,0,0.12,0,0.08,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>estella</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>scarlett</output>,0,0.14,0,0.14,0,0.18,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>abraham</output>,<output>heathcliff</output>,<output>dimmesdale</output>,<output>lucas</output>,0,0.18,0,0.16,0,0.13,0,0.15,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",<output>marlowe</output>,<output>macbeth</output>,<output>arthur</output>,<output>edgar</output>,0,0.14,0,0.14,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",<output>christ</output>,<output>jesus</output>,<output>emily</output>,<output>marble</output>,0,0.15,0,0.12,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
