Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['bowles', 'bowles—', 'bayan bowles']",<output>charlie</output>,<output>holden</output>,<output>dimmesdale</output>,<output>shakespeare</output>,0,0.2,0,0.21,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['montag'],<output>god</output>,<output>god</output>,<output>god</output>,<output>atlas</output>,0,0.23,0,0.23,0,0.23,0,0.21,incorrect,incorrect,incorrect,incorrect
['montag'],<output>macomber</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>atatürk</output>,0,0.19,0,0.18,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
['beatty'],<output>scarlett</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.19,0,0.21,0,0.15,0,0.21,incorrect,incorrect,incorrect,incorrect
['montag'],<output>emily</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.21,0,0.18,0,0.21,0,0.18,incorrect,incorrect,incorrect,incorrect
['montag'],<output>abner</output>,<output>emily</output>,<output>heathcliff</output>,<output>ali</output>,0,0.21,0,0.21,0,0.18,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>montag</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.41,0,0.22,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>heathcliff</output>,<output>emily</output>,<output>heathcliff</output>,<output>ali</output>,0,0.18,0,0.21,0,0.18,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,<output>ali</output>,0,0.18,0,0.21,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>montparnasse</output>,<output>emily</output>,<output>nguyễn</output>,<output>ali</output>,0,0.29,0,0.21,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>orson welles</output>,<output>howard</output>,<output>nguyễn</output>,<output>war</output>,0,0.17,0,0.21,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>harry</output>,<output>john</output>,<output>nguyễn</output>,<output>atatürk</output>,0,0.21,0,0.22,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
['montag'],<output>herbie</output>,<output>mustang</output>,<output>con</output>,<output>herbert</output>,0,0.14,0,0.27,0,0.23,0,0.13,incorrect,incorrect,incorrect,incorrect
['montag'],<output>gregor</output>,<output>god</output>,<output>nguyễn</output>,<output>god</output>,0,0.21,0,0.23,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>gregor</output>,<output>john</output>,<output>nguyễn</output>,<output>scarab</output>,0,0.21,0,0.22,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
['montag'],<output>god</output>,<output>emily</output>,<output>đáng</output>,<output>john</output>,0,0.23,0,0.21,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>gregor</output>,<output>emily</output>,<output>paris</output>,<output>shen</output>,0,0.21,0,0.21,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>heathcliff</output>,<output>scarlett</output>,<output>emily</output>,<output>emily</output>,0,0.18,0,0.19,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
['montag'],<output>gene</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>john</output>,0,0.22,0,0.18,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>paul</output>,<output>shatranj</output>,<output>nguyễn</output>,<output>shah</output>,0,0.22,0,0.19,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>fahrenheit</output>,<output>montag</output>,<output>god</output>,<output>shakespeare</output>,0,0.18,0,0.41,0,0.23,0,0.18,incorrect,incorrect,incorrect,incorrect
"['montag', 'montag tiến']",<output>lord of the flies</output>,<output>god</output>,<output>thoreau</output>,<output>arin</output>,0,0.27,0,0.26,0,0.23,0,0.25,incorrect,incorrect,incorrect,incorrect
['montag'],<output>levi</output>,<output>george</output>,<output>nguyễn</output>,<output>john</output>,0,0.15,0,0.21,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['montag'],<output>heathcliff</output>,<output>john</output>,<output>nguyễn</output>,<output>ali</output>,0,0.18,0,0.22,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>montag</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>god</output>,0,0.41,0,0.18,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>godzilla</output>,<output>john</output>,<output>nguyễn</output>,<output>ortalia</output>,0,0.19,0,0.22,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
['granger'],<output>geppetto</output>,<output>geppetto</output>,<output>nguyễn</output>,<output>michelangelo</output>,0,0.12,0,0.12,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
['granger'],<output>oppenheimer</output>,<output>wernher</output>,<output>wernher von braun</output>,<output>wernher</output>,0,0.17,0,0.13,0,0.15,0,0.13,incorrect,incorrect,incorrect,incorrect
['montag'],<output>guernica</output>,<output>john</output>,<output>nguyễn</output>,<output>god</output>,0,0.19,0,0.22,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['montag'],<output>wilfred owen</output>,<output>god</output>,<output>nguyễn</output>,<output>adam</output>,0,0.17,0,0.23,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['granger'],<output>marlow</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.07,0,0.06,0,0.2,0,0.07,incorrect,incorrect,incorrect,incorrect
"['granger', 'george—']",<output>john</output>,<output>marx</output>,<output>dimmesdale</output>,<output>marx</output>,0,0.07,0,0.14,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
