Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
['gretel'],<output>madame</output>,<output>charles</output>,<output>nguyễn</output>,<output>charles</output>,0,0.14,0,0.2,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
"['brun', 'bruno']",<output>emma</output>,<output>emily</output>,<output>emma</output>,<output>emily</output>,0,0.15,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['bruno—', 'bruno']",<output>george</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>scarlett</output>,0,0.14,0,0.13,0,0.21,0,0.13,incorrect,incorrect,incorrect,incorrect
"['padre', 'bruno']",<output>god</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.16,0,0.12,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>scrooge</output>,<output>heathcliff</output>,<output>emma</output>,<output>emily</output>,0,0.13,0,0.12,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>harry</output>,<output>max</output>,<output>quốc</output>,<output>medea</output>,0,0.15,0,0.16,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>walter</output>,<output>adolf</output>,<output>harry</output>,<output>adolf</output>,0,0.14,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>mr. darcy</output>,<output>anna</output>,<output>harry</output>,<output>winston</output>,0,0.12,0,0.07,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['bruno—', 'bruno']",<output>swan</output>,<output>john</output>,<output>nguyễn</output>,<output>emily</output>,0,0.23,0,0.23,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>john</output>,<output>john</output>,<output>ngọc</output>,<output>maría</output>,0,0.23,0,0.23,0,0.23,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>tom</output>,<output>tom</output>,<output>harry</output>,<output>tom</output>,0,0.16,0,0.16,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>elizabeth</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.13,0,0.15,0,0.23,0,0.15,incorrect,incorrect,incorrect,incorrect
"['maria', 'maría']",<output>emma</output>,<output>john</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.15,0,0.0,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>tom</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.16,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['pavel'],<output>emma</output>,<output>emily</output>,<output>tom</output>,<output>maría</output>,0,0.15,0,0.22,0,0.08,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>harry</output>,<output>scarlett</output>,<output>edward</output>,<output>emily</output>,0,0.15,0,0.13,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['maria', 'maría']",<output>winston</output>,<output>tom</output>,<output>nguyễn</output>,<output>jesus</output>,0,0.07,0,0.08,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>colonel</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.2,0,0.15,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>heathcliff</output>,<output>scarlett</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.13,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['gretel'],<output>george</output>,<output>heathcliff</output>,<output>harry</output>,<output>albert</output>,0,0.28,0,0.18,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>tom</output>,<output>scarlett</output>,<output>tom</output>,<output>emma</output>,0,0.16,0,0.13,0,0.16,0,0.15,incorrect,incorrect,incorrect,incorrect
['gretel'],<output>emma</output>,<output>emily</output>,<output>harry</output>,<output>don quixote</output>,0,0.15,0,0.14,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
['gretel'],<output>matilda</output>,<output>emily</output>,<output>nguyễn</output>,<output>shakespeare</output>,0,0.13,0,0.14,0,0.21,0,0.18,incorrect,incorrect,incorrect,incorrect
['gretel'],<output>holden</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.14,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>jo</output>,<output>scarlett</output>,<output>scarlett</output>,<output>emma</output>,0,0.17,0,0.13,0,0.13,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>ben</output>,<output>john</output>,<output>nguyễn</output>,<output>long john silver</output>,0,0.16,0,0.23,0,0.21,0,0.11,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>harry</output>,<output>elizabeth</output>,<output>arthur</output>,<output>john</output>,0,0.15,0,0.13,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>colonel</output>,<output>emily</output>,<output>nguyễn</output>,<output>maría</output>,0,0.21,0,0.15,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>heathcliff</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>abel</output>,0,0.12,0,0.12,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>hitler</output>,<output>anna</output>,<output>harry</output>,<output>marie</output>,0,0.14,0,0.23,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['gretel'],<output>emma</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>julian</output>,0,0.15,0,0.19,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
"['bruno', 'do thái']",<output>hitler</output>,<output>abraham</output>,<output>frank</output>,<output>esther</output>,0,0.27,0,0.26,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>job</output>,<output>jesus</output>,<output>ngọc</output>,<output>hitler</output>,0,0.16,0,0.15,0,0.23,0,0.14,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>gregor</output>,<output>frankenstein</output>,<output>dorian</output>,<output>frankenstein</output>,0,0.14,0,0.12,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>frankenstein</output>,<output>emily</output>,<output>harry</output>,<output>lucas</output>,0,0.12,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>harry</output>,<output>holden</output>,<output>harry</output>,<output>emily</output>,0,0.15,0,0.21,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>god</output>,<output>emily</output>,<output>emily</output>,<output>jesus</output>,0,0.08,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>harry</output>,<output>scarlett</output>,<output>heathcliff</output>,<output>heathcliff</output>,0,0.14,0,0.13,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>john</output>,<output>emily</output>,<output>tom</output>,<output>heathcliff</output>,0,0.15,0,0.14,0,0.15,0,0.12,incorrect,incorrect,incorrect,incorrect
"['shmuel', 'shmuel—']",<output>harry</output>,<output>emily</output>,<output>nguyễn</output>,<output>shane</output>,0,0.14,0,0.14,0,0.14,0,0.21,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>harry</output>,<output>holden</output>,<output>emily</output>,<output>emily</output>,0,0.15,0,0.21,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>stanley</output>,<output>scarlett</output>,<output>tom</output>,<output>john</output>,0,0.21,0,0.13,0,0.16,0,0.23,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>tom</output>,<output>emily</output>,<output>tom</output>,<output>elizabeth</output>,0,0.16,0,0.15,0,0.16,0,0.13,incorrect,incorrect,incorrect,incorrect
['shmuel'],<output>tom</output>,<output>emily</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.15,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['bruno'],<output>john</output>,<output>tom</output>,<output>tom</output>,<output>tom</output>,0,0.23,0,0.16,0,0.16,0,0.16,incorrect,incorrect,incorrect,incorrect
