Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['tarık', 'tariq']",<output>butch</output>,<output>hamlet</output>,<output>scarlett</output>,<output>john</output>,0,0.07,0,0.14,0,0.2,0,0.08,incorrect,incorrect,incorrect,incorrect
"['abdül şerif', 'abdul sharif']",<output>malala</output>,<output>ali</output>,<output>malala</output>,<output>malala</output>,0,0.14,0,0.16,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",<output>lydia</output>,<output>hamlet</output>,<output>emily</output>,<output>elizabeth</output>,0,0.14,0,0.14,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",<output>mercedes</output>,<output>mercedes</output>,<output>mercedes</output>,<output>mercedes</output>,0,0.2,0,0.2,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",<output>rasheed</output>,<output>stephen</output>,<output>rasheed</output>,<output>emily</output>,0,0.14,0,0.07,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>emily</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.15,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>estella</output>,<output>scarlett</output>,<output>dimmesdale</output>,<output>aditya</output>,0,0.21,0,0.13,0,0.12,0,0.21,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",<output>john</output>,<output>john</output>,<output>john</output>,<output>maría</output>,0,0.08,0,0.08,0,0.08,0,0.22,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",<output>afghanistan</output>,<output>abraham lincoln</output>,<output>osama</output>,<output>abdul</output>,0,0.18,0,0.21,0,0.14,0,0.07,incorrect,incorrect,incorrect,incorrect
"['mariam hiểu', 'meryem', 'mariam']",<output>she</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.25,0,0.22,0,0.16,0,0.16,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",<output>osama</output>,<output>osama</output>,<output>osama</output>,<output>kabul</output>,0,0.15,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",<output>abdul</output>,<output>emily</output>,<output>nguyễn</output>,<output>alhambra</output>,0,0.15,0,0.15,0,0.07,0,0.2,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",<output>chicago</output>,<output>emily</output>,<output>nguyễn</output>,<output>adam</output>,0,0.14,0,0.15,0,0.07,0,0.15,incorrect,incorrect,incorrect,incorrect
"['jalil', 'yalil', 'celil']",<output>estella</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.21,0,0.22,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
"['zalmay', 'zalmai']",<output>tom</output>,<output>jesus</output>,<output>lucas</output>,<output>lucy</output>,0,0.08,0,0.0,0,0.07,0,0.15,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>sethe</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.07,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['tarık', 'iariq', 'tariq']",<output>john</output>,<output>adam</output>,<output>nguyễn</output>,<output>carlos</output>,0,0.08,0,0.15,0,0.07,0,0.21,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",<output>malala</output>,<output>ali</output>,<output>abdul</output>,<output>abdul</output>,0,0.14,0,0.24,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",<output>paul</output>,<output>adana</output>,<output>nguyễn</output>,<output>john</output>,0,0.15,0,0.15,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
"['zalmay', 'zalmai', 'zalma']",<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.18,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila', 'lail']",<output>emma</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.15,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>emily</output>,<output>emily</output>,<output>trần</output>,<output>emily</output>,0,0.15,0,0.15,0,0.08,0,0.15,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",<output>elizabeth</output>,<output>scarlett</output>,<output>estella</output>,<output>elizabeth</output>,0,0.12,0,0.13,0,0.13,0,0.12,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>leonardo</output>,<output>hande</output>,<output>emily</output>,<output>adonis</output>,0,0.2,0,0.07,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
"['hamza', 'hamza uzunca']",<output>godot</output>,<output>emily</output>,<output>ngọc</output>,<output>emma</output>,0,0.14,0,0.18,0,0.3,0,0.22,incorrect,incorrect,incorrect,incorrect
"['celil han', 'jalil khan', 'yalil jan']",<output>mr. darcy</output>,<output>mary</output>,<output>nguyễn</output>,<output>jesus</output>,0,0.07,0,0.08,0,0.12,0,0.08,incorrect,incorrect,incorrect,incorrect
"['laila', 'leyla co']",<output>kolba</output>,<output>orhan</output>,<output>heathcliff</output>,<output>dracula</output>,0,0.2,0,0.13,0,0.14,0,0.19,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",<output>miss</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.08,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
