Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['miss manette', 'mane', 'manette']",<output>mr. darcy</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>mr. darcy</output>,0,0.26,0,0.18,0,0.27,0,0.26,incorrect,incorrect,incorrect,incorrect
"['madame defarge', 'defarge', 'madam defarge']",<output>madame defarge</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.62,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['lorr', 'lorry']",<output>frankenstein</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>don quixote</output>,0,0.12,0,0.13,0,0.13,0,0.06,incorrect,incorrect,incorrect,incorrect
"['miss manette', 'manette', 'señorita manette']",<output>god</output>,<output>john</output>,<output>ngọc</output>,<output>arthur</output>,0,0.22,0,0.22,0,0.22,0,0.26,incorrect,incorrect,incorrect,incorrect
"['jerry', 'jeremías lapa']",<output>elizabeth</output>,<output>heathcliff</output>,<output>dimmesdale</output>,<output>adam</output>,0,0.2,0,0.15,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['darna', 'darnay', 'mr darnay']",<output>elizabeth</output>,<output>hamlet</output>,<output>elizabeth</output>,<output>carlos</output>,0,0.06,0,0.08,0,0.06,0,0.14,incorrect,incorrect,incorrect,incorrect
"['carton—replicó lorry', 'mr lorry', 'lorry']",<output>franklin</output>,<output>steve</output>,<output>god</output>,<output>scarlett</output>,0,0.25,0,0.16,0,0.17,0,0.3,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>frankenstein</output>,<output>emily</output>,<output>hoang</output>,<output>maría</output>,0,0.19,0,0.14,0,0.17,0,0.21,incorrect,incorrect,incorrect,incorrect
"['darnay', 'mr darnay']",<output>mr. darcy</output>,<output>tom</output>,<output>carton</output>,<output>don pedro</output>,0,0.4,0,0.09,0,0.21,0,0.12,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette', 'doktor manette']",<output>frankenstein</output>,<output>freud</output>,<output>nguyễn</output>,<output>dr. moreau</output>,0,0.37,0,0.22,0,0.27,0,0.29,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>mr. bingley</output>,<output>emily</output>,<output>lucie</output>,<output>emma</output>,0,0.28,0,0.2,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
"['manette', 'doktor manette']",<output>charles</output>,<output>heathcliff</output>,<output>hoàng</output>,<output>lucy</output>,0,0.26,0,0.24,0,0.39,0,0.29,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",<output>estella</output>,<output>emily</output>,<output>emma</output>,<output>emily</output>,0,0.14,0,0.19,0,0.15,0,0.19,incorrect,incorrect,incorrect,incorrect
['darnay'],<output>elizabeth</output>,<output>emily</output>,<output>hoàng</output>,<output>emily</output>,0,0.06,0,0.07,0,0.14,0,0.07,incorrect,incorrect,incorrect,incorrect
"['darnay', 'mr darnay']",<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.06,0,0.06,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['monsieur the marquis', 'marqués', 'mösyö marki', 'ngài hầu']",<output>heathcliff</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>king</output>,0,0.21,0,0.24,0,0.28,0,0.24,incorrect,incorrect,incorrect,incorrect
"['monsieur gabelle', 'mösyö gabelle', 'gabelle', 'gambelle']",<output>mr. guppy</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.19,0,0.21,0,0.26,0,0.21,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>eve</output>,<output>adam</output>,<output>elizabeth</output>,<output>eden</output>,0,0.08,0,0.18,0,0.12,0,0.18,incorrect,incorrect,incorrect,incorrect
"['manette', 'doktor manette']",<output>emma</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.34,0,0.3,0,0.3,0,0.3,incorrect,incorrect,incorrect,incorrect
"['manette', 'doktor manette']",<output>lucy</output>,<output>god</output>,<output>elizabeth</output>,<output>heaven</output>,0,0.29,0,0.24,0,0.3,0,0.27,incorrect,incorrect,incorrect,incorrect
"['miss manette', 'lucía', 'manette']",<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.26,0,0.24,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
"['stryver', 'mr stryver', 'sydney']",<output>charles dickens</output>,<output>john</output>,<output>carton</output>,<output>november</output>,0,0.19,0,0.07,0,0.13,0,0.25,incorrect,incorrect,incorrect,incorrect
"['stryver', 'mr stryver']",<output>temple</output>,<output>temple</output>,<output>temple</output>,<output>hamlet</output>,0,0.13,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['stryver', 'mr stryver']",<output>elizabeth</output>,<output>elizabeth</output>,<output>cam</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.13,0,0.12,incorrect,incorrect,incorrect,incorrect
"['lorr', 'mr lorry', 'lorry']",<output>elizabeth bennet</output>,<output>emma</output>,<output>emily</output>,<output>emma</output>,0,0.11,0,0.14,0,0.2,0,0.14,incorrect,incorrect,incorrect,incorrect
"['miss manette', 'mane', 'lucía', 'manette']",<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.26,0,0.18,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
"['miss manette', 'lucía', 'manette']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>emma</output>,0,0.26,0,0.26,0,0.26,0,0.3,incorrect,incorrect,incorrect,incorrect
"['defarge', 'madam defarge']",<output>defarge</output>,<output>king</output>,<output>nguyễn</output>,<output>maría</output>,0,0.45,0,0.07,0,0.07,0,0.22,incorrect,incorrect,incorrect,incorrect
['defarge'],<output>god</output>,<output>adam</output>,<output>john</output>,<output>lucas</output>,0,0.07,0,0.14,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['defarge'],<output>emma</output>,<output>emily</output>,<output>nguyễn</output>,<output>emma</output>,0,0.14,0,0.07,0,0.07,0,0.14,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>elizabeth</output>,<output>albert</output>,<output>nguyễn</output>,<output>maría</output>,0,0.18,0,0.17,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>charles</output>,<output>james</output>,<output>nguyễn</output>,<output>carlos</output>,0,0.21,0,0.21,0,0.21,0,0.16,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>mr. bucket</output>,<output>george</output>,<output>ngọc</output>,<output>emma</output>,0,0.15,0,0.27,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>emily</output>,<output>emily</output>,<output>scarlett</output>,<output>maría</output>,0,0.14,0,0.14,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
"['charles', 'carlos']",<output>heathcliff</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.18,0,0.18,0,0.07,0,0.18,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,<output>beatriz</output>,0,0.13,0,0.15,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",<output>estella</output>,<output>emily</output>,<output>heathcliff</output>,<output>emily</output>,0,0.14,0,0.15,0,0.13,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.12,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lorr', 'mr lorry', 'señor lorry', 'lorry']",<output>charles</output>,<output>madame</output>,<output>paris</output>,<output>victor</output>,0,0.19,0,0.14,0,0.15,0,0.18,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>charles</output>,<output>manette</output>,<output>charles</output>,<output>john</output>,0,0.19,0,0.12,0,0.19,0,0.08,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>dimmesdale</output>,<output>dimmesdale</output>,<output>nguyễn</output>,<output>marcel</output>,0,0.17,0,0.17,0,0.14,0,0.26,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>mr. holmes</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.29,0,0.12,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,<output>lucas</output>,0,0.12,0,0.12,0,0.2,0,0.15,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'señor lorry', 'lorry']",<output>lucas</output>,<output>emily</output>,<output>emily</output>,<output>don quixote</output>,0,0.15,0,0.2,0,0.2,0,0.12,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette']",<output>elizabeth</output>,<output>heathcliff</output>,<output>hoàng</output>,<output>watson</output>,0,0.24,0,0.18,0,0.28,0,0.27,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette', 'doktor manette']",<output>emma</output>,<output>emily</output>,<output>god</output>,<output>emma</output>,0,0.34,0,0.28,0,0.24,0,0.34,incorrect,incorrect,incorrect,incorrect
"['darna', 'darnay', 'mr darnay']",<output>pygmalion</output>,<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,0,0.17,0,0.06,0,0.13,0,0.06,incorrect,incorrect,incorrect,incorrect
['darnay'],<output>god</output>,<output>arthur</output>,<output>jesus</output>,<output>maría</output>,0,0.08,0,0.14,0,0.0,0,0.21,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",<output>elizabeth</output>,<output>emily</output>,<output>jesus</output>,<output>angel</output>,0,0.13,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>angel</output>,<output>emily</output>,<output>emily</output>,<output>angel</output>,0,0.15,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['darna', 'darnay']",<output>charles</output>,<output>charles</output>,<output>charles</output>,<output>charles</output>,0,0.14,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",<output>emma</output>,<output>emily</output>,<output>trà</output>,<output>chess</output>,0,0.15,0,0.15,0,0.16,0,0.22,incorrect,incorrect,incorrect,incorrect
['defarge'],<output>defarge</output>,<output>victor</output>,<output>nguyễn</output>,<output>odysseus</output>,0,0.45,0,0.07,0,0.07,0,0.12,incorrect,incorrect,incorrect,incorrect
"['lucie darnay', 'lucía darnay']",<output>charles</output>,<output>bastille</output>,<output>charles</output>,<output>bastille</output>,0,0.22,0,0.13,0,0.22,0,0.13,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>mark twain</output>,<output>madam</output>,<output>nguyễn</output>,<output>madrid</output>,0,0.19,0,0.37,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
"['mösyö gabelle', 'gabelle']",<output>defarge</output>,<output>charles</output>,<output>nguyễn</output>,<output>quasimodo</output>,0,0.14,0,0.22,0,0.21,0,0.19,incorrect,incorrect,incorrect,incorrect
"['monsieur gabelle', 'mösyö gabelle', 'gabelle', 'señor gabelle']",<output>mr. lorry</output>,<output>atlı</output>,<output>nguyễn</output>,<output>don quixote</output>,0,0.26,0,0.21,0,0.26,0,0.28,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>emily</output>,<output>atlantis</output>,<output>nguyễn</output>,<output>penelope</output>,0,0.15,0,0.13,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>frenchman</output>,<output>voltaire</output>,<output>pháp</output>,<output>carlos</output>,0,0.13,0,0.13,0,0.08,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",<output>mr. darcy</output>,<output>emily</output>,<output>god</output>,<output>don</output>,0,0.26,0,0.2,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
"['darna', 'darnay', 'mr darnay']",<output>marlow</output>,<output>shakespeare</output>,<output>jesus</output>,<output>lucien</output>,0,0.19,0,0.12,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['darnay'],<output>charles</output>,<output>temple</output>,<output>charles</output>,<output>arthur</output>,0,0.13,0,0.0,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>arthur</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>elizabeth</output>,0,0.14,0,0.12,0,0.12,0,0.13,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>napoleon</output>,<output>charles</output>,<output>charles</output>,<output>robespierre</output>,0,0.21,0,0.45,0,0.45,0,0.2,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>napoleon</output>,<output>napoleon</output>,<output>hoàn</output>,<output>marcel</output>,0,0.21,0,0.21,0,0.17,0,0.28,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>charles</output>,<output>lucie</output>,<output>nguyễn</output>,<output>robespierre</output>,0,0.45,0,0.14,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>charles</output>,<output>charles</output>,<output>edgar allan poe</output>,<output>paris</output>,0,0.45,0,0.45,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'dios—dijo lorry', 'lorry']",<output>arthur</output>,<output>god</output>,<output>jesus</output>,<output>god</output>,0,0.21,0,0.13,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>elizabeth</output>,<output>abraham</output>,<output>dimmesdale</output>,<output>emily</output>,0,0.13,0,0.14,0,0.12,0,0.15,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>esther</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.21,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>clare</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.15,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>carton</output>,<output>tom</output>,<output>nguyễn</output>,<output>emily</output>,0,0.21,0,0.08,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>lucie</output>,<output>madame defarge</output>,<output>enjolras</output>,<output>robespierre</output>,0,0.37,0,0.11,0,0.13,0,0.18,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",<output>charles darnay</output>,<output>frankenstein</output>,<output>ngọc</output>,<output>carlos</output>,0,0.22,0,0.17,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['charles', 'carlos']",<output>mr. darcy</output>,<output>emily</output>,<output>nguyễn</output>,<output>scarlett</output>,0,0.19,0,0.14,0,0.07,0,0.32,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",<output>charles darnay</output>,<output>charles</output>,<output>charles darnay</output>,<output>conciergerie</output>,0,0.62,0,0.45,0,0.62,0,0.19,incorrect,incorrect,incorrect,incorrect
"['dr manette', 'mane', 'manette']",<output>marley</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>marcel</output>,0,0.33,0,0.25,0,0.27,0,0.33,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",<output>heathcliff</output>,<output>tom</output>,<output>ngọc</output>,<output>emily</output>,0,0.12,0,0.16,0,0.15,0,0.19,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",<output>lucie</output>,<output>victor</output>,<output>paris</output>,<output>lucas</output>,0,0.37,0,0.14,0,0.15,0,0.3,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette']",<output>frankenstein</output>,<output>heathcliff</output>,<output>arthur</output>,<output>dr. moreau</output>,0,0.28,0,0.18,0,0.2,0,0.24,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette', 'doktor manette']",<output>paris</output>,<output>god</output>,<output>nguyễn</output>,<output>dr. smith</output>,0,0.28,0,0.24,0,0.27,0,0.2,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",<output>lucie</output>,<output>lucie</output>,<output>heathcliff</output>,<output>london</output>,0,0.37,0,0.37,0,0.13,0,0.15,incorrect,incorrect,incorrect,incorrect
['carton'],<output>estella</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>jeremiah</output>,0,0.13,0,0.12,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['evrémonde', 'yurttaş evremonde', 'evrémond']",<output>socrates</output>,<output>mustafa</output>,<output>ho chi minh</output>,<output>robespierre</output>,0,0.25,0,0.26,0,0.27,0,0.31,incorrect,incorrect,incorrect,incorrect
"['mauricio lorry', 'jarvis lorry']",<output>banker</output>,<output>charles</output>,<output>nguyễn</output>,<output>john</output>,0,0.17,0,0.22,0,0.14,0,0.17,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",<output>lydia</output>,<output>emily</output>,<output>emily</output>,<output>elizabeth</output>,0,0.15,0,0.19,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",<output>briton</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>brittany</output>,0,0.21,0,0.13,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",<output>elizabeth</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.13,0,0.12,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
