Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['gabe cóc', 'gabe', 'gabe el apestoso']",<output>emily</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.21,0,0.21,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
['gabe'],<output>emily</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.08,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
"['dodds', 'bayan dodds', 'dodd']",<output>marlow</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['gabe'],<output>holden</output>,<output>holden</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.07,0,0.07,0,0.15,0,0.08,incorrect,incorrect,incorrect,incorrect
"['gabe', 'gabe cóc chế', 'kokarca gabe', 'gabe el apestoso']",<output>odysseus</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>emily</output>,0,0.24,0,0.24,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
"['percy', 'perc']",<output>emily</output>,<output>emily</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.22,0,0.22,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds']",<output>medusa</output>,<output>dracula</output>,<output>long</output>,<output>dracula</output>,0,0.14,0,0.22,0,0.15,0,0.22,incorrect,incorrect,incorrect,incorrect
"['bay brunner', 'brunner', 'señor brunner']",<output>frankenstein</output>,<output>dracula</output>,<output>god</output>,<output>frankenstein</output>,0,0.19,0,0.16,0,0.12,0,0.19,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds']",<output>edward</output>,<output>thor</output>,<output>scarlett</output>,<output>lucas</output>,0,0.18,0,0.18,0,0.19,0,0.15,incorrect,incorrect,incorrect,incorrect
"['bay d', 'mano', 'd']",<output>zeus</output>,<output>zeus</output>,<output>zeus</output>,<output>mount olympus</output>,0,0.08,0,0.08,0,0.08,0,0.18,incorrect,incorrect,incorrect,incorrect
"['bay d', 'percy', 'padre', 'd']",<output>stephen hawking</output>,<output>stephen</output>,<output>chiron</output>,<output>emily</output>,0,0.11,0,0.14,0,0.14,0,0.22,incorrect,incorrect,incorrect,incorrect
"['percy', 'olympia']",<output>firenze</output>,<output>john</output>,<output>chiron</output>,<output>chiron</output>,0,0.19,0,0.14,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
"['quirón', 'brunner', 'kheiron', 'chiron']",<output>frankenstein</output>,<output>emily</output>,<output>emily</output>,<output>hamlet</output>,0,0.22,0,0.21,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
"['percy jackson', 'perc']",<output>neptune</output>,<output>atlantis</output>,<output>hoàng</output>,<output>atlantis</output>,0,0.16,0,0.21,0,0.17,0,0.21,incorrect,incorrect,incorrect,incorrect
"['quirón', 'kheiron', 'chiron']",<output>minotaur</output>,<output>minotaur</output>,<output>nguyễn</output>,<output>minotaur</output>,0,0.26,0,0.26,0,0.14,0,0.26,incorrect,incorrect,incorrect,incorrect
"['quirón', 'kheiron', 'chiron']",<output>emily</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.21,0,0.21,0,0.14,0,0.21,incorrect,incorrect,incorrect,incorrect
['hermes'],<output>god</output>,<output>heathcliff</output>,<output>emily</output>,<output>lucas</output>,0,0.0,0,0.12,0,0.14,0,0.07,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>harry</output>,<output>john</output>,<output>nguyễn</output>,<output>emily</output>,0,0.13,0,0.14,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>carrie</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.19,0,0.13,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
['clarisse'],<output>jason</output>,<output>emily</output>,<output>nguyễn</output>,<output>caroline</output>,0,0.13,0,0.07,0,0.06,0,0.3,incorrect,incorrect,incorrect,incorrect
['clarisse'],<output>matilda</output>,<output>bayram</output>,<output>god</output>,<output>emily</output>,0,0.12,0,0.13,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>scarlett</output>,<output>thor</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.18,0,0.14,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>robin hood</output>,<output>robin hood</output>,<output>ho chi minh</output>,<output>odysseus</output>,0,0.11,0,0.11,0,0.11,0,0.12,incorrect,incorrect,incorrect,incorrect
"['annabeth', 'annabeth bảo']",<output>samurai</output>,<output>arthur</output>,<output>arthur</output>,<output>arthur</output>,0,0.19,0,0.23,0,0.23,0,0.23,incorrect,incorrect,incorrect,incorrect
"['quirón', 'kheiron', 'chiron']",<output>john</output>,<output>thoreau</output>,<output>emily</output>,<output>john</output>,0,0.22,0,0.2,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['luke'],<output>rocky</output>,<output>john</output>,<output>rocky</output>,<output>arin</output>,0,0.15,0,0.08,0,0.15,0,0.08,incorrect,incorrect,incorrect,incorrect
['luke'],<output>scarlett</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.14,0,0.13,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['percy'],<output>cal</output>,<output>plato</output>,<output>hy lạp</output>,<output>antonio</output>,0,0.16,0,0.07,0,0.14,0,0.07,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>athena</output>,<output>medusa</output>,<output>god</output>,<output>lucas</output>,0,0.26,0,0.13,0,0.07,0,0.13,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>ray</output>,<output>montauk</output>,<output>montauk</output>,<output>hamptons</output>,0,0.14,0,0.12,0,0.12,0,0.18,incorrect,incorrect,incorrect,incorrect
['clarisse'],<output>frankenstein</output>,<output>salih</output>,<output>lucas</output>,<output>victor</output>,0,0.11,0,0.13,0,0.2,0,0.13,incorrect,incorrect,incorrect,incorrect
"['jacksons', 'jackson']",<output>john</output>,<output>hamlet</output>,<output>ho chi minh</output>,<output>esther</output>,0,0.21,0,0.13,0,0.11,0,0.13,incorrect,incorrect,incorrect,incorrect
"['smelly gabe', 'kokarca gabe', 'gabe cóc chết', 'gabe el apestoso']",<output>jason</output>,<output>harry</output>,<output>harry</output>,<output>lucas</output>,0,0.2,0,0.21,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
"['poseidon', 'poseidón']",<output>theseus</output>,<output>theseus</output>,<output>emily</output>,<output>minotaur</output>,0,0.25,0,0.25,0,0.13,0,0.18,incorrect,incorrect,incorrect,incorrect
['percy'],<output>john</output>,<output>emily</output>,<output>nguyễn</output>,<output>emma</output>,0,0.08,0,0.22,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['grover', 'kıvırcık']",<output>argus</output>,<output>york</output>,<output>port authority</output>,<output>greyhound</output>,0,0.14,0,0.15,0,0.16,0,0.19,incorrect,incorrect,incorrect,incorrect
['luke'],<output>charlie</output>,<output>john</output>,<output>emily</output>,<output>emma</output>,0,0.14,0,0.08,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['gabe', 'argus']",<output>yankees</output>,<output>yankees</output>,<output>nguyễn</output>,<output>yankees</output>,0,0.14,0,0.14,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
"['kokarca gabe', 'gabe', 'gabe cóc chết', 'gabe el apestoso']",<output>granny</output>,<output>emily</output>,<output>scarlett</output>,<output>emily</output>,0,0.22,0,0.21,0,0.22,0,0.21,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>percy</output>,<output>heracles</output>,<output>lucas</output>,<output>charon</output>,0,0.13,0,0.18,0,0.13,0,0.19,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds', 'dodd']",<output>jo</output>,<output>emily</output>,<output>ngọc</output>,<output>lucas</output>,0,0.13,0,0.14,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>zeus</output>,<output>thor</output>,<output>nguyễn</output>,<output>emily</output>,0,0.14,0,0.14,0,0.19,0,0.13,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds']",<output>em</output>,<output>heathcliff</output>,<output>ngọc</output>,<output>emily</output>,0,0.16,0,0.12,0,0.18,0,0.14,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds']",<output>heathcliff</output>,<output>heathcliff</output>,<output>adonis</output>,<output>julia</output>,0,0.12,0,0.12,0,0.29,0,0.18,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>persephone</output>,<output>zeus</output>,<output>percy</output>,<output>lucifer</output>,0,0.17,0,0.14,0,0.13,0,0.12,incorrect,incorrect,incorrect,incorrect
"['percy', 'perc']",<output>god</output>,<output>michelangelo</output>,<output>nguyễn</output>,<output>donatello</output>,0,0.08,0,0.12,0,0.15,0,0.13,incorrect,incorrect,incorrect,incorrect
"['annabeth', 'athena']",<output>god</output>,<output>atlas</output>,<output>nguyễn</output>,<output>god</output>,0,0.08,0,0.21,0,0.21,0,0.08,incorrect,incorrect,incorrect,incorrect
"['uncle ferdinand', 'cậu ferdinand', 'ferdinand amcam', 'ferdinand']",<output>delphi</output>,<output>odysseus</output>,<output>jesus</output>,<output>odysseus</output>,0,0.17,0,0.13,0,0.15,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mẹ annabeth', 'athena', 'atenea']",<output>arch</output>,<output>harry</output>,<output>heathcliff</output>,<output>artemis</output>,0,0.15,0,0.14,0,0.21,0,0.2,incorrect,incorrect,incorrect,incorrect
"['percy', 'perc']",<output>emily</output>,<output>emily</output>,<output>annabeth</output>,<output>lucas</output>,0,0.22,0,0.22,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['kimera', 'quimera', 'chimera']",<output>abraham</output>,<output>lincoln</output>,<output>lincoln</output>,<output>lincoln</output>,0,0.19,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>jason</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>hamlet</output>,0,0.2,0,0.17,0,0.17,0,0.19,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>charlotte</output>,<output>robinson crusoe</output>,<output>jesus</output>,<output>lucas</output>,0,0.18,0,0.2,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['gabe', 'gabe cóc chết']",<output>charlotte</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>arachne</output>,0,0.27,0,0.2,0,0.2,0,0.29,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>charlotte</output>,<output>charlotte</output>,<output>ngọc</output>,<output>charlotte</output>,0,0.18,0,0.18,0,0.14,0,0.18,incorrect,incorrect,incorrect,incorrect
['annabeth'],<output>edward</output>,<output>heathcliff</output>,<output>emily</output>,<output>lucas</output>,0,0.13,0,0.17,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['aracne', 'arachne', 'arakne']",<output>achilles</output>,<output>achilles</output>,<output>zeus</output>,<output>achilles</output>,0,0.25,0,0.25,0,0.07,0,0.25,incorrect,incorrect,incorrect,incorrect
"['grover', 'kıvırcık']",<output>elvis</output>,<output>vegas</output>,<output>las vegas</output>,<output>las vegas</output>,0,0.14,0,0.21,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['troy', 'athena', 'poseidón']",<output>heathcliff</output>,<output>persephone</output>,<output>nguyễn</output>,<output>john</output>,0,0.18,0,0.29,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['maurice'],<output>odysseus</output>,<output>heathcliff</output>,<output>emily</output>,<output>clarke</output>,0,0.12,0,0.12,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['percy', 'hade', 'hades']",<output>death</output>,<output>heathcliff</output>,<output>thung lũng</output>,<output>valle</output>,0,0.15,0,0.19,0,0.06,0,0.15,incorrect,incorrect,incorrect,incorrect
['hades'],<output>denver</output>,<output>denver</output>,<output>denver</output>,<output>denver</output>,0,0.14,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['echidna', 'equidna', 'ekidne']",<output>god</output>,<output>edgar</output>,<output>nguyễn</output>,<output>julian</output>,0,0.15,0,0.21,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
['barbara walters'],<output>harry</output>,<output>john</output>,<output>nguyễn</output>,<output>tom</output>,0,0.22,0,0.07,0,0.13,0,0.07,incorrect,incorrect,incorrect,incorrect
"['charon', 'bay charon', 'caronte', 'charo']",<output>charon</output>,<output>tom</output>,<output>nguyễn</output>,<output>maría</output>,0,0.41,0,0.15,0,0.2,0,0.28,incorrect,incorrect,incorrect,incorrect
"['charon', 'caronte—']",<output>charon</output>,<output>emily</output>,<output>persephone</output>,<output>persephone</output>,0,0.41,0,0.19,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
"['charon', 'barry manilow']",<output>odysseus</output>,<output>lucifer</output>,<output>dimmesdale</output>,<output>campos</output>,0,0.11,0,0.2,0,0.24,0,0.21,incorrect,incorrect,incorrect,incorrect
"['grover', 'hades']",<output>annabeth</output>,<output>arin</output>,<output>zeus</output>,<output>athena</output>,0,0.13,0,0.15,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
['hades'],<output>medusa</output>,<output>lucifer</output>,<output>zeus</output>,<output>medusa</output>,0,0.07,0,0.07,0,0.15,0,0.07,incorrect,incorrect,incorrect,incorrect
"['hades—', 'hades', 'olimpos']",<output>harry</output>,<output>arin</output>,<output>nguyễn</output>,<output>arin</output>,0,0.21,0,0.21,0,0.2,0,0.21,incorrect,incorrect,incorrect,incorrect
"['dodds', 'señora dodds', 'bayan dodds']",<output>howie</output>,<output>annabeth</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.14,0,0.17,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
"['zeus', 'dớt']",<output>apollo</output>,<output>achilles</output>,<output>arthur</output>,<output>achilles</output>,0,0.15,0,0.14,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
"['dehb', 'annabeth']",<output>medusa</output>,<output>arin</output>,<output>nguyễn</output>,<output>odysseus</output>,0,0.13,0,0.21,0,0.19,0,0.14,incorrect,incorrect,incorrect,incorrect
"['percy jackso', 'perseus jackson']",<output>mark</output>,<output>uzun</output>,<output>nguyễn</output>,<output>plato</output>,0,0.24,0,0.17,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
"['percy jackson', 'percy jackso']",<output>john</output>,<output>denver</output>,<output>gateway</output>,<output>denver</output>,0,0.24,0,0.23,0,0.22,0,0.23,incorrect,incorrect,incorrect,incorrect
"['quirón', 'kheiron', 'chiron']",<output>holden</output>,<output>god</output>,<output>god</output>,<output>lucas</output>,0,0.21,0,0.15,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
['percy jackson'],<output>zeus</output>,<output>zeus</output>,<output>zeus</output>,<output>apollo</output>,0,0.24,0,0.24,0,0.24,0,0.17,incorrect,incorrect,incorrect,incorrect
['ares'],<output>edward</output>,<output>gladiator</output>,<output>nguyễn</output>,<output>gladiator</output>,0,0.15,0,0.13,0,0.07,0,0.13,incorrect,incorrect,incorrect,incorrect
"['percy jackson', 'perscus jackso', 'perseus jackson']",<output>heathcliff</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>edward</output>,0,0.24,0,0.24,0,0.2,0,0.27,incorrect,incorrect,incorrect,incorrect
['luke'],<output>john</output>,<output>emily</output>,<output>lucas</output>,<output>hitler</output>,0,0.08,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
