Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['ron—', 'ron']",<output>harry</output>,<output>harry</output>,<output>harry</output>,<output>harry</output>,0,0.16,0,0.16,0,0.16,0,0.16,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>harry</output>,<output>jesus</output>,<output>harry</output>,0,0.37,0,0.37,0,0.0,0,0.37,incorrect,incorrect,incorrect,incorrect
['hermione'],<output>hermione</output>,<output>harry</output>,<output>emily</output>,<output>harry</output>,0,0.48,0,0.2,0,0.27,0,0.2,incorrect,incorrect,incorrect,incorrect
['hermione'],<output>emily</output>,<output>emily</output>,<output>emily</output>,<output>elizabeth</output>,0,0.27,0,0.27,0,0.27,0,0.12,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>emily</output>,<output>lucas</output>,<output>frankenstein</output>,0,0.37,0,0.07,0,0.07,0,0.06,incorrect,incorrect,incorrect,incorrect
['harry'],<output>heathcliff</output>,<output>edward</output>,<output>harry</output>,<output>lucas</output>,0,0.12,0,0.14,0,0.37,0,0.07,incorrect,incorrect,incorrect,incorrect
"['hermione', 'hermione‘nin']",<output>harry</output>,<output>harry</output>,<output>hang</output>,<output>scarlett</output>,0,0.2,0,0.2,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
['harry'],<output>frankenstein</output>,<output>lucifer</output>,<output>lucas</output>,<output>lucas</output>,0,0.06,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['sirius', 'harry']",<output>harry</output>,<output>harry</output>,<output>harry</output>,<output>heathcliff</output>,0,0.37,0,0.37,0,0.37,0,0.12,incorrect,incorrect,incorrect,incorrect
"['harry‘nin', 'harry', 'dumbledore harry']",<output>frankenstein</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.21,0,0.25,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['hermione', 'hermione—']",<output>harry</output>,<output>harry</output>,<output>harry</output>,<output>merlin</output>,0,0.2,0,0.2,0,0.2,0,0.26,incorrect,incorrect,incorrect,incorrect
['harry'],<output>wartcap</output>,<output>emily</output>,<output>wartcap</output>,<output>marcel</output>,0,0.14,0,0.07,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron']",<output>harry</output>,<output>harry</output>,<output>harry potter</output>,<output>harry</output>,0,0.16,0,0.16,0,0.12,0,0.16,incorrect,incorrect,incorrect,incorrect
['voldemort'],<output>harry</output>,<output>godric</output>,<output>nguyễn</output>,<output>elrond</output>,0,0.19,0,0.25,0,0.25,0,0.31,incorrect,incorrect,incorrect,incorrect
['hermione'],<output>heathcliff</output>,<output>emily</output>,<output>god</output>,<output>eden</output>,0,0.23,0,0.27,0,0.07,0,0.14,incorrect,incorrect,incorrect,incorrect
"['hermione', 'hermione—']",<output>tom</output>,<output>heathcliff</output>,<output>ngăn</output>,<output>maría</output>,0,0.14,0,0.23,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>heathcliff</output>,<output>scarlet</output>,<output>cardinal</output>,0,0.37,0,0.12,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['harry', 'harr', 'harry—', 'harry‘ye']",<output>john</output>,<output>john</output>,<output>heathcliff</output>,<output>lucas</output>,0,0.08,0,0.08,0,0.13,0,0.08,incorrect,incorrect,incorrect,incorrect
['voldemort'],<output>ministry</output>,<output>harry</output>,<output>nguyễn</output>,<output>ministerio</output>,0,0.24,0,0.19,0,0.25,0,0.22,incorrect,incorrect,incorrect,incorrect
['lupin'],<output>god</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.16,0,0.22,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
['lupin'],<output>edward</output>,<output>elizabeth</output>,<output>jesus</output>,<output>alvaro</output>,0,0.14,0,0.19,0,0.15,0,0.21,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron', 'ron‘dan']",<output>dobby</output>,<output>harry</output>,<output>nguyễn</output>,<output>legolas</output>,0,0.14,0,0.16,0,0.2,0,0.13,incorrect,incorrect,incorrect,incorrect
"['ron', 'ron‘a']",<output>harry</output>,<output>harry</output>,<output>harry potter</output>,<output>harry</output>,0,0.16,0,0.16,0,0.12,0,0.16,incorrect,incorrect,incorrect,incorrect
['harry'],<output>god</output>,<output>god</output>,<output>god</output>,<output>god</output>,0,0.0,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>harry</output>,<output>barbossa</output>,<output>harry</output>,0,0.37,0,0.37,0,0.13,0,0.37,incorrect,incorrect,incorrect,incorrect
"['ron—', 'ron']",<output>harry</output>,<output>harry</output>,<output>ngọc</output>,<output>god</output>,0,0.16,0,0.16,0,0.17,0,0.09,incorrect,incorrect,incorrect,incorrect
['harry'],<output>edward</output>,<output>harry</output>,<output>ngọc</output>,<output>emily</output>,0,0.14,0,0.37,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['harry'],<output>winston</output>,<output>ministry</output>,<output>nguyễn</output>,<output>ministry</output>,0,0.0,0,0.13,0,0.07,0,0.13,incorrect,incorrect,incorrect,incorrect
['harry'],<output>argus</output>,<output>harry</output>,<output>pháp</output>,<output>harry</output>,0,0.15,0,0.37,0,0.15,0,0.37,incorrect,incorrect,incorrect,incorrect
['harry'],<output>michelangelo</output>,<output>adam</output>,<output>nguyễn</output>,<output>zeus</output>,0,0.12,0,0.08,0,0.07,0,0.0,incorrect,incorrect,incorrect,incorrect
"['umbridge', 'harry']",<output>harry</output>,<output>harry</output>,<output>nguyễn</output>,<output>harry</output>,0,0.37,0,0.37,0,0.19,0,0.37,incorrect,incorrect,incorrect,incorrect
['harry'],<output>victor</output>,<output>emily</output>,<output>nguyễn</output>,<output>god</output>,0,0.07,0,0.07,0,0.07,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>harry</output>,<output>ngọc</output>,<output>harry</output>,0,0.37,0,0.37,0,0.0,0,0.37,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry‘nin patronus']",<output>harry</output>,<output>trinity</output>,<output>nguyễn</output>,<output>harry</output>,0,0.37,0,0.31,0,0.26,0,0.37,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>harry</output>,<output>harry</output>,<output>harry</output>,0,0.37,0,0.37,0,0.37,0,0.37,incorrect,incorrect,incorrect,incorrect
['harry'],<output>chanterelle</output>,<output>emily</output>,<output>emily</output>,<output>harry</output>,0,0.18,0,0.07,0,0.07,0,0.37,incorrect,incorrect,incorrect,incorrect
['harry'],<output>harry</output>,<output>harry</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.37,0,0.37,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['dumbledore', 'vol…”']",<output>harry</output>,<output>harry</output>,<output>harry</output>,<output>harry</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['dumbledore'],<output>harry</output>,<output>harry</output>,<output>godric</output>,<output>harry</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['xenophilius'],<output>harry</output>,<output>harry</output>,<output>khổng tử</output>,<output>andersen</output>,0,0.24,0,0.24,0,0.22,0,0.28,incorrect,incorrect,incorrect,incorrect
"['lee', 'lee—']",<output>john</output>,<output>emily</output>,<output>nguyễn</output>,<output>carlos</output>,0,0.0,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
"['ollivander', 'ollivander—']",<output>harry</output>,<output>harry</output>,<output>nguyễn</output>,<output>harry</output>,0,0.19,0,0.19,0,0.18,0,0.19,incorrect,incorrect,incorrect,incorrect
['dumbledore'],<output>geneva</output>,<output>harry</output>,<output>nguyễn</output>,<output>caroline</output>,0,0.18,0,0.12,0,0.18,0,0.23,incorrect,incorrect,incorrect,incorrect
"['mcgonagall', 'profesör mcgonagall']",<output>professor</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.47,0,0.11,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['the elder wand', 'voldemort', 'señor tenebroso']",<output>harry</output>,<output>gandalf</output>,<output>nguyễn</output>,<output>harry</output>,0,0.19,0,0.24,0,0.25,0,0.19,incorrect,incorrect,incorrect,incorrect
['james'],<output>harry</output>,<output>harry</output>,<output>nguyễn</output>,<output>emily</output>,0,0.07,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
