Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['chuck', 'chuck parson', 'parson']",mr. crown,0,0.4,incorrect,god,0,0.22,incorrect,crown dans okulu,0,0.36,incorrect,okulu,0,0.2,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,maria,0,0.36,incorrect,crown jewels,0,0.33,incorrect,god,0,0.22,incorrect,okulu,0,0.2,incorrect,crown,0,0.55,incorrect,crown jewels,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,annem,0,0.2,incorrect,mustafa,0,0.33,incorrect,co ay,0,0.2,incorrect,duc,0,0.0,incorrect,emily,0,0.2,incorrect,mano,0,0.67,incorrect,emily,0,0.2,incorrect,mustafa,0,0.33,incorrect,duc,0,0.0,incorrect,mano,0,0.67,incorrect
['margo'],she,0,0.0,incorrect,julie,0,0.0,incorrect,ben,0,0.0,incorrect,ninjayi,0,0.17,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,ninja,0,0.2,incorrect,julie,0,0.0,incorrect,ninjayi,0,0.17,incorrect,co,0,0.29,incorrect,ninja,0,0.2,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",me,0,0.0,incorrect,god,0,0.25,incorrect,oldu,0,0.22,incorrect,agz,0,0.25,incorrect,nguoi dan ong,0,0.4,incorrect,ho chi minh,0,0.35,incorrect,el,0,0.0,incorrect,vela,0,0.22,incorrect,god,0,0.25,incorrect,agz,0,0.25,incorrect,ho chi minh,0,0.35,incorrect,vela,0,0.22,incorrect
"['chuck', 'chuck parson', 'parson']",his,0,0.27,incorrect,emily,0,0.0,incorrect,google,0,0.17,incorrect,google,0,0.17,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,amherst,0,0.46,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,google,0,0.17,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,saat,0,0.22,incorrect,adini,0,0.2,incorrect,chi,0,0.0,incorrect,tran,0,0.22,incorrect,el,0,0.0,incorrect,maria,0,0.6,incorrect,she,0,0.0,incorrect,adini,0,0.2,incorrect,tran,0,0.22,incorrect,maria,0,0.6,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,sen,0,0.0,incorrect,sen,0,0.0,incorrect,co ay,0,0.2,incorrect,naruto,0,0.55,incorrect,el,0,0.0,incorrect,shinzo,0,0.18,incorrect,emily,0,0.2,incorrect,sen,0,0.0,incorrect,naruto,0,0.55,incorrect,shinzo,0,0.18,incorrect
['margo'],she,0,0.0,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,everglades,0,0.27,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,el,0,0.0,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,everglades,0,0.27,incorrect,orlando,0,0.33,incorrect,florida,0,0.17,incorrect
['margo'],luna,0,0.22,incorrect,god,0,0.5,incorrect,ali,0,0.25,incorrect,sen,0,0.0,incorrect,minh,0,0.22,incorrect,chi,0,0.0,incorrect,maria,0,0.6,incorrect,dios,0,0.22,incorrect,god,0,0.5,incorrect,sen,0,0.0,incorrect,chi,0,0.0,incorrect,dios,0,0.22,incorrect
['margo'],disney,0,0.0,incorrect,orlando,0,0.33,incorrect,ninjalar,0,0.31,incorrect,1bulvan,0,0.17,incorrect,ninja,0,0.2,incorrect,xuan,0,0.22,incorrect,jack,0,0.22,incorrect,international drive,0,0.17,incorrect,orlando,0,0.33,incorrect,1bulvan,0,0.17,incorrect,xuan,0,0.22,incorrect,international drive,0,0.17,incorrect
['margo'],the woman,0,0.29,incorrect,trump,0,0.2,incorrect,orange county,0,0.33,incorrect,orange county,0,0.33,incorrect,anh,0,0.25,incorrect,ong,0,0.25,incorrect,el,0,0.0,incorrect,maria,0,0.6,incorrect,trump,0,0.2,incorrect,orange county,0,0.33,incorrect,ong,0,0.25,incorrect,maria,0,0.6,incorrect
['margo'],he,0,0.0,incorrect,god,0,0.5,incorrect,kadin,0,0.2,incorrect,osman,0,0.4,incorrect,co em,0,0.2,incorrect,dong,0,0.22,incorrect,el tipo,0,0.17,incorrect,yolanda,0,0.17,incorrect,god,0,0.5,incorrect,osman,0,0.4,incorrect,dong,0,0.22,incorrect,yolanda,0,0.17,incorrect
['margo'],seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,seaworld,0,0.31,incorrect,harry potter,0,0.35,incorrect,seaworld,0,0.31,incorrect,studio,0,0.18,incorrect,seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,universal studios,0,0.18,incorrect,harry potter,0,0.35,incorrect,studio,0,0.18,incorrect,shamu,0,0.2,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",wendy,0,0.27,incorrect,god,0,0.5,incorrect,karincayla,0,0.32,incorrect,annem,0,0.27,incorrect,ngoc,0,0.44,incorrect,con,0,0.29,incorrect,britney spears,0,0.4,incorrect,shakira,0,0.35,incorrect,god,0,0.5,incorrect,annem,0,0.27,incorrect,con,0,0.29,incorrect,shakira,0,0.35,incorrect
['ben'],my friend,0,0.33,incorrect,latin,0,0.25,incorrect,arkadasim,0,0.0,incorrect,galatasaray,0,0.0,incorrect,thay giao,0,0.0,incorrect,giac,0,0.0,incorrect,patrick,0,0.0,incorrect,latin,0,0.25,incorrect,latin,0,0.25,incorrect,galatasaray,0,0.0,incorrect,giac,0,0.0,incorrect,latin,0,0.25,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",peter pan,0,0.53,incorrect,god,0,0.5,incorrect,ay,0,0.29,incorrect,yildiz,0,0.25,incorrect,than chet,0,0.31,incorrect,dem,0,0.31,incorrect,jack,0,0.22,incorrect,diablo,0,0.36,incorrect,god,0,0.5,incorrect,yildiz,0,0.25,incorrect,dem,0,0.31,incorrect,diablo,0,0.36,incorrect
['margo'],principal,0,0.14,incorrect,class,0,0.2,incorrect,ogretmen,0,0.15,incorrect,ben,0,0.0,incorrect,thay giao,0,0.43,incorrect,chi,0,0.0,incorrect,un profesor,0,0.25,incorrect,europa,0,0.36,incorrect,class,0,0.2,incorrect,ben,0,0.0,incorrect,chi,0,0.0,incorrect,europa,0,0.36,incorrect
['margo'],john cena,0,0.14,incorrect,john cena,0,0.14,incorrect,ama ata,0,0.33,incorrect,beni,0,0.0,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,el tipo alto,0,0.24,incorrect,al,0,0.29,incorrect,john cena,0,0.14,incorrect,beni,0,0.0,incorrect,duc,0,0.0,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']",dude,0,0.4,incorrect,trump,0,0.18,incorrect,sen,0,0.44,incorrect,isa,0,0.22,incorrect,duc,0,0.22,incorrect,duc,0,0.22,incorrect,alvaro,0,0.0,incorrect,yo,0,0.0,incorrect,trump,0,0.18,incorrect,isa,0,0.22,incorrect,duc,0,0.22,incorrect,yo,0,0.0,incorrect
['margo'],the girl,0,0.15,incorrect,jefferson,0,0.29,incorrect,ay,0,0.29,incorrect,jeferson,0,0.31,incorrect,bong bay,0,0.15,incorrect,jefferson,0,0.29,incorrect,el detective,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jeferson,0,0.31,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",britney,0,0.36,incorrect,monday,0,0.36,incorrect,ogrenci,0,0.35,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,el,0,0.33,incorrect,el,0,0.33,incorrect,monday,0,0.36,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,el,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,onu,0,0.25,incorrect,tanri,0,0.4,incorrect,co ay,0,0.2,incorrect,thach,0,0.2,incorrect,ella,0,0.22,incorrect,europa,0,0.36,incorrect,god,0,0.5,incorrect,tanri,0,0.4,incorrect,thach,0,0.2,incorrect,europa,0,0.36,incorrect
"['jiminez', 'bay', 'bay jiminez']",johnson,0,0.29,incorrect,mr. bell,0,0.27,incorrect,matematik hocam,0,0.23,incorrect,ozdemir,0,0.29,incorrect,giao,0,0.29,incorrect,thay,0,0.57,incorrect,smith,0,0.33,incorrect,maestro,0,0.29,incorrect,mr. bell,0,0.27,incorrect,ozdemir,0,0.29,incorrect,thay,0,0.57,incorrect,maestro,0,0.29,incorrect
"['starling', 'ben starling', 'ben']",linus,0,0.46,incorrect,big ben,0,0.6,incorrect,charlie,0,0.53,incorrect,cocugun,0,0.2,incorrect,thay giao,0,0.35,incorrect,dong,0,0.33,incorrect,alberto,0,0.4,incorrect,alberto,0,0.4,incorrect,big ben,0,0.6,incorrect,cocugun,0,0.2,incorrect,dong,0,0.33,incorrect,alberto,0,0.4,incorrect
"['margo', 'marg']",thoreau,0,0.18,incorrect,compass,0,0.36,incorrect,annem,0,0.22,incorrect,annem,0,0.22,incorrect,thang be,0,0.33,incorrect,cha,0,0.29,incorrect,salinger,0,0.33,incorrect,euclides,0,0.0,incorrect,compass,0,0.36,incorrect,annem,0,0.22,incorrect,cha,0,0.29,incorrect,euclides,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,levi's,0,0.0,incorrect,annem,0,0.2,incorrect,benim,0,0.2,incorrect,diep vien 007,0,0.0,incorrect,ka-ki,0,0.2,incorrect,mi hermano,0,0.4,incorrect,me,0,0.29,incorrect,levi's,0,0.0,incorrect,benim,0,0.2,incorrect,ka-ki,0,0.2,incorrect,me,0,0.29,incorrect
['margo'],harry,0,0.4,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,walmart,0,0.5,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,harry potter,0,0.35,incorrect,trump,0,0.2,incorrect,disney,0,0.0,incorrect,walmart,0,0.5,incorrect,new york,0,0.15,incorrect,trump,0,0.2,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,sylvia plath,0,0.21,incorrect,margo,1,1.0,correct,roth,0,0.44,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,emily dickinson,0,0.2,incorrect,antonio machado,0,0.3,incorrect,sylvia plath,0,0.21,incorrect,roth,0,0.44,incorrect,margo,1,1.0,correct,antonio machado,0,0.3,incorrect
['ben'],he,0,0.4,incorrect,wile e. coyote,0,0.12,incorrect,charlie brown,0,0.25,incorrect,isa,0,0.0,incorrect,cau be,0,0.44,incorrect,nguyen,0,0.44,incorrect,el,0,0.4,incorrect,elmer,0,0.25,incorrect,wile e. coyote,0,0.12,incorrect,isa,0,0.0,incorrect,nguyen,0,0.44,incorrect,elmer,0,0.25,incorrect
['margo'],wagons,0,0.55,incorrect,arizona,0,0.5,incorrect,cadir,0,0.4,incorrect,cadir,0,0.4,incorrect,ai do,0,0.4,incorrect,dat,0,0.25,incorrect,nadie,0,0.2,incorrect,google,0,0.36,incorrect,arizona,0,0.5,incorrect,cadir,0,0.4,incorrect,dat,0,0.25,incorrect,google,0,0.36,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,feet,0,0.0,incorrect,annem,0,0.22,incorrect,toprak,0,0.2,incorrect,me,0,0.33,incorrect,toi,0,0.25,incorrect,ella,0,0.25,incorrect,arbol,0,0.6,incorrect,feet,0,0.0,incorrect,toprak,0,0.2,incorrect,toi,0,0.25,incorrect,arbol,0,0.6,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,annem,0,0.2,incorrect,tan,0,0.25,incorrect,co ay,0,0.2,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,osito,0,0.2,incorrect,emily,0,0.2,incorrect,tan,0,0.25,incorrect,duc,0,0.0,incorrect,osito,0,0.2,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",god,0,0.5,incorrect,q,0,0.0,incorrect,yann,0,0.29,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,thien,0,0.44,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,thien,0,0.44,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",june,0,0.2,incorrect,june,0,0.2,incorrect,boynum,0,0.31,incorrect,kalem,0,0.21,incorrect,luat su,0,0.15,incorrect,nguyen,0,0.33,incorrect,john,0,0.36,incorrect,camel,0,0.33,incorrect,june,0,0.2,incorrect,kalem,0,0.21,incorrect,nguyen,0,0.33,incorrect,camel,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,mountain dew,0,0.24,incorrect,wallace,0,0.17,incorrect,mountain dew,0,0.24,incorrect,co ay,0,0.2,incorrect,mountain dew,0,0.24,incorrect,ella,0,0.22,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect
['whitman'],frodo,0,0.0,incorrect,walt whitman,0,0.74,correct,sair,0,0.18,incorrect,yilmaz guney,0,0.42,incorrect,ta,0,0.44,incorrect,van,0,0.4,incorrect,el poeta,0,0.27,incorrect,homero,0,0.31,incorrect,walt whitman,0,0.74,correct,yilmaz guney,0,0.42,incorrect,van,0,0.4,incorrect,homero,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,google,0,0.36,incorrect,ben,0,0.0,incorrect,amazon,0,0.55,incorrect,co ay,0,0.2,incorrect,jamaica,0,0.33,incorrect,ella,0,0.22,incorrect,google,0,0.36,incorrect,google,0,0.36,incorrect,amazon,0,0.55,incorrect,jamaica,0,0.33,incorrect,google,0,0.36,incorrect
['lacey'],she,0,0.25,incorrect,she,0,0.25,incorrect,ali,0,0.25,incorrect,tanri,0,0.2,incorrect,quentin jacobsen,0,0.29,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect,maria,0,0.2,incorrect,she,0,0.25,incorrect,tanri,0,0.2,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect
['ben'],jesus,0,0.25,incorrect,miller,0,0.22,incorrect,cocuk,0,0.0,incorrect,best,0,0.57,incorrect,duc,0,0.0,incorrect,miller,0,0.22,incorrect,yancy,0,0.25,incorrect,miller,0,0.22,incorrect,miller,0,0.22,incorrect,best,0,0.57,incorrect,miller,0,0.22,incorrect,miller,0,0.22,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,ngoc,0,0.22,incorrect,gus,0,0.0,incorrect,el,0,0.29,incorrect,el,0,0.29,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,el,0,0.29,incorrect
['margo'],europe,0,0.36,incorrect,euclid,0,0.0,incorrect,cimen,0,0.2,incorrect,harita,0,0.36,incorrect,dong,0,0.22,incorrect,do,0,0.29,incorrect,europa,0,0.36,incorrect,google,0,0.36,incorrect,euclid,0,0.0,incorrect,harita,0,0.36,incorrect,do,0,0.29,incorrect,google,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,seni,0,0.0,incorrect,ben,0,0.0,incorrect,co ay,0,0.2,incorrect,giang,0,0.4,incorrect,el,0,0.0,incorrect,alguien,0,0.33,incorrect,she,0,0.0,incorrect,ben,0,0.0,incorrect,giang,0,0.4,incorrect,alguien,0,0.33,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",her,0,0.29,incorrect,emily,0,0.29,incorrect,onu,0,0.29,incorrect,kitap,0,0.29,incorrect,nguoi khac,0,0.33,incorrect,giao vien,0,0.4,incorrect,ella,0,0.46,incorrect,shakespeare,0,0.4,incorrect,emily,0,0.29,incorrect,kitap,0,0.29,incorrect,giao vien,0,0.4,incorrect,shakespeare,0,0.4,incorrect
['margo'],camus,0,0.2,incorrect,god,0,0.5,incorrect,ben,0,0.0,incorrect,hayat,0,0.2,incorrect,hamlet,0,0.18,incorrect,than,0,0.22,incorrect,ella,0,0.22,incorrect,madrid,0,0.55,incorrect,god,0,0.5,incorrect,hayat,0,0.2,incorrect,than,0,0.22,incorrect,madrid,0,0.55,incorrect
"['margo', 'margo—']",grandma,0,0.33,incorrect,facebook,0,0.31,incorrect,annem,0,0.2,incorrect,annem,0,0.2,incorrect,truong,0,0.36,incorrect,cha,0,0.25,incorrect,mi hermano,0,0.4,incorrect,el,0,0.0,incorrect,facebook,0,0.31,incorrect,annem,0,0.2,incorrect,cha,0,0.25,incorrect,el,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,oguz atay,0,0.14,incorrect,simyaci,0,0.33,incorrect,co ay,0,0.2,incorrect,nguyen du,0,0.14,incorrect,el,0,0.0,incorrect,arrancar,0,0.31,incorrect,god,0,0.5,incorrect,simyaci,0,0.33,incorrect,nguyen du,0,0.14,incorrect,arrancar,0,0.31,incorrect
['lacey'],she,0,0.25,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,chua,0,0.22,incorrect,el,0,0.29,incorrect,chocolate,0,0.43,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,chua,0,0.22,incorrect,chocolate,0,0.43,incorrect
['margo'],her,0,0.25,incorrect,emily,0,0.2,incorrect,sen,0,0.0,incorrect,tanri,0,0.4,incorrect,anh,0,0.25,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,dios,0,0.22,incorrect,emily,0,0.2,incorrect,tanri,0,0.4,incorrect,duc,0,0.0,incorrect,dios,0,0.22,incorrect
