Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_shuffled,en_shuffled_results,es_shuffled,es_shuffled_results,tr_shuffled,tr_shuffled_results,vi_shuffled,vi_shuffled_results
"['hagrid‘in', 'hagrid']","He swung his legs off the sofa; he needed to see Hagrid with his own eyes before he would believe that he was alive. He had barely stood up, however, when a door opened and Hagrid squeezed through it, his face covered in mud and blood, limping a little but miraculously alive.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","Bajó las piernas del sofá; necesitaba ver a Hagrid con sus propios ojos para creer que estaba vivo. Sin embargo, apenas se hubo puesto en pie, se abrió una puerta y el guardabosques entró en el salón; tenía la cara cubierta de barro y sangre y cojeaba un poco, pero estaba milagrosamente vivo.","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","Bacaklarını kanepeden indirdi; Hagrid‘in canlı olduğuna inanması için onu kendi gözleriyle görmeliydi. Ancak ayaklanmıştı ki, nasıl olduysa, kapının açılıp yüzü çamur ve kanla kaplı, aksayan ama mucizevî bir şekilde canlı olan bir Hagrid‘in zorla kapıdan geçtiğini gördü.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","Nó quăng cặp giò ra khỏi ghế xô-pha; nó cần phải thấy tận mắt mới tin là bác Hagrid còn sống. Nhưng nó chỉ mới gượng đứng dậy được thì cửa mở ra và bác Hagrid lách qua cửa, mặt mũi be bét sình và máu, chân đi cà nhắc một chút, nhưng vẫn sống nhăn một cách nhiệm mầu.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","covered and his his opened when alive. had that through eyes He needed legs squeezed little off own mud he however, his alive. a was he up, see in miraculously a barely door and Hagrid to believe sofa; blood, swung face he would before the limping it, but with He Hagrid stood","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","un que del se embargo, puesto propios a y sangre y poco, de en ver una estaba la necesitaba vivo. para guardabosques abrió barro pero Hagrid creer cojeaba el apenas Bajó tenía el se sofá; sus pie, piernas milagrosamente ojos estaba puerta salón; las cara en Sin y con cubierta vivo. entró hubo","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling""","ama kapıdan açılıp nasıl kanla Hagrid‘in kendi Bacaklarını mucizevî olduğuna aksayan indirdi; bir canlı olduysa, görmeliydi. kaplı, yüzü kapının zorla Ancak şekilde inanması Hagrid‘in onu ve çamur gördü. ki, gözleriyle olan için canlı geçtiğini bir ayaklanmıştı kanepeden","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","Hagrid bác một lách cửa, qua nhiệm còn xô-pha; mầu. cặp cà quăng tận be máu, nó cách tin thấy đi Nhưng dậy mới mặt chân Nó là nhăn Hagrid khỏi cửa phải một mắt thì bét và bác cần và vẫn chỉ mũi ghế nhưng sống. ra giò mở nhắc ra nó được đứng mới chút, sống gượng sình","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling"""
"['señora weasley', 'ms weasley', 'weasley']","He felt beleaguered and blackmailed: Did they think he did not know what they had done for him, didn't they understand that it was for precisely that reason that he wanted to go now, before they had to suffer any more on his behalf? There was a long and awkward silence in which his scar continued to prickle and throb, and which was broken at last by Mrs. Weasley.","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","Se sentía acosado y chantajeado. ¿Acaso pensaban que no era consciente de lo que habían hecho por él? ¿No com- prendían que precisamente por eso quería marcharse, para que no tuvieran que sufrir más por su culpa? Hubo un largo e incómodo silencio (durante el cual siguió notando punzadas en la cicatriz) que por fin rompió la señora Weasley preguntándole con diplomacia:","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","Kuşatıldığını ve tehdit edildiğini hissediyordu. Onun için ne yaptıklarını bilmediğini mi sanıyorlardı, onlar daha fazla şey çekmeden bir an önce gitmek istemesinin nedenini anlamıyorlar mıydı? Yarası karıncalanıp zonklarken, ms Weasley tarafından bozulan uzun ve mahcubiyet verici bir sessizlik oldu.","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","Nó cảm thấy bị bao vây và dọa dẫm: họ tưởng nó không biết họ đã làm gì cho nó sao, bộ họ không hiểu rằng chính vì cái lý do đó mà nó muốn ra đi lúc này, trước khi họ phải chịu đựng thêm đau khổ vì nó sao? Sự im lặng khó xử kéo dài, và trong khoảng thời gian đó cái thẹo của nó tiếp tục nhói đau và phập phồng. Cuối cùng bà Weasley phá vỡ sự im lặng.","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","by continued didn't felt him, and for There had in long and that last was beleaguered now, for He not wanted before which scar he to they that prickle was he and think they did broken to on go precisely silence behalf? done which suffer blackmailed: they reason Weasley. it they throb, understand his more had and any Did to know what that Mrs. awkward a at his was","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","(durante que pensaban con sentía no que diplomacia: incómodo por chantajeado. era marcharse, un sufrir la fin en quería ¿No su él? preguntándole siguió e la punzadas por el habían de consciente Se rompió Hubo ¿Acaso por lo y acosado precisamente notando que silencio Weasley señora tuvieran cual para prendían com- largo eso que no que culpa? cicatriz) más por hecho que","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","gitmek edildiğini ne Yarası oldu. mıydı? fazla verici yaptıklarını ms an karıncalanıp anlamıyorlar zonklarken, mahcubiyet tehdit onlar Onun nedenini önce hissediyordu. tarafından daha çekmeden sessizlik bilmediğini için mi uzun sanıyorlardı, ve bir bir istemesinin ve Weasley Kuşatıldığını bozulan şey","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","sao? nó vây đó gian lý nó đó sao, im trong khoảng cái do thời phải lặng cái im nó nó đã phập lặng. gì thêm kéo phá này, sự bà cho Nó biết họ lúc chính làm và nó tiếp không thấy khó muốn bị đựng bộ họ và dẫm: bao Sự khi và họ họ đau xử cảm nhói cùng hiểu dài, không khổ chịu đau ra trước phồng. mà dọa Cuối của đi vì tưởng vì vỡ thẹo tục rằng Weasley","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling"""
"['mr weasley', 'weasley—', 'weasley']","“Often,” said Mr. Weasley, “when you're in a pressured situation you can produce magic you never dreamed of. Small children often find, before they're trained –”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","—A veces —explicó el señor Weasley—, cuando uno se encuentra en una situación muy comprometida, hace una magia con la que nunca había soñado. Los niños pequeños, por ejemplo, antes de recibir formación...","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","""Genellikle,"" dedi mr Weasley, ""Baskı altındayken hayal edemeyeceğin büyüler yaparsın. Küçük çocuklarda daha sık olur, eğitilmeden.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","“Thường thường,” ông Weasley nói, “khi ở trong tình huống bị o ép, con có thể tạo ra phép thuật nhiệm màu mà con cũng chưa bao giờ mơ tới. Trẻ con thường gặp tình huống đó, trước khi chúng được huấn luyện…”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","in you Mr. pressured children produce dreamed they're often find, magic situation Weasley, a Small of. can said never you before trained –” “Often,” “when you're","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","Los cuando ejemplo, comprometida, uno se —explicó hace había niños que muy situación antes veces de una formación... una recibir magia señor la el soñado. pequeños, en nunca encuentra por —A Weasley—, con","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","""Genellikle,"" edemeyeceğin mr Weasley, hayal Küçük altındayken dedi olur, ""Baskı daha çocuklarda büyüler sık yaparsın. eğitilmeden.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","cũng nhiệm nói, mơ con mà huống đó, ông thuật phép khi chúng gặp tình o con bị thể thường luyện…” có tới. ép, ở huấn bao con giờ Weasley “khi được “Thường trước ra trong Trẻ tình chưa huống thường,” tạo màu","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling"""
['harry'],"“Yeah, why tell the public the truth?” said Harry, clenching his knife so tightly that the faint scars on the back of his right hand stood out, white against his skin: I must not tell lies.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","—Ya. Total, ¿para qué contarle la verdad a la gente? —musitó Harry, aferrando el cuchillo con tanta fuerza que las finas cicatrices del dorso de la mano derecha se le desta-caron sobre la piel: «No debo decir mentiras.»","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","""Evet, halka gerçekler neden anlatılsın ki?"" dedi Harry, bıçağını o kadar sıkı tutmuştu ki sağ elinin üzerindeki yara izi beyaz teni üzerinde cılızca belirginleşti: “Yalan söylememeliyim.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Ừ há, tại sao phải nói cho công chúng biết sự thật chứ?” Harry nói, tay siết chặt cán dao của nó đến nỗi vết thẹo mờ trên mu bàn tay phải của nó nổi rõ lên, trắng nhách trên làn da: “Tôi không được nói dối.”","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling""","out, white Harry, the his why clenching I on public said truth?” stood right must tell skin: of tell back lies. scars against knife that tightly his not so faint the “Yeah, the his hand the","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","se «No —musitó la dorso mano la qué debo Total, tanta le fuerza aferrando cicatrices cuchillo que del la las de el mentiras.» decir —Ya. piel: ¿para la contarle con verdad gente? desta-caron derecha finas Harry, sobre a","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","anlatılsın ki ki?"" sıkı belirginleşti: halka gerçekler kadar elinin “Yalan söylememeliyim. Harry, üzerinde teni beyaz üzerindeki neden sağ dedi o izi ""Evet, cılızca yara bıçağını tutmuştu","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","da: thật của nổi rõ thẹo chứ?” mờ vết biết làn đến nói tay nỗi “Ừ dao há, được cho phải phải dối.” siết trên sự không trên nhách lên, mu nói, nó tay “Tôi cán nó Harry bàn tại sao nói chặt chúng công trắng của","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling"""
['hermione'],"“Of course we don’t want him to be dead!” said Hermione, looking shocked. “It’s dreadful that he’s dead! But we’re being realistic!”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""",—¡Claro que no preferimos que esté muerto! —saltó Hermione con súbita consternación—. ¡Es terrible que haya muerto! Pero hemos de ser realistas.,"""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","""Tabii ki ölmüş olmasını istemiyoruz!"" dedi Hermione şoke olmuş halde. ""Ölmüş olması berbat bir şey! Ama gerçekçi oluyoruz!","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Dĩ nhiên tụi mình đâu có muốn thầy ấy chết.” Hermione nói, tỏ vẻ sửng sốt. “Thầy ấy chết thì thật là khủng khiếp, nhưng tụi mình phải thực tế chớ!”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","him looking dreadful “It’s to that “Of realistic!” he’s shocked. we’re said course dead!” be dead! we Hermione, But want don’t being","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""",súbita ¡Es muerto! hemos muerto! que realistas. —saltó de consternación—. —¡Claro no esté con ser terrible que haya que Hermione Pero preferimos,"""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","olması Hermione olmuş ölmüş berbat bir şey! şoke istemiyoruz!"" ki ""Ölmüş gerçekçi dedi halde. ""Tabii olmasını oluyoruz! Ama","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","ấy thật chết chớ!” nhưng nói, “Dĩ tụi thực mình là tỏ khủng tụi Hermione chết.” ấy tế thầy có đâu nhiên muốn vẻ sửng thì phải “Thầy khiếp, sốt. mình","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling"""
['hermione'],"“Ha ha,” said Hermione, looking down at Spellman’s Syllabary. “I wonder . . . will we need to translate runes? It’s possible. . . . I think we’d better take it, to be safe.”","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","—Muy gracioso —refunfuñó Hermione contemplando la portada del Silabario del hechicero—. No sé si... ¿Creéis que necesitaremos traducir runas? Es posible. Creo que será mejor que nos lo llevemos, por si acaso.","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","""Ha ha,"" dedi Hermione, “Hececinin Hece Listesi”ne bakarak. ""Acaba... antik yazıları çevirmemiz gerekebilir mi? Mümkün... yanımıza almamız iyi olur, güvenlik açısından.","""title"": ""Harry Potter ve Felsefe Efsanesi"", ""author"": ""J.K. Rowling""","“Hì hì,” Hermione cười, ngó xuống cuốn Bảng Kí Hiệu Âm Tiết cho Người Niệm Chú… “Mình tự hỏi… liệu có khi nào cần dịch chữ Runes không? Biết đâu… mình nghĩ tụi mình nên đem nó theo, để yên tâm.”","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","to at we’d better translate think . I . safe.” possible. runes? . wonder “Ha it, be Spellman’s we looking take need said down . It’s . Hermione, “I . will ha,” Syllabary. to","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling""","No Hermione runas? acaso. Creo —Muy mejor llevemos, que lo posible. del gracioso por traducir ¿Creéis que sé si que portada Silabario si... nos hechicero—. Es necesitaremos contemplando la —refunfuñó del será","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","gerekebilir açısından. Mümkün... Hermione, antik yanımıza Hece bakarak. iyi dedi almamız ""Ha ha,"" yazıları olur, mi? Listesi”ne ""Acaba... çevirmemiz güvenlik “Hececinin","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling""","nghĩ dịch khi yên đem để Biết Bảng Hermione ngó Chú… tụi Niệm nên xuống “Hì Kí Tiết Hiệu đâu… “Mình cuốn Người tự hỏi… nó có mình cho mình nào Âm liệu không? hì,” Runes theo, chữ cười, tâm.” cần","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling"""
"['ron—', 'ron']","“Once we’ve left, the ghoul’s going to come and live down here in my room,” said Ron. “I think he’s really looking forward to it – well, it’s hard to tell, because all he can do is moan and drool – but he nods a lot when you mention it. Anyway, he’s going to be me with spattergroit. Good, eh?”","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","—Cuando nos marchemos, el ghoul bajará a mi dormitorio y vivirá aquí —explicó Ron—. Creo que lo está deseando. Bueno, es difícil saberlo porque lo único que hace es gemir y babear, pero cuando se lo menciono, mueve afirmativamente la cabeza. En fin, el ghoul será yo aquejado de spattergroit.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","""Ayrıldığımızda, gulyabani aşağı inip benim odamda yaşayacak,"" dedi Ron. ""Sanırım bunun olmasını sabırsızlıkla bekliyor -eh, tahmin etmesi zor, çünkü tek yapabildiği inlemek ve salya akıtmak- ama bahsini açtığın zaman çok kafa sallıyor. Her neyse benim Sıvaserpil kapmış halim olacak. İyi, değil mi?","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Khi tụi mình ra đi, con ma xó sẽ xuống đây sống trong căn phòng của mình.” Ron nói. “Mình tin nó thực sự trông mong đến lúc đó… Ừ, cũng khó nói thế được, vì nó chẳng biết gì khác hơn là rên rỉ và sụt sịt mũi dài lòng thòng… nhưng nó gật đầu lia lịa khi mình nói tới chuyện đó. Đại khái nó sẽ là mình đang mắc bệnh trái rạ. Hay hén?”","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","live “I here he my but eh?” it “Once going tell, the all ghoul’s – and because moan looking come he me you really to nods well, spattergroit. and drool think to Anyway, is it’s he’s room,” hard mention – down with to Ron. be Good, to in can do forward lot a he’s when going we’ve it. left, said","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","cuando único cabeza. que saberlo Ron—. aquejado es afirmativamente el babear, marchemos, lo pero En mi de bajará vivirá deseando. a yo difícil —Cuando es Bueno, ghoul la lo está ghoul mueve nos Creo hace y lo el se gemir porque será menciono, y que aquí fin, spattergroit. —explicó dormitorio","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","dedi salya olacak. akıtmak- yapabildiği sabırsızlıkla zaman açtığın ""Ayrıldığımızda, bahsini Sıvaserpil benim çünkü neyse değil ama Ron. inip tahmin Her çok bekliyor olmasını gulyabani yaşayacak,"" zor, bunun ve kafa sallıyor. kapmış tek -eh, inlemek benim odamda aşağı İyi, mi? halim etmesi ""Sanırım","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","đi, sụt đó… mình hơn mắc nó bệnh nó mình Đại đang con trái dài sống thực rạ. tụi Ừ, phòng lòng chẳng rỉ nó lia khái đó. ma đây đầu lúc gì là xuống sự “Mình của xó Hay tin gật là trông biết mình sẽ sẽ sịt mũi mình.” rên nhưng hén?” nói “Khi vì chuyện cũng ra khó lịa mong và tới trong thế căn nói nó khác Ron thòng… được, đến nói. khi","""title"": ""The Kite Runner"", ""author"": ""Khaled Hosseini"""
['hermione'],"“But hopefully it’ll look like I’ve gone away with Mum and Dad; a lot of Muggle-borns are talking about going into hiding at the moment,” said Hermione.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","—Si todo sale bien, parecerá que yo me he ido con mis padres; últimamente muchos hijos de muggles se están plan-teando esconderse —aportó Hermione.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","""Ama umuyoruz ki ben, annem ve babamla uzaklara gitmiş gibi görüneceğim, birçok Muggle doğumlu gidip saklanmayı planlıyor şu anki durumda,"" dedi Hermione.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Nhưng lúc đó hy vọng nhìn có vẻ như mình đã đi xa với ba má mình; dạo này nhiều phù thủy gốc Muggle bàn tính chuyện đi trốn lắm,” Hermione nói.","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","about a going at hiding it’ll the away “But I’ve of Muggle-borns gone Hermione. said and look like hopefully Mum into Dad; moment,” are with lot talking","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","esconderse me plan-teando muggles muchos últimamente que se parecerá hijos —aportó bien, —Si todo he con yo mis de padres; Hermione. sale están ido","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","planlıyor umuyoruz birçok anki Hermione. Muggle ben, saklanmayı görüneceğim, annem gitmiş gibi uzaklara doğumlu gidip ki babamla ""Ama durumda,"" dedi ve şu","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","dạo Hermione hy xa nhiều lắm,” Muggle đi thủy mình gốc đó mình; vọng đi bàn này lúc đã phù má như với tính nhìn vẻ nói. trốn chuyện ba có “Nhưng","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling"""
"['ron—', 'ron']","“We can’t hide my whole family, it’ll look too fishy and they can’t all leave their jobs,” said Ron. “So we’re going to put out the story that I’m seriously ill with spattergroit, which is why I can’t go back to school. If anyone comes calling to investigate, Mum or Dad can show them the ghoul in my bed, covered in pustules. Spattergroit’s really contagious, so they’re not going to want to go near him. It won’t matter that he can’t say anything, either, because apparently you can’t once the fungus has spread to your uvula.”","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","—Como es lógico, no podemos esconder a toda mi familia, porque resultaría sospechoso y, además, mi padre no puede dejar su empleo —explicó Ron—. Así que haremos correr la trola de que estoy muy enfermo de spattergroit y por eso no he vuelto al colegio. Si alguien viene aquí a husmear, mi padre o mi madre le enseñarán al ghoul en mi cama, cubierto de pústulas. Como es una enfermedad muy contagiosa, nadie se atreverá a acercarse a él. Además, no importa que el ghoul no diga nada porque, por lo visto, cuando el hongo se extiende por la campanilla te quedas afónico.","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","""Biz bütün ailemi saklayamayız, çok kuşku yaratır ve hepsi işlerini bırakamazlar,"" dedi Ron. ""Biz de, benim Sıvaserpil yüzünden ciddi bir şekilde hastalandığım ve bu yüzden okula gidemediğim hikayesini uyduracağız. Eğer herhangi biri araştırmaya gelirse, annem ya da babam yatağımdaki kabarcıklarla dolu gulyabaniyi gösterebilirler. Sıvaserpil çok bulaşıcı, bu yüzden yanına çok yaklaşmak istemeyeceklerdir. Bir şey söylemeyecek olması da önemli değil, çünkü mantar küçük dilinin üzerine sıçrarsa, konuşamazsın.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","“Tụi mình không thể đem cả nhà mình đi trốn, coi bộ đáng nghi lắm, với lại mọi người không thể bỏ hết công ăn việc làm được,” Ron nói. “Vì vậy tụi mình bịa ra chuyện mình bị bệnh trái rạ nặng, đó là lí do mình không thể trở lại trường. Nếu có ai đó đến kiểm tra, ba hay má đều có thể chỉ cho họ thấy con ma xó trên giường của mình, mặt đầy mụn mủ. Bệnh trái rạ lây dữ lắm, cho nên họ không muốn tới gần nó đâu. Nó không thể nói năng gì cũng không sao, bởi vì hiển nhiên người ta không thể nói nữa một khi nấm đã lan tới lưỡi gà.”","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","to is ill family, he they once all either, back school. story investigate, it’ll matter or can’t look your seriously in we’re going them apparently to comes calling ghoul my Spattergroit’s won’t with the bed, the and out want can’t pustules. their whole too go fungus that why can’t anything, “So “We not they’re show jobs,” him. to fishy hide near so you anyone Ron. said the Mum to going put has uvula.” really which I Dad in spattergroit, that can’t to to covered I’m leave say go contagious, If It spread can’t because my can","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","quedas porque, Además, al aquí toda la Si ghoul que muy en viene importa al mi por es visto, extiende vuelto ghoul de afónico. le puede eso estoy hongo se spattergroit muy no empleo diga podemos alguien a husmear, he cubierto haremos además, dejar de te atreverá contagiosa, no mi nadie cama, no que padre es enfermedad de Como colegio. campanilla no a a lógico, y Así correr nada familia, sospechoso porque madre resultaría se por lo o no trola que mi esconder mi cuando padre una su la el pústulas. enseñarán él. por y, el mi Ron—. a —Como enfermo —explicó acercarse","""title"": ""El ingenioso hidalgo Don Quijote de la Mancha"", ""author"": ""Miguel de Cervantes Saavedra""","küçük da çok sıçrarsa, yanına dilinin istemeyeceklerdir. gidemediğim yatağımdaki Sıvaserpil mantar yüzden bulaşıcı, hikayesini söylemeyecek değil, ve okula ""Biz Ron. bütün yüzünden gulyabaniyi de, konuşamazsın. bırakamazlar,"" yüzden da ailemi Eğer gösterebilirler. gelirse, Bir herhangi uyduracağız. ciddi yaratır çok çünkü annem şey babam biri kabarcıklarla dedi ve olması hastalandığım hepsi bu Sıvaserpil bir saklayamayız, araştırmaya bu üzerine işlerini önemli ""Biz yaklaşmak dolu kuşku çok ya benim şekilde","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","đáng nói. tra, mình họ gì rạ người thể nghi hay là giường má có được,” sao, có đem đó bộ ra tới do trên mặt thể xó đó “Tụi coi vậy mụn ma một nhà không khi lại mình rạ bỏ thấy nấm thể ba bị mình nên đến nói lắm, trở ăn con lắm, “Vì nói mình gần họ thể nó lây với không không lưỡi cho Nó lí Ron Bệnh ta cả đầy của dữ nhiên đều cũng trái đi thể bệnh hiển đâu. đã Nếu kiểm gà.” ai mọi mình, lại không công tới mủ. hết nặng, năng muốn vì không trốn, bịa thể không chỉ chuyện lan trái nữa không mình làm tụi người việc bởi trường. cho","""title"": ""Uncle Tom's Cabin"", ""author"": ""Harriet Beecher Stowe"""
['ron'],"“Oh well, lucky we’ve got such a large supply of basilisk fangs, then,” said Ron. “I was wondering what we were going to do with them.”","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","—Pues menos mal que tenemos una gran provisión de colmillos de basilisco, ¿no? —dijo Ron con sarcasmo—. Me preguntaba qué íbamos a hacer con ellos.","""title"": ""Harry Potter y el Prisionero de Azkaban"", ""author"": ""J.K. Rowling""","""Ah peki, büyük bir basilik dişi stoğumuz olduğu için şanslıyız o zaman,"" dedi Ron. ""Ben de onları nerede kullanırız diye merak ediyordum.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","“Ái chà, may quá, tụi mình có cả đống nanh mãng xà dự trữ,” Ron nói. “Mình đang thắc mắc không biết tụi mình sẽ làm gì với chúng đây.”","""title"": ""Harry Potter and the Sorcerer's Stone"", ""author"": ""J.K. Rowling""","such got a what lucky them.” of basilisk wondering with well, said “I were “Oh was we large do we’ve Ron. fangs, to then,” going supply","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","con gran qué menos con una de preguntaba provisión sarcasmo—. basilisco, íbamos —Pues colmillos mal hacer que a ellos. de Ron ¿no? —dijo tenemos Me","""title"": ""Don Quijote de la Mancha"", ""author"": ""Miguel de Cervantes Saavedra""","""Ben peki, merak ediyordum. diye için Ron. dişi kullanırız onları de o şanslıyız nerede basilik olduğu stoğumuz zaman,"" bir dedi büyük ""Ah","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","đang mình thắc trữ,” đây.” làm chúng không “Mình tụi biết dự cả xà mắc nanh tụi nói. may quá, đống sẽ “Ái mãng có chà, mình Ron với gì","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling"""
['ron'],"“But even if we wreck the thing it lives in,” said Ron, “why can’t the bit of soul in it just go and live in something else?”","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""","—Pero, aunque destrocemos el objeto en que vive, ¿por qué no puede el fragmento de alma alojarse en otro objeto? —cuestionó Ron.","""title"": ""El Señor de los Anillos"", ""author"": ""J.R.R. Tolkien""","""Ama bu şeyi yok etsek bile,"" dedi Ron, ""Neden içindeki ruh gidip başka bir şeyin içinde yaşamıyor?","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Nhưng ngay cả nếu mình phá tan nát cái vật chứa linh hồn đó,” Ron nói, “thì tại sao mảnh linh hồn ở trong vật đó lại không bỏ đi mà sống trong một vật khác?”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","go we in if the something “But thing in,” it of Ron, wreck just even in said lives soul bit and it “why can’t else?” live the","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","fragmento ¿por aunque en —cuestionó objeto? destrocemos de Ron. no otro objeto alojarse vive, puede el —Pero, en el alma que qué","""title"": ""Don Quijote de la Mancha"", ""author"": ""Miguel de Cervantes Saavedra""","yaşamıyor? gidip Ron, şeyi bir içindeki etsek dedi ruh bu başka şeyin ""Neden yok bile,"" içinde ""Ama","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","không nói, bỏ hồn đi trong chứa nát cái tan linh cả mà hồn nếu vật vật khác?” “Nhưng lại đó,” trong vật phá Ron sống đó ngay ở một sao mảnh tại mình linh “thì","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling"""
