Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['bruno—', 'bruno']",boxer,mcdonald's,hayvan,nguyễn,0,0.4,0,0.13,0,0.18,0,0.36,incorrect,incorrect,incorrect,incorrect
['gretel'],elizabeth,maría,john,nguyễn,0,0.27,0,0.18,0,0.0,0,0.33,incorrect,incorrect,incorrect,incorrect
['bruno'],pyramid,maría,atatürk,nguyễn,0,0.17,0,0.2,0,0.17,0,0.36,incorrect,incorrect,incorrect,incorrect
['gretel'],matilda,carlos,shakespeare,đông,0,0.31,0,0.33,0,0.24,0,0.2,incorrect,incorrect,incorrect,incorrect
['gretel'],emily,maría,emily,ngọc,0,0.36,0,0.18,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],john,marx,bay,nguyễn,0,0.22,0,0.22,0,0.25,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],grandfather,hitler,berlin,berlin,0,0.25,0,0.18,0,0.55,0,0.55,incorrect,incorrect,incorrect,incorrect
['bruno'],emma,maría,hiç,ngọc,0,0.0,0,0.2,0,0.0,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],jo,maría,john,ngọc,0,0.29,0,0.2,0,0.22,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],emma,maría,emily,ngọc,0,0.0,0,0.2,0,0.0,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],heathcliff,hombre,çay,nguyễn,0,0.0,0,0.36,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],hubert,hitler,teğmen,nguyễn,0,0.36,0,0.18,0,0.18,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],tom,shakespeare,john,nguyễn,0,0.25,0,0.12,0,0.22,0,0.36,incorrect,incorrect,incorrect,incorrect
['pavel'],holden,shakespeare,harry,đông,0,0.18,0,0.38,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['pavel', 'pavel—']",it,maría,yara,ngọc,0,0.0,0,0.2,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
['bruno'],god,maría,ne,nguyễn,0,0.25,0,0.2,0,0.29,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],watson,galeno,ali,nguyễn,0,0.18,0,0.36,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],stephen,maría,adam,ngọc,0,0.17,0,0.2,0,0.0,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],christmas,carlos,albert,viện,0,0.14,0,0.36,0,0.36,0,0.22,incorrect,incorrect,incorrect,incorrect
['pavel'],god,freud,çocuk,nguyễn,0,0.0,0,0.2,0,0.0,0,0.18,incorrect,incorrect,incorrect,incorrect
"['bruno—', 'bruno']",lot,berlín,berlin,nguyễn,0,0.25,0,0.55,0,0.55,0,0.36,incorrect,incorrect,incorrect,incorrect
['pavel'],holden,marx,harry,nguyễn,0,0.18,0,0.22,0,0.2,0,0.18,incorrect,incorrect,incorrect,incorrect
['bruno'],hamlet,shakespeare,hamlet,nguyễn,0,0.0,0,0.12,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
"['liszt', 'herr liszt', 'herr liszt—', 'bay liszt']",grandmother,abuela,özdemir,nguyễn,0,0.4,0,0.44,0,0.36,0,0.22,incorrect,incorrect,incorrect,incorrect
"['liszt', 'herr liszt', 'bay liszt']",heathcliff,platón,harry,nguyễn,0,0.4,0,0.36,0,0.67,0,0.22,incorrect,incorrect,incorrect,incorrect
['bruno'],lydia,god,i̇stanbul,nguyễn,0,0.0,0,0.25,0,0.31,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],robinson,ulises,robinson,nguyễn,0,0.46,0,0.18,0,0.46,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],other,agatha,colomb,nguyễn,0,0.2,0,0.0,0,0.18,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],pinocchio,maría,harry,nguyễn,0,0.29,0,0.2,0,0.2,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],shmuel,charlie,çocuk,tom,0,0.18,0,0.17,0,0.2,0,0.25,incorrect,incorrect,incorrect,incorrect
['bruno'],charlie,marx,tom,nguyễn,0,0.17,0,0.22,0,0.25,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],harry,maría,harry,nguyễn,0,0.2,0,0.2,0,0.2,0,0.36,incorrect,incorrect,incorrect,incorrect
['shmuel'],harry,galileo,ali,nguyễn,0,0.18,0,0.15,0,0.22,0,0.33,incorrect,incorrect,incorrect,incorrect
['bruno'],of,hitler,almanya,đức,0,0.29,0,0.18,0,0.17,0,0.25,incorrect,incorrect,incorrect,incorrect
"['“không', 'bruno']",emma,maría,bay,bruno,0,0.0,0,0.2,0,0.25,1,1.0,incorrect,incorrect,incorrect,correct
['bruno'],heathcliff,shakespeare,stephen,harry,0,0.0,0,0.12,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],livingstone,shakespeare,amundsen,ngọc,0,0.25,0,0.12,0,0.31,0,0.44,incorrect,incorrect,incorrect,incorrect
"['huy', 'bruno']",christopher,shakespeare,colombus,ngọc,0,0.25,0,0.14,0,0.31,0,0.44,incorrect,incorrect,incorrect,incorrect
['gretel'],case,estas,türkiye,ngài,0,0.2,0,0.36,0,0.31,0,0.2,incorrect,incorrect,incorrect,incorrect
['gretel'],french,marx,marie,ngọc,0,0.33,0,0.2,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
"['brun', 'bruno']",shoes,zapato,çok,ngọc,0,0.2,0,0.18,0,0.25,0,0.44,incorrect,incorrect,incorrect,incorrect
"['bruno—', 'bruno']",stevenson,hitler,parlak,đất,0,0.29,0,0.18,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
"['padre', 'bruno']",john,marx,şeninkini,đăng,0,0.22,0,0.44,0,0.14,0,0.22,incorrect,incorrect,incorrect,incorrect
['shmuel'],charlie,maría,öykü,nguyễn,0,0.31,0,0.18,0,0.2,0,0.33,incorrect,incorrect,incorrect,incorrect
['bruno'],fury,zeus,nick,nguyễn,0,0.22,0,0.22,0,0.22,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],platform,hitler,paris,đó,0,0.15,0,0.18,0,0.2,0,0.29,incorrect,incorrect,incorrect,incorrect
['shmuel'],god,estación,john,ngọc,0,0.0,0,0.14,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['bruno—', 'bruno']",harry,están,arka,harry,0,0.2,0,0.2,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],charles,maría,john,ngọc,0,0.17,0,0.2,0,0.22,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],jim,carlos,tom,điện,0,0.0,0,0.36,0,0.25,0,0.22,incorrect,incorrect,incorrect,incorrect
['bruno'],brontë,maría,ali,nguyễn,0,0.55,0,0.2,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
"['maria', 'maría']",harry,maría,öğle,minh,0,0.4,1,1.0,0,0.0,0,0.44,incorrect,correct,incorrect,incorrect
['bruno'],tom,roble,emily,ngọc,0,0.25,0,0.4,0,0.0,0,0.44,incorrect,incorrect,incorrect,incorrect
['pavel'],heathcliff,maría,bay,nguyễn,0,0.27,0,0.2,0,0.25,0,0.18,incorrect,incorrect,incorrect,incorrect
['bruno'],god,shakespeare,bay,ngọc,0,0.25,0,0.12,0,0.25,0,0.44,incorrect,incorrect,incorrect,incorrect
"['maria', 'maría']",david,maría,bay,ngọc,0,0.4,1,1.0,0,0.25,0,0.0,incorrect,correct,incorrect,incorrect
['shmuel'],plutarch,pan,hitler,ngọc,0,0.14,0,0.0,0,0.33,0,0.0,incorrect,incorrect,incorrect,incorrect
['bruno'],mr.,maría,ayşe,ngọc,0,0.25,0,0.2,0,0.0,0,0.44,incorrect,incorrect,incorrect,incorrect
"['kotler', 'lieutenant kotler', 'teğmen kotler']",harvard,historia,özdemir,nguyễn,0,0.17,0,0.33,0,0.46,0,0.5,incorrect,incorrect,incorrect,incorrect
['gretel'],goldie,el,tom,ngọc,0,0.33,0,0.5,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],shakespeare,shakespeare,emily,nguyễn,0,0.12,0,0.12,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
['gretel'],alice,don,harry,ngọc,0,0.18,0,0.0,0,0.18,0,0.2,incorrect,incorrect,incorrect,incorrect
['gretel'],emma,shakespeare,özgür,ngọc,0,0.2,0,0.24,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
['gretel'],holden,maría,shakespeare,ngọc,0,0.17,0,0.18,0,0.24,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],jo,maría,tom,ngọc,0,0.29,0,0.2,0,0.25,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],jim,robinson,jack,đảo,0,0.0,0,0.46,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
['bruno'],harry,lo,john,ngọc,0,0.2,0,0.29,0,0.22,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],stephen,maría,ali,đông,0,0.17,0,0.2,0,0.0,0,0.22,incorrect,incorrect,incorrect,incorrect
['bruno'],charlie,maría,john,chú,0,0.17,0,0.2,0,0.22,0,0.25,incorrect,incorrect,incorrect,incorrect
['bruno'],gregor,kafka,anna,berlin,0,0.36,0,0.0,0,0.22,0,0.55,incorrect,incorrect,incorrect,incorrect
['gretel'],emma,job,harry,ngọc,0,0.2,0,0.0,0,0.18,0,0.2,incorrect,incorrect,incorrect,incorrect
"['bruno', 'do thái']",hitler,hitler,hitler,bruno,0,0.4,0,0.4,0,0.4,1,1.0,incorrect,incorrect,incorrect,correct
['gretel'],clarion,marx,yahudi,ngọc,0,0.15,0,0.2,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],herod,hitler,hitler,ngược,0,0.4,0,0.18,0,0.18,0,0.4,incorrect,incorrect,incorrect,incorrect
['bruno'],harry,hitler,frankenstein,minh,0,0.2,0,0.18,0,0.24,0,0.22,incorrect,incorrect,incorrect,incorrect
['bruno'],god,marx,harry,ngọc,0,0.25,0,0.22,0,0.2,0,0.44,incorrect,incorrect,incorrect,incorrect
['bruno'],bruno,maría,harry,nguyễn,1,1.0,0,0.2,0,0.2,0,0.36,correct,incorrect,incorrect,incorrect
['shmuel'],god,god,john,tom,0,0.0,0,0.0,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
['shmuel'],atticus,adolf,harry,ngọc,0,0.15,0,0.18,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
['shmuel'],heathcliff,carlos,i̇stanbul,ngọc,0,0.38,0,0.17,0,0.43,0,0.0,incorrect,incorrect,incorrect,incorrect
"['shmuel', 'shmuel—']",harry,maría,atina,trần,0,0.18,0,0.18,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['bruno'],bruno,maría,john,harry,1,1.0,0,0.2,0,0.22,0,0.2,correct,incorrect,incorrect,incorrect
['bruno'],stanley,parís,god,nguyễn,0,0.17,0,0.2,0,0.25,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],his,al,çamur,nguyễn,0,0.0,0,0.0,0,0.2,0,0.36,incorrect,incorrect,incorrect,incorrect
['shmuel'],tom,quijote,harry,ngọc,0,0.22,0,0.31,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
['bruno'],gate,disney,tom,nguyễn,0,0.0,0,0.18,0,0.25,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],heathcliff,marx,harry,harry,0,0.0,0,0.22,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
['bruno'],stanley,colón,indiana,nguyễn,0,0.17,0,0.2,0,0.17,0,0.36,incorrect,incorrect,incorrect,incorrect
['shmuel'],frankenstein,madrid,özgür,nguyễn,0,0.22,0,0.17,0,0.18,0,0.33,incorrect,incorrect,incorrect,incorrect
['bruno'],commandant,hitler,hitler,nguyễn,0,0.13,0,0.18,0,0.18,0,0.36,incorrect,incorrect,incorrect,incorrect
['bruno'],genesis,shakespeare,shakespeare,nguyễn,0,0.17,0,0.12,0,0.12,0,0.36,incorrect,incorrect,incorrect,incorrect
