Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['julia—', 'julia']",harry,marx,harry,giả,0,0.2,0,0.22,0,0.2,0,0.5,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",frankenstein,chomsky,uzman,nguyễn,0,0.32,0,0.14,0,0.17,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",winston,hitler,özdemir,nguyễn,0,0.29,0,0.31,0,0.29,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",marlowe,marlboro,ali,thuốc,0,0.29,0,0.27,0,0.2,0,0.17,incorrect,incorrect,incorrect,incorrect
"['huynh đệ', 'goldstein']",winston,hermandad,assassins,winston,0,0.38,0,0.35,0,0.33,0,0.38,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",god,mar,harry,ngọc,0,0.2,0,0.2,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
['winston'],winston,winston,ordusu,nguyễn,1,1.0,1,1.0,0,0.15,0,0.31,correct,correct,incorrect,incorrect
['julia'],emily,odio,beatles,nguyễn,0,0.2,0,0.22,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
"['winston', ""winston'ın""]",heathcliff,shakespeare,cellât,nghe,0,0.2,0,0.11,0,0.15,0,0.18,incorrect,incorrect,incorrect,incorrect
"['smith', 'smit']",janie,maría,özdemir,ngọc,0,0.22,0,0.44,0,0.36,0,0.0,incorrect,incorrect,incorrect,incorrect
['parsons'],winston,winston,pinokyo,nguyễn,0,0.43,0,0.43,0,0.29,0,0.15,incorrect,incorrect,incorrect,incorrect
['parsons'],heidi,hitler,perşembe,ngọc,0,0.0,0,0.15,0,0.4,0,0.18,incorrect,incorrect,incorrect,incorrect
"['winston', ""winston'i""]",winston,hitler,jack,nguyễn,1,1.0,0,0.31,0,0.0,0,0.31,correct,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",constable,hitler,yana,nguyễn,0,0.38,0,0.31,0,0.18,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",will,hitler,shakespeare,ngọc,0,0.18,0,0.31,0,0.22,0,0.18,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",emma,marx,bay,nguyễn,0,0.18,0,0.18,0,0.2,0,0.31,incorrect,incorrect,incorrect,incorrect
['winston'],god,god,acı,nguyễn,0,0.2,0,0.2,0,0.2,0,0.31,incorrect,incorrect,incorrect,incorrect
['winston'],stephen,el,patlama,đức,0,0.43,0,0.0,0,0.14,0,0.0,incorrect,incorrect,incorrect,incorrect
"['winston', ""o 'brien"", ""o'brien'ın"", 'o’brien']",god,hamlet,platon,nguyễn,0,0.5,0,0.17,0,0.46,0,0.33,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",elizabeth,freud,öğrenme,nguyễn,0,0.25,0,0.33,0,0.57,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",galileo,galaxias,galileo,trái,0,0.29,0,0.13,0,0.29,0,0.36,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",god,adán,i̇sa,nguyễn,0,0.2,0,0.18,0,0.2,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",it,al,özgür,nguyễn,0,0.22,0,0.0,0,0.33,0,0.31,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",gregor,shakespeare,stephen,thâm,0,0.31,0,0.22,0,0.29,0,0.0,incorrect,incorrect,incorrect,incorrect
"[""o'brien"", 'o’brien']",london,hammett,albert,chuột,0,0.31,0,0.14,0,0.31,0,0.17,incorrect,incorrect,incorrect,incorrect
"['winston', ""winston'a""]",gregor,hamelin,çığlıkları,chuột,0,0.15,0,0.29,0,0.21,0,0.17,incorrect,incorrect,incorrect,incorrect
"[""o'brien—"", ""o'brien"", 'o’brien']",beast,hammett,mask,chuột,0,0.33,0,0.14,0,0.0,0,0.17,incorrect,incorrect,incorrect,incorrect
"['winston', ""winston'ın"", 'tim winston', 'winston’s']",hitler,inglaterra,hitler,đảng,0,0.31,0,0.35,0,0.31,0,0.18,incorrect,incorrect,incorrect,incorrect
['winston'],winston,áfrica,tele,phi,1,1.0,0,0.15,0,0.18,0,0.2,correct,incorrect,incorrect,incorrect
['winston'],woolworth,al,alice,thanh,0,0.25,0,0.0,0,0.17,0,0.33,incorrect,incorrect,incorrect,incorrect
"['winston', 'winston,']",winston,marx,adam,nguyễn,1,1.0,0,0.0,0,0.0,0,0.31,correct,incorrect,incorrect,incorrect
