Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
"['bibi', 'bibi co', 'bibi jo']","[MASK] jo came to see her that day too. It was raining by the time she came. She lowered her large body onto the chair beside the bed, grimacing.",Jo,"[MASK] yo también fue a verla ese día. Llovía cuando llegó. Acomodó su corpulenta figura en la silla que había junto a la cama, haciendo una mueca.",Él,"O gün, [MASK] onu görmeye geldi. Geldiğinde, yağmur yağıyordu. İri gövdesini yatağın yanındaki iskemleye güçlükle, oflaya puflaya bıraktı.",Adam,"Ngày hôm đó, [MASK] cũng đến thăm cô. Khi bà đến thì trời đang mưa. Bà hạ tấm thân phục phịch xuống chiếc ghế bên cạnh giường và nhăn mặt vì đau.",Nguyễn,"the She lowered beside the her see raining that day was her chair bed, grimacing. by to she time too. It onto came. large [MASK] body jo the came",storm,"mueca. verla corpulenta cama, había Llovía a haciendo [MASK] junto cuando fue la a también su que en Acomodó una silla ese la yo llegó. día. figura",lluvia,"görmeye oflaya yanındaki [MASK] İri geldi. güçlükle, O yağıyordu. onu gövdesini yağmur bıraktı. iskemleye yatağın Geldiğinde, gün, puflaya",adam,"hạ hôm mưa. ghế Khi Bà Ngày [MASK] thân bên xuống và thăm chiếc mặt phục cạnh cũng thì trời đến cô. phịch bà đó, đau. đến vì nhăn tấm đang giường",Nguyệt
"['nergis', 'nargis']","""What's more,"" [MASK] went on, ""he too has had a great loss in his life. His wife, we hear, died during childbirth ten years ago. And then, three years ago, his son drowned in a lake.""",Mr.,"–Además -continuó [MASK]-, también él ha sufrido una gran pérdida. Su mujer, según nos han dicho, murió de parto hace diez años. Y luego, hace tres años, su hijo se ahogó en un lago.",él,"“Dahası,” diye sürdürdü [MASK] sözünü, “o da sevdiklerini kaybetmenin acısını yaşamış. Duyduğumuza göre, karısı on yıl önce doğum yaparken ölmüş. Sonra, üç yıl önce de oğlu gölde boğulmuş.",Adam,"“Còn gì nữa nào,” [MASK] tiếp tục, “anh ta cũng có những mất mát lớn trong cuộc sống. Chúng tôi được biết là vợ anh ta đã chết khi sinh con mười năm trước đây. Và sau đó, cách đây ba năm, đứa con trai của anh ta chết đuối trong một cái hồ.”",anh ta,"wife, then, hear, lake."" years ten too more,"" drowned has [MASK] three in years died And great a a in ago. life. ""What's had went during loss on, His son childbirth his ago, his we ""he",John,"Y en mujer, ha tres [MASK]-, han lago. nos se su gran años, hace sufrido también -continuó ahogó hace un pérdida. según luego, años. dicho, parto una hijo diez él murió –Además Su de",tres,"Sonra, kaybetmenin sürdürdü doğum gölde sözünü, on oğlu sevdiklerini “Dahası,” yıl da ölmüş. [MASK] diye “o önce de yaparken acısını karısı önce yıl göre, Duyduğumuza boğulmuş. yaşamış. üç",Yıl,"sau ta vợ con một Và trước cách cũng mười tôi ba anh những sống. chết đứa đây. tiếp anh mất Chúng có gì cuộc của mát đó, là hồ.” trong chết năm ta biết đuối [MASK] ta “anh năm, trai “Còn được khi nữa nào,” đây tục, đã sinh cái trong lớn con",Năm
"['jalil', 'yalil', 'celil']","[MASK] stopped in midsentence. He crossed and uncrossed his arms. A young Hindi couple, the wife cradling a boy, the husband dragging a suitcase, passed between them. [MASK] seemed grateful for the interruption. They excused themselves, and he smiled back politely.",Raj,"[MASK] calló a mitad de una frase. Cruzó los brazos y luego los dejó caer. Una joven pareja hindú, ella con un niño en brazos y él arrastrando tras de sí una maleta, pasaron entre ellos. [MASK] pareció agradecer la interrupción. La pareja se excusó y él les sonrió cortésmente.",Raj,"[MASK] lafının ortasında duruverdi. Kollarını göğsünde kavuşturdu, sonra çözdü. Genç bir Hindu çift, kucağı bebekli bir kadınla, bir bavulu sürükleyen erkek, aralarından geçti. Bu müdahale [MASK]’in çok işine gelmiş gibiydi. Çift özür diledi, o da kibarca gülümsedi.",Adam,"[MASK] im bặt giữa chừng. Ông ta khoanh tay rồi lại duỗi ra. Một đôi vợ chồng trẻ người Hindu đi ngang qua, người vợ ẵm một đứa bé, còn người chồng kéo theo một cái va li. [MASK] dường như thầm cám ơn sự chen ngang đó. Cặp vợ chồng nói xin lỗi và ông ta cười lại một cách lịch sự.",Ramdas,"he back young them. excused A a couple, stopped and crossed grateful Hindi husband the arms. and [MASK] suitcase, They midsentence. seemed passed his interruption. a the for smiled boy, uncrossed in He wife between politely. dragging themselves, [MASK] cradling the",Raj,"sí mitad [MASK] en se una con interrupción. los les entre a pareja cortésmente. él una ellos. [MASK] de pareció y y agradecer dejó tras brazos calló caer. niño sonrió los de un él hindú, ella Cruzó Una y maleta, pareja luego la pasaron frase. joven brazos La arrastrando excusó",Ramón,"[MASK] göğsünde Genç [MASK]’in sürükleyen bir kibarca bebekli ortasında gülümsedi. kavuşturdu, erkek, diledi, işine geçti. çift, çözdü. sonra lafının müdahale gibiydi. o Çift kadınla, Hindu duruverdi. aralarından Kollarını özür bavulu Bu bir kucağı gelmiş da bir çok",Yunus,"chồng Một ông cách rồi vợ vợ đôi như ơn chen giữa ta sự. bặt cái va một cười vợ ta dường Ông Cặp duỗi lại lỗi ra. lại li. [MASK] trẻ ẵm sự theo chừng. lịch đi cám người qua, còn nói đó. người một kéo Hindu người bé, ngang im một đứa và chồng tay xin thầm chồng khoanh [MASK] ngang",trẻ
"['rashid', 'rasheed', 'raşit']","She looked at this photo for a long time. There was something vaguely unsettling about the way [MASK] seemed to loom over the woman. His hands on her shoulders. His savoring, tight-lipped smile and her unsmiling, sullen face. The way her body tilted forward subtly, as though she were trying to wriggle free of his hands.",Charlie,"Contempló la foto mucho rato. El modo en que [MASK] parecía imponerse sobre la mujer le causaba un vago desasosiego. Por sus manos, que se apoyaban en los hombros de ella. Por la forma en que sonreía, recreándose, con los dientes apretados, y la expresión sombría de su esposa. Por el modo en que el cuerpo de ella se inclinaba sutilmente hacia delante, como si tratara de evitar el contacto.",él,"Fotoğrafa uzun uzun baktı. [MASK]’in kadının tepesinde dikiliş biçiminde, belli belirsiz de olsa, rahatsız edici bir yan vardı. Elleri kadının omuzlarında. Yüzünde o kendine özgü, ağzı sımsıkı kapalı tebessümü. Kadının gülümsemeyen, asık yüzü, hafifçe öne eğilmiş bedeni; silkinmek, erkeğin ellerinden kurtulmak ister gibi.",Erkek,"Cô nhìn bức ảnh này lâu hơn một chút. Cô cảm thấy một nỗi lo lắng mơ hồ về cái cách mà [MASK] dường như áp chế người đàn bà. Hai tay ông đặt lên vai chị ta. Ông cười mãn nguyện, môi căng ra, còn chị ta không cười, khuôn mặt ủ ê. Cái cách mà chị ta hơi nghiêng người về phía trước như thể đang muốn lẩn tránh hai bàn tay ông.",ông,"There her His at looked photo to free of tight-lipped hands and sullen hands. over seemed long though to for about time. the the something forward were loom way smile was her The His body She unsettling subtly, woman. her his shoulders. tilted on this vaguely face. [MASK] unsmiling, as she trying wriggle savoring, way a",Cheryl,"hacia inclinaba con manos, la El [MASK] y de se Por mujer en de forma sombría apoyaban que sus se sonreía, contacto. de esposa. vago recreándose, que cuerpo dientes modo hombros en parecía Por Contempló el que imponerse rato. Por sutilmente los si la expresión apretados, que como tratara en su delante, la el evitar mucho causaba sobre le los un el modo foto en la desasosiego. ella. de ella",Manuel,"[MASK]’in Elleri bedeni; dikiliş Kadının asık de edici olsa, özgü, kendine uzun yan kadının omuzlarında. sımsıkı bir rahatsız öne biçiminde, belli ağzı vardı. Yüzünde uzun ellerinden tebessümü. eğilmiş erkeğin kapalı gibi. belirsiz baktı. tepesinde ister gülümsemeyen, kadının silkinmek, o kurtulmak yüzü, Fotoğrafa hafifçe",Kadın,"Cái mơ cảm cái ông. căng ông hồ như một còn một khuôn chị Cô về trước người tay mà chút. [MASK] Hai tránh ta. bức bàn mà ảnh mặt áp nhìn chế nguyện, ủ đàn ra, lâu chị chị cười, nghiêng thể về tay này ta ta hai đang hơi Cô Ông cách cười ê. như thấy lo người lẩn môi dường bà. lên lắng đặt phía vai mãn không cách muốn hơn nỗi",Cô
"['rashid', 'rasheed', 'raşit']","She found [MASK] in the toolshed, pounding nails into a plank of wood. When he saw her, he removed a nail from the corner of his mouth.",Sal,"Encontró a [MASK] en el cobertizo de las herramientas, claveteando una tabla de madera. Cuando la vio, [MASK] se quitó un clavo de la comisura de la boca.",Tom,"[MASK]’i alet edevat kulübesinde buldu; kalın bir tahta parçasına çivi çakıyordu. Kızı görünce, ağzının kenarındaki çiviyi çıkardı.",Jack,"Cô thấy [MASK] ở gian để dụng cụ, đang đóng đinh vào một tấm gỗ. Khi nhìn thấy cô, ông ta bỏ chiếc đinh đang ngậm ở một bên khóe miệng ra.",ông,"found a from wood. the plank he When saw of his nail She toolshed, pounding a removed in corner the her, nails [MASK] of into mouth. he",Hammers,"[MASK] cobertizo un [MASK] a el Encontró una Cuando las clavo de madera. la vio, boca. comisura de herramientas, tabla de quitó la en la de claveteando se",El,"bir kalın çivi kulübesinde çiviyi kenarındaki parçasına tahta çakıyordu. edevat buldu; Kızı ağzının çıkardı. alet [MASK]’i görünce,",aleti,"đinh gỗ. ở bên đang miệng Khi đóng dụng để ra. ông cô, nhìn khóe gian đinh ở một bỏ chiếc một đang cụ, ta thấy tấm ngậm Cô vào thấy [MASK]",Cụ
"['rashid', 'rasheed', 'raşit']","At the house, [MASK] covered her with a quilt when she lay on the couch, but there was a stiff, perfunctory air about this gesture.",Franny,"En casa, [MASK] la tapó con una colcha cuando ella se tumbó en el sofá, pero su gesto era envarado, maquinal.",Mamá,"Evde, kanepeye uzanınca [MASK] onun üzerine bir battaniye örttü, ama bu hareketinde bile katı, baştan savma bir hava vardı; yalnızca bir formaliteyi yerine getirir gibi.",Madam,"Về đến nhà, [MASK] đắp chăn cho cô khi cô đang nằm trên giường, nhưng có gì đó cứng nhắc và chiếu lệ trong hành động ấy.",Em,"with a house, there on her At when quilt the but covered lay about [MASK] a was the air couch, this perfunctory gesture. she stiff,",Curtain,"se una con tumbó maquinal. ella En la sofá, gesto colcha tapó su en el era casa, [MASK] envarado, pero cuando",Carlos,"battaniye gibi. baştan vardı; bir Evde, bir örttü, hava yalnızca ama uzanınca savma bir getirir bile yerine bu kanepeye hareketinde formaliteyi üzerine katı, [MASK] onun",Katil,"trên ấy. đến lệ và gì nằm cô đó cứng hành động đang trong có nhắc khi đắp cô chiếu chăn cho Về giường, [MASK] nhưng nhà,",Mẹ
"['leyla', 'laila']","""We'll take care of her, [MASK] jan,"" one of the women said with an air of self-importance. [MASK] had been to funerals before where she had seen women like this, women who relished all things that had to do with death, official consolers who let no one trespass on their self-appointed duties.",Susan,"–Nosotros nos ocuparemos de ella, [MASK] yan -señaló una de las mujeres con aire de suficiencia. [MASK] había asistido a funerales en los que había mujeres como aquéllas, mujeres que disfrutaban con todo lo que se relacionaba con la muerte, consoladoras oficiales que no permitían que nadie se entrometiera en lo que consideraban su deber.",Marlowe,"“Biz onunla ilgileniriz, [MASK] can dedi kadınlardan biri, kendini önemseyen bir edayla. [MASK] daha önce de cenazelere katılmış, aynen bunlar gibi kadınlar görmüştü; ölüme ilişkin her şeyin hakkını doyasıya veren, kendi tayin ettikleri görev sahasına hiç kimsenin dalmasına izin vermeyen, resmi avutucular.",İncil,"“Chúng ta sẽ chăm sóc bà ấy, [MASK] à,” một người đàn bà ra vẻ trịch thượng nói. Trước kia, [MASK] đã từng dự nhiều lễ tang nơi mà cô bé đã nhìn thấy những người đàn bà giống như vậy, những người đàn bà ưa thích các thủ tục cần làm với người đã chết, những kẻ an ủi chính thức và không cho phép ai xâm phạm đến nhiệm vụ tự giao của họ.",Emily,"where things women to funerals of her, like women ""We'll she been of one of duties. had seen one jan,"" this, women official before who had on self-appointed with that [MASK] their to do all let [MASK] relished had said the with an care consolers air self-importance. death, take who trespass no",Mayor,"que todo la había de como [MASK] aquéllas, que consoladoras en entrometiera mujeres nadie las que de que no se de que su los se mujeres mujeres consideraban yan con relacionaba con -señaló ocuparemos –Nosotros permitían aire oficiales ella, en una disfrutaban lo asistido lo suficiencia. funerales muerte, a que [MASK] nos con había deber.",muerte,"izin ölüme ettikleri edayla. gibi “Biz de veren, görev ilgileniriz, önce daha vermeyen, kadınlar hiç avutucular. katılmış, görmüştü; kimsenin sahasına [MASK] her kendini doyasıya resmi dalmasına bunlar can onunla bir aynen cenazelere tayin dedi [MASK] kendi kadınlardan önemseyen ilişkin şeyin hakkını biri,",kadın,"người chăm giao và ưa cô của nhiều với ấy, người làm họ. vụ trịch nói. thủ bà người những các à,” tang bà nhìn chính phạm nơi cần bà Trước an [MASK] [MASK] giống không tục vậy, kẻ vẻ thích ủi ra người tự nhiệm những đàn lễ bé ai thấy cho “Chúng sẽ phép mà dự sóc thượng đã như xâm chết, đã thức đã một những đàn kia, đến từng bà đàn ta",thủ
"['peştun', 'tariq']","It was [MASK] who was real, flesh and blood. [MASK], who taught her cusswords in Pashto, who liked salted clover leaves, who frowned and made a low, moaning sound when he chewed, who had a light pink birthmark just beneath his left collarbone shaped like an upside-down mandolin.",Amir,"Sólo [MASK] era real, de carne y hueso. [MASK] le había enseñado palabrotas en pastún. A [MASK] le gustaban las hojas de trébol con sal, y fruncía el ceño y emitía un pequeño gemido cuando masticaba, y debajo de la clavícula izquierda tenía una marca de nacimiento rosada que recordaba la forma de una mandolina vuelta del revés.",Amir,"Var olan, etiyle kanıyla gerçek olan, Tarık’tı. Ona [MASK] dilinde küfürler öğreten, tuzlu yonca yapraklarına bayılan, çiğnerken suratını buruşturup inlemeyi andıran, alçak bir ses çıkaran, sol köprücükkemiğinin hemen altında, ters mandolin biçiminde, uçuk pembe bir doğum lekesi olan Tarık.",Tarık,"Chính [MASK] mới là người thực, con người bằng xương bằng thịt. [MASK], người đã dạy cô bé những lời thề bằng tiếng Pashto, người thích ăn món cỏ ba lá ướp muối, người lúc nào cũng nhăn mặt và rên lên khe khẽ khi nhai, người có một vết bớt hồng nhạt ngay dưới xương đòn trái hình một cây đàn mandolin lộn ngược.",Aslan,"[MASK] beneath who and when clover chewed, who moaning [MASK], blood. leaves, sound was light liked a taught Pashto, he in his real, and mandolin. cusswords who pink low, made left shaped who an upside-down was birthmark collarbone like frowned had flesh her salted a just who It",Clover,"trébol mandolina hojas de fruncía de del había marca y le sal, cuando masticaba, el era de nacimiento pastún. enseñado una debajo la y Sólo izquierda la [MASK] gustaban pequeño [MASK] una las de A le palabrotas hueso. emitía recordaba real, clavícula y y gemido tenía con un de en [MASK] forma ceño revés. rosada vuelta carne que",María,"lekesi öğreten, olan, dilinde [MASK] altında, pembe bayılan, ters mandolin gerçek yonca sol yapraklarına hemen köprücükkemiğinin doğum alçak biçiminde, andıran, olan, tuzlu etiyle Ona inlemeyi küfürler çiğnerken bir suratını bir Var Tarık. kanıyla çıkaran, olan uçuk buruşturup Tarık’tı. ses",Yunus,"khi lên đàn một bé vết người rên Pashto, xương con Chính bằng bớt đòn lá có nhăn bằng ăn thực, ba những người khe ngược. cỏ ướp dạy và ngay cây thịt. nhạt một cũng món khẽ hình nào người lời cô là đã bằng nhai, lúc muối, [MASK] người người [MASK], xương thích lộn hồng trái thề người mandolin dưới mới tiếng mặt",đã
['alyona'],There was a wedding scene near the end. The captain had relented and let [MASK] marry the first mate. The newlyweds were smiling at each other. Everyone was drinking vodka.,Jack,Hacia el final había una escena de boda. Finalmente el capitán había acabado cediendo y permitía que [MASK] se casara con el primer oficial. Los novios se sonreían. Todos bebían vodka.,Anna,"Sonlara doğru bir düğün sahnesi vardı. Kaptan baba sonunda yumuşamış, [MASK]’nın ikinci kaptanla evlenmesine razı olmuştu. Yeni evliler birbirine gülümsemekteydi. Herkes votka içiyordu.",İkinci Kaptan,Có một cảnh đám cưới ở gần cuối phim. Thuyền trưởng động lòng thương và đã cho phép [MASK] được cưới viên thuyền phó. Đôi vợ chồng mới cưới nhìn nhau mỉm cười. Tất cả mọi người đều uống rượu vodka chúc mừng.,viên thuyền phó,The scene There vodka. end. the had drinking the each captain [MASK] mate. was other. The and Everyone let was near were wedding first smiling at newlyweds relented marry a,Jim,sonreían. capitán cediendo [MASK] con Todos de el vodka. escena novios oficial. se se y una el acabado casara había bebían permitía final Hacia había boda. Finalmente primer que el Los,capitán,"birbirine baba bir Sonlara vardı. razı Kaptan gülümsemekteydi. evliler evlenmesine sonunda ikinci doğru Yeni kaptanla Herkes votka sahnesi yumuşamış, düğün [MASK]’nın içiyordu. olmuştu.",Düğün,trưởng người chúc mỉm Tất cưới Thuyền lòng cảnh vodka cưới viên và cả mừng. ở phép mọi rượu Có được [MASK] uống gần động mới cho thuyền Đôi một cuối cưới đều cười. phim. đám nhìn đã thương chồng phó. nhau vợ,Người
"['tarık', 'tariq']","""If I everdo get married,"" [MASK] said, ""they'll have to make room for three on the wedding stage. Me, the bride, and the guy holding the gun to my head.""",Charlie,"–Y si algún día me casara -añadió [MASK]-, tendrán que hacer sitio para tres. La novia, yo y el tipo que me apunte a la cabeza con una pistola.",mi esposa,"“Olur ha, evlenirsem,” dedi [MASK], “nikâhın kıyıldığı sahnede üç kişilik yer hazırlamaları gerekecek. Ben, gelin, bir de başıma tabanca dayayan adam için.”",Adam,"“Nếu như có bao giờ tớ phải làm đám cưới,” [MASK] nói, “thì họ sẽ phải để đủ chỗ cho ba người đứng trên bục kết hôn. Tớ, cô dâu và một người cầm súng chĩa vào đầu tớ.",Charlie,"guy married,"" [MASK] I make to room and have three Me, the wedding head."" ""If bride, stage. for gun said, get to everdo the the the holding my ""they'll on",Charlie,"-añadió si me me casara yo –Y sitio que tendrán pistola. [MASK]-, apunte el a tres. una hacer algún día tipo la La novia, que cabeza para con y",María,"ha, tabanca sahnede yer Ben, “nikâhın hazırlamaları bir “Olur kişilik dedi için.” başıma de gelin, evlenirsem,” [MASK], adam dayayan üç kıyıldığı gerekecek.",Benim,"vào cô để đầu [MASK] “thì đủ một trên cưới,” cho dâu họ kết người nói, chĩa phải làm đứng hôn. cầm chỗ bục “Nếu người súng Tớ, và giờ tớ có sẽ bao ba đám như phải tớ.",đầu
"['abdül şerif', 'abdul sharif']","""What happened to him I heard from one of the nurses,"" [MASK] resumed, tapping his chest with a fist as if to ease the passage of the pill. ""With all the time I've spent in Peshawar, I've become pretty proficient in Urdu. Anyway, what I gathered was that your friend was in a lorry full of refugees, twenty-three of them, all headed for Peshawar. Near the border, they were caught in cross fire. A rocket hit the lorry. Probably a stray, but you never know with these people, you never know. There were only six survivors, all of them admitted to the same unit. Three died within twenty-four hours. Two of them lived-sisters, as I understood it-and had been discharged.",Hamid,"–Una de las enfermeras me contó lo que le había ocurrido -prosiguió [MASK] al tiempo que se daba golpes en el pecho con el puño, como tratando de facilitar el paso de la pastilla-. Con la de veces que he estado en Peshawar, he aprendido bastante bien el urdu. El caso es que me contó que tu amigo se encontraba en un camión lleno de refugiados, veintitrés exactamente, que se dirigían a Peshawar. Cerca de la frontera, se vieron atrapados en un fuego cruzado. Un misil dio en el camión. Seguramente era uno perdido, pero nunca se sabe con esa gente, nunca se sabe. Sólo hubo seis supervivientes y a todos los ingresaron en la misma unidad del hospital. Tres personas murieron en las veinticuatro horas siguientes. Dos de ellas se recuperaron, dos hermanas, según creo, y les dieron el alta.",Hamid,"“Başına geleni, bir hemşireden öğrendim,” diye sürdürdü [MASK], hapın geçişini kolaylaştırmak istercesine göğsüne hafif hafif vurarak. “Peşaver’de onca zaman geçirdikten sonra, Urduca’yı epeyce söktüm tabii. Her neyse, edindiğim bilgiye göre, arkadaşın sığınmacılarla dolu bir kamyondaymış, toplam yirmi üç kişi; istikamet Peşaver. Sınıra yakın bir yerde, çapraz ateşte kalmışlar. Kamyona bir roket isabet etmiş. Muhtemelen serseri bomba, ama bilinmez tabii, bu insanlarla hiçbir şeyden emin olamazsın ki. Sadece altı kişi kurtulmuş, hepsi de aynı koğuşa yatırılmış. Üçü, yirmi dört saat içinde ölmüş. İki tanesi -yanılmıyorsam, iki kız kardeş- düzelip taburcu olmuş.",Peşaver,"“Tôi được nghe một y tá kể về chuyện đã xảy ra với cậu ấy,” [MASK] lại tiếp tục, trong khi bàn tay đấm đấm lên ngực như để cho viên thuốc trôi xuống dễ hơn. “Nhờ thời gian ở Peshawar, tôi đã trở nên khá thành thạo tiếng Urdu. Dù sao, theo những gì tôi hiểu thì bạn cô đã ở trên một chiếc xe tải chở đầy người tị nạn, hai mươi người, tất cả bọn họ đều trên đường tới Peshawar. Tới gần biên giới, họ bị kẹt giữa một cuộc giao tranh. Một quả rocket đã bắn trúng chiếc xe tải. Có lẽ là đạn lạc, nhưng các cô không thể biết được thực sự chuyện gì đã xảy ra với những người này, các cô không bao giờ biết được. Chỉ có sáu người sống sót, tất cả đều được đưa về cùng một khu. Ba người chết trong vòng hai mươi tư giờ. Hai người còn sống - là hai chị em, theo tôi hiểu là vậy - và đã được xuất viện.",Yasmin,"they you Anyway, fire. to was know. happened time to become Two [MASK] rocket the caught had stray, unit. Peshawar. your hit There discharged. all pretty refugees, in him Near heard friend of nurses,"" Peshawar, Three them, twenty-three fist of of ""What the I've it-and twenty-four from a never resumed, Urdu. you that died the in of were the I hours. know what headed these A been I if for in pill. same to lived-sisters, admitted six as a the never all one cross passage lorry ease ""With of lorry. with but only spent a people, the them chest full Probably survivors, proficient were gathered the tapping all as border, I them his of I've was within with understood in",Salman,"era contó un de personas se veces a vieron el todos sabe se un como exactamente, que estado ellas enfermeras contó en el veinticuatro Con dieron Dos perdido, bastante Peshawar, el [MASK] pecho Peshawar. Un pastilla-. siguientes. caso supervivientes de esa dirigían la es y creo, Sólo se lleno golpes paso en nunca aprendido atrapados la he seis recuperaron, se nunca el urdu. la el se había en de puño, a con que El de camión. del la en que hubo ocurrido según los alta. en daba se les refugiados, encontraba misil Cerca Tres dio de en dos fuego frontera, camión tratando veintitrés gente, bien me me al cruzado. de y -prosiguió en hermanas, amigo misma horas de que las facilitar que lo Seguramente ingresaron tu –Una unidad se murieron hospital. el que con he tiempo le las sabe. pero uno",Peshawar,"bilgiye geleni, insanlarla serseri düzelip sığınmacılarla aynı kişi bomba, toplam bir de diye hepsi bir yatırılmış. kardeş- epeyce geçirdikten tabii, edindiğim neyse, olmuş. Muhtemelen kalmışlar. İki [MASK], kamyondaymış, iki sonra, taburcu kişi; “Peşaver’de saat şeyden onca Kamyona -yanılmıyorsam, olamazsın yirmi göre, ölmüş. ki. Peşaver. bir tanesi dolu söktüm geçişini hafif yakın kolaylaştırmak bu vurarak. zaman ateşte yirmi sürdürdü üç Sınıra hapın kız etmiş. içinde istercesine emin hiçbir hafif yerde, göğsüne altı ama tabii. çapraz istikamet isabet öğrendim,” Urduca’yı bir koğuşa Üçü, bilinmez dört Sadece “Başına Her kurtulmuş, roket hemşireden arkadaşın",Peşaver,"Tới người giữa hai ra đạn nhưng một xuống trở tranh. mươi bọn tá cùng sáu khá sự là ra để trong tị là với được. sao, đã người Dù như hai trúng thành và theo ngực được tới đều người xảy kẹt y giao - quả đấm “Nhờ là những gì khi tư em, về cả nghe lẽ sót, bao không họ kể ở ấy,” bắn có đầy giờ Có trôi không gian chết hơn. một đã gần tôi lạc, theo đã vậy Hai lên chiếc đấm với vòng viên tải. rocket các xe được được người, trên trong “Tôi thuốc đã bạn Chỉ chuyện chiếc [MASK] tiếp thể trên chuyện - giới, cậu nên hiểu Urdu. bàn Ba xảy khu. mươi Peshawar. còn được một chị viện. người tục, sống đưa thì tải về biết hiểu biên lại dễ người họ cho đều thời một ở tôi tiếng những nạn, chở đã tôi tay cả cô Một xe tất tất cuộc bị cô này, hai đã cô sống biết gì giờ. đường xuất Peshawar, thạo thực các",Peshawar
"['meryem', 'mariam']",And suddenly [MASK] knew that her suspicions were right. She understood with a dread that was like a blinding whack to the side of her head that what she was witnessing was nothing less than a courtship.,Jane,"Y de repente [MASK] comprendió que sus sospechas eran ciertas. Comprendió, con un miedo que la asaltó como un terrible y doloroso mazazo, que estaba presenciando nada más y nada menos que un cortejo.",un cortejo,"Sonra, birden, [MASK] kuşkularında haklı olduğunu anlayıverdi. Gerçek, kafasının yan tarafına inen, kör edici bir darbeden farksızdı: Gözlerinin önünde sahnelenen şey bir ayartına, kur yapma oyunuydu.",gerçek,Rồi đột nhiên [MASK] biết rằng những nghi ngờ của cô đều đúng. Cô hiểu ra với nỗi sợ hãi như bị một cú đấm thình lình giáng vào bên đầu rằng những gì cô vừa chứng kiến chính là một sự ve vãn không hơn không kém.,Emily,to a she than were was her with her a head what blinding courtship. that right. dread that witnessing like suspicions side whack suddenly She less was And knew was the that [MASK] nothing understood of a,Madame,"de estaba eran un [MASK] que presenciando como doloroso nada que más que sospechas sus repente y Y terrible con un y la ciertas. nada menos mazazo, asaltó Comprendió, cortejo. miedo comprendió un que",Albert,"Gerçek, Gözlerinin haklı darbeden anlayıverdi. olduğunu birden, bir önünde Sonra, kuşkularında kör oyunuydu. sahnelenen bir inen, kur kafasının ayartına, şey edici yapma [MASK] yan tarafına farksızdı:",hayal,những bị cô kém. sự hơn đấm [MASK] biết đều sợ vào cú nghi cô ve nỗi nhiên Cô không đúng. Rồi bên hãi không thình rằng như những một đột hiểu chính vừa ra rằng đầu ngờ giáng vãn của kiến chứng là với lình một gì,đó
