Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['robert johnson'],"“Maybe they went down to the crossroads,” she said. “You know, like [MASK] was supposed to have done. Made a deal with the devil.”",She,"to the they done. went to the know, “You [MASK] devil.” deal said. have she down like a supposed with crossroads,” “Maybe was Made",Maybe
['ruth'],"[MASK] knew where the house was, of course. I’d seen her cruise past in her little Corolla several times, and once she stopped to snap pictures. I’m sure she also knew that Pop was most apt to walk our picket fence, looking at the daylilies, at midmorning, and if you don’t know by this point that she was a very determined lady, I haven’t done my job.",She,"house was very of I’m [MASK] knew to cruise a she once was, she was midmorning, my looking if sure don’t know her I you course. at our apt also Corolla times, several this walk haven’t knew the she little at determined job. snap and and lady, point in where seen Pop stopped to most I’d daylilies, by picket her fence, the past done pictures. that that",Corolla
['carmody'],"Two days after our off-the-record talk in the Koffee Kup, she came slow-rolling down Benson Street, and instead of driving past, she pulled over and stopped right next to the little signs on either side of the gate. One says PLEASE RESPECT OUR PRIVACY. The other says MR. [MASK] DOES NOT GIVE AUTOGRAPHS. I was walking with Pop as I usually did when he inspected the daylilies; he turned eighty-eight in that summer of 2021, and even with the cane he sometimes tottered.",Mr. Mitchell,"came driving was the Koffee eighty-eight PRIVACY. of down PLEASE the inspected pulled off-the-record that turned Kup, slow-rolling he walking 2021, cane MR. he as Street, signs after with next in Two other side when right stopped of and he she Benson The usually and RESPECT days little says the Pop talk our OUR of I [MASK] says on GIVE sometimes instead past, she gate. AUTOGRAPHS. summer and did over tottered. to NOT either with the in daylilies; the I One DOES even",Kup
['ruth'],"[MASK] got out and approached the fence, although she made no effort to try the gate. Persistent, but also mindful of boundaries. I liked her for that. Hell, I liked her, period. She was wearing a flower-printed mask. Pop wasn’t, claimed they made it hard to breathe, but he’d had no objections to the vaccinations.",Sam,"out her, gate. mask. fence, a the liked Pop [MASK] boundaries. I the wasn’t, try mindful made he’d the no objections hard but had Hell, that. Persistent, was got flower-printed it claimed no She wearing to and she of breathe, although but to they I made to liked her effort approached also vaccinations. period. for",Fence
['ruth crawford'],"“My name is [MASK], sir. I wrote and asked for an interview. You turned me down, but I thought I’d try one more time in person before getting on the road to Boston.”",Name,"name time person “My the turned more I’d asked wrote sir. me [MASK], down, road You I in and one on getting try but Boston.” before is thought interview. to I an for",Me
['mark'],"“The heart of darkness,” he said, and laughed. “Literary joke. I’ve got a bunch of them, although they have been gathering dust since I retired from giving interviews. A vow I intend to keep even though you seem like a nice woman, and [MASK] here tells me you’re well about it.”",Woman,"woman, heart vow “The retired from here giving well [MASK] laughed. seem tells I though A them, intend you’re bunch interviews. gathering I I’ve “Literary to like he a even joke. and been although got said, they it.” since a nice have of darkness,” me dust and about of keep you",Darkness
['pop'],"She hesitated, because she probably had at least a hundred of them and this short interview over our picket fence, for which she hadn’t prepared, was going to be her only shot. And [MASK]’s smile—not entirely kind—said he knew the position he’d put her in.",Her,"her be probably position had prepared, picket he’d kind—said hesitated, short the because [MASK]’s at going And he smile—not them and hadn’t was our put fence, she she to knew of entirely a least She hundred over this which in. for only shot. interview her",She
['butch'],"“Hunting in the 30-Mile,” he said promptly. “We went the second week of November from the time we were teenagers right up until [MASK] mounted his steel pony and set sail for the golden west. We stayed at a little cabin in the woods that my grandfather built. [MASK] claimed that his grandfather pitched in when it came to the roofing, which might or might not have been true. It was a quarter-mile or so beyond Jilasi Creek. We had an old Willys jeep, and until ’54 or ’55, we drove it across the plank bridge, parked on the other side, and humped it to the cabin with our packs and our rifles. Then we got so we didn’t trust the Willys on the bridge because floods had undercut it some, so we’d park on the town side and walk across.”",HuntingintheThirtyMile,"quarter-mile on side It up came cabin Then we when we or and November been in the got mounted “Hunting it grandfather might Willys second some, have rifles. bridge so the 30-Mile,” his at he across the so the my roofing, and trust that pony which or in a on bridge, the the and because we steel ’55, until teenagers walk the packs were Willys town sail went plank true. our it until pitched the [MASK] golden the week and from on it or to west. was floods the had the claimed Creek. jeep, to that the of in side, said little park ’54 beyond time other grandfather not our for a we woods set and stayed promptly. might built. [MASK] his We parked it had undercut we’d “We old drove across.” an We right Jilasi humped with cabin so didn’t",Jilasi
['ruth'],"[MASK] looked like she was afraid to break the spell (the one he’d cast over himself as well as her), so I spoke up. “It’s shallow. Turns male friendship into a dirty joke.”","In the given passage, the word filling the [MASK] token is ""she"", but to fill the MASK token with a proper name, we need to understand the context of the sentence. The sentence is: ""She looked like she was afraid to break the spell (the one he’d cast over himself as well as her), so I spoke up.""  The subject of the sentence is ""she"", and the verb is ""looked"". The sentence implies that ""she"" was","joke.” well (the I over her), to male spoke one cast break looked the dirty himself a shallow. she like afraid as spell so friendship [MASK] “It’s into as he’d was up. Turns",Friendship
['ruth crawford'],"Pop lifted one arthritic hand in acknowledgement. I guided him back to the house and helped him up the porch steps. [MASK] stood there for a bit, then got in her car and drove away. I never saw her again, but of course I read the article she wrote about Pop and Uncle Butch. It was lively and full of amusing anecdotes, if short on real insight. It was in Yankee magazine, and twice the length they usually allowed for their articles. I’m sure she really did get more than she expected when she stopped by the house on her way out of town, and that included the title: “Two Talented Bastids.”",Butch,"of him hand car she get usually of she of course town, in wrote him Talented the I’m It and the if was and allowed Butch. Yankee back sure her the acknowledgement. in but up helped twice drove lifted house and the saw It that I house in for to out Pop did her by again, was she never then included articles. really and guided title: steps. for way bit, when Uncle magazine, and I more on stopped read the article real full Bastids.” there insight. [MASK] lively about their short amusing a than one “Two her stood Pop length expected I got the they she and on anecdotes, arthritic away. porch",Uncle
['mark'],"“I can’t, [MASK],” he said. “I just can’t. It would break me. You’ll have to do it. Box up her papers and put them in the basement. I’ll look at them eventually, and decide what needs to be kept.”",John,"You’ll what to decide needs in eventually, can’t, he do me. her papers I’ll said. “I have be kept.” them look would it. can’t. It and them at Box and [MASK],” break up the “I just to put basement.",Box
['tommy'],"I’m going on about this because there were few strike-outs or strike-overs in the finished manuscripts of The Lightning Storm, The Terrible Generation, and Highway 19. The spiral notebooks, on the other hand, were full of cross-outs, some so heavy they had torn the pages. Other pages had been entirely scribbled over, as if in a fury. There were marginal notes, like What happens to [MASK]? and Remember the bureau!!! There were a dozen of those notebooks in all, and the one at the bottom was pretty clearly a trial run at The Lightning Storm. It wasn’t terrible… but it wasn’t very good, either.",Notebook,"this in run to It notes, a was [MASK]? the on terrible… at dozen over, Lightning The all, The finished either. Terrible other few full Lightning I’m wasn’t the trial torn in or There strike-overs at one a a had about of like There spiral 19. manuscripts clearly bottom entirely happens Remember going as the the marginal on wasn’t pretty because the were there hand, heavy bureau!!! it pages. the they if Storm. The fury. good, notebooks Other those Storm, Highway strike-outs What and some cross-outs, notebooks, were of of and were but pages in scribbled and were The Generation, had been very so",Lightning
['ruth'],Thinking of [MASK]’s final question—also of my mother’s distress call in 1978—I found the banker’s box containing those old notebooks. I dug out the one I wanted and read some of it sitting crosslegged beneath a naked lightbulb.,Notebooks,beneath and of some lightbulb. mother’s crosslegged final old naked read in notebooks. Thinking call the question—also those banker’s wanted dug out I of box found sitting distress of a the my [MASK]’s one 1978—I it containing I,Box
['jack elway'],"[MASK] stood on the porch, hands in his pockets, watching as black clouds rose in the west like smoke, blotting out the stars as they came. Thunder muttered. Lightning lit the clouds, making them look like brains, or so he thought. The wind began to pick up. Fire before rain, the boy thought. Fire before rain. The idea terrified him, but he couldn’t stop looking.",Boy,"as muttered. smoke, stop west out The blotting hands pick rain, pockets, rose them the on or idea Fire in the thought. stood he he porch, the before the stars him, like clouds, came. making his the lit but brains, boy like terrified Lightning up. wind they clouds watching as Thunder thought. black couldn’t The looking. began before in rain. Fire look [MASK] so to",Lightning
['uncle butch'],"All over this country—all over the world—men and women are painting pictures, writing stories, playing instruments. Some of these wannabes go to seminars and workshops and art classes. Some hire teachers. The fruit of their labors is dutifully admired by friends and relatives, who say things like Wow, really good! and then forget it. I always enjoyed my father’s stories when I was a kid. They enthralled me and I thought Wow, really good, Pop! As I’m sure people passing on Dump Road saw [MASK]’s brash and busy murals of town life and thought Wow, really good! and then went on their way. Because someone is always painting pictures, someone is always telling stories, someone is always playing “Call Me the Breeze” on the guitar. Most are forgettable. Some are competent. A very few are indelible. Why that should be I don’t know. And how those two country men made the leap from good to good enough to great—I didn’t know that, either.",Dump,"know father’s “Call country Most my always They and telling of these and someone I go forgettable. As like saw the stories, to someone and enjoyed is know. their playing enough art good! are passing wannabes friends town are from went women great—I are to Some say painting the and things instruments. either. and Wow, this writing All Dump admired people brash Breeze” is Wow, by of that, someone pictures, seminars when really indelible. And A Some always then Because then was good, the I teachers. who murals always on the few and I made over pictures, and on should playing I’m kid. sure labors competent. stories and Pop! Me I it. me thought didn’t on guitar. dutifully painting very be country—all really relatives, good! how a their enthralled to stories, is two way. always hire [MASK]’s busy leap don’t good is are Some Wow, The and world—men fruit Road life good forget thought men over classes. of that workshops really those Why",Pop
['ruth crawford'],"Two years after his brief interview with [MASK], Pop was once more inspecting the daylilies growing along the picket fence. He was showing me how outliers had begun to pop up on the other side of the fence, even on the other side of Benson Street, when I heard a muffled crack. I thought he might have stepped on a fallen branch. He looked at me with wide eyes, his mouth open, and I thought (I remember this clearly) This is what Pop looked like when he was a kid. Then he tilted to the side. He grabbed for the fence. I grabbed his arm. We both missed our holds. He fell to the grass and began screaming.",Benson,"open, the mouth of to what his I with growing brief muffled up outliers fell Street, of a more Then was was our Pop I on his looked He tilted kid. the like Benson might He me this was the years began Two when for he fallen He wide remember had side with to to is holds. even his a He fence, eyes, grabbed stepped side. he have begun heard how on We other grass [MASK], branch. picket the arm. grabbed both at screaming. thought once the and side me when the fence. daylilies a he missed thought the (I after fence. looked other Pop clearly) I the pop on and inspecting I crack. showing This along interview",Outliers
['benson'],I didn’t always carry my cell—I’m not of the generation that would no more go without a phone than without underwear—but that day I had it. I called 911 and told them I needed an ambulance at 29 [MASK] because my father had had an accident.,29th Street,an go accident. an generation I I always without that cell—I’m 29 had called my had needed carry the that not told no ambulance had them my at a father because more and I phone didn’t would 911 I day underwear—but than without of [MASK] it.,Day
['patel'],[MASK] made a call. Asked. Listened. Hung up. “He’s soupy from the pain medication but conscious and able to respond to questions. He wants to speak to you.”,He,to you.” made respond medication from and soupy He up. to the [MASK] questions. to call. Asked. able a wants pain but conscious “He’s Hung Listened. speak to,He
['butch'],"“If they’re gonna pick,” [MASK] said, “we should give em a day to do it when we can watch out for em and make sure some juicer or pothead doesn’t gash a leg and get gangrene.”","In the given passage, the phrase ""[MASK] said, "" contains the name of a person. After analyzing the context, it is clear that the proper name that fills the [MASK] token is ""he"" or ""he said"". However, the text also mentions ""we should give em a day to do it when we can watch out for em for them and make sure some juicer or pothead doesn’t gash a leg and get gangrene."" Here, ""we"" refers","or doesn’t said, we pothead gangrene.” em gash they’re to em for should a get and a watch give [MASK] juicer “we make out pick,” some day do “If and when can leg gonna sure it",Gash
['mark'],"We left on November 11th of that year, a Saturday, and the plan was to be back on the 17th or 18th, maybe earlier if one or both of us got our deer. If we did, we’d have plenty of time to get them dressed out at Ordway’s Butcher Shop in Gates Falls. Everyone enjoyed venison at Thanksgiving, especially [MASK], who was due home from college on the 21st.",Hugh,"due have them be left one was on that got the [MASK], venison out Falls. to year, 18th, at Gates if Ordway’s back Shop earlier we we’d Thanksgiving, at 11th a home We to If of from 21st. our Butcher in of plenty plan Saturday, on or did, get us college both November who the the and maybe especially enjoyed deer. Everyone 17th on time dressed or was of",Deer
['nellybelle'],"“You’d be pulled over by a cop for sure if you tried,” I said, and slapped the side of the Willys. “[MASK] hasn’t had an inspection sticker on her since 1964.”",Willys,"by and “[MASK] over 1964.” if on inspection said, had sure tried,” a sticker of I slapped for you be the since her Willys. an pulled side hasn’t “You’d the cop",Cop
['butch'],"[MASK] started across. I could hear the hollow clonk of his bootheels over the sound of the creek. When he got to the other side he put down his gear, dropped his pants, and mooned me.",He,"he of other the I pants, me. of started gear, clonk and sound the mooned his put dropped the hollow got to across. hear down When his [MASK] his side creek. could over the he bootheels",Bootheels
['butch'],"As we tarped NellyBelle to keep her from filling up with rain, [MASK] said, “This is the time one of us will go in the drink, you wait and see.”",Harper,"up the said, the of [MASK] As one NellyBelle tarped and drink, from will time go us “This filling is rain, see.” we in keep wait with you to her",NellyBelle
['butch'],"The next day we ate a picnic lunch in the clearing, looking across the creek—which was more like a river that day—at NellyBelle. [MASK] made sandwiches, which he could be trusted to do. There was sweet water from our well to drink, and Hostess Fruit Pies for afters: blueberry for me, apple for [MASK].",Billy,"water Hostess more ate he like drink, NellyBelle. Fruit blueberry across for for was lunch to in trusted sandwiches, [MASK]. me, next the well sweet was clearing, Pies could for river to picnic that looking a we day—at do. The creek—which There made day our which a afters: [MASK] the and be apple from",Pies
['butch'],"“Did you see any deer?” [MASK] asked, licking frosting from his fingers. Well… those fruit pies aren’t exactly frosted, but they have a glaze that’s quite tasty.",Andrew,"“Did aren’t a deer?” but Well… those frosted, from his fruit [MASK] have exactly you see glaze licking quite fingers. pies tasty. asked, any frosting that’s they",Frosting
['butch'],"“I actually think that could be true,” [MASK] said. “They do have a tendency to disappear after Halloween. But what about gunshots? Heard any?”",Speech,"that do gunshots? said. disappear any?” “I tendency “They true,” Halloween. Heard have to after [MASK] could what about be think actually a But",Halloween
['butch'],"“It’s aliens,” [MASK] said in a low, joke-spooky voice. “They could be creeping toward us through the woods right now. With their disintegrator rayguns.”",He,"joke-spooky “They their in creeping right said be [MASK] “It’s With voice. rayguns.” aliens,” disintegrator woods the us low, could now. a toward through",They
['butch'],"I had an idea for a story that afternoon—much later it became a novel called The Terrible Generation—and I was making some notes in one of my spiral notebooks that evening. I was trying to think of a good name for the villainous young man at the heart of the story when the cabin door banged open and [MASK] ran in. “Come here, Lare. You have to see this.” He grabbed his camera.",Lare,"his had ran a spiral name was notes of a an idea the later think He Terrible one I novel story see notebooks Generation—and a of cabin to to here, in the became grabbed at the You camera. young some my Lare. for the heart open when called of good I I door and “Come that have for The man banged was that making this.” afternoon—much story trying in. [MASK] villainous it evening.",Terrible
['butch'],"[MASK] took pictures. This was years before chip technology allowed for instant gratification, but I saw the prints later, after he developed them in his own little darkroom. They were disappointing. Just big circles of light above the dark jig-jags of the treetops. I have seen pictures of UFOs since then (or UAPs, if you prefer), and they are usually disappointing: blurry shapes that could be anything, including the trick photography of hoaxers. You had to be there to understand how wonderful it was, and how weird: great soundless lights moving in the clouds, seeming almost to waltz.",Photographer's,"years prefer), in chip blurry of big he if technology be anything, the understand including This before the took and prints UAPs, soundless in and UFOs to little treetops. circles but be are had almost photography of there seeming of the darkroom. his they They have pictures. them I then light how were how of for after to was seen the instant was, could saw weird: You it lights disappointing. you developed hoaxers. the disappointing: moving clouds, great usually since above own Just gratification, allowed pictures (or [MASK] I that waltz. later, trick jig-jags to shapes wonderful dark",Trick
['butch'],"We stood there in the rain, waiting for something else to happen. Nothing did. After a little while [MASK] grabbed my shoulder. I gave a squawk.",I,"rain, waiting my I else Nothing stood did. gave a After the We while to for little grabbed shoulder. squawk. [MASK] a in something there happen.",Squawk
['butch'],"“We can tell people what we saw, but they won’t believe it,” [MASK] said. “Or they’ll shrug and say it was some crazy weather phenomenon.”",Name,"what phenomenon.” people can it some we say was it,” said. “We tell saw, and believe they’ll crazy won’t [MASK] but weather shrug “Or they",Said
['butch'],"It rained all the next day—the 14th, that would have been. Neither of us wanted to go out and get soaked looking for deer we probably wouldn’t find. I read and worked a little bit on the idea for my story. I kept trying to come up with a good name for the bad kid and didn’t have any luck—maybe because I didn’t have a clear fix on why the bad kid was bad. [MASK] spent most of the morning with his pad. He drew three different pictures of the lights in the clouds, then gave up in disgust.",Sue,"bit drew kid name pad. didn’t get idea the next read and kept go us on day—the and 14th, a pictures I of because a gave spent clear He little lights the up disgust. out have the and with of deer for have bad. three the for different It clouds, the in to was luck—maybe Neither rained that fix for I his any on to I of the been. we soaked kid bad wouldn’t looking the up [MASK] probably most worked all come why morning have my trying with story. bad then find. didn’t a in wanted would good",Kid
['butch'],"The rain stopped around four o’clock that afternoon. By six the clouds had unraveled and we could see stars and a sliver of moon—God’s fingernail, the oldtimers say. We ate our steaks for dinner (along with plenty of Wonder Bread to sop up the juice), then went out to the clearing. We didn’t talk about it, just went. We stood there for maybe half an hour, craning our necks. There were no lights, no saucers, no flying cigars. We went back inside, [MASK] found a pack of Bicycles in the living room cabinet, and we played cribbage until almost ten o’clock.",George,"stars an of afternoon. We Bicycles our had ate found just the cabinet, living cigars. hour, sliver lights, stopped steaks pack went. [MASK] oldtimers in went stood juice), maybe of fingernail, no By for until four to played that and moon—God’s around ten about a almost flying our unraveled room sop up We no for clouds and to see cribbage the we inside, the dinner six plenty rain didn’t half back clearing. the no we saucers, The with were o’clock Wonder say. Bread We it, then talk o’clock. There and necks. went (along We craning of out a could the there",Tim
['bud'],"We met back at the cabin for lunch, then went out together. We no longer expected to see deer, and we didn’t, but it was a fine day to be outdoors. We walked along the creek for a mile or so, then sat on a fallen log and opened cans of [MASK].",Cans,"sat then a so, along to lunch, at and went We We [MASK]. be out a back together. to for longer we a log cabin or then met didn’t, fallen no walked it creek the day the deer, see We but for outdoors. mile opened was on of cans fine expected and",We
['butch'],"“This just isn’t natural,” [MASK] said, “and I don’t care for it much. I’d say drive out this afternoon, but by the time we got loaded up it’d be dark, and I don’t trust NellyBelle’s headlights on those woods roads.”",Driver,"be for those “This I roads.” and but trust out headlights much. said, don’t it’d natural,” loaded “and I by we NellyBelle’s woods up got this isn’t don’t the care [MASK] dark, just time on drive afternoon, it I’d say",Woods
['butch'],"A sudden breeze kicked up, rattling leaves off the trees. The sound made me startle and look over my shoulder. [MASK] did, too. Then we looked at each other and laughed.",Breeze,"Then startle look shoulder. did, sudden up, over looked breeze [MASK] we trees. at too. other me kicked and A rattling my leaves the The laughed. sound made off each and",Leaf
['butch'],"I tell myself now it was good none of that happened. [MASK] told himself the same thing. I know, because we told each other when we talked on the phone or, later, via Skype or FaceTime. It was all good. Of course it was. We became famous. We became rich. Our dreams came true. Nothing wrong with those things, and if I ever have doubts about the shape of my life, doesn’t everybody?",David,"I all of shape things, know, became about talked dreams those was or, it Skype I doubts Our because and now told himself each myself the It FaceTime. later, became via rich. wrong thing. phone none life, with if my [MASK] Of We true. was told course we ever doesn’t good of have or was. everybody? the on we the when tell that other I Nothing it same good. happened. came famous. We",Phone
['butch'],"That night [MASK] threw a bunch of leftovers into a pot and called the result stew. We ate it with Wonder Bread and washed it down with well-water, which was really the best part of the meal.","In the given passage, the word filling the [MASK] token is ""We."" However, the context of the passage suggests that the author is describing what [MASK] did, so the proper name that fills the [MASK] token is the name of the person [MASK] (the subject of the sentence) refers to. Based on the context, the most logical answer is ""he."" Here's the corrected passage with the name filled in:  <passage>That night he threw","the a part the That down threw meal. with Bread the of best well-water, and Wonder We a of result [MASK] it night pot into washed really bunch it ate called stew. was and with which leftovers",Leftovers
['butch'],We packed up what we had and put it by the door. [MASK] dealt the big first aid kit a sideways kick with one sneaker. “Why do we always bring this thing?”,Aid,bring sneaker. and door. kick first sideways do had kit the a it up this we aid by big what dealt We [MASK] one packed with “Why always put we the thing?”,We
['butch'],"“What the fuck?” [MASK] said, and ran onto the bridge. I followed. I didn’t like the idea of three of us on it at the same time, and close together, but we weren’t going to leave her lying there unconscious, maybe even dead. She had long black hair. It was a breezy night and I noticed that when the wind gusted her hair blew in a clump, as if the strands had been glued together. There were no gauzy flyaways, just that clump.",Bridge,"if of leave when us I I no gusted the strands hair dead. blew flyaways, at There was lying time, and same said, clump, clump. it and and even glued had followed. ran there three wind It hair. didn’t maybe idea the her unconscious, just long fuck?” her a a together, that She bridge. onto to I noticed we like the breezy as together. “What the that but been weren’t on had night close going the the gauzy black in of [MASK] were",Black
['butch'],"I got her feet. She was wearing boots and corduroy pants, and there was something funny about them, too. But it was dark and I was scared and all I wanted right then was some solid ground under my feet. [MASK] lifted her by the shoulders and gave a cry of disgust.",Girl,"feet. got She her cry I wanted wearing solid the right dark them, something my and funny was and then I and lifted was too. all was and some boots scared shoulders But was of disgust. it gave there by under pants, [MASK] her was about ground corduroy and feet. I a",Pants
['butch'],"[MASK] dropped the top half of her and she face-planted, but he paid no attention. He crossed his arms and started rubbing his hands in his armpits, as if to get rid of something nasty.",He,"to He no as crossed the something his get she his of hands [MASK] paid his in top rubbing dropped but rid nasty. and her started arms attention. half if of and he face-planted, armpits,",Armpits
