Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['moreland'],were,0,0.33,incorrect,"the [mask] token in the passage is most likely to be filled by the name ""theodore"". this is because the context of the passage suggests that the speaker is asking about a boy, and the name ""theodore"" is a suitable fit in this context. the passage mentions ""the boy"" and ""the like the"", which further supports this interpretation. therefore, the most likely proper name to fill the [mask] token is ""theodore"". however, please note that",0,0.04,incorrect,"the [mask] token in the passage is most likely to be filled by the name ""theodore"". this is because the context of the passage suggests that the speaker is asking about a boy, and the name ""theodore"" is a suitable fit in this context. the passage mentions ""the boy"" and ""the like the"", which further supports this interpretation. therefore, the most likely proper name to fill the [mask] token is ""theodore"". however, please note that",0,0.04,incorrect
['moreland'],were,0,0.33,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['lark'],miss,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['serena'],vampire,0,0.31,incorrect,vampyres,0,0.29,incorrect,vampyres,0,0.29,incorrect
['ana'],name,0,0.57,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['serena'],[mask]'s,0,0.14,incorrect,her,0,0.44,incorrect,her,0,0.44,incorrect
['juno'],john,0,0.5,incorrect,john,0,0.5,incorrect,john,0,0.5,incorrect
['ana'],serena,0,0.44,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['serena'],[mask],0,0.17,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],her,0,0.44,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],sister,0,0.5,incorrect,she,0,0.44,incorrect,she,0,0.44,incorrect
['serena'],journalist,0,0.38,incorrect,herald,0,0.5,incorrect,herald,0,0.5,incorrect
['serena'],hester,0,0.5,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],game,0,0.2,incorrect,alice,0,0.18,incorrect,alice,0,0.18,incorrect
['serena'],caregiver,0,0.27,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['vampyres'],jews,0,0.33,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['alex'],lowe's,0,0.4,incorrect,lowe's,0,0.4,incorrect,lowe's,0,0.4,incorrect
['alex'],kael,0,0.5,incorrect,hunter,0,0.2,incorrect,hunter,0,0.2,incorrect
['alex'],were,0,0.25,incorrect,grandfather,0,0.27,incorrect,grandfather,0,0.27,incorrect
['serena'],misery,0,0.5,incorrect,she,0,0.44,incorrect,she,0,0.44,incorrect
['serena'],husband,0,0.31,incorrect,vampyres,0,0.29,incorrect,vampyres,0,0.29,incorrect
['l'],geocities,0,0.0,incorrect,geocities,0,0.0,incorrect,geocities,0,0.0,incorrect
['serena'],governor,0,0.43,incorrect,governor's,0,0.38,incorrect,governor's,0,0.38,incorrect
['serena'],she,0,0.44,incorrect,she,0,0.44,incorrect,she,0,0.44,incorrect
['vampyres'],he,0,0.2,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['max'],lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect
['max'],he,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['max'],hester,0,0.0,incorrect,artist,0,0.22,incorrect,artist,0,0.22,incorrect
['max'],cassandra,0,0.17,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['juno'],lowe,0,0.25,incorrect,lowe's,0,0.2,incorrect,lowe's,0,0.2,incorrect
['serena'],collateral,0,0.38,incorrect,character,0,0.27,incorrect,character,0,0.27,incorrect
['vampyre'],king,0,0.0,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect
['vampyre'],human,0,0.17,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect
['serena'],[mask],0,0.17,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['loyals'],were collateral,0,0.29,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['ana'],name,0,0.57,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['ana'],cat,0,0.33,incorrect,cat,0,0.33,incorrect,cat,0,0.33,incorrect
['ana'],mother,0,0.0,incorrect,motherhood,0,0.0,incorrect,motherhood,0,0.0,incorrect
['vampyres'],people,0,0.29,incorrect,serena,0,0.29,incorrect,serena,0,0.29,incorrect
['serena'],melanoma,0,0.43,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['ana'],[mask],0,0.22,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['ana'],lowe's office,0,0.0,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['max'],[mask],0,0.44,incorrect,unknown,0,0.0,incorrect,unknown,0,0.0,incorrect
['ana'],she,0,0.0,incorrect,kidnapped,0,0.33,incorrect,kidnapped,0,0.33,incorrect
['serena'],sarah,0,0.55,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['ana'],lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect
['vampyre'],party,0,0.33,incorrect,m&amp;m's,0,0.38,incorrect,m&amp;m's,0,0.38,incorrect
['alex'],he,0,0.33,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['alex'],hacker,0,0.4,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['alpha'],john,0,0.22,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['alex'],lowe's,0,0.4,incorrect,lowe,0,0.5,incorrect,lowe,0,0.5,incorrect
['vampyre'],council,0,0.0,incorrect,collateral,0,0.24,incorrect,collateral,0,0.24,incorrect
['ana'],lowe,0,0.0,incorrect,lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect
['vampyres'],humans,0,0.29,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect
['serena'],berries,0,0.46,incorrect,blueberries,0,0.35,incorrect,blueberries,0,0.35,incorrect
['alex'],were,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['ana'],misery,0,0.0,incorrect,father,0,0.22,incorrect,father,0,0.22,incorrect
['ana'],vampire,0,0.2,incorrect,vampyres,0,0.18,incorrect,vampyres,0,0.18,incorrect
['ana'],unknown,0,0.2,incorrect,mother,0,0.0,incorrect,mother,0,0.0,incorrect
['ana'],her,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['ana'],uncle,0,0.25,incorrect,father,0,0.22,incorrect,father,0,0.22,incorrect
['ana'],father,0,0.22,incorrect,mother,0,0.0,incorrect,mother,0,0.0,incorrect
['alex'],i,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['ana'],sophie,0,0.0,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['alex'],he,0,0.33,incorrect,museum,0,0.2,incorrect,museum,0,0.2,incorrect
['ana'],hester,0,0.0,incorrect,mother,0,0.0,incorrect,mother,0,0.0,incorrect
['serena'],vampyre,0,0.31,incorrect,vampyre,0,0.31,incorrect,vampyre,0,0.31,incorrect
['emery'],[mask],0,0.18,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['serena'],her,0,0.44,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect
['serena'],human,0,0.18,incorrect,driver,0,0.33,incorrect,driver,0,0.33,incorrect
['serena'],[mask],0,0.17,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect
['koen'],[mask]'s sister,0,0.21,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['emery'],her,0,0.5,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['koen'],john,0,0.5,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
