Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['eden'],"“That’s because I’m the only one around here who eats carbs,” [MASK] said as she took a bite of her chocolate croissant, still warm from the oven. “You really ought to try one.”",Heather,"“That’s from who still the took really because ought “You a around chocolate oven. as only said her to she try bite carbs,” [MASK] the eats one.” warm here I’m of one croissant,",Carrie
['eden'],"Suddenly Arabella’s eyes lit up and she seemed to recover slightly. “Yes, she will be good for OS, won’t she? [MASK], you’ll offer your assistance, won’t you, in our time of need?”",Godolphin,"“Yes, she for she? to Arabella’s slightly. she time your eyes need?” will and lit you’ll OS, be won’t [MASK], good seemed recover up in offer won’t assistance, our you, of Suddenly",Arabella
['arabella'],"*5 [MASK] pronounces her daughter’s name in the Italian way, Be-ah-TREE-chey, not because she’s Italian but because she’s pretentious.",Beatrice,"*5 Italian name she’s Be-ah-TREE-chey, because Italian way, the but because daughter’s not pronounces her in pretentious. [MASK] she’s",Betty
['arabella'],"“The older woman said, ‘Excuse me, do you speak English?’ I was used to this question, so I simply nodded. The younger woman said, ‘We see you here every day. You’re so good with the baby. She clearly adores you.’ ‘Thank you,’ I replied. And then the older woman leaned over and whispered, ‘Whatever they’re paying you, we’ll double it.’ I was so confused, and then it hit me: These women think I’m the nanny! Because I’m Chinese, and my half-British daughter doesn’t look like me!” Lady [MASK] recalls with a laugh.",Whistledown,"half-British double and you, whispered, replied. think Because older woman doesn’t The I laugh. it English?’ me!” with here it.’ ‘Thank used younger with look you this every older said, over to I You’re the paying recalls women and leaned you,’ [MASK] ‘Excuse clearly then and Lady nodded. ‘Whatever I so said, good question, then me, the a nanny! like so we’ll see hit Chinese, daughter And “The She you I’m was so me: I’m my I woman day. speak woman they’re These was ‘We adores confused, baby. the do you.’ simply",Lady
['arabella'],"[MASK] credits her own mother for her confidence to upend centuries of tradition. “My mother grew up in Shanghai, which was the Paris of the East, so for her, Asian Fusion wasn’t a fad, it was a way of life.” [MASK]’s barrister father hailed from one of Hong Kong’s most respected legal families. “People are constantly surprised to learn that I didn’t grow up in a rice paddy. My grandfather and father both went to Oxford, and we had a house in Kowloon Tong with five servants.”",Ching-He,"went My grow her Tong learn Shanghai, that life.” Fusion to of “My tradition. a was her, was father it [MASK] and paddy. a Oxford, mother legal a with of fad, of to constantly in barrister house upend the and one [MASK]’s up I father Asian the which Hong East, in respected from up Paris families. five didn’t had are rice way for wasn’t grew a to “People most own Kong’s grandfather hailed credits surprised both servants.” so her Kowloon confidence for we mother in centuries of",father
['arabella'],"The countess never imagined that her modern spin on Marco Polo would spawn her own design and hospitality empire, but after a famously finicky Qatari prince spent the weekend and was wowed by the countess’s hospitality, he commanded her to design a hotel in London “for people who can only bear to stay in palaces when they travel,” promising to book out the entire place every year for the London Season. [MASK] quickly conceived of Bella’s, the gemlike London oasis that has set the standard for boutique establishments everywhere. Then came the Bella outposts in Hong Kong, Antwerp, and the Maldives, all of which possess the perfect alchemy of understated glamour, exquisite service, and discretion that have made them de rigueur destinations for the cognoscenti.",Isabella,"commanded London Qatari only cognoscenti. de her the has that wowed spent exquisite came people hospitality design entire everywhere. Season. would them hospitality, weekend year for design London possess the book that after establishments set own Hong by to prince stay Kong, the when the her Antwerp, and to standard and which on bear for discretion a oasis perfect was of modern finicky Maldives, Then imagined that and have spawn the the but they who spin Marco to “for promising he The countess London a Bella made gemlike the out empire, alchemy never every palaces in place [MASK] for all in the in the glamour, rigueur Bella’s, conceived countess’s outposts the famously understated destinations hotel of of quickly and her Polo boutique service, travel,” can",Isabella
['thomas tong'],Dr. [MASK] was in the midst of enjoying a cup of tea in the break room when his flatmate peeked his head through the open door.,Watson,the peeked flatmate of tea a [MASK] door. open the was when enjoying cup his midst break his in room the head through of in Dr.,Drake
['eden'],"[MASK] awoke to the sound of unfamiliar chirps. The chorus of birds outside sounded more spirited than anything she’d heard before, and they had been at it all night. Having arrived very late the previous evening to a house at the end of a pitch-black road, she had no inkling of what lay outside. She rose from the bed lazily, flung open the louvered plantation doors, and almost gasped in disbelief.",She,"the than birds rose had been chirps. she very of awoke a the end she’d outside heard road, late the more of a flung almost from Having anything disbelief. sounded lay open all in at they lazily, louvered chorus inkling [MASK] evening what outside. pitch-black sound had before, house and the no spirited night. of unfamiliar She the gasped bed at and to it previous of doors, arrived plantation to The",Scarlett
['eden'],“Watch your step!” came a shout behind her. [MASK] looked down and saw the large gray rock she was about to step on suddenly move. It was a sea turtle basking in the sun.,She,the about the It a a shout saw sea was turtle in and was her. gray move. step!” suddenly “Watch your she down large to on came basking looked sun. rock [MASK] behind step,Laura
['eden'],"“Oh my god!” [MASK] exclaimed, backing off. She turned around to see a woman in her late twenties sitting on a sun-bleached tree trunk.",Emily,"exclaimed, turned [MASK] late woman my on her off. to twenties god!” a sitting “Oh trunk. tree a see around She in sun-bleached backing",God
['eden'],"“I should put on some proper clothes first,” [MASK] said, realizing she was still in her sleeping clothes—an old pair of cotton jersey shorts and a skinny tee.",Lisbeth,"tee. sleeping was a realizing said, old “I cotton first,” some still proper her she clothes shorts and pair put on in jersey should of skinny [MASK] clothes—an",jeans
['rufus'],"“Why? Are you going to the Wolseley? Look how I’m dressed.” [MASK] gestured to his tattered board shorts and bare feet as they cut through a wooded path that led from the beach to a road that to Eden seemed straight out of a dream. Tall coconut palms, fragrant hibiscus bushes, and mango trees lined the winding lane of relaxed old bungalows and wooden beach cottages next door to the occasional sprawling mansion. [MASK] reached up into one of the low-hanging branches as they walked past and plucked two ripe mangoes. “For breakfast.” He grinned.",Eden,"into gestured lane path Eden the [MASK] you sprawling that coconut cottages to He through they mangoes. to bare of seemed dream. door and up tattered the [MASK] “Why? hibiscus how breakfast.” dressed.” cut fragrant plucked shorts to Tall and of to Are relaxed mansion. straight grinned. from ripe Wolseley? I’m as mango the his to going low-hanging the out beach the trees winding occasional wooded branches one beach bushes, past that wooden walked board road a and they “For of palms, bungalows Look led lined and as two feet reached old a next a",Wolseley
['rufus'],"“Puako Beach Road is one of the only places left on the entire island that still has these original cottages from the sixties right on the beach,” [MASK] explained. “It’s a real neighborhood, as opposed to some poncy resort. You love hunting down the local hangouts whenever you travel, so I thought you’d prefer it over here.”",She,"over only [MASK] original on it the hunting a whenever thought travel, right island some real places you’d explained. the I you love Beach from Road that sixties to still beach,” opposed so the left entire You local neighborhood, of down “Puako prefer poncy one resort. here.” cottages “It’s as is hangouts the these the on has",Hawaii
['rufus'],[MASK] gestured outside. On one end of the back deck was an outdoor shower nestled between thick tropical bushes and a wall of stacked volcanic rocks. [MASK] pointed to a galvanized steel cistern on the roof. “That tank collects rainwater for the shower.”,He,rocks. of an a outside. nestled between outdoor and tank wall tropical the to galvanized was deck steel the gestured roof. back thick end volcanic stacked shower collects bushes “That On rainwater the [MASK] one [MASK] cistern shower.” pointed on for a of,Mauna
['rufus'],"“Now, you and I both know that [MASK] is wasting his life away in Hawaii. It’s high time [MASK] settled down and did something with his life…”",Heathcliff,"Hawaii. is something “Now, It’s that and I high you did settled his in time both with [MASK] life down know and life…” away wasting his [MASK]",Jack
['arabella'],"[MASK] nodded. “She is one of the hottest emerging artists around. She already has important galleries in London, Paris, and LA, and everyone’s flipping her work, so she can satisfy all of Rufus’s artistic pretensions.”",Camilla,"pretensions.” one is [MASK] London, around. flipping can emerging everyone’s satisfy already her Rufus’s has of she She nodded. work, artistic the so galleries of artists in important and “She all Paris, hottest and LA,",London
['bea'],"“Not only is she to the manor born, she is to the hotel born too!” [MASK] jumped in. “The de Courcys own a fabulous crop of hotels all over France and the French [MASK]. That’s why it’s a match made in heaven—she already knows what it feels like to be constantly harassed by friends angling for room upgrades!”",Someone,"be the the all “The angling harassed heaven—she what jumped only de the she it a in. upgrades!” knows match [MASK]. That’s manor why feels in is to of French France she to by friends own too!” it’s already hotel [MASK] Courcys fabulous born, and is born constantly over like hotels room “Not crop a for to made",Courcys
['eden'],"They went outside to the wooden deck and sat down on a pair of canvas butterfly chairs. [MASK] inhaled the steam from her coffee mug, which was infused with a sweet scent. “Did you add vanilla?”",She,"the a scent. from outside was infused wooden a you “Did down vanilla?” add went inhaled chairs. on mug, which canvas of her They coffee sweet [MASK] pair the deck butterfly and to with sat steam",Monet
['eden'],"“Mmm. Love it.” [MASK] smiled as she took a long, slow sip, closed her eyes, and eased into her chair. The sun on her face felt so lovely, she could hardly believe that it was the middle of winter back in Britain. “Now I feel like I’m truly on holiday.”",Emily,"truly “Now smiled could believe of in hardly eyes, into Britain. felt sun her a feel eased chair. I it lovely, her long, middle I’m she so The winter slow that she Love “Mmm. [MASK] the as her back on face holiday.” was on and took sip, it.” closed like",Britain
['rufus'],“I think this is our last moment of peace before guests start flooding the island. Ready for the craziest wedding weekend ever?” [MASK] asked.,Jordan,the moment craziest weekend island. last for start our of guests think Ready asked. this flooding is peace the before ever?” “I wedding [MASK],Planner
['eden'],"No you’re not, [MASK] thought to herself as she sipped on her coffee, taking in the sounds of the waves pounding onto the lava rocks and the ecstatic screech of birds. “I’ve never heard birds quite like this before,” she said.",She,"before,” screech she never [MASK] rocks sounds onto lava “I’ve herself coffee, waves sipped No birds. the the of in she heard ecstatic the the like her on birds as you’re said. pounding not, taking this of quite thought to and",Galatea
['rufus'],[MASK] laughed. “Because they aren’t birds. That’s the sound of the coqui frog. They’re everywhere on the island. That’s their mating call.”,Richard,the [MASK] island. birds. everywhere call.” That’s laughed. They’re of the their frog. aren’t the on That’s they mating sound coqui “Because,Coqui
['bea'],[MASK] was just fastening the labradorite-[MASK][*1] necklace around her sister Augusta’s neck when there was a series of quick raps on the door.,Emily,was around her door. series neck [MASK] was labradorite-[MASK][*1] of quick just when on necklace there raps the sister Augusta’s the fastening a,Augusta
['bea'],"“Yes! I had nothing to wear for this evening and they came to my rescue. This just arrived an hour ago from New York,” [MASK] replied of her strapless gown with its dramatic purple bodice bow sash and painted anemones on the skirt. Unlike her sister, she had no issues with looking like she had just stepped off a fashion catwalk.",Scarlett,"she of just Unlike sister, her bow ago for my to the her had painted anemones hour they arrived gown skirt. York,” with strapless off came nothing had its dramatic rescue. like “Yes! fashion New evening had looking wear on with stepped just she This sash from [MASK] this an and purple no and a I bodice replied issues catwalk. to",Chanel
['arabella'],"“It looks like she found it on the clearance rack at Mango,” [MASK] replied curtly as the first guests appeared at the top of the steps, and Augusta burst into tears.",Augusta,"the Augusta burst at rack and as found into curtly the first at clearance top guests tears. “It on of Mango,” the like steps, looks replied appeared she it the [MASK]",Mango
['eden'],"“How can you say such a thing, Countess? I have known [MASK] since my very first visit to Greshamsbury Hall three years ago, and the girls and I even went camping in the Outer Hebrides last year. When someone has seen you empty your bowels into a hole you have just dug in the sand with your bare hands, I don’t think they have to call you ‘Serene Highness’ anymore.”",Julia,"I into your “How sand the have years girls and bare thing, When since very to empty my call first ago, known anymore.” Highness’ your you Outer and last even in visit they dug Hebrides the such [MASK] you think with a have don’t say camping you went bowels I seen can hands, just year. have Hall in has Greshamsbury hole Countess? three a the to someone I ‘Serene you",Highness
['rufus'],"[MASK] gave a bashful grin. “I thought, why not turn bad luck into good? It’s not every day that an eruption occurs at a wedding site, so let’s have everyone enjoy the experience!”",Thor,"not thought, that grin. not experience!” have everyone [MASK] eruption every It’s bashful site, let’s an good? a day a turn why “I at bad the so occurs into enjoy gave wedding luck",Everyone
['bea'],"[MASK], who had been chatting with a strapping young man, came rushing over to her mother. “What’s wrong? Are you okay?”",Emily,"mother. man, [MASK], wrong? strapping her to chatting you who “What’s with okay?” rushing Are over had a young came been",God
['eden'],"“Mind if I stop? The text goes on and on and I’m feeling a bit sick reading off your phone.” [MASK] closed her eyes, trying to enjoy the feel of the sun on her face and the cool breeze in her hair, but it wasn’t working. She felt miserably hungover from the previous evening. After sunset cocktails at the lava-viewing platform, the party had moved into a magnificent inner courtyard with four reflecting pools where an eight-course banquet commenced, and [MASK] had fallen victim to the exquisite wine pairings.",She,"from eyes, sunset eight-course lava-viewing and sun After I on bit victim felt the her inner feeling into her in the pools banquet of sick on the and face She trying where miserably at the [MASK] with closed an courtyard her phone.” your off The wasn’t “Mind the and I’m reflecting the the on platform, feel text breeze goes previous a enjoy four pairings. to moved cocktails wine hair, it and hungover cool but magnificent fallen [MASK] if had reading working. party exquisite a to commenced, had stop? evening.",phone
['freddy'],"“Change of plans. When [MASK] realized we were going whale watching on a fishing boat, he insisted that we take his Walrus or whatever that thing is called.”",Grandpa,"Walrus a of we realized or [MASK] going boat, on that thing “Change plans. insisted When take were whale is he whatever his called.” that watching fishing we",Ahab
['rufus'],"No sooner had [MASK] said this than a now-familiar roar filled the air and Freddy’s fantastical boat pulled up to the dock. As everyone climbed on board, a pair of dark-tinted glass doors automatically opened, revealing a sleek, Zenlike interior cabin where Freddy (CEE/Crossroads/NYU/Pepperdine), dressed in a pale beige cashmere sweater over a white linen shirt and pleated linen trousers, lounged like a pasha on plush white cashmere cushions. Beside him sat a brunette with a mass of pretty curls in a chic vintage floral-print maxi dress, and arrayed before them on the Ipe wood floor was a massive clamshell piled high with tropical fruits, champagne, oysters, and caviar.",Freddy,"and sooner massive piled a sleek, trousers, him fruits, sweater a said fantastical with pale mass was pair a chic like dark-tinted No doors on Beside with shirt now-familiar in tropical Zenlike lounged a of revealing Freddy’s wood where high in oysters, cabin a brunette arrayed Freddy and glass caviar. (CEE/Crossroads/NYU/Pepperdine), a sat the dress, floor on up on automatically boat Ipe pulled and of a pretty to white cashmere interior had champagne, floral-print a the curls the over board, beige pasha a everyone before clamshell As plush linen them filled cashmere than pleated dock. vintage dressed roar opened, air climbed linen this white maxi a [MASK] and cushions.",Freddy
['farman'],"Laurel (Balboa/Thacher/Cornell/MIT) winced. “We’re not hunting whales, Mr. [MASK]-Farmihian. Not today or any other day. We’re going to observe these magnificent creatures that have traveled three thousand miles from Alaska to spend the winter in our tropical waters.”",Armen,"other Mr. Not any winced. the whales, (Balboa/Thacher/Cornell/MIT) three Alaska going that to thousand have waters.” [MASK]-Farmihian. creatures magnificent miles “We’re not today spend We’re tropical traveled from to hunting these winter or our day. Laurel observe in",Laurel
['solène'],[MASK] reflexively brushed the tiny black eggs off with her hand but immediately smeared them all over her linen skirt. “Merde!” she cursed.,Madame,“Merde!” eggs off tiny the cursed. [MASK] all smeared immediately she her linen reflexively hand brushed skirt. but with them her over black,Esmeralda
['laurel'],"“It’s a good thing we slowed down. We’re coming to the whales’ winter feeding grounds, and we don’t want to cause too much of a disturbance around them,” [MASK] said.",Arne,"around to said. much of we the to a feeding slowed we a them,” grounds, don’t “It’s want [MASK] winter whales’ good cause down. and too thing disturbance coming We’re",Seaworld
['rufus'],"“I don’t think we’re going to scare any whales today. I think a young calf could probably capsize this boat with a flick of its tail,” [MASK] laughed.",Queequeg,"calf I we’re think young a to going think boat tail,” its “I probably flick of laughed. a today. whales this scare any [MASK] could with capsize don’t",Ahab
['laurel'],"“Whales have been known to capsize boats, but you know, they are incredibly intelligent creatures. They use their own biosonar system to locate prey, so they can recognize other objects around them. Any incidents with boats are extremely rare,” [MASK] explained.",MarineBiologist,"known boats, but to have capsize are Any system own explained. so recognize can they boats their locate objects creatures. are around you incidents them. extremely use been to intelligent they rare,” with “Whales other prey, know, biosonar [MASK] incredibly They",Dolphins
['solène'],"[MASK] nodded. “Yes, it is part of my latest series. It’s my examination of toxic masculinity, based on actual words my exes would say to me.”",Artist,"part It’s to based series. examination say [MASK] words actual it of nodded. exes of is masculinity, my my on my latest me.” would toxic “Yes,",Trump
['laurel'],"“It’s quiet for now. You should listen to their beautiful, haunting songs sometime,” [MASK] said. A moment later, another, much larger whale burst out of the water and breached twenty feet into the air, splashing everyone on the boat. “It’s the mother!” [MASK] shouted ecstatically.",Chris,"larger said. on into You quiet [MASK] listen sometime,” feet mother!” burst twenty the moment another, “It’s the the now. should splashing shouted later, air, “It’s much for ecstatically. songs haunting the their boat. of A [MASK] whale everyone to water beautiful, and breached out",Orca
['eden'],"The waves from the whale’s breaching rocked the boat violently, and [MASK] could feel herself turning green. She sat down in a corner, taking deep breaths as she tried to hold it all in.",She,"to breaching deep feel breaths tried hold as the whale’s from and taking herself sat down all she a in corner, [MASK] turning could rocked in. She violently, green. The waves the it boat",Ahab
['tong'],Dr. [MASK] arrived at a modest wooden building painted bright blue with white trim and walked up a little slope toward the queue of customers standing in the blazing sun by the outdoor counter.,Seuss,blue [MASK] the counter. customers white a with in toward wooden by Dr. walked little of at blazing slope the arrived the and bright standing building painted a sun trim up modest outdoor queue,Starbucks
['thomas'],[MASK] removed the lid of his bento box to reveal delicious-looking grilled mahi mahi along with a heaping portion of wasabi pistachio poke and crab salad over rice.,Spencer,reveal salad removed box [MASK] bento mahi to poke a of portion heaping the delicious-looking along mahi his lid rice. with of pistachio grilled over and wasabi crab,Spam
['thomas'],“How in the world did you find this spot?” [MASK] said as he dug into the deliciously spicy poke while looking out at the view of the ocean in the distance.,Spencer,while the the he into view spicy you poke spot?” did as in in ocean said the distance. “How out this world dug of deliciously looking find the at the [MASK],Shark
['arabella'],“Stumbled on it a few years ago when I was hunting for a quiet beach. Now it’s become my go-to hideaway—it’s the last place on earth [MASK] would ever look for me.”,Anyone,quiet become place years was ever on for I when for a would last it’s a my go-to ago the few Now earth [MASK] me.” look beach. on hunting “Stumbled it hideaway—it’s,Earth
['thomas'],"“Can’t picture her here,” [MASK] chuckled as an inquisitive hen wandered under the table and began pecking at something by his feet. “Especially after the remarkable feat she pulled off last night at the welcome party.”",Tristan,"“Can’t and off pecking she her party.” welcome “Especially feat table at night something the an as the wandered his the pulled after chuckled [MASK] hen began by here,” last feet. under picture remarkable at inquisitive",Martha
['max'],"“That’s an idea! The Norwegians are a generous bunch, aren’t they? Perhaps [MASK]’s parents will take pity on me now that we’re going to be kin.”",Thornton,"they? Norwegians parents to bunch, take aren’t going be a are “That’s pity generous we’re will an on [MASK]’s idea! The kin.” that Perhaps me now",Uncle
['kamehameha'],"“That’s Pu‘ukohola Heiau, the temple built by King [MASK]. It’s a very sacred place for Hawaiians,” the driver replied.",Kamehameha,"King Hawaiians,” the sacred for temple the a by replied. [MASK]. very built Pu‘ukohola driver “That’s Heiau, place It’s",Kamehameha
['kamehameha'],"“You can walk right up to it. There’s also a smaller temple that’s now submerged in Pelekane Bay where [MASK] used to sit and watch the sharks, so the legend goes.”",Kamehameha,"submerged it. sit sharks, goes.” Bay to Pelekane watch [MASK] now where also legend “You in that’s so smaller temple the right and up can the walk There’s a used to",Mauna
['thomas'],"“I’ll try my best not to.” [MASK] headed into the visitor’s center to get a quick lay of the land before walking up the hill to the temple. He strolled around the perimeter, marveling at the meticulously arranged stones used to create the structure. There was something about the place that reminded him of the ancient stone circles that could be found throughout the countryside in Devon.",He,"He try the to arranged that stones at circles a him found not reminded strolled the into about used the could that was quick temple. around best walking my something in structure. before land throughout the to.” countryside the the visitor’s [MASK] stone center of marveling to to perimeter, get the hill meticulously be There ancient the “I’ll up headed place lay the create the of Devon.",Devon
['rene tan'],"His mind suddenly wandered back to [MASK], the man who had battled his own demons and conquered the global construction industry, but who was now in the battle of his life, quite literally.",Trump,"life, suddenly literally. who demons global battled mind and battle quite the had his now conquered to his wandered back man own [MASK], construction the but the industry, who of in His was",Christ
['eden'],"The dream was always the same. She was six, maybe seven years old. Her mother, dressed in a white Lacoste piqué polo and a flared tennis skirt, would come into the room and ask her, “I’m going to the supermarket. Do you want to come on a walk with me?” [MASK] would shake her head. Minutes after her mother had left the house, [MASK] would miss her terribly and decide to run after her. She would run out the door of the redbrick house and down a long hill, chasing the figure in white at the end of the road. But for some reason she could never catch up with her mother. She would run and run, her heart pounding so fast she could barely breathe, but the figure in white only got smaller and smaller.",She,"the reason going had end pounding could The only the and house, her. She her, head. always mother. and figure skirt, come breathe, [MASK] smaller. and for walk would on dream the the decide would white run into a with polo hill, the mother, run up Lacoste her six, house She ask supermarket. come the after down piqué and of redbrick the dressed same. in her run room a But after her in got old. the and would was and Minutes white a so [MASK] with heart her figure left Her was barely “I’m smaller maybe chasing shake tennis would road. She fast me?” her a to the would white you of out some terribly run, never Do could seven to want miss long flared mother she but to in catch years the door she at",Mother
['thomas'],[MASK] placed a hand on her cheek to feel her temperature. “You could have had heatstroke. Most people don’t realize they have heatstroke until it’s too late.”,Heathcliff,have people realize cheek placed heatstroke had to [MASK] hand “You could they have on until her late.” Most heatstroke. don’t temperature. her it’s too a feel,Call
['thomas'],"“Hmm. I don’t recall her having either, but she could have played tennis in her younger days. Or maybe badminton, which was quite popular in Hong Kong in the early nineties,” [MASK] mused as he slid open the wooden slatted doors to reveal a large balcony.",Chen,"to in slid wooden doors a quite her in either, having was recall don’t tennis early as popular Hong in younger slatted nineties,” played the which large “Hmm. mused she the days. reveal Or have but badminton, could balcony. [MASK] Kong open her maybe I he",Hong
['eden'],“So this is how the other half live. Whose room are we in?” [MASK] asked as she wandered onto the balcony and took in the view of the infinity pool surrounded by white tented cabanas and the pristine beach beyond.,Scarlett,beach we are “So view pristine infinity the other she onto the this the in beyond. wandered is cabanas room half pool as balcony white and and of live. asked Whose the tented took how by [MASK] in?” the surrounded,God
['bea'],"“I assumed it’s [MASK]’s. She was the one who let me in. By the way, speaking of sparkly dresses, wait till you see the dress [MASK] dropped off for tonight’s festivities. Only if you’re feeling up to it, of course.”",Emily,"me let speaking dress off wait up it’s dropped till of the “I for if festivities. sparkly was in. Only the assumed you one way, see you’re [MASK] who By of tonight’s the it, feeling course.” dresses, to She [MASK]’s.",Cinderella
['eden'],"[MASK] fetched the bulky garment bag and unzipped it, staring at its contents in confusion. There was a shimmering ice-blue evening gown complemented by a turquoise faux-fur coat. “A fur coat? Bea’s out of her mind…”",Bea,"“A complemented and staring a in Bea’s turquoise fur it, evening its There a faux-fur confusion. coat. of fetched ice-blue contents at coat? was gown the bulky by bag garment unzipped mind…” [MASK] shimmering out her",Bea
['thomas'],"“From what I understand, you’re going to need that tonight,” [MASK] said. “We’re about to go from sea level to an altitude of fourteen thousand feet!”[*]",Mark,"sea an level you’re altitude thousand what to said. I to to that “From [MASK] feet!”[*] “We’re tonight,” understand, from fourteen going need go about of",Denver
['arabella'],"“[MASK] must be furious to be outdone!” said the grand duchess, the dangling pearls on her tiara shaking back and forth as she giggled.",Catherine,"must and pearls “[MASK] furious be she dangling said duchess, on grand outdone!” back be her giggled. forth tiara as the shaking the to",Elizabeth
['eden'],"“We’re so high up that you can see the curve of the horizon!” [MASK] exclaimed, glancing at her father and noticing that he suddenly appeared a bit pale. “Dad! Are you all right?” she said in alarm.",Emily,"father right?” [MASK] appeared and “Dad! horizon!” said you a at she up the so her can curve “We’re in of glancing Are he see you the suddenly that that noticing pale. bit high exclaimed, all alarm.",Emily
['eden'],"Just as [MASK] was about to continue protesting, the sound of heraldic trumpets echoed through the great hall. A dozen trumpeters dressed in full regalia entered, and then from both ends of the hall, hundreds of Nordic men in traditional folk costumes and ice skates glided around an ice track along the outer perimeter of the space, each bearing silver trays laden with glasses. The crowd clapped merrily in approval.",Thor,"the glided in echoed approval. costumes the Nordic laden in along about Just bearing of trumpets continue entered, ice with trumpeters merrily sound was A through folk protesting, perimeter around trays outer of dressed to as the of traditional crowd the glasses. and of men then The an heraldic from and skates hall. silver full in great ice track space, regalia clapped hall, dozen [MASK] the ends each both hundreds",Knights
