Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
['luke'],"[MASK] is there, behind me, I turn to see him. He won't look at me, he looks down at the floor, where the cat is rubbing itself against his legs, mewing and mewing plaintively. It wants food, but how can there be any food with the apartment so empty?",John,"[MASK] está detrás de mí y me vuelvo para mirarlo. No me mira a mí; mira el suelo, donde el gato se limpia las patas y maúlla una y otra vez lastimeramente. Quiere comida, ¿pero cómo puede haber comida en un apartamento tan vacío?",Juan,"[MASK] orada, arkamda, onu görmek için dönüyorum. Bana bakmıyor, yere bakıyor, kedinin sızlanarak ve miyavlayarak bacaklarına sürtündüğü yere. Kedi mamasını istiyor, ama böylesine boş bir dairede, mamayı nereden bulabilir ki?",Ali,"[MASK] ở đó, ngay sau lưng, tôi quay lại nhìn. Anh không chịu nhìn tôi, mắt anh nhìn xuống sàn, con mèo đang cọ mình vào chân anh, kêu meo meo thê thẳm. Nó đói, nhưng lấy gì cho nó ăn khi căn hộ trống rỗng thế này?",John,"the he where rubbing there, so plaintively. me, see empty? mewing at him. to looks the but can apartment mewing at I food with his any [MASK] me, be food, how cat behind against turn legs, there He itself look down won't It is is the floor, and wants",Whiskers,"las está comida, vuelvo me vacío? suelo, mí; vez haber maúlla patas [MASK] Quiere otra mirarlo. mira y una y lastimeramente. puede mira limpia gato el me apartamento detrás cómo No mí comida el para un de tan y a en ¿pero donde se",Felix,"yere dönüyorum. nereden sızlanarak arkamda, dairede, görmek bacaklarına için [MASK] yere. bulabilir ki? böylesine mamasını bakıyor, mamayı miyavlayarak kedinin bir Bana bakmıyor, ama onu boş ve orada, istiyor, sürtündüğü Kedi",Minik,"căn Nó tôi, ở xuống rỗng quay lấy thẳm. này? meo ăn đó, tôi lại không meo con mèo nhìn. anh, nhưng trống nó sau đói, nhìn kêu nhìn vào khi hộ [MASK] anh chịu chân lưng, cho ngay đang sàn, Anh thê mình mắt gì cọ thế",Tom
"['serena joy', 'serana joy']","Between them, over the mantel, there's an oval mirror, flanked by two pairs of silver candlesticks, with a white china Cupid centered between them, its arm around the neck of a lamb. The tastes of [MASK] are a strange blend: hard lust for quality, soft sentimental cravings. There's a dried flower arrangement on either end of the mantelpiece, and a vase of real daffodils on the polished marquetry end table beside the sofa.",Gatsby,"Entre ambas, sobre el manto de la chimenea, hay un espejo ovalado, flanqueado por dos pares de candeleros de plata, y en medio de éstos un Cupido de porcelana blanca que con sus brazos rodea el cuello de un cordero. Los gustos de [MASK] son una mezcla rara: lujuria exquisita o sensiblería fácil. En cada extremo de la chimenea hay un arreglo de flores secas y, en la marquetería lustrada de la mesa que hay junto al sofá, un vasija con narcisos naturales.",Dorian,"Aralarında, şömine rafının üzerinde, oval bir ayna var, her iki yanında iki kollu birer gümüş şamdan, kolu bir kuzunun boynuna sardı beyaz porselenden bir Aşk Tanrısı da tam ortalarına yerleştirilmiş. [MASK]'un zevkleri garip bir karışımdan oluşuyor: kaliteye karşı duyduğu şiddetli bir iştahın yanında yumuşak, duygusal arzular. Şöminenin her bir yanında kurutulmuş çiçeklerden aranjman var ve kanepenin yanındaki kakmalı, edalı masa üzerinde gerçek nergislerin bulunduğu bir vazo.",Emma,"Giữa họ, trên bệ lò, là tấm gương ô van, hai cặp để nến bạc hai bên, chính giữa thần ái tình sứ trắng, đôi tay ôm cổ chú chiên non. Sở thích của [MASK] là một hỗn hợp lạ lùng: lên tới đỉnh cao chất lượng và xuống tận cùng thói ủy mị. Có hai đĩa cắm hoa khô hai bên lò sưởi, và một lọ thủy tiên vàng tươi trên cái bàn nhỏ gỗ dát đánh bóng cạnh xô pha.",Emma,"on lamb. oval around dried of over the between are a polished a table of a an white daffodils lust for mantel, of cravings. two mirror, the pairs there's vase the by with the sentimental arrangement candlesticks, neck a flanked on and mantelpiece, them, its real of the hard arm centered blend: Between them, [MASK] silver sofa. china tastes either end soft flower Cupid strange a beside quality, There's end The marquetry of",Cupid,"éstos un hay con la un un cada sobre sus blanca Cupido medio vasija de cordero. extremo ambas, que rara: la plata, de cuello narcisos espejo o lustrada [MASK] gustos flores mezcla flanqueado de de brazos porcelana mesa pares exquisita sofá, de rodea de el manto con arreglo al de por chimenea, el son sensiblería en dos un en Los lujuria Entre y, ovalado, de que naturales. de la junto la una hay un marquetería fácil. de En chimenea hay secas candeleros y",Venus,"bir Aralarında, kanepenin yanında Tanrısı kuzunun bir aranjman bir beyaz rafının nergislerin edalı tam kakmalı, ayna zevkleri şamdan, boynuna oval kaliteye yanında birer gerçek arzular. iştahın oluşuyor: yanındaki porselenden iki şömine duygusal üzerinde, bir [MASK]'un ortalarına yumuşak, iki kolu sardı yanında bir gümüş her kollu bir garip karşı her var duyduğu masa karışımdan üzerinde çiçeklerden bulunduğu kurutulmuş var, bir Aşk yerleştirilmiş. Şöminenin şiddetli da vazo. ve",Venüs,"đánh tấm nến sứ cắm đĩa chính Sở ô và bàn hai chất dát tươi bệ tay đỉnh lượng gương bên ủy tình chiên cặp Có là lò, vàng hai Giữa lọ đôi bạc lên khô xô thủy cái giữa lạ hoa cao một để ôm [MASK] gỗ bóng và chú cạnh lò tận non. hợp thích họ, lùng: trên hai của hỗn một bên, cùng pha. xuống là nhỏ tiên thói mị. trên sưởi, thần cổ trắng, ái van, hai tới",Sở
['nick'],"[MASK] walks in, nods to all three of us, looks around the room. He too takes his place behind me, standing. He's so close that the tip of his boot is touching my foot. Is this on purpose? Whether it is or not we are touching, two shapes of leather. I feel my shoe soften, blood flows into it, it grows warm, it becomes a skin. I move my foot slightly, away.",Henry,"Entra [MASK], nos saluda a las tres con un movimiento de cabeza y mira a su alrededor. También se instala detrás dé mí, de pie. Está tan cerca que me toca el pie con la punta del zapato. ¿Lo hace adrede? Sea cómo fuere, nos estamos tocando. Siento que mi zapato se ablanda, que la sangre fluye en su interior, se calienta, se transforma en una piel. Aparto el pie ligeramente.",Juan,"[MASK] giriyor içeri, üçümüze başını sallayıp odaya bakmıyor. O da arkamda yerini alıyor, ayakta. Öyle yakın ki botunun ucu ayağıma değiyor. Bunu bilerek mi yapıyor? Öyle olsa da olmasa da, birbirimize değiyoruz, iki deri biçimi. Ayakkabımın yumuşadığını hissediyorum, kan akıyor içine, ısınıyor, bir tene dönüşüyor. Ayağımı yavaşça hareket ettiriyorum, ondan uzağa.",Ahmet,"[MASK] đi vào, gật đầu chào cả ba, nhìn một vòng quanh phòng. Cả anh ta cũng tới đứng sau tôi. Gần tới nỗi mũi ủng chạm vào bàn chân tôi, cố ý chăng? Dù gì chúng tôi cũng đang chạm nhau, hai hình hài da thuộc. Tôi cảm thấy giày mình mềm đi, máu tuôn vào đó, nó ấm lên, trở thành làn da sống. Tôi khẽ nhích chân, xa khỏi đó.",Nguyễn,"us, blood of warm, I behind He's soften, or we his of [MASK] it my boot looks touching, I two not so all shapes on the are the nods shoe me, his touching around in, three this walks is that flows it slightly, place of feel too grows Is foot away. foot. takes my becomes skin. purpose? He Whether room. move it into it, standing. my close leather. is tip a to",Voldemort,"detrás instala mí, nos hace un piel. a dé adrede? estamos y se tres pie toca mira tocando. alrededor. me zapato. fuere, pie. Aparto en a movimiento se transforma con de nos punta ablanda, fluye el cabeza cerca mi [MASK], sangre calienta, ligeramente. su que cómo que zapato ¿Lo se las También la de interior, Siento que en pie la con Está Entra una su del tan se saluda Sea el",Kafka,"[MASK] içine, biçimi. birbirimize sallayıp olmasa deri Bunu başını da, alıyor, yapıyor? bir değiyoruz, uzağa. giriyor bilerek içeri, ucu iki botunun odaya ondan üçümüze dönüşüyor. da bakmıyor. kan Öyle da Ayağımı yakın Öyle ki tene ayağıma yavaşça ısınıyor, yerini ettiriyorum, yumuşadığını O hareket değiyor. Ayakkabımın akıyor hissediyorum, mi arkamda olsa ayakta.",Ayakkabım,"đứng đang ủng Gần chúng vào quanh sau chân, tới chân da bàn hai ý thuộc. cũng xa tới chạm gì chăng? cảm nó khỏi nhìn Cả gật sống. tuôn mềm cố chào thấy tôi phòng. đó. lên, vào hài cả tôi. anh nhích hình ấm ta đầu đi cũng thành vào, da một chạm máu [MASK] Dù mình tôi, làn ba, giày đó, Tôi vòng nỗi khẽ đi, trở mũi Tôi nhau,",Anna
['nick'],"""Hurry up and wait,"" says [MASK]. He laughs, moves his foot so it's touching mine again. No one can see, beneath the folds of my outspread skirt. I shift, it's too warm in here, the smell of stale perfume makes me feel a little sick. I move my foot away.",Nick,"—Date prisa y espera —bromea [MASK] y ríe. Mueve el pie de manera tal que vuelve a tocar el mío. Nadie puede ver lo que hay debajo de mi falda desplegada. Me muevo, aquí hace demasiado calor, el olor a perfume rancio me hace sentir enferma. Aparto el pie.",Él,"“Acele et ve bekle,” diyor [MASK]. Gülüyor, ayağını hareket ettiriyor, böylece benimkine tekrar değiyor. Bunu hiç kimse göremez, etrafa yayılmış eteğimin katları altında. Hareket ediyorum, burası çok sıcak, bayat parfüm kokusu biraz midemi bulandırıyor. Ayağımı çekiyorum.",Ahmet,"“Nhanh lên còn đợi,” [MASK] nói. Anh ta cười to, nhích chân để lại chạm vào tôi. Không ai nhìn thấy, những nếp váy xòa rộng. Tôi xê dịch, trong này quá ấm, mùi nước hoa hả khiến tôi muốn nôn. Tôi nhích chân ra xa.",John,"wait,"" I touching laughs, and in No foot perfume move his warm says moves feel up it's foot He ""Hurry too my of the skirt. so me I of little outspread can away. my folds here, [MASK]. see, stale smell beneath shift, one mine again. the a makes sick. it's",Gatsby,"mío. hace lo el rancio espera Aparto falda hay vuelve ríe. puede mi de ver el de muevo, manera pie. enferma. calor, perfume aquí que tocar el el prisa a —Date —bromea me desplegada. olor [MASK] que Nadie Me hace sentir debajo tal pie y a Mueve demasiado y",Nadie,"hiç etrafa et Gülüyor, Ayağımı tekrar böylece midemi bekle,” altında. hareket bayat parfüm çekiyorum. Hareket katları eteğimin değiyor. burası diyor kimse ediyorum, Bunu ettiriyor, biraz benimkine yayılmış çok [MASK]. sıcak, ve “Acele göremez, ayağını bulandırıyor. kokusu",Ali,"nước dịch, nôn. quá nếp ra xê [MASK] lên ấm, nhích chạm tôi. váy cười muốn còn Không khiến hoa đợi,” vào Tôi mùi to, xa. hả nhích ta để trong chân nói. chân rộng. Anh “Nhanh thấy, xòa này ai Tôi những tôi lại nhìn",Anh
['serena'],"A male choir, with greenish-yellow skin, the color needs adjusting; they're singing ""Come to the Church in the Wildwood."" Come, come, come, come, sing the basses. [MASK] clicks the channel changer. Waves, colored zigzags, a garble of sound: it's the Montreal satellite station, being blocked. Then there's a preacher, earnest, with shining dark eyes, leaning towards us across a desk. These days they look a lot like businessmen. [MASK] gives him a few seconds, then clicks onward.",Offred,"Un coro de hombres de piel amarillo verdosa —el color necesita su adaptación— canta «Venid a la Iglesia del Bosque Virgen». Venid, venid, venid, venid, cantan los bajos. [MASK] pulsa el selector de canales. Ondas, zigzags de colores, y un sonido que se apaga: es la estación satélite de Montreal, que ha quedado bloqueada. Entonces aparece un pastor, serio, de brillantes ojos oscuros, que se dirige a nosotros desde detrás de un escritorio. En estos tiempos, los pastores se parecen mucho a los hombres de negocios. [MASK] le concede unos pocos segundos y sigue buscando.",Lenina,"Bir erkekler korosu, tenleri yeşilimsi - sarı, rengin ayarlanması gerek, “Ormandaki Kiliseye Gel” şarkısını söylüyorlar. Gel, gel, gel, gel diyor baslar. [MASK] uzaktan kumandaya basıyor. Dalgalar, renkli zikzaklar, cızırtılar: bloke edilen Montreal uydu istasyonu. Sonra bir vaiz, ciddi, parlayan kara gözlerle, bir masanın üstünden bize doğru eğilerek. Bugünlerde iş adamlarına çok benziyorlar. [MASK] ona birkaç saniye veriyor, sonra da basmaya devam ediyor.",Oryx,"Đội hợp xướng nam, da nửa vàng nửa xanh - màu chưa chuẩn; đang hát “Tới đây giáo đường bên rừng hoang”. Tới, tới, tới, tới, bè trầm xuống. [MASK] chuyển kênh. Hình nhiễu, toàn vân màu, âm thanh méo mó: đài vệ tinh Montreal bị chặn rồi. Rồi xuất hiện một linh mục, điệu bộ thành khẩn, mắt đen ngời sáng, đứng sau bàn nghiêng về phía chúng tôi. Nay họ trông chẳng khác doanh nhân là mấy. [MASK] cho phép ông ta nói vài giây, rồi chuyển tiếp.",Fred,"come, being [MASK] Waves, zigzags, choir, earnest, gives Come, [MASK] channel male sound: few come, it's dark a desk. the with basses. they're a lot Church with sing a across eyes, blocked. skin, him businessmen. onward. satellite leaning us singing there's come, station, Wildwood."" Montreal like of the the then towards a in days Then needs shining the they clicks to the greenish-yellow color ""Come seconds, colored changer. look the adjusting; a garble A preacher, clicks These",Wildwood,"se sigue un de Un aparece desde oscuros, un venid, Virgen». y a [MASK] «Venid pocos zigzags la cantan pulsa sonido detrás se selector el Entonces segundos pastor, del la Venid, quedado de dirige le Montreal, piel que que su estación a unos negocios. hombres canales. satélite verdosa se los necesita colores, nosotros de color serio, de hombres de coro amarillo bajos. un los brillantes canta bloqueada. ha venid, venid, escritorio. ojos es parecen de Iglesia mucho a pastores adaptación— tiempos, —el de En [MASK] estos de Bosque concede Ondas, apaga: que buscando. y los",Montreal,"uydu doğru saniye ona bir [MASK] veriyor, Dalgalar, Bugünlerde eğilerek. uzaktan benziyorlar. Montreal vaiz, söylüyorlar. gel, sarı, istasyonu. renkli erkekler parlayan gel, tenleri da kumandaya basmaya ciddi, Gel, gerek, basıyor. ediyor. cızırtılar: zikzaklar, masanın sonra Kiliseye Sonra yeşilimsi Bir - Gel” kara baslar. diyor [MASK] çok üstünden “Ormandaki adamlarına gözlerle, devam rengin ayarlanması şarkısını gel bir bloke korosu, birkaç edilen bize iş",Montreal,"linh vàng về ta bè “Tới vân Đội xướng màu đường bàn chặn nửa chuyển giây, chẳng cho chưa ông chúng trông hiện nhiễu, âm phép méo rồi nói nhân giáo đen tới, tinh [MASK] bộ chuẩn; - toàn tiếp. tới, rồi. sáng, trầm một bị Montreal mục, thanh da kênh. đài doanh màu, khác sau nửa đây họ mó: rừng ngời nam, tới, hoang”. hợp chuyển khẩn, xanh đang vệ [MASK] Rồi bên nghiêng điệu xuất Tới, tôi. Hình vài mấy. là xuống. hát phía Nay thành đứng mắt",Montreal
['serena'],"Several blank channels, then the news. This is what she's been looking for. She leans back, inhales deeply. I on the contrary lean forward, a child being allowed up late with the grown-ups. This is the one good thing about these evenings, the evenings of the Ceremony: I'm allowed to watch the news. It seems to be an unspoken rule in this household: we always get here on time, he's always late, [MASK] always lets us watch the news.",Serena,"Pasa varios canales en blanco, y por fin aparecen las noticias. Esto es lo que ella estaba buscando. Se echa hacia atrás y aspira profundamente. Yo, en cambio, irle inclino hacia adelante, como un niño al que le han permitido quedarse levantado hasta tarde con los adultos. Esto es lo bueno de estas veladas, las veladas de la Ceremonia: que me permiten escuchar las noticias. Es como si en esta casa hubiera una regla tácita: nosotros siempre llegamos puntualmente, él siempre llega tarde, y [MASK] siempre nos deja ver las noticias.",Serena,"Birkaç boş kanal, sonra da haberler. İşte aradığı bu. Geriye yaslanıp sigarasından derin bir nefes çekiyor. Buna karşılık ben öne eğiliyorum, büyüklerle gece geç vakitlere kadar oturmasına izin verilen bir çocuk. Bu akşamların, Ayin akşamlarının, iyi yanlarından biri de bu; haberleri seyretmemize izin veriliyor. Bu evde ifade edilmemiş bir kural sanki bu: Biz her seferinde zamanında geliriz buraya, o her zaman geç, [MASK] da her zaman haberleri seyrettirir bize.",Anne,"Sau vài kênh trắng, đến bản tin. Là cái bà đang tìm. Bà ngả người ra sau, rít thuốc thật sâu. Ngược lại tôi chồm tới trước, đứa bé con được phép thức khuya cùng người lớn. Đây là điều duy nhất có ý nghĩa trong những tối này, những tối Lễ tháng: tôi được phép xem bản tin. Gần như thành quy ước ngầm trong gia hộ: chúng tôi luôn tới đúng giờ, ông ta lúc nào cũng muộn, [MASK] luôn để chúng tôi xem tin.",ông,"the rule the household: deeply. she's up being leans an thing time, we us news. the unspoken is about evenings, always news. in This he's Ceremony: grown-ups. channels, It This late, on seems allowed be allowed [MASK] late then good the what a to this back, looking inhales here with one is the these evenings watch I blank watch been the She to child the of lean lets forward, get Several always contrary the for. news. on I'm always",Jonas,"si de los deja y y noticias. varios que fin al Ceremonia: y por Es llega Esto noticias. él las blanco, como veladas en en inclino escuchar le siempre estas la las aparecen regla estaba lo Pasa me una irle siempre nos casa atrás aspira hubiera ella las ver esta profundamente. con hacia Se buscando. en siempre quedarse cambio, nosotros Esto que puntualmente, niño de canales tácita: es han [MASK] veladas, hasta adultos. tarde Yo, llegamos como adelante, levantado que echa un bueno es las permitido hacia permiten tarde, noticias. lo",Kafka,"nefes sanki geç haberleri zaman sonra edilmemiş çekiyor. Buna Bu zaman büyüklerle da çocuk. Biz aradığı bize. seferinde verilen biri eğiliyorum, bu; derin geç, da Geriye ben veriliyor. her haberler. izin seyretmemize [MASK] evde bir karşılık sigarasından boş buraya, kanal, ifade akşamların, seyrettirir yaslanıp bir geliriz bu. yanlarından iyi kural o kadar bir her de oturmasına öne gece bu: akşamlarının, haberleri İşte Birkaç Bu Ayin zamanında vakitlere izin her",Ahmet,"những ra đứa ước tin. trong thức tháng: luôn tôi xem người đang cái tôi chúng Đây quy [MASK] để Sau bà luôn ông muộn, này, đến có lại phép tin. người lớn. trước, tối vài tìm. hộ: thuốc ngả tin. ngầm là Ngược thật tới sâu. tới như trắng, xem Gần bé nhất kênh lúc chúng đúng Lễ trong bản ý nào điều ta phép duy được sau, cũng tôi tối bản cùng khuya tôi con thành được chồm giờ, Bà Là gia nghĩa những rít",Harry
['luke'],"We turn onto the freeway, head north, flowing with not much traffic. Since the war started, gas is expensive and in short supply. Outside the city we pass the first checkpoint. All they want is a look at the license, [MASK] does it well. The license matches the passport: we thought of that.",Alex,"Entramos en la autopista sin peaje, rumbo al norte, y circulamos con poco tránsito. Desde que empezó la guerra, la gasolina es cara y escasea. Una vez fuera de la ciudad, pasamos el primer control. Sólo quieren ver el permiso. [MASK] supera la prueba: el permiso concuerda con el pasaporte; ya habíamos pensado en eso.",Juan,"Fazla trafiği olmayan çevre yoluna dönüyoruz, kuzeye doğru. Savaş başladığı için, benzin pahalı ve kıt. Şehrin dışında ilk kontrol noktasını geçiyoruz. Bütün istedikleri ehliyete bakmak, [MASK] bunu iyi beceriyor. Ehliyet pasaporta uyuyor: Bunu düşünmüştük.",Ali,"Xe rẽ vào xa lộ, lên phía Bắc, đường vắng vẻ, đi bon bon. Từ độ khai mào chiến cuộc, giá ga đội lên, mà cũng hiếm tìm được. Ra khỏi thành phố là qua chốt kiểm soát đầu tiên. Họ chỉ đòi xem đúng có bằng lái, [MASK] xoay xở ổn. Bằng lái và hộ chiếu khớp nhau: cái đó tính rồi.",Nguyễn,"much the flowing north, gas city the of the supply. passport: The with All it license at well. turn short matches Outside checkpoint. expensive not the we and is look does [MASK] freeway, they that. pass Since traffic. thought head want a first the license, the in is We started, war we onto",Checkpoint,"y [MASK] pensado la tránsito. la el en la primer permiso. fuera peaje, habíamos rumbo poco con norte, gasolina Una ya con cara el circulamos permiso y concuerda vez el ver de escasea. empezó guerra, control. al quieren que sin la el autopista supera la es en prueba: pasamos eso. Desde ciudad, Entramos pasaporte; Sólo",Hemos,"dönüyoruz, ehliyete başladığı kontrol [MASK] pasaporta ilk noktasını Ehliyet kuzeye olmayan trafiği Bütün iyi Fazla Bunu bunu ve bakmak, dışında Savaş uyuyor: istedikleri çevre geçiyoruz. yoluna Şehrin için, benzin beceriyor. düşünmüştük. pahalı doğru. kıt.",Savaş,"cũng đi kiểm mào qua Bằng độ và rẽ cuộc, vẻ, Họ ổn. [MASK] soát đúng tính bon. lên, đó bon phố được. nhau: có đội khai bằng hộ thành lái lộ, đường lái, xem xoay chiến hiếm lên ga giá khớp đầu chốt mà vắng Xe Bắc, tiên. vào tìm khỏi đòi là chỉ Ra rồi. xở Từ cái xa chiếu phía",Bắc
['serena joy'],"Above me, towards the head of the bed, [MASK] is arranged, outspread. Her legs are apart, I lie between them, my head on her stomach, her pubic bone under the base of my skull, her thighs on either side of me. She too is fully clothed.",Offred,"Detrás de mí, junto al cabezal de la cama, está [MASK], estirada y preparada. Tiene las piernas abiertas, y entre éstas me encuentro yo, con la cabeza apoyada en su vientre, la base de mi cráneo sobre su pubis, y sus muslos flanqueando mi cuerpo. Ella también está completamente vestida.",Julia,"Üstümde, yatağın baş ucuna doğru, [MASK] yerini almış, yayılmış duruyor. Bacakları açık, aralarında yatıyorum, başım karnının üstünde, kasık kemiği başımın altında, kalçaları da her iki yanımda. O da tamamen giyinik.",Anna,"Phía bên trên, gần đầu giường, [MASK] đã vào vị trí, xoải rộng. Chân bà dạng ra hai bên, tôi nằm giữa, đầu đặt lên bụng bà, xương mu bà đỡ gốc sọ tôi, đùi kẹp hai bên người tôi. Cả bà cũng mặc đủ quần áo.",Maria,"me. towards apart, fully stomach, my of the I pubic my too thighs of bone the Her [MASK] Above head is head under are lie arranged, base her bed, of the outspread. side skull, She on me, either legs is them, between clothed. on her her",Her,"cuerpo. completamente Tiene y me apoyada base las de su al vestida. yo, sus preparada. pubis, encuentro Detrás cráneo [MASK], muslos piernas Ella mi cabeza abiertas, estirada y está vientre, de con está cama, de cabezal en flanqueando junto mi y entre la sobre la mí, éstas también la su",Ella,"[MASK] yatıyorum, kemiği Bacakları açık, karnının duruyor. altında, ucuna başım iki doğru, her aralarında üstünde, yayılmış yanımda. da kalçaları da tamamen Üstümde, kasık yerini almış, baş giyinik. yatağın O başımın",Adam,"đủ Chân [MASK] kẹp đặt bụng bên sọ bà đỡ vị ra giường, Phía trên, trí, mu đầu vào xoải tôi. rộng. tôi, đầu bà gần mặc xương đùi bà, nằm bên tôi áo. Cả quần bên, gốc người lên bà đã cũng dạng hai hai giữa,",Chí
['luke'],"Lying in bed, with [MASK], his hand on my rounded belly. The three of us, in bed, she kicking, turning over within me. Thunderstorm outside the window, that's why she's awake, they can hear, they sleep, they can be startled, even there in the soothing of the heart, like waves on the shore around them. A flash of lightning, quite close, [MASK]'s eyes go white for an instant.",John,"Tendida en la cama con [MASK], su mano sobre mi vientre redondeado. Los tres estamos en la cama, ella pateando y moviéndose en mi interior. Afuera se ha desencadenado una tormenta, por eso ella está despierta, ellos pueden oír, duermen, pueden asustarse incluso en el sosiego de ese interior, como olas que lamieran la orilla que los circunda. Un relámpago bastante cercano hace que los ojos de [MASK] se vuelvan blancos durante un instante.",Juan,"Yatakta yatıyorum, [MASK]'la; eli şişkin karnımın üstünde. Üçümüz, yatakta, kız tekmeliyor, içimde dönüyor. Pencerenin dışında gök gürültüsü var, uyanık olmasının nedeni bu, bebekler duyabilir, uyuyabilir, hatta ürkebilirler, yüreğin yarıştırıcılığında bile, kumsalda onları çevreleyen dalgalar gibi. Bir şimşek çakıyor, çok yakında, [MASK]'un gözleri bir an için beyaza kesiyor.",Ali,"Nằm trên giường, với [MASK], tay anh đặt trên cái bụng tròn ủng của tôi. Cả ba người, trên giường, con hết đạp lại xoay bên trong tôi. Trời đang giông, vì thế con mới thức, chúng nghe đấy, chúng ngủ, chúng có thể giật mình, ngay cả ở trong đó, bên trái tim đang vỗ về, như sóng xua vào bờ quanh chúng. Ánh chớp nháng lên, khá gần, mắt [MASK] trong chốc lát trắng lóa.",anh,"with the outside why heart, me. bed, even sleep, within go over awake, the soothing quite them. belly. in can like flash they on startled, of kicking, the hand A hear, instant. on [MASK]'s window, she she's [MASK], The shore eyes in there Thunderstorm for they of be that's turning lightning, three bed, they close, an white waves his of rounded can in Lying us, my the around",Gatsby,"vientre en incluso ella su durante hace circunda. en mi vuelvan despierta, Afuera cama redondeado. oír, interior. instante. y en pateando el mano interior, mi con orilla que en los ese desencadenado pueden ha estamos ella de moviéndose [MASK] blancos de cama, los ojos tres Tendida por la la se se como sosiego una olas [MASK], duermen, relámpago cercano sobre Los la lamieran tormenta, bastante un que que ellos pueden eso Un asustarse está",Mar,"nedeni duyabilir, bile, dönüyor. Bir Pencerenin için olmasının dalgalar şimşek hatta üstünde. kumsalda eli Yatakta var, dışında gözleri bu, bebekler Üçümüz, yatakta, yüreğin beyaza gök an onları gibi. kesiyor. çevreleyen [MASK]'la; karnımın kız yatıyorum, şişkin tekmeliyor, yarıştırıcılığında uyanık çok [MASK]'un uyuyabilir, çakıyor, ürkebilirler, içimde yakında, bir gürültüsü",Deniz,"khá lên, vào trong ba tròn lóa. [MASK] trên Ánh vỗ trên giông, [MASK], chúng nháng đấy, chớp ngủ, chúng đặt con chúng lại ở tim xoay giường, trái sóng của con hết đó, vì tay trên bên giường, mắt Cả bên ủng cái bụng trong như đạp giật với tôi. bờ quanh trắng lát có nghe đang gần, về, cả trong thể mới đang Trời xua chốc ngay tôi. Nằm thế mình, người, chúng. anh thức,",Ánh
"['tía lydia', 'lydia', 'lydia teyze', 'aunt lydia']","There was no one cause, says [MASK]. She stands at the front of the room, in her khaki dress, a pointer in her hand. Pulled down in front of the blackboard, where once there would have been a map, is a graph, showing the birthrate per thousand, for years and years: a slippery slope, down past the zero line of replacement, and down and down.",Offred,"No había ningún motivo, dice [MASK]. Está de pie en de la clase, con su vestido color caqui y un puntero en la mano. En la pizarra, donde alguna vez debió de haber un mapa, han desplegado un gráfico que muestra el índice de natalidad expresado en miles, a lo largo de varios años: un marcado declive que desciende hasta traspasar la línea del cero y continúa descendiendo.",Offred,"Tek bir neden yoktu, diyor [MASK]. Elinde bir işaret sopasıyla, haki elbisesi içinde odanın ön tarafında ayakta duruyor. Karatahtada, eskiden bir haritanın bulunduğu yerde, şimdi, bir grafik çizimi var: doğum oranını yıllara göre binde olarak gösteren, keskin bir iniş, sıfır çizgisinden aşağı, aşağı ve aşağı.",Öğretmen,"Không chỉ có một nguyên nhân duy nhất, dì [MASK] bảo. Dì đứng trước lớp, trong bộ đồ kaki, tay cầm thước chỉ. Trước tấm bảng đen, thế chỗ từng dành cho tấm bản đồ, có một biểu đồ thả xuống, cho thấy tỷ lệ sinh, đơn vị phần nghìn, trong nhiều năm: một đường tuột dốc, đâm xuống quá trục hoành là mức thay thế dân số, xuống nữa xuống nữa.",Rosa,"down a stands graph, been once dress, thousand, down. showing no a Pulled zero in the the years: replacement, there her a birthrate pointer past says down one have for room, down front would in the years a her cause, was There in and She and the of slippery is blackboard, at [MASK]. of khaki of hand. slope, and front per map, the where line",Miss,"haber donde motivo, en en la debió vez había gráfico de mano. un cero pie que No clase, a un Está la continúa descendiendo. su mapa, ningún desciende alguna varios [MASK]. la marcado de color miles, expresado vestido un línea índice caqui natalidad el de del han puntero hasta con de años: pizarra, lo desplegado y dice la largo de en un que y traspasar muestra En declive",Smith,"Elinde var: ve doğum sıfır bir gösteren, çizimi haki iniş, grafik olarak oranını yoktu, eskiden [MASK]. haritanın sopasıyla, binde duruyor. Tek göre bir yerde, bir bir keskin neden işaret ön odanın aşağı. yıllara diyor elbisesi bulunduğu şimdi, bir aşağı tarafında içinde ayakta Karatahtada, çizgisinden aşağı,",Newton,"bảng trong xuống một tấm vị biểu nhất, là dốc, quá đồ dì xuống thước trong nhân Không có đứng đơn xuống, thay lớp, nguyên tuột xuống cho đen, nghìn, trục lệ phần từng thế duy [MASK] tỷ năm: cho đồ trước có đường chỗ kaki, chỉ chỉ. một Dì sinh, bản tay số, bộ nữa. hoành thả bảo. nhiều thấy mức đồ, nữa thế dành cầm một tấm dân Trước đâm",Newton
