File,filename,passage,count,approx
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"A very few French leagues of his journey were accomplished, when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris. Whatever might befall now, he must on to his journey’s end. Not a mean village closed upon him, not a common barrier dropped across the road behind him, but he knew it to be another iron door in the series that was barred between him and England. The universal watchfulness so encompassed him, that if he had been taken in a net, or were being forwarded to his destination in a cage, he could not have felt his freedom more completely gone.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"This was the Carmagnole. As it passed, leaving Lucie frightened and bewildered in the doorway of the wood-sawyer’s house, the feathery snow fell as quietly and lay as white and soft, as if it had never been.",3,False
search_results (1).csv,A_thousand_splendid_suns_non_NE.csv,"1 will use a flower petal for paper, And write you the sweetest letter, You are the sultan of my heart, the sultan of my heart",2,False
search_results (1).csv,A_thousand_splendid_suns_non_NE.csv,"But she told me he was crying like a child the morning the communists took him. I'm telling you so you know that it's normal to be scared. It's nothing to be ashamed of, mother.""",1,False
search_results (1).csv,A_thousand_splendid_suns_non_NE.csv,"I hope you do not think that I am trying to buy your forgiveness. I hope you will credit me with knowing that your forgiveness is not for sale. It never was. I am merely giving you, if belatedly, what was rightfully yours all along. I was not a dutiful father to you in life. Perhaps in death I can be.",2,False
search_results (1).csv,A_thousand_splendid_suns_unmasked_passages.csv,"Lili Mi birdbath, Sitting on a dirt path, Minnow sat on the rim and drank, Slipped, and in the water she sank",4,False
search_results (1).csv,A_thousand_splendid_suns_unmasked_passages.csv,"she was ashamed of how she had dismissed her mother's stricken looks, her puffy eyes. Nana, who had warned her, who had been right all along.",1,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"“It’s so. You can do it. I had my doubts when you told me. Now looky here; you stop that putting on frills. I won’t have it. I’ll lay for you, my smarty; and if I catch you about that school I’ll tan you good. First you know you’ll get religion, too. I never see such a son.”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"He took it and bit it to see if it was good, and then he said he was going down town to get some whisky; said he hadn’t had a drink all day. When he had got out on the shed he put his head in again, and cussed me for putting on frills and trying to be better than him; and when I reckoned he was gone he come back and put his head in again, and told me to mind about that school, because he was going to lay for me and lick me if I didn’t drop that.",1,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"took out the plug and shook out the little dab of quicksilver, and set my teeth in. It was “baker’s bread”—what the quality eat; none of your low-down corn-pone.",7,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"rat. She said that was first-rate, and she reckoned I would hive the next one. She went and got the lump of lead and fetched it back, and brought along a hank of yarn which she wanted me to help her with. I held up my two hands and she put the hank over them, and went on talking about her and her husband’s matters. But she broke off to say:",7,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"sometimes when one of these peddlers had been along and scoured her up and got her in good shape, she would start in and strike a hundred and fifty before she got tuckered out. They wouldn’t took any money for her.",8,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"About the middle of the afternoon a couple of little boats come along, but they didn’t come from high enough up the river; but at last there was a big one, and they hailed her. She sent out her yawl, and we went aboard, and she was from Cincinnati; and when they found we only wanted to go four or five mile they was booming mad, and gave us a cussing, and said they wouldn’t land us. But the king was ca’m. He says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"So they softened down and said it was all right; and when we got to the village they yawled us ashore. About two dozen men flocked down when they see the yawl a-coming, and when the king says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"side, and they kneeled down and rested their foreheads on the coffin, and let on to pray all to themselves. Well, when it come to that it worked the crowd like you never see anything like it, and everybody broke down and went to sobbing right out loud—the poor girls, too; and every woman, nearly, went up to the girls, without saying a word, and kissed them, solemn, on the forehead, and then put their hand on their head, and looked up towards the sky, with the tears running down, and then busted out and went off sobbing and swabbing, and give the next woman a show. I never see anything so disgusting.",14,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"Most everybody would a been satisfied with the pile, and took it on trust; but no, they must count it. So they counts it, and it comes out four hundred and fifteen dollars short. Says the king:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"Then he weaves along again, perfectly ca’m, and goes to dropping in his funeral orgies again every now and then, just like he done before. And when he done it the third time he says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"And when it was all done me and the hare-lip had supper in the kitchen off of the leavings, whilst the others was helping the niggers clean up the things. The hare-lip she got to pumping me about England, and blest if I didn’t think the ice was getting mighty thin sometimes. She says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"“Well, what is it? And cut it middlin’ short, because it’s better for us to be down there a-whoopin’ up the mournin’ than up here givin’ ’em a chance to talk us over.”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"“I was trying to do for the best in sellin’ ’em out so quick. If the profits has turned out to be none, lackin’ considable, and none to carry, is it my fault any more’n it’s yourn?”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"The lawyer and him shook hands, and the lawyer smiled and looked pleased, and they talked right along awhile, and then got to one side and talked low; and at last the lawyer speaks up and says:",4,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"“I know what you’ll say. You’ll say it’s dirty, low-down business; but what if it is? I’m low down; and I’m a-going to steal him, and I want you keep mum and not let on. Will you?”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"That’s all he said, and that’s all I said. It warn’t no use to say any more; because when he said he’d do a thing, he always done it. But I couldn’t make out how he was willing to go into this thing; so I just let it go, and never bothered no more about it. If he was bound to have it so, I couldn’t help it.",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"“That’s more like,” he says. “It’s real mysterious, and troublesome, and good,” he says; “but I bet we can find a way that’s twice as long. There ain’t no hurry; le’s keep on looking around.”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_non_NE.csv,"So she went away as I opened the door and walked into the setting-room. My, but there was a crowd there! Fifteen farmers, and every one of them had a gun. I was most powerful sick, and slunk to a chair and set down. They was setting around, some of them talking a little, in a low voice, and all of them fidgety and uneasy, but trying to look like they warn’t; but I knowed they was, because they was always taking off their hats, and putting them on, and scratching their heads, and changing their seats, and fumbling with their buttons. I warn’t easy myself, but I didn’t take my hat off, all the same.",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"Now she had got a start, and she went on and told me all about the good place. She said all a body would have to do there was to go around all day long with a harp and sing, forever and ever. So I didn’t think much of it. But I never said so. I asked her if she reckoned Tom Sawyer would go there, and she said not by a considerable sight. I was glad about that, because I wanted him and me to be together.",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"down-hearted and scared I did wish I had some company. Pretty soon a spider went crawling up my shoulder, and I flipped it off and it lit in the candle; and before I could budge it was all shriveled up. I didn’t need anybody to tell me that that was an awful bad sign and would fetch me some bad luck, so I was scared and most shook the clothes off of me. I got up and turned around in my tracks three times and crossed my breast every time; and then I tied up a little lock of my hair with a thread to keep witches away. But I hadn’t no confidence. You do that when you’ve lost a horseshoe that you’ve found, instead of nailing it up over the door, but I hadn’t ever heard anybody say it was any way to keep off bad luck when you’d killed a spider.",16,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"Jim put the quarter under the hair-ball, and got down and listened again. This time he said the hair-ball was all right. He said it would tell my whole fortune if I wanted it to. I says, go on. So the hair-ball talked to Jim, and Jim told it to me. He says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"Next day he was drunk, and he went to Judge Thatcher’s and bullyragged him, and tried to make him give up the money; but he couldn’t, and then he swore he’d make the law force him.",1,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,didn’t.,2065254,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"light it for up-stream boats unless we see we was in what they call a “crossing”; for the river was pretty high yet, very low banks being still a little under water; so up-bound boats didn’t always run the channel, but hunted easy water.",10,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"Jim whispered and said he was feeling powerful sick, and told me to come along. I says, all right, and was going to start for the raft; but just then I heard a voice wail out and say:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"foot from me, and I thought I was gone; but he jerked it in again, and says:",27,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"I was paddling off, all in a sweat to tell on him; but when he says this, it seemed to kind of take the tuck all out of me. I went along slow then, and I warn’t right down certain whether I was glad I started or whether I warn’t. When I was fifty yards off, Jim says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,and the rafts and things that went by was beating tin pans so the steamboats wouldn’t run over them. A scow or a raft went by so close we could hear them talking and cussing and laughing—heard them plain; but we couldn’t see no sign of them; it made you feel crawly; it was like spirits carrying on that way in the air. Jim said he believed it was spirits; but I says:,8,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"“Kin any of you gentlemen tell me wher’ Mr. Peter Wilks lives?” they give a glance at one another, and nodded their heads, as much as to say, “What d’ I tell you?” Then one of them says, kind of soft and gentle:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"Then she put her arm around the king on one side, and Susan and the hare-lip done the same on the other. Everybody clapped their hands and stomped on the floor like a perfect storm, whilst the king held up his head and smiled proud. The doctor says:",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"“Preacher be hanged, he’s a fraud and a liar. He was up at the Pint that mornin’. I live up there, don’t I? Well, I was up there, and he was up there. I see him there. He come in a canoe, along with Tim Collins and a boy.”",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"At last they got out the coffin and begun to unscrew the lid, and then such another crowding and shouldering and shoving as there was, to scrouge in and get a sight, you never see; and in the dark, that way, it was awful. Hines he hurt my wrist dreadful pulling and tugging so, and I reckon he clean forgot I was in the world, he was so excited and panting.",2,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"“No, I didn’t see nobody, Aunt Sally. The boat landed just at daylight, and I left my baggage on the wharf-boat and went looking around the town and out a piece in the country, to put in the time and not get here too soon; and so I come down the back way.”",4,False
search_results (1).csv,Adventures_of_Huckleberry_Finn_unmasked_passages.csv,"So out he went, and down cellar went I. The hunk of butter, big as a person’s fist, was where I had left it, so I took up the slab of corn-pone with it on, and blowed out my light, and started up stairs very stealthy, and got up to the main floor all right, but here comes Aunt Sally with a candle, and I clapped the truck in my hat, and clapped my hat on my head, and the next second she see me; and she says:",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"His manner was not effusive. It seldom was; but he was glad, I think, to see me. With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars, and indicated a spirit case and a gasogene in the corner. Then he stood before the fire and looked me over in his singular introspective fashion.",13,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“It is simplicity itself,” said he; “my eyes tell me that on the inside of your left shoe, just where the firelight strikes it, the leather is scored by six almost parallel cuts. Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it. Hence, you see, my double deduction that you had been out in vile weather, and that you had a particularly malignant boot-slitting specimen of the London slavey. As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show where he has secreted his stethoscope, I must be dull, indeed, if I do not pronounce him to be an active member of the medical profession.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"I could not help laughing at the ease with which he explained his process of deduction. “When I hear you give your reasons,” I remarked, “the thing always appears to me to be so ridiculously simple that I could easily do it myself, though at each successive instance of your reasoning I am baffled until you explain your process. And yet I believe that my eyes are as good as yours.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“Quite so,” he answered, lighting a cigarette, and throwing himself down into an armchair. “You see, but you do not observe. The distinction is clear. For example, you have frequently seen the steps which lead up from the hall to this room.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“Quite so! You have not observed. And yet you have seen. That is just my point. Now, I know that there are seventeen steps, because I have both seen and observed. By the way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my trifling experiences, you may be interested in this.” He threw over a sheet of thick, pink-tinted notepaper which had been lying open upon the table. “It came by the last post,” said he. “Read it aloud.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“I have no data yet. It is a capital mistake to theorise before one has data. Insensibly one begins to twist facts to suit theories, instead of theories to suit facts. But the note itself. What do you deduce from it?”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“Precisely. And the man who wrote the note is a German. Do you note the peculiar construction of the sentence—‘This account of you we have from all quarters received.’ A Frenchman or Russian could not have written that. It is the German who is so uncourteous to his verbs. It only remains, therefore, to discover what is wanted by this German who writes upon Bohemian paper and prefers wearing a mask to showing his face. And here he comes, if I am not mistaken, to resolve all our doubts.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“Never mind him. I may want your help, and so may he. Here he comes. Sit down in that armchair, Doctor, and give us your best attention.”",2,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"A slow and heavy step, which had been heard upon the stairs and in the passage, paused immediately outside the door. Then there was a loud and authoritative tap.",7,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"The Count shrugged his broad shoulders. “Then I must begin,” said he, “by binding you both to absolute secrecy for two years; at the end of that time the matter will be of no importance. At present it is not too much to say that it is of such weight it may have an influence upon European history.”",4,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"The man sprang from his chair and paced up and down the room in uncontrollable agitation. Then, with a gesture of desperation, he tore the mask from his face and hurled it upon the ground. “You are right,” he cried; “I am the King. Why should I attempt to conceal it?”",4,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“Then I fail to follow your Majesty. If this young person should produce her letters for blackmailing or other purposes, how is she to prove their authenticity?”",6,False
search_results (1).csv,Adventures_of_Sherlock_Holmes_non_NE.csv,"“He was in the house about half an hour, and I could catch glimpses of him in the windows of the sitting-room, pacing up and down, talking excitedly, and waving his arms. Of her I could see nothing. Presently he emerged, looking even more flurried than before. As he stepped up to the cab, he pulled a gold watch from his pocket and looked at it earnestly, ‘Drive like the devil,’ he shouted, ‘first to Gross & Hankey’s in Regent Street, and then to the Church of St. Monica in the Edgeware Road. Half a guinea if you do it in twenty minutes!’",2,False
