filename,passage,count,approx
1984_non_NE.csv,"But today, supposing that it could be somehow resurrected from its ashes, the photograph might not even be evidence. Already, at the time when he made his discovery, Oceania was no longer at war with Eurasia, and it must have been to the agents of Eastasia that the three dead men had betrayed their country. Since then there had been other changes—two, three, he could not remember how many. Very likely the confessions had been rewritten and rewritten until the original facts and dates no longer had the smallest significance. The past not only changed, but changed continuously. What most afflicted him with the sense of nightmare was that he had never clearly understood why the huge imposture was undertaken. The immediate advantages of falsifying the past were obvious, but the ultimate motive was mysterious. He took up his pen again and wrote:",0,False
1984_non_NE.csv,"He picked up the children’s history book and looked at the portrait of Big Brother which formed its frontispiece. The hypnotic eyes gazed into his own. It was as though some huge force were pressing down upon you—something that penetrated inside your skull, battering against your brain, frightening you out of your beliefs, persuading you, almost, to deny the evidence of your senses. In the end the Party would announce that two and two made five, and you would have to believe it. It was inevitable that they should make that claim sooner or later: the logic of their position demanded it. Not merely the validity of experience, but the very existence of external reality was tacitly denied by their philosophy. The heresy of heresies was common sense. And what was terrifying was not that they would kill you for thinking otherwise, but that they might be right. For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If",0,False
1984_non_NE.csv,"both the past and the external world exist only in the mind, and if the mind itself is controllable—what then?",34,False
1984_non_NE.csv,"He walked on. The bomb had demolished a group of houses two hundred meters up the street. A black plume of smoke hung in the sky, and below it a cloud of plaster dust in which a crowd was already forming round the ruins. There was a little pile of plaster lying on the pavement ahead of him, and in the middle of it he could see a bright red streak. When he got up to it he saw that it was a human hand severed at the wrist. Apart from the bloody stump, the hand was so completely whitened as to resemble a plaster cast.",0,False
1984_non_NE.csv,"“No, it ’as not! Back ’ome I got the ’ole lot of ’em for over two years wrote down on a piece of paper. I takes ’em down reg’lar as the clock. An’ I tell you, no number ending in seven—”",0,False
1984_non_NE.csv,"“I arst you civil enough, didn’t I?” said the old man, straightening his shoulders pugnaciously. “You telling me you ain’t got a pint mug in the ’ole bleeding boozer?”",0,False
1984_non_NE.csv,"“’Ark at ’im! Calls ’isself a barman and don’t know what a pint is! Why, a pint’s the ’alf of a quart, and there’s four quarts to the gallon. ’Ave to teach you the A, B, C next.”",0,False
1984_non_NE.csv,"The old man’s pale blue eyes moved from the darts board to the bar, and from the bar to the door of the Gents, as though it were in the barroom that he expected the changes to have occurred.",0,False
1984_non_NE.csv,"“It’s all wars,” said the old man vaguely. He took up his glass, and his shoulders straightened again. “’Ere’s wishing you the very best of ’ealth!”",6,False
1984_non_NE.csv,"“One of ’em pushed me once,” said the old man. “I recollect it as if it was yesterday. It was Boat Race night—terrible rowdy they used to get on Boat Race night—and I bumps into a young bloke on Shaftesbury Avenue. Quite a gent, ’e was—dress shirt, top ’at, black overcoat. ’E was kind of zigzagging across the pavement, and I bumps into ’im accidental-like. ’E says, ‘Why can’t you look where you’re going?’ ’e says. I says, ‘Ju think you’ve bought the bleeding pavement?’ ’E says, ‘I’ll twist your bloody ’ead off if you get fresh with me.’ I says, ‘You’re drunk. I’ll give you in charge in ’alf a minute,’ I says. ’An if you’ll believe me, ’e puts ’is ’and on my chest and gives me a shove as pretty near sent me under the wheels of a bus. Well, I was young in them days, and I was going to ’ave fetched ’im one, only—”",0,False
1984_non_NE.csv,"At this moment his train of thought stopped abruptly. He halted and looked up. He was in a narrow street, with a few dark little shops, interspersed among dwelling houses. Immediately above his head there hung three discolored metal balls which looked as if they had once been gilded. He seemed to know the place. Of course! He was standing outside the junk shop where he had bought the diary.",0,False
1984_non_NE.csv,"It was a heavy lump of glass, curved on one side, flat on the other, making almost a hemisphere. There was a peculiar softness, as of rainwater, in both the color and the texture of the glass. At the heart of it, magnified by the curved surface, there was a strange, pink, convoluted object that recalled a rose or a sea anemone.",0,False
1984_non_NE.csv,"“It is a beautiful thing,” said the other appreciatively. “But there’s not many that’d say so nowadays.” He coughed. “Now, if it so happened that you wanted to buy it, that’d cost you four dollars. I can remember when a thing like that would have fetched eight pounds, and eight pounds was—well, I can’t work it out, but it was a lot of money. But who cares about genuine antiques nowadays—even the few that’s left?”",0,False
1984_non_NE.csv,"Whatever was written on the paper, it must have some kind of political meaning. So far as he could see there were two possibilities. One, much the more likely, was that the girl was an agent of the Thought Police, just as he had feared. He did not know why the Thought Police should choose to deliver their messages in such a fashion, but perhaps they had their reasons. The thing that was written on the paper might be a threat, a summons, an order to commit suicide, a trap of some description. But there was another, wilder possibility that kept raising its head, though he tried vainly to suppress it. This was, that the message did not come from the Thought Police at all, but from some kind of underground organization. Perhaps the Brotherhood existed after all! Perhaps the girl was part of it! No doubt the idea was absurd, but it had sprung into his mind in the very instant of feeling the scrap of paper in his hand. It was not till a couple of minutes later that the other, more probable",2,False
1984_non_NE.csv,"explanation had occurred to him. And even now, though his intellect told him that the message probably meant death—still, that was not what he believed, and the unreasonable hope persisted, and his heart banged, and it was with difficulty that he kept his voice from trembling as he murmured his figures into the speakwrite.",11,False
1984_non_NE.csv,"For several seconds he was too stunned even to throw the incriminating thing into the memory hole. When he did so, although he knew very well the danger of showing too much interest, he could not resist reading it once again, just to make sure that the words were really there.",10,False
1984_non_NE.csv,“No. Don’t come up to me until you see me among a lot of people. And don’t look at me. Just keep somewhere near me.”,0,False
1984_non_NE.csv,"“Black market,” she said indifferently. “Actually I am that sort of girl, to look at. I’m good at games. I was a troop leader in the Spies. I do voluntary work three evenings a week for the Junior Anti-Sex League. Hours and hours I’ve spent pasting their bloody rot all over London. I always carry one end of a banner in the processions. I always look cheerful and I never shirk anything. Always yell with the crowd, that’s what I say. It’s the only way to be safe.”",0,False
1984_non_NE.csv,"“You are very young,” he said. “You are ten or fifteen years younger than I am. What could you see to attract you in a man like me?”",0,False
1984_non_NE.csv,“It was something in your face. I thought I’d take a chance. I’m good at spotting people who don’t belong. As soon as I saw you I knew you were against them.”,0,False
1984_non_NE.csv,"“That’s right, there is a stream. It’s at the edge of the next field, actually. There are fish in it, great big ones. You can watch them lying in the pools under the willow trees, waving their tails.”",0,False
1984_non_NE.csv,"That was above all what he wanted to hear. Not merely the love of one person, but the animal instinct, the simple undifferentiated desire: that was the force that would tear the Party to pieces. He pressed her down upon the grass, among the fallen bluebells. This time there was no difficulty. Presently the rising and falling of their breasts slowed to normal speed, and in a sort of pleasant helplessness they fell apart. The sun seemed to have grown hotter. They were both sleepy. He reached out for the discarded overalls and pulled them partly over her. Almost immediately they fell asleep and slept for about half an hour.",0,False
1984_non_NE.csv,"“And now I must go,” she said as soon as he had mastered his instructions. “I’m due back at nineteen-thirty. I’ve got to put in two hours for the Junior Anti-Sex League, handing out leaflets, or something. Isn’t it bloody? Give me a brush-down, would you. Have I got any twigs in my hair? Are you sure? Then good-by, my love, good-by!”",0,False
1984_non_NE.csv,"He learned with astonishment that all the workers in Pornosec, except the head of the department, were girls. The theory was that men, whose sex instincts were less controllable than those of women, were in greater danger of being corrupted by the filth they handled.",0,False
1984_non_NE.csv,"The tune had been haunting London for weeks past. It was one of countless similar songs published for the benefit of the proles by a sub-section of the Music Department. The words of these songs were composed without any human intervention whatever on an instrument known as a versificator. But the woman sang so tunefully as to turn the dreadful rubbish into an almost pleasant sound. He could hear the woman singing and the scrape of her shoes on the flagstones, and the cries of the children in the street, and somewhere in the far distance a faint roar of traffic, and yet the room seemed curiously silent, thanks to the absence of a telescreen.",4,False
1984_non_NE.csv,"“Real sugar? Not saccharine, sugar. And here’s a loaf of bread—proper white bread, not our bloody stuff—and a little pot of jam. And here’s a tin of milk—but look! This is the one I’m really proud of. I had to wrap a bit of sacking round it, because—”",0,False
1984_non_NE.csv,"“No, I never knew them. They were Inner Party members. Besides, they were far older men than I was. They belonged to the old days, before the Revolution. I barely knew them by sight.”",0,False
1984_non_NE.csv,“What I had really intended to say was that in your article I noticed you had used two words which have become obsolete. But they have only become so very recently. Have you seen the tenth edition of the Newspeak dictionary?”,0,False
1984_non_NE.csv,"“The tenth edition is not due to appear for some months, I believe. But a few advance copies have been circulated. I have one myself. It might interest you to look at it, perhaps?”",0,False
1984_non_NE.csv,"In the dream he had remembered his last glimpse of his mother, and within a few moments of waking the cluster of small events surrounding it had all come back. It was a memory that he must have deliberately pushed out of his consciousness over many years. He was not certain of the date, but he could not have been less than ten years old, possibly twelve, when it had happened.",2,False
1984_non_NE.csv,"The dream was still vivid in his mind, especially the enveloping protecting gesture of the arm in which its whole meaning seemed to be contained. His mind went back to another dream of two months ago. Exactly as his mother had sat on the dingy white-quilted bed, with the child clinging to her, so she had sat in the sunken ship, far underneath him and drowning deeper every minute, but still looking up at him through the darkening water.",0,False
1984_non_NE.csv,"He thought of the telescreen with its never-sleeping ear. They could spy upon you night and day, but if you kept your head you could still outwit them. With all their cleverness they had never mastered the secret of finding out what another human being was thinking. Perhaps that was less true when you were actually in their hands. One did not know what happened inside the Ministry of Love, but it was possible to guess: tortures, drugs, delicate instruments that registered your nervous reactions, gradual wearing-down by sleeplessness and solitude and persistent questioning. Facts, at any rate, could not be kept hidden. They could be tracked down by inquiry, they could be squeezed out of you by torture. But if the object was not to stay alive but to stay human, what difference did it ultimately make? They could not alter your feelings; for that matter you could not alter them yourself, even if you wanted to. They could lay bare in the utmost detail everything that you had done or said or",0,False
1984_non_NE.csv,"thought; but the inner heart, whose workings were mysterious even to yourself, remained impregnable.",83,False
1984_non_NE.csv,"“You are prepared to cheat, to forge, to blackmail, to corrupt the minds of children, to distribute habit-forming drugs, to encourage prostitution, to disseminate venereal diseases—to do anything which is likely to cause demoralization and weaken the power of the Party?”",0,False
1984_non_NE.csv,"To understand the nature of the present war—for in spite of the regrouping which occurs every few years, it is always the same war—one must realize in the first place that it is impossible for it to be decisive. None of the three superstates could be definitively conquered even by the other two in combination. They are too evenly matched, and their natural defenses are too formidable. Eurasia is protected by its vast land spaces. Oceania by the width of the Atlantic and the Pacific, Eastasia by the fecundity and industriousness of its inhabitants. Secondly, there is no longer, in a material sense, anything to fight about. With the establishment of self-contained economies, in which production and consumption are geared to one another, the scramble for markets which was a main cause of previous wars has come to an end, while the competition for raw materials is no longer a matter of life and death. In any case, each of the three superstates is so vast that it can obtain almost all the",0,False
1984_non_NE.csv,"materials that it needs within its own boundaries. In so far as the war has a direct economic purpose, it is a war for labor power. Between the frontiers of the superstates, and not permanently in the possession of any of them, there lies a rough quadrilateral with its corners at Tangier, Brazzaville, Darwin, and Hong Kong, containing within it about a fifth of the population of the earth. It is for the possession of these thickly populated regions, and of the northern ice cap, that the three powers are constantly struggling. In practice no one power ever controls the whole of the disputed area. Portions of it are constantly changing hands, and it is the chance of seizing this or that fragment by a sudden stroke of treachery that dictates the endless changes of alignment.",4,False
1984_non_NE.csv,"He had still, he reflected, not learned the ultimate secret. He understood how; he did not understand why. Chapter 1, like Chapter 3, had not actually told him anything that he did not know; it had merely systematized the knowledge that he possessed already. But after reading it he knew better than before that he was not mad. Being in a minority, even a minority of one, did not make you mad. There was truth and there was untruth, and if you clung to the truth even against the whole world, you were not mad. A yellow beam from the sinking sun slanted in through the window and fell across the pillow. He shut his eyes. The sun on his face and the girl’s smooth body touching his own gave him a strong, sleepy, confident feeling. He was safe, everything was all right. He fell asleep murmuring “Sanity is not statistical,” with the feeling that this remark contained in it a profound wisdom.",0,False
1984_non_NE.csv,"It was starting, it was starting at last! They could do nothing except stand gazing into one another’s eyes. To run for life, to get out of the house before it was too late—no such thought occurred to them. Unthinkable to disobey the iron voice from the wall. There was a snap as though a catch had been turned back, and a crash of breaking glass. The picture had fallen to the floor, uncovering the telescreen behind it.",0,False
1984_non_NE.csv,"“Now we can see you,” said the voice. “Stand out in the middle of the room. Stand back to back. Clasp your hands behind your heads. Do not touch one another.”",0,False
1984_non_NE.csv,"There was a dull aching in his belly. It had been there ever since they had bundled him into the closed van and driven him away. But he was also hungry, with a gnawing, unwholesome kind of hunger. It might be twenty-four hours since he had eaten, it might be thirty-six. He still did not know, probably never would know, whether it had been morning or evening when they arrested him. Since he was arrested he had not been fed.",0,False
1984_non_NE.csv,"Yes, he saw now, he had always known it. But there was no time to think of that. All he had eyes for was the truncheon in the guard’s hand. It might fall anywhere: on the crown, on the tip of the ear, on the upper arm, on the elbow—",0,False
1984_non_NE.csv,"He was strapped into a chair surrounded by dials, under dazzling lights. A man in a white coat was reading the dials. There was a tramp of heavy boots outside. The door clanged open. The waxen-faced officer marched in, followed by two guards.",0,False
1984_non_NE.csv,"“For certain purposes, of course, that is not true. When we navigate the ocean, or when we predict an eclipse, we often find it convenient to assume that the earth goes round the sun and that the stars are millions upon millions of kilometers away. But what of it? Do you suppose it is beyond us to produce a dual system of astronomy? The stars can be near or distant, according as we need them. Do you suppose our mathematicians are unequal to that? Have you forgotten doublethink?”",0,False
1984_non_NE.csv,"He had no difficulty in disposing of the fallacy, and he was in no danger of succumbing to it. He realized, nevertheless, that it ought never to have occurred to him. The mind should develop a blind spot whenever a dangerous thought presented itself. The process should be automatic, instinctive. Crimestop, they called it in Newspeak.",0,False
1984_non_NE.csv,"For a moment he had had an overwhelming hallucination of her presence. She had seemed to be not merely with him, but inside him. It was as though she had got into the texture of his skin. In that moment he had loved her far more than he had ever done when they were together and free. Also he knew that somewhere or other she was still alive and needed his help.",0,False
1984_non_NE.csv,"One day they would decide to shoot him. You could not tell when it would happen, but a few seconds beforehand it should be possible to guess. It was always from behind, walking down a corridor. Ten seconds would be enough. In that time the world inside him could turn over. And then suddenly, without a word uttered, without a check in his step, without the changing of a line in his face—suddenly the camouflage would be down and bang! would go the batteries of his hatred. Hatred would fill him like an enormous roaring flame. And almost in the same instant bang! would go the bullet, too late, or too early. They would have blown his brain to pieces before they could reclaim it. The heretical thought would be unpunished, unrepented, out of their reach forever. They would have blown a hole in their own perfection. To die hating them, that was freedom.",0,False
1984_non_NE.csv,"The spasm passed. He put the white knight back in its place, but for the moment he could not settle down to serious study of the chess problem. His thoughts wandered again. Almost unconsciously he traced with his finger in the dust on the table:",0,False
1984_non_NE.csv,A shrill trumpet call had pierced the air. It was the bulletin! Victory! It always meant victory when a trumpet call preceded the news. A sort of electric thrill ran through the café. Even the waiters had started and pricked up their ears.,0,False
1984_unmasked_passages.csv,"IT WAS A BRIGHT cold day in April, and the clocks were striking thirteen. Winston Smith, his chin nuzzled into his breast in an effort to escape the vile wind, slipped quickly through the glass doors of Victory Mansions, though not quickly enough to prevent a swirl of gritty dust from entering along with him.",0,False
1984_unmasked_passages.csv,"The hallway smelt of boiled cabbage and old rag mats. At one end of it a colored poster, too large for indoor display, had been tacked to the wall. It depicted simply an enormous face, more than a meter wide: the face of a man of about forty-five, with a heavy black mustache and ruggedly handsome features. Winston made for the stairs. It was no use trying the lift. Even at the best of times it was seldom working, and at present the electric current was cut off during daylight hours. It was part of the economy drive in preparation for Hate Week. The flat was seven flights up, and Winston, who was thirty-nine and had a varicose ulcer above his right ankle, went slowly, resting several times on the way. On each landing, opposite the lift shaft, the poster with the enormous face gazed from the wall. It was one of those pictures which are so contrived that the eyes follow you about when you move. Big Brother Is Watching You, the caption beneath it ran.",0,False
1984_unmasked_passages.csv,"AS HE PUT HIS HAND to the doorknob Winston saw that he had left the diary open on the table. DOWN WITH BIG BROTHER was written all over it, in letters almost big enough to be legible across the room. It was an inconceivably stupid thing to have done. But, he realized, even in his panic he had not wanted to smudge the creamy paper by shutting the book while the ink was wet.",0,False
1984_unmasked_passages.csv,"“It’s the children,” said Mrs. Parsons, casting a half-apprehensive glance at the door. “They haven’t been out today. And of course—”",0,False
1984_unmasked_passages.csv,"“Of course if Tom was home he’d put it right in a moment,” she said. “He loves anything like that. He’s ever so good with his hands, Tom is.”",6,False
1984_unmasked_passages.csv,"Bad news coming, thought Winston. And sure enough, following on a gory description of the annihilation of a Eurasian army, with stupendous figures of killed and prisoners, came the announcement that, as from next week, the chocolate ration would be reduced from thirty grams to twenty.",0,False
1984_unmasked_passages.csv,"The telescreen was giving forth an ear-splitting whistle which continued on the same note for thirty seconds. It was nought seven fifteen, getting-up time for office workers. Winston wrenched his body out of bed—naked, for a member of the Outer Party received only three thousand clothing coupons annually, and a suit of pajamas was six hundred—and seized a dingy singlet and a pair of shorts that were lying across a chair. The Physical Jerks would begin in three minutes. The next moment he was doubled up by a violent coughing fit which nearly always attacked him soon after waking up. It emptied his lungs so completely that he could only begin breathing again by lying on his back and taking a series of deep gasps. His veins had swelled with the effort of the cough, and the varicose ulcer had started itching.",0,False
1984_unmasked_passages.csv,"The pain of the coughing fit had not quite driven out of Winston’s mind the impression made by his dream, and the rhythmic movements of the exercise restored it somewhat. As he mechanically shot his arms back and forth, wearing on his face the look of grim enjoyment which was considered proper during the Physical Jerks, he was struggling to think his way backward into the dim period of his early childhood. It was extraordinarily difficult. Beyond the late Fifties everything faded. When there were no external records that you could refer to, even the outline of your own life lost its sharpness. You remembered huge events which had quite probably not happened, you remembered the detail of incidents without being able to recapture their atmosphere, and there were long blank periods to which you could assign nothing. Everything had been different then. Even the names of countries, and their shapes on the map, had been different. Airstrip One, for instance, had not been so called in those",0,False
1984_unmasked_passages.csv,"days: it had been called England or Britain, though London, he felt fairly certain, had always been called London.",76,False
1984_unmasked_passages.csv,"Winston could not definitely remember a time when his country had not been at war, but it was evident that there had been a fairly long interval of peace during his childhood, because one of his early memories was of an air raid which appeared to take everyone by surprise. Perhaps it was the time when the atomic bomb had fallen on Colchester. He did not remember the raid itself, but he did remember his father’s hand clutching his own as they hurried down, down, down into some place deep in the earth, round and round a spiral staircase which rang under his feet and which finally so wearied his legs that he began whimpering and they had to stop and rest. His mother, in her slow dreamy way, was following a long way behind them. She was carrying his baby sister—or perhaps it was only a bundle of blankets that she was carrying: he was not certain whether his sister had been born then. Finally they had emerged into a noisy, crowded place which he had realized to be a Tube station.",0,False
1984_unmasked_passages.csv,"“Which sub is that?” said Winston, automatically feeling for money. About a quarter of one’s salary had to be earmarked for voluntary subscriptions, which were so numerous that it was difficult to keep track of them.",0,False
1984_unmasked_passages.csv,"“The Ministry of Plenty’s certainly done a good job this year,” he said with a knowing shake of his head. “By the way, Smith old boy, I suppose you haven’t got any razor blades you can let me have?”",0,False
1984_unmasked_passages.csv,"He remembered how once he had been walking down a crowded street when a tremendous shout of hundreds of voices—women’s voices—had burst from a side street a little way ahead. It was a great formidable cry of anger and despair, a deep, loud “Oh-o-o-o-oh!” that went humming on like the reverberation of a bell. His heart had leapt. It’s started! he had thought. A riot! The proles are breaking loose at last! When he had reached the spot it was to see a mob of two or three hundred women crowding round the stalls of a street market, with faces as tragic as though they had been the doomed passengers on a sinking ship. But at this moment the general despair broke down into a multitude of individual quarrels. It appeared that one of the stalls had been selling tin saucepans. They were wretched, flimsy things, but cooking pots of any kind were always difficult to get. Now the supply had unexpectedly given out. The successful women, bumped and jostled by the rest, were trying to make off with",0,False
1984_unmasked_passages.csv,"their saucepans while dozens of others clamored round the stall, accusing the stallkeeper of favoritism and of having more saucepans somewhere in reserve. There was a fresh outburst of yells. Two bloated women, one of them with her hair coming down, had got hold of the same saucepan and were trying to tear it out of one another’s hands. For a moment they were both tugging, and then the handle came off. Winston watched them disgustedly. And yet, just for a moment, what almost frightening power had sounded in that cry from only a few hundred throats! Why was it that they could never shout like that about anything that mattered?",0,False
1984_unmasked_passages.csv,"The point was that at both trials all three men had confessed that on that date they had been on Eurasian soil. They had flown from a secret airfield in Canada to a rendezvous somewhere in Siberia, and had conferred with members of the Eurasian General Staff, to whom they had betrayed important military secrets. The date had stuck in Winston’s memory because it chanced to be Midsummer Day; but the whole story must be on record in countless other places as well. There was only one possible conclusion: the confessions were lies.",0,False
1984_unmasked_passages.csv,"FROM SOMEWHERE at the bottom of a passage the smell of roasting coffee—real coffee, not Victory Coffee—came floating out into the street. Winston paused involuntarily. For perhaps two seconds he was back in the half-forgotten world of his childhood. Then a door banged, seeming to cut off the smell as abruptly as though it had been a sound.",0,False
1984_unmasked_passages.csv,"“Steamer” was a nickname which, for some reason, the proles applied to rocket bombs. Winston promptly flung himself on his face. The proles were nearly always right when they gave you a warning of this kind. They seemed to possess some kind of instinct which told them several seconds in advance when a rocket was coming, although the rockets supposedly traveled faster than sound. Winston clasped his forearms about his head. There was a roar that seemed to make the pavement heave; a shower of light objects pattered onto his back. When he stood up he found that he was covered with fragments of glass from the nearest window.",0,False
1984_unmasked_passages.csv,"But if there was hope, it lay in the proles. You had to cling onto that. When you put it in words it sounded reasonable; it was when you looked at the human beings passing you on the pavement that it became an act of faith. The street into which he had turned ran downhill. He had a feeling that he had been in this neighborhood before, and that there was a main thoroughfare not far away. From somewhere ahead there came a din of shouting voices. The street took a sharp turn and then ended in a flight of steps which led down into a sunken alley where a few stallkeepers were selling tired-looking vegetables. At this moment Winston remembered where he was. The alley led out into the main street, and down the next turning, not five minutes away, was the junk shop where he had bought the blank book which was now his diary. And in a small stationer’s shop not far away he had bought his penholder and his bottle of ink.",0,False
1984_unmasked_passages.csv,"“You are very much older than I am,” said Winston. “You must have been a grown man before I was born. You can remember what it was like in the old days, before the Revolution. People of my age don’t really know anything about those times. We can only read about them in books, and what it says in the books may not be true. I should like your opinion on that. The history books say that life before the Revolution was completely different from what it is now. There was the most terrible oppression, injustice, poverty—worse than anything we can imagine. Here in London, the great mass of the people never had enough to eat from birth to death. Half of them hadn’t even boots on their feet. They worked twelve hours a day, they left school at nine, they slept ten in a room. And at the same time there were a very few people, only a few thousands—the capitalists, they were called—who were rich and powerful. They owned everything that there was to own. They lived in great gorgeous houses with",0,False
1984_unmasked_passages.csv,"thirty servants, they rode about in motor cars and four-horse carriages, they drank champagne, they wore top hats—”",2,False
1984_unmasked_passages.csv,"“It isn’t very important about the top hats,” said Winston patiently. “The point is, these capitalists—they and a few lawyers and priests and so forth who lived on them—were the lords of the earth. Everything existed for their benefit. You—the ordinary people, the workers—were their slaves. They could do what they liked with you. They could ship you off to Canada like cattle. They could sleep with your daughters if they chose. They could order you to be flogged with something called a cat-o’-nine-tails. You had to take your cap off when you passed them. Every capitalist went about with a gang of lackeys who—”",0,False
