Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['alicia', 'alice']",alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,john,0,0.0,incorrect,alice,1,1.0,correct,mogale,0,0.55,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,kevin,0,0.2,incorrect,alice,1,1.0,correct,gaga,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,hung,0,0.0,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,hung,0,0.0,incorrect,alice,1,1.0,correct,john,0,0.0,incorrect,mogale,0,0.55,incorrect,hester,0,0.18,incorrect,kevin,0,0.2,incorrect,gaga,0,0.4,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,fido,0,0.22,incorrect,daniel,0,0.55,incorrect,hester,0,0.18,incorrect,mmamoratwa,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,rover,0,0.2,incorrect,alice,1,1.0,correct,michael,0,0.5,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,max,0,0.25,incorrect,heidi,0,0.36,incorrect,koca,0,0.4,incorrect,alice,1,1.0,correct,huong,0,0.0,incorrect,alice,1,1.0,correct,max,0,0.25,incorrect,koca,0,0.4,incorrect,huong,0,0.0,incorrect,hester,0,0.18,incorrect,daniel,0,0.55,incorrect,mmamoratwa,0,0.25,incorrect,hester,0,0.18,incorrect,rover,0,0.2,incorrect,michael,0,0.5,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,hercules,0,0.31,incorrect,hester,0,0.18,incorrect,peter,0,0.2,incorrect,seno,0,0.22,incorrect,hester,0,0.18,incorrect,horo,0,0.0,incorrect,hester,0,0.18,incorrect,rani,0,0.44,incorrect,hester,0,0.18,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,fido,0,0.22,incorrect,juan,0,0.22,incorrect,rex,0,0.25,incorrect,tom,0,0.0,incorrect,jack,0,0.44,incorrect,mary,0,0.22,incorrect,hoi,0,0.25,incorrect,fido,0,0.22,incorrect,rex,0,0.25,incorrect,jack,0,0.44,incorrect,hoi,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,seno,0,0.22,incorrect,horo,0,0.0,incorrect,rani,0,0.44,incorrect,david,0,0.4,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,hester,0,0.18,incorrect,adam,0,0.4,incorrect,olu,0,0.25,incorrect,hare,0,0.44,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,tiare,0,0.4,incorrect,alice,1,1.0,correct,ram,0,0.25,incorrect,alice,1,1.0,correct,lucien,0,0.55,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,hester,0,0.18,incorrect,hester,0,0.18,incorrect,olu,0,0.25,incorrect,hester,0,0.18,incorrect,tiare,0,0.4,incorrect,ram,0,0.25,incorrect,lucien,0,0.55,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,john,0,0.0,incorrect,job,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ahani,0,0.4,incorrect,oliver,0,0.55,incorrect,kash,0,0.22,incorrect,gulliver,0,0.46,incorrect,james,0,0.4,incorrect,alice,1,1.0,correct,jane,0,0.44,incorrect,alicia,1,1.0,correct,alicia,1,1.0,correct,gregory,0,0.17,incorrect,ahmet,0,0.4,incorrect,alice,1,1.0,correct,lan,0,0.44,incorrect,jane,0,0.44,incorrect,alicia,1,1.0,correct,ahmet,0,0.4,incorrect,lan,0,0.44,incorrect,john,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ahani,0,0.4,incorrect,kash,0,0.22,incorrect,james,0,0.4,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,huduha,0,0.18,incorrect,alice,1,1.0,correct,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,huduha,0,0.18,incorrect,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,peter,0,0.2,incorrect,hester,0,0.18,incorrect,michael,0,0.5,incorrect,thabo,0,0.2,incorrect,leah,0,0.44,incorrect,hester,0,0.18,incorrect,hina,0,0.4,incorrect,alice,1,1.0,correct,rahul,0,0.4,incorrect,alice,1,1.0,correct,john,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,alice,1,1.0,correct,lan,0,0.44,incorrect,alice,1,1.0,correct,alicia,1,1.0,correct,ali,0,0.75,correct,lan,0,0.44,incorrect,peter,0,0.2,incorrect,michael,0,0.5,incorrect,leah,0,0.44,incorrect,hina,0,0.4,incorrect,rahul,0,0.4,incorrect,john,0,0.0,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,kgosi,0,0.2,incorrect,mary,0,0.22,incorrect,hester,0,0.18,incorrect,tera,0,0.22,incorrect,hester,0,0.18,incorrect,rahul,0,0.4,incorrect,ophelia,0,0.46,incorrect,hector,0,0.18,incorrect,alice,1,1.0,correct,sheila,0,0.33,incorrect,alicia,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,ahmet,0,0.4,incorrect,alice,1,1.0,correct,toan,0,0.22,incorrect,sheila,0,0.33,incorrect,hester,0,0.18,incorrect,ahmet,0,0.4,incorrect,toan,0,0.22,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,mary,0,0.22,incorrect,tera,0,0.22,incorrect,rahul,0,0.4,incorrect,hector,0,0.18,incorrect
"['alicia', 'alice']",tom,0,0.0,incorrect,mary,0,0.22,incorrect,hester,0,0.18,incorrect,moses,0,0.2,incorrect,hester,0,0.18,incorrect,mary,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,alice,1,1.0,correct,samantha,0,0.29,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,sancho,0,0.36,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,adam,0,0.4,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect,adam,0,0.4,incorrect,hester,0,0.18,incorrect,mary,0,0.22,incorrect,moses,0,0.2,incorrect,mary,0,0.22,incorrect,hester,0,0.18,incorrect,emily,0,0.2,incorrect,samantha,0,0.29,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,olu,0,0.25,incorrect,hester,0,0.18,incorrect,mae,0,0.5,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,rahul,0,0.4,incorrect,alice,1,1.0,correct,ryan,0,0.22,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,juan,0,0.22,incorrect,alice,1,1.0,correct,ahmet,0,0.4,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect,alice,1,1.0,correct,juan,0,0.22,incorrect,ahmet,0,0.4,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,olu,0,0.25,incorrect,mae,0,0.5,incorrect,hester,0,0.18,incorrect,rahul,0,0.4,incorrect,ryan,0,0.22,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,edward,0,0.18,incorrect,hester,0,0.18,incorrect,thomas,0,0.18,incorrect,john,0,0.0,incorrect,boammaaruri,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,susan,0,0.2,incorrect,scrooge,0,0.33,incorrect,john,0,0.0,incorrect,alice,1,1.0,correct,mary,0,0.22,incorrect,alicia,1,1.0,correct,don,0,0.0,incorrect,scrooge,0,0.33,incorrect,hercules,0,0.31,incorrect,gulliver,0,0.46,incorrect,hester,0,0.18,incorrect,mary,0,0.22,incorrect,don,0,0.0,incorrect,hercules,0,0.31,incorrect,hester,0,0.18,incorrect,edward,0,0.18,incorrect,thomas,0,0.18,incorrect,boammaaruri,0,0.25,incorrect,hester,0,0.18,incorrect,susan,0,0.2,incorrect,john,0,0.0,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,lesego,0,0.36,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,samantha,0,0.29,incorrect,john,0,0.0,incorrect,hector,0,0.18,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,emma,0,0.22,incorrect,juan,0,0.22,incorrect,ahmet,0,0.4,incorrect,ahmet,0,0.4,incorrect,lan,0,0.44,incorrect,han,0,0.25,incorrect,alice,1,1.0,correct,juan,0,0.22,incorrect,ahmet,0,0.4,incorrect,han,0,0.25,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,lesego,0,0.36,incorrect,hester,0,0.18,incorrect,samantha,0,0.29,incorrect,hector,0,0.18,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,thomas,0,0.18,incorrect,alice,1,1.0,correct,david,0,0.4,incorrect,alice,1,1.0,correct,katlego,0,0.5,incorrect,hester,0,0.18,incorrect,huru,0,0.0,incorrect,alice,1,1.0,correct,hester,0,0.18,incorrect,hester,0,0.18,incorrect,oliver,0,0.55,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,felipe,0,0.55,incorrect,alice,1,1.0,correct,duses,0,0.2,incorrect,alice,1,1.0,correct,tom,0,0.0,incorrect,alice,1,1.0,correct,felipe,0,0.55,incorrect,duses,0,0.2,incorrect,tom,0,0.0,incorrect,thomas,0,0.18,incorrect,david,0,0.4,incorrect,katlego,0,0.5,incorrect,huru,0,0.0,incorrect,hester,0,0.18,incorrect,oliver,0,0.55,incorrect
"['alicia', 'alice']",galileo,0,0.67,incorrect,ak'u,0,0.22,incorrect,galileo,0,0.67,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,owen,0,0.22,incorrect,hester,0,0.18,incorrect,aaron,0,0.36,incorrect,galileo,0,0.67,incorrect,krishna,0,0.31,incorrect,galileo,0,0.67,incorrect,axel,0,0.44,incorrect,mary,0,0.22,incorrect,alice,1,1.0,correct,emma,0,0.22,incorrect,galileo,0,0.67,incorrect,aristoteles,0,0.38,incorrect,galileo,0,0.67,incorrect,emma,0,0.22,incorrect,hay,0,0.25,incorrect,alice,1,1.0,correct,galileo,0,0.67,incorrect,galileo,0,0.67,incorrect,hay,0,0.25,incorrect,ak'u,0,0.22,incorrect,hester,0,0.18,incorrect,owen,0,0.22,incorrect,aaron,0,0.36,incorrect,krishna,0,0.31,incorrect,axel,0,0.44,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,james,0,0.4,incorrect,hester,0,0.18,incorrect,tabi,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alice,1,1.0,correct,john,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,james,0,0.4,incorrect,alice,1,1.0,correct,mary,0,0.22,incorrect,alicia,1,1.0,correct,hester,0,0.18,incorrect,hester,0,0.18,incorrect,asci,0,0.6,incorrect,nu cong tuoc,0,0.12,incorrect,hester,0,0.18,incorrect,mary,0,0.22,incorrect,hester,0,0.18,incorrect,asci,0,0.6,incorrect,hester,0,0.18,incorrect,james,0,0.4,incorrect,tabi,0,0.44,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,hester,0,0.18,incorrect,james,0,0.4,incorrect
"['alicia', 'alice']",hester,0,0.18,incorrect,starfish,0,0.31,incorrect,hester,0,0.18,incorrect,james,0,0.4,incorrect,hester,0,0.18,incorrect,naledi,0,0.55,incorrect,hercules,0,0.31,incorrect,haru,0,0.22,incorrect,alice,1,1.0,correct,tara,0,0.4,incorrect,hester,0,0.18,incorrect,james,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,clara,0,0.36,incorrect,estrella,0,0.29,incorrect,hester,0,0.18,incorrect,victor,0,0.36,incorrect,hester,0,0.18,incorrect,hai,0,0.5,incorrect,alice,1,1.0,correct,estrella,0,0.29,incorrect,victor,0,0.36,incorrect,hai,0,0.5,incorrect,starfish,0,0.31,incorrect,james,0,0.4,incorrect,naledi,0,0.55,incorrect,haru,0,0.22,incorrect,tara,0,0.4,incorrect,james,0,0.4,incorrect
