Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['watson', 'bayan watson', 'bayan']",hester,0,0.17,incorrect,miss,0,0.2,incorrect,havisham,0,0.31,incorrect,miss,0,0.2,incorrect,mary,0,0.44,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,havisham,0,0.31,incorrect,grace,0,0.2,incorrect,havisham,0,0.31,incorrect,miss,0,0.2,incorrect,watson,1,1.0,correct,miss watson,0,0.71,correct,huck,0,0.0,incorrect,hester,0,0.17,incorrect,watson,1,1.0,correct,co,0,0.25,incorrect,watson,1,1.0,correct,hester,0,0.17,incorrect,miss,0,0.2,incorrect,miss,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,grace,0,0.2,incorrect,miss,0,0.2,incorrect,miss watson,0,0.71,correct,hester,0,0.17,incorrect,co,0,0.25,incorrect,hester,0,0.17,incorrect
"['sawyer', 'tow', 'tom', 'tow sawyer', 'tom sawyer']",aladdin,0,0.15,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,injun,0,0.0,incorrect,tom,1,1.0,correct,ali,0,0.22,incorrect,aladdin,0,0.15,incorrect,hester,0,0.5,incorrect,aladdin,0,0.15,incorrect,jinn,0,0.0,incorrect,aladdin,0,0.15,incorrect,ali,0,0.22,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,aladdin,0,0.15,incorrect,aladdin,0,0.15,incorrect,aladdin,0,0.15,incorrect,rap,0,0.22,incorrect,tom,1,1.0,correct,aladino,0,0.2,incorrect,tom,1,1.0,correct,injun,0,0.0,incorrect,ali,0,0.22,incorrect,hester,0,0.5,incorrect,jinn,0,0.0,incorrect,ali,0,0.22,incorrect,tom,1,1.0,correct,aladdin,0,0.15,incorrect,rap,0,0.22,incorrect,aladino,0,0.2,incorrect
"['yargıç', 'yargıç thatcher', 'thatcher']",hester,0,0.57,incorrect,john,0,0.17,incorrect,judge,0,0.2,incorrect,judge,0,0.2,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,haava,0,0.31,incorrect,judge,0,0.2,incorrect,judge,0,0.2,incorrect,solomon,0,0.0,incorrect,david,0,0.36,incorrect,thatcher,1,1.0,correct,judge,0,0.2,incorrect,jim,0,0.22,incorrect,hester,0,0.57,incorrect,havisham,0,0.38,incorrect,lao,0,0.22,incorrect,thatcher,1,1.0,correct,juan,0,0.2,incorrect,john,0,0.17,incorrect,judge,0,0.2,incorrect,hester,0,0.57,incorrect,haava,0,0.31,incorrect,judge,0,0.2,incorrect,david,0,0.36,incorrect,judge,0,0.2,incorrect,hester,0,0.57,incorrect,lao,0,0.22,incorrect,juan,0,0.2,incorrect
['jim'],hester,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,kubu,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,jim,1,1.0,correct,ravi,0,0.29,incorrect,hester,0,0.0,incorrect,james,0,0.5,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,jim,1,1.0,correct,hester,0,0.0,incorrect,han,0,0.0,incorrect,han,0,0.0,incorrect,jim,1,1.0,correct,maria,0,0.25,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,ravi,0,0.29,incorrect,james,0,0.5,incorrect,jim,1,1.0,correct,hester,0,0.0,incorrect,han,0,0.0,incorrect,maria,0,0.25,incorrect
"['yargıç', 'tha', 'yargıç thatcher', 'thatcher']",hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,adajo,0,0.25,incorrect,hester,0,0.57,incorrect,kaelo,0,0.31,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,solomon,0,0.0,incorrect,james,0,0.31,incorrect,thatcher,1,1.0,correct,tom,0,0.33,incorrect,ali,0,0.44,incorrect,hester,0,0.57,incorrect,hoi,0,0.33,incorrect,hung,0,0.29,incorrect,thatcher,1,1.0,correct,javier,0,0.43,incorrect,hester,0,0.57,incorrect,adajo,0,0.25,incorrect,kaelo,0,0.31,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,james,0,0.31,incorrect,tom,0,0.33,incorrect,hester,0,0.57,incorrect,hung,0,0.29,incorrect,javier,0,0.43,incorrect
['thatcher'],hester,0,0.57,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,adejoke,0,0.27,incorrect,hester,0,0.57,incorrect,judge,0,0.15,incorrect,hester,0,0.57,incorrect,hester,0,0.57,incorrect,solomon,0,0.0,incorrect,judge,0,0.15,incorrect,hester,0,0.57,incorrect,david,0,0.15,incorrect,thatcher,1,1.0,correct,huck,0,0.33,incorrect,harcourt,0,0.5,incorrect,hester,0,0.57,incorrect,havisham,0,0.38,incorrect,lao,0,0.18,incorrect,thatcher,1,1.0,correct,juan,0,0.17,incorrect,hester,0,0.57,incorrect,adejoke,0,0.27,incorrect,judge,0,0.15,incorrect,hester,0,0.57,incorrect,judge,0,0.15,incorrect,david,0,0.15,incorrect,huck,0,0.33,incorrect,hester,0,0.57,incorrect,lao,0,0.18,incorrect,juan,0,0.17,incorrect
"['watson', 'bayan watson', 'bayan']",watson,1,1.0,correct,hester,0,0.17,incorrect,watson,1,1.0,correct,miss,0,0.2,incorrect,papa,0,0.44,incorrect,mme,0,0.0,incorrect,hester,0,0.17,incorrect,mereti,0,0.17,incorrect,watson,1,1.0,correct,miss,0,0.2,incorrect,huck,0,0.0,incorrect,hester,0,0.17,incorrect,watson,1,1.0,correct,huck,0,0.0,incorrect,huck,0,0.0,incorrect,asli,0,0.4,incorrect,watson,1,1.0,correct,ha,0,0.29,incorrect,watson,1,1.0,correct,huck,0,0.0,incorrect,hester,0,0.17,incorrect,miss,0,0.2,incorrect,mme,0,0.0,incorrect,mereti,0,0.17,incorrect,miss,0,0.2,incorrect,hester,0,0.17,incorrect,huck,0,0.0,incorrect,asli,0,0.4,incorrect,ha,0,0.29,incorrect,huck,0,0.0,incorrect
"['sawyer', 'tom sawyer', 'tom']",hester,0,0.5,incorrect,john,0,0.29,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hope,0,0.29,incorrect,hope,0,0.29,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,dupin,0,0.0,incorrect,hester,0,0.5,incorrect,hannibal,0,0.14,incorrect,hester,0,0.5,incorrect,tom,1,1.0,correct,huck,0,0.0,incorrect,huck,0,0.0,incorrect,huck,0,0.0,incorrect,huck,0,0.0,incorrect,hung,0,0.0,incorrect,edgar,0,0.36,incorrect,huck,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.5,incorrect,hope,0,0.29,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,huck,0,0.0,incorrect,huck,0,0.0,incorrect,hung,0,0.0,incorrect,huck,0,0.0,incorrect
['jim'],bang,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,michael,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.22,incorrect,hester,0,0.0,incorrect,james,0,0.5,incorrect,jim,1,1.0,correct,huck,0,0.0,incorrect,friday,0,0.22,incorrect,orhan,0,0.0,incorrect,han,0,0.0,incorrect,lan,0,0.0,incorrect,jim,1,1.0,correct,juan,0,0.29,incorrect,hester,0,0.0,incorrect,michael,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.22,incorrect,james,0,0.5,incorrect,huck,0,0.0,incorrect,orhan,0,0.0,incorrect,lan,0,0.0,incorrect,juan,0,0.29,incorrect
['jim'],jim,1,1.0,correct,tom,0,0.33,incorrect,friday,0,0.22,incorrect,hester,0,0.0,incorrect,tom,0,0.33,incorrect,ke,0,0.0,incorrect,jim,1,1.0,correct,hester,0,0.0,incorrect,huck,0,0.0,incorrect,tom,0,0.33,incorrect,jim,1,1.0,correct,tom,0,0.33,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,jim,1,1.0,correct,huck,0,0.0,incorrect,jim,1,1.0,correct,anh,0,0.0,incorrect,jim,1,1.0,correct,salem,0,0.25,incorrect,tom,0,0.33,incorrect,hester,0,0.0,incorrect,ke,0,0.0,incorrect,hester,0,0.0,incorrect,tom,0,0.33,incorrect,tom,0,0.33,incorrect,jim,1,1.0,correct,huck,0,0.0,incorrect,anh,0,0.0,incorrect,salem,0,0.25,incorrect
['jim'],byron,0,0.0,incorrect,byron,0,0.0,incorrect,tom,0,0.33,incorrect,ebenezer,0,0.0,incorrect,tom,0,0.33,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,tom,0,0.33,incorrect,ramesh,0,0.22,incorrect,tom,0,0.33,incorrect,john,0,0.29,incorrect,tom,0,0.33,incorrect,tom,0,0.33,incorrect,tom,0,0.33,incorrect,ali,0,0.33,incorrect,huck,0,0.0,incorrect,hung,0,0.0,incorrect,tom,0,0.33,incorrect,juan,0,0.29,incorrect,byron,0,0.0,incorrect,ebenezer,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.22,incorrect,john,0,0.29,incorrect,tom,0,0.33,incorrect,ali,0,0.33,incorrect,hung,0,0.0,incorrect,juan,0,0.29,incorrect
['jim'],hester,0,0.0,incorrect,othello,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.22,incorrect,grandmother,0,0.14,incorrect,hester,0,0.0,incorrect,jim,1,1.0,correct,noah,0,0.0,incorrect,babasi,0,0.22,incorrect,mehmet,0,0.22,incorrect,han,0,0.0,incorrect,toi,0,0.33,incorrect,jim,1,1.0,correct,pedro,0,0.0,incorrect,othello,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.22,incorrect,hester,0,0.0,incorrect,noah,0,0.0,incorrect,mehmet,0,0.22,incorrect,toi,0,0.33,incorrect,pedro,0,0.0,incorrect
['jim'],mary,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,oyin,0,0.29,incorrect,hester,0,0.0,incorrect,mme,0,0.33,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,hector,0,0.0,incorrect,jim,1,1.0,correct,adam,0,0.29,incorrect,hester,0,0.0,incorrect,adam,0,0.29,incorrect,hemingway,0,0.17,incorrect,han,0,0.0,incorrect,tom,0,0.33,incorrect,lo,0,0.0,incorrect,hester,0,0.0,incorrect,oyin,0,0.29,incorrect,mme,0,0.33,incorrect,hester,0,0.0,incorrect,john,0,0.29,incorrect,hector,0,0.0,incorrect,adam,0,0.29,incorrect,adam,0,0.29,incorrect,han,0,0.0,incorrect,lo,0,0.0,incorrect
['jim'],hester,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,jaana,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hector,0,0.0,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,merlin,0,0.22,incorrect,oedipus,0,0.2,incorrect,han,0,0.0,incorrect,han,0,0.0,incorrect,jim,1,1.0,correct,hester,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hector,0,0.0,incorrect,jim,1,1.0,correct,oedipus,0,0.2,incorrect,han,0,0.0,incorrect,hester,0,0.0,incorrect
"['bay', 'bradish', 'bay bradish', 'misto', 'misto bradish']",jim,0,0.25,incorrect,huck,0,0.18,incorrect,hester,0,0.36,incorrect,john,0,0.24,incorrect,dey,0,0.33,incorrect,john,0,0.24,incorrect,huck,0,0.18,incorrect,hester,0,0.36,incorrect,jim,0,0.25,incorrect,mike,0,0.44,incorrect,jim,0,0.25,incorrect,eny,0,0.33,incorrect,jim,0,0.25,incorrect,jim,0,0.25,incorrect,jim,0,0.25,incorrect,hester,0,0.36,incorrect,colonel,0,0.17,incorrect,han,0,0.33,incorrect,wilks,0,0.4,incorrect,hester,0,0.36,incorrect,huck,0,0.18,incorrect,john,0,0.24,incorrect,john,0,0.24,incorrect,hester,0,0.36,incorrect,mike,0,0.44,incorrect,eny,0,0.33,incorrect,jim,0,0.25,incorrect,hester,0,0.36,incorrect,han,0,0.33,incorrect,hester,0,0.36,incorrect
['jim'],illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,felicia,0,0.2,incorrect,cool,0,0.0,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,huck,0,0.0,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,tom,0,0.33,incorrect,illinois,0,0.18,incorrect,tom,0,0.33,incorrect,illinois,0,0.18,incorrect,huck,0,0.0,incorrect,illinois,0,0.18,incorrect,tom,0,0.33,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,cool,0,0.0,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect
