line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"I walked up to them, and the half circle effortlessly expanded to include me. They were talking about my ex-girlfriend Suzie Chung, who played cello and was apparently creating quite a stir by dating a baseball player named Taddy Mac. Whether this was his given name, I did not know. But at any rate, Suzie had decided to go to prom with Taddy Mac. Another casualty.","I went to where they were, and the semicircle immediately expanded to include me. They were talking about my ex-girlfriend, Suzie Chung, who played the cello and had clearly stirred up controversy by dating a baseball player named Taddy Mac. I don't even know if that's his real name. Anyway, Suzie had decided to go to the prom with Taddy Mac. Another victim.",46.409,45.703,"I walked towards them, and the semicircle effortlessly expanded to include me. They were talking about my ex-girlfriend Suzie Chung, who was attracting everyone's attention by dating a baseball player named Taddy Mac, who apparently played the cello. I didn't know if Taddy Mac was his real name. But in any case, Suzie had decided to go to the ball with Taddy Mac. Another loss.",49.28,48.588,"I approached them, and the semicircle soon opened up to include me. They were talking about my ex-girlfriend, Suzie Chung, who played the cello and had apparently caused quite a stir because she was dating a baseball player named Taddy Mac. I didn't know if that was his real name. In any case, Suzie had decided to go to the prom with Taddy Mac. Another victim.",47.909,47.162
11,"“Bro,” said Ben, standing across from me. He nodded his head and turned around. I followed him out of the circle and through the door. A small, olive-skinned creature who had hit puberty but never hit it very hard, Ben had been my best friend since fifth grade, when we both finally owned up to the fact that neither of us was likely to attract anyone else as a best friend. Plus, he tried hard, and I liked that—most of the time.","""Hey man,"" Ben stood opposite me and called. He nodded as a signal and then left. I followed him out of the crowd, heading into the gym. A small, dark-skinned guy who had gone through puberty but never quite finished it in a grand way, Ben had been my best friend since fifth grade, when we both finally admitted that neither of us could find anyone else to be a close friend. However, he had tried very hard, and I liked that—most of the time.",41.506,40.885,"Standing in front of me, Ben said, ""Buddy."" He nodded his head and turned around. I followed him towards the door, stepping out of the circle. Ben, a small creature with wheat-colored skin who had reached adolescence but hadn't fully entered it, had been my best friend since fifth grade, ever since we both finally accepted that we couldn't attract anyone else as a best friend. And Ben tried very hard, which I liked... most of the time.",39.126,38.412,"—Colleague —Ben said to me, who was in front of me. He moved his head, turned halfway around, walked away from the circle, and went in. I followed him. Ben, a short boy with olive skin who barely seemed to have reached puberty, had been my best friend since fifth grade, when we both finally admitted the evidence that neither of us was likely to find a better friend. Besides, he put a lot of effort into it, and I liked that... most of the time.",30.432,29.687
12,"“How ya doin’?” I asked. We were safely inside, everyone else’s conversations making ours inaudible.","“What's wrong, sir?” I asked. We were safe in the music room, the people around us talking enough to drown out our conversation.",23.35,20.863,"""How are you?"" I asked. We had entered, and the conversations of the others were preventing ours from being heard.",15.597,11.372,"—How are you? —I asked him. We were inside, in a safe place. The other conversations prevented ours from being heard.",11.851,8.041
13,"“Radar is going to prom,” he said morosely. Radar was our other best friend. We called him Radar because he looked like a little bespectacled guy called Radar on this old TV show M*A*S*H, except 1. The TV Radar wasn’t black, and 2. At some point after the nicknaming, our Radar grew about six inches and started wearing contacts, so I suppose that 3. He actually didn’t look like the guy on M*A*S*H at all, but 4. With three and a half weeks left of high school, we weren’t very well going to renickname him.","“Radar is going to the prom,” Ben grumbled. Radar is our awesome comrade. He is called Radar because he looks exactly like a scrawny guy with thick glasses named Radar from the old TV series M*A*S*H, except 1. TV Radar isn't black, and 2. At some point after being nicknamed, our Radar grew about fifteen centimeters taller and started wearing contact lenses, so I think that 3. He no longer looks like the guy from M*A*S*H, but 4. With only three and a half weeks until graduation, we couldn't be bothered to give him a new name.",39.257,38.714,"Grumpily, ""Radar is going to the prom,"" he said. Radar was our other closest friend. We called him Radar because of that old TV show 1 Argoda kalça, kıç anlamlarına gelmektedir, (slang. n.) He looked like the guy with the small glasses in M*A*S*H, of course 1. The Radar on TV wasn't black and 2. A while after we gave him this nickname, our Radar grew fifteen centimeters and started wearing lenses, so I guess 3. Actually, he didn't look like the guy in M*A*S*H at all but 4. With three and a half weeks left until high school, we weren't going to try giving him a new nickname.",36.707,36.209,"—Radar is going to the prom —he told me grumpily. Radar was our other best friend. We called him Radar because he looked like a short guy with glasses from the old TV series M*A*S*H who was called that, except that: 1) The TV Radar wasn't black, and 2) At some point after we gave him the nickname, our Radar grew about fifteen centimeters and got contact lenses, so I guess that, 3) In reality, he didn't look anything like the guy from M*A*S*H, but, 4) Since there were only three and a half weeks left until the end of the school year, we weren't too worried about the task of finding him another nickname.",35.19,34.722
14,"“That girl Angela?” I asked. Radar never told us anything about his love life, but this did not dissuade us from frequent speculation.","“That girl Angela?” I asked. Radar never reveals anything about his love life, but that doesn't stop us from gossiping about it.",56.781,55.324,"“With that girl named Angela?” I asked. Radar never talked to us about his love life, but that didn't stop us from frequently speculating.",45.113,43.149,"—Angela? —I asked her. Radar never told us anything about his love life, which did not deter us from speculating every now and then.",44.228,42.178
15,"Ben nodded, and then said, “You know my big plan to ask a freshbunny to prom because they’re the only girls who don’t know the Bloody Ben story?” I nodded.","Ben nodded, then said, ""You know my grand plan, right? Bringing a naive girl to the party because only the naive ones are unaware of the legend of Ben the Awkward."" I nodded.",12.499,9.641,"I nodded in agreement. “You know, I'm thinking of inviting one of those freshmen to the ball just because they're the only ones who don't know the Bloody Ben story,” he said. I nodded in agreement.",16.051,13.298,"Ben nodded. —Do you remember that I had thought about inviting a freshman to the dance, because they are the only ones who don't know the story of Bloody Ben? I nodded.",11.306,7.862
16,"“Well,” Ben said, “this morning some darling little ninth-grade honeybunny came up to me and asked me if I was Bloody Ben, and I began to explain that it was a kidney infection, and she giggled and ran away. So that’s out.”","“Tsk,” Ben continued, “this morning a cute little ninth-grade bunny came to ask if I was Ben Bỉ Bựa. I had to explain clearly that it was a kidney infection. The little girl giggled and ran away immediately. End of story.”",26.034,24.018,"“So,” said Ben, “this morning a small, cute bunny from the ninth grade came to me and asked if I was Bloody Ben, and I started to explain that it was a kidney infection, the girl giggled and ran away. So everything is out in the open.”",44.263,43.228,"—Well —Ben continued—, this morning a very cute freshman came up to me and asked if I was Bloody Ben. I started to explain to her that it was a kidney infection, but she laughed and walked away. So that's it.",33.768,32.395
17,"In tenth grade, Ben was hospitalized for a kidney infection, but Becca Arrington, Margo’s best friend, started a rumor that the real reason he had blood in his urine was due to chronic masturbation. Despite its medical implausibility, this story had haunted Ben ever since. “That sucks,” I said.","Back in tenth grade, Ben had to be hospitalized due to a kidney infection, but Becca Arrington, Margo's best friend, sparked a rumor that the real reason Ben was urinating blood was because he had been masturbating excessively. Although medically unfounded, the rumors stuck to Ben ever since. ""That's disgusting,"" I didn't know what else to say.",31.604,30.492,"Ben was hospitalized in the tenth grade due to a kidney infection, but Margo's best friend, Becca Arrington, spread a rumor that the real reason for blood in Ben's urine was chronic masturbation. Although not medically plausible, this story has haunted Ben ever since. ""Terrible,"" I said.",35.535,34.022,"Two years ago, they had to admit Ben to the hospital for a kidney infection, but Becca Arrington, Margo's best friend, spread the rumor that the real reason he was urinating blood was because he spent the day masturbating. Even though it was clinically implausible, Ben had been burdened with that story ever since. —What a piece of crap —I told him.",25.226,24.057
18,"Ben started outlining plans for finding a date, but I was only half listening, because through the thickening mass of humanity crowding the hallway, I could see Margo Roth Spiegelman. She was next to her locker, standing beside her boyfriend, Jase. She wore a white skirt to her knees and a blue print top. I could see her collarbone. She was laughing at something hysterical—her shoulders bent forward, her big eyes crinkling at their corners, her mouth open wide. But it didn’t seem to be anything Jase had said, because she was looking away from him, across the hallway to a bank of lockers. I followed her eyes and saw Becca Arrington draped all over some baseball player like she was an ornament and he a Christmas tree. I smiled at Margo, even though I knew she couldn’t see me.","Ben started planning to hook up with a girl, but I was only half-listening, as my eyes wandered over the increasingly crowded hallway, and I saw Margo Roth Spiegelman. She was standing by her locker, next to her boyfriend, Jase. Margo was wearing a knee-length white skirt and a blue shirt with a print on it. I could see her collarbones. Margo was laughing hard about something—her shoulders hunched forward, her big eyes glistening at the corners, her mouth wide open. But it didn't seem like she was laughing at something Jase said, because she wasn't looking at Jase; she was looking across the hallway at another row of lockers. I followed her gaze and saw Becca Arrington clinging to a baseball player like she was an ornament and he was a Christmas tree. I smiled at Margo, even though I knew she didn't see me.",40.609,40.208,"Ben started outlining plans to arrange a prom date, but I wasn't really listening because I could see Margo Roth Spiegelman among the crowd of people swarming the hallway. She was standing right in front of her locker, next to her boyfriend Jase. She was wearing a white skirt that came down to her knees and a blue printed top. I could see her collarbone. She was laughing at something, completely lost in the moment... her shoulders hunched forward, the corners of her big eyes wrinkled, her mouth wide open. But it didn't seem like it was something Jase had said because she was looking away from him, towards the row of lockers on the opposite side of the hallway. I followed her gaze and I saw Becca Arrington clinging all over a baseball player; as if she were an ornament and the kid a Christmas tree. Even though I knew she couldn't see me, I smiled at Margo.",35.062,34.62,"Ben started telling me his plans to find a girl, but I was only half-listening, because amidst the increasingly dense crowd of people filling the lobby, I saw Margo Roth Spiegelman. She was next to her locker, beside her boyfriend, Jase. She was wearing a white knee-length skirt and a blue patterned top. I could see her collarbone. She was laughing hysterically. Her shoulders were hunched forward, the corners of her large eyes wrinkled, and her mouth open. But she didn't seem to be laughing at something Jase had said, as she was looking elsewhere, towards the lockers on the other side of the lobby. I followed her gaze and saw Becca Arrington on top of a baseball player, as if the guy were a Christmas tree and she an ornament. I smiled at Margo, even though I knew she couldn't see me.",37.609,37.182
19,"“Bro, you should just hit that. Forget about Jase. God, that is one candy-coated honeybunny.” As we walked, I kept taking glances at her through the crowd, quick snapshots: a photographic series entitled Perfection Stands Still While Mortals Walk Past. As I got closer, I thought maybe she wasn’t laughing after all. Maybe she’d received a surprise or a gift or something. She couldn’t seem to close her mouth.","""Step on the gas and go ahead."" ""Ignore that guy Jase."" ""Oh my God, she’s really a sugar-coated bunny,"" Ben mumbled. Walking, but my eyes still glanced at her through the crowd, capturing in my mind moments that could make a series of photos titled The Perfect Beauty in Stillness, only for mere mortals to pass by. Getting closer, I thought maybe Margo didn't smile at all. Maybe she was surprised or received a gift or something. It seemed like she couldn't close her mouth.",18.303,17.379,"“Buddy, give it a light. Forget about Jase. My God, this girl is a sugar-coated bunny.” As we walked, I kept glancing at Margo through the crowd; quick, fleeting snapshots: a photo series titled Mortals Pass By, Perfection Stands Still. As we got closer, I thought, maybe she wasn’t smiling after all. Maybe it was a surprise, maybe she had received a gift or something like that. She didn’t seem like she could close her mouth.",31.016,30.114,"—You should go for it, buddy. Forget about Jase. God, that chick is smoking hot. As we moved forward, I kept glancing at her through the crowd, quick snapshots, a photographic series titled Perfection Stays Still While Mortals Pass By. As I got closer, I thought that maybe she wasn't laughing. Maybe she had been surprised, given a gift or something like that. It seemed like she couldn't close her mouth.",37.498,36.69
20,"“Yeah,” I said to Ben, still not listening, still trying to see as much of her as I could without being too obvious. It wasn’t even that she was so pretty. She was just so awesome, and in the literal sense. And then we were too far past her, too many people walking between her and me, and I never even got close enough to hear her speak or understand whatever the hilarious surprise had been. Ben shook his head, because he had seen me see her a thousand times, and he was used to it.","""Yeah,"" I absentmindedly answered Ben, but I wasn't really paying attention to what he was saying because I was trying to look at Margo as much as possible without being too obvious. It's not because Margo is pretty. She's stunningly beautiful, in the literal sense of the words. And then we were too far from her, with too many people walking back and forth between Margo and me, that I couldn't even get close enough to hear her voice, or to understand what interesting thing had surprised her so much. Ben nodded because he had seen me look at Margo like that a thousand times, to the point where he was too used to it.",25.303,24.596,"“Yes,” I said to Ben, still not listening, still trying to see Margo as much as possible without making it too obvious. It wasn’t about her being very beautiful or anything. Margo was incredible, in the truest sense of the word. Then we went far beyond her, there were too many people walking between her and me, and I couldn’t even get close enough to hear her talk or understand what the surprise, which was so funny, was. Ben nodded because he had seen me looking at Margo thousands of times and was used to it.",40.753,40.176,"—Yes —I said to Ben. I kept not paying attention to him, I kept trying not to lose sight of Margo without making it too obvious. It's not that she was a beauty. She was simply stunning, in the literal sense. And then we left her behind, too many people were passing between her and me, and at no point had I gotten close enough to hear what she was saying or understand what the hilarious surprise had been. Ben shook his head. He had seen me looking at her a thousand times and was used to it.",36.638,36.003
21,"“Honestly, she’s hot, but she’s not that hot. You know who’s seriously hot?”","“Yeah, she's hot, but not that hot. Do you know who is really hot?”",32.08,25.86,"""Honestly, Margo is sexy but not that sexy. Do you know who is really sexy?""",11.509,6.44,"—The truth is that she's good-looking, but not that much. Do you know who is really good-looking?",12.367,7.127
22,“Who?” I asked.,"""Who?"" I asked.",35.746,26.269,“Kim?” I asked.,80.343,75.984,—Who? —I asked him.,25.407,10.682
23,"“Lacey,” he said, who was Margo’s other best friend. “Also your mom. Bro, I saw your mom kiss you on the cheek this morning, and forgive me, but I swear to God I was like, man, I wish I was Q. And also, I wish my cheeks had penises.” I elbowed him in the ribs, but I was still thinking about Margo, because she was the only legend who lived next door to me. Margo Roth Spiegelman, whose six-syllable name was often spoken in its entirety with a kind of quiet reverence. Margo Roth Spiegelman, whose stories of epic adventures would blow through school like a summer storm: an old guy living in a broken-down house in Hot Coffee, Mississippi, taught Margo how to play the guitar. Margo Roth Spiegelman, who spent three days traveling with the circus—they thought she had potential on the trapeze. Margo Roth Spiegelman, who drank a cup of herbal tea with the Mallionaires backstage after a concert in St. Louis while they drank whiskey. Margo Roth Spiegelman, who got into that concert by telling the bouncer she was the bassist’s girlfriend, and didn’t they recognize her, and come on guys seriously, my name is Margo Roth Spiegelman and if you go back there and ask the bassist to take one look at me, he will tell you that I either am his girlfriend or he wishes I was, and then the bouncer did so, and then the bassist said “yeah that’s my girlfriend let her in the show,” and then later the bassist wanted to hook up with her and she rejected the bassist from the Mallionaires.","“Lacey,” Ben replied, Lacey is another close friend of Margo. “And your mom too. I saw your mom kiss you on the cheek this morning. Don’t blame me, I swear to God I thought: Oh man, I wish I were Q. And also, I wish my cheeks could grow some balls.” I elbowed him in the ribs, but I was still thinking about Margo, because she was the only legend living right next door to me. Margo Roth Spiegelman, that six-syllable name was often mentioned in full, accompanied by a bit of admiration. Margo Roth Spiegelman, the stories of her epic adventures could sweep through the school like a summer storm: for instance, the story of an old man living in a dilapidated house in Hot Coffee, Mississippi, who taught Margo to play the guitar. Margo Roth Spiegelman, the girl who traveled for three days with a circus—they thought she had a real talent for tightrope walking. Margo Roth Spiegelman, the girl who drank a cup of herbal tea with the band The Mallionaires backstage after a performance in St. Louis, while they drank whiskey. Margo Roth Spiegelman, the girl who got into that performance by telling the ticket checker that she was the bass guitarist's girlfriend. Didn't they recognize her? Come on man, seriously, I’m Margo Roth Spiegelman, now if you go inside and tell the bass guitarist to take one look at me, he’ll immediately tell you that I’m his girlfriend, or that he wants me to be his girlfriend. The ticket checker did just that, and the bassist said, “Yeah, that’s my girlfriend, let her in.” After that, the guy wanted to date Margo seriously, and she turned down the bassist of The Mallionaires.",41.648,41.463,"“Lacey,” he said. Lacey was Margo's other closest friend. “And your mom. Dude, I saw your mom kiss you on the cheek this morning and sorry, but I swear I was like: Man, I wish I were Q. ’s place. And also, I wish my cheeks had a penis.” I elbowed him in the ribs but was still thinking about Margo because she was the only legend who lived next door to us. Her full six-syllable name, usually spoken with a kind of awe, Margo Roth Spiegelman. Epic adventure stories, Margo Roth Spiegelman who stormed through school like a summer storm: An old man living in a dilapidated house in Hot Coffee, Mississippi, had taught Margo how to play the guitar. She spent three days with the circus Margo Roth Spiegelman, who spent her time wandering... they thought she had potential on the trapeze. St. After a concert in St. Louis, while they were drinking whiskey, Margo Roth Spiegelman was backstage drinking a cup of herbal tea with The Mallionaires. Margo Roth Spiegelman, who got into this concert by telling the guard at the door that she was the bassist's girlfriend. “Don't you recognize me? Come on guys, seriously, my name is Margo Roth Spiegelman, if you go and ask the bassist to take a look at me, he will either tell you that I am his girlfriend or that he wants me to be.” When the guard did exactly that, the bassist said, “Yes, she is my girlfriend, let her into the show,” later he tried to hit on Margo, and Margo rejected The Mallionaires' bassist.",47.15,46.969,"—Lacey —she replied, who was Margo's other best friend—. And your mother, dude. This morning I saw your mother giving you a kiss and, forgive me, but I swear to God I thought: ""Damn, I wish I were Q. And I wish I had dicks on my cheeks."" I elbowed him in the ribs, although I kept thinking about Margo, because she was the only myth living next door to my house. Margo Roth Spiegelman, whose six-syllable name we used to say in full with a kind of silent reverence. Margo Roth Spiegelman, whose epic adventures circulated around the school like a summer storm. An old man who lived in a ramshackle house in Hot Coffee, Mississippi, had taught Margo to play the guitar. Margo Roth Spiegelman, who had traveled for three days with a circus, where they thought she had potential for the trapeze. Margo Roth Spiegelman, who had sipped herbal tea backstage with the Mallionaires after a concert in Saint Louis, while they drank whiskey. Margo Roth Spiegelman, who had sneaked into that concert by telling the security guard that she was the bassist's girlfriend, didn't they recognize her?, come on, guys, seriously, I'm Margo Roth Spiegelman, and if you're going to ask the bassist to come see who I am, he'll either say I'm his girlfriend or that he wishes I were, and then the security guard went to ask him, and the bassist said: ""Yes, she's my girlfriend, let her in,"" and then the bassist wanted to make out with her, but she rejected the bassist of the Mallionaires!",38.55,38.323
24,"The stories, when they were shared, inevitably ended with, I mean, can you believe it? We often could not, but they always proved true.","Those stories, when retold, always end with the phrase ""So there, can you believe it?"" Usually, it's unbelievable, but those are always true stories.",24.493,21.656,"When stories were shared with others, they inevitably ended with the sentence ""So, can you believe it?"" We usually couldn't believe it, but their truth was always proven.",24.608,21.794,"When we talked about his stories, we always ended up saying, ""Wow, can you imagine that?"". In general, we couldn't imagine them, but they always turned out to be true.",14.636,11.295
25,"And then we were at our lockers. Radar was leaning against Ben’s locker, typing into a handheld device.","We went to our personal lockers. Radar was leaning against Ben's locker, tapping away on a handheld calculator.",33.378,29.528,"Then we were next to our lockers. Radar was leaning against Ben's locker, writing something on a handheld device.",48.483,45.733,"And we arrived at our lockers. Radar was leaning against Ben's, typing on his handheld computer.",42.11,39.239
26,"“So you’re going to prom,” I said to him. He looked up, and then looked back down.","“So you will be attending the prom,” I said to him. Radar looked up and then immediately looked down.",41.703,38.767,"I said to Radar, ""So you're going to the ball."" He looked up, then back down again.",25.035,19.621,—So you're going to the dance —I said to her. He lifted his gaze and then lowered it again.,12.206,7.134
27,"“I’m de-vandalizing the Omnictionary article about a former prime minister of France. Last night someone deleted the entire entry and then replaced it with the sentence ‘Jacques Chirac is a gay,’ which as it happens is incorrect both factually and grammatically.” Radar is a big-time editor of this online user-created reference source called Omnictionary. His whole life is devoted to the maintenance and well-being of Omnictionary. This was but one of several reasons why his having a prom date was somewhat surprising.","“I am correcting an article in the Encyclopedia of Everything about the former Prime Minister of France. Last night, some rascal deleted the entire article and inserted the sentence that Jacques Chirac is homosexual, which is incorrect both factually and grammatically.” Radar is a top-notch editor of an online reference site founded by the online community, fully named the Encyclopedia of Everything. His whole life, he has been dedicated to maintaining and developing this Encyclopedia. This is one of the reasons why it is so surprising that he is going on a date to a gala.",25.001,24.205,"“I am correcting the vandalism on an Omnictionary2 article about the former French prime minister. Last night, someone deleted the entire entry and replaced it with the sentence 'Jacques Chirac is gay,' which is actually incorrect both factually and grammatically.” Radar is one of the editors of this internet reference source called Omnictionary, created by users. His whole life was dedicated to the maintenance and well-being of Omnictionary. This was one of the various reasons why it was so surprising that he was going to the ball with someone.",36.09,35.389,"—I am fixing the Omnictionary article about a former French prime minister. Last night someone deleted the entire entry and wrote ""Jacques Chirac is a gay,"" which turns out to be incorrect both semantically and grammatically. Radar is an active editor of the Omnictionary, an online encyclopedia created by users. He dedicates his entire life to maintaining and caring for the Omnictionary. And that was one of the various reasons why it surprised us that he had invited a girl to the prom.",25.2,24.244
28,"“So you’re going to prom,” I repeated.","“So you will be attending the graduation ball, right,” I reiterated.",16.452,11.115,"“So, you are going to the ball,” I repeated.",40.086,34.389,—So you're going to the dance —I repeated.,20.294,12.067
29,"“Sorry,” he said without looking up. It was a well-known fact that I was opposed to prom. Absolutely nothing about any of it appealed to me—not slow dancing, not fast dancing, not the dresses, and definitely not the rented tuxedo. Renting a tuxedo seemed to me an excellent way to contract some hideous disease from its previous tenant, and I did not aspire to become the world’s only virgin with pubic lice.","“Sorry,” he said without bothering to look up. Everyone knows I dread the prom. Absolutely nothing about that prom appeals to me—slow dancing, fast dancing, fancy dresses, rented tuxedos, nothing at all. Renting a tuxedo, to me, is the perfect way to catch some horrible disease from whoever wore that suit before, and I have no desire to be the only pure guy in the world covered in a swarm of lice.",20.936,19.678,"An internet encyclopedia similar to Wikipedia. After this name was used in the book, a similar website was launched but it is currently out of service, (tr. n.) “Sorry,” he said without raising his head. It was a well-known fact by everyone that I was against the ball. Nothing about the ball seemed appealing to me at all... neither slow dancing, nor fast dancing, nor the dresses nor the rented tuxedos. Renting a tuxedo seemed to me like a perfect way to catch a terrible disease from the previous renter, and I wasn't eager to be the world's only virgin carrying pubic lice.",20.561,19.778,"—Sorry —he replied without raising his gaze. Everyone knew that I refused to go to the dance. It didn't interest me in the slightest: neither slow dances, nor fast dances, nor the suits, and even less the rented tuxedo. Renting a tuxedo seemed to me an excellent way to catch any dreadful disease from the previous renter, and it was not my intention to become the only virgin in the world with crabs.",25.134,24.098
