line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"“Yes, I knew you would; but it is quite true, all the same.”","“Yes, I know you will; but nevertheless, it is entirely true.”",20.077,14.286,"""Yes, I knew you would laugh, but I'm still telling the truth, no matter what you say.""""",20.747,17.06,"—Yes, Harry, I knew you were going to laugh, but, anyway, it's nothing but the truth.",17.531,12.859
11,"“Too much of yourself in it! Upon my word, Basil, I didn’t know you were so vain; and I really can’t see any resemblance between you, with your rugged strong face and your coal-black hair, and this young Adonis, who looks as if he was made out of ivory and rose-leaves. Why, my dear Basil, he is a Narcissus, and you—well, of course you have an intellectual expression and all that. But beauty, real beauty, ends where an intellectual expression begins. Intellect is in itself a mode of exaggeration, and destroys the harmony of any face. The moment one sits down to think, one becomes all nose, or all forehead, or something horrid. Look at the successful men in any of the learned professions. How perfectly hideous they are! Except, of course, in the Church. But then in the Church they don’t think. A bishop keeps on saying at the age of eighty what he was told to say when he was a boy of eighteen, and as a natural consequence he always looks absolutely delightful. Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks. I feel quite sure of that. He is some brainless beautiful creature who should be always here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence. Don’t flatter yourself, Basil: you are not in the least like him.”","“Too much of yourself in it! It’s really odd, Basil, I didn’t know you were so vain; and I really can’t see any resemblance between you, with your rugged strong face and coal-black hair, and this young Adonis, who looks as if he were made out of ivory and rose leaves. Why, my dear Basil, he is a Narcissus, and you — oh, of course you have an intellectual expression and all that. But beauty, real beauty, ends where an intellectual expression begins. Intellect in itself is a mode of exaggeration, and destroys the harmony of any face. The moment one sits down to think, one becomes all nose, or all forehead, or something horrid. Look at the successful men in any of the learned professions. How perfectly hideous they are! Except, of course, in the Church. But then in the Church they don’t think. A bishop keeps on saying at the age of eighty what he was told to say when he was a boy of eighteen, and as a natural consequence, he always looks absolutely delightful. Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks. I am quite sure of that. He is some brainless, beautiful creature, who should always be here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence. Don’t flatter yourself, Basil: you are not in the least like him.”",88.747,88.711,"“You added a lot of yourself, huh! God bless you, Basil, I never knew you were so arrogant. I can't see any resemblance between your coal-black hair, your harsh-lined, swarthy face and this young Adonis; believe me, this young man looks like he's made of ivory and rose petals. A perfect Adonis, dear Basil, while you... Yes, you do have an intellectual expression, and so on, but beauty, true beauty, ends where the intellectual expression begins. The mind is a kind of exaggeration in itself, it disrupts the harmony of the face it enters. The moment a person starts to think, they become all nose, all forehead, or something equally dreadful. Just look at the men who have succeeded in intellectual professions. How utterly ugly they are from head to toe! Only the church is an exception to this, naturally. However, those who have made the church their profession do not think either. A bishop will say at eighty what he was taught to say at eighteen, and as a result, he always appears charming. As for that mysterious young friend of yours whose name you haven't mentioned but whose portrait truly fascinates me, I don't think he thinks at all. I can bet on it. A brainless, beautiful creature; he should be here in winter when we have no flowers to look at, and in summer when we need something to cool our minds. Don't flatter yourself, Basil, you don't resemble him in the slightest.”",24.522,24.159,"""Too much of yourself!"" ""By my faith, Basil, I didn't know you were so vain; I don't see the slightest resemblance between you, with your well-defined and somewhat harsh features and your hair as black as coal, and that young Adonis, who seems to be made of ivory and rose petals."" ""Come now, my dear Basil, that boy is a Narcissus, and you... well, you have, of course, an intellectual air and all that."" ""But beauty, true beauty, ends where the intellectual air begins."" ""Intellect is, in itself, a form of exaggeration, and it destroys the harmony of any face."" ""The moment someone starts to think, they become all nose or forehead or something dreadful."" ""Look at those who succeed in any learned profession."" ""They are absolutely impossible."" ""With the exception, of course, of the Church."" ""But it happens that in the Church one does not think."" ""A bishop continues to say at eighty what he was told to say at eighteen, and the logical consequence is that he always looks delightful."" ""Your mysterious young friend, whose name you have never revealed to me, but whose portrait truly fascinates me, never thinks."" ""I am completely sure of it."" ""He is a beautiful, brainless creature, who should always be here in winter, when we have no flowers to look at, and also in summer, when we seek something to cool our intelligence."" ""Don't delude yourself, Basil: you are nothing like him at all.""",30.905,30.644
12,"“You don’t understand me, Harry,” answered the artist. “Of course I am not like him. I know that perfectly well. Indeed, I should be sorry to look like him. You shrug your shoulders? I am telling you the truth. There is a fatality about all physical and intellectual distinction, the sort of fatality that seems to dog through history the faltering steps of kings. It is better not to be different from one’s fellows. The ugly and the stupid have the best of it in this world. They can sit at their ease and gape at the play. If they know nothing of victory, they are at least spared the knowledge of defeat. They live as we all should live—undisturbed, indifferent, and without disquiet. They neither bring ruin upon others, nor ever receive it from alien hands. Your rank and wealth, Harry; my brains, such as they are—my art, whatever it may be worth; Dorian Gray’s good looks—we shall all suffer for what the gods have given us, suffer terribly.”","“You don't understand me, Harry,” the artist replied. “Of course, I am not like him. I know that very well. Indeed, I should be sad if I looked like him. You shrug? I am telling you the truth. There is a destiny for all physical and intellectual excellence, a kind of destiny that seems to follow the faltering steps of kings throughout history. It is better not to be different from your friends. Ugliness and ignorance are always the most advantageous in this world. They can sit comfortably and yawn at the game. If they know nothing of victory, at least they do not have to know defeat. They live as we all should live, peacefully, indifferently, without worry. They do not bring trouble to others nor receive it from anyone else. Your status and wealth, Harry; my intellect, as it is — my art, whatever it may be worth; the beauty of Dorian Gray — we all must bear what the gods give us, bear it miserably.”",43.394,43.095,"The painter replied, ""You don't understand me, Harry."" ""Of course, I don't resemble him. I know this very well. In fact, I would be upset if I resembled him. Are you shrugging your shoulders? I'm telling you the truth. In my opinion, there is a curse in all physical and mental excellence, the kind of curse that has followed the faltering steps of kings throughout history. It is better not to be different from our other human brothers. I think the luckiest ones in this world are the ugly and the foolish. They can lie back and watch the game called life with their mouths open. Even if they don't know what victory is, at least they don't taste defeat either. They actually live as we all should live, carefree, indifferent, and without turmoil. They do not cause the ruin of others, nor do they become victims at the hands of others. Your title and wealth, Harry; my mind and intellect, however limited; if my art has any value; Dorian Gray's beauty... We will all suffer because of these gifts from God, and suffer greatly.""",22.358,21.918,"—You don't understand me, Harry —replied the artist—. I'm not like him, of course. I know that perfectly well. In fact, I would regret resembling him. Are you shrugging your shoulders? I'm telling you the truth. There is an adverse fate tied to bodily or intellectual superiority, the adverse fate that throughout history follows the faltering steps of kings. It is much better not to be different from the majority. The ugly and the stupid are the ones who have the best time in the world. They can sit comfortably and watch the show with their mouths open. Even if they know nothing of triumph, at least they are spared the disappointments of defeat. They live as we all should live, calmly, carelessly, impassively. They neither cause the ruin of others, nor receive it from others. Your social status and your wealth, Harry; my brain, whatever it may be; my art, whatever its value; the handsomeness of Dorian Gray: we are all going to suffer for what the gods have given us, and suffer terribly.",36.235,35.892
13,"“Dorian Gray? Is that his name?” asked Lord Henry, walking across the studio towards Basil Hallward.",“Dorian Gray? Is that his name?” Lord Henry asked as he walked across the studio towards Basil Hallward.,68.003,66.435,"Lord Henry walked towards Basil Hallward, who was sitting on the other side of the studio, and said, ""Dorian Gray?"" ""Is that his name?""",21.363,18.21,"""Dorian Gray? Is that his name?"" asked Lord Henry, crossing the studio towards Basil Hallward.",63.67,61.794
14,"“Yes, that is his name. I didn’t intend to tell it to you.”","“Yes, that's his name. I didn't intend to tell you that.”",33.042,26.442,"“Yes, that's the name. I had no intention of telling you.”",21.312,16.36,—Yes; that's what it's called. I didn't intend to tell you.,17.655,12.54
15,“But why not?”,“But why not?”,100.0,100.0,"“Why, then?”",33.981,21.364,"—But, why not?",49.492,39.764
16,"“Oh, I can’t explain. When I like people immensely, I never tell their names to any one. It is like surrendering a part of them. I have grown to love secrecy. It seems to be the one thing that can make modern life mysterious or marvellous to us. The commonest thing is delightful if one only hides it. When I leave town now I never tell my people where I am going. If I did, I would lose all my pleasure. It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one’s life. I suppose you think me awfully foolish about it?”","“Oh, I can't explain. When I really like someone, I never tell anyone their name. Doing so is like giving away a part of them. I've gradually come to cherish secrecy. It seems to be something that can make modern life mysterious or extraordinary for us. The most trivial thing becomes interesting if we just hide it away. Now, whenever I leave the city, I never tell my family where I’m going. If I did, I would lose all my joy. It's a silly habit, I'm sure, but somehow it seems to bring a lot of romance to our lives. I bet you think I'm extremely foolish about this, don't you?”",36.64,36.106,"“Oh, I can't explain it! If I like someone a lot, I never tell anyone their name. It feels like handing over a piece of their identity to someone else. Over time, I grew to love secrecy. It seems to me that this is the only thing that can make modern life appear mysterious and magical to us. If you keep it secret, even the most ordinary thing can become sweet and enjoyable. These days, when I leave the city, I don't tell anyone where I'm going. If I did, all the fun would be ruined. It might be a childish habit, but it seems to add a lot of romance to one's life. You probably think I'm really stupid because of this, don't you?”",20.261,19.544,"—I can't explain it to you. When I like someone very much, I never tell anyone their name. It's like giving away a part of that person. Over time, I have come to love the secret. It seems to be the only thing capable of making modern life mysterious or wonderful. Just hiding the most ordinary thing makes it delightful. When I leave London now, I never tell my people where I am going. If I did, it would stop being pleasurable for me. It's a silly habit, I admit, but for some reason, it seems to imbue life with romance. I suppose I seem terribly ridiculous to you, don't I?",31.145,30.528
17,"“Not at all,” answered Lord Henry, “not at all, my dear Basil. You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties. I never know where my wife is, and my wife never knows what I am doing. When we meet—we do meet occasionally, when we dine out together, or go down to the Duke’s—we tell each other the most absurd stories with the most serious faces. My wife is very good at it—much better, in fact, than I am. She never gets confused over her dates, and I always do. But when she does find me out, she makes no row at all. I sometimes wish she would; but she merely laughs at me.”","""Absolutely not,"" Lord Henry replied, ""absolutely not, my dear Basil. You seem to forget that I am married, and one of the charms of marriage is that it makes living a lie absolutely necessary for both parties. I never know where my wife is, and my wife never knows what I am doing. When we meet — we occasionally meet, when we dine out together, or go down to the Duke's — we tell each other the most absurd stories with the most serious faces. My wife is very good at that — in fact, much better than I am. She never gets the dates wrong, while I often do. But when she catches me out, she never makes a fuss. Sometimes I wish she would; but she only laughs at me.""",61.278,61.038,"“Not at all,” replied Lord Henry. “Dear Basil, not at all. You forget that I am a married man; the only attractive aspect of marriage is that it makes a life of deception necessary for both parties. I have no idea where my wife is in the world, and my wife has no idea what I am up to. When we meet – which we occasionally do, when we are invited to a dinner together or go to see the duke – we tell each other the most ridiculous lies without batting an eye. My wife is very skilled at this, much more skilled than I am, to be honest. She never gets the dates wrong, whereas I always do. But when my wife catches my lie, she never makes a fuss. Sometimes I wish she would, but she just laughs it off.”",30.986,30.481,"—Absolutely not —replied Lord Henry—; nothing of the sort, my dear Basil. You seem to forget that I am married, and the only charm of marriage is that it requires both parties to practice deception assiduously. I never know where my wife is, and my wife never knows what I am doing. When we do meet, which sometimes happens because we go out to dinner together or visit the Duke's house, we tell each other with tremendous seriousness the most absurd stories about our respective activities. My wife does it very well; much better than I do, in fact. She never gets the dates wrong and I always do. But when she catches me, she doesn't get angry. Sometimes I wish she would, but she just laughs at me.",42.299,41.92
18,"“I hate the way you talk about your married life, Harry,” said Basil Hallward, strolling towards the door that led into the garden. “I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues. You are an extraordinary fellow. You never say a moral thing, and you never do a wrong thing. Your cynicism is simply a pose.”","“I hate the way you talk about your family life, Harry,” Basil Hallward said, strolling towards the door leading to the garden. “I believe you are truly a very good husband, but you are very embarrassed by your own virtues. You are an extremely peculiar person. You never say anything moral, and you never do anything wrong. Your mockery is simply for show.”",46.393,45.673,"Basil Hallward walked slowly towards the door leading to the garden and said, ""I hate the way you talk about your marriage, Harry."" ""I believe that you are actually a very good husband, but you are ashamed of your own virtues. You are a unique fellow, indeed. You never say anything moral, nor do you ever do anything immoral. Your cynical attitude is nothing but an affectation.""",34.158,33.216,"—I don't like at all how you talk about your married life, Harry —said Basil Hallward, heading towards the door that led to the garden—. I think you are actually an excellent husband, but you are ashamed of your virtues. You are an extraordinary person. You never give moral lessons and you never do anything wrong. Your cynicism is nothing but affectation.",32.946,32.024
19,"“Being natural is simply a pose, and the most irritating pose I know,” cried Lord Henry, laughing; and the two young men went out into the garden together and ensconced themselves on a long bamboo seat that stood in the shade of a tall laurel bush. The sunlight slipped over the polished leaves. In the grass, white daisies were tremulous.","“Living in harmony with nature is just for show, and it's the most annoying kind of showmanship I've ever known,” Lord Henry shouted, laughing; and the two young men walked into the garden, then settled on a long bamboo bench placed in the shade of a tall laurel bush. Sunlight glided through the glossy leaves. On the grass, daisies swayed.",33.271,32.209,"Lord Henry laughed and said, ""Being natural is just another pose, and the most irritating one at that, in my opinion."" Two young men went out to the garden together and sat on the long bamboo bench in the shade of a tall laurel tree. The sun was sliding down the polished leaves. The white daisies among the grass were trembling.",32.873,31.74,"—Naturalness is also affectation, and the most irritating one I know —exclaimed Lord Henry, bursting into laughter. The two young people went out together to the garden, settling on a wide bamboo bench placed in the shade of a laurel tree. The sunlight slid over the waxed leaves. White daisies trembled on the grass.",21.583,19.911
20,"After a pause, Lord Henry pulled out his watch. “I am afraid I must be going, Basil,” he murmured, “and before I go, I insist on your answering a question I put to you some time ago.”","After a brief pause, Lord Henry took out his watch. “I’m afraid I must be going now, Basil,” he muttered, “and before I go, I implore you to answer the question I posed to you earlier.”",43.152,41.755,"After a pause, Lord Henry took out his pocket watch. “I'm sorry, but I have to go, Basil,” he murmured. “But before I go, I will insist that you answer one question. I asked you some time ago as well.”",35.127,33.685,"After a silence, Lord Henry took out his pocket watch. —I am very much afraid that I must leave, Basil —he murmured—, but before I go, I insist that you answer the question I asked you a while ago.",22.15,19.695
21,"“What is that?” said the painter, keeping his eyes fixed on the ground.","“What is it?” the artist said, still staring at the ground.",19.455,13.757,"Without lifting his eyes from the ground, the painter asked, ""What is it?""",14.217,8.234,"—Which one was it? —said the painter, without lifting his eyes from the ground.",21.984,16.754
22,“You know quite well.”,"""You know very well.""",25.276,14.536,“You know it very well.”,40.615,30.739,—You know it perfectly well.,30.214,17.965
23,"“I do not, Harry.”","“I don't know, Harry.”",53.452,43.472,"“I don't know, Harry.”",53.452,43.472,"—I don't know, Harry.",33.659,25.575
24,"“Well, I will tell you what it is. I want you to explain to me why you won’t exhibit Dorian Gray’s picture. I want the real reason.”","“Alright, I will tell you what it is. I want you to explain to me why you are not displaying the portrait of Dorian Gray. I want to know the real reason.”",61.387,60.413,"""Well then, let me tell you. I want you to explain why you don't want to exhibit Dorian Gray's portrait."" “I told you, the real reason.”",32.565,30.185,"—Well, then I will tell you. I want you to explain to me why you are not going to exhibit the portrait of Dorian Gray. I want the real reason.",52.796,51.412
25,“I told you the real reason.”,“I already told you the real reason.””,65.6,61.047,"“I told you, the real reason.”",65.6,59.695,—I have given it to you.,16.649,6.77
26,"“No, you did not. You said it was because there was too much of yourself in it. Now, that is childish.”","“No, you haven't told me yet. You said it was because there were too many things about yourself in it. Come on, that sounds very childish.”",37.079,34.76,"“No, you didn't say that. You said, I put too much of myself into this painting. My friend, this is childhood.”",17.185,13.38,"—No, you haven't. You told me that there is too much of you in that portrait. And that's childish.",13.607,9.52
27,"“Harry,” said Basil Hallward, looking him straight in the face, “every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The sitter is merely the accident, the occasion. It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself. The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul.”","“Harry,” Basil Hallward said while looking straight at him, “every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The sitter is merely the accident, the occasion. It is not he who is revealed by the painter; it is rather the painter who, on the colored canvas, reveals himself. The reason I will not exhibit this painting is that I am afraid that I have shown in it the secret of my own soul.”",84.255,84.114,"Looking into his friend's eyes, Basil Hallward said, ""Harry."" ""Every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The sitter is merely the accident, the occasion. It is not he who is revealed by the painter; it is rather the painter who, on the colored canvas, reveals himself. That is the reason I will not exhibit this picture: I am afraid that I have shown in it the secret of my own soul.""",75.754,75.528,"—Harry—said Basil Hallward, looking him directly in the eyes—, every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The model is merely an accident, the occasion. It is not the subject that the painter reveals; rather, it is the painter who, on the colored canvas, reveals himself. The reason I will not exhibit the picture is that I am afraid I have shown the secret of my own soul.",59.321,58.932
28,Lord Henry laughed. “And what is that?” he asked.,"Lord Henry laughed. ""And what is it?"" he asked.",36.788,29.421,Lord Henry laughed. “What could this mystery be?” he asked.,48.757,44.535,"Lord Henry laughed. — And, what is ...? —he asked.",27.863,21.305
29,"“I will tell you,” said Hallward; but an expression of perplexity came over his face.","“I will tell you,” Hallward said; but a look of confusion crossed his face.",40.714,36.789,"Hallward said, ""I will tell you,"" but a look of astonishment had appeared on his face.",23.692,18.41,—I am going to tell you —replied Hallward; but what appeared on his face was an expression of perplexity.,26.019,20.466
30,"“I am all expectation, Basil,” continued his companion, glancing at him.","""I am eagerly looking forward to it, Basil,"" his friend continued, glancing at him.",30.313,25.959,"His friend glanced at him and said, ""I'm waiting, Basil.""",14.078,7.998,"—I am all ears, Basil —insisted his companion, glancing at him sideways.",42.595,38.338
31,"“Oh, there is really very little to tell, Harry,” answered the painter; “and I am afraid you will hardly understand it. Perhaps you will hardly believe it.”","“Oh, there really isn't much to tell, Harry,” the artist replied; “and I'm afraid you will find it hard to understand. You might find it hard to believe.”",26.891,24.078,"The painter replied, ""There isn't much to tell."" ""I'm afraid you won't understand it properly. Maybe you won't want to believe it.""",11.021,7.699,"—In reality, there is very little to tell, Harry —replied the painter—, and I am afraid you would hardly understand it. Perhaps you wouldn't believe it either.",41.004,39.173
