line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"A window, two white curtains. Under the window, a window seat with a little cushion. When the window is partly openit only opens partlythe air can come in and make the curtains move. I can sit in the chair,or on the window seat, hands folded, and watch this. Sunlight comes in through the window too, ami falls on the floor, which is made of wood, in narrow strips, highly polished. I can smell the polish. There's a rug on the floor, oval, of braided rags. This is the kind of touch they like: folk art, archaic, made by women, in their spare time, from things that have no further use. A return to traditional values. Waste not want not. I am not being wasted. Why do 1 want?","A window, two white curtains. Below is the windowsill with a small cushion placed on it. When the window is slightly open – never more than that – the wind blows in, making the curtains sway. I can sit on the chair, or on the windowsill, arms folded, watching this scene. Sunlight also comes in through the window, falling onto the floor, made of wood, assembled from narrow planks, polished to a shine. I can smell the polish. The floor is covered with a rug, oval-shaped, woven from rags. They like that style: folk craftsmanship, somewhat old-fashioned, made by women in their spare time, from discarded materials. Returning to traditional values. Waste not, want not. I am not being wasted. Why is there still not enough?",36.494,36.046,"A window, two white curtains. Below the curtains, a window seat with a small pillow on it. When the window is half-opened - it won't open any further anyway - the wind can come in and move the curtains. I can sit on the chair or the window seat, clasp my hands, and watch this. Daylight also enters through the window and reflects on the floor covered with narrow-striped, overly polished parquet. I can smell the polish. On the floor, an oval rug, woven from rags. This is what they like: folk art, archaic, made by women, in their spare time, from things that serve no other purpose. A return to traditional values. Waste not, want not. I'm not being wasted. Why would I want to be?",45.831,45.48,"A window, two white curtains. Under the window, a seat with a small cushion. When the window is partially opened –it only opens partially— air comes in and moves the curtains. I can sit in the chair, or on the window seat, with my hands crossed, and dedicate myself to contemplating. Sunlight also enters through the window and projects onto the narrow, highly waxed wooden floorboards. I can smell the wax. On the floor, there is an oval rug, made from old braided rags. This is the kind of detail they like: folk art, archaic, made by women in their spare time with things that are no longer useful. A return to traditional values. Do not consume, do not desire. If I do not consume, why do I still desire?",43.745,43.374
11,"On the wall above the chair, a picture, framed but with no glass: a print of flowers, blue irises, watercolor. Flowers are still allowed, Does each of us have the same print, the same chair, the same while curtains, I wonder? Government issue?","On the wall above the chair, a painting, framed but without glass: it depicts flowers, blue irises, watercolor. Flowers are still allowed. Do we all have the same paintings, the same chairs, the same white curtains? Standard issue?",42.562,41.525,"A picture on the wall above the chair, framed but without glass: a flower print, blue irises, watercolor. The flower is still allowed. Do we each have the same picture, the same chair, the same white curtains? Government property?",40.509,39.35,"On the wall, above the chair, a painting with a frame but without glass: it is a watercolor of flowers, of blue irises. Flowers are still allowed. I wonder if the others also have a painting, a chair, some white curtains. Are these items distributed by the government?",22.659,20.768
12,"Think of it as being in the army, said Aunt Lydia.","Just consider it like being in the military, Aunt Lydia said.",23.835,16.748,"Imagine that you are in the army, Aunt Lydia would say.",31.149,23.901,"""Act as if you were in the army,"" said Aunt Lydia.",38.976,33.887
13,"A bed. Single, mattress medium-hard, covered with a flocked white spread. Nothing takes place in the bed but sleep; or no sleep. I try not to think too much. Like other things now, thought must be rationed. There's a lot that doesn't bear thinking about. Thinking can hurt your chances, and I intend to last. I know why there is no glass, in front of the watercolor picture of blue irises, and why the window opens only partly and why the glass in it is shatterproof. It isn't running away they're afraid of. Wewouldn't get far. It's those other escapes, the ones you can open in yourself, given a cutting edge.","There is a bed. A single bed, medium-firm mattress, white sheets stuffed with recycled cotton. The bed is for nothing other than sleeping – or not sleeping. I try not to think too much. Like everything right now, even thinking has to be rationed. There are many things not worth the effort of thinking about. Thinking too much can affect your chances, and I want to survive. I know why there is no glass, why the watercolor painting of irises is covered, and why the window is only slightly open, using unbreakable glass. It's not that they fear escape. We wouldn't get far anyway. But they fear that other escape, the one we could open within ourselves, with just something sharp-edged.",25.439,24.829,"A bed. Single, with a medium-firm mattress, covered with a woolly white blanket. Nothing happens in the bed except sleeping; or not being able to sleep. I try not to think too much. Like other things, now thoughts should also be rationed. There are many things that are unbearable to think about. Thinking can push one's luck, but my goal is to endure. I know why the watercolor painting of blue irises is without glass, why the window is only half-open, and why the glass is unbreakable. What they fear is not our escape. We can't go too far anyway. It's the other escapes you can make with something sharp within yourself that they fear.",27.752,27.113,"A bed. Single, with a semi-firm mattress covered by a white quilt filled with batting. In the bed, nothing is done except sleep... or not sleep. I try not to think too much. Like everything else, thought has to be rationed. There are many who cannot bear to think. Thinking can harm your chances, and I intend to resist. I know why the painting of the blue lilies has no glass, and why the window only opens partially, and why the window glass is shatterproof. What they fear is not that we might escape –after all, we wouldn't get very far— but those other exits, the ones you can open within yourself if you have a sharp mind.",30.379,29.791
14,"So. Apart from these details, this could be a college guest room, for the less distinguished visitors; or a room in a rooming house, of former times, for ladies in reduced circumstances. That is what we are now. The circumstances have been reduced; for those of us who still have circumstances.","That's it. Besides those points, this is also like a living room at a university, meant for the most ordinary guests; or a boarding room, in the old days, for ladies in reduced circumstances. Just like us now. All in reduced circumstances, that is, for those who still have circumstances.",25.042,23.464,"That's how it is. Aside from these details, this could be a college guest room, for less distinguished visitors; or a boarding house room, from old times, for ladies with limited means. This is who we are. Limited means for those of us who still have means.",43.789,42.924,"So, apart from these details, this could be the guest room of a school, but the room for the less distinguished visitors; or a room in a guesthouse like the ones from before, suitable for ladies of limited means. This is where we are now. The possibilities have been reduced... for those of us who still have possibilities.",43.378,42.525
15,"But a chair, sunlight, flowers: these are not to be dismissed. I am","But chairs, sunlight, and flowers: should not be denied. I am still alive, I live, I breathe, I stretch my hand, spread wide, reaching into the sunlight.",10.351,7.675,"However, the chair, daylight, flowers: These cannot be removed. I am alive, I am living, I am breathing, I extend my hand into the daylight without breaking it.",13.423,10.323,"But the chair, the sunlight, the flowers... should not be despised. I am alive, I live, I breathe, I extend my open hand to the sunlight.",9.392,6.419
16,"alive, I live, I breathe, I put my hand out, unfolded, into the sunlight. Where I am is not a prison but a privilege, as Aunt Lydia said, who was in love with either/or.","I am still alive, I live, I breathe, I stretch my hand, spread wide, reaching into the sunlight. Where I live is not a prison, but a privilege, Aunt Lydia said so, faithful to her either-or formula.",43.356,42.03,"I am alive, I am living, I am breathing, I extend my hand into the daylight without breaking it. The place I am in is not a prison, on the contrary, it is a privilege, as Aunt Lydia, who loves 'either/or' phrases, would say.",21.811,19.923,"I am alive, I live, I breathe, I extend my open hand to the sunlight. The place where I am is not a prison but a privilege, as Aunt Lydia used to say, who loved extremes.",52.572,51.603
17,"The bell that measures time is ringing. Time here is measured by bells, as once in nunneries. As in a nunnery too, there are few mirrors.","The hour bell is ringing. Here, the time is announced by bells, like in old monasteries. Also like monasteries, there are hardly any mirrors.",16.69,13.02,"The bell that measures time is ringing. As it used to be in monasteries, time here is also measured by bells. Again, like in a monastery, there are very few mirrors here.",34.267,32.062,"The bell that marks the time is ringing. Here, time is marked by bells, as it used to be in nunneries. And, also like in a convent, there are few mirrors.",34.751,32.596
18,"I get up out of the chair, advance my feet into the sunlight, in their red shoes, flat-heeled to save the spine and not for dancing. The red gloves are lying on the bed. I pick them up, pull them onto my hands, finger by finger. Everything except the wings around my face is red: the color of blood, which defines us. The skirt is ankle-length, full, gathered to a flat yoke that extends over the breasts, the sleeves are full. The white wings too are prescribed issue; they are to keep us from seeing, but also from being seen. I never looked good in red, it's not my color. I pick up the shopping basket, put it over my arm.","I stood up from the chair, stepped into the sunlight, in red shoes with flat soles, to protect my spine, not for dancing. The red gloves lay on the bed. I picked them up, put them on my hands, one finger at a time. Everything except the wings on either side of my face was red: the color of blood, our sign. A flared dress reaching the ankles, a flat corset up to the chest, long sleeves covering completely. Even the white wings were special items: so we couldn't see, but also wouldn't be seen. I didn't look good in red clothes, they didn't suit me at all. I picked up the shopping basket, slung it over my arm.",29.095,28.5,"I get up from my chair, stretching my feet in red shoes with flat heels designed not for dancing but for protecting the spine into the daylight. The red gloves are on the bed. I pick them up and put them on, sliding each finger into place one by one. Everything is red, except for the wings on either side of my face: the color of the blood that defines us. The dress extends down to the ankles, loose, gathered with a wide band around the chest, and the sleeves are loose as well. The white wings are also by command; to prevent us from seeing, and of course, from being seen. Red has never suited me, it is not my color. I take the shopping basket and hang it on my arm.",26.034,25.366,"I get up from the chair, take a step towards the sunlight with the red low-heeled shoes, designed to protect the spine but not for dancing. The red gloves are on the bed. I pick them up and put them on, finger by finger. Except for the headdress that surrounds my face, everything is red, the color of blood, which is what defines us. The skirt is long down to the ankles and wide, gathered in a smooth yoke that covers the chest, and the sleeves are wide. The white headdress is mandatory; its purpose is to prevent us from seeing, and also from being seen. Red never suited me well, it's not my color. I grab the shopping basket and hang it on my arm.",35.248,34.726
19,"The door of the roomnot my room, I refuse to say myis not locked. In fact it doesn't shut properly. I go out into the polished hallway,which has a runner down the center, dusty pink. Like a path through the forest, like a carpet for royalty, it shows me the way.","The door of this room – not my room, I'm not talking about my room – is not locked. To be precise, it cannot be closed. I step out into the polished hallway, with a long carpet in the middle, pink mixed with gray. Like a trail through the forest, like a velvet carpet for dignitaries, it guides my way.",24.41,23.018,"The door of the room -not my room, I refuse to call it mine- is not locked. In fact, it doesn't even close properly. I step out into the polished corridor with a dirty pink runner in the middle. Like a path in the forest, a royal carpet shows me the way.",37.716,36.489,"The door of the room – not my room, I refuse to acknowledge it as mine — it is not locked. In fact, it cannot even be adjusted. I step out into the hallway, waxed and covered with a central carpet of ashen pink color. Like a path in the forest, like a carpet for royalty, it shows me the way.",43.131,42.313
20,"The carpet bends and goes down the front staircase and I go with it, one hand on the banister, once a tree, turned in another century, rubbed to a warm gloss. Late Victorian, the house is, a family house, built for a large rich family. There's a grandfather clock in the hallway, which doles out time, and then the door to the motherly front sitting room, with its flesh tones and hints. A sitting room in which I never sit, but stand or kneel only. At the end of the hallway, above the front door, is a fanlight of colored glass: flowers, red and blue.","The carpet turned the corner and went down the stairs ahead, and I followed, sliding my hand along the banister, which was once a tree, felled in a century long past, worn to a glossy shine. Late Victorian, a house for a whole family, a large, wealthy family. The hall had a grandfather clock, measuring out time bit by bit, followed by a door leading to the main lounge, with a motherly appearance, tinged with flesh tones. A lounge where I had never sat or lain down to rest, only knelt or stood. At the other end of the hall, above the main door, a half-moon stained glass window: floral patterns, red and blue.",15.534,14.381,"After a bend, the carpet goes down the front stairs, and I follow it, one hand on the banister, which was once a tree, made in another century and polished until it took on a warm glow. A late Victorian-style family house, built for a large and wealthy family. In the hall, there is an aged wall clock that kindly shows the time and a door that opens to the matronly sitting room at the front, with its beige tones and hints, a sitting room where I never sat, only stood or knelt. At the end of the hall, above the front door, there is a stained glass window: flowers, red and blue.",34.246,33.639,"The carpet traces a curve and descends the stairs; I follow it, resting one hand on the banister that was once a tree, crafted in another century, polished to make it shine. The house is of late Victorian style and was built for a wealthy and large family. In the hallway, there is a pendulum clock that languidly marks the time, and then a door that leads to the maternal living room, populated with shadows. A room in which I never sit, I only stand or kneel. At the end of the hallway, above the front door, there is a fanlight with colored glass forming red and blue flowers.",34.508,33.874
21,"There remains a mirror, on the hall wall. If I turn my head so that the white wings framing my face direct my vision towards it, I can see it as I go down the stairs, round, convex, a pier glass, like the eye of a","There is still a mirror on the wall in the hall. If you turn your head so that the two wings limit the rotation field to look straight into it, you will see it when going down the stairs, round, convex, as long as a person, like a fish's eye, seeing myself in it as a distorted shadow, not knowing what to mock – a fairy tale character wearing a red scarf, gradually descending to a moment of carelessness as equal to danger.",15.619,14.515,"Only the mirror on the hall wall remains. As I descend the stairs, if I turn my head in such a way that the white wings on either side of my face direct my view towards the mirror, I see the round, convex, fish-eye-like glass mirror and myself reflected in it; a distorted shadow, a parody of something, like a fairy tale character in a red cloak descending towards a momentary carelessness equivalent to danger.",21.029,19.802,"On the wall of the living room, there is still a mirror. If I turn my head – in such a way that the white cap framing my face directs my vision towards it – I can see it while descending the stairs: a round, convex, full-body mirror, like a fish's eye, and my image reflected in it like a distorted shadow, a parody of something, like the figure from a fairy tale covered with a red cloak, descending towards a moment of indifference that is equal to danger.",18.224,17.176
22,"fish, and myself in it like a distorted shadow, a parody of something, some fairy-tale figure in a red cloak, descending towards a moment of carelessness that is the same as danger. A Sister, dipped in blood. At the bottom of the stairs there's a hat-and-umbrella stand, the bentwood kind, long rounded rungs of wood curving gently up into hooks shaped like the opening fronds of a fern. There are several umbrellas in it: black, for the Commander, blue, for the Commander's Wife, and the one assigned to me, which is red. I leave the red umbrella where it is, because I know from the window that the day is sunny. I wonder whether or notthe Commander's Wile-is in the sitting room. She doesn't always sit. Sometimes 1 can hear her pacing back and forth, a heavy step and then a light one, anil the soft tap of her cane on the dusty-rose carpet.","If you turn your head so that the two wings limit the rotation field to look straight into it, you will see it when going down the stairs, round, convex, as long as a person, like a fish's eye, seeing myself in it as a distorted shadow, not knowing what to mock – a fairy tale character wearing a red scarf, gradually descending to a moment of carelessness as equal to danger. A Nun, dipped in blood. At the end of the stairs, there was a hat and umbrella stand made of bent wood, with long round rods gently coiled into hooks that looked like young fern leaves unfurling. A few umbrellas were left there: a black one, belonging to the Commander, a blue one, belonging to the Commander's Wife, and one meant for me, which was red. I left the red umbrella alone, as I saw through the door that it was sunny today. I wondered if the Commander's Wife was in the lounge. She wasn't always resting. Occasionally, I would hear her walking back and forth, one heavy step followed by a light step, and the faint sound of her cane tapping on the peach-pinkish gray carpet.",15.329,14.75,"As I descend the stairs, if I turn my head in such a way that the white wings on either side of my face direct my view towards the mirror, I see the round, convex, fish-eye-like glass mirror and myself reflected in it; a distorted shadow, a parody of something, like a fairy tale character in a red cloak descending towards a momentary carelessness equivalent to danger. A nun, stained with blood. At the end of the stairs, there is a hat-and-umbrella stand with long, round wooden arms that gently curve towards hooks shaped like the unfurling fronds of a twisted fern. Inside it, there are a few umbrellas: a black one assigned to the Commander, a blue one to the Commander's Wife, and a red one to me. I leave the red umbrella where it is, having seen from the window that the day was sunny. I wonder if the Commander's Wife is in the sitting room. She doesn't always sit there. Sometimes, I can hear her pacing back and forth, one heavy and then one light footstep, and the soft taps of her cane on the dirty rose-colored carpet.",32.275,31.919,"If I turn my head – in such a way that the white cap framing my face directs my vision towards it – I can see it while descending the stairs: a round, convex, full-body mirror, like a fish's eye, and my image reflected in it like a distorted shadow, a parody of something, like the figure from a fairy tale covered with a red cloak, descending towards a moment of indifference that is equal to danger. A sister, bathed in blood. At the foot of the staircase, there is a coat rack for hats and umbrellas; it has long, rounded wooden bars that gently curve to form hooks, imitating the leaves of a fern. Several umbrellas hang from it: a black one for the Commander, a blue one for the Commander's Wife, and the one assigned to me, which is red. I leave the red umbrella in its place: through the window, I see the sun shining. I wonder if the Commander's Wife is in the living room. She is not always sitting there. Sometimes I hear her pacing back and forth, one strong step and then a soft one, and the dull tap of her cane on the ash-pink carpet.",33.208,32.907
23,"I walk along the hallway, past the sitting room door and the door that leads into the dining room, and open the door at the end of the hall and go through into the kitchen. Here the smell is no longer of furniture polish. Rita is in here, standing at the kitchen table, which has a top of chipped white enamel. She's in her usual Martha's dress, which is dull green, like a surgeon's gown of the time before. The dress is much like mine in shape, long and concealing, but with a bib apron over it and without the white wings and the veil. She puts on the veilto go outside, but nobody much cares who sees the face of a Martha. Her sleeves are rolled in the elbow, showing her brown arms. She's making bread, thowing the loaves for the final brief kneading and then the shaping.","I walked along the hallway, past the door to the lounge and the door leading to the dining room, and opened the door at the end of the hallway to enter the kitchen. The smell of wood polish was no longer there. Rita was there, standing by the kitchen table, its white enamel surface chipped at the edges. She was wearing Martha's usual outfit, a dull green, like an old-fashioned surgical gown. It was similar to my dress, long and fully covered, but with an apron and without the white wings or veil. She only wore the veil when going outside, but it didn't matter if anyone saw the faces of the Marthas. Her sleeves were rolled up to the elbows, revealing her brown arms. She was making bread, tossing each loaf for a final knead before putting it into the mold.",23.865,23.263,"Walking through the hallway, I pass the living room door and the door leading to the dining room, then open the door at the end of the hallway and enter the kitchen. This place no longer smells of furniture polish. Rita is standing next to the kitchen table, which is covered with white enamel. She is wearing a familiar Martha dress, a dull green color reminiscent of an old operator's uniform. This dress is very similar to mine in terms of shape, length, and concealment, but it has an apron, no white wings, and no veil. She wears the veil when she goes outside, but no one really cares about seeing a Martha's face. The sleeves of her dress are rolled up to her elbows, revealing the brownness of her arms. She is busy making bread, throwing the loaves onto the table for the final kneading and shaping.",23.356,22.711,"I walk down the hallway, pass by the living room door and the one that leads to the dining room; I open the one at the end and enter the kitchen. It doesn't smell like waxed wood here. I find Rita standing by the table painted with white enamel. She is wearing her usual Martha dress, of a dull green color, like a surgeon's gown from times past. The cut of her dress is very similar to mine, long and modest, but on top she wears an apron with a bib and has no cap or veil. She only wears the veil when going out, but no one cares too much who sees a Martha's face. Her dress is rolled up to her elbows, revealing her dark arms. She is making bread, spreading the dough for the brief final kneading and to shape it.",13.663,12.483
24,"Rita sees me and nods, whether in greeting or in simple acknowl edgment of my presence it's hard to say, and wipes her floury hands on her apron and rummages in the kitchen drawer for the token book. Frowning, she tears out three tokens and hands them to me. Her face might be kindly if she would smile. But the frown isn't personal: it's the red dress she disapproves of, and what it stands for.","Seeing me, Rita nodded, it was hard to tell if she was greeting me or just acknowledging my presence, and wiped her flour-covered hands on her apron to rummage through the kitchen drawer for the ration book. Her brows furrowed, she tore out three sheets and handed them to me. If she smiled, her face would probably look kind. But the frown wasn't directed at me personally: she was annoyed by the red dress and its implications.",19.651,18.307,"Rita sees me and nods her head; it's hard to tell if it's to greet me or simply to acknowledge my presence. She wipes her floury hands on her apron and starts searching for the report card in the kitchen drawer. With a frown, she tears off three report cards and hands them to me. If she smiled, her face could look kind. However, her frown is not personal: it's about the red dress she disapproves of and what it represents.",32.709,31.858,"Rita sees me and moves her head –it's hard to tell whether as a greeting or just becoming aware of my presence—; she wipes her flour-covered hands on her apron and rummages through the drawer in search of the voucher book. He frowns, tears off three vouchers, and hands them to me. If he smiled, his face might appear kind. But his expression is not directed personally at me: he dislikes the red dress and what it represents.",22.452,21.263
