line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"So acutely did Mrs. Dashwood feel this ungracious behaviour, and so earnestly did she despise her daughter–in–law for it, that, on the arrival of the latter, she would have quitted the house for ever, had not the entreaty of her eldest girl induced her first to reflect on the propriety of going, and her own tender love for all her three children determined her afterwards to stay, and for their sakes avoid a breach with their brother.","Mrs. Daswood deeply recognized this rude behavior and despised her daughter-in-law terribly, to the point that when she came, she could have moved elsewhere, if not for her eldest daughter advising her to reconsider. Then, her love for her three daughters made her decide to stay; and also for their sake, she wanted to avoid a rift in the relationship with their brother.",8.412,6.321,"Mrs. Dashwood felt this vulgar behavior so acutely and resented her daughter-in-law so much for it that, had it not been for her eldest daughter's advice making her consider whether it was appropriate to leave, and then her deep love for her three children convincing her to stay and avoid conflict with their brother, she would have permanently left the house when her daughter-in-law arrived.",11.434,9.163,"Mrs. Dashwood felt this discourteous behavior so acutely, and it produced such intense disdain towards her daughter-in-law, that upon the latter's arrival she would have left the house forever had it not been for, first, her eldest daughter's plea which led her to reflect on the advisability of doing so; and later, the tender love she felt for her three daughters, which decided her to stay and for their sake avoid a rupture with their brother.",15.383,13.408
11,"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in Mrs. Dashwood which must generally have led to imprudence. She had an excellent heart;—her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught.","Elinor, the eldest daughter with very useful advice, has a strong quality through her empathy and calmness in judgment. Therefore, despite being only 19 years old, she has become an advisor to her mother, thereby helping everyone as she counterbalances Mrs. Dashwood's often imprudent exuberance. She has a kind heart; affectionate temperament and resolute spirit, but she knows how to restrain herself. This is an awareness that her mother has yet to grasp and her younger sisters still do not wish to be taught.",7.315,5.678,"Her eldest daughter Elinor, whose advice was quite effective, possessed a strong understanding and calm judgment; even though she was only nineteen years old, these qualities made her the counselor of her mother and often gave her the chance to balance Mrs. Dashwood's often imprudent hastiness in a way that benefited them all. She had a wonderful heart; her manners were affectionate; her feelings were strong, but she also knew how to manage them: a knowledge that her mother had not yet learned and one of her sisters was determined never to learn.",15.009,13.655,"Elinor, this eldest daughter whose recommendation had been so effective, possessed a solidity of understanding and serenity of judgment that qualified her, even at only nineteen years old, to advise her mother, and often allowed her to counteract, for the benefit of the whole family, that vehemence of spirit in Mrs. Dashwood that so often could lead her to imprudence. She was of great heart, affectionate character, and deep feelings. But she knew how to govern them: something her mother had yet to learn, and which one of her sisters had resolved never to be taught.",36.275,35.691
12,"Marianne's abilities were, in many respects, quite equal to Elinor's. She was sensible and clever; but eager in everything: her sorrows, her joys, could have no moderation. She was generous, amiable, interesting: she was everything but prudent. The resemblance between her and her mother was strikingly great.","The abilities of her stepsister Marianne are quite similar to Elinor in many aspects. She is sensitive, intelligent, but passionate in everything: her sorrows and joys have no bounds. She is generous, likable, and attentive; she possesses many virtues except for a lack of caution. She is very much like her mother in this regard.",12.645,10.507,"Marianne's abilities were in many ways not inferior to Elinor's. She was intelligent and clever, but hasty in everything; her sorrow and her joy knew no bounds. Generous, charming, and engaging: her only deficiency was common sense. There was a striking resemblance between her and her mother.",22.564,20.904,"Marianne's qualities were, in many respects, on par with Elinor's. She had intelligence and good judgment, but she was vehement in everything; neither her sorrows nor her joys knew moderation. She was generous, kind, attractive: she was everything, except prudent. The resemblance between her and her mother was remarkable.",41.288,40.219
13,"Elinor saw, with concern, the excess of her sister's sensibility; but by Mrs. Dashwood it was valued and cherished. They encouraged each other now in the violence of their affliction. The agony of grief which overpowered them at first, was voluntarily renewed, was sought for, was created again and again. They gave themselves up wholly to their sorrow, seeking increase of wretchedness in every reflection that could afford it, and resolved against ever admitting consolation in future. Elinor, too, was deeply afflicted; but still she could struggle, she could exert herself. She could consult with her brother, could receive her sister–in–law on her arrival, and treat her with proper attention; and could strive to rouse her mother to similar exertion, and encourage her to similar forbearance.","Elinor worriedly realized that her sister was overly sensitive, but in their mother's eyes, this was something to be valued and praised. The mother and daughter encouraged each other in the way they were closely bonded. The concerns that initially troubled them were later cherished, and they sought more pain, continually creating more pain. They completely indulged in their sorrow, tormented further by sorrowful thoughts, and refused to accept anyone's advice. Elinor was also deeply affected, but she still resisted and was able to overcome it on her own. She could consult her brother, welcome her sister-in-law and treat her kindly, and try to encourage her mother to do the same, urging her to endure as she did.",8.801,7.126,"Elinor watched her sister's passionate excesses with concern; but Mrs. Dashwood valued and supported them. They were now encouraging each other regarding the severity of the disaster that had befallen them. The grief that initially rendered them powerless was voluntarily renewed, sought after, and recreated repeatedly. They gave themselves entirely to their sorrow; they tried to amplify the feeling of misery as much as possible with every thought and stubbornly resisted the idea that there could be consolation in the future. Elinor was also in deep sorrow; but she could still struggle and assert herself. She could talk to her brother, greet her sister-in-law when she arrived and show her proper attention, and she tried to persuade her mother to come forward and be equally resilient.",12.801,11.633,"Elinor was worried about her sister's excessive sensitivity, the same that Mrs. Dashwood valued and appreciated. In the current circumstances, they incited each other to live their grief without allowing its intensity to diminish. They voluntarily renewed, sought, and recreated over and over again the agony of sorrow that had overwhelmed them at the beginning. They completely surrendered to their grief, seeking to increase their misery with every image capable of reflecting it, and decided never to admit consolation in the future. Elinor was also deeply afflicted, but she could still fight and strive. She could consult with her brother, receive her sister-in-law upon her arrival and offer her the due attention; and she could strive to induce her mother to similar efforts and encourage her to achieve such self-control.",18.691,17.813
14,"Margaret, the other sister, was a good–humored, well–disposed girl; but as she had already imbibed a good deal of Marianne's romance, without having much of her sense, she did not, at thirteen, bid fair to equal her sisters at a more advanced period of life.","Youngest sister Margaret has a cheerful disposition and good intentions towards everyone; however, influenced by Marianne's romantic notions and lacking awareness, at the age of 13, she is not yet aligned with her two sisters in this stage of her childhood.",5.484,3.086,"The other sister, Margaret, was a good-natured, well-intentioned girl; but having already adopted much of Marianne's enthusiasm without her sense, at thirteen, she did not give much hope of catching up to her sisters later in life.",23.773,21.666,"Margaret, the other sister, was a cheerful and good-natured girl, but having already absorbed a good dose of Marianne's romantic ideas without possessing much of her sensibility, at thirteen years old she did not promise to equal her older sisters in later stages of her life.",26.966,25.199
15,Chapter 2,Chapter 2,100.0,100.0,Mrs. John Dashwood declared herself the mistress of Norland; her mother-in-law and sisters-in-law were reduced to the status of guests.,0.0,0.0,CHAPTER II,70.711,50.0
16,"Mrs. John Dashwood now installed herself mistress of Norland; and her mother and sisters–in–law were degraded to the condition of visitors. As such, however, they were treated by her with quiet civility; and by her husband with as much kindness as he could feel towards anybody beyond himself, his wife, and their child. He really pressed them, with some earnestness, to consider Norland as their home; and, as no plan appeared so eligible to Mrs. Dashwood as remaining there till she could accommodate herself with a house in the neighbourhood, his invitation was accepted.","John Daswood's wife now became the mistress of Norland; the mother and the sisters-in-law were relegated to the status of guests. Nevertheless, she still treated them politely; her husband continued to treat them kindly in the way he tried to treat anyone other than himself, his wife, and his son. He earnestly and sincerely urged them to consider Norland as their own home. Everyone accepted his invitation because there was no other option but for Mrs. Daswood to remain there until she found another place to live in the area. C",14.768,13.767,"Mrs. John Dashwood declared herself the mistress of Norland; her mother-in-law and sisters-in-law were reduced to the status of guests. Nevertheless, she treated them very politely as guests; her husband was as kind to them as he could be to anyone other than himself, his wife, and his sons. She even insisted that they should consider Norland as their home; Mrs. Dashwood, having no more reasonable plan in mind until she could find a house nearby, accepted the offer.",19.117,18.21,"Mrs. John Dashwood settled in as the mistress of Norland, and her mother-in-law and sisters-in-law were relegated to the status of visitors. As such, however, she treated them with calm civility, and her husband with as much kindness as he could feel towards anyone beyond himself, his wife, and son. He actually insisted, with some tenacity, that they consider Norland their home; and since no plan seemed as convenient to Mrs. Dashwood as staying there until they could settle in a house nearby, she accepted his invitation.",35.74,35.093
17,"A continuance in a place where everything reminded her of former delight, was exactly what suited her mind. In seasons of cheerfulness, no temper could be more cheerful than hers, or possess, in a greater degree, that sanguine expectation of happiness which is happiness itself. But in sorrow she must be equally carried away by her fancy, and as far beyond consolation as in pleasure she was beyond alloy.","Being able to continue staying in the place that evoked all her beautiful memories was exactly what she desired. In joyful moments, she was happier than anyone else, and if it was solely due to that happiness, no one felt happier than she did. But when she was sorrowful, she was also drawn by her imagination in a way that no one could console her, similar to how no one could make her restrain herself when she was elated.",5.739,3.987,"Staying in a place where everything reminded her of old happiness was just the thing for her. During times of joy, no one could be more cheerful than her, and she had an optimistic expectation of happiness itself more than anyone else. But in times of sorrow, her dreams would take her to an equally inconsolable place, just as she was unreachable in her moments of joy.",21.532,20.327,"Staying in a place where everything reminded her of past delights was exactly what suited her mind. In good times, no one had a more cheerful temperament than hers or possessed to a greater degree that optimistic expectation of happiness which is happiness itself. But even in sorrow, she let herself be carried away by fantasy, and she became as inaccessible to consolation as in pleasure she was beyond all moderation.",42.908,42.127
18,"Mrs. John Dashwood did not at all approve of what her husband intended to do for his sisters. To take three thousand pounds from the fortune of their dear little boy would be impoverishing him to the most dreadful degree. She begged him to think again on the subject. How could he answer it to himself to rob his child, and his only child too, of so large a sum? And what possible claim could the Miss Dashwoods, who were related to him only by half blood, which she considered as no relationship at all, have on his generosity to so large an amount. It was very well known that no affection was ever supposed to exist between the children of any man by different marriages; and why was he to ruin himself, and their poor little Harry, by giving away all his money to his half sisters?","John Daswood's wife did not accept his intention regarding his sisters at all. Taking away 3000 pounds from their beloved son would certainly impoverish him to a dreadful extent. She pleaded with him to reconsider. How could he justify himself when he had taken away the largest sum of money from his son, and that was their only child? And the Daswood sisters, who were only half-sisters and whom she did not consider close relatives, what right did they have to receive such a large sum out of generosity? Many people knew well that one could not expect affection between children from different marriages; so why would he ruin himself and their poor little son Harry by giving all his money to his half-sisters?",10.957,10.055,"Mrs. John Dashwood did not at all approve of what her husband intended to do for his sisters. Taking three thousand pounds from her dear son's fortune would condemn him to dreadful poverty. She begged her husband to reconsider the matter. How could she justify to herself robbing her only child, and of such a large amount? Moreover, how could the Dashwood girls have any right to expect such a large sum from his generosity, when they were only half-relations to him, which in her view hardly counted as kinship at all. It was quite obvious that no closeness was to be expected between children from different marriages; so why should she ruin herself and her poor little Henrys, giving away all their money to strangers?",23.483,22.947,"Mrs. John Dashwood did not approve at all of what her husband intended to do for his sisters. Reducing their dear little boy's fortune by three thousand pounds would mean impoverishing him in the most atrocious manner. She implored him to reconsider. How could he justify to himself depriving his son, his only son, of such a large sum? And what right could the Miss Dashwoods, who were only his half-sisters —which to her meant they were not really relatives— have to demand such a large amount from his generosity? It was well known that no kind of affection could be expected between the children of a man's different marriages; and why should they ruin themselves, he and his poor little Harry, by giving all their money to his half-sisters?",30.103,29.627
19,"""It was my father's last request to me,"" replied her husband, ""that I should assist his widow and daughters.""","Her husband replied: - That was the father's final wish, that you should support his widow and his daughters.",13.259,9.198,"""My father's last request from me,"" her husband replied, ""was to support his widow and daughters.""",40.354,37.466,"—It was my father's last request —her husband replied—, that I help his widow and his daughters.",25.021,21.673
