line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"“Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.”","- You must know, Mrs. Long has informed me that there is a young, wealthy gentleman from the North who has rented Netherfield. He arrived on Monday in a four-horse carriage. He likes the place very much and agreed immediately to Mr. Morris's price. And he is supposed to arrive before St. Michael's Day, but some of his servants will come ahead next week.",18.357,17.251,"""Well, darling, you must listen to this, Mrs. Long says that a young man from northern England, who is very wealthy, has bought Netherfield; he came on Sunday with a four-horse carriage to see the place and liked it so much that he immediately made an agreement with Mr. Morris; he will take over the property before Michaelmas, and some of his servants will be in the house by the end of next week.""""",36.452,35.67,"––Well, you should know, dear, that Mrs. Long says that Netherfield has been rented by a very rich young man from the north of England; that he came on Monday in a four-horse landau to see the place; and that he was so delighted with it that he immediately came to an agreement with Mr. Morris; that he will come to occupy it before Michaelmas; and that some of his servants will be in the house by the end of next week.",44.333,43.664
11,“What is his name?”,- So what is his name?,50.552,41.113,"""What is his/her name?""""",20.205,11.868,––What is your name?,30.789,19.358
12,“Bingley.”,- Bingley.,48.549,27.516,"""Bingley.""""",24.028,10.682,––Bingley.,42.888,30.327
13,“Is he married or single?”,- Is he married or still single?,34.927,25.849,"""Is he married or single?""""",50.712,44.632,––Are you married or single?,51.151,43.013
14,"“Oh, single, my dear, to be sure! A single man of large fortune; four or five thousand a year. What a fine thing for our girls!”","- Ah, he must still be single. A single man with a large income, four or five thousand pounds a year. That would be a good thing for our daughters!",20.442,16.359,"""Ah! Single, my dear, of course single! A very rich bachelor, earning four or five thousand a year. What a delightful thing for our daughters!""",42.478,40.64,"––Oh! Single, dear, of course. A single man of great fortune; four or five thousand pounds a year. What a good match for our daughters!",38.098,36.008
15,“How so? how can it affect them?”,- So what? What does that have to do with our daughters?,9.953,3.737,"""What do you mean? What does it have to do with our daughters?""",8.11,3.01,––And what? How can it affect them?,67.516,64.964
16,"“My dear Mr. Bennet,” replied his wife, “how can you be so tiresome? You must know that I am thinking of his marrying one of them.”","- Dear, you must understand that I am thinking about him marrying one of our children.",12.843,10.121,"""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome! You must have realized that I was thinking of marrying one of the girls to him.""",33.588,31.427,"––My dear Mr. Bennet ––replied his wife––, how can you be so naive? You must know that I am thinking of marrying him to one of them.",48.621,47.009
17,“Is that his design in settling here?”,"- So, did that guy have such an intention when he came here?",11.002,5.817,"""Did he come here for this purpose?""""",11.641,4.457,––Is that the reason that brought you here?,19.071,10.553
18,"“Design? Nonsense, how can you talk so! But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes.”","- Intention? How can you speak so recklessly? It's just that he might fall in love with one of our daughters, so you must visit him as soon as possible.",33.902,32.205,"""Did he come here for this purpose?"""" ""How can you talk like that! It's very likely that he has fallen in love with one of the girls; that's why you should visit him as soon as you arrive.""",27.608,25.919,"––""Reason! Nonsense, how can you say that?"" ""It is very possible that he may fall in love with one of them, and that is why you must go visit him as soon as he arrives.""",48.503,47.345
19,"“I see no occasion for that. You and the girls may go—or you may send them by themselves, which perhaps will be still better; for as you are as handsome as any of them, Mr. Bingley might like you the best of the party.”","- I don't see any opportunity at all. You and the kids can go, or let the kids go by themselves, that might be better. Because you are more beautiful than them, I'm afraid Mr. Bingley might like you more.",20.992,19.134,"""There is no reason for this. You can go with the girls, or you can send them on their own, in fact, this might be better because since you are not inferior to them in beauty, Mr. Bingley might choose you instead.""",13.896,11.519,"––I don't see the reason for it. You can go with the girls or send them alone, which might be better; since you are as pretty as any of them, maybe Mr. Bingley will prefer you.",18.095,15.622
20,"“My dear, you flatter me. I certainly have had my share of beauty, but I do not pretend to be anything extraordinary now. When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.”","- Oh sir, you are flattering me again. Surely, I once had my youthful days, but now I cannot consider myself special. When a woman has five grown daughters, she should no longer think about her own beauty.",23.279,21.266,"""You flatter me, darling. Of course, I've had my share of beauty, but I can no longer think highly of myself. A woman who has raised five daughters should stop thinking about her own beauty.""",27.253,25.529,"––Dear, you flatter me. It is true that at one time I wasn't bad at all, but now I can't pretend to be anything out of the ordinary. When a woman has five grown daughters, she must stop thinking about her own beauty.",32.071,30.473
21,"“In such cases, a woman has not often much beauty to think of.”","- Well, only when that woman doesn't have any beauty worth thinking about.",9.3,3.477,"""In that case, there wouldn't be any beauty to think about anyway.""""",14.421,9.673,"––In such cases, most women don't have much beauty left to think about.",19.668,13.907
22,"“But, my dear, you must indeed go and see Mr. Bingley when he comes into the neighbourhood.”","- But hey, you should go meet Mr. Bingley as soon as he arrives here.",13.145,9.053,"""Sweetheart, when he moves in, you really must go and see Mr. Bingley.""",31.633,28.108,"––Well, dear, really, you have to go visit Mr. Bingley as soon as he settles in the neighborhood.",14.565,10.087
23,"“It is more than I engage for, I assure you.”","- To be honest, it's beyond my ability.",9.564,3.697,"""I can't promise that much, be sure of it.""",10.769,4.065,––I don't guarantee it.,4.851,2.157
24,"“But consider your daughters. Only think what an establishment it would be for one of them. Sir William and Lady Lucas are determined to go, merely on that account; for in general, you know, they visit no new comers. Indeed you must go, for it will be impossible for us to visit him, if you do not.”","You know... - But you have to think about the children. Just think that one of them might achieve something. Sir William and Lady Lucas are also determined to go for that very reason. You know they usually don't like visiting new people. In fact, you must go, otherwise, the children and I have no reason to go if you don't.",19.154,17.745,"""But think of your daughters. Look, what a great match for the girls. Sir William and Lady Lucas are determined to go, and just because of this, because you know they usually don't visit newcomers. You really must go, because if you don't go, it will be impossible for us to go.""",31.512,30.456,"––But think of your daughters. Realize what a match it would be for one of them. Sir William and Lady Lucas are determined to go, and only for that purpose. You know they usually don't visit new neighbors. Really, you must go, because it will be impossible for us to visit him if you don't.",47.329,46.586
25,"“You are over scrupulous, surely. I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls—though I must throw in a good word for my little Lizzy.”","- You are being overly cautious. I am sure that Mr. Bingley will be pleased to meet you, and I will send you with a few lines to let him know that I am willing to accept, if he chooses one of my daughters, although I will say little to praise Lizzy.",18.028,16.058,"""You are calculating things very precisely. I'm sure Mr. Bingley will be very happy to see you; I will also write a few lines and send them with you, saying that I am fine with whichever of the girls he chooses; but of course, I need to add something nice for my little Lizzy.""",23.843,22.354,––You are too modest. I am sure that Mr. Bingley will be very glad to see you; and you will take him a few lines from me to assure him that he has my most sincere consent to marry one of them; although I will put in a good word for my little Lizzy.,41.098,40.07
26,"“I desire you will do no such thing. Lizzy is not a bit better than the others: and I am sure she is not half so handsome as Jane, nor half so good-humoured as Lydia. But you are always giving her the preference.”","- I hope you won't do that. Lizzy is no better than the others, and I don't think she's half as beautiful as Jane, nor half as lively as Lydia, yet you always favor her the most!",19.843,17.742,"""I hope you don't do such a thing. Lizzy is not even a bit superior to the others; she is neither half as beautiful as Jane, nor half as good-natured as Lydia. But you always side with her.""",27.763,26.048,"––I refuse to let you do such a thing. Lizzy is no better than the others, she is not half as pretty as Jane, nor half as cheerful as Lydia. But you always prefer her.",31.326,29.852
27,"“They have none of them much to recommend them,” replied he: “they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.”","- So, do you think those kids have anything worth mentioning?",1.659,0.626,"""None of them have any remarkable qualities,"" replied Mr. Bennet; ""they are all silly and ignorant like other girls; but Lizzy is smarter than her sisters.""",41.033,39.421,––None of the three are very recommendable ––he replied––. They are as silly and ignorant as the other girls; but Lizzy has a bit more sharpness than her sisters.,25.877,23.688
28,"“Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves.”","- Mr. Bennet, how can you humiliate our children like that? You just tease me to get me upset for fun. You have no sympathy for my sensitive nerves at all!",24.548,22.236,"""Mr. Bennet, how can you belittle your own children like this? You take pleasure in vexing me. You have no compassion for my poor nerves.""",50.824,49.233,––Mr. Bennet! How can you speak like that about your daughters? You love to upset me. You have no compassion for my poor nerves.,30.345,27.959
29,"“You mistake me, my dear. I have a high respect for your nerves. They are my old friends. I have heard you mention them with consideration these twenty years at least.”","- You are mistaken. I have great respect for your nerves. At least for the past twenty years, I have heard you talk a lot about your nerves.",24.791,22.262,"""You misunderstood me, my dear. I have great respect for your nerves. Your nerves are my old friend. For at least twenty years, I have been persistently listening to you talk about your nerves.""",31.047,29.167,"––You are mistaken, dear. I have a lot of respect for your nerves. They are old friends of mine. For at least twenty years, I have heard you mention them with much consideration.",45.207,43.645
30,"“Ah, you do not know what I suffer.”",- Hmph! You can't possibly know how much I've suffered...,9.953,3.737,"""How would you know what I've been through.""""",14.991,8.054,––You don't know how much I suffer!,14.939,8.401
31,"“But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.”","- But I hope you will soon get over it, and continue to live to see many young men with four thousand pounds a year come to reside in this area.",39.339,37.246,"""You will get through it, live many more years, and see many young people who earn four thousand a year come here.""""",27.544,23.888,––But you will get well and live to see many young men with four thousand pounds a year come to this place.,35.382,32.794
32,"“It will be no use to us, if twenty such should come, since you will not visit them.”","- If twenty people like that come here but you refuse to meet them, it will be pointless.",11.011,6.161,"""Even if twenty come, it won't be of any use to us if you don't visit.""""",15.262,10.607,––It would be useless if those twenty young people came and you didn't go to visit them.,12.233,8.18
33,"“Depend upon it, my dear, that when there are twenty, I will visit them all.”","- When there are twenty people, I will go meet everyone.",21.141,16.878,"""Rest assured, my dear, if there are twenty, I will visit them all.""""",60.243,58.307,"––If it depends on that, dear, as soon as the twenty are here, I will visit them all.",35.856,32.506
34,"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character. Her mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper. When she was discontented, she fancied herself nervous. The business of her life was to get her daughters married: its solace was visiting and news.","Mr. Bennet's personality was a blend of cunning, sarcastic humor, reserve, and unpredictability, so much so that even after decades of living together, his wife still couldn't understand him. Her mind was simpler. She had a narrow-minded empathy, poor knowledge, and an erratic temperament. When things didn't go her way, she felt as if she were anxious. Her whole life revolved around finding husbands for her five daughters. Visiting and exchanging gossip were her ways of relieving boredom.",10.926,9.263,"Mr. Bennet was such a mixture of odd quick-wittedness, subtle sarcasm, coldness, and selfishness that twenty-three years of experience had not been enough for his wife to understand his character. Understanding his wife's temperament was less difficult. She was a woman of limited understanding, low education, and unpredictable reactions. When she was unhappy, she thought her nerves were disturbed. Her whole concern in life was to marry off her daughters; her solace was visits and news.",23.519,22.251,"Mr. Bennet was such a rare mixture of witty, sarcastic, reserved, and capricious that twenty-three years of experience had not been enough for his wife to understand his character. However, hers was less difficult; she was a woman of little intelligence, rather uneducated, and of uneven temperament. Her goal in life was to marry off her daughters; her consolation, visits and gossip.",17.114,15.742
35, Mr. & Mrs. Bennet,Pride and Prejudice Jane Austen,0.0,0.0,Her whole concern in life was to marry off her daughters; her solace was visits and news.,5.485,2.024,"Her goal in life was to marry off her daughters; her consolation, visits and gossip.",5.804,2.148
36,CHAPTER II.,www. dtv-ebook. com Chapter 2,19.206,7.81,Chapter II,60.653,60.653,CHAPTER II,60.653,60.653
37,"MR. BENNET was among the earliest of those who waited on Mr. Bingley. He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,—","Mr. Bennet was one of the earliest visitors to call on Bingley. He always intended to visit him, although he constantly told his wife that he did not want to go. It was not until the evening after the visit that his wife learned of it. While watching his second daughter trim a hat, he suddenly said to her: - Lizzy, I hope Mr. Bingley will like this hat.",29.32,28.236,"Mr. Bennet was one of the first to visit Mr. Bingley. Although he convinced his wife until the last moment that he would not go, he had intended to go from the beginning; he did not tell his wife about the visit until the evening. In the evening, he explained it in the following manner. While watching his second daughter decorate a hat, he suddenly said,",22.568,21.254,"Mr. Bennet was one of the first to pay his respects to Mr. Bingley. He always intended to visit him, although, in the end, he always assured his wife that he would not; and until the evening after his visit, his wife knew nothing about it. The matter came to light in the following way: observing how his daughter was putting on a hat, Mr. Bennet said:",24.709,23.474
38,"“I hope Mr. Bingley will like it, Lizzy.”","While watching his second daughter trim a hat, he suddenly said to her: - Lizzy, I hope Mr. Bingley will like this hat.",21.047,18.207,"""I hope Mr. Bingley likes it, Lizzy,"" she said.",31.119,24.601,"––I hope Mr. Bingley likes it, Lizzy.",47.85,43.015
39,"“We are not in a way to know what Mr. Bingley likes,” said her mother, resentfully, “since we are not to visit.”",She was offended: - We cannot know what he likes because we do not visit him.,6.093,3.189,"""We have no way of knowing what Mr. Bingley likes,"" said her mother sorrowfully, ""since we are not going to visit him.""",29.094,26.117,––How can we know what Mr. Bingley likes ––said his resentful wife–– if we haven't visited him yet?,17.849,15.632
40,"“But you forget, mamma,” said Elizabeth, “that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.”","Elizabeth said: - Have you forgotten? We will meet him at the gathering, and Mrs. Long has promised to introduce us to him.",33.736,31.381,"""But you are forgetting, mother,"" said Elizabeth, ""we will meet him at the ball; Mrs. Long promised to introduce us.""""",22.545,18.097,"––You forget, mom ––said Elizabeth–– that we will see him at the parties, and that Mrs. Long has promised to introduce him to us.",41.454,39.69
41,"“I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.”","- Mom doesn't believe Mrs. Long would do such a thing. She still has two granddaughters. She is a selfish, hypocritical, and untrustworthy person.",29.405,27.494,"""I don't think Mrs. Long will introduce him. She has her own two nieces. She's a selfish, hypocritical woman, I don't respect her.""",27.477,25.308,––I don't believe Mrs. Long would do such a thing. She has two nieces to think about; she is selfish and hypocritical and does not deserve my trust.,24.274,22.051
42,"“No more have I,” said Mr. Bennet; “and I am glad to find that you do not depend on her serving you.”","Mr. Bennet interjected - I don't believe it either, so I'm glad you have no intention of asking her for help.",10.139,6.698,"""Nor will I,"" said Mr. Bennet; ""besides, I can gladly say that you do not need his help.""",26.736,23.772,––Nor is mine ––said Mr. Bennet–– and I am glad to know that you do not rely on her services.,23.206,19.975
43,"Mrs. Bennet deigned not to make any reply; but, unable to contain herself, began scolding one of her daughters.","Mrs. Bennet did not bother to reply, but unable to contain herself, she turned to scold her daughters.",30.683,26.682,"Mrs. Bennet did not deign to respond, but she couldn't help starting to scold one of her daughters.",26.043,22.255,"Mrs. Bennet did not deign to reply; but unable to contain herself, she began to scold one of her daughters.",44.191,41.127
44,"“Don’t keep coughing so, Kitty, for heaven’s sake! Have a little compassion on my nerves. You tear them to pieces.”","- Kitty, don't keep coughing like that. You have to consider your mother's nerves a bit. My head is about to explode here.",10.032,5.717,"""For God's sake, Kitty, stop coughing like that! Have some pity on my nerves. You've shredded my nerves to pieces.""",23.103,18.373,"––For the love of God, Kitty, stop coughing like that! Have mercy on my nerves. You are destroying them.",24.886,21.267
45,"“Kitty has no discretion in her coughs,” said her father; “she times them ill.”","The father interjected: - Kitty coughs without any discretion, coughing at inappropriate times.",8.521,3.173,"""Kitty is not careful about coughing at all,"" said her father; ""she coughs at the wrong time.""",15.495,11.328,––Kitty is not at all discreet when coughing ––said her father––. She always does it at an inopportune moment.,5.878,2.16
46,"“I do not cough for my own amusement,” replied Kitty, fretfully. “When is your next ball to be, Lizzy?”",Kitty replied miserably: - I'm not happy enough to laugh like that. - When is your prom?,7.704,4.012,"""I'm not coughing for fun,"" Kitty replied irritably. ""When is the first ball, Lizzy?""",11.192,7.418,"––I don't find coughing amusing ––complained Kitty. ––When is your next dance, Lizzy?",11.634,8.806
47,“To-morrow fortnight.”,- Two more weeks.,24.028,10.682,"""Next week is tomorrow.""""",13.888,5.522,––In fifteen days from tomorrow.,19.305,8.117
48,"“Ay, so it is,” cried her mother, “and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.”","The mother exclaimed in shock: - Ah, I see. Mrs. Long will only return the day before that, so she can't introduce him because she doesn't know him yet.",9.864,7.413,"""There you go,"" cried his mother, ""Mrs. Long will only return a day before, and then she won't be able to introduce the man, because she herself wouldn't have met him yet.""",8.886,6.116,"––Yes, that's right ––exclaimed the mother––. And Mrs. Long won't return until the day before; so it will be impossible for her to introduce us to Mr. Bingley, because she still won't know him.",29.903,28.321
49,"“Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to her.”","- So you have an advantage over your friend, just introduce Mr. Bingley to the girl.",27.011,23.186,"""Then, my dear, take your friend's place and introduce Mr. Bingley to her.""""",43.602,41.426,"––Then, Mrs. Bennet, you can get ahead of your friend and introduce him to her yourself.",15.503,10.908
50,"“Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?”","- It's not possible, sir, it's not possible, as I still haven't gotten to know him. How can you joke like that?",10.864,7.149,"""Impossible, Mr. Bennet, impossible, I haven't even met the man yet; how can you be so exasperating?""",45.2,43.016,"––Impossible, Mr. Bennet, impossible, when I don't know him either. Why are you mocking me?",36.027,33.833
51,"“I honour your circumspection. A fortnight’s acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if we do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.”","- I commend you for being cautious. Two weeks is too little time to get acquainted. We cannot know what someone we just met thinks after only two weeks, but if we are not bold, others will take the initiative. Anyway, Mrs. Long and her two nieces also want to try their luck. If we do not move forward, she will think we are yielding, and she will seize the opportunity.",16.096,14.71,"""I agree with your meticulousness. Fifteen days of acquaintance is certainly very little. A person cannot be known in fifteen days. But if we don't take action, someone else will; besides, Mrs. Long and her nieces will also try their luck; so, isn't the point courtesy? If you refuse the help, I can take on this task.""",21.192,20.128,"––I commend your discretion. A friendship of fifteen days is truly very short. In reality, after only two weeks, one cannot really know what kind of man he is. But if we do not take the risk, others will. After all, Mrs. Long and her nieces can wait for their opportunity to present itself; but, nevertheless, as she will believe it to be an act of delicacy on her part to decline the attention, I will be the one to introduce him to you.",22.597,21.659
52,"The girls stared at their father. Mrs. Bennet said only, “Nonsense, nonsense!”","The girls stared at their father. Mrs. Bennet only said: - Nonsense, absolute nonsense!",57.266,54.818,"The girls looked at their father. Mrs. Bennet simply said, ""You are being ridiculous!""",38.091,34.67,"The girls stared at their father intently. Mrs. Bennet simply said: ––Nonsense, nonsense!",51.418,48.066
53,"“What can be the meaning of that emphatic exclamation?” cried he. “Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you there. What say you, Mary? For you are a young lady of deep reflection, I know, and read great books, and make extracts.”","- What do you mean by that? Do you mean that the way of introduction and the tension in this matter are unreasonable? I cannot agree with you on this point. Mary, do you have any opinions? Dad knows you like to think carefully, enjoy reading good books, and often quote from them.",8.077,6.215,"""What could be the meaning of this harsh word?"" cried Mr. Bennet. ""Do you see the customs of acquaintance and the importance given to them as nonsense? I do not agree with you on that matter. What do you say, Mary, as a girl with deep thoughts, who reads big books and takes notes?""",13.624,11.662,"""––What does that emphatic exclamation mean? ––asked Mr. Bennet––."" ""Do you consider the formalities of introduction as nonsense, given their importance?"" ""I do not agree with you on that."" ""What do you say, Mary?"" ""I know that you are a very thoughtful young woman, and that you read great books and summarize them.""",11.568,9.317
54,"Mary wished to say something very sensible, but knew not how.","Mary wanted to say something reasonable, but couldn't think of anything.",22.384,15.728,"Mary wanted to say something very meaningful, but she couldn't manage it.",29.765,22.719,"Mary wanted to say something sensible, but she didn't know how.",29.192,22.629
55,"“While Mary is adjusting her ideas,” he continued, “let us return to Mr. Bingley.”","He continued: - While Mary is gathering her thoughts, let's return to the story of Mr. Bingley.",23.418,17.794,"""While Mary gathers her thoughts,"" continued Mr. Bennet, ""let us return to Mr. Bingley.""",31.866,28.691,"––While Mary clarifies her thoughts ––he continued––, let's return to Mr. Bingley.",28.875,25.674
56,"“I am sick of Mr. Bingley,” cried his wife.",The wife raised her voice: - I'm too tired of this Bingley guy.,9.941,3.716,"""I'm tired of Mr. Bingley,"" cried his wife.",52.756,48.443,––I'm fed up with Mr. Bingley! ––shouted his wife.,25.26,19.506
57,"“I am sorry to hear that; but why did you not tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.”","- I am sorry to hear you say that, but why didn't you say it earlier? If I had known this morning, I certainly wouldn't have gone to meet him. It's really unfortunate, but since I have met him, we can't avoid this acquaintance now.",23.782,22.144,"""I'm sorry to hear that; but why didn't you tell me earlier? If I had known this in the morning, I wouldn't have visited the man. It's a great misfortune; but since I went, we can't pretend we haven't met anymore.""",23.701,22.197,"––I'm very sorry to hear that; why didn't you tell me earlier? If I had known this morning, I wouldn't have gone to their house. Bad luck! But since I have already visited them, we cannot give up their friendship now.",23.014,21.438
58,"The astonishment of the ladies was just what he wished—that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.","The astonishment of the girls was exactly what he desired; Mrs. Bennet herself was even more astonished than her daughters, yet after moments of agitation came joy; she believed that this was what she had always wished for.",18.348,15.71,"The ladies' astonishment was just as he wanted; in fact, Mrs. Bennet's surpassed the others; yet, as the first wave of joy subsided, Mrs. Bennet began to say that she had expected this all along.",11.546,8.674,"The astonishment of the ladies was precisely what he desired; perhaps Mrs. Bennet's surpassed the rest; although once the commotion caused by the joy was over, she declared that deep down it was what she had always imagined.",34.303,32.586
59,"“How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.”","- My dear Mr. Bennet, how kind you are! But I know in the end I still have to persuade you. I know very well that you love the children very much, so you cannot overlook such an acquaintance. I'm so happy! It's quite amusing how you joked this morning, going without saying a word until now.",16.293,14.625,"""How good you are, dear Mr. Bennet! But I knew I would eventually convince you. I was sure you loved your daughters too much to neglect such an acquaintance. Oh, how pleased I am! Also, it's such a good joke, you go this morning, but don't say a word until this hour.""",39.19,38.42,"––My dear Mr. Bennet, how good you are! But I knew that in the end I would convince you. I was sure that you love your daughters enough not to neglect this matter. How happy I am! And what a funny joke, that you went this morning and didn't tell us anything until now!",18.423,16.951
60,"“Now, Kitty, you may cough as much as you choose,” said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife.","Mr. Bennet turned to Kitty and said, ""Kitty, you may cough as much as you like now."" He spoke as he walked out of the room, feeling tired from his wife's enthusiastic words.",31.631,29.696,"""Come now, Kitty, you can cough as much as you want,"" said Mr. Bennet; saying this, he left the room, exhausted from his wife's enthusiasm.",39.204,37.584,"––Now, Kitty, you may cough as much as you want ––said Mr. Bennet; and he left the room, tired by his wife's enthusiasm.",42.426,41.337
61,"“What an excellent father you have, girls,” said she, when the door was shut. “I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant, I can tell you, to be making new acquaintances every day; but for your sakes we would do anything. Lydia, my love, though you are the youngest, I dare say Mr. Bingley will dance with you at the next ball.”","When the door of the room had closed, she told her children: ""See, you have a wonderful father."" ""I don't understand how you will repay your father's care, even I don't know."" ""I don't mind telling you, at our age, making new acquaintances every day is not very pleasant, but we are willing to do everything for you."" ""Lydia, although you are the youngest, I am sure Mr. Bingley will dance with you at the upcoming ball.""",23.659,22.777,"""You have a wonderful father, girls,"" said Mrs. Bennet, as the door closed. ""I don't know how you will repay his efforts, or even mine. At our age, meeting someone new every day is not very pleasant; but we do everything for your sake. Lydia, my dear, you are the youngest, but I think Mr. Bingley will dance with you at the first ball.""",22.722,21.869,"––What an excellent father you have, daughters! ––she said once the door was closed––. I don't know how you will ever be able to thank him for his kindness, nor do I, for that matter. At this point, I assure you that it is not pleasant to make new acquaintances every day. But for you, we would do anything. Lydia, dear, even though you are the youngest, I would bet that Mr. Bingley will dance with you at the next ball.",42.506,41.94
62,"“Oh,” said Lydia, stoutly, “I am not afraid; for though I am the youngest, I’m the tallest.”","Lydia said firmly: - I'm not afraid. Although I'm the youngest, I'm taller than my sisters.",11.454,7.85,"""Yo!"" said Lydia, boldly, ""I'm not afraid; I may be the youngest, but I'm the tallest.""",19.852,15.807,"––I am calm ––said Lydia firmly––, because although I am the youngest, I am the tallest.",23.318,20.015
