line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"It was the Dover road that lay, on a Friday night late in November, before the first of the persons with whom this history has business. The Dover road lay, as to him, beyond the Dover mail, as it lumbered up Shooter’s Hill. He walked up hill in the mire by the side of the mail, as the rest of the passengers did; not because they had the least relish for walking exercise, under the circumstances, but because the hill, and the harness, and the mud, and the mail, were all so heavy, that the horses had three times already come to a stop, besides once drawing the coach across the road, with the mutinous intent of taking it back to Blackheath. Reins and whip and coachman and guard, however, in combination, had read that article of war which forbade a purpose otherwise strongly in favour of the argument, that some brute animals are endued with Reason; and the team had capitulated and returned to their duty.","2. The Mail Coach On a late Friday night in November, the Dover road stretched out before the first character related to this story. The Dover road stretched ahead, the Dover mail coach was laboriously climbing up Shooter's Hill. That person was also trudging up the slope in the mud beside the coach, as were the other passengers; not because they enjoyed the exercise in such circumstances but because the hill and the harnesses, the mud, and the parcels had made the coach so heavy that the horses had to stop three times, and once they dragged the coach across the road with the intent of rebelling back to Blackheath. However, with the reins and the whip, the driver and the guard combined, strictly according to martial law, quashed the intention that would have supported the argument that some animals are endowed with reason; thus, the rebellious group had to submit and return to their duty.",19.235,18.59,"On a Friday night in late November, the road to Dover stretched out before the first little person in this story; the Dover mail coach was laboriously trying to climb Shooter's Hill, with the road stretching out before the man. Like the other passengers, he was trudging up the hill beside the mail coach, sinking into the mud; they were not walking for pleasure under those conditions, of course; the hill, the harness, the mud, the coach, all had become so heavy that the horses had stopped three times, even dragging the coach to the other side of the road as if they wanted to return to Blackheath with rebellious effort. However, despite having read the war-related article that stated it was forbidden to act contrary to the view that some wild animals were endowed with ""reason,"" the whip, the coachman, and the guard persisted in what they knew; thus, the horses gave in and returned to their duties.",11.662,10.636,"The one who was traveling first among the characters who are to play a very important role in the present story, on a Friday night in November, was the one from Dover. The traveler followed the stagecoach as it advanced heavily up the slope of Shooter's Hill. He was walking through the mud clinging to the dilapidated box of the carriage, and alongside him were the other travel companions, not certainly moved by the desire to exercise, which was rather unpleasant given the circumstances, but because the slope, harnesses, mud, stagecoach, and horses were so heavy that the latter had already declared three times their desire not to go any further, not to mention another time when they tried to turn around with the seditious intention of returning to Blackheath. The reins and the whip, the postilion and the guard, in agreement, had to read the article of the Campaign Regulations which ensures that never, under any circumstances, will brute animals be right, thanks to which the team capitulated and resigned themselves to fulfill their duty.",12.45,11.619
11,"With drooping heads and tremulous tails, they mashed their way through the thick mud, floundering and stumbling between whiles, as if they were falling to pieces at the larger joints. As often as the driver rested them and brought them to a stand, with a wary “Wo-ho! so-ho-then!” the near leader violently shook his head and everything upon it—like an unusually emphatic horse, denying that the coach could be got up the hill. Whenever the leader made this rattle, the passenger started, as a nervous passenger might, and was disturbed in mind.","Heads bowed, tails flicking, four horses trudged through the thick mud; every now and then they stumbled as if their joints were about to fall apart. Each time the coachman cautiously uttered a “Whoa! Easy, easy!” and pulled the reins to let them rest, the lead horse on his side would shake its head violently, shaking off everything clinging to it - as if it was vehemently declaring that the mail coach would never reach the top of the hill. Every time the lead horse made a fuss, the traveler would startle, a bit terrified just like all the other faint-hearted people.",6.935,5.32,"The horses, with their heads bowed and tails trembling, trudged through the mud, stumbling as if their legs might fall apart at the joints at any moment. Whenever the driver rested them and cautiously urged, ""Deeeh! Come on now!"" the horse on the left would violently shake its head and everything on it – as if it had an unusual determination to resist the cart climbing the hill. Our passenger, on the other hand, would flinch and become uneasy every time the horse moved, just like any tense traveler would.",10.762,9.275,"With their heads lowered and their tails trembling, they tried to make their way through the seas of thick mud that covered the path, stumbling here, taking a dreadful tumble there, falling not infrequently and always staggering. Whenever the coachman granted them some rest, the lead horse would violently shake its head and all the objects adorning it with a doctoral and emphatic air, as if its intention was to deny that the stagecoach could reach the top of the hill; and whenever he cracked the whip, the traveler I have been speaking of would lift his head in fright, like a man abruptly torn from his meditations.",8.153,6.421
12,"There was a steaming mist in all the hollows, and it had roamed in its forlornness up the hill, like an evil spirit, seeking rest and finding none. A clammy and intensely cold mist, it made its slow way through the air in ripples that visibly followed and overspread one another, as the waves of an unwholesome sea might do. It was dense enough to shut out everything from the light of the coach-lamps but these its own workings, and a few yards of road; and the reek of the labouring horses steamed into it, as if they had made it all.","The mist, heavy with moisture, filled every hollow and sadly wandered to the hilltop like a ghost searching for a resting place but finding none. The damp, icy mist slowly curled and rose, clearly visible in successive layers that overlapped like waves on a stormy sea. The fog was so dense that what could be seen in the light of the lamp mounted on the vehicle was just that thick mist with a few yards of road ahead; the steaming breath of the weary horses blended into the fog as if the entire gloomy sky had been exhaled by them.",10.288,9.093,"A misty fog covered every side and drifted aimlessly up the road like a malevolent spirit seeking peace but unable to find it. The sticky, icy fog spread in rings around, like waves in an eerie sea. The fog was so dense that the car headlights could only illuminate a few meters ahead, and the steam from the rapidly breathing horses mixed with it, as if all this fog had emanated from them.",5.919,4.422,"Seas of watery vapor in the form of thick fog covered all the hollows and slid close to the ground like malevolent spirits seeking rest and finding none. The fog was sticky and very cold, advancing in graceful curls and undulating masses that chased and caught each other like waves do when the sea is rough. It was dense enough to confine within a very narrow circle the light shed by the carriage lanterns, to the point of preventing the visibility of the jets of steam the horses snorted out, which added to the abundance of those filling the atmosphere.",13.257,12.299
13,"Two other passengers, besides the one, were plodding up the hill by the side of the mail. All three were wrapped to the cheekbones and over the ears, and wore jack-boots. Not one of the three could have said, from anything he saw, what either of the other two was like; and each was hidden under almost as many wrappers from the eyes of the mind, as from the eyes of the body, of his two companions. In those days, travellers were very shy of being confidential on a short notice, for anybody on the road might be a robber or in league with robbers. As to the latter, when every posting-house and ale-house could produce somebody in “the Captain’s” pay, ranging from the landlord to the lowest stable non-descript, it was the likeliest thing upon the cards. So the guard of the Dover mail thought to himself, that Friday night in November, one thousand seven hundred and seventy-five, lumbering up Shooter’s Hill, as he stood on his own particular perch behind the mail, beating his feet, and keeping an eye and a hand on the arm-chest before him, where a loaded blunderbuss lay at the top of six or eight loaded horse-pistols, deposited on a substratum of cutlass.","Besides this character, the other two passengers were also trudging up the hill next to the mail coach. All three were wearing cloaks that covered their cheeks, hoods that covered their ears, and boots that reached above their knees. From the outside, no one could tell what the other two looked like; each person concealed themselves under layers of coverings that hid both their thoughts and their appearances from their fellow travelers. At that time, travelers were very wary of making sudden acquaintances because anyone on the road could potentially be a robber or an accomplice of a gang of robbers. With the second possibility, when every post station and inn could have someone on the payroll of the Big Boss, from the landlord to the lowest stable boy, encountering accomplices of a gang of robbers was the most likely occurrence. The escort of the Dover mail coach thought this to himself on that Friday night in November 1775 as the coach laboriously climbed Shooter's Hill, while he stood in the guard compartment at the back of the coach, stamping his feet and never taking his eyes or hands off the weapon chest, inside which lay a loaded blunderbuss on top of six or eight muskets, with a short sword at the bottom.",16.193,15.656,"The other two passengers were also slowly advancing beside the stagecoach. All three of them were wrapped up to their cheekbones and ears, and they wore high-topped boots. None of them could tell what the others looked like; because the only part exposed was their eyes, and the contents of their minds were a mystery. In those days, passengers did not easily trust one another, as there was a high chance that one of the travelers could be a robber or his accomplice. In every inn and tavern, whether gentleman or peasant, they could be ""Captain's"" men. Thus, on that Friday night in November of 1775, as they barely climbed the hill, the guard of the Dover stagecoach, perched in his designated spot at the back of the coach, was thinking about these things while knocking his feet together and never taking his hand or eyes off the chest that contained six or seven loaded guns, a loaded rifle with a cartridge chamber, and a hunting knife.",11.153,10.585,"Two travelers, in addition to the one I have mentioned, were laboriously climbing the ramp following the stagecoach. All three had their coat collars pulled up to their ears, and all three wore very high boots. None of them could have said whether their travel companions were handsome or ugly, young or old; so carefully did they conceal their faces, and it wouldn't be amiss to add that, if it was impossible for the eyes of the body to discern the slightest physical feature, it was even more so for the eyes of the spirit to conjecture those of the soul, that is, the intentions that each of them might harbor. In those happy times, travelers were highly reserved and avoided with great caution placing trust in unknown persons, for any stagecoach or road companion could turn out to be a bandit or an accomplice of bandits, gentlemen who abounded to a blessing, as all taverns and inns had no shortage of soldiers in the pay of the ""captain,"" whose ranks were nourished by everyone without exception, starting with the innkeeper and ending with the last stable boy. This was precisely what the guard of the Dover mail coach was thinking about on that Friday night in November of seventeen seventy-five, as it laboriously climbed the Shooter's Hill, seated on the rear bench of the cart reserved for him, furiously stomping on the boards to prevent his feet from turning into blocks of ice, and with his hand on a loaded blunderbuss, which topped a pile of six or eight saddle pistols, also loaded, which were based on another pile of perfectly sharpened machetes and daggers.",11.54,11.077
14,"The Dover mail was in its usual genial position that the guard suspected the passengers, the passengers suspected one another and the guard, they all suspected everybody else, and the coachman was sure of nothing but the horses; as to which cattle he could with a clear conscience have taken his oath on the two Testaments that they were not fit for the journey.","This Dover mail coach, as usual, had an atmosphere of mutual suspicion: the escort suspected the passengers, the passengers suspected the escort and each other, everyone suspected everyone else, and the coachman only trusted the horses; and with these animals, he could place his hand on both volumes of the Holy Bible and swear with a clear conscience that they were not suited for this journey. −",24.401,23.222,"The usual friendly atmosphere prevailed in the Dover mail coach, meaning that the guard was suspicious of the passengers, the passengers were suspicious of each other and the guard, in short, everyone was suspicious of everyone else. The only thing the driver was sure of was the condition of the horses; even if the world were to end, they wouldn't be able to make it up this road.",16.266,14.669,"On the journey to which the present story refers, what invariably happened on all trips occurred in the Dover stagecoach: the guard suspected the travelers, the travelers suspected each other and the guard, they all looked at each other with distrust, and as for the postilion, he was only sure of the horses: that is, with full awareness, he would have sworn by the Old and New Testament that the livestock was not fit for the task it was destined for.",16.271,15.038
15,"“Wo-ho!” said the coachman. “So, then! One more pull and you’re at the top and be damned to you, for I have had trouble enough to get you to it!—Joe!”","Oh dear! - The coachman exclaimed. - Come on! Just one more pull and you'll reach the top of the hill, and then you're on your own, because getting you there has already been too much for me!... Joe! − Yes! - The escort responded.",9.093,6.691,"""Deeh!"" said the coachman. "" Come on, let's go! Keep it up, we're almost at the top, you damn creatures, what a trouble you've caused us to get here!",14.158,10.876,"—Giddy up! Giddy up!—shouted the postilion. —Get up, lazy ones! Just one more pull, and you'll be at the top of that cursed hill! Hey, Pepe!",9.994,7.34
16,“Halloa!” the guard replied.,−,0.0,0.0,"Joe!"" ""Speak!"" said the guard.",16.463,8.914,—What's up?—replied the guard.,25.276,14.536
17,"“What o’clock do you make it, Joe?”","What time do you think it is now, Joe? −",23.462,16.59,"""What time is it, Joe?""",34.131,26.709,—What time do you think it is?,18.19,10.229
18,"“Ten minutes, good, past eleven.”",It's definitely ten past eleven.,24.118,18.326,"""It is ten past eleven.""""",25.099,17.747,"—At least, eleven ten.",15.41,6.479
19,"“My blood!” ejaculated the vexed coachman, “and not atop of Shooter’s yet! Tst! Yah! Get on with you!”","− Oh my God! - The coachman exclaimed angrily. - And we haven't even reached the top of Shooter Hill yet! Shush! Ha! Move on, you lot!",6.659,3.407,"""Come on, now!"" shouted the coachman, annoyed, ""we haven't even gotten out of Shooter yet! Deeh! Come on, move!""",7.74,4.266,"—Wrath of God!—shouted the postilion. —It's ten past eleven and we're not at the crest of Shooter! Ap... ap...! Ah, thief!",5.06,1.831
