"Multiple_ents","Single_ent","annotation_id","annotator","created_at","en","es","es_translation","id","lead_time","line_no","modify_feedback","sentiment","tr","tr_translation","updated_at","vi","vi_translation"
"","['elizabeth', 'elizabeth–']",585,"7","2024-09-24T17:58:39.188277Z","“That is a failing, indeed!” cried Elizabeth. “Implacable resentment is a shade in a character. But you have chosen your fault well. I really cannot laugh at it. You are safe from me.”","––Ése es realmente un defecto ––replicó Elizabeth––. El rencor implacable es verdaderamente una sombra en un carácter. Pero ha elegido usted muy bien su defecto. No puedo reírme de él. Por mi parte, está usted a salvo.","––That is really a flaw ––replied Elizabeth––. Implacable resentment is truly a shadow on one's character. But you have chosen your flaw very well. I cannot laugh at it. As for me, you are safe.",1444,22.896,432,"","Aligned 😊","""Bu bir kusur işte!"" –diye haykırdı Elizabeth. ""Katı kincilik karakterdeki bir gölgedir. Ama hatanızı iyi seçmişsiniz. Buna gerçekten gülemem. Benden yana emniyettesiniz.","""This is a flaw indeed!"" –cried Elizabeth. ""Rigid vindictiveness is a shadow in the character. But you have chosen your fault well. I really cannot laugh at this. You are safe from me.""","2024-09-24T17:58:39.188298Z","Elizabeth thốt lên: - Như thế là một khuyết điểm đấy! Thói phật ý không thể nào xoa dịu được chính là một phần của tính khí. Nhưng anh đã lựa chọn đúng khuyết điểm của anh – tôi thật sự không thể bông đùa. Anh được an toàn với tôi.","Elizabeth exclaimed: - That is a flaw! The habit of being displeased that cannot be soothed is indeed a part of one's temperament. But you have chosen your flaw correctly – I truly cannot jest. You are safe with me."
"","['mr bennet', 'bennet']",586,"7","2024-09-24T17:58:59.849105Z","“I hope, my dear,” said Mr. Bennet to his wife, as they were at breakfast the next morning, “that you have ordered a good dinner to-day, because I have reason to expect an addition to our family party.”","––Espero, querida ––dijo el señor Bennet a su esposa; mientras desayunaban a la mañana siguiente––, que hayas preparado una buena comida, porque tengo motivos para pensar que hoy se sumará uno más a nuestra mesa.","––I hope, my dear ––Mr. Bennet said to his wife while they were having breakfast the next morning––, that you have prepared a good meal, because I have reason to believe that one more will join us at our table today.",1445,19.085,447,"","Aligned 😊","""Umarım, hayatım,"" dedi Mr Bennet karısına, ertesi sabah kahvaltı ederlerken, ""bugün iyi bir yemek hazırlanmasını söylemişsindir, çünkü aramıza katılım olacağını beklemek için sebeplerim var.","""I hope, my dear,"" said Mr. Bennet to his wife, as they were having breakfast the next morning, ""that you have ordered a good dinner today, for I have reasons to expect an addition to our family circle.""","2024-09-24T17:58:59.849127Z","Khi cả gia đình cùng ăn sáng với nhau, ông Bennet nói với vợ: - Tôi hy vọng bà sẽ chuẩn bị bữa ăn tối nay thật ngon, vì chúng ta sẽ có khách ghé thăm.","When the whole family was having breakfast together, Mr. Bennet said to his wife: - I hope you will prepare a delicious dinner tonight, as we will have guests visiting."
"","['charlotte lucas']",588,"7","2024-09-24T18:00:03.485293Z","“Who do you mean, my dear? I know of nobody that is coming, I am sure, unless Charlotte Lucas should happen to call in; and I hope my dinners are good enough for her. I do not believe she often sees such at home.”","––¿A quién te refieres, querido? No tengo noticia de que venga nadie, a no ser que a Charlotte Lucas se le ocurra visitarnos, y me parece que mis comidas son lo bastante buenas para ella. No creo que en su casa sean mejores.","––Who are you referring to, dear? I have no news of anyone coming, unless Charlotte Lucas decides to visit us, and I think my meals are good enough for her. I don't believe they are better at her house.",1446,24.176,448,"","Aligned 😊","""Kimi kastediyorsun, hayatım? Gelecek kimse yok; belki Charlotte Lucas uğrarsa uğrar –umarım sofram onun için yeterince iyidir. Böylesini kendi evinde bile sık göremez.","""Who do you mean, my dear? There is no one coming; perhaps Charlotte Lucas might drop by – I hope my table is good enough for her. She doesn't get to see such things often even in her own home.""","2024-09-24T18:00:03.485314Z","- Ông có ý gì thế? Tôi chưa nghe ai sẽ đến cả, ngoại trừ Charlotte Lucas sẽ có thể bất ngờ đến thăm. Nhưng tôi mong là thức ăn gia đình ta đủ ngon để tiếp đãi cô ấy, tôi không nghĩ cô ta thường được thưởng thức những món như thế ở nhà.","- What do you mean? I haven't heard anyone will come, except for Charlotte Lucas who might unexpectedly visit. But I hope our family's food is good enough to entertain her, I don't think she often gets to enjoy such dishes at home."
"","['mr collins', 'collins', 'collin', 'señor collins']",591,"7","2024-09-24T18:00:57.802333Z","After amusing himself some time with their curiosity, he thus explained:—“About a month ago I received this letter, and about a fortnight ago I answered it; for I thought it a case of some delicacy, and requiring early attention. It is from my cousin, Mr. Collins, who, when I am dead, may turn you all out of this house as soon as he pleases.”","Después de divertirse un rato, excitando su curiosidad, les explicó: ––Hace un mes recibí esta carta, y la contesté hace unos quince días, porque pensé que se trataba de un tema muy delicado y necesitaba tiempo para reflexionar. Es de mi primo, el señor Collins, el que, cuando yo me muera, puede echaros de esta casa en cuanto le apetezca.","After having some fun, piquing their curiosity, he explained to them: ––A month ago I received this letter, and I replied to it about fifteen days ago, because I thought it was a very delicate matter and needed time to reflect. It is from my cousin, Mr. Collins, who, when I die, can throw you out of this house whenever he pleases.",1447,25.054,453,"","Aligned 😊","Kendini bir süre onların merakıyla eğlendirdikten sonra, açıklamayı yaptı– ""Bir ay kadar önce bu mektubu aldım; on beş gün kadar önce cevap verdim, çünkü dikkatle ele alınması gereken nazik bir mesele olduğunu düşündüm. Yeğenim Mr Collins'den geliyor, hani, ben ölünce istediği an hepinizi bu evden atabilecek adamdan.","After amusing himself with their curiosity for a while, he made the explanation– ""I received this letter about a month ago; I replied about fifteen days ago, because I thought it was a delicate matter that needed to be handled carefully."" ""It is from my nephew Mr. Collins, you know, the man who can throw you all out of this house whenever he wants after I die.""""","2024-09-24T18:00:57.802355Z","Sau một lúc tiêu khiển với tính hiếu kỳ của vợ con, ông từ tốn giải thích: - Khoảng một tháng trước tôi nhận được là thư này, và hai tuần trước tôi đã trả lời, vì tôi nghĩ rằng đây là chuyện tế nhị nên tôi cần chú ý từ đầu. Đấy là thư của anh Collins, người mà sau khi tôi chết có thể đuổi mọi người ra khỏi ngôi nhà này nếu anh ta muốn.","After amusing himself for a while with his family's curiosity, he calmly explained: - About a month ago, I received this letter, and two weeks ago I replied, because I thought this was a delicate matter, so I needed to pay attention from the beginning. This is a letter from Mr. Collins, who, after I die, can evict everyone from this house if he wants to."
"","['mrs bennet', 'señora bennet––', 'bennet']",592,"7","2024-09-24T18:01:13.787249Z","“That is all very proper and civil, I am sure,” said Mrs. Bennet, “and I dare say she is a very agreeable woman. It is a pity that great ladies in general are not more like her. Does she live near you, sir?”","––Todo eso está muy bien y es muy cortés por su parte ––comentó la señora Bennet––. Debe ser una mujer muy agradable. Es una pena que las grandes damas en general no se parezcan mucho a ella. ¿Vive cerca de usted?","––All that is very well and very courteous on her part ––commented Mrs. Bennet––. She must be a very pleasant woman. It's a pity that great ladies in general do not resemble her much. Does she live near you?",1448,2.123,479,"","Aligned 😊","""Bunlar gayet yerinde ve kibarca hareketler,"" dedi Mrs Bennet, ""çok sevimli bir kadın olduğu belli. Büyük hanımların daha çok onun gibi olmamaları çok yazık. Size yakın mı yaşıyor, beyefendi?","""These are very appropriate and polite actions,"" said Mrs. Bennet, ""it is clear that she is a very charming woman. It is a pity that more grand ladies are not like her. Does she live near you, sir?""","2024-09-24T18:01:13.787270Z","Bà Bennet nói: - Tất cả những việc này đều đúng cách và lịch sự, nên tôi tin chắc bà ấy là một người phụ nữ rất dễ chịu. Điều đáng tiếc là những mệnh phụ như thế không được nhiều. Bà ấy sống có gần ông không?","Mrs. Bennet said: - All these actions are proper and polite, so I am sure she is a very pleasant woman. The unfortunate thing is that there aren't many such ladies. Does she live near you?"
"","['mr bennet', 'bennet', 'bennet––']",594,"7","2024-09-24T18:01:52.907288Z","“You judge very properly,” said Mr. Bennet; “and it is happy for you that you possess the talent of flattering with delicacy. May I ask whether these pleasing attentions proceed from the impulse of the moment, or are the result of previous study?”","––Juzga usted muy bien ––dijo el señor Bennet––, y es una suerte que tenga el talento de saber adular con delicadeza. ¿Puedo preguntarle si esos gratos cumplidos se le ocurren espontáneamente o si son el resultado de un estudio previo?","––You judge very well ––said Mr. Bennet––, and it is fortunate that you have the talent to flatter with delicacy. May I ask if those pleasant compliments occur to you spontaneously or if they are the result of prior study?",1449,37.755,487,"","Aligned 😊","""Çok yerinde bir düşünce,"" dedi Mr Bennet, ""ayrıca, ince iltifatlar etme yeteneğine sahip olmanız da hoş. Bu tatlı sözler o anda mı doğuyor yoksa önceden çalışılıyorlar mı, merak ediyorum.","""A very sensible thought,"" said Mr. Bennet, ""also, it is nice that you have the ability to make fine compliments. I wonder if these sweet words are born at the moment or if they are rehearsed beforehand.""","2024-09-24T18:01:52.907302Z","Ông Bennet nói: - Ông nhận xét rất đúng, ông đã làm cho người khác hài lòng qua cung cách tế nhị. Nhân đây, xin hỏi rằng những cử chỉ ấy xuất phát vào sự việc diễn ra, hay là kết quả của việc nghiên cứu trước.","Mr. Bennet said: - Your observation is very accurate; you have pleased others through your delicate manner. By the way, may I ask whether those gestures stem from the unfolding events, or are they the result of prior study."
"","['mrs bennet', 'bennet', 'señora bennet']",597,"7","2024-09-24T18:02:22.477920Z","Mrs. Bennet treasured up the hint, and trusted that she might soon have two daughters married; and the man whom she could not bear to speak of the day before, was now high in her good graces.","La señora Bennet se dio por enterada, y confiaba en que pronto tendría dos hijas casadas. El hombre de quien el día antes no quería ni oír hablar, se convirtió de pronto en el objeto de su más alta estimación.","Mrs. Bennet took note of it, and she hoped that soon she would have two married daughters. The man she didn't even want to hear about the day before suddenly became the object of her highest esteem.",1450,28.415,503,"","Aligned 😊","Mrs Bennet aldığı işarete dört elle sarıldı, ve yakında iki kızını evlendirebileceğine inandı; daha dün adını duymaya bile dayanamadığı adam şimdi gözüne girmişti.","Mrs. Bennet eagerly seized the opportunity, and soon believed she could marry off her two daughters; the man she couldn't even bear to hear about just yesterday had now become quite favorable in her eyes.","2024-09-24T18:02:22.477944Z","Bà Bennet rất lưu tâm đến lời ngụ ý này, và tin rằng chẳng bao lâu hai cô con gái của bà sẽ đính hôn. Anh chàng mà bà không thể chịu đựng nổi mỗi khi nói đến hai ngày trước giờ được bà trọng đãi như khách quý.","Mrs. Bennet paid great attention to this insinuation, and believed that soon her two daughters would be engaged. The young man whom she could not stand to hear about two days ago was now being treated by her as an honored guest."
"","['mrs philips', 'señora philips', 'philips']",624,"7","2024-09-24T18:16:18.474034Z","“I know little of the game at present,” said he, “but I shall be glad to improve myself; for in my situation of life——” Mrs. Philips was very thankful for his compliance, but could not wait for his reason.","––Conozco poco este juego, ahora ––le dijo––, pero me gustaría aprenderlo mejor, debido a mi situación en la vida. La señora Philips le agradeció su condescendencia, pero no pudo entender aquellas razones.","––I know little about this game now ––he said to him––, but I would like to learn it better, due to my situation in life. Mrs. Philips thanked him for his condescension, but she could not understand those reasons.",1451,855.904,520,"","Aligned 😊","""Henüz oyun hakkında pek az şey biliyorum,"" dedi, ""ama kendimi geliştirmek isterim, çünkü insan benim durumumda–"" Mrs Philips gösterdiği uyum için teşekkür etti ama nedenini duymak istemedi.","""I know very little about the game yet,"" he said, ""but I want to improve myself, because a person in my situation–"" Mrs. Philips thanked him for his cooperation but did not want to hear the reason.","2024-09-24T20:56:35.791575Z","Anh nói: - Tôi không biết chơi nhiều về lối chơi này, nhưng tôi sẽ rất vui có cơ hội học thêm, vì trong hoàn cảnh cuộc sống của tôi. Bà Philips cảm ơn anh đã chiều theo bà, nhưng không thể chờ nghe lý do của anh.","He said: - I don't know much about this way of playing, but I would be very happy to have the opportunity to learn more, given the circumstances of my life. Mrs. Philips thanked him for indulging her, but could not wait to hear his reason."
"","['wickham––', 'wickham']",625,"7","2024-09-24T18:17:06.511602Z","“I have no right to give my opinion,” said Wickham, “as to his being agreeable or otherwise. I am not qualified to form one. I have known him too long and too well to be a fair judge. It is impossible for me to be impartial. But I believe your opinion of him would in general astonish—and, perhaps, you would not express it quite so strongly anywhere else. Here you are in your own family.”","––Yo no tengo derecho a decir si es o no es antipático ––continuó el señor Wickham––. No soy el más indicado para ello. Le he conocido durante demasiado tiempo y demasiado bien para ser un juez justo. Me sería imposible ser imparcial. Pero creo que la opinión que tiene de él sorprendería a cualquiera y puede que no la expresaría tan categóricamente en ninguna otra parte. Aquí está usted entre los suyos.","––I have no right to say whether he is or isn't disagreeable ––continued Mr. Wickham––. I am not the most suitable person for that. I have known him for too long and too well to be a fair judge. It would be impossible for me to be impartial. But I believe that the opinion you have of him would surprise anyone, and you might not express it so categorically anywhere else. Here you are among your own.",1452,49.819,527,"","Aligned 😊","""Benim görüşümü söylemeye hakkım yok,"" dedi Wickham, ""sevimli mi değil mi bilemem. Görüş verme yetkim yok. Onu doğru karar veremeyecek kadar uzun zamandır ve iyi tanıyorum. Tarafsız olmam imkânsız. Ama inanıyorum ki onun hakkındaki fikriniz çok kişiye şaşırtıcı gelir –ama belki bunu başka yerde böyle güçlü biçimde ifade etmezsiniz. Burada ne de olsa aile içindesiniz.","""I have no right to state my opinion,"" said Wickham, ""I cannot say whether she is charming or not. I am not authorized to give an opinion. I have known her for too long and too well to make a fair judgment. It is impossible for me to be impartial. But I believe that your opinion of her would surprise many people – though perhaps you would not express it so strongly elsewhere. After all, you are among family here.""","2024-09-24T20:59:02.119212Z","Wickham nói: - Tôi không có quyền cho ý kiến của tôi về việc anh ấy có dễ chịu không. Tôi không đủ tư cách cho ý kiến. Tôi đã biết anh ấy quá lâu và quá rõ nên không đủ công tâm để xét đoán anh ấy. Tôi không thể giữ vô tư. Nhưng tôi tin ý kiến của cô về anh ấy đáng gây ngạc nhiên – và có lẽ ở nơi nào khác cô không nặng lời như thế. Nơi này, cô đang ở trong gia đình của cô.","Wickham said: - I do not have the right to give my opinion on whether he is pleasant or not. I am not qualified to give an opinion. I have known him for too long and too well to be impartial in judging him. I cannot remain unbiased. But I believe your opinion of him is surprisingly harsh – and perhaps elsewhere you would not speak so harshly. Here, you are with your family."
"","['darcy', 'mr darcy']",626,"7","2024-09-24T18:17:45.417548Z","“There was just such an informality in the terms of the bequest as to give me no hope from law. A man of honour could not have doubted the intention, but Mr. Darcy chose to doubt it—or to treat it as a merely conditional recommendation, and to assert that I had forfeited all claim to it by extravagance, imprudence, in short, anything or nothing. Certain it is that the living became vacant two years ago, exactly as I was of an age to hold it, and that it was given to another man; and no less certain is it, that I cannot accuse myself of having really done anything to deserve to lose it. I have a warm unguarded temper, and I may perhaps have sometimes spoken my opinion of him, and to him, too freely. I can recall nothing worse. But the fact is, that we are very different sort of men, and that he hates me.”","––Había tanta informalidad en los términos del legado, que la ley no me hubiese dado ninguna esperanza. Un hombre de honor no habría puesto en duda la intención de dichos términos; pero Darcy prefirió dudarlo o tomarlo como una recomendación meramente condicional y afirmó que yo había perdido todos mis derechos por mi extravagancia e imprudencia; total que o por uno o por otro, lo cierto es que la rectoría quedó vacante hace dos años, justo cuando yo ya tenía edad para ocuparla, y se la dieron a otro; y no es menos cierto que yo no puedo culparme de haber hecho nada para merecer perderla. Tengo un temperamento ardiente, soy indiscreto y acaso haya manifestado mi opinión sobre Darcy algunas veces, y hasta a él mismo, con excesiva franqueza. No recuerdo ninguna otra cosa de la que se me pueda acusar. Pero el hecho es que somos muy diferentes y que él me odia.","––There was so much informality in the terms of the legacy that the law would not have given me any hope. A man of honor would not have doubted the intention of those terms; but Darcy preferred to doubt it or take it as a merely conditional recommendation and asserted that I had lost all my rights due to my extravagance and imprudence; in short, either for one reason or another, the fact is that the rectory became vacant two years ago, just when I was old enough to occupy it, and it was given to someone else; and it is no less true that I cannot blame myself for having done anything to deserve losing it. I have a fiery temperament, I am indiscreet, and perhaps I have expressed my opinion about Darcy a few times, and even to him, with excessive frankness. I do not remember anything else I could be accused of. But the fact is that we are very different and that he hates me.",1453,37.669,541,"","Aligned 😊","""Vasiyetin şartlarında resmi olmayan bir şey vardı işte, bana yasalar önünde şans tanımıyordu. Şerefli bir adam buradaki niyetten kuşku duyamazdı, ama Mr Darcy kuşku duymayı seçti –ya da koşullu bir tavsiye diye düşündü ve benim tüm haklarımdan feragat ettiğimi iddia etti, yok müsrifmişim, yok basiretsizmişim –yani işte, aklına ne gelirse. O kilise de iki sene önce, ben tam başına geçecek yaşa gelince boşaldı ve başka birine verildi, burası kesin; ama şurası da kesin ki o kiliseyi kaybetmeyi hak edecek herhangi bir şey yapmış olmakla suçlayamıyorum kendimi. Sıcak, korunmasız bir tabiatım vardır; onun hakkındaki görüşlerimi bazen serbestçe söylemiş olabilirim, ona da söylemiş olabilirim. Aklıma daha kötü bir şey gelmiyor. Ama gerçek şu ki çok farklı türde insanlarız ve benden nefret ediyor.","""There was something unofficial in the conditions of the will, it didn't give me a chance in the eyes of the law. An honorable man couldn't doubt the intention here, but Mr. Darcy chose to doubt – or thought it was a conditional recommendation and claimed that I had renounced all my rights, saying I was extravagant, saying I was imprudent – whatever came to his mind. That church also became vacant two years ago, just when I was of age to take over, and it was given to someone else, that's certain; but it's also certain that I can't accuse myself of having done anything to deserve losing that church. I have a warm, unprotected nature; I may have sometimes spoken freely about my opinions of him, I may have even said something to him. I can't think of anything worse. But the truth is, we are very different kinds of people and he hates me.""","2024-09-24T18:17:45.417570Z","- Có một trong các điều khoản của di chúc khiến tôi không có hy vọng gì từ pháp luật. Một người có danh dự không thể nghi ngờ ý định, nhưng anh Darcy lại cố tình nghi ngờ, hoặc xem đấy chỉ là đề xuất có điều kiện, và xác nhận rằng tôi đã từ bỏ mọi quyền lợi trong đấy qua sự phung phí khinh suất, đại loại như thế. Điều chắc chắn là khoản thu nhập không còn gì hai năm trước, vào thời điểm tôi đủ tuổi để thụ hưởng. Khoản này đã được giao cho một người khác. Cũng chắc chắn là tôi không thể tự kết án mình đã thật sự làm gì đấy để đáng bị truất quyền thụ hưỏng. Tôi có tính khí nóng nảy, không thể tự kiềm chế; có lẽ tôi thỉnh thoảng có nói điều gì đấy quá buông thả về anh ấy, hay nói với anh ấy. Tôi không nhớ mình đã làm gì tệ hại hơn. Nhưng sự thật là, chúng tôi thuộc về hai mẫu người rất khác nhau, và anh ấy ghét tôi.","- There is one clause in the will that leaves me with no hope from the law. A man of honor cannot doubt the intention, but Mr. Darcy deliberately doubts, or considers it merely a conditional proposal, and asserts that I have forfeited all rights in it through reckless extravagance, something like that. What is certain is that the income was gone two years ago, at the time I came of age to benefit from it. This amount was assigned to someone else. It is also certain that I cannot convict myself of having actually done anything to deserve disinheritance. I have a hot temper, cannot restrain myself; perhaps I occasionally said something too loose about him, or to him. I do not remember doing anything worse. But the truth is, we belong to two very different types of people, and he hates me."
"","['elizabeth']",627,"7","2024-09-24T18:18:53.546591Z","Elizabeth was again deep in thought, and after a time exclaimed, “To treat in such a manner the godson, the friend, the favourite of his father!” She could have added, “A young man, too, like you, whose very countenance may vouch for your being amiable.” But she contented herself with—“And one, too, who had probably been his own companion from childhood, connected together, as I think you said, in the closest manner.”","Elizabeth reflexionó de nuevo y al cabo de unos momentos exclamó: ––¡Tratar de esa manera al ahijado, al amigo, al favorito de su padre! Podía haber añadido: «A un joven, además, como usted, que sólo su rostro ofrece sobradas garantías de su bondad.» Pero se limitó a decir: ––A un hombre que fue seguramente el compañero de su niñez y con el que, según creo que usted ha dicho, le unían estrechos lazos.","Elizabeth reflected again and after a few moments exclaimed: ––To treat the godson, the friend, the father's favorite in that way! He could have added: ""To a young man, moreover, like you, whose face alone offers ample proof of your kindness."" But he limited himself to saying: ––To a man who was surely the companion of his childhood and with whom, as I believe you have said, he had close ties.",1454,68.503,550,"","Aligned 😊","Elizabeth yine derin düşüncelere daldı ve bir süre sonra kendini tutamadı: ""Bir vaftiz oğluna, bir arkadaşa, babasının sevdiği birine böyle davranmak!"" –Tam ekleyecekti, ""hem de güzelliği iyiliğinin kanıtı olan senin gibi bir gence,"" –ama şöyle demekle yetindi, ""hem de muhtemelen çocukluk arkadaşınız olan, dediğinize göre aranızda yakın bağlar olan birine!","Elizabeth once again fell into deep thoughts and after a while couldn't hold herself back: ""To treat a godson, a friend, someone his father loved in such a way!"" –She was about to add, ""and to a young man like you, whose beauty is proof of his goodness,"" –but she settled for saying, ""and to someone who is probably your childhood friend, with whom you have close ties according to what you say!""","2024-09-24T21:00:22.312540Z","Elizabeth lại chìm sâu vào suy tư, và sau một lúc cô kêu lên: - Đối xử với người theo cách như thế, người con đỡ đầu, người bạn, người được ông bố ưu ái! Đáng lẽ cô có thể thêm: “Một người trai trẻ, như anh, với gương mặt có thể nói là dễ thương”, nhưng cô chỉ nói: - Và có lẽ cũng là một người thận cận từ thời niên thiếu, quan hệ mật thiết nhất, như lời anh nói.","Elizabeth sank deep into thought again, and after a moment she exclaimed: - To treat someone in such a manner, the godson, the friend, the one favored by the father! She could have added: ""A young man, like you, with a face that could be called charming,"" but she only said: - And perhaps also a close companion from his youth, the closest relationship, as he said."
"","['darcy', 'darc', 'wickham']",628,"7","2024-09-24T18:21:56.139609Z","He shook his head. “I wish I could call her amiable. It gives me pain to speak ill of a Darcy; but she is too much like her brother,—very, very proud. As a child, she was affectionate and pleasing, and extremely fond of me; and I have devoted hours and hours to her amusement. But she is nothing to me now. She is a handsome girl, about fifteen or sixteen, and, I understand, highly accomplished. Since her father’s death her home has been London, where a lady lives with her, and superintends her education.”","Wickham hizo un gesto con la cabeza. ––Quisiera poder decir que es encantadora. Me da pena hablar mal de un Darcy. Pero ahora se parece demasiado a su hermano, es muy orgullosa. De niña, era muy cariñosa y complaciente y me tenía un gran afecto. ¡Las horas que he pasado entreteniéndola! Pero ahora me es indiferente. Es una hermosa muchacha de quince o dieciséis años, creo que muy bien educada. Desde la muerte de su padre vive en Londres con una institutriz.","Wickham nodded. ––I wish I could say she is charming. It pains me to speak ill of a Darcy. But now she resembles her brother too much, she is very proud. As a child, she was very affectionate and accommodating and had great affection for me. Oh, the hours I have spent entertaining her! But now she is indifferent to me. She is a beautiful girl of fifteen or sixteen years, I believe very well-educated. Since her father's death, she has been living in London with a governess.",1455,181.592,557,"","Aligned 😊","Başını salladı. –""Keşke ona sevimli diyebilseydim. Bir Darcy'den kötü bahsetmek bana acı veriyor. Ama o da aynı abisi, –çok, çok gururlu. Çocukken cana yakındı, tatlıydı, bana da çok düşkündü; onu eğlendirmek için saatler harcamışımdır. Ama artık benim için bir şey ifade etmiyor. Güzel bir kız, onbeş onaltı yaşında, ve anladığıma göre hayli hünerli. Babasının ölümünden beri evi Londra oldu, bir hanım onunla kalıyor, eğitimini yürütüyor.","He nodded his head. –""I wish I could call her cute. It pains me to speak ill of a Darcy. But she is just like her brother, –very, very proud. As a child, she was friendly, sweet, and very fond of me; I spent hours entertaining her. But now she means nothing to me. A beautiful girl, fifteen or sixteen years old, and from what I understand, quite talented. Since her father's death, her home has been in London, where a lady stays with her and oversees her education.""","2024-09-24T18:21:56.139623Z","Anh lắc đầu: -Giá như tôi nói được cô ấy là dễ thương. Tôi thấy buồn khi nói không tốt về một thành viên trong gia tộc Darcy. Nhưng cô ấy cũng giống như người anh, kiêu hãnh, rất kiêu hãnh. Khi còn nhỏ cô ấy có tình cảm và dễ chịu, và rất yêu mến tôi; riêng tôi bỏ rất nhiều thời giờ để chơi đùa cùng cô. Nhưng bây giờ, với cô tôi không là gì cả. Cô là một người con gái xinh xắn, khoảng mười lăm hay mười sáu, theo tôi được biết có khá nhiều tài năng. Từ khi cha cô ấy mất đi cô sống tại London, có một bà sống với cô và làm trợ giáo cho cô.","He shook his head: -I wish I could say she was charming. I feel sad speaking ill of a member of the Darcy family. But she is just like her brother, proud, very proud. When she was a child, she was affectionate and pleasant, and she was very fond of me; I spent a lot of time playing with her. But now, to her, I am nothing. She is a pretty girl, about fifteen or sixteen, and as far as I know, she has quite a few talents. Since her father passed away, she has been living in London, with a lady who stays with her and acts as her governess."
"","['darcy', 'mr darcy']",629,"7","2024-09-24T18:22:11.543523Z","“Probably not; but Mr. Darcy can please where he chooses. He does not want abilities. He can be a conversible companion if he thinks it worth his while. Among those who are at all his equals in consequence, he is a very different man from what he is to the less prosperous. His pride never deserts him; but with the rich he is liberal-minded, just, sincere, rational, honourable, and, perhaps, agreeable,—allowing something for fortune and figure.”","––Probablemente no; pero el señor Darcy sabe cómo agradar cuando le apetece. No necesita esforzarse. Puede ser una compañía de amena conversación si cree que le merece la pena. Entre la gente de su posición es muy distinto de como es con los inferiores. El orgullo no le abandona nunca, pero con los ricos adopta una mentalidad liberal, es justo, sincero, razonable, honrado y hasta quizá agradable, debido en parte a su fortuna y a su buena presencia.","––Probably not; but Mr. Darcy knows how to please when he feels like it. He doesn't need to make an effort. He can be a pleasant conversationalist if he thinks it's worth his while. Among people of his own rank, he is very different from how he is with those of lower status. Pride never leaves him, but with the wealthy, he adopts a liberal mindset; he is fair, sincere, reasonable, honorable, and perhaps even pleasant, partly due to his fortune and good looks.",1456,14.138,562,"","Aligned 😊","""Muhtemelen; ama Mr Darcy canı isteyince hoş biri olabilir. Yeteneksiz değildir. Vakit harcamaya değdiğini düşünürse hoşsohbet kesilir. Servetleri onunkine eşit olanlar arasında yoksullar arasında olduğundan çok daha farklı biridir. Gururu onu asla terketmez: ama zenginlerle beraberken liberal düşünceli, adil, samimi, aklı başında, dürüst ve belki sevimlidir, –tabii servetin ve mevkinin hakkını vermek lazım.","""Probably; but Mr. Darcy can be pleasant when he chooses to be. He is not without talent. If he thinks it worth his time, he can be quite engaging. Among those whose fortunes are equal to his own, he is a very different person than he is among the poor. His pride never leaves him: but when he is with the wealthy, he is liberal-minded, fair, sincere, sensible, honest, and perhaps even charming – of course, one must give credit where credit is due.""","2024-09-24T18:22:11.543544Z","- Có thể là như vậy, nhưng anh Darcy có thể làm người khác vui lòng khi anh muốn. Anh ấy không có nhiều khả năng. Anh ấy có thể là người bạn đồng hành để giao du nếu anh nghĩ việc này có lợi cho anh. Trong số những người cùng địa vị với anh ấy, anh trở nên con người hoàn toàn khác hẳn khi anh chơi với người thấp kém hơn. Anh ấy luôn có kiêu hãnh, nhưng với người giàu có anh có tư tưởng phóng khoáng, công bằng, chân thật, đúng lý, ngay thắng, có lẽ dễ chịu – đấy là cộng thêm một phần về sự sản và ngoại hình.","- It may be so, but Mr. Darcy can please others when he wants to. He is not very likely to. He can be a companion to socialize with if he thinks it benefits him. Among those of his own status, he becomes a completely different person compared to when he associates with those of lower status. He is always proud, but with the wealthy, he has a liberal, fair, honest, just, straightforward, and perhaps pleasant demeanor – this is in addition to his wealth and appearance."
