"Multiple_ents","Single_ent","annotation_id","annotator","created_at","en","es","es_translation","id","lead_time","line_no","modify_feedback","sentiment","tr","tr_translation","updated_at","vi","vi_translation"
"","['nick']",433,"1","2024-09-24T16:37:04.372159Z","Nick walks in, nods to all three of us, looks around the room. He too takes his place behind me, standing. He's so close that the tip of his boot is touching my foot. Is this on purpose? Whether it is or not we are touching, two shapes of leather. I feel my shoe soften, blood flows into it, it grows warm, it becomes a skin. I move my foot slightly, away.","Entra Nick, nos saluda a las tres con un movimiento de cabeza y mira a su alrededor. También se instala detrás dé mí, de pie. Está tan cerca que me toca el pie con la punta del zapato. ¿Lo hace adrede? Sea cómo fuere, nos estamos tocando. Siento que mi zapato se ablanda, que la sangre fluye en su interior, se calienta, se transforma en una piel. Aparto el pie ligeramente.","Nick enters, greets the three of us with a nod, and looks around. He also positions himself behind me, standing. He is so close that he touches my foot with the tip of his shoe. Is he doing it on purpose? Whatever the case, we are touching. I feel that my shoe softens, that the blood flows inside it, warms up, and transforms into a skin. I slightly move my foot aside.",1975,16.39,507,"","Aligned 😊","Nick giriyor içeri, üçümüze başını sallayıp odaya bakmıyor. O da arkamda yerini alıyor, ayakta. Öyle yakın ki botunun ucu ayağıma değiyor. Bunu bilerek mi yapıyor? Öyle olsa da olmasa da, birbirimize değiyoruz, iki deri biçimi. Ayakkabımın yumuşadığını hissediyorum, kan akıyor içine, ısınıyor, bir tene dönüşüyor. Ayağımı yavaşça hareket ettiriyorum, ondan uzağa.","Nick enters, nods at the three of us, and doesn't look around the room. He takes his place behind me, standing. He's so close that the tip of his boot touches my foot. Is he doing this on purpose? Whether he is or not, we are touching each other, two forms of skin. I feel my shoe softening, blood flows into it, it warms up, turning into skin. I slowly move my foot away from him.","2024-09-24T16:37:04.372181Z","Nick đi vào, gật đầu chào cả ba, nhìn một vòng quanh phòng. Cả anh ta cũng tới đứng sau tôi. Gần tới nỗi mũi ủng chạm vào bàn chân tôi, cố ý chăng? Dù gì chúng tôi cũng đang chạm nhau, hai hình hài da thuộc. Tôi cảm thấy giày mình mềm đi, máu tuôn vào đó, nó ấm lên, trở thành làn da sống. Tôi khẽ nhích chân, xa khỏi đó.","Nick walked in, nodded to greet all three, and looked around the room. He also came to stand behind me. So close that the tip of his boot touched my foot, was it intentional? Anyway, we were touching, two leather-clad figures. I felt my shoe soften, blood flowed into it, it warmed up, becoming living skin. I gently moved my foot away from there."
"","['nick']",434,"1","2024-09-24T16:40:07.408349Z","""Hurry up and wait,"" says Nick. He laughs, moves his foot so it's touching mine again. No one can see, beneath the folds of my outspread skirt. I shift, it's too warm in here, the smell of stale perfume makes me feel a little sick. I move my foot away.","—Date prisa y espera —bromea Nick y ríe. Mueve el pie de manera tal que vuelve a tocar el mío. Nadie puede ver lo que hay debajo de mi falda desplegada. Me muevo, aquí hace demasiado calor, el olor a perfume rancio me hace sentir enferma. Aparto el pie.","—Hurry up and wait —jokes Nick and laughs. He moves his foot in such a way that it touches mine again. Nobody can see what is under my spread-out skirt. I move, it's too hot here, the smell of stale perfume makes me feel sick. I move my foot away.",1976,182.774,509,"","Aligned 😊","“Acele et ve bekle,” diyor Nick. Gülüyor, ayağını hareket ettiriyor, böylece benimkine tekrar değiyor. Bunu hiç kimse göremez, etrafa yayılmış eteğimin katları altında. Hareket ediyorum, burası çok sıcak, bayat parfüm kokusu biraz midemi bulandırıyor. Ayağımı çekiyorum.","“Hurry up and wait,” says Nick. He laughs, moves his foot so it touches mine again. No one can see this, under the folds of my skirt spread around. I move, it's very hot here, the smell of stale perfume makes me a bit nauseous. I pull my foot away.","2024-09-24T16:40:07.408370Z","“Nhanh lên còn đợi,” Nick nói. Anh ta cười to, nhích chân để lại chạm vào tôi. Không ai nhìn thấy, những nếp váy xòa rộng. Tôi xê dịch, trong này quá ấm, mùi nước hoa hả khiến tôi muốn nôn. Tôi nhích chân ra xa.","""Hurry up, still waiting,"" Nick said. He laughed loudly, shifting his foot to touch me again. No one saw, the folds of the dress spread wide. I moved, it was too warm in here, the smell of perfume made me want to vomit. I shifted my foot away."
"","['serena']",435,"1","2024-09-24T16:41:29.230416Z","A male choir, with greenish-yellow skin, the color needs adjusting; they're singing ""Come to the Church in the Wildwood."" Come, come, come, come, sing the basses. Serena clicks the channel changer. Waves, colored zigzags, a garble of sound: it's the Montreal satellite station, being blocked. Then there's a preacher, earnest, with shining dark eyes, leaning towards us across a desk. These days they look a lot like businessmen. Serena gives him a few seconds, then clicks onward.","Un coro de hombres de piel amarillo verdosa —el color necesita su adaptación— canta «Venid a la Iglesia del Bosque Virgen». Venid, venid, venid, venid, cantan los bajos. Serena pulsa el selector de canales. Ondas, zigzags de colores, y un sonido que se apaga: es la estación satélite de Montreal, que ha quedado bloqueada. Entonces aparece un pastor, serio, de brillantes ojos oscuros, que se dirige a nosotros desde detrás de un escritorio. En estos tiempos, los pastores se parecen mucho a los hombres de negocios. Serena le concede unos pocos segundos y sigue buscando.","A chorus of men with yellowish-green skin —the color needs its adaptation— sings ""Come to the Church of the Virgin Forest."" Come, come, come, come, sing the basses. Serena presses the channel selector. Waves, colorful zigzags, and a fading sound: it's the Montreal satellite station, which has been blocked. Then a pastor appears, serious, with bright dark eyes, addressing us from behind a desk. These days, pastors look a lot like businessmen. Serena gives him a few seconds and continues searching.",1977,81.645,513,"","Aligned 😊","Bir erkekler korosu, tenleri yeşilimsi - sarı, rengin ayarlanması gerek, “Ormandaki Kiliseye Gel” şarkısını söylüyorlar. Gel, gel, gel, gel diyor baslar. Serena uzaktan kumandaya basıyor. Dalgalar, renkli zikzaklar, cızırtılar: bloke edilen Montreal uydu istasyonu. Sonra bir vaiz, ciddi, parlayan kara gözlerle, bir masanın üstünden bize doğru eğilerek. Bugünlerde iş adamlarına çok benziyorlar. Serena ona birkaç saniye veriyor, sonra da basmaya devam ediyor.","A men's choir, their skin greenish-yellow, the color needs adjustment, singing the song ""Come to the Church in the Forest."" Come, come, come, come say the basses. Serena presses the remote control. Waves, colorful zigzags, crackles: the blocked Montreal satellite station. Then a preacher, serious, with shining black eyes, leaning towards us from over a table. These days they look a lot like businessmen. Serena gives him a few seconds, then continues pressing.","2024-09-24T16:41:29.230437Z","Đội hợp xướng nam, da nửa vàng nửa xanh - màu chưa chuẩn; đang hát “Tới đây giáo đường bên rừng hoang”. Tới, tới, tới, tới, bè trầm xuống. Serena chuyển kênh. Hình nhiễu, toàn vân màu, âm thanh méo mó: đài vệ tinh Montreal bị chặn rồi. Rồi xuất hiện một linh mục, điệu bộ thành khẩn, mắt đen ngời sáng, đứng sau bàn nghiêng về phía chúng tôi. Nay họ trông chẳng khác doanh nhân là mấy. Serena cho phép ông ta nói vài giây, rồi chuyển tiếp.","The male choir, half yellow half green skin - the color not quite right; singing ""Come to the chapel by the wild forest"". Come, come, come, come, the bass drops. Serena changes the channel. The image is noisy, full of color bands, the sound distorted: the Montreal satellite station is blocked. Then a priest appears, with a sincere demeanor, bright black eyes, standing behind a table leaning towards us. Now they look not much different from businessmen. Serena allows him to speak for a few seconds, then switches again."
"","['serena']",436,"1","2024-09-24T16:41:54.881461Z","Several blank channels, then the news. This is what she's been looking for. She leans back, inhales deeply. I on the contrary lean forward, a child being allowed up late with the grown-ups. This is the one good thing about these evenings, the evenings of the Ceremony: I'm allowed to watch the news. It seems to be an unspoken rule in this household: we always get here on time, he's always late, Serena always lets us watch the news.","Pasa varios canales en blanco, y por fin aparecen las noticias. Esto es lo que ella estaba buscando. Se echa hacia atrás y aspira profundamente. Yo, en cambio, irle inclino hacia adelante, como un niño al que le han permitido quedarse levantado hasta tarde con los adultos. Esto es lo bueno de estas veladas, las veladas de la Ceremonia: que me permiten escuchar las noticias. Es como si en esta casa hubiera una regla tácita: nosotros siempre llegamos puntualmente, él siempre llega tarde, y Serena siempre nos deja ver las noticias.","She flips through several blank channels, and finally, the news comes on. This is what she was looking for. She leans back and takes a deep breath. I, on the other hand, lean forward, like a child who has been allowed to stay up late with the adults. This is the good thing about these evenings, the Ceremony evenings: they allow me to listen to the news. It's as if there is an unspoken rule in this house: we always arrive on time, he always arrives late, and Serena always lets us watch the news.",1978,25.473,514,"","Aligned 😊","Birkaç boş kanal, sonra da haberler. İşte aradığı bu. Geriye yaslanıp sigarasından derin bir nefes çekiyor. Buna karşılık ben öne eğiliyorum, büyüklerle gece geç vakitlere kadar oturmasına izin verilen bir çocuk. Bu akşamların, Ayin akşamlarının, iyi yanlarından biri de bu; haberleri seyretmemize izin veriliyor. Bu evde ifade edilmemiş bir kural sanki bu: Biz her seferinde zamanında geliriz buraya, o her zaman geç, Serena da her zaman haberleri seyrettirir bize.","A few empty channels, then the news. This is what he was looking for. He leans back and takes a deep drag from his cigarette. In contrast, I lean forward, like a child allowed to stay up late with the grown-ups. One of the good things about these evenings, these Ceremony evenings, is this; we are allowed to watch the news. It's like an unspoken rule in this house: We always arrive here on time, he always late, and Serena always lets us watch the news.","2024-09-24T16:41:54.881481Z","Sau vài kênh trắng, đến bản tin. Là cái bà đang tìm. Bà ngả người ra sau, rít thuốc thật sâu. Ngược lại tôi chồm tới trước, đứa bé con được phép thức khuya cùng người lớn. Đây là điều duy nhất có ý nghĩa trong những tối này, những tối Lễ tháng: tôi được phép xem bản tin. Gần như thành quy ước ngầm trong gia hộ: chúng tôi luôn tới đúng giờ, ông ta lúc nào cũng muộn, Serena luôn để chúng tôi xem tin.","After a few blank channels, the news came on. It's what she was looking for. She leaned back, taking a deep drag on her cigarette. In contrast, I leaned forward, the child allowed to stay up late with the adults. This was the only thing that mattered on these evenings, these Festival month evenings: I was allowed to watch the news. It had almost become an unspoken rule in the household: we always arrived on time, he was always late, Serena always let us watch the news."
"","['luke']",437,"1","2024-09-24T16:42:33.425482Z","We turn onto the freeway, head north, flowing with not much traffic. Since the war started, gas is expensive and in short supply. Outside the city we pass the first checkpoint. All they want is a look at the license, Luke does it well. The license matches the passport: we thought of that.","Entramos en la autopista sin peaje, rumbo al norte, y circulamos con poco tránsito. Desde que empezó la guerra, la gasolina es cara y escasea. Una vez fuera de la ciudad, pasamos el primer control. Sólo quieren ver el permiso. Luke supera la prueba: el permiso concuerda con el pasaporte; ya habíamos pensado en eso.","We entered the toll-free highway, heading north, and drove with little traffic. Since the war started, gasoline is expensive and scarce. Once out of the city, we passed the first checkpoint. They only want to see the permit. Luke passes the test: the permit matches the passport; we had already thought of that.",1979,38.356,536,"","Aligned 😊","Fazla trafiği olmayan çevre yoluna dönüyoruz, kuzeye doğru. Savaş başladığı için, benzin pahalı ve kıt. Şehrin dışında ilk kontrol noktasını geçiyoruz. Bütün istedikleri ehliyete bakmak, Luke bunu iyi beceriyor. Ehliyet pasaporta uyuyor: Bunu düşünmüştük.","We turn onto the bypass road with little traffic, heading north. Because the war has started, gasoline is expensive and scarce. We pass the first checkpoint outside the city. All they want is to check the license; Luke handles this well. The license matches the passport: We had thought of this.","2024-09-24T16:42:33.425506Z","Xe rẽ vào xa lộ, lên phía Bắc, đường vắng vẻ, đi bon bon. Từ độ khai mào chiến cuộc, giá ga đội lên, mà cũng hiếm tìm được. Ra khỏi thành phố là qua chốt kiểm soát đầu tiên. Họ chỉ đòi xem đúng có bằng lái, Luke xoay xở ổn. Bằng lái và hộ chiếu khớp nhau: cái đó tính rồi.","The car turned onto the highway, heading north, the road was deserted, moving smoothly. Since the onset of the war, gas prices have surged, and it has also become scarce. Leaving the city meant passing through the first checkpoint. They only asked to see the driver's license, Luke managed it fine. The driver's license and passport matched: that was accounted for."
"","['serena joy']",653,"1","2024-09-24T20:56:15.427340Z","Above me, towards the head of the bed, Serena Joy is arranged, outspread. Her legs are apart, I lie between them, my head on her stomach, her pubic bone under the base of my skull, her thighs on either side of me. She too is fully clothed.","Detrás de mí, junto al cabezal de la cama, está Serena Joy, estirada y preparada. Tiene las piernas abiertas, y entre éstas me encuentro yo, con la cabeza apoyada en su vientre, la base de mi cráneo sobre su pubis, y sus muslos flanqueando mi cuerpo. Ella también está completamente vestida.","Behind me, next to the headboard of the bed, is Serena Joy, stretched out and ready. Her legs are spread, and between them, I find myself, with my head resting on her belly, the base of my skull on her pubis, and her thighs flanking my body. She is also fully dressed.",1980,143.938,601,"","Aligned 😊","Üstümde, yatağın baş ucuna doğru, Serena Joy yerini almış, yayılmış duruyor. Bacakları açık, aralarında yatıyorum, başım karnının üstünde, kasık kemiği başımın altında, kalçaları da her iki yanımda. O da tamamen giyinik.","Above me, towards the head of the bed, Serena Joy has taken her place, sprawled out. Her legs are open, I am lying between them, my head on her stomach, her pubic bone under my head, and her hips on either side of me. She is also fully dressed.","2024-09-24T20:56:15.427363Z","Phía bên trên, gần đầu giường, Serena Joy đã vào vị trí, xoải rộng. Chân bà dạng ra hai bên, tôi nằm giữa, đầu đặt lên bụng bà, xương mu bà đỡ gốc sọ tôi, đùi kẹp hai bên người tôi. Cả bà cũng mặc đủ quần áo.","Above, near the head of the bed, Serena Joy had taken her position, spread wide. Her legs were spread to either side, I lay in between, my head resting on her belly, her pubic bone supporting the base of my skull, her thighs gripping either side of my body. She was also fully clothed."
"","['luke', 'tuyệt']",654,"1","2024-09-24T20:56:43.716515Z","""I was coming to find you,"" he says, breathes, almost into my ear. I want to reach up, taste his skin, he makes me hungry. His fingers move, feeling my arm under the nightgown sleeve, as if his hand won't listen to reason. It's so good, to be touched by someone, to be felt so greedily, to feel so greedy. Luke, you'd know, you'd understand. It's you here, in another body.","—Venía a buscarte —me dice, casi me susurra al oído. Me gustaría estirarme y probar su piel; él despierta mis deseos. Sus dedos recorren mi brazo por debajo de la manga del camisón, como si su mano no atendiera a razones. Es tan agradable ser tocada por alguien, sentirte deseada, desear. Tú lo comprenderías, Luke, eres tú el que está aquí, en el cuerpo de otro.","—I came to find you —he tells me, almost whispering in my ear. I would like to stretch out and feel his skin; he awakens my desires. His fingers run along my arm under the sleeve of my nightgown, as if his hand didn't heed reason. It's so pleasant to be touched by someone, to feel desired, to desire. You would understand, Luke, it's you who is here, in someone else's body.",1981,27.772,643,"","Not Aligned 😔","“Seni arıyordum,” diyor, neredeyse kulağımın içinde nefes alıver. Yukarı ulaşmak istiyorum, derisinin tadına bakmak, beni acıktırıyor. Parmakları hareket ediyor, geceliğin altındaki kolumu hissederek, sanki eli akla mantığı karşı gelecek gibi. Biri tarafindan dokunulmak, bu denli doymazca hissedilmek, bu denli doymaz hissetmek öyle iyi ki. Luke, sen bilirdin, sen anlardın. Burada olan sensin, bir başka bedende.","“I was looking for you,” he says, almost breathing inside my ear. I want to reach up, taste his skin, it makes me hungry. His fingers move, feeling my arm under the nightgown, as if his hand defies reason. To be touched by someone, to feel so insatiably, to feel so insatiable, it feels so good. Luke, you would know, you would understand. You are the one here, in another body.","2024-09-24T20:56:43.716531Z","“Tôi đến đây tìm cô,” anh ta nói, thì thào, gần như sát tai tôi. Tôi muốn nhỏm lên, nếm làn da anh ta, anh ta làm tôi đói. Những ngón tay kia động đậy, dò trên tay tôi dưới ống tay áo ngủ, như không chịu nghe theo lý trí. Tuyệt làm sao, được kẻ khác chạm vào, được kẻ khác lần tìm hau háu, được lần tìm hau háu. Luke, anh biết mà, anh hiểu mà. Chính là anh đây, trong thần thể khác.","“I came here to find you,” he said, whispering, almost right next to my ear. I wanted to rise up, taste his skin, he made me hungry. Those fingers moved, exploring my hand under the sleeve of my nightgown, as if they didn't want to obey reason. How wonderful it is, to be touched by someone else, to be eagerly sought after, to be eagerly sought after. Luke, you know, you understand. It's you, in another form."
"","['luke']",655,"1","2024-09-24T20:57:12.571033Z","Lying in bed, with Luke, his hand on my rounded belly. The three of us, in bed, she kicking, turning over within me. Thunderstorm outside the window, that's why she's awake, they can hear, they sleep, they can be startled, even there in the soothing of the heart, like waves on the shore around them. A flash of lightning, quite close, Luke's eyes go white for an instant.","Tendida en la cama con Luke, su mano sobre mi vientre redondeado. Los tres estamos en la cama, ella pateando y moviéndose en mi interior. Afuera se ha desencadenado una tormenta, por eso ella está despierta, ellos pueden oír, duermen, pueden asustarse incluso en el sosiego de ese interior, como olas que lamieran la orilla que los circunda. Un relámpago bastante cercano hace que los ojos de Luke se vuelvan blancos durante un instante.","Lying in bed with Luke, his hand on my rounded belly. The three of us are in bed, she kicking and moving inside me. A storm has broken out outside, that's why she is awake, they can hear, they sleep, they can get scared even in the calm of that interior, like waves licking the shore that surrounds them. A fairly close lightning bolt makes Luke's eyes turn white for an instant.",1982,28.359,653,"","Aligned 😊","Yatakta yatıyorum, Luke'la; eli şişkin karnımın üstünde. Üçümüz, yatakta, kız tekmeliyor, içimde dönüyor. Pencerenin dışında gök gürültüsü var, uyanık olmasının nedeni bu, bebekler duyabilir, uyuyabilir, hatta ürkebilirler, yüreğin yarıştırıcılığında bile, kumsalda onları çevreleyen dalgalar gibi. Bir şimşek çakıyor, çok yakında, Luke'un gözleri bir an için beyaza kesiyor.","I'm lying in bed, with Luke; his hand is on my swollen belly. The three of us, in bed, the girl is kicking, turning inside me. There is thunder outside the window, that's why she's awake, babies can hear, sleep, even get startled, even in the racing of the heart, like the waves surrounding them on the beach. Lightning strikes, very close, Luke's eyes turn white for a moment.","2024-09-24T20:57:12.571054Z","Nằm trên giường, với Luke, tay anh đặt trên cái bụng tròn ủng của tôi. Cả ba người, trên giường, con hết đạp lại xoay bên trong tôi. Trời đang giông, vì thế con mới thức, chúng nghe đấy, chúng ngủ, chúng có thể giật mình, ngay cả ở trong đó, bên trái tim đang vỗ về, như sóng xua vào bờ quanh chúng. Ánh chớp nháng lên, khá gần, mắt Luke trong chốc lát trắng lóa.","Lying on the bed, with Luke, his hand placed on my round, bulging belly. The three of us, on the bed, the baby keeps kicking and turning inside me. It's stormy, that's why the baby is awake, they can hear it, they sleep, they can get startled, even in there, next to the heart that soothes, like waves pushing against the shore around them. Lightning flashes, quite close, Luke's eyes momentarily white and bright."
"","['tía lydia', 'lydia', 'lydia teyze', 'aunt lydia']",656,"1","2024-09-24T20:57:31.027175Z","There was no one cause, says Aunt Lydia. She stands at the front of the room, in her khaki dress, a pointer in her hand. Pulled down in front of the blackboard, where once there would have been a map, is a graph, showing the birthrate per thousand, for years and years: a slippery slope, down past the zero line of replacement, and down and down.","No había ningún motivo, dice Tía Lydia. Está de pie en de la clase, con su vestido color caqui y un puntero en la mano. En la pizarra, donde alguna vez debió de haber un mapa, han desplegado un gráfico que muestra el índice de natalidad expresado en miles, a lo largo de varios años: un marcado declive que desciende hasta traspasar la línea del cero y continúa descendiendo.","There was no reason, says Aunt Lydia. She is standing in front of the class, with her khaki dress and a pointer in her hand. On the blackboard, where there must have once been a map, they have displayed a chart showing the birth rate expressed in thousands, over several years: a marked decline that drops below the zero line and continues descending.",1983,17.787,705,"","Aligned 😊","Tek bir neden yoktu, diyor Lydia Teyze. Elinde bir işaret sopasıyla, haki elbisesi içinde odanın ön tarafında ayakta duruyor. Karatahtada, eskiden bir haritanın bulunduğu yerde, şimdi, bir grafik çizimi var: doğum oranını yıllara göre binde olarak gösteren, keskin bir iniş, sıfır çizgisinden aşağı, aşağı ve aşağı.","There wasn't a single reason, says Aunt Lydia. She stands at the front of the room, in her khaki dress, holding a pointer stick. On the blackboard, where there used to be a map, there is now a graph: showing the birth rate per thousand over the years, a sharp decline, below the zero line, down, down, and down.","2024-09-24T20:57:31.027196Z","Không chỉ có một nguyên nhân duy nhất, dì Lydia bảo. Dì đứng trước lớp, trong bộ đồ kaki, tay cầm thước chỉ. Trước tấm bảng đen, thế chỗ từng dành cho tấm bản đồ, có một biểu đồ thả xuống, cho thấy tỷ lệ sinh, đơn vị phần nghìn, trong nhiều năm: một đường tuột dốc, đâm xuống quá trục hoành là mức thay thế dân số, xuống nữa xuống nữa.","There isn't just a single cause, Aunt Lydia said. She stood in front of the class, in her khaki outfit, holding a pointer. In front of the blackboard, where a map used to be, there was a drop-down chart showing birth rates, per thousand, over many years: a steeply declining line, plunging below the horizontal axis which represents the population replacement level, lower and lower."
"","['tía lydia', 'lydia', 'lydia teyze', 'aunt lydia']",657,"1","2024-09-24T20:57:45.660102Z","They made mistakes, says Aunt Lydia. We don't intend to repeat them. Her voice is pious, condescending, the voice of those whose duty it is to tell us unpleasant things for our own good. I would like to strangle her. I shove this thought away almost as soon as I think it.","Cometieron errores, dice Tía Lydia. No queremos repetirlos. Su voz es piadosa, condescendiente, es la voz de una persona cuya función consiste en decirnos cosas desagradables por nuestro propio bien. Me gustaría estrangularla. Aparto la idea de mi mente en cuanto se me ocurre.","They made mistakes, says Aunt Lydia. We don't want to repeat them. Her voice is pious, condescending; it is the voice of a person whose function is to tell us unpleasant things for our own good. I would like to strangle her. I push the idea out of my mind as soon as it occurs to me.",1984,14.332,709,"","Aligned 😊","Hataları vardı, diyor Lydia Teyze. Onları tekrarlamak niyetinde değiliz. Sesi dindar ve alçakgönüllü, görevi bizim iyiliğimiz için hoş olmayan şeyler söylemek olan birinin sesi. Onu boğazlamak sterdim. Aklıma gelir gelmez kafamdan atıyorum bu düşünceyi.","She had her faults, says Aunt Lydia. We do not intend to repeat them. Her voice is pious and humble, the voice of someone whose duty is to say unpleasant things for our own good. I would like to strangle her. As soon as the thought comes to mind, I dismiss it.","2024-09-24T20:57:45.660124Z","Họ đã sai lầm nhiều, dì Lydia nói. Chúng ta sẽ không mắc lại. Giọng dì sùng kính, lại vừa hạ cố, theo kiểu có bổn phận nói cho chúng tôi hay những điều không de chịu, chỉ vì muốn tốt cho chúng tôi. Tôi những muốn siết cổ dì. Tôi xua ý nghĩ đi ngay khi vừa tới.","They made many mistakes, Aunt Lydia said. We will not repeat them. Her voice was devout, yet condescending, in the manner of someone who feels obligated to tell us unpleasant truths, only for our own good. I wanted to strangle her. I pushed the thought away as soon as it came."
"","['tía lydia', 'lydia', 'lydia teyze', 'aunt lydia']",658,"1","2024-09-24T20:57:57.121680Z","You are a transitional generation, said Aunt Lydia. It is the hardest for you. We know the sacrifices you are being expected to make. It is hard when men revile you. For the ones who come after you, it will be easier. They will accept their duties with willing hearts.","Sois una generación de transición, decía Tía Lydia. Es lo más difícil. Sabemos cuántos sacrificios tendréis que hacer. Resulta difícil cuando los hombres os injurian. Será más fácil para las que vengan después de vosotras. Ellas aceptarán su obligación de buena gana.","You are a generation of transition, Aunt Lydia said. It is the most difficult. We know how many sacrifices you will have to make. It is difficult when men insult you. It will be easier for those who come after you. They will accept their obligation willingly.",1985,10.72,733,"","Aligned 😊","Siz geçiş neslisiniz, derdi Lydia Teyze. En güç durumda olan sizsiniz. Sizden beklenen fedakârlıkların farkındayız. Erkeklerin sizi aşağılamasına dayanmak zor. Sizden sonra gelenler için daha kolay olacak. Görevlerini gönül rızasıyla kabul edeceklerdir.","You are the transitional generation, Aunt Lydia used to say. You are the ones in the most difficult situation. We are aware of the sacrifices expected from you. It is hard to endure the humiliation from men. It will be easier for those who come after you. They will accept their duties willingly.","2024-09-24T20:57:57.121697Z","Các cô là thế hệ chuyển tiếp, dì Lydia bảo. Khó khăn lớn nhất đổ xuống các cô. Chúng tôi biết xã hội trông mong các cô hy sinh thế nào. Khó nhất là khi người ta rủa xả các cô. Những người sau này sẽ nhẹ nhàng hơn. Họ sẽ tình nguyện thi hành bổn phận.","You are the transitional generation, Aunt Lydia said. The greatest difficulties fall upon you. We know how society expects you to sacrifice. The hardest part is when people curse you. Those who come after will have it easier. They will willingly fulfill their duties."
