"Multiple_ents","Single_ent","annotation_id","annotator","created_at","en","es","es_translation","id","lead_time","line_no","modify_feedback","sentiment","tr","tr_translation","updated_at","vi","vi_translation"
"","['brandon', 'albay brandon']",815,"7","2024-09-25T20:57:59.574249Z","""Mama, you are not doing me justice. I know very well that Colonel Brandon is not old enough to make his friends yet apprehensive of losing him in the course of nature. He may live twenty years longer. But thirty–five has nothing to do with matrimony.""","—Mamá, no está siendo justa conmigo. Sé perfectamente que el coronel Brandon no es tan viejo como para que sus amigos teman perderlo por causas propias del curso de la naturaleza. Puede vivir veinte años más. Pero treinta y cinco años no tienen nada que ver con el matrimonio.","—Mom, you are not being fair to me. I know perfectly well that Colonel Brandon is not so old that his friends fear losing him to natural causes. He could live twenty more years. But thirty-five years have nothing to do with marriage.",1567,8.301,126,"","Aligned 😊","""Anneciğim, beni anlamıyorsun. Albay Brandon'ın dostlarına onu bugün yarın kaybedeceklerini düşündürtecek kadar yaşlı olmadığını biliyorum. Yirmi yıl daha yaşayabilir. Ama otuz beş yaşın da artık evlilikle işi olmaz yani.","""Mom, you don't understand me. I know that Colonel Brandon is not so old that his friends think they will lose him any day now. He could live another twenty years. But thirty-five is no age for marriage anymore.""","2024-09-25T20:57:59.574263Z","- Mẹ ạ, mẹ không công tâm với con. Con biết rõ rằng Đại tá Brandon chưa già đến nỗi phải khiến bạn hữu ông lo sợ sẽ bị mất ông do quá trình lão hóa tự nhiên. Ông ấy có thể còn sống thêm 20 năm nữa. Nhưng tuổi 35 không can dự gì đến hôn nhân.","- Mom, you are not being fair to me. I know very well that Colonel Brandon is not so old that his friends should fear losing him due to the natural aging process. He could live another 20 years. But being 35 has nothing to do with marriage."
"","['marianne', 'marianne—']",816,"7","2024-09-25T20:58:04.212719Z","""But he talked of flannel waistcoats,"" said Marianne; ""and with me a flannel waistcoat is invariably connected with aches, cramps, rheumatisms, and every species of ailment that can afflict the old and the feeble.""","—Pero él mencionó camisetas de franela —dijo Marianne—; y para mí, una camiseta de franela está invariablemente unida a dolores, calambres, reumatismo, y todos los males que pueden afligir a los ancianos y débiles.","—But he mentioned flannel shirts —said Marianne—; and to me, a flannel shirt is invariably associated with aches, cramps, rheumatism, and all the ailments that can afflict the elderly and weak.",1568,3.759,130,"","Aligned 😊","""Ama iç fanilası giymekten bahsetti,"" dedi Marianne, ""bana göre iç fanilası ağrıları, krampları, romatizmaları ve yaşlılara, güçsüzlere tebelleş olan öteki hastalıkları akla getiriyor.","""But he talked about wearing an undershirt,"" said Marianne, ""to me, an undershirt brings to mind pains, cramps, rheumatisms, and other ailments that plague the elderly and the weak.""","2024-09-25T20:58:04.212741Z","Marianne nói: - Nhưng ông ấy nói về mấy áo choàng bằng vải fla-nen, và đối với em một áo choàng bằng vải fla-nen luôn liên quan đến những chứng nhức mỏi, chuột rút, phong thấp, cùng mọi chứng bệnh có thể xảy ra cho người già yếu.","Marianne said: - But he talked about those flannel robes, and to me, a flannel robe is always associated with aches, cramps, rheumatism, and every possible ailment that can happen to the elderly."
"","['marianne']",817,"7","2024-09-25T20:58:08.690000Z","""Had he been only in a violent fever, you would not have despised him half so much. Confess, Marianne, is not there something interesting to you in the flushed cheek, hollow eye, and quick pulse of a fever?""","—Si tan sólo hubiera estado sufriendo de una fiebre violenta, no lo habrías menospreciado tanto. Confiesa, Marianne, ¿no sientes que hay algo interesante en las mejillas encendidas, ojos hundidos y pulso acelerado de la fiebre?","—If only he had been suffering from a violent fever, you wouldn't have looked down on him so much. Admit it, Marianne, don't you feel there's something interesting about the flushed cheeks, sunken eyes, and rapid pulse of a fever?",1569,3.349,131,"","Aligned 😊","""Sadece şiddetli ateşi olsaydı onu bunun yarısı kadar bile küçümsemezdin. itiraf et Marianne, yüksek ateşli birinin kızarmış yanaklarında, baygın gözlerinde ve hızlı nabız atışlarında seni cezbeden bir şey yok mu?","""If he only had a high fever, you wouldn't belittle him even half as much. Admit it, Marianne, isn't there something that attracts you in the flushed cheeks, glazed eyes, and rapid pulse of someone with a high fever?""","2024-09-25T20:58:08.690023Z","- Nếu ông ấy chỉ bị một cơn sốt cao, hẳn em sẽ không khinh khi ông ấy đến phân nửa như thế. Marianne, em nên nhìn nhận rằng có một cái gì đấy đáng cho em quan tâm trong má ửng hồng, mắt lõm và nhịp mạch nhanh của cơn sốt, không phải hay sao?","- If he only had a high fever, I wouldn't despise him half as much. Marianne, you should admit that there is something worth your concern in the flushed cheeks, sunken eyes, and rapid pulse of a fever, shouldn't you?"
"","['elino', 'elinor']",818,"7","2024-09-25T20:58:13.700161Z","They gaily ascended the downs, rejoicing in their own penetration at every glimpse of blue sky; and when they caught in their faces the animating gales of a high south–westerly wind, they pitied the fears which had prevented their mother and Elinor from sharing such delightful sensations.","Alegremente ascendieron las lomas, regocijándose de su propia clarividencia cada vez que vislumbraban un trozo de cielo azul; y cuando recibieron en sus rostros las vivificantes ráfagas de un penetrante viento del suroeste, lamentaron los temores que habían impedido a su madre y a Elinor la posibilidad de compartir tan deliciosas sensaciones.","Cheerfully they ascended the hills, rejoicing in their own clairvoyance each time they glimpsed a piece of blue sky; and when they received on their faces the invigorating gusts of a penetrating southwest wind, they regretted the fears that had prevented their mother and Elinor from sharing such delightful sensations.",1570,4.136,141,"","Aligned 😊","Neşeyle yamaçları indiler, mavi göğü her gördüklerinde katettikleri mesafeden mutlu oldular; sert güney-batı rüzgarının canlandırıcı esintilerini yüzlerinde hissettikleri zaman anneleriyle Elinor'u bu keyifli duyguları paylaşmaktan alıkoyan korkulara esef ettiler.","They descended the slopes with joy, feeling happy about the distance they covered every time they saw the blue sky; they regretted the fears that prevented their mother and Elinor from sharing these delightful feelings when they felt the invigorating breezes of the strong south-west wind on their faces.","2024-09-25T20:58:13.700183Z","Hai người thích chí đi xuống các triền đồi, vui mừng nhận ra loáng thoáng từng mảng khung trời xanh, và khi cơn gió tây-nam thổi quật vào mặt họ, họ thương hại cho bà mẹ và Elinor, vì đã e sợ nên không có dịp chia sẻ cảm giác vui thú như thế.","Two people happily walked down the hillsides, delighted to catch glimpses of patches of blue sky, and when the southwest wind gusted against their faces, they felt pity for the mother and Elinor, who, out of fear, missed the chance to share such a joyful experience."
"","['john', 'sir john']",819,"7","2024-09-25T20:58:19.650523Z","""He is as good a sort of fellow, I believe, as ever lived,"" repeated Sir John. ""I remember last Christmas at a little hop at the park, he danced from eight o'clock till four, without once sitting down.""","—Creo que es una persona tan buena como el que más —repitió sir John —. Recuerdo la última Navidad, en una pequeña reunión en Barton Park, en que él bailó desde las ocho hasta la cuatro sin sentarse ni una vez.","—I believe he is as good a person as anyone —repeated Sir John—. I remember last Christmas, at a small gathering at Barton Park, when he danced from eight until four without sitting down even once.",1571,4.598,162,"","Aligned 😊","""En alasından biri kanımca,"" diye tekrarladı Sir John. ""Geçen Christmas'da Park'taki ufak bir eğlencede saat sekizden dörde kadar bir kez oturmadan dans etti.","""One of the best, in my opinion,"" repeated Sir John. ""Last Christmas, at a small party in the Park, she danced from eight to four without sitting down once.""","2024-09-25T20:58:19.650538Z","Ngài John lặp lại: - Tôi tin rằng anh là một mẫu thanh niên cũng tốt như bất kỳ ai khác. Tôi nhớ đêm Giáng Sinh vừa qua tại buổi nhảy thân mật ở nhà tôi, anh ta nhảy từ 8 giờ đến 4 giờ sáng, mà không hề ngồi nghỉ.","Sir John repeated: - I believe that you are a young man as good as anyone else. I remember last Christmas Eve at the intimate dance party at my house, he danced from 8 PM to 4 AM without taking a break."
"","['mariann', 'marianne']",820,"7","2024-09-25T20:58:25.832398Z","""My protege, as you call him, is a sensible man; and sense will always have attractions for me. Yes, Marianne, even in a man between thirty and forty. He has seen a great deal of the world; has been abroad, has read, and has a thinking mind. I have found him capable of giving me much information on various subjects; and he has always answered my inquiries with readiness of good–breeding and good nature.""","M protegido, como usted lo —llama, es un hombre sensato; y la sensatez siempre me será atractiva. Sí, Marianne, incluso en un hombre entre los treinta y los cuarenta. Ha visto mucho del mundo, ha estado en el extranjero, ha leído y tiene una cabeza que piensa. He encontrado que puede dar me mucha información sobre diversos temas, y siempre ha respondido a mis preguntas con la diligencia que dan la buena educación y el buen carácter.","My protégé, as you call him, is a sensible man; and sensibility will always be attractive to me. Yes, Marianne, even in a man between thirty and forty. He has seen much of the world, has been abroad, has read, and has a thinking head. I have found that he can give me a lot of information on various subjects, and he has always answered my questions with the diligence that good education and good character provide.",1572,4.997,190,"","Aligned 😊","""Sizin deyişinizle gözdem aklı başında bir adamdır; akıl da benim için her zaman birçok cazibeye sahip olacaktır. Evet Marianne, otuz kırk yaşındaki bir adamda bile. Dünyada çok şey görmüş, yurtdışında bulunmuş, okumuş ve düşünen bir beyni var. Türlü konularda bana pek çok bilgi verebildiğini gördüm; sorularıma her zaman kibar ve sevecen bir ilgiyle cevap verdi.","""In your words, my favorite is a sensible man; and sense will always have many charms for me. Yes Marianne, even in a man of thirty or forty years old. He has seen much of the world, been abroad, has a mind that reads and thinks. I have found that he can provide me with a great deal of information on various subjects; he always answered my questions with polite and affectionate interest.""","2024-09-25T20:58:25.832420Z","- Người được tôi che chở, theo cách anh nói, là một người đầy nhận thức; và nhận thức luôn hấp dẫn tôi. Đúng thế, Marianne, ngay cả dối với một người đàn ông ở tuổi giữa 30 và 40. Ông ấy đã kinh qua nhiều việc trên thế gian; đã sống ở nước ngoài, đã từng đọc nhiều, có đầu óc biết suy nghĩ. Chị đã tìm thấy nơi ông khả năng cho chị nhiều kiến thức trong những lĩnh vực khác nhau, và ông luôn sẵn lòng trả lời các câu hỏi của chị qua tư cách có gia giáo và bản chất tôt đẹp.","- The person I am protecting, as you put it, is someone full of awareness; and awareness always attracts me. That's right, Marianne, even for a man between the ages of 30 and 40. He has experienced many things in the world; has lived abroad, has read a lot, and has a thoughtful mind. You have found in him the ability to provide you with much knowledge in various fields, and he is always willing to answer your questions with an educated demeanor and good nature."
"","['marianne', 'marianne—']",821,"7","2024-09-25T20:58:30.272666Z","""Add to which,"" cried Marianne, ""that he has neither genius, taste, nor spirit. That his understanding has no brilliancy, his feelings no ardour, and his voice no expression.""","—A lo que se puede agregar —exclamó Marianne— que no tiene ni genio, ni gusto, ni espíritu. Que su mente es sin brillo, sus sentimientos sin ardor, su voz sin expresión.","—To which one could add —exclaimed Marianne— that he has neither genius, nor taste, nor spirit. That his mind is dull, his feelings lack ardor, his voice is expressionless.",1573,3.608,196,"","Aligned 😊","""Ayriyeten,"" diye haykırdı Marianne, ""ne zekası, ne zevki, ne de ruhu var. Beyninde tek bir pırıltı, hislerinde tek bir yoğunluk, sesinde tek bir ifade yok.","""Moreover,"" cried Marianne, ""he has neither intelligence, nor taste, nor spirit. There is not a single spark in his mind, a single intensity in his feelings, nor a single expression in his voice.""","2024-09-25T20:58:30.272682Z","Marianne thốt lên: - Thêm vào đấy là ôgn không có khả năng thiên bẩm, khiếu thẩm mĩ, hoặc tinh thần. Thêm nữa là sự cảm thông của ông không thấy rạng rỡ, các cảm xúc của ông không nồng nàn, giọng nói của ông không biểu lộ ý tình.","Marianne exclaimed: - Additionally, he lacks innate ability, aesthetic sense, or spirit. Furthermore, his empathy does not shine, his emotions are not intense, and his voice does not convey sentiment."
"","['dashwood', 'señora dashwood', 'daswood', 'mrs dashvvood']",822,"7","2024-09-25T20:58:35.842322Z","Mrs. Dashwood entered into all their feelings with a warmth which left her no inclination for checking this excessive display of them. To her it was but the natural consequence of a strong affection in a young and ardent mind.","La señora Dashwood celebraba todos sus sentimientos con una ternura que la privaba de todo deseo de controlar el excesivo despliegue de ellos. Para ella, tal abundancia no era sino la consecuencia natural de un intenso afecto en espíritus jóvenes y apasionados.","Mrs. Dashwood cherished all her feelings with a tenderness that deprived her of any desire to control their excessive display. To her, such abundance was nothing but the natural consequence of intense affection in young and passionate spirits.",1574,4.548,203,"Typo in vn, ""Daswood""","Modify 🛠️","Mrs Dashvvood onların duygularına öyle bir sıcaklıkla yaklaştı ki, bu aşırı duygu gösterisine engel olası gelmedi. Ona göre bu genç ve kıpır kıpır bir ruhtaki güçlü duyguların doğal sonucundan başka bir şey değildi.","Mrs. Dashwood approached their feelings with such warmth that it didn't seem possible to prevent this excessive display of emotion. To her, it was nothing more than the natural result of strong emotions in a young and lively spirit.","2024-09-25T20:58:35.842337Z","Bà Daswood can dự vào những tâm tư của họ với thái độ nồng nà, nên không buồn kiểm soát sự biểu lộ quá trớn của họ. Đối với bà, đây chỉ là kết quả tự nhiên của tình cảm trong tinh thần tươi trẻ và cháy bỏng.","Mrs. Daswood involved herself in their emotions with a fervent attitude, so she did not bother to control their excessive expressions. To her, this was merely the natural result of feelings in a young and passionate spirit."
"","['elinor']",823,"7","2024-09-25T20:58:39.791381Z","For such particulars, stated on such authority, Elinor could not withhold her credit; nor was she disposed to it, for the circumstance was in perfect unison with what she had heard and seen herself.","Elinor no pudo menos que dar crédito a todos estos pormenores, dichos con tal autoridad; tamPoco se sentía inclinada a hacerlo, porque la circunstancia relatada concordaba perfectamente con lo que ella misma había escuchado y visto.","Elinor could not help but give credence to all these details, spoken with such authority; nor did she feel inclined not to, because the related circumstance perfectly matched what she herself had heard and seen.",1575,3.122,231,"","Aligned 😊","Bu kadar güvenle anlatılmış böyle ayrıntılara Elinor inanmazlık edemezdi; zaten inanmama eğilimde de değildi, çünkü durum kendisinin işitip gördükleriyle tastamam uyuşuyordu.","Elinor could not disbelieve such details told with such confidence; besides, she was not inclined to disbelieve, because the situation exactly matched what she had heard and seen herself.","2024-09-25T20:58:39.791407Z","Elinor không thể nghi ngờ các chi tiết như thế, được tường thuật một cách thông suốt như thế: cô không phải nghĩ ngợi, vì tình huống hoàn toàn phù hợp với những gì chính cô đã nghe và thấy.","Elinor could not doubt such details, narrated so coherently: she did not have to think, because the situation completely matched what she herself had heard and seen."
"","['brandon', 'albay brandon']",824,"7","2024-09-25T20:58:45.592403Z","While they were at breakfast the letters were brought in. Among the rest there was one for Colonel Brandon;—he took it, looked at the direction, changed colour, and immediately left the room.","Mientras desayunaban, llegó el correo. Entre las cartas había una para el coronel Brandon. El la cogió, miró la dirección, su rostro cambió de color y de inmediato abandonó el cuarto.","While they were having breakfast, the mail arrived. Among the letters, there was one for Colonel Brandon. He took it, looked at the address, his face changed color, and he immediately left the room.",1576,3.623,250,"","Aligned 😊","Kahvaltı ederlerken mektuplar getirildi. Başkaları yanında Albay Brandon için de mektup vardı; -mektubu aldı, bir göz gezdirdi, yüzünün rengi değişti ve hemen odadan çıktı.","While they were having breakfast, the letters were delivered. Among them, there was also a letter for Colonel Brandon; -he took the letter, glanced at it, his face changed color, and he immediately left the room.","2024-09-25T20:58:45.592421Z","Trong khi mọi người đang dùng điểm tâm, gia nhân mang thư từ vào. Có một lá thư cho Đại tá Brandon; ông cầm lên, đọc qua, đổi sắc mặt, lập tức ra khỏi phòng.","While everyone was having breakfast, the servant brought in the mail. There was a letter for Colonel Brandon; he picked it up, read it, changed his expression, and immediately left the room."
"","['elino', 'elinor']",825,"7","2024-09-25T20:58:51.442304Z","""On the contrary, nothing can be a stronger proof of it, Elinor; for if there had been any real impropriety in what I did, I should have been sensible of it at the time, for we always know when we are acting wrong, and with such a conviction I could have had no pleasure.""","—Al contrario, nada puede ser una prueba más —contundente de ello, Elinor; pues si lo que hice hubiera sido de alguna manera incorrecto, lo habría estado sintiendo todo el tiempo, porque siempre sabemos cuando actuamos mal, y con tal convicción no podría haber disfrutado.","—On the contrary, nothing could be more —compelling proof of it, Elinor; for if what I did had been in any way wrong, I would have been feeling it all the time, because we always know when we act wrongly, and with such conviction, I could not have enjoyed it.",1577,4.95,319,"","Aligned 😊","""Aksine, başka herşeyden daha fazla kanıtlar Elinor; çünkü yaptığım şeyin gerçekten uygunsuz bir yanı olsaydı o zaman farkederdim, çünkü yanlış bir şey yaptığımızı her zaman anlarız ve öyle bir inançla asla keyif alamazdım.","""On the contrary, Elinor, more than anything else, evidence proves it; because if there were really something inappropriate about what I did, I would notice it, because we always understand when we do something wrong, and I could never enjoy it with such a belief.""","2024-09-25T20:58:51.442319Z","- Chị Elinor, ngược lại, không có lý do nào mạnh hơn thế; vì nếu có gì thật sự không phải phép trong việc em làm, em đã cảm thấy như thế lúc ấy, vì chúng em luôn luôn biết khi nào mình làm quấy, và khi biết như thế em không thể cảm thấy thích thú.","- Sister Elinor, on the contrary, there is no stronger reason than that; because if there was something truly improper in what I did, I would have felt it at the time, as we always know when we are doing wrong, and knowing that, I could not feel pleasure."
"","['elinor']",826,"7","2024-09-25T20:58:56.132541Z","""It was not inclination that he wanted, Elinor; I could plainly see THAT. He had not the power of accepting it. I have thought it all over I assure you, and I can perfectly account for every thing that at first seemed strange to me as well as to you.""","—¡No eran deseos lo que le faltaba, Elinor! Lo vi con toda claridad. No estaba en sus manos aceptarlo. Lo he pensado una y otra vez, te lo aseguro, y puedo explicar a la perfección todo lo que a primera vista me pareció tan extraño como a ti.","—It wasn't desire that he lacked, Elinor! I saw it quite clearly. It wasn't in his power to accept it. I've thought about it over and over again, I assure you, and I can perfectly explain everything that at first seemed as strange to me as it did to you.",1578,3.452,372,"","Aligned 😊","""Eksik olan şey istek değildi Elinor; bunu açıkça görebiliyorum. Kabul edecek gücü yoktu. Etraflıca düşündüm ve başta bana da, sana da garip görünen herşeyin açıklamasını buldum.","""The missing thing was not the desire, Elinor; I can see that clearly. She did not have the strength to accept it. I have thought it over thoroughly and found the explanation for everything that seemed strange to both you and me at first.""","2024-09-25T20:58:56.132573Z","- Elinor à, anh ấy không muốn từ chối; mẹ thấy rõ điều này. Anh ấy không có thực quyền để nhận lời. Hãy tin đi, mẹ đã nghĩ kỹ mọi điều, mẹ có thể lý giải rõ ràng mọi chuyện mà lúc đầu cả mẹ và con đều thấy lạ lùng.","- Elinor, he didn't want to refuse; mother sees this clearly. He doesn't have the real authority to accept. Believe me, mother has thought through everything, mother can clearly explain everything that initially seemed strange to both you and me."
"","['willoughby']",827,"7","2024-09-25T20:59:14.659941Z","""I can hardly tell myself. But suspicion of something unpleasant is the inevitable consequence of such an alteration as we just witnessed in him. There is great truth, however, in what you have now urged of the allowances which ought to be made for him, and it is my wish to be candid in my judgment of every body. Willoughby may undoubtedly have very sufficient reasons for his conduct, and I will hope that he has. But it would have been more like Willoughby to acknowledge them at once. Secrecy may be advisable; but still I cannot help wondering at its being practiced by him.""","—Tampoco lo tengo claro. Pero es inevitable sospechar algo desagradable tras ver un trastorno tan grande como el que observamos en él. Hay una gran verdad, sin embargo, en su insistencia respecto de las concesiones que debemos hacer en su favor, y es mi deseo ser imparcial en todos mis juicios. Es indudable que Willoughby puede tener motivos suficientes para haberse comportado así, y espero que los tenga. Pero habría sido más propio de su carácter haberlos dado a conocer. La reserva puede ser aconsejable, pero aun así no puedo evitar extrañarme de encontrarla en él.","—I’m not clear about it either. But it’s inevitable to suspect something unpleasant after seeing such a great disturbance as we observed in him. There is a great truth, however, in his insistence regarding the concessions we must make in his favor, and it is my desire to be impartial in all my judgments. It is undeniable that Willoughby may have sufficient reasons for having behaved this way, and I hope he does. But it would have been more in keeping with his character to have made them known. Reserve may be advisable, but even so, I cannot help but be surprised to find it in him. —",1579,17.557,377,"","Aligned 😊","""Bunu ben de pek bilmiyorum. -Ama hoş olmayan bir şeyden şüphelenmek onda az önce tanık olduğumuz böyle bir değişimin kaçınılmaz sonucu. Öte yandan, iyi yanlarının hakkını vermek gerektiğini söylemekte çok haklısın; herkes hakkındaki yargılarımda samimi olmak isterim. Willoughby'nin davranışı için gayet geçerli sebepleri olabilir kuşkusuz ve umarım vardır. Ama bunları hemen söylemek Willoughby'ye daha çok yakışırdı. Gizlilik gerekli olabilir; ama gizliliği onun uygulamasını hala kabul edemiyorum.","""I don't really know this either. -But suspecting something unpleasant is the inevitable result of such a change we just witnessed in him. On the other hand, you are very right in saying that we should give credit to his good sides; I want to be sincere in my judgments about everyone. Willoughby may undoubtedly have very valid reasons for his behavior, and I hope he does. But it would have been more fitting for Willoughby to say them immediately. Secrecy may be necessary; but I still can't accept his practice of secrecy.""","2024-09-25T20:59:14.659958Z","- Tự con khó thể nói ra. Nhưng nghi ngờ về điều khó chịu gì đấy là hậu quả tất yếu của sự thay đổi như thế mà ta thấy nơi anh. Tuy nhiên, mẹ rất có lý khi thuyết phục nên thông cảm cho anh, và con rất muốn thẳng thẳn khi xét đoán mọi người. Phải công nhận Willoughby có thể có lý do rất chính đáng khi tỏ thái độ ấy; con hy vọng như thế. Nhưng người như Willoughby đáng lẽ phải bày tỏ ngay các lý do này. Có thể cần bí mật, nhưng con không thể không băn khoăn tại sao anh lại thế.","- It's hard for me to say. But suspecting some discomfort is the inevitable consequence of such a change as we see in him. However, mother is very right in persuading us to sympathize with him, and I really want to be straightforward when judging everyone. We must admit that Willoughby may have very legitimate reasons for showing such an attitude; I hope so. But someone like Willoughby should have expressed these reasons immediately. It may require secrecy, but I can't help but wonder why he is like that."
"","['elinor']",828,"7","2024-09-25T20:59:21.439158Z","""I confess,"" replied Elinor, ""that every circumstance except ONE is in favour of their engagement; but that ONE is the total silence of both on the subject, and with me it almost outweighs every other.""","—Confieso —replicó Elinor— que todas las circunstancias excepto una hablan en favor de su compromiso, pero esa una es el total silencio de ambos sobre ello, y para mí casi anula todas las demás.","—I confess —replied Elinor— that all the circumstances except one speak in favor of their engagement, but that one is their total silence on the matter, and for me, it almost nullifies all the others.",1580,3.984,385,"","Aligned 😊","""İtiraf ederim ki,"" diye cevapladı Elinor, ""bir şey hariç her halleri sözlendiklerini gösteriyor; ama o bir şey her ikisinin de meseleyle ilgili mutlak sessizliği ki, bu benim için başka herşeyden daha ağırlıklı.","""I must admit,"" replied Elinor, ""that everything about them indicates they are engaged, except for one thing: their absolute silence on the matter, which weighs more heavily for me than anything else.""","2024-09-25T20:59:21.439181Z","Elinor đáp: - Con nhìn nhận rằng ngoại trừ một điều, thì mọi tình huống đều cho thấy họ đã hẹn ước, và cái điều này là cả hai đều hoàn toàn im lặng về sự việc. Đối với con, điều này lấn át các tình huống khác.","Elinor replied: - I acknowledge that except for one thing, all situations indicate that they had an agreement, and this thing is that both are completely silent about the matter. For me, this outweighs the other situations."
"","['willoughby', 'willoughb']",829,"7","2024-09-25T20:59:25.984475Z","""How strange this is! You must think wretchedly indeed of Willoughby, if, after all that has openly passed between them, you can doubt the nature of the terms on which they are together. Has he been acting a part in his behaviour to your sister all this time? Do you suppose him really indifferent to her?""","—¡Qué extraño! Ciertamente debes pensar horrores de Willoughby si, después de cuanto ha pasado entre ellos a la vista de todos, puedes dudar de la naturaleza de los lazos que los unen. ¿Ha estado representando un papel frente a tu hermana todo este tiempo? ¿Lo crees de verdad indiferente a ella?","—How strange! You must certainly think the worst of Willoughby if, after everything that has happened between them in plain sight, you can doubt the nature of the ties that bind them. Has he been playing a role in front of your sister all this time? Do you truly believe he is indifferent to her?",1581,3.548,386,"","Aligned 😊","""Bu çok tuhaf! Yani aralarında açıkça olup biten herşeyden sonra aralarındaki yakınlığın doğasından şüphe edebiliyorsan Willoughby'nin alçağın teki olduğunu düşünüyor olmalısın. Bunca zamandır kızkardeşini kandırıyor muydu? Ona karşı aslında kayıtsız olduğunu mu düşünüyorsun?","""This is very strange! I mean, after everything that has clearly happened between them, if you can doubt the nature of their closeness, you must think that Willoughby is a scoundrel. Has he been deceiving your sister all this time? Do you think he is actually indifferent to her?""","2024-09-25T20:59:25.984498Z","- Thật là lạ lùng! Con thật sự nghĩ tồi tệ về Willoughby, nếu con vẫn còn hồ nghi bản chất của mối quan hệ giữa hai người, sau khi mọi chuyện đã lộ rõ. Có phải trong suốt thời gian qua, một phần thái độ anh ấy là do đóng kịch với em của con không? Con nghĩ anh ấy hoàn toàn hờ hững với con nhỏ hay sao?","- How strange! I would really think poorly of Willoughby if you still doubted the nature of their relationship after everything has come to light. Was part of his behavior all this time just an act towards your sister? Do you think he was completely indifferent to her?"
"","['willoughby']",830,"7","2024-09-25T20:59:31.355788Z","The evening passed off in the equal indulgence of feeling. She played over every favourite song that she had been used to play to Willoughby, every air in which their voices had been oftenest joined, and sat at the instrument gazing on every line of music that he had written out for her, till her heart was so heavy that no farther sadness could be gained; and this nourishment of grief was every day applied. She spent whole hours at the pianoforte alternately singing and crying; her voice often totally suspended by her tears. In books too, as well as in music, she courted the misery which a contrast between the past and present was certain of giving. She read nothing but what they had been used to read together.","La tarde transcurrió en igual abandono a los sentimientos. Volvió a tocar cada una de las canciones que le gustaban y que solía tocar para Willoughby, cada aire en el que con más frecuencia se habían unido sus voces, y permaneció sentada ante el instrumento contemplando cada línea de música que él había copiado para ella, hasta que fue tan grande el pesar de su corazón que ya no podía alcanzarse tristeza mayor; y día a día se esforzó en nutrir así su dolor. Pasaba horas completas al piano alternando cantos y llantos, a menudo con la voz totalmente ahogada por las lágrimas. También en los libros, al igual que en la música, cortejaba la desdicha que con toda certeza podía obtener de la confrontación entre el pasado y el presente. No leía nada sino lo que solían leer juntos.","The afternoon passed in the same abandonment to feelings. She played each of the songs she liked and used to play for Willoughby, every tune in which their voices had most often joined, and she remained seated at the instrument contemplating each line of music he had copied for her, until the sorrow in her heart grew so great that no greater sadness could be reached; and day by day she strove to nurture her pain in this way. She spent entire hours at the piano alternating between singing and crying, often with her voice completely choked by tears. Also in books, as in music, she courted the misery that she could certainly obtain from the confrontation between the past and the present. She read nothing but what they used to read together.",1582,3.898,399,"","Aligned 😊","Akşam da aynı duygu yoğunluğu içinde geçti. Willoughby'ye çaldığı her şarkıyı, seslerinin en sık birleştiği her türküyü tekrar çaldı ve Willoughby'nin onun için yazdığı müzik satırlarına gözleri dikili halde piyanonun başında oturdu, ta ki kalbi daha fazla kederi kaldıramayacak denli ağırlaşıncaya kadar; bu ızdırap gıdası her gün alındı. Bir şarkı söyleyerek, bir ağlayarak piyanoda uzun saatler geçirdi; sesi sık sık gözyaşlarınca tümden susturuldu. Müzikte olduğu gibi kitaplarda da geçmişle bugün arasındaki zıtlığın kolayca yarattığı ızdırabı aradı. Birlikte okudukları dışında hiçbir şey okumadı.","The evening also passed with the same intensity of emotion. She played every song she had played for Willoughby, every folk song where their voices most frequently merged, and sat at the piano with her eyes fixed on the music lines Willoughby had written for her, until her heart grew so heavy that it could no longer bear the sorrow; this food of torment was taken every day. She spent long hours at the piano, sometimes singing, sometimes crying; her voice was often completely silenced by her tears. As in music, she sought the easily created torment of the contrast between the past and the present in books. She read nothing except what they had read together.","2024-09-25T20:59:31.355812Z","Buổi tối trôi qua cũng buông thả vào cảm xúc. Cô đàn mọi bản nhạc mà cô từng đàn cho Willoughby nghe, mọi cung điệu mà hai người thường hát với nhau, đăm đăm nhìn mỗi dòng nhạc mà anh đã viết ra cho cô, cho đến lúc con tim cô trở nên nặng nề đến nỗi không thể nào buồn hơn được nữa. Mỗi ngày cô đều ấp ủ nỗi thảm sầu như thế. Cô ngồi trước chiếc dương cầm hàng giờ, hết hát lại khóc, giọng cô thường xuyên nghẹn ngào vì những giọt nước mắt. Cũng như khi chơi nhạc, lúc đọc sách cô khổ sở với khác biệt giữa quá khứ và hiện tại. Cô chỉ tìm đọc những gì hai người thường đọc với nhau.","The evening passed by, letting itself be carried away by emotions. She played every piece of music she had ever played for Willoughby, every melody they used to sing together, staring intently at each line of music he had written for her, until her heart became so heavy that it could not bear any more sorrow. Every day she nurtured such sorrow. She sat in front of the piano for hours, alternating between singing and crying, her voice often choked with tears. Just as when playing music, she suffered from the difference between the past and the present while reading books. She only sought to read what they used to read together."
