"Multiple_ents","Single_ent","annotation_id","annotator","created_at","en","es","es_translation","id","lead_time","line_no","modify_feedback","sentiment","tr","tr_translation","updated_at","vi","vi_translation"
"","['henr', 'harry']",40,"5","2024-09-21T19:38:29.778943Z","“I don’t think I am likely to marry, Harry. I am too much in love. That is one of your aphorisms. I am putting it into practice, as I do everything that you say.”","—Creo que no es probable que me case, Harry. Estoy demasiado enamorado. Ése es uno de tus aforismos. Lo estoy poniendo en práctica, y hago todo lo que recomiendas.","—I don't think it's likely that I'll get married, Harry. I'm too much in love. That's one of your aphorisms. I'm putting it into practice, and I'm doing everything you recommend.",1884,17.33,341,"","Aligned 😊","“Benim evlenme olasılığım yok gibi bir şey, Harry. Evlenmeyecek kertede âşığım çünkü. İşte senin aforizmalarından biri. Senin sözünden hiç çıkmadığım için bunu gerçek yaşantımda uygulamaya koyuyorum.","“I have almost no chance of getting married, Harry. Because I am in love to the extent that I won't get married. Here is one of your aphorisms. Since I never go against your words, I am putting this into practice in my real life.”","2024-09-21T19:38:29.778964Z","“Tôi không nghĩ là tôi lại có thể cưới, Henry. Tôi quá nặng lòng yêu. Ấy là một trong các châm ngôn của anh. Tôi đã thực hành nó, như tôi vẫn làm mọi điều mà anh nói.","""I don't think I could ever get married, Henry. I am too heavily in love. That is one of your maxims. I have practiced it, as I always do with everything you say."""
"","['basil', 'sibyl']",41,"5","2024-09-21T19:38:47.517546Z","“I want you and Basil to come with me some night and see her act. I have not the slightest fear of the result. You are certain to acknowledge her genius. Then we must get her out of the Jew’s hands. She is bound to him for three years—at least for two years and eight months—from the present time. I shall have to pay him something, of course. When all that is settled, I shall take a West End theatre and bring her out properly. She will make the world as mad as she has made me.”","—Quiero que Basil y tú vengáis conmigo alguna noche para verla actuar. No tengo el menor temor al resultado. Sin duda, reconoceréis su genio. Luego hemos de arrancarla de las manos de ese viejo judío. Está atada a él por tres años, al menos dos años y ocho meses, desde el momento presente. Tendré que pagarle algo, por supuesto. Cuando todo esté arreglado, la traeré a algún teatro del West End y la presentaré como es debido. Enloquecerá al mundo como me ha enloquecido a mí.","—I want Basil and you to come with me some night to see her perform. I have no fear of the outcome. Without a doubt, you will recognize her genius. Then we must rescue her from the hands of that old Jew. She is bound to him for three years, at least two years and eight months from now. I will have to pay him something, of course. When everything is settled, I will bring her to some theater in the West End and present her as she deserves. She will drive the world mad as she has driven me mad.",1885,17.534,406,"","Aligned 😊","“Basil’le bir gece gelin, onun oyununu görün, istiyorum. Zerrece korkum yok bunun sonucundan. Onun üstün yeteneğini kabul edeceksiniz, bu kesin. Sonra onu o Yahudi’nin ellerinden kurtarmalıyım. Üç yıllık kontratla bağlı ona, yani bugünden sonra iki yıl, sekiz ay. Yahudi’ye bir şeyler ödemem gerekecek, doğallıkla. Bunlar yola girdikten sonra West End’de bir tiyatro tutup Sibyl’i şöyle adam gibi tanıtırım. Bütün dünyayı da, tıpkı beni büyülediği gibi büyüleyecektir.","“Come one night with Basil, see his play, I want you to. I have no fear at all of the outcome. You will acknowledge his superior talent, this is certain. Then I must save him from that Jew’s hands. He is bound to him by a three-year contract, which means two years and eight months from today. I will have to pay the Jew something, naturally. Once these things are settled, I will rent a theater in West End and properly introduce Sibyl. She will enchant the whole world, just as she has enchanted me.”","2024-09-21T19:38:47.517568Z","“Tôi muốn anh và Basil đi cùng tôi một đêm nào đó để xem nàng diễn. Tôi không mảy may sợ hãi kết quả. Anh chắc chắn sẽ công nhận thiên tài của nàng. Sau đó ta phải kéo nàng ra khỏi tay lão Do Thái ấy. Nàng bị trói buộc bởi hợp đồng với lão suốt ba năm — ít nhất là suốt hai năm và tám tháng — từ lúc này. Tôi sẽ phải trả gì đó cho lão, dĩ nhiên. Khi mọi chuyện êm xuôi, tôi sẽ thuê nhà hát West End và đưa nàng ra một cách thích đáng. Nàng sẽ làm cả thế giới phát điên như nàng đã làm với tôi.”","“I want you and Basil to come with me one night to see her perform. I am not in the least bit afraid of the outcome. You will surely acknowledge her talent. After that, we must get her out of that Jew's hands. She is bound by a contract with him for three years — at least for two years and eight months — from now. I will have to pay him something, of course. When everything is settled, I will rent the West End theater and present her properly. She will drive the whole world crazy as she has done to me.”"
"","['basil']",42,"5","2024-09-21T19:38:54.637274Z","“Half-past six! What an hour! It will be like having a meat-tea, or reading an English novel. It must be seven. No gentleman dines before seven. Shall you see Basil between this and then? Or shall I write to him?”","—¡Seis y media! ¡Qué horas! Sería como tomar una merienda-cena o leer una novela inglesa. Tiene que ser a las siete. Ningún caballero cena antes de las siete. ¿He de ver a Basil de aquí a mañana? ¿O bastará con que le escriba?","—Six thirty! What a time! It would be like having a tea-dinner or reading an English novel. It has to be at seven. No gentleman dines before seven. Should I see Basil between now and tomorrow? Or will it be enough to write to him?",1886,6.922,413,"","Aligned 😊","“Altı buçuk ha! Ne tuhaf bir saat! Çay yerine et suyu içmek gibi bir şey ya da bir İngiliz romanı okumak. Yedi yapalım şunu. Hiçbir centilmen yediden önce akşam yemeği yemez. Sen bu arada Basil’i görecek misin, yoksa ben bir not yazayım mı?","“Half past six, ha! What a strange hour! It's like drinking broth instead of tea or reading an English novel. Let's make it seven. No gentleman dines before seven. Will you see Basil in the meantime, or should I write a note?”","2024-09-21T19:38:54.637296Z","“Sáu rưỡi! Giờ gì thế này! Thế thì có khác gì uống trà thịt, hoặc đọc tiểu thuyết Anh. Phải bảy giờ. Không có người tử tế nào ăn tối trước bảy giờ cả. Cậu sẽ gặp Basil giữa giờ này và giờ sau được chứ? Hay tôi sẽ phải viết cho anh ấy?”","“Six-thirty! What kind of time is this! It's no different than having meat tea or reading an English novel. It has to be seven o'clock. No decent person has dinner before seven o'clock. Will you meet Basil between this hour and the next? Or should I write to him?”"
"","['hijita', 'james']",43,"5","2024-09-21T19:39:57.754517Z","“My child, you are far too young to think of falling in love. Besides, what do you know of this young man? You don’t even know his name. The whole thing is most inconvenient, and really, when James is going away to Australia, and I have so much to think of, I must say that you should have shown more consideration. However, as I said before, if he is rich ...”","—Hijita mía, eres demasiado joven para pensar en enamorarte. Además, ¿qué sabes de ese joven? Ni siquiera su nombre. Todo esto es muy poco conveniente y, a decir verdad, cuando lames está a punto de irse a Australia y yo tengo tantas preocupaciones, he de decir que podrías haber mostrado un poco más de consideración.","—My dear daughter, you are too young to think about falling in love. Besides, what do you know about that young man? You don't even know his name. All of this is very inconvenient and, to be honest, when lames is about to go to Australia and I have so many worries, I must say that you could have shown a bit more consideration. However, as I have said before, in the case that he is rich... —Mother, mother!",1887,22.702,441,"truncate es","Modify 🛠️","“Yavrucuğum, çok küçüksün sen daha, âşık olmayı düşünecek yaşta değilsin. Hem bu genç hakkında ne biliyorsun ki? Adını bile bilmiyorsun onun. Nereden baksan çok uygunsuz bir durum, çok sırasız. Tam James’in Avustralya’ya gideceği şu sıralarda düşünecek dünya kadar sorunum varken senden biraz daha anlayış beklerdim doğrusu. Her neyse, dediğim gibi, eğer bu çocuk paralıysa...","“My dear child, you are still very young, you are not at the age to think about falling in love. Besides, what do you know about this young man? You don't even know his name. From any angle, it’s a very inappropriate situation, very untimely. At a time when I have a world of problems to think about, especially with James going to Australia, I would have expected a bit more understanding from you, honestly. Anyway, as I said, if this boy is wealthy...”","2024-09-21T19:39:57.754539Z","“Con ơi, con còn quá trẻ để mà nghĩ đến chuyện đắm đuối vì yêu. Vả lại, con biết gì về chàng thanh niên này? Con thậm chí còn chưa biết tên nó. Toàn bộ chuyện này là hết sức phiền phức, và thực ra, khi James sắp bỏ đi Úc, còn mẹ có quá nhiều thứ phải nghĩ đến, mẹ phải nói là con lẽ ra nên tỏ vẻ biết nghĩ hơn. Tuy vậy, như mẹ nói lúc nãy, giả dụ nó giàu...”","""My child, you are still too young to be thinking about being infatuated with love. Moreover, what do you know about this young man? You don't even know his name yet. This whole thing is extremely troublesome, and actually, with James about to leave for Australia, and me having too many things to think about, I must say that you should have shown more consideration. However, as I said earlier, if he were rich..."""
"","['sibyl']",44,"5","2024-09-21T19:40:10.154190Z","“Society!” muttered the lad. “I don’t want to know anything about that. I should like to make some money to take you and Sibyl off the stage. I hate it.”","—¡Buena sociedad! —murmuró el muchacho—. No me interesa nada la buena sociedad. Me gustaría ganar algún dinero para sacaros a ti y a Sibyl de los escenarios. Aborrezco la vida del teatro.","—Good society! —murmured the boy—. I am not interested in good society at all. I would like to earn some money to get you and Sibyl off the stage. I abhor the life of the theater.",1888,12.207,450,"","Aligned 😊","Çocuk, “Sosyete mi!” diye söylendi. “O konuyla hiç ilgilenmek istemiyorum. Benim istediğim biraz para yapıp seninle Sibyl’i sahneden uzaklaştırmak. Nefret ediyorum sahne yaşantısından.","The child muttered, “High society!” “I don't want to get involved with that at all. What I want is to make some money and take you and Sibyl away from the stage. I hate the stage life.”","2024-09-21T19:40:10.154204Z","“Tầng lớp thượng lưu!” chàng trai lẩm bẩm. “Con chẳng muốn biết gì về cái đó. Con chỉ muốn kiếm chút tiền để đưa mẹ và Sibyl ra khỏi sân khấu. Con ghét nó.”","""The upper class!"" the young man muttered. ""I don't want to know anything about that. I just want to make some money to get mother and Sibyl off the stage. I hate it."""
"","['sibyl']",45,"5","2024-09-21T19:40:20.164824Z","“My son, you distress me very much. Sibyl is always under my special care. Of course, if this gentleman is wealthy, there is no reason why she should not contract an alliance with him. I trust he is one of the aristocracy. He has all the appearance of it, I must say. It might be a most brilliant marriage for Sibyl. They would make a charming couple. His good looks are really quite remarkable; everybody notices them.”","—Hijo mío, me duelen mucho tus palabras. Siempre cuido de Sibyl de manera muy especial. Por supuesto, si ese caballero es rico, no hay razón para que no se case con él. Estoy segura de que se trata de un aristócrata. Tiene todo el aspecto, no hay la menor duda. Sería un matrimonio brillantísimo para Sibyl. Harían una pareja encantadora. Es un muchacho muy apuesto, todo el mundo lo advierte.","—My son, your words hurt me deeply. I always take special care of Sibyl. Of course, if that gentleman is wealthy, there is no reason why she shouldn't marry him. I am sure he is an aristocrat. He has all the appearance, there is no doubt about it. It would be a very brilliant marriage for Sibyl. They would make a charming couple. He is a very handsome young man, everyone notices it.",1889,9.682,464,"","Aligned 😊","“Oğlum, içimi karartıyorsun. Sibyl’e her zaman gözüm gibi bakmışımdır. Bu beyefendi varlıklıysa Sibyl’in onunla bir ilişkiye girmemesi için hiçbir neden yok demektir. Onun aristokrat olduğuna inanıyorum. Görünümü tamamen öyle, inan. Sibyl böylece göz kamaştıran bir evlilik yapabilir. Ne güzel bir çift oluştururlar: Çocuğun olağanüstü bir yakışıklılığı var. Herkesin dikkatini çekiyor.","“My son, you are darkening my heart. I have always looked after Sibyl like the apple of my eye. If this gentleman is wealthy, there is no reason why Sibyl should not enter into a relationship with him. I believe he is an aristocrat. He completely looks the part, believe me. Thus, Sibyl can make a dazzling marriage. What a beautiful couple they would make: The boy is extraordinarily handsome. He attracts everyone's attention.”","2024-09-21T19:40:20.164845Z","“Con trai của mẹ, con làm mẹ buồn quá. Sibyl luôn được mẹ chăm nom đặc biệt. Dĩ nhiên nếu quý nhân đó giàu có thì chẳng vì lý do nào mà chị con lại không nên kết giao với cậu ta. Mẹ tin cậu ta là một người thuộc tầng lớp quý tộc. Cậu ta có mọi biểu hiện bề ngoài của họ, mẹ phải nói như vậy. Chắc sẽ có một đám cưới rực rỡ cho Sibyl. Chúng nó sẽ thành một đôi tuyệt sắc. Vẻ đẹp của cậu ta thật sự là phi thường; ai ai cũng để ý đến cậu ta.”","“My son, you make me very sad. Sibyl has always received special care from me. Of course, if that gentleman is wealthy, there is no reason why your sister shouldn't associate with him. I believe he belongs to the aristocratic class. He exhibits all the outward signs of it, I must say. There will surely be a splendid wedding for Sibyl. They will make a stunning couple. His beauty is truly extraordinary; everyone notices him.”"
"","['lord henry', 'henry', 'lord henry—']",46,"5","2024-09-21T19:40:26.075587Z","“Except in America,” rejoined Lord Henry languidly. “But I didn’t say he was married. I said he was engaged to be married. There is a great difference. I have a distinct remembrance of being married, but I have no recollection at all of being engaged. I am inclined to think that I never was engaged.”","—Excepto en los Estados Unidos —replicó lánguidamente lord Henry—. Pero yo no he dicho que se haya casado. He dicho que se ha prometido. Hay una gran diferencia. Recuerdo con mucha claridad estar casado, pero no tengo recuerdo alguno de estar prometido. Me inclino a creer que nunca estuve prometido.","—Except in the United States —replied Lord Henry languidly—. But I did not say that he got married. I said that he got engaged. There is a big difference. I clearly remember being married, but I have no recollection of being engaged. I am inclined to believe that I was never engaged.",1890,5.709,538,"","Aligned 😊","“Meğer ki Amerika’da olalım,” diye Lord Henry tembel tembel konuştu. “Ben sana onun evlendiğini söylemedim ki. Nişanlanmış, dedim. Arada büyük ayrım var. Ben evlendiğimi açıkça anımsarım da nişanlandığımı zerrece anımsayamam. Hiç nişanlanmadığıma inanacağım gelir çok zaman.","“Unless we are in America,” said Lord Henry lazily. “I didn't tell you that he got married. I said he got engaged. There is a big difference between the two. I clearly remember getting married but I can't remember getting engaged at all. Many times, I feel like I never got engaged.”","2024-09-21T19:40:26.075609Z","“Ngoài Mỹ ra,” huân tước Henry đáp lại, uể oải. “Nhưng tôi không nói cậu ấy đã kết hôn. Tôi nói cậu ấy đã hứa hẹn kết hôn. Sự khác biệt rất lớn. Tôi có một ký ức rất rõ nét về việc kết hôn, nhưng tôi không nhớ được gì cả về chuyện hứa hẹn. Tôi có khuynh hướng nghĩ là mình chưa bao giờ hứa hẹn gì cả.","“Except for America,” Lord Henry replied, languidly. “But I did not say he was married. I said he was engaged to be married. There is a great difference. I have a very clear memory of being married, but I remember nothing at all about being engaged. I am inclined to think that I never was engaged.”"
"","['lord henry', 'henry']",47,"5","2024-09-21T19:40:39.674491Z","“And I don’t forgive you for being late for dinner,” broke in Lord Henry, putting his hand on the lad’s shoulder and smiling as he spoke. “Come, let us sit down and try what the new chef here is like, and then you will tell us how it all came about.”","—Y yo no te perdono que llegues tarde a cenar —intervino lord Henry, poniendo una mano en el hombro del muchacho y sonriendo mientras hablaba—. Vamos a sentarnos y a enterarnos de qué tal es el nuevo chef, y luego nos explicarás cómo ha sucedido todo.","—And I do not forgive you for being late to dinner —interjected Lord Henry, placing a hand on the boy's shoulder and smiling as he spoke—. Let's sit down and find out how the new chef is, and then you can explain to us how everything happened.",1891,13.395,551,"","Aligned 😊","“Ben de seni yemeğe geç kaldığın için bağışlayamıyorum,” diye araya giren Lord Henry elini delikanlının omzuna koydu. Gülümsüyordu. “Buyurun, oturalım da bakalım yeni chef nasılmış görelim. Sen de bize bütün bunların nasıl olup bittiğini anlatırsın.","""I can't forgive you for being late to dinner either,"" said Lord Henry, interrupting and placing his hand on the young man's shoulder. He was smiling. ""Come on, let's sit down and see how the new chef is. You can tell us how all this happened.""","2024-09-21T19:40:39.674512Z","“Và tôi không tha thứ cho cậu vì đến muộn bữa tối,” huân tước Henry ngắt lời, đặt tay lên vai chàng trai, và mỉm cười trong lúc y nói. “Nào, ta hãy ngồi xuống và thử xem đầu bếp mới ở đây thế nào, sau đó cậu sẽ kể cho bọn tôi nghe xem mọi chuyện đã xảy ra thế nào.”","“And I do not forgive you for being late for dinner,” Lord Henry interrupted, placing a hand on the young man's shoulder, and smiling as he spoke. “Now, let us sit down and see how the new chef here is, then you will tell us what happened.”"
"","['lord henry', 'henry']",48,"5","2024-09-21T19:41:01.969168Z","He winced and, taking up from the table an oval glass framed in ivory Cupids, one of Lord Henry’s many presents to him, glanced hurriedly into its polished depths. No line like that warped his red lips. What did it mean?","Estremecido, tomó de la mesa un espejo oval, encuadrado por cupidos de marfil, uno de los muchos regalos que lord Henry le había hecho, y lanzó una mirada rápida a sus brillantes profundidades. Ninguna arruga parecida había deformado sus labios rojos. ¿Qué significaba aquello?","Trembling, he took from the table an oval mirror, framed by ivory cupids, one of the many gifts Lord Henry had given him, and cast a quick glance at its bright depths. No similar wrinkle had deformed his red lips. What did it mean?",1892,22.1,649,"","Aligned 😊","Delikanlı irkilerek gözlerini kırpıştırdı. Masanın üzerinden, Lord Henry’nin sayısız armağanlarından biri olan, fildişi Cupidlerle çevrelenmiş oval bir ayna alarak, sırlı derinliklerine telaşla göz attı. Kırmızı dudaklarını çirkinleştiren öyle bir çizgi yoktu ki! Ne demek oluyordu bu?","The young man flinched and blinked his eyes. He took an oval mirror surrounded by ivory Cupids, one of Lord Henry's numerous gifts, from the table and anxiously looked into its reflective depths. There was no such line that disfigured his red lips! What did this mean?","2024-09-21T19:41:01.969190Z","Cậu rụt lại, và, nhặt lên khỏi bàn một chiếc gương hình ô-van được đóng khung bằng các thần Cupid ngà voi, một trong nhiều món quà mà huân tước Henry tặng cậu, vội vã nhìn vào đáy sâu bóng loáng của nó. Không vết nhăn nào như cái đã làm méo mó đôi môi đỏ của cậu. Vậy nghĩa là sao?","He drew back, and, picking up from the table an oval mirror framed with ivory Cupids, one of the many gifts Lord Henry had given him, hurriedly looked into its glossy depths. There was no wrinkle such as the one that had distorted his red lips. What did it mean?"
"","['lord henry', 'henry']",49,"5","2024-09-21T19:41:07.502244Z","“Yes, of course,” answered Lord Henry, sinking into a chair and slowly pulling off his yellow gloves. “It is dreadful, from one point of view, but it was not your fault. Tell me, did you go behind and see her, after the play was over?”","—Sí, por supuesto —respondió lord Henry, dejándose caer en una silla y quitándose lentamente los guantes amarillos—. Es horrible, desde cierto punto de vista, pero tú no tienes la culpa. Dime, ¿fuiste a verla después de que terminara la obra? —Sí.","—Yes, of course —replied Lord Henry, dropping into a chair and slowly removing his yellow gloves—. It is horrible, from a certain point of view, but it is not your fault. Tell me, did you go to see her after the play was over?",1893,5.333,680,"","Aligned 😊","Lord Henry, “Evet, elbette,” diyerek bir koltuğa çöktü, sarı eldivenlerini ağır ağır çıkarmaya girişti. “Feci bir şey bir bakıma ama suç sende değildi. Söyle bana, oyun bittikten sonra kulise gidip gördün mü onu? “Evet.","Lord Henry, ""Yes, of course,"" he said, sinking into a chair and slowly starting to remove his yellow gloves. ""It's a terrible thing in a way, but it wasn't your fault. Tell me, did you go backstage and see her after the play was over?""","2024-09-21T19:41:07.502265Z","“Vâng, dĩ nhiên,” huân tước Henry trả lời, hạ mình xuống ghế, chầm chậm tháo đôi găng tay vàng ra. “Thật kinh khủng, dưới quan điểm nào đó, nhưng đấy không phải lỗi của cậu. Hãy kể cho tôi, cậu có đi ra sau và gặp cô ấy không, sau khi vở kịch kết thúc ấy?” “Có.”","“Yes, of course,” Lord Henry replied, lowering himself into a chair and slowly removing his yellow gloves. “It's terrible, in a way, but it's not your fault. Tell me, did you go backstage and see her after the play ended?”"
"","['harry']",50,"5","2024-09-21T19:41:15.119422Z","“Your letter? Oh, yes, I remember. I have not read it yet, Harry. I was afraid there might be something in it that I wouldn’t like. You cut life to pieces with your epigrams.”","—¿Tu carta? Ah, sí, ya recuerdo. No la he leído aún, Harry. Temía que hubiera en ella algo que me disgustara. Cortas la vida en pedazos con tus epigramas.","—Your letter? Ah, yes, now I remember. I haven't read it yet, Harry. I was afraid there might be something in it that would upset me. You cut life into pieces with your epigrams.",1894,7.425,691,"","Aligned 😊","“Mektubun mu? Ha evet! Daha okumamıştım Harry. Hoşuma gitmeyecek bir şey yazmışsındır, diye korktum. Sen şu özdeyişlerinle hayatı lokma lokma doğruyorsun da.","“Your letter? Oh yes! I hadn't read it yet, Harry. I was afraid you might have written something I wouldn't like. You always dissect life bit by bit with your aphorisms.”","2024-09-21T19:41:15.119443Z","“Thư của anh? À, vâng, tôi nhớ rồi. Tôi còn chưa đọc nó, Harry. Tôi sợ là có thể có gì đó trong ấy mà tôi không thích. Anh cắt đời vụn ra bằng các châm ngôn trào phúng của anh.”","“Your letter? Ah, yes, I remember now. I haven't read it yet, Harry. I'm afraid there might be something in it that I don't like. You dissect life with your satirical maxims.”"
