line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,The Academy is too large and too vulgar.,The Academy is too large and too vulgar.,100.0,100.0,"The Academy is too large, too vulgar.",65.6,59.695,The Academy is too large and too vulgar.,100.0,100.0
11,"Whenever I have gone there, there have been either so many people that I have not been able to see the pictures, which was dreadful, or so many pictures that I have not been able to see the people, which was worse.","Every time I go there, it is either so crowded that I cannot see the paintings, which are dreadful, or there are so many paintings that I cannot see the people, which is even worse.",18.709,16.024,"Whenever I went there, I either couldn't see the paintings because of the crowd, which is a terrible thing, or I couldn't see the people because of the multitude of paintings, which is even worse.",9.567,6.719,"Every time I go there, either there are so many people that I can't see the paintings, which is horrible, or there are so many paintings that I can't see the people, which is even worse.",23.805,21.724
12,The Grosvenor is really the only place.”,"The Grosvenor is really the only place.""",87.738,86.334,"Believe me, the only option is the Grosvenor Gallery.""",18.36,10.6,The Grosvenor Gallery is the right place.,25.245,15.255
13,"“I don’t think I shall send it anywhere,” he answered, tossing his head back in that odd way that used to make his friends laugh at him at Oxford.","“I don't think I'll send it anywhere,” he replied, tossing his head back in that peculiar way that often made his friends laugh at him in Oxford.",47.728,46.078,"The painter replied, ""I don't think I'll send this anywhere,"" throwing his head back with that strange motion that had always amused his friends when he was in Oxford.",11.37,7.861,"—I don't think I'll send it anywhere —replied the artist, throwing his head back in that curious way that always made his friends from Oxford laugh—.",20.936,17.872
14,"“No, I won’t send it anywhere.”",“No: I won't send it anywhere.”,55.163,48.549,"""No, I won't send it anywhere.""",39.764,31.239,No; I won't send the portrait anywhere.,20.493,11.34
15,"Lord Henry elevated his eyebrows and looked at him in amazement through the thin blue wreaths of smoke that curled up in such fanciful whorls from his heavy, opium-tainted cigarette.",Lord Henry raised an eyebrow and looked at him in astonishment through the thin blue smoke curling into surreal spirals from his opium-laden cigarette.,25.14,22.536,"Lord Henry raised his eyebrows; he looked at his friend in astonishment through the thin, blue rings of smoke spiraling up from the thick, opium-laced cigarette he was smoking.",12.527,8.728,"Lord Henry raised his eyebrows and looked at him with astonishment through the thin curls of smoke that, emerging from his opium-laced cigarette, twisted into strange shapes.",28.6,25.727
16,“Not send it anywhere?,“Not sending it anywhere?,53.183,42.729,“Aren't you going to send it anywhere?,43.472,34.572,—Aren't you going to send it anywhere?,43.472,34.572
17,"My dear fellow, why?","My friend, why?",43.543,34.983,"My dear friend, why?",48.549,37.992,"Why, my dear friend?",34.329,20.412
18,Have you any reason?,Do you have any reason?,45.18,34.329,Do you have a reason?,32.467,19.305,What reason could you give?,25.407,10.682
19,What odd chaps you painters are!,You artists are truly peculiar creatures!,21.255,8.643,You painters are such strange people!,35.746,26.269,Why are you painters such strange people?,21.736,12.223
20,You do anything in the world to gain a reputation.,You do everything in the world to gain fame.,48.122,42.268,You do everything to gain fame.,17.948,11.091,"You do anything to earn a reputation, but as soon as you have it, it seems you don't want it anymore.",11.773,8.01
21,"As soon as you have one, you seem to want to throw it away.","Yet the moment you have it, it seems you want to throw it away.",40.171,35.831,"And as soon as you gain it, you want to squander it!",27.813,21.447,"You do anything to earn a reputation, but as soon as you have it, it seems you don't want it anymore.",21.814,17.937
22,"It is silly of you, for there is only one thing in the world worse than being talked about, and that is not being talked about.","That is your folly, for there is only one thing in this world worse than being talked about, and that is not being talked about.",73.971,73.205,"What you're doing is nonsense, because if there's anything worse in this world than being talked about, it's not being talked about.",29.151,26.594,"It's foolish, because in the world there's only one thing worse than being talked about, and that is not being talked about.",56.787,55.588
23,"A portrait like this would set you far above all the young men in England, and make the old men quite jealous, if old men are ever capable of any emotion.”","A portrait like this would place you above all the young men in England, and make the old ones seethe with envy, if those old men are still capable of feeling any emotion.”",54.067,52.725,Such a portrait would place you higher than all the young painters in England and make the old ones die of envy; though I don't know if the old ones have any feelings left.”,16.781,13.024,"A portrait like that would place you far above all the young English painters and would arouse the jealousy of the old ones, if the old ones are still capable of emotions.",24.902,22.125
24,"“I know you will laugh at me,” he replied, “but I really can’t exhibit it.","“I know you will laugh at me,” he replied, “but I really can't display it.",81.819,80.866,"Painter Hallward said, ""I know you will mock me, but still, I really can't exhibit this painting.""",14.222,9.849,"—I know you're going to laugh at me —replied Hallward—, but I can't exhibit that portrait.",14.451,9.664
25,I have put too much of myself into it.”,I've put too much of myself into it already.”,66.735,63.156,"""I have put so much of myself into it.""",57.471,53.107,I've put too much of myself into it.,70.255,69.131
26,Lord Henry stretched himself out on the divan and laughed.,Lord Henry stretched out on the couch and laughed.,39.137,32.217,Lord Henry lay full length on the divan and laughed.,56.63,51.931,"Lord Henry, stretching out on the sofa, let out a laugh.",19.905,13.912
27,"“Yes, I knew you would; but it is quite true, all the same.”","“Yes, I know you will; but nevertheless, it is entirely true.”",20.077,14.286,"""Yes, I knew you would laugh, but I'm still telling the truth, no matter what you say.""""",20.747,17.06,"—Yes, Harry, I knew you were going to laugh, but, anyway, it's nothing but the truth.",17.531,12.859
28,“Too much of yourself in it!,“Too much of yourself in it!,100.0,100.0,"“You added a lot of yourself, huh!",19.071,10.553,"""Too much of yourself!""",35.746,26.269
29,"Upon my word, Basil, I didn’t know you were so vain; and I really can’t see any resemblance between you, with your rugged strong face and your coal-black hair, and this young Adonis, who looks as if he was made out of ivory and rose-leaves.","It’s really odd, Basil, I didn’t know you were so vain; and I really can’t see any resemblance between you, with your rugged strong face and coal-black hair, and this young Adonis, who looks as if he were made out of ivory and rose leaves.",80.721,80.382,"God bless you, Basil, I never knew you were so arrogant. I can't see any resemblance between your coal-black hair, your harsh-lined, swarthy face and this young Adonis; believe me, this young man looks like he's made of ivory and rose petals.",26.385,24.413,"""By my faith, Basil, I didn't know you were so vain; I don't see the slightest resemblance between you, with your well-defined and somewhat harsh features and your hair as black as coal, and that young Adonis, who seems to be made of ivory and rose petals.""",31.578,30.146
30,"Why, my dear Basil, he is a Narcissus, and you—well, of course you have an intellectual expression and all that.","Why, my dear Basil, he is a Narcissus, and you — oh, of course you have an intellectual expression and all that.",82.569,81.962,"A perfect Adonis, dear Basil, while you...",7.68,5.273,"""Come now, my dear Basil, that boy is a Narcissus, and you... well, you have, of course, an intellectual air and all that.""",34.801,32.59
31,"But beauty, real beauty, ends where an intellectual expression begins.","But beauty, real beauty, ends where an intellectual expression begins.",100.0,100.0,"Yes, you do have an intellectual expression, and so on, but beauty, true beauty, ends where the intellectual expression begins.",28.075,24.515,"""But beauty, true beauty, ends where the intellectual air begins.""",34.197,27.226
32,"Intellect is in itself a mode of exaggeration, and destroys the harmony of any face.","Intellect in itself is a mode of exaggeration, and destroys the harmony of any face.",82.037,80.77,"The mind is a kind of exaggeration in itself, it disrupts the harmony of the face it enters.",17.21,11.986,"""Intellect is, in itself, a form of exaggeration, and it destroys the harmony of any face.""",46.144,43.28
33,"The moment one sits down to think, one becomes all nose, or all forehead, or something horrid.","The moment one sits down to think, one becomes all nose, or all forehead, or something horrid.",100.0,100.0,"The moment a person starts to think, they become all nose, all forehead, or something equally dreadful.",35.018,30.604,"""The moment someone starts to think, they become all nose or forehead or something dreadful.""",17.103,12.062
34,Look at the successful men in any of the learned professions.,Look at the successful men in any of the learned professions.,100.0,100.0,Just look at the men who have succeeded in intellectual professions.,24.384,17.242,"""Look at those who succeed in any learned profession.""",18.36,10.6
35,How perfectly hideous they are!,How perfectly hideous they are!,100.0,100.0,How utterly ugly they are from head to toe!,18.257,9.98,"""They are absolutely impossible."" ""With the exception, of course, of the Church.""",7.353,3.829
36,"Except, of course, in the Church.","Except, of course, in the Church.",100.0,100.0,"Only the church is an exception to this, naturally.",16.463,8.914,"""They are absolutely impossible."" ""With the exception, of course, of the Church.""",22.262,17.335
37,But then in the Church they don’t think.,But then in the Church they don’t think.,100.0,100.0,"However, those who have made the church their profession do not think either.",11.822,6.25,"""But it happens that in the Church one does not think.""",19.905,13.912
38,"A bishop keeps on saying at the age of eighty what he was told to say when he was a boy of eighteen, and as a natural consequence he always looks absolutely delightful.","A bishop keeps on saying at the age of eighty what he was told to say when he was a boy of eighteen, and as a natural consequence, he always looks absolutely delightful.",92.772,92.575,"A bishop will say at eighty what he was taught to say at eighteen, and as a result, he always appears charming.",22.638,20.293,"""A bishop continues to say at eighty what he was told to say at eighteen, and the logical consequence is that he always looks delightful.""",29.079,26.793
39,"Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks.","Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks.",100.0,100.0,"As for that mysterious young friend of yours whose name you haven't mentioned but whose portrait truly fascinates me, I don't think he thinks at all.",16.581,12.91,"""Your mysterious young friend, whose name you have never revealed to me, but whose portrait truly fascinates me, never thinks.""",63.222,61.807
40,I feel quite sure of that.,I am quite sure of that.,70.347,64.346,I can bet on it.,19.433,8.171,"""I am completely sure of it.""",20.493,11.34
41,"He is some brainless beautiful creature who should be always here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence.","He is some brainless, beautiful creature, who should always be here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence.",79.109,78.535,"A brainless, beautiful creature; he should be here in winter when we have no flowers to look at, and in summer when we need something to cool our minds.",48.528,47.095,"""He is a beautiful, brainless creature, who should always be here in winter, when we have no flowers to look at, and also in summer, when we seek something to cool our intelligence.""",37.495,35.605
42,"Don’t flatter yourself, Basil: you are not in the least like him.”","Don’t flatter yourself, Basil: you are not in the least like him.”",100.0,100.0,"Don't flatter yourself, Basil, you don't resemble him in the slightest.”",28.646,21.989,"""Don't delude yourself, Basil: you are nothing like him at all.""",39.127,34.9
43,"“You don’t understand me, Harry,” answered the artist.","“You don't understand me, Harry,” the artist replied.",54.525,49.617,"The painter replied, ""You don't understand me, Harry.""",29.459,22.242,"—You don't understand me, Harry —replied the artist—.",30.789,23.802
44,“Of course I am not like him.,"“Of course, I am not like him.",70.491,66.063,"""Of course, I don't resemble him.",20.493,11.34,"I'm not like him, of course.",32.503,23.357
45,I know that perfectly well.,I know that very well.,48.549,37.992,I know this very well.,35.93,22.957,I know that perfectly well.,100.0,100.0
46,"Indeed, I should be sorry to look like him.","Indeed, I should be sad if I looked like him.",47.988,42.401,"In fact, I would be upset if I resembled him.",17.542,10.128,"In fact, I would regret resembling him.",18.16,10.798
47,You shrug your shoulders?,You shrug?,39.011,32.343,Are you shrugging your shoulders?,42.729,32.467,Are you shrugging your shoulders?,42.729,32.467
48,I am telling you the truth.,I am telling you the truth.,100.0,100.0,I'm telling you the truth.,68.009,64.319,I'm telling you the truth.,68.009,64.319
49,"There is a fatality about all physical and intellectual distinction, the sort of fatality that seems to dog through history the faltering steps of kings.","There is a destiny for all physical and intellectual excellence, a kind of destiny that seems to follow the faltering steps of kings throughout history.",35.226,31.95,"In my opinion, there is a curse in all physical and mental excellence, the kind of curse that has followed the faltering steps of kings throughout history.",25.438,21.962,"There is an adverse fate tied to bodily or intellectual superiority, the adverse fate that throughout history follows the faltering steps of kings.",26.204,23.029
50,It is better not to be different from one’s fellows.,It is better not to be different from your friends.,72.592,69.893,It is better not to be different from our other human brothers.,60.678,57.608,It is much better not to be different from the majority.,53.107,48.327
51,The ugly and the stupid have the best of it in this world.,Ugliness and ignorance are always the most advantageous in this world.,26.138,19.86,I think the luckiest ones in this world are the ugly and the foolish.,32.048,25.337,The ugly and the stupid are the ones who have the best time in the world.,37.142,32.225
52,They can sit at their ease and gape at the play.,They can sit comfortably and yawn at the game.,24.314,17.492,They can lie back and watch the game called life with their mouths open.,13.084,6.917,They can sit comfortably and watch the show with their mouths open.,20.83,14.212
53,"If they know nothing of victory, they are at least spared the knowledge of defeat.","If they know nothing of victory, at least they do not have to know defeat.",46.49,42.818,"Even if they don't know what victory is, at least they don't taste defeat either.",14.421,8.134,"Even if they know nothing of triumph, at least they are spared the disappointments of defeat.",39.973,34.824
54,"They live as we all should live—undisturbed, indifferent, and without disquiet.","They live as we all should live, peacefully, indifferently, without worry.",41.374,36.788,"They actually live as we all should live, carefree, indifferent, and without turmoil.",48.317,44.815,"They live as we all should live, calmly, carelessly, impassively.",43.352,38.72
55,"They neither bring ruin upon others, nor ever receive it from alien hands.",They do not bring trouble to others nor receive it from anyone else.,18.533,12.577,"They do not cause the ruin of others, nor do they become victims at the hands of others.",13.237,8.808,"They neither cause the ruin of others, nor receive it from others.",25.79,19.887
56,"Your rank and wealth, Harry; my brains, such as they are—my art, whatever it may be worth; Dorian Gray’s good looks—we shall all suffer for what the gods have given us, suffer terribly.”","Your status and wealth, Harry; my intellect, as it is — my art, whatever it may be worth; the beauty of Dorian Gray — we all must bear what the gods give us, bear it miserably.”",34.183,32.558,"Your title and wealth, Harry; my mind and intellect, however limited; if my art has any value; Dorian Gray's beauty... We will all suffer because of these gifts from God, and suffer greatly.""",16.45,14.252,"Your social status and your wealth, Harry; my brain, whatever it may be; my art, whatever its value; the handsomeness of Dorian Gray: we are all going to suffer for what the gods have given us, and suffer terribly.",37.836,36.474
57,“Dorian Gray?,“Dorian Gray?,100.0,100.0,"Lord Henry walked towards Basil Hallward, who was sitting on the other side of the studio, and said, ""Dorian Gray?"" ""Is that his name?""",4.387,2.246,"""Dorian Gray?",45.18,31.947
58,"Is that his name?” asked Lord Henry, walking across the studio towards Basil Hallward.",Is that his name?” Lord Henry asked as he walked across the studio towards Basil Hallward.,62.299,60.05,"Lord Henry walked towards Basil Hallward, who was sitting on the other side of the studio, and said, ""Dorian Gray?"" ""Is that his name?""",20.076,17.061,"Is that his name?"" asked Lord Henry, crossing the studio towards Basil Hallward.",62.8,60.558
59,"“Yes, that is his name.","“Yes, that's his name.",41.096,32.159,"“Yes, that's the name.",30.414,19.433,—Yes; that's what it's called.,16.15,6.567
60,I didn’t intend to tell it to you.”,I didn't intend to tell you that.”,29.828,21.722,I had no intention of telling you.”,24.134,17.065,I didn't intend to tell you.,27.692,20.959
61,“But why not?”,“But why not?”,100.0,100.0,"“Why, then?”",33.981,21.364,"—But, why not?",49.492,39.764
62,"“Oh, I can’t explain.","“Oh, I can't explain.",48.549,37.992,"“Oh, I can't explain it!",35.746,26.269,—I can't explain it to you.,19.206,7.81
63,"When I like people immensely, I never tell their names to any one.","When I really like someone, I never tell anyone their name.",28.439,21.822,"If I like someone a lot, I never tell anyone their name.",27.713,21.153,"When I like someone very much, I never tell anyone their name.",32.1,25.492
64,It is like surrendering a part of them.,Doing so is like giving away a part of them.,46.382,40.353,It feels like handing over a piece of their identity to someone else.,11.308,4.247,It's like giving away a part of that person.,25.407,17.747
65,I have grown to love secrecy.,I've gradually come to cherish secrecy.,25.276,14.536,"Over time, I grew to love secrecy.",40.33,31.56,"Over time, I have come to love the secret.",19.265,11.208
66,It seems to be the one thing that can make modern life mysterious or marvellous to us.,It seems to be something that can make modern life mysterious or extraordinary for us.,52.752,50.136,It seems to me that this is the only thing that can make modern life appear mysterious and magical to us.,37.265,33.714,It seems to be the only thing capable of making modern life mysterious or wonderful.,39.289,35.587
67,The commonest thing is delightful if one only hides it.,The most trivial thing becomes interesting if we just hide it away.,12.236,4.619,"If you keep it secret, even the most ordinary thing can become sweet and enjoyable.",9.214,3.42,Just hiding the most ordinary thing makes it delightful.,14.689,5.678
68,When I leave town now I never tell my people where I am going.,"Now, whenever I leave the city, I never tell my family where I’m going.",26.841,20.455,"These days, when I leave the city, I don't tell anyone where I'm going.",17.429,12.039,"When I leave London now, I never tell my people where I am going.",70.711,68.651
69,"If I did, I would lose all my pleasure.","If I did, I would lose all my joy.",82.48,80.706,"If I did, all the fun would be ruined.",35.243,26.986,"If I did, it would stop being pleasurable for me.",30.878,23.462
70,"It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one’s life.","It's a silly habit, I'm sure, but somehow it seems to bring a lot of romance to our lives.",42.404,40.212,"It might be a childish habit, but it seems to add a lot of romance to one's life.",14.874,10.539,"It's a silly habit, I admit, but for some reason, it seems to imbue life with romance.",25.675,22.054
71,I suppose you think me awfully foolish about it?”,"I bet you think I'm extremely foolish about this, don't you?”",17.396,10.224,"You probably think I'm really stupid because of this, don't you?”",12.718,6.754,"I suppose I seem terribly ridiculous to you, don't I?",14.991,8.054
72,"“Not at all,” answered Lord Henry, “not at all, my dear Basil.","""Absolutely not,"" Lord Henry replied, ""absolutely not, my dear Basil.",31.09,26.221,"“Not at all,” replied Lord Henry. “Dear Basil, not at all.",34.762,29.625,"—Absolutely not —replied Lord Henry—; nothing of the sort, my dear Basil.",26.798,22.535
73,"You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties.","You seem to forget that I am married, and one of the charms of marriage is that it makes living a lie absolutely necessary for both parties.",66.423,65.159,You forget that I am a married man; the only attractive aspect of marriage is that it makes a life of deception necessary for both parties.,54.881,53.303,"You seem to forget that I am married, and the only charm of marriage is that it requires both parties to practice deception assiduously.",55.253,53.901
74,"I never know where my wife is, and my wife never knows what I am doing.","I never know where my wife is, and my wife never knows what I am doing.",100.0,100.0,"I have no idea where my wife is in the world, and my wife has no idea what I am up to.",29.156,25.27,"I never know where my wife is, and my wife never knows what I am doing.",100.0,100.0
75,"When we meet—we do meet occasionally, when we dine out together, or go down to the Duke’s—we tell each other the most absurd stories with the most serious faces.","When we meet — we occasionally meet, when we dine out together, or go down to the Duke's — we tell each other the most absurd stories with the most serious faces.",69.409,68.563,"When we meet – which we occasionally do, when we are invited to a dinner together or go to see the duke – we tell each other the most ridiculous lies without batting an eye.",19.637,16.643,"When we do meet, which sometimes happens because we go out to dinner together or visit the Duke's house, we tell each other with tremendous seriousness the most absurd stories about our respective activities.",16.903,13.066
76,"My wife is very good at it—much better, in fact, than I am.","My wife is very good at that — in fact, much better than I am.",54.591,51.183,"My wife is very skilled at this, much more skilled than I am, to be honest.",26.294,20.522,"My wife does it very well; much better than I do, in fact.",20.768,14.628
77,"She never gets confused over her dates, and I always do.","She never gets the dates wrong, while I often do.",23.196,16.402,"She never gets the dates wrong, whereas I always do.",37.389,30.039,She never gets the dates wrong and I always do.,45.252,40.293
78,"But when she does find me out, she makes no row at all.","But when she catches me out, she never makes a fuss.",31.985,25.535,"But when my wife catches my lie, she never makes a fuss.",14.503,8.276,"But when she catches me, she doesn't get angry.",18.615,13.264
79,I sometimes wish she would; but she merely laughs at me.”,"Sometimes I wish she would; but she only laughs at me.""",59.296,55.649,"Sometimes I wish she would, but she just laughs it off.”",23.914,16.986,"Sometimes I wish she would, but she just laughs at me.",37.746,30.348
80,"“I hate the way you talk about your married life, Harry,” said Basil Hallward, strolling towards the door that led into the garden.","“I hate the way you talk about your family life, Harry,” Basil Hallward said, strolling towards the door leading to the garden.",58.382,56.717,"Basil Hallward walked slowly towards the door leading to the garden and said, ""I hate the way you talk about your marriage, Harry.""",34.701,31.786,"—I don't like at all how you talk about your married life, Harry —said Basil Hallward, heading towards the door that led to the garden—.",44.803,42.729
81,"“I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues.","“I believe you are truly a very good husband, but you are very embarrassed by your own virtues.",42.598,39.503,"""I believe that you are actually a very good husband, but you are ashamed of your own virtues.",58.509,56.445,"I think you are actually an excellent husband, but you are ashamed of your virtues.",18.916,14.593
82,You are an extraordinary fellow.,You are an extremely peculiar person.,35.746,26.269,"You are a unique fellow, indeed.",23.357,13.135,You are an extraordinary person.,63.894,53.728
83,"You never say a moral thing, and you never do a wrong thing.","You never say anything moral, and you never do anything wrong.",40.899,35.91,"You never say anything moral, nor do you ever do anything immoral.",18.533,12.577,You never give moral lessons and you never do anything wrong.,28.14,21.73
84,Your cynicism is simply a pose.”,Your mockery is simply for show.”,27.332,16.516,"Your cynical attitude is nothing but an affectation.""",14.287,5.522,Your cynicism is nothing but affectation.,30.987,22.772
85,"“Being natural is simply a pose, and the most irritating pose I know,” cried Lord Henry, laughing; and the two young men went out into the garden together and ensconced themselves on a long bamboo seat that stood in the shade of a tall laurel bush.","“Living in harmony with nature is just for show, and it's the most annoying kind of showmanship I've ever known,” Lord Henry shouted, laughing; and the two young men walked into the garden, then settled on a long bamboo bench placed in the shade of a tall laurel bush.",37.405,36.241,"Lord Henry laughed and said, ""Being natural is just another pose, and the most irritating one at that, in my opinion."" Two young men went out to the garden together and sat on the long bamboo bench in the shade of a tall laurel tree.",36.843,35.475,"—Naturalness is also affectation, and the most irritating one I know —exclaimed Lord Henry, bursting into laughter. The two young people went out together to the garden, settling on a wide bamboo bench placed in the shade of a laurel tree.",24.075,22.146
86,The sunlight slipped over the polished leaves.,Sunlight glided through the glossy leaves.,23.545,13.54,The sun was sliding down the polished leaves.,40.33,31.56,The sunlight slid over the waxed leaves.,30.739,19.13
87,"In the grass, white daisies were tremulous.","On the grass, daisies swayed.",28.403,20.873,The white daisies among the grass were trembling.,25.099,14.924,White daisies trembled on the grass.,23.884,14.76
88,"After a pause, Lord Henry pulled out his watch.","After a brief pause, Lord Henry took out his watch.",52.463,46.595,"After a pause, Lord Henry took out his pocket watch.",56.376,51.566,"After a silence, Lord Henry took out his pocket watch.",28.735,20.861
