line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
15,"But Tom Sawyer he hunted me up and said he was going to start a band of robbers, and I might join if I would go back to the widow and be respectable.","But somehow Tom Sawyer tracked me down and said that he was about to form a gang of robbers and could let me join, but now he advised me to go back to the widow and behave well first.",20.465,17.88,"But Tom Sawyer tracked me down and found me and said he was going to form a robbery gang. If I went back to the widow and became respectable, I could join too.",32.33,30.045,But Tom Sawyer came looking for me and said he was going to organize a band of thieves and that I could join if I went back to the widow and was respectable.,37.805,35.552
16,So I went back.,So I went back again.,63.894,53.728,So I went back.,100.0,100.0,So I went back.,100.0,100.0
17,"The widow she cried over me, and called me a poor lost lamb, and she called me a lot of other names, too, but she never meant no harm by it.","The widow saw me return and burst into tears, she told me I was a poor lost bird, then called me by all sorts of strange names, but she really didn't mean any harm.",12.723,9.544,"When the widow saw me, she opened her arms with tears in her eyes, called me a poor lost lamb, and gave me many other names, but there was no malice in it.",29.609,27.417,"The widow started crying when she saw me and told me I was a poor little lamb and called me a bunch of other things, but without any bad intention.",15.316,11.536
18,"She put me in them new clothes again, and I couldn’t do nothing but sweat and sweat, and feel all cramped up.","She made me wear new clothes, the kind that made me sweat and feel like I was being tied up.",11.19,6.528,"She dressed me in new clothes again. I sweated and sweated, and moreover, I couldn't move.",13.403,9.335,She put the new clothes back on me and all I could do was sweat and sweat and feel tight in them.,16.194,11.41
19,"Well, then, the old thing commenced again.","Well, the old scenes in this house started to repeat themselves.",20.578,14.459,"Thus, our old life started again.",18.19,10.229,Then the same thing happened as before.,15.296,6.082
20,"The widow rung a bell for supper, and you had to come to time.","The widow rang the bell to call for dinner, and you had to make sure to be on time.",27.849,23.418,"The widow would ring a bell for dinner, and you had to be on time for the meal.",32.031,27.572,The widow rang a bell at dinner time and you had to be on time.,29.73,22.894
21,"When you got to the table you couldn’t go right to eating, but you had to wait for the widow to tuck down her head and grumble a little over the victuals, though there warn’t really anything the matter with them,—that is, nothing only everything was cooked by itself.","Even after sitting at the table, you couldn't eat right away, you had to wait for her to arrive and ramble on about the dishes, which really weren't worth talking about.",9.896,8.131,"When you sat at the table, you couldn't start eating right away; you had to wait for the widow to bow her head and mutter something about the meal; although there was nothing wrong with the meal. In fact, each dish was cooked separately.",21.126,19.433,"When you got to the table, you couldn't just start eating, you had to wait for the widow to bow her head and mumble something over the food, although there was nothing wrong with it; well, except that everything was cooked separately.",29.878,28.511
22,"In a barrel of odds and ends it is different; things get mixed up, and the juice kind of swaps around, and the things go better.","Because the food was always the same, just leftovers mixed together and poured around some kind of sauce.",6.496,3.383,"However, if you threw them all into one pot over the fire, it wouldn't be the same; everything would mix together, and the juices would blend with everything; that's what I call a meal.",6.908,4.501,"When everything is put together, the flavors mix and the juices combine and things taste better.",6.793,3.82
23,"After supper she got out her book and learned me about Moses and the Bulrushers, and I was in a sweat to find out all about him; but by-and-by she let it out that Moses had been dead a considerable long time; so then I didn’t care no more about him, because I don’t take no stock in dead people.","After eating and drinking, she taught me about Moses... I thought hard but still couldn't understand who Moses was; but gradually I came to understand that Moses had been dead for a very long time. So I gave up, not bothering to care about Moses anymore, because why should I be interested in stories about dead people?",13.065,11.03,"After the meal, he would take out his book and teach me the story of Moses and the Reeds. I was working diligently to learn everything about Moses, but then he let slip that Moses had died quite some time ago; so I lost all interest in him, because I don't concern myself with the affairs of the dead.",12.253,9.648,"After dinner, he would take out the book and tell me the story of Moses and the reeds, and I was eager to learn all about that story, but eventually, he let slip that Moses had been dead for many years, so I no longer cared, because I am not interested in the dead.",17.01,15.22
24,"Pretty soon I wanted to smoke, and asked the widow to let me.","Later, when I wanted to smoke, I asked the widow for permission to smoke.",35.077,30.277,"After a while, I craved some tobacco and asked the widow for permission.",25.308,18.922,Then I would feel like smoking and would ask the widow for permission.,12.521,6.649
25,But she wouldn’t.,She absolutely refused.,37.992,18.996,She was adamant and wouldn't budge.,19.206,7.81,But she wouldn't give it to me.,21.736,12.223
26,"She said it was a mean practice and wasn’t clean, and I must try to not do it any more.","She said it was a bad habit and not clean, and she tried hard to persuade me to quit smoking.",28.059,23.933,"She said it was a bad habit, that it made the surroundings dirty, and that I should make an effort to quit.",21.889,18.157,She said it was an ugly and dirty habit and that I had to try to quit.,19.342,14.547
27,That is just the way with some people.,"There are people like that, they get involved in things they know nothing about.",8.643,3.219,Some people are just like that.,21.582,12.411,That's what happens to some people.,24.998,18.371
28,They get down on a thing when they don’t know nothing about it.,"There are people like that, they get involved in things they know nothing about.",17.965,12.452,They criticize what they don't understand.,7.819,3.18,They have a grudge against things they know nothing about.,18.972,13.127
29,"Here she was a-bothering about Moses, which was no kin to her, and no use to anybody, being gone, you see, yet finding a power of fault with me for doing a thing that had some good in it.","Just like she worried about Moses, who wasn't related to her and didn't benefit anyone, since Moses had been dead for ages. Yet she still tried to make me learn from him, thinking it was very good.",7.82,5.242,"She was fixated on Moses, even though the man wasn't a relative or anything, he was of no use to anyone, he had passed away; yet she found all sorts of faults in me for engaging in a somewhat virtuous activity.",8.589,5.901,"As for her, she was very interested in Moses, who wasn't even a relative of hers, and who was of no use to anyone because he was already dead, right? But she thought it was very bad that I did something I liked.",8.479,5.861
30,"And she took snuff, too; of course that was all right, because she done it herself.","But she herself smoked, of course she thought it was fine, because she was the one smoking.",15.926,10.914,"Moreover, she herself used snuff, but of course, that was fine because she was the one doing it.",13.372,7.8,"And besides, she took snuff; of course, that seemed fine to her because she was the one taking it.",18.231,13.706
31,"Her sister, Miss Watson, a tolerable slim old maid, with goggles on, had just come to live with her, and took a set at me now with a spelling-book.","Her sister, Miss Watson, was an old lady, quite thin, with white glasses, who had just come to live in the house with the widow. Now it was Miss Watson's turn to trouble me with the spelling book.",23.194,21.292,"He also had a sister, Miss Watson. Miss Watson, an elderly, never-married, very thin woman who wore huge glasses, had recently come to live with him, and this time she stood over me with a spelling book in her hand.",16.791,14.386,"Her sister, Miss Watson, was a rather skinny spinster who wore glasses, had just come to live with her, and had gotten it into her head to teach me the alphabet.",40.319,38.764
32,"She worked me middling hard for about an hour, and then the widow made her ease up.","She taught me with great effort, and every hour the widow would give her a break, and I couldn't endure it any longer.",9.033,5.004,"After making me work diligently for nearly an hour, the widow told her to take a break.",15.978,10.976,She made me work quite hard for an hour and then the widow would tell her that was enough.,24.185,18.286
33,I couldn’t stood it much longer.,"During that hour, I was bored to death and couldn't sit still.",8.993,3.377,"Otherwise, I wouldn't have been able to endure it any longer.",13.761,7.347,I couldn't stand it any longer.,27.161,15.62
34,"Then for an hour it was deadly dull, and I was fidgety.","During that hour, I was bored to death and couldn't sit still.",14.075,7.475,The next hour was so stifling that I couldn't sit still anymore.,10.715,4.045,Then I would spend an unbearably boring hour and I would get nervous.,14.075,7.475
35,"Miss Watson would say, “Don’t put your feet up there, Huckleberry;” and “Don’t scrunch up like that, Huckleberry—set up straight;” and pretty soon she would say, “Don’t gap and stretch like that, Huckleberry—why don’t you try to behave?”","Miss Watson would constantly say: Huck, don't prop your feet up like that, then: Huck, don't twist around like that, sit up straight, or: Huck, don't yawn and stretch like that, why don't you sit properly?",20.27,18.18,"Miss Watson kept saying, ""Don't put your feet there, Huckleberry,"" and ""Don't slouch, Huckleberry... sit up straight,"" and after a while, she started saying, ""Don't yawn and stretch, Huckleberry... why don't you try to sit properly?""",9.792,7.565,"Miss Watson would say, ""Don't put your feet there, Huckleberry"" and ""Don't slouch like that, Huckleberry; sit up straight,"" and then she would say, ""Don't yawn and stretch like that, Huckleberry; why don't you try to behave?""",35.082,33.528
36,"Then she told me all about the bad place, and I said I wished I was there.","Then she said that I would end up in miserable places. I said that I wanted that, and she got really mad.",10.107,5.774,"Then she told me everything about the bad place, and I said I wanted to be there.",61.302,59.089,Then she would tell me all the details about the bad place and say she wished I were there.,25.988,19.89
37,"She got mad then, but I didn’t mean no harm.",But I really didn't mean to tease her.,14.684,8.125,"When I said that, she went crazy, but I didn't mean any harm.",17.965,12.452,"It was because she got angry, but I didn't mean to offend.",20.687,14.459
38,"All I wanted was to go somewheres; all I wanted was a change, I warn’t particular.","I just wanted to go somewhere, I just wanted a change, I didn't ask for anything special.",22.162,16.586,"All I wanted was to go somewhere; I just wanted a change, it wasn't about going to a specific place.",31.79,28.31,"All I wanted was to go somewhere, to get a change of scenery. I didn't care where.",32.573,28.728
39,She said it was wicked to say what I said; said she wouldn’t say it for the whole world; she was going to live so as to go to the good place.,"She said my words were nonsense, she just wanted to live in a way that would lead to a good place.",8.221,5.694,"She said it was a sin to say that, that she would never say such a thing in this world; she intended to live in a way that she could go to the good place.",26.771,24.501,She said that what I said was bad; she said she wouldn't say it for anything in the world; she was going to live to go to the good place.,45.695,43.941
40,"Well, I couldn’t see no advantage in going where she was going, so I made up my mind I wouldn’t try for it.","But I thought her way wasn't good, so I didn't care.",7.045,4.806,"Well, I couldn't see any good in going where she was going, so I decided not to bother trying for it.",43.497,41.313,"Well, I didn't see any advantage in going where she was, so I decided not to even try.",31.358,28.424
41,"But I never said so, because it would only make trouble, and wouldn’t do no good.","But I didn't say it out loud, because I was afraid it would cause more trouble.",13.058,7.563,"But I didn't say that, because it would only get me into trouble.",27.166,23.078,But I never said it because it would only create problems and it wouldn't be worth it.,31.253,26.897
42,"Now she had got a start, and she went on and told me all about the good place.","She said that going to that place, people would spend all day wandering around singing.",7.724,2.867,"Now that he had started talking, he began to tell everything he knew about the good place.",24.358,20.222,Then she would start telling me all about the good place.,30.175,28.192
43,"She said all a body would have to do there was to go around all day long with a harp and sing, forever and ever.","She said that going to that place, people would spend all day wandering around singing.",7.8,4.399,"According to him, the only thing a person had to do there was to wander around all day, playing the harp and singing songs, forever, without ever stopping.",20.808,17.682,"She said that the only thing they did there was spend the day singing with a harp, always the same thing.",11.952,8.277
44,So I didn’t think much of it.,"I didn't care about that either, but I didn't bother to say it.",11.002,5.817,"So, it didn't seem like a place worth going to.",11.731,4.457,So it didn't seem like a big deal to me.,12.883,4.932
45,But I never said so.,"I didn't care about that either, but I didn't bother to say it.",11.002,5.817,But I definitely didn't express this.,25.276,14.536,But I didn't say anything.,30.214,17.965
46,"I asked her if she reckoned Tom Sawyer would go there, and she said not by a considerable sight.","I asked her if Tom Sawyer could go to that good place, and she said he couldn't.",30.414,26.241,"I asked if Tom Sawyer could go there too, and it seemed he definitely couldn't.",12.95,7.645,"I asked her if she thought Tom Sawyer would go there and she said not at all, and I was glad, because I wanted to be in the same place as him.",30.066,27.96
47,"I was glad about that, because I wanted him and me to be together.","Hearing that made me happy, because I wanted the two of us to stay together, not go anywhere.",18.948,13.924,I was happy about this because I didn't want us to ever be separated.,14.556,8.269,"I asked her if she thought Tom Sawyer would go there and she said not at all, and I was glad, because I wanted to be in the same place as him.",14.87,11.45
48,"Miss Watson she kept pecking at me, and it got tiresome and lonesome.","Miss Watson kept pestering me like that, it was really annoying, but right after that, they called the black servants in, and everyone prayed and then went to bed.",6.858,3.771,"While Mrs. Watson was listing her advice and scoldings one after another, I felt increasingly exhausted and lonely.",7.391,2.716,"One day Miss Watson wouldn't stop picking on me, and I started to get tired and feel lonely.",14.224,9.748
49,"By-and-by they fetched the niggers in and had prayers, and then everybody was off to bed.","Miss Watson kept pestering me like that, it was really annoying, but right after that, they called the black servants in, and everyone prayed and then went to bed.",9.743,6.668,"Soon after, they brought in the black slaves and started praying, then everyone retired to their beds.",8.745,3.22,Then they called the slaves to say prayers and everyone went to bed.,14.958,10.151
50,"I went up to my room with a piece of candle, and put it on the table.","I also returned to my room, carrying a candle to place on the table.",26.098,20.553,"I took a candle and went to my room, placing the candle on the table.",27.379,21.489,I went to my room with a piece of candle and put it on the table.,72.454,71.246
51,"Then I set down in a chair by the window and tried to think of something cheerful, but it warn’t no use.","I plopped down on the chair by the window, trying to think of something fun, but I couldn't think of anything.",27.048,23.115,"I sat on a chair by the window and tried to think of something cheerful, but it didn't work at all.",63.204,61.9,"Then I sat in a chair by the window and tried to think of something cheerful, but it was useless.",69.399,68.415
52,I felt so lonesome I most wished I was dead.,"At that moment, I felt so lonely and wished that I could just die.",16.086,10.826,I felt so utterly alone that I wished I were dead.,26.658,19.157,I felt so lonely that I almost wanted to die.,22.91,15.851
53,"The stars were shining, and the leaves rustled in the woods ever so mournful; and I heard an owl, away off, who-whooing about somebody that was dead, and a whippowill and a dog crying about somebody that was going to die; and the wind was trying to whisper something to me, and I couldn’t make out what it was, and so it made the cold shivers run over me.","In the sky, the stars were twinkling. The sound of rustling leaves in the forest was incredibly mournful. I heard the distant hoot of an owl as if it were calling out to someone who had passed away, then the cry of a forest bird or a dog howling about someone who was about to die, and the wind seemed to whisper something to me that I couldn't figure out what it was trying to say. Thinking that, I shivered and felt a chill run through my body.",14.62,13.187,"The stars were shining brightly and the leaves in the forest were rustling mournfully, I heard an owl hooting in the distance; it was saying puuu-huuu for someone who had died; also, a whip-poor-will and a dog were howling to announce that someone nearby was going to die; the wind was trying to whisper something to me, but I couldn't understand what it was, so a cold shiver ran down my spine.",30.52,29.548,"The stars were shining and the leaves of the trees were rustling with a very sad sound; far away an owl was hooting because someone had died and a whippoorwill and a dog were crying that someone else was going to die, and the wind was trying to tell me something and I couldn't understand what it was, so I got chills.",22.415,21.183
54,"Then away out in the woods I heard that kind of a sound that a ghost makes when it wants to tell about something that’s on its mind and can’t make itself understood, and so can’t rest easy in its grave, and has to go about that way every night grieving.","Then after a while, from the distant forest came a sound like a ghost trying to express its worries but couldn't make anyone understand; it seemed like it couldn't rest peacefully in its grave and had to wander mournfully every night like that.",7.401,5.085,"Then, from the depths of the forest, I heard a sound like that made by ghosts who, unable to convey their troubles, leave their graves in despair and wander around every evening in torment.",4.685,2.568,"Then, out in the forest, I heard that noise ghosts make when they want to say something they're thinking and can't make themselves understood, so they can't rest in the grave and have to stay up all night.",8.219,6.079
55,I got so down-hearted and scared I did wish I had some company.,"Thinking that made me even more terrified, and at that moment, I wished there was someone sitting next to me.",5.919,2.167,I was so demoralized and so scared that I wished someone were with me.,11.002,4.113,I felt so discouraged and scared that I wanted company.,15.953,9.282
56,"Pretty soon a spider went crawling up my shoulder, and I flipped it off and it lit in the candle; and before I could budge it was all shriveled up.","Suddenly, a spider jumped onto my shoulder from somewhere, crawling on my shirt, I quickly flicked it off with my hand, and it shot straight into the burning candle, and before I could pull it out, it was dead.",13.009,9.792,"Soon after, a spider started climbing up my shoulder, and when I flicked it, it fell onto the candle; before I could even move, it was scorched.",24.606,21.243,"Then a spider climbed up my shoulder and I brushed it off and it fell into the candle, and before I could reach out, it was already all burned up.",27.535,23.929
57,"I didn’t need anybody to tell me that that was an awful bad sign and would fetch me some bad luck, so I was scared and most shook the clothes off of me.","At that moment, I didn't need anyone to tell me that it was a bad omen and that I would face misfortune, I was already very scared and frantically shook my clothes.",14.936,11.089,"No one needed to tell me that this was a terribly bad omen and would bring me bad luck, I started trembling like a leaf out of fear.",15.586,12.049,"No one needed to tell me that this was very bad luck and that it was going to bring me misfortune, so I got scared and almost tore my clothes off.",17.755,13.816
58,I got up and turned around in my tracks three times and crossed my breast every time; and then I tied up a little lock of my hair with a thread to keep witches away.,"I jumped up, spun around three or four times, and then made the sign of the cross many times. Then I took a string and tied up my hair to make a charm to ward off evil spirits.",7.468,4.278,"I stood up and turned around three times, making the sign of the cross each time; then I tied a piece of string to a lock of my hair to keep the witches away.",25.022,21.812,"I got up and walked three circles making the sign of the cross each time, and then I tied a lock of my hair with a thread so that witches wouldn't come near me.",32.057,30.095
59,But I hadn’t no confidence.,But then I didn't believe it either.,18.278,7.268,But I still didn't feel at ease.,21.736,12.223,But I wasn't sure at all.,25.276,14.536
60,"You do that when you’ve lost a horseshoe that you’ve found, instead of nailing it up over the door, but I hadn’t ever heard anybody say it was any way to keep off bad luck when you’d killed a spider.","This was the custom when someone lost something, after finding it, they were supposed to tie a bow at the front door; but I had never heard anyone say that doing so would prevent bad luck after killing a spider.",8.697,5.919,"You know how when you find a horseshoe but lose it before you can nail it above the door, you do this, but I had never heard of anything you could do to ward off bad luck when you kill a spider.",17.147,13.714,"That's what you do when you've lost a horseshoe you found, instead of nailing it above the door, but I had never heard anyone say it was the way to keep bad luck away when you had killed a spider.",36.933,35.038
61,"I set down again, a-shaking all over, and got out my pipe for a smoke; for the house was all as still as death now, and so the widow wouldn’t know.","I sat down on the chair again, feeling restless and uneasy. I took out a cigarette to smoke, because by now the house was as silent as death, and the widow had no idea what was going on.",9.803,6.791,"Shivering violently, I sat down again and took out my pipe to smoke; because now there was a deathly silence in the house, and not even the spirit of the widow would hear me smoking.",11.06,7.717,"I sat down again, all trembling, and took out the pipe to smoke, because the house was now quieter than a tomb, so the widow wouldn't find out.",14.246,11.042
62,"Well, after a long time I heard the clock away off in the town go boom—boom—boom—twelve licks; and all still again—stiller than ever.","Then after a while, quite a long time, I heard the distant clock chime - bong - bong - bong, striking twelve times, and then everything was quieter than ever.",13.19,10.209,"Anyway, after a long time, I heard the town clock strike twelve with a tonk-tonk-tonk, and then silence fell again, the surroundings were even quieter than before.",20.494,17.361,"Well, after a long time I heard the town clock start to chime: boom... boom... boom... twelve strokes and everything remained just as calm, quieter than ever.",26.297,24.513
63,Pretty soon I heard a twig snap down in the dark amongst the trees—something was a stirring.,"After a moment, I suddenly heard the sound of a dry branch breaking in the dark bushes - it seemed like something was moving.",11.028,7.266,"Shortly after, I heard a branch break in the darkness among the trees – something was stirring.",16.895,11.794,"Shortly after, I heard a branch snap in the darkness among the trees: something was moving.",15.978,10.976
64,I set still and listened.,I sat silently and immediately heard clearly the sound of a meow coming from that direction.,8.11,3.01,I sat quietly and listened intently.,27.161,15.62,I straightened up and listened.,42.729,32.467
65,Directly I could just barely hear a “me-yow! me-yow!” down there.,I sat silently and immediately heard clearly the sound of a meow coming from that direction.,8.11,3.01,"From below, a faint “Meow! Meow!” sound was heard.",12.521,6.649,"Soon I barely heard a ""meow! meow!"" down there.",18.533,12.577
66,That was good!,Great!,26.013,18.394,That was good!,100.0,100.0,Great!,26.013,18.394
67,"Says I, “me-yow! me-yow!” as soft as I could, and then I put out the light and scrambled out of the window on to the shed.","I softly responded with a meow, then extinguished the candle, climbed out the window, headed towards the darkness, quickly slid down to the ground, and slipped into the bushes.",8.128,4.674,"I also said as quietly as possible, “Meow! Meow!”, then blew out the candle and stepped out onto the veranda through the window.",9.17,5.215,"I went and said ""meow! meow!"" as low as I could and then turned off the light and climbed down the window to the shed.",20.841,16.574
68,"Then I slipped down to the ground and crawled in among the trees, and, sure enough, there was Tom Sawyer waiting for me.",It was indeed Tom Sawyer waiting for me there.,9.283,8.071,"Slipping down from the veranda, I started crawling among the trees and, of course, found Tom Sawyer waiting for me there.",25.598,21.844,"Then I dropped to the ground and crawled among the trees, and of course, there was Tom Sawyer waiting for me.",58.996,57.64
69,CHAPTER II.,Chapter II,60.653,60.653,Second Chapter,42.888,30.327,Chapter 2,42.888,30.327
70,"We went tiptoeing along a path amongst the trees back towards the end of the widow’s garden, stooping down so as the branches wouldn’t scrape our heads.","The two of us tiptoed along the small path under the trees at the corner of the widow's garden, and had to bend down to avoid hitting our heads on the branches.",9.266,5.387,"We dove into a path winding to the back through the trees to exit the old lady's garden, bending low to avoid getting our heads caught in the branches, and tiptoeing to avoid making any noise.",8.185,4.744,"WE TIPTOED along a path between the trees at the end of the widow's garden, bending down so the branches wouldn't hit our heads.",24.398,19.576
71,When we was passing by the kitchen I fell over a root and made a noise.,"When passing by the kitchen door, I tripped over a tree root, making a noise.",29.55,23.288,"As we passed by the kitchen, I tripped over a root, making a bit of noise.",20.576,15.593,"When we passed by the kitchen, I tripped over a root and made a noise.",57.136,54.119
72,We scrouched down and laid still.,"The two of us quickly lay flat on the ground, completely silent.",7.562,2.84,We immediately crouched down and stayed completely still.,23.98,14.259,We crouched down and stayed silent.,27.161,15.62
73,"Miss Watson’s big nigger, named Jim, was setting in the kitchen door; we could see him pretty clear, because there was a light behind him.","The big black man working for Miss Watson, named Jim, was sitting at the kitchen door at that moment. We could see Jim very clearly because there was a light behind him.",38.029,36.192,"Mrs. Watson's big, burly black slave named Jim was sitting on the threshold of the kitchen door; we could see him clearly because the light was shining behind him.",31.043,28.686,"Miss Watson's big black man, named Jim, was sitting at the kitchen door; we could see him very clearly because he had the light behind him.",45.887,43.995
74,"He got up and stretched his neck out about a minute, listening.","Hearing the noise, Jim jumped up, stuck his head out to listen for a while, then asked:",7.391,2.716,He stood up and stretched his neck to listen around for a while.,35.397,29.9,"He stood up, stretched his neck for a minute listening, and then said:",19.641,13.613
75,Then he says:,"Hearing the noise, Jim jumped up, stuck his head out to listen for a while, then asked:",5.878,2.16,Then he called out:,37.606,23.644,"He stood up, stretched his neck for a minute listening, and then said:",8.643,3.219
76,“Who dah?”,- Who is it?,24.028,10.682,“Who is there?”,37.606,23.644,—Who is it?,31.947,15.974
77,"He listened some more; then he come tiptoeing down and stood right between us; we could a touched him, nearly.","Listening for a while and hearing nothing, he tiptoed down and stood right between the two of us. Just by reaching out, we could touch him.",18.918,15.605,"He listened a little more; then he came on tiptoe and stood right between the two of us, we could touch him if we reached out, that's how close he was.",20.215,17.154,He stayed listening for a while; then he tiptoed out and stood between the two of us; we could almost have touched him.,22.057,17.213
78,"Well, likely it was minutes and minutes that there warn’t a sound, and we all there so close together.","For a long time, it seemed like several minutes passed without a single sound, and the three of us were right next to each other like that.",9.271,6.082,"The three of us stayed there, so close together, for maybe minutes without a sound.",13.899,9.573,"Well, I bet minutes and minutes passed without a sound being heard, even though we were very close together.",18.764,14.231
79,"There was a place on my ankle that got to itching, but I dasn’t scratch it; and then my ear begun to itch; and next my back, right between my shoulders.","At that moment, my ankle felt itchy, then my back, right between my shoulder blades.",14.84,13.187,"A spot near my ankle started to itch, but I couldn't risk scratching it, then my ear started to itch; then an itch appeared right in the middle of my back, between my shoulder blades.",14.856,11.763,"My ankle started to itch, but I didn't dare scratch it, and then my ear started to itch, and then my back, right between my shoulders.",35.656,33.728
80,Seemed like I’d die if I couldn’t scratch.,"It felt like if I couldn't scratch it at that moment, I would die.",12.223,6.437,"If I didn't scratch, I would almost die right there.",15.851,8.517,I thought I was going to die if I didn't scratch.,22.417,15.851
