line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"It was in the air; and it was still in the air, an after-thought, as we tried to sleep, in the army cots that had been set","It hovers in the air; and it remains in the air, like a late thought, when we try to lull ourselves to sleep, on the military folding beds arranged in rows, spaced apart to prevent any intention of conversation.",21.323,19.376,It was in the air; it was still in the air as we tried to sleep on military-issue portable beds lined up at intervals that made conversation impossible; like a belated thought.,38.165,36.448,"It floated in the air; and it was still breathed in, like a late idea, when we tried to sleep on the army cots arranged in a row and separated from each other so we couldn't talk.",28.863,27.023
11,"up in rows, with spaces between so we could not talk.","It hovers in the air; and it remains in the air, like a late thought, when we try to lull ourselves to sleep, on the military folding beds arranged in rows, spaced apart to prevent any intention of conversation.",5.29,3.439,It was in the air; it was still in the air as we tried to sleep on military-issue portable beds lined up at intervals that made conversation impossible; like a belated thought.,4.13,1.493,"It floated in the air; and it was still breathed in, like a late idea, when we tried to sleep on the army cots arranged in a row and separated from each other so we couldn't talk.",5.119,2.803
12,"We had flannelette sheets, like children's, and army-issue blankets, old ones that still said U. S.","The beds are made with faux flannel sheets, like children's, and the blankets are also military issue, old blankets still bearing the U.S. mark.",27.669,25.156,"We had flannel sheets, similar to those of children, and still old military-issue blankets with ""US"" written on them.",10.824,6.192,"We had cotton flannel sheets, like the ones children use, and army blankets, so old they still bore the initials U. S.",22.205,17.376
13,We folded our clothes neatly and laid them on the stools at the ends of the beds.,Clothes are neatly folded and placed on the stool at the foot of the bed.,14.927,8.7,We would neatly fold our clothes and place them on the stools at the foot of the beds.,46.691,43.2,We folded our clothes very neatly and left them on the stool at the foot of the bed.,30.907,24.515
14,The lights were turned down but not out.,The lights are dim but not completely off.,23.98,14.259,The lights were not turned off but dimmed.,31.02,21.935,The lights would dim immediately but were never turned off.,18.22,9.865
15,Aunt Sara and Aunt Elizabeth patrolled; they had electric cattle prods slung on thongs from their leather belts.,"Aunt Sara and Aunt Elizabeth hover around supervising, cattle prods dangling from their leather belts.",41.581,38.688,Aunt Sara and Aunt Elizabeth would patrol; they had electric prods hanging from the straps on their leather belts.,45.273,42.024,Aunt Sara and Aunt Elizabeth made the rounds; on their leather belts they carried electric prods like the ones used for cattle.,27.113,23.051
16,"No guns though, even they could not be trustedwith guns.",But not the guns; even they couldn't put guns in our hands.,14.075,7.475,"Still, they had no weapons; they were too untrustworthy to be given weapons.",9.82,3.657,"However, they did not carry weapons; not even those would have been entrusted to them.",8.679,3.212
17,"Guns were for the guards, specially picked from the Angels.","The guns were reserved for the guards, the Angels carefully chosen.",34.715,26.911,The weapons were especially for the Guardians chosen from among the Angels.,22.384,15.728,"Their use was reserved for the Guardians, who were specially chosen from among the Angels.",17.95,12.399
18,"The guards weren't allowed inside the building except when called, and we weren't allowed out, except for our walks, twice daily, two by two around the football field, which was enclosed now by a chain-link fence topped with barbed wire.","The guards were not allowed inside the school unless summoned, and we were not allowed out, except for the twice-daily walks, in pairs, around the football field, fenced with wire mesh and barbed wire.",26.482,24.5,"The Guardians were not allowed to enter the building unless summoned, and we were not allowed to go outside, except for our walks; twice a day, in pairs, around the football field now surrounded by barbed wire.",22.515,20.226,"The presence of Guardians inside the building was not allowed, except when they were called; and we were not allowed to go out, except for our walks, twice a day and in pairs, around the football field that was now fenced with a chain-link fence topped with barbed wire.",36.149,34.889
19,The Angels stood outside it with their backs to us.,"Outside, the Angels stood with their backs turned.",32.511,25.542,The Angels would stand outside this fence with their backs turned to us.,26.979,20.804,"The Angels remained outside, turning their backs to us.",47.957,41.723
20,"They were objects of fear to us, but of something else as well.","They instilled fear, and kindled other feelings within us.",10.176,3.896,"They were objects of fear for us, but they were also something else.",42.372,37.03,"For us, they were a source of fear, and also something more.",16.72,9.782
21,If only they would look.,If only they would turn and look.,50.87,41.113,"Oh, if only they would look!",57.799,51.697,"If only they would look at us, if we could talk to them...",26.841,22.408
22,If only we could talk to them.,If only we could speak to them.,59.46,50.0,If only we could talk to them.,100.0,100.0,"If only they would look at us, if we could talk to them...",35.647,31.689
23,"Something could be exchanged,we thought, some deal made, some tradeoff, we still had our bodies.","We imagined we could exchange something, establish a deal, a barter; we still had our bodies.",30.469,26.683,"We thought something could be exchanged, a deal, a trade, we still had our bodies.",51.777,49.411,"We believed that we could exchange something, make a deal, reach an agreement, we still had our bodies...",31.11,27.966
24,That was our fantasy.,Such were our dreams.,28.574,12.703,This was our fantasy.,75.212,66.874,This was our fantasy.,75.212,66.874
25,We learned to whisper almost without sound.,We learned to whisper almost inaudibly.,60.982,55.78,We almost learned to whisper silently.,34.293,25.201,We learned to whisper almost without making a sound.,62.802,58.143
26,"In the semi-darkness we could stretch out our arms, when the Aunts weren't looking, and touch each other's hands across space.","In the dim light, we could reach out, when the aunts weren't paying attention, and touch each other through the gaps between the beds.",28.439,25.337,"In the semi-darkness, we could reach out our arms, and when the Aunts weren't looking, we could cross the void and touch each other's hands.",45.6,43.366,"In the semi-darkness, when the Aunts weren't looking, we would stretch out our arms and touch each other's hands.",57.63,55.669
27,"We learned to lip-read, our heads flat on the beds, turned sideways, watching each other's mouths.","We learned to read each other's lips, cheek pressed against the bed, lying on our sides, watching each other's mouths move.",25.549,21.69,"We also learned to read lips, our heads pressed against the pillow, turned sideways, watching each other's lips.",40.088,36.858,"We learned to read the movement of the lips: with our heads pressed against the bed, lying on our sides, we watched each other's mouths.",18.395,14.234
28,"In this way we exchanged names, from bed to bed: Alma.","In this way, names were passed along, from bed to bed. Alma.",39.585,34.461,"We communicated our names this way, from bed to bed: Alma.",62.062,58.842,"Thus, from one bed to another, we communicated the names: Alma, Janine, Dolores, Moira, June.",11.017,6.313
29,Janine.,Janine.,100.0,100.0,Janine.,100.0,100.0,"Thus, from one bed to another, we communicated the names: Alma, Janine, Dolores, Moira, June.",5.349,1.958
30,Dolores.,Dolores.,100.0,100.0,Dolores.,100.0,100.0,"Thus, from one bed to another, we communicated the names: Alma, Janine, Dolores, Moira, June.",5.349,1.958
31,Moira.,Moira.,100.0,100.0,Moira.,100.0,100.0,"Thus, from one bed to another, we communicated the names: Alma, Janine, Dolores, Moira, June.",5.349,1.958
32,June.,June.,100.0,100.0,June.,100.0,100.0,"Thus, from one bed to another, we communicated the names: Alma, Janine, Dolores, Moira, June.",6.36,3.293
33,II Shopping,II – Shopping,57.735,34.668,II,36.788,36.788,II,36.788,36.788
34,^,II – Shopping,0.0,0.0,Shopping,0.0,0.0,THE PURCHASE,0.0,0.0
35,2,2,100.0,100.0,2,100.0,100.0,CHAPTER 2,70.711,50.0
36,"A chair, a table, a lamp.","One chair, one table, one lamp.",26.97,16.516,"A chair, a table, a lamp.",100.0,100.0,"A chair, a table, a lamp.",100.0,100.0
37,"Above, on the white ceiling, a relief ornament in the shape of a wreath, and in the center of it a blank space, plastered over, like the place in a face where the eye has been taken out.","High up on the whitewashed ceiling, a wreath in relief, with a gaping hole of plaster in the center, like an empty socket where an eye had been removed.",10.403,7.829,A relief decoration in the shape of a wreath on the white ceiling and in the middle a plastered empty area resembling a hole in a face with one eye removed.,23.872,22.055,"Above, on the white ceiling, a relief ornament in the shape of a garland, and in the center of it a blank space covered with plaster, like a face from which the eyes have been gouged out.",57.852,56.97
38,"There must have been a chandelier, once.",There must have once hung a chandelier here.,33.333,24.275,There must have been a chandelier hanging there once.,62.802,58.143,There must have once been a chandelier there.,40.33,32.073
39,They've removed anything you could tie a rope to.,They had taken away everything that could be used to tie a rope to.,30.62,25.749,They have removed everything that could be hung.,14.35,5.615,But they have removed all the objects to which a rope could be tied.,13.084,6.917
40,"A window, two white curtains.","A window, two white curtains.",100.0,100.0,"A window, two white curtains.",100.0,100.0,"A window, two white curtains.",100.0,100.0
41,"Under the window, a window seat with a little cushion.",Below is the windowsill with a small cushion placed on it.,15.851,8.517,"Below the curtains, a window seat with a small pillow on it.",42.094,37.597,"Under the window, a seat with a small cushion.",52.609,47.085
42,When the window is partly openit only opens partlythe air can come in and make the curtains move.,"When the window is slightly open – never more than that – the wind blows in, making the curtains sway.",18.537,13.818,When the window is half-opened - it won't open any further anyway - the wind can come in and move the curtains.,27.706,23.713,When the window is partially opened –it only opens partially— air comes in and moves the curtains.,26.014,19.906
43,"I can sit in the chair,or on the window seat, hands folded, and watch this.","I can sit on the chair, or on the windowsill, arms folded, watching this scene.",38.591,34.779,"I can sit on the chair or the window seat, clasp my hands, and watch this.",45.241,41.378,"I can sit in the chair, or on the window seat, with my hands crossed, and dedicate myself to contemplating.",57.299,55.565
44,"Sunlight comes in through the window too, ami falls on the floor, which is made of wood, in narrow strips, highly polished.","Sunlight also comes in through the window, falling onto the floor, made of wood, assembled from narrow planks, polished to a shine.",32.114,28.845,"Daylight also enters through the window and reflects on the floor covered with narrow-striped, overly polished parquet.",12.272,9.206,"Sunlight also enters through the window and projects onto the narrow, highly waxed wooden floorboards.",9.968,6.885
45,I can smell the polish.,I can smell the polish.,100.0,100.0,I can smell the polish.,100.0,100.0,I can smell the wax.,63.894,53.728
46,"There's a rug on the floor, oval, of braided rags.","The floor is covered with a rug, oval-shaped, woven from rags.",17.986,10.571,"On the floor, an oval rug, woven from rags.",33.244,25.671,"On the floor, there is an oval rug, made from old braided rags.",30.739,24.208
47,"This is the kind of touch they like: folk art, archaic, made by women, in their spare time, from things that have no further use.","They like that style: folk craftsmanship, somewhat old-fashioned, made by women in their spare time, from discarded materials.",28.569,26.288,"This is what they like: folk art, archaic, made by women, in their spare time, from things that serve no other purpose.",67.208,66.428,"This is the kind of detail they like: folk art, archaic, made by women in their spare time with things that are no longer useful.",55.947,54.554
48,A return to traditional values.,Returning to traditional values.,61.578,54.752,A return to traditional values.,100.0,100.0,A return to traditional values.,100.0,100.0
49,Waste not want not.,"Waste not, want not.",48.549,37.992,"Waste not, want not.",48.549,37.992,"Do not consume, do not desire.",18.278,7.268
50,I am not being wasted.,I am not being wasted.,100.0,100.0,I'm not being wasted.,61.578,54.752,"Do not consume, do not desire.",16.516,6.567
51,Why do 1 want?,Why is there still not enough?,19.206,7.81,Why would I want to be?,21.255,8.643,"If I do not consume, why do I still desire?",13.951,7.496
52,"On the wall above the chair, a picture, framed but with no glass: a print of flowers, blue irises, watercolor.","On the wall above the chair, a painting, framed but without glass: it depicts flowers, blue irises, watercolor.",57.414,55.822,"A picture on the wall above the chair, framed but without glass: a flower print, blue irises, watercolor.",53.711,51.845,"On the wall, above the chair, a painting with a frame but without glass: it is a watercolor of flowers, of blue irises.",29.482,25.568
53,"Flowers are still allowed, Does each of us have the same print, the same chair, the same while curtains, I wonder?","Flowers are still allowed. Do we all have the same paintings, the same chairs, the same white curtains?",25.576,20.761,"The flower is still allowed. Do we each have the same picture, the same chair, the same white curtains?",33.602,30.842,"Flowers are still allowed. I wonder if the others also have a painting, a chair, some white curtains.",17.901,13.481
54,Government issue?,Standard issue?,68.659,55.032,Government property?,57.735,34.668,Are these items distributed by the government?,16.516,6.567
55,"Think of it as being in the army, said Aunt Lydia.","Just consider it like being in the military, Aunt Lydia said.",23.835,16.748,"Imagine that you are in the army, Aunt Lydia would say.",31.149,23.901,"""Act as if you were in the army,"" said Aunt Lydia.",38.976,33.887
56,A bed.,There is a bed.,49.492,39.764,A bed.,100.0,100.0,A bed.,100.0,100.0
57,"Single, mattress medium-hard, covered with a flocked white spread.","A single bed, medium-firm mattress, white sheets stuffed with recycled cotton.",12.718,4.776,"Single, with a medium-firm mattress, covered with a woolly white blanket.",30.655,23.398,"Single, with a semi-firm mattress covered by a white quilt filled with batting.",15.559,8.839
58,Nothing takes place in the bed but sleep; or no sleep.,The bed is for nothing other than sleeping – or not sleeping.,14.551,7.769,Nothing happens in the bed except sleeping; or not being able to sleep.,21.024,14.866,"In the bed, nothing is done except sleep... or not sleep.",18.575,12.874
59,I try not to think too much.,I try not to think too much.,100.0,100.0,I try not to think too much.,100.0,100.0,I try not to think too much.,100.0,100.0
60,"Like other things now, thought must be rationed.","Like everything right now, even thinking has to be rationed.",23.462,16.59,"Like other things, now thoughts should also be rationed.",32.4,25.212,"Like everything else, thought has to be rationed.",28.574,20.557
61,There's a lot that doesn't bear thinking about.,There are many things not worth the effort of thinking about.,18.36,12.606,There are many things that are unbearable to think about.,15.321,8.295,There are many who cannot bear to think.,14.491,5.67
62,"Thinking can hurt your chances, and I intend to last.","Thinking too much can affect your chances, and I want to survive.",36.455,30.793,"Thinking can push one's luck, but my goal is to endure.",14.551,7.769,"Thinking can harm your chances, and I intend to resist.",62.39,58.591
63,"I know why there is no glass, in front of the watercolor picture of blue irises, and why the window opens only partly and why the glass in it is shatterproof.","I know why there is no glass, why the watercolor painting of irises is covered, and why the window is only slightly open, using unbreakable glass.",37.502,35.605,"I know why the watercolor painting of blue irises is without glass, why the window is only half-open, and why the glass is unbreakable.",25.891,22.724,"I know why the painting of the blue lilies has no glass, and why the window only opens partially, and why the window glass is shatterproof.",27.945,24.638
64,It isn't running away they're afraid of.,It's not that they fear escape.,14.0,5.693,What they fear is not our escape.,13.888,5.522,"What they fear is not that we might escape –after all, we wouldn't get very far— but those other exits, the ones you can open within yourself if you have a sharp mind.",2.838,1.025
65,Wewouldn't get far.,We wouldn't get far anyway.,30.214,17.965,We can't go too far anyway.,19.206,7.81,"What they fear is not that we might escape –after all, we wouldn't get very far— but those other exits, the ones you can open within yourself if you have a sharp mind.",3.375,1.219
66,"It's those other escapes, the ones you can open in yourself, given a cutting edge.","But they fear that other escape, the one we could open within ourselves, with just something sharp-edged.",9.678,5.04,It's the other escapes you can make with something sharp within yourself that they fear.,12.828,7.259,"What they fear is not that we might escape –after all, we wouldn't get very far— but those other exits, the ones you can open within yourself if you have a sharp mind.",18.167,15.723
67,So.,That's it.,48.549,27.516,That's how it is.,24.028,10.682,"So, apart from these details, this could be the guest room of a school, but the room for the less distinguished visitors; or a room in a guesthouse like the ones from before, suitable for ladies of limited means.",2.688,0.967
68,"Apart from these details, this could be a college guest room, for the less distinguished visitors; or a room in a rooming house, of former times, for ladies in reduced circumstances.","Besides those points, this is also like a living room at a university, meant for the most ordinary guests; or a boarding room, in the old days, for ladies in reduced circumstances.",26.023,23.652,"Aside from these details, this could be a college guest room, for less distinguished visitors; or a boarding house room, from old times, for ladies with limited means.",54.483,53.37,"So, apart from these details, this could be the guest room of a school, but the room for the less distinguished visitors; or a room in a guesthouse like the ones from before, suitable for ladies of limited means.",42.912,41.634
69,That is what we are now.,Just like us now.,22.778,14.321,This is who we are.,27.483,16.341,This is where we are now.,53.452,43.472
70,The circumstances have been reduced; for those of us who still have circumstances.,"All in reduced circumstances, that is, for those who still have circumstances.",35.467,30.13,Limited means for those of us who still have means.,43.566,41.017,The possibilities have been reduced... for those of us who still have possibilities.,48.317,44.815
71,"But a chair, sunlight, flowers: these are not to be dismissed.","But chairs, sunlight, and flowers: should not be denied.",20.436,14.36,"However, the chair, daylight, flowers: These cannot be removed.",27.713,21.153,"But the chair, the sunlight, the flowers... should not be despised.",14.046,7.922
72,I am,"I am still alive, I live, I breathe, I stretch my hand, spread wide, reaching into the sunlight.",6.087,3.147,"I am alive, I am living, I am breathing, I extend my hand into the daylight without breaking it.",6.36,3.293,"I am alive, I live, I breathe, I extend my open hand to the sunlight.",7.757,4.049
73,"alive, I live, I breathe, I put my hand out, unfolded, into the sunlight.","I am still alive, I live, I breathe, I stretch my hand, spread wide, reaching into the sunlight.",49.628,47.38,"I am alive, I am living, I am breathing, I extend my hand into the daylight without breaking it.",16.192,11.408,"I am alive, I live, I breathe, I extend my open hand to the sunlight.",51.648,49.185
74,"Where I am is not a prison but a privilege, as Aunt Lydia said, who was in love with either/or.","Where I live is not a prison, but a privilege, Aunt Lydia said so, faithful to her either-or formula.",29.72,25.88,"The place I am in is not a prison, on the contrary, it is a privilege, as Aunt Lydia, who loves 'either/or' phrases, would say.",27.899,25.388,"The place where I am is not a prison but a privilege, as Aunt Lydia used to say, who loved extremes.",58.301,56.826
75,The bell that measures time is ringing.,The hour bell is ringing.,32.373,24.598,The bell that measures time is ringing.,100.0,100.0,The bell that marks the time is ringing.,52.169,43.167
76,"Time here is measured by bells, as once in nunneries.","Here, the time is announced by bells, like in old monasteries.",19.905,13.509,"As it used to be in monasteries, time here is also measured by bells.",22.983,17.396,"Here, time is marked by bells, as it used to be in nunneries.",30.739,24.208
77,"As in a nunnery too, there are few mirrors.","Also like monasteries, there are hardly any mirrors.",24.703,17.772,"Again, like in a monastery, there are very few mirrors here.",22.617,16.065,"And, also like in a convent, there are few mirrors.",47.336,42.803
78,"I get up out of the chair, advance my feet into the sunlight, in their red shoes, flat-heeled to save the spine and not for dancing.","I stood up from the chair, stepped into the sunlight, in red shoes with flat soles, to protect my spine, not for dancing.",30.284,27.239,"I get up from my chair, stretching my feet in red shoes with flat heels designed not for dancing but for protecting the spine into the daylight.",16.493,12.544,"I get up from the chair, take a step towards the sunlight with the red low-heeled shoes, designed to protect the spine but not for dancing.",22.822,18.213
79,The red gloves are lying on the bed.,The red gloves lay on the bed.,52.474,44.125,The red gloves are on the bed.,65.982,61.02,The red gloves are on the bed.,65.982,61.02
80,"I pick them up, pull them onto my hands, finger by finger.","I picked them up, put them on my hands, one finger at a time.",21.565,16.267,"I pick them up and put them on, sliding each finger into place one by one.",22.25,16.467,"I pick them up and put them on, finger by finger.",46.44,42.644
81,"Everything except the wings around my face is red: the color of blood, which defines us.","Everything except the wings on either side of my face was red: the color of blood, our sign.",45.828,42.976,"Everything is red, except for the wings on either side of my face: the color of the blood that defines us.",25.457,20.0,"Except for the headdress that surrounds my face, everything is red, the color of blood, which is what defines us.",33.88,30.337
82,"The skirt is ankle-length, full, gathered to a flat yoke that extends over the breasts, the sleeves are full.","A flared dress reaching the ankles, a flat corset up to the chest, long sleeves covering completely.",9.218,4.8,"The dress extends down to the ankles, loose, gathered with a wide band around the chest, and the sleeves are loose as well.",12.172,8.249,"The skirt is long down to the ankles and wide, gathered in a smooth yoke that covers the chest, and the sleeves are wide.",16.057,12.09
83,"The white wings too are prescribed issue; they are to keep us from seeing, but also from being seen.","Even the white wings were special items: so we couldn't see, but also wouldn't be seen.",16.226,12.297,"The white wings are also by command; to prevent us from seeing, and of course, from being seen.",33.066,28.753,"The white headdress is mandatory; its purpose is to prevent us from seeing, and also from being seen.",34.305,30.781
84,"I never looked good in red, it's not my color.","I didn't look good in red clothes, they didn't suit me at all.",17.219,11.633,"Red has never suited me, it is not my color.",32.091,24.384,"Red never suited me well, it's not my color.",49.754,45.305
85,"I pick up the shopping basket, put it over my arm.","I picked up the shopping basket, slung it over my arm.",62.778,59.23,I take the shopping basket and hang it on my arm.,27.143,20.96,I grab the shopping basket and hang it on my arm.,27.143,20.96
86,"The door of the roomnot my room, I refuse to say myis not locked.","The door of this room – not my room, I'm not talking about my room – is not locked.",19.692,15.41,"The door of the room -not my room, I refuse to call it mine- is not locked.",47.703,44.476,"The door of the room – not my room, I refuse to acknowledge it as mine",47.277,43.851
87,In fact it doesn't shut properly.,"To be precise, it cannot be closed.",14.491,5.67,"In fact, it doesn't even close properly.",26.97,16.516,"— it is not locked. In fact, it cannot even be adjusted.",11.822,6.25
88,"I go out into the polished hallway,which has a runner down the center, dusty pink.","I step out into the polished hallway, with a long carpet in the middle, pink mixed with gray.",30.446,26.608,I step out into the polished corridor with a dirty pink runner in the middle.,21.429,15.96,"I step out into the hallway, waxed and covered with a central carpet of ashen pink color.",15.978,10.976
89,"Like a path through the forest, like a carpet for royalty, it shows me the way.","Like a trail through the forest, like a velvet carpet for dignitaries, it guides my way.",39.901,35.706,"Like a path in the forest, a royal carpet shows me the way.",36.474,32.33,"Like a path in the forest, like a carpet for royalty, it shows me the way.",85.73,84.923
90,"The carpet bends and goes down the front staircase and I go with it, one hand on the banister, once a tree, turned in another century, rubbed to a warm gloss.","The carpet turned the corner and went down the stairs ahead, and I followed, sliding my hand along the banister, which was once a tree, felled in a century long past, worn to a glossy shine.",15.881,12.331,"After a bend, the carpet goes down the front stairs, and I follow it, one hand on the banister, which was once a tree, made in another century and polished until it took on a warm glow.",35.588,33.833,"The carpet traces a curve and descends the stairs; I follow it, resting one hand on the banister that was once a tree, crafted in another century, polished to make it shine.",28.856,26.424
91,"Late Victorian, the house is, a family house, built for a large rich family.","Late Victorian, a house for a whole family, a large, wealthy family.",21.287,15.255,"A late Victorian-style family house, built for a large and wealthy family.",40.735,37.812,The house is of late Victorian style and was built for a wealthy and large family.,22.651,17.384
92,"There's a grandfather clock in the hallway, which doles out time, and then the door to the motherly front sitting room, with its flesh tones and hints.","The hall had a grandfather clock, measuring out time bit by bit, followed by a door leading to the main lounge, with a motherly appearance, tinged with flesh tones.",11.816,8.227,"In the hall, there is an aged wall clock that kindly shows the time and a door that opens to the matronly sitting room at the front, with its beige tones and hints, a sitting room where I never sat, only stood or knelt.",9.936,7.418,"In the hallway, there is a pendulum clock that languidly marks the time, and then a door that leads to the maternal living room, populated with shadows.",23.219,19.763
93,"A sitting room in which I never sit, but stand or kneel only.","A lounge where I had never sat or lain down to rest, only knelt or stood.",9.441,3.493,"In the hall, there is an aged wall clock that kindly shows the time and a door that opens to the matronly sitting room at the front, with its beige tones and hints, a sitting room where I never sat, only stood or knelt.",6.199,4.144,"A room in which I never sit, I only stand or kneel.",56.324,52.86
94,"At the end of the hallway, above the front door, is a fanlight of colored glass: flowers, red and blue.","At the other end of the hall, above the main door, a half-moon stained glass window: floral patterns, red and blue.",30.617,26.614,"At the end of the hall, above the front door, there is a stained glass window: flowers, red and blue.",60.562,58.798,"At the end of the hallway, above the front door, there is a fanlight with colored glass forming red and blue flowers.",61.27,59.486
95,"There remains a mirror, on the hall wall.",There is still a mirror on the wall in the hall.,21.201,12.606,Only the mirror on the hall wall remains.,39.256,30.719,"On the wall of the living room, there is still a mirror.",16.738,9.552
96,"If I turn my head so that the white wings framing my face direct my vision towards it, I can see it as I go down the stairs, round, convex, a pier glass, like the eye of a","If you turn your head so that the two wings limit the rotation field to look straight into it, you will see it when going down the stairs, round, convex, as long as a person, like a fish's eye, seeing myself in it as a distorted shadow, not knowing what to mock – a fairy tale character wearing a red scarf, gradually descending to a moment of carelessness as equal to danger.",15.75,14.6,"As I descend the stairs, if I turn my head in such a way that the white wings on either side of my face direct my view towards the mirror, I see the round, convex, fish-eye-like glass mirror and myself reflected in it; a distorted shadow, a parody of something, like a fairy tale character in a red cloak descending towards a momentary carelessness equivalent to danger.",19.604,18.242,"If I turn my head – in such a way that the white cap framing my face directs my vision towards it – I can see it while descending the stairs: a round, convex, full-body mirror, like a fish's eye, and my image reflected in it like a distorted shadow, a parody of something, like the figure from a fairy tale covered with a red cloak, descending towards a moment of indifference that is equal to danger.",18.232,17.027
