line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
15,"I was not able to light on any map or work giving the exact locality of the Castle Dracula, as there are no maps of this country as yet to compare with our own Ordnance Survey maps; but I found that Bistritz, the post town named by Count Dracula, is a fairly well-known place.","But no book or map could show me the exact location of the castle named Count Dracula, as there is still no detailed map of this place. However, my research did inform me that Bistritz - the place Count Dracula mentioned to me and where I would have to travel by carriage - is a small, ancient city known to many people.",11.789,9.28,"I couldn't find a map or study that gave the exact location of Dracula's Castle, as this country didn't have maps comparable to our detailed Ordnance Survey maps; but I saw that the town of Bistriţa, which Count Dracula named, was a fairly well-known place.",21.371,19.714,"I could not find any map or work that shed light on the exact location of Dracula's castle, as there are no maps in this country that can compare in accuracy with ours; but I discovered that Bistritz, the post town mentioned by Count Dracula, was a fairly well-known place.",36.221,34.984
16,"I shall enter here some of my notes, as they may refresh my memory when I talk over my travels with Mina.",I will recount my unforgettable impressions. That will revive a memory when recalling the excursions with Mina.,11.533,7.922,"While talking to Mina about my journey, I will record some of my notes here as they might refresh my memory.",23.183,18.076,"I am going to include some of my notes here, as they may refresh my memory when I recount my travels to Mina.",49.835,47.581
17,"In the population of Transylvania there are four distinct nationalities: Saxons in the South, and mixed with them the Wallachs, who are the descendants of the Dacians; Magyars in the West, and Szekelys in the East and North.","There are four races living in Transylvania: in the south are the Saxons living mixed with the Wallachians, who originate from the Dacian ethnicity; in the west are the Magyars; and in the east and north are the Szekelys. I will stay with the Szekelys.",19.602,16.985,"There are four different nationalities in the population of Transylvania: in the south, the Saxons and the Wallachians, who are mixed with them and descended from the Dacians; in the west, the Hungarians; in the east and north, the Székelys.",36.842,35.018,"In the population of Transylvania, there are four distinct nationalities: Saxons in the south, and mixed with them the Vlachs, who are descendants of the Dacians; Magyars in the west, and Szeklers in the east and north.",78.247,77.735
18,"I am going among the latter, who claim to be descended from Attila and the Huns.",It is said that they descend from Attila and are the descendants of the Huns.,18.552,14.042,"I am going among the last group, who claim to be descended from Attila and the Huns.",80.198,79.126,"I am among the latter, who claim to be descendants of Attila and the Huns.",64.932,62.937
19,"This may be so, for when the Magyars conquered the country in the eleventh century they found the Huns settled in it.","This might be true because in the twelfth century, when the Magyars conquered the land they now inhabit, the Huns had already settled there.",23.078,19.23,"This claim might be true because when the Hungarians conquered the country in the eleventh century, they found that the Huns had already settled there.",32.673,29.615,"This may be true, since when the Magyars conquered the country in the 11th century, they found the Huns, who had already settled there.",42.1,39.785
20,"I read that every known superstition in the world is gathered into the horseshoe of the Carpathians, as if it were the centre of some sort of imaginative whirlpool; if so my stay may be very interesting.","It seems that all the superstitions in the world exist in the Carpathians, and they always stir the imagination of the local people. If this is indeed the case, then my stay in this land will surely be very interesting.",15.268,12.037,"I read that all known superstitions in the world seem to gather in the horseshoe formed by the Carpathian Mountains as if it were the center of a fanciful vortex; if so, my visit could be very interesting.",26.786,24.246,"I read that all the superstitions known in the world are gathered in the Carpathian horseshoe, as if it were the center of some kind of imaginative vortex; if so, my stay may be very interesting.",40.608,38.754
21,"(Mem., I must ask the Count all about them.)",(I will certainly always bother the count with questions about these superstitious beliefs).,12.703,6.69,(Note: I must ask the Count about all this.),39.247,33.67,(Remember to ask the Count about these superstitions).,18.972,13.127
22,"I did not sleep well, though my bed was comfortable enough, for I had all sorts of queer dreams.","The first night I couldn't sleep soundly, not because of the unfamiliar house and surroundings, but because I had strange dreams.",10.072,5.596,"Although my bed was comfortable enough, I couldn't sleep well because I had all sorts of strange dreams.",46.098,43.41,"I did not sleep well, although my bed was sufficiently comfortable, because I had all kinds of strange dreams.",40.061,36.335
23,"There was a dog howling all night under my window, which may have had something to do with it; or it may have been the paprika, for I had to drink up all the water in my carafe, and was still thirsty.","Throughout the night, I always felt like there was a wolf howling loudly right below my window: was it due to my insomnia or the paprika dish? Because I had drained the water bottle in the room and still had a burning thirst.",9.259,6.404,A dog barked under my window all night; maybe my sleeplessness had something to do with that; or maybe it was because of the red pepper since I had to drink all the water in my pitcher but still couldn't quench my thirst.,28.116,26.209,"Throughout the night a dog howled under my window, which may have had something to do with it; or it may have also been the paprika, since I had to drink all the water from my jug, and I was still thirsty.",58.926,57.998
24,"Towards morning I slept and was wakened by the continuous knocking at my door, so I guess I must have been sleeping soundly then.","But eventually, I fell into a deep sleep when it was nearing dawn, as I was awakened by the sound of knocking, and it seemed the person knocking had to do so for a very long time.",5.255,2.678,"I fell asleep towards morning and woke up to the persistent knocking on my door; at that moment, I think I was in a deep sleep.",9.015,4.978,"In the early morning, I fell asleep, but I was awakened by some insistent knocks on my door, so I suppose that at that moment I was sleeping deeply.",16.699,13.6
25,"I had for breakfast more paprika, and a sort of porridge of maize flour which they said was “mamaliga,” and egg-plant stuffed with forcemeat, a very excellent dish, which they call “impletata.” (Mem., get recipe for this also.)","At breakfast, they served me paprika again, a bit of oatmeal made from cornmeal which they called mamaliga, and a few bowls of stuffed pastries - a delicious dish named impletata. (I noted down the recipe for Mina).",8.153,5.604,"For breakfast, I ate some more red pepper, a type of porridge made from cornmeal which they said was called mamaliga, and a dish called impletata, which is eggplant stuffed with minced meat and is an excellent meal. (Note: Get the recipe for this as well.)",14.963,11.846,"I ate more bell pepper for breakfast, a kind of porridge made from cornmeal that they say was ""mamaliga"", and eggplant stuffed with minced meat, an excellent dish they call ""impletata"" (remember to also get the recipe for this).",9.79,6.85
26,"I had to hurry breakfast, for the train started a little before eight, or rather it ought to have done so, for after rushing to the station at 7:30 I had to sit in the carriage for more than an hour before we began to move.","I ate hastily, as the train was supposed to depart a few minutes before eight; to be precise, it was supposed to leave at a few minutes to eight, yet after a breathless sprint to the station at seven-thirty, I still had to wait over an hour in the carriage before the train started moving.",12.749,10.047,"Since the train was supposed to leave a little before eight - or rather it was supposed to leave at 7. 30, I had to rush my breakfast because after running to the station, I had to sit in the carriage for more than an hour before we started moving.",41.308,40.079,"I hurried to have breakfast, as the train was leaving a little after eight, or rather, it should have left, because after running to the station at seven-thirty, I had to wait sitting in the carriage for more than an hour before we started moving.",35.364,33.932
27,It seems to me that the further east you go the more unpunctual are the trains.,"I have a feeling that the farther east we go, the later the trains run.",13.639,7.692,"It seems to me that as we move further east, the trains get more delayed.",33.974,28.855,"It seems to me that the further east you go, the less punctual the trains are.",60.593,58.155
28,What ought they to be in China?,I wonder how things are in China?,28.606,20.557,Who knows what they are like in China?,28.518,20.165,What will they be like in China?,34.019,24.446
29,All day long we seemed to dawdle through a country which was full of beauty of every kind.,"All day long, our train traveled through a beautiful and diverse land.",13.927,9.734,"Throughout the day, we slowly progressed through a terrain filled with all kinds of beauty.",12.125,6.839,It seemed that throughout the day we wandered through a country that was full of all kinds of beauties.,19.046,14.254
30,Sometimes we saw little towns or castles on the top of steep hills such as we see in old missals; sometimes we ran by rivers and streams which seemed from the wide stony margin on each side of them to be subject to great floods.,"At times, we admired small cities with castles perched precariously on steep hills, reminiscent of scenes described in ancient Biblical texts; at other times, the train ran alongside large and small streams with rocky, winding banks resembling nature's own railings.",4.884,2.483,"Sometimes, at the tops of steep hills, we saw small villages and castles similar to those we had seen in old prayer books; sometimes, we passed by rivers and streams with wide, stony banks that suggested they had been subjected to great floods.",17.769,15.25,"Sometimes we saw small villages or castles on the tops of steep hills, such as those seen in old missals; sometimes we ran alongside rivers and streams, which, by the wide and stony margins on either side of them, seemed to be subject to great floods.",39.764,38.34
31,"It takes a lot of water, and running strong, to sweep the outside edge of a river clear.","At times, we admired small cities with castles perched precariously on steep hills, reminiscent of scenes described in ancient Biblical texts; at other times, the train ran alongside large and small streams with rocky, winding banks resembling nature's own railings.",3.459,1.244,It takes a large amount of strong flowing water to sweep and clean the outer edges of a river.,19.707,14.9,"It takes a great amount of water, with a very strong current, to be able to clean the outer bank of a river.",18.23,14.227
32,"At every station there were groups of people, sometimes crowds, and in all sorts of attire.","At the stations where we stopped, every platform was bustling with crowds dressed in vibrant, colorful attire of various kinds.",7.79,2.852,"At every train station, there were crowds of people dressed in various kinds of attire, sometimes large gatherings.",15.223,8.988,"At all the stations there were groups of people, sometimes crowds, and in all kinds of attire.",66.579,64.871
33,"Some of them were just like the peasants at home or those I saw coming through France and Germany, with short jackets and round hats and home-made trousers; but others were very picturesque.",Some people looked very similar to the farmers in our country or in France and Germany: they wore simple mesh shirts with rather wide-cut trousers and round-brimmed hats; but others were dressed in more colorful outfits.,13.766,10.501,"Some wore short jackets, round hats, and homemade trousers, just like those in our region or those I saw while passing through France and Germany; but others were very interesting.",30.56,28.062,"Some of them were exactly like the peasants of my country, or those I had seen when crossing France and Germany, with short jackets and round hats and pants made by themselves; but others were very picturesque.",51.096,49.9
34,"The women looked pretty, except when you got near them, but they were very clumsy about the waist.",The women here seem very healthy and quite beautiful if you don't look at them too closely.,9.144,4.785,"The women looked beautiful unless you got close to them, but their waistlines were quite thick.",17.995,13.673,"The women were pretty, except when one got close to them, for they were quite thick around the waist.",26.536,20.916
35,"They had all full white sleeves of some kind or other, and most of them had big belts with a lot of strips of something fluttering from them like the dresses in a ballet, but of course there were petticoats under them.","They all wear oversized white-sleeved shirts, with leather belts that are always fluttering over their splendid skirts.",2.271,0.838,"All of their clothes had white sleeves in one way or another; many wore wide belts with lots of ribbons hanging from them, resembling ballet dresses; but of course, they had underskirts underneath.",9.357,6.498,"They all wore long white sleeves, and most of them had wide belts with a bunch of fringes of something hanging like in ballet dresses, but of course they wore petticoats underneath them.",24.506,22.488
36,"The strangest figures we saw were the Slovaks, who were more barbarian than the rest, with their big cow-boy hats, great baggy dirty-white trousers, white linen shirts, and enormous heavy leather belts, nearly a foot wide, all studded over with brass nails.","However, I find the Slovakians to be the most peculiar; they wear wide-brimmed cowboy-style hats, baggy pants in a dull color, white linen shirts, and wide leather belts studded with brass rivets.",15.167,13.231,"The strangest people we saw were the Slovaks, who looked more barbaric than the rest with their large cowboy hats, wide, sack-like dirty white trousers, white linen shirts, and enormous, heavy belts almost a foot wide, studded all over with brass nails.",45.104,43.831,"The strangest figures we saw were the Slovaks, who were more barbaric than the rest, with their wide cowboy hats, large baggy and dirty pants, white linen shirts, and huge and heavy leather belts, almost a foot wide, completely studded with tin nails.",52.507,51.533
37,"They wore high boots, with their trousers tucked into them, and had long black hair and heavy black moustaches.","Particularly, every man likes to tuck his pants into a pair of long boots.",6.749,2.513,"They wore high boots into which they tucked their trousers, and they had long black hair and thick black mustaches.",37.639,33.813,"They wore high boots, with their pants tucked inside them, and had long black hair and heavy black mustaches.",70.798,69.413
38,"They are very picturesque, but do not look prepossessing.",Their long black hair and thick beards make them look more distinctive but not at all charming.,8.208,3.037,They were very impressive but not attractive.,14.273,5.676,"They were very picturesque, but they did not seem friendly.",32.091,24.384
39,On the stage they would be set down at once as some old Oriental band of brigands.,"Honestly, if I were traveling by horse-drawn carriage, I might have mistaken them for a band of highway robbers, although I have been told that they have never done anything bad to anyone; on the contrary, they are always quite cowardly.",4.454,2.433,They could be placed on stage right now as an old Eastern bandit gang.,9.362,3.5,"In any setting, they would be immediately recognized as some old gang of bandits.",19.182,14.519
40,"They are, however, I am told, very harmless and rather wanting in natural self-assertion.","Honestly, if I were traveling by horse-drawn carriage, I might have mistaken them for a band of highway robbers, although I have been told that they have never done anything bad to anyone; on the contrary, they are always quite cowardly.",4.786,2.614,"But as I was told, they were quite harmless and moreover, people who lacked self-defense skills.",12.141,6.809,"However, I am told that they are quite harmless and, moreover, quite shy.",32.737,27.805
41,"It was on the dark side of twilight when we got to Bistritz, which is a very interesting old place.","We arrived in Bistritz at midnight. As I mentioned, Bistritz is an ancient city with a unique past.",7.376,2.71,"When we arrived in Bistriţa, a very interesting old settlement, it was the dark side of twilight.",36.444,32.87,"It was already getting dark when we arrived in Bistritz, which is a very interesting old town.",41.017,38.34
42,"Being practically on the frontier—for the Borgo Pass leads from it into Bukovina—it has had a very stormy existence, and it certainly shows marks of it.","Located near the border - indeed, when leaving Bistritz, just crossing the Borgo Pass leads to Bukovina - this city has experienced numerous ups and downs, many of which are still evident today.",10.861,7.844,Since it is almost on the border - as the Borgo Pass starts there and extends to Bukovina - it has quite a stormy nature and definitely bears the traces of it.,12.358,9.188,"Since it is practically on the border, as the Borgo Pass leads from there to Bucovina, it has had a rather turbulent existence, and you can certainly see the signs of it.",25.221,22.08
43,"Fifty years ago a series of great fires took place, which made terrible havoc on five separate occasions.","Fifty years ago, terrifying fires continuously occurred, flattening everything.",11.21,7.697,"Fifty years ago, there was a series of major fires that caused terrible damage at five different times.",18.636,13.947,"Fifty years ago, there were major fires that caused terrible devastation on five different occasions.",16.334,11.466
44,"At the very beginning of the seventeenth century it underwent a siege of three weeks and lost 13,000 people, the casualties of war proper being assisted by famine and disease.","At the beginning of the seventeenth century, this city also had to withstand a siege for three weeks, resulting in thirteen thousand deaths, not to mention the victims of famine and disease.",23.56,20.905,"At the very beginning of the seventeenth century, the city was subjected to a siege that lasted three weeks and lost 13,000 people from its population; war-related losses increased due to famine and disease.",41.564,39.954,"At the beginning of the 17th century, it endured a three-week siege and lost thirteen thousand people, with casualties from war compounded by those from hunger and disease.",14.797,11.154
45,"Count Dracula had directed me to go to the Golden Krone Hotel, which I found, to my great delight, to be thoroughly old-fashioned, for of course I wanted to see all I could of the ways of the country.","Count Dracula arranged for me to stay at the Golden Crown Hotel. I was very pleased to see that it was a very ancient house, because after all, I wanted to understand as much as possible about the customs and traditions of this land.",8.659,5.987,"Count Dracula directed me with great pleasure to the Golden Krone Hotel, which I saw was old-fashioned in every way; because, of course, I wanted to see all the traditions unique to the country.",32.909,31.23,"Count Dracula had instructed me to go to the Golden Krone Hotel, which, to my great satisfaction, was quite old-fashioned, for of course, I wanted to learn as much as possible about the customs of the country.",46.309,45.003
46,"I was evidently expected, for when I got near the door I faced a cheery-looking elderly woman in the usual peasant dress—white undergarment with long double apron, front, and back, of coloured stuff fitting almost too tight for modesty.","Someone was waiting for me at the door: it was a middle-aged woman with a radiant face, dressed in the typical local peasant style.",4.974,2.752,"Clearly, I was expected, for as I approached the door, I was met by a cheerful elderly woman in traditional peasant attire - a long white undergarment, with a colorful apron made of fabrics at the front and back that seemed too tight for modesty.",18.37,15.76,"They were evidently expecting me, for as I approached the door, I found myself facing a woman already advanced in years, with a cheerful face, dressed in peasant fashion: white underwear with a double apron, front and back, of colorful fabric, so tight to the body that it could not be described as modest.",12.121,10.181
47,"When I came close she bowed and said, “The Herr Englishman?” “Yes,” I said, “Jonathan Harker.”","She bowed deeply to greet me and asked: — Are you an Englishman? — Yes, - I replied - I am Jonathan Harker.",9.585,5.462,"As I approached, she greeted me with a nod and said, ""English Herr?"" ""Yes,"" I said, ""Jonathan Harker.""",13.377,9.971,"When I approached, she bowed and said: –The English gentleman? –Yes -I replied-: Jonathan Harker.",18.544,14.021
48,"She smiled, and gave some message to an elderly man in white shirt-sleeves, who had followed her to the door.",The woman smiled and said something to a shirtless man standing behind her.,6.468,2.429,She smiled and spoke to an elderly man in a white-sleeved shirt who had followed her to the door.,50.83,48.881,"She smiled and gave some instructions to an elderly man in a white-sleeved shirt, who had followed her to the door.",60.541,58.611
49,"He went, but immediately returned with a letter:—",The man immediately disappeared but then quickly returned with a letter for me. The letter read as follows:,18.72,13.786,The man left but quickly returned with a letter in hand:,30.878,23.462,"The man left, but immediately returned with a letter:",70.486,67.865
50,“My Friend.—Welcome to the Carpathians.,"“Dear friend, Welcome to the Carpathians.",45.966,36.556,"My friend, Welcome to the Carpathian Mountains.",20.493,11.34,"""My dear friend: welcome to the Carpathians.",35.93,27.776
51,I am anxiously expecting you.,I have been eagerly awaiting you.,25.276,14.536,I am eagerly awaiting you.,35.93,22.957,I am eagerly awaiting you.,35.93,22.957
52,Sleep well to-night.,Wish you a good night's sleep tonight.,16.516,6.567,Sleep well tonight.,50.0,35.355,Sleep well tonight.,50.0,35.355
53,At three to-morrow the diligence will start for Bukovina; a place on it is kept for you.,"The carriage trip to Bukovina tomorrow afternoon will start at three o'clock, your seat has been reserved.",11.742,6.586,"Tomorrow at three o'clock, the stagecoach will depart for Bukovina; a seat has been reserved for you.",25.904,20.314,"Tomorrow at three, the coach for Bucovina will depart; you already have a reserved seat.",11.309,5.918
54,At the Borgo Pass my carriage will await you and will bring you to me.,My carriage will be waiting to pick you up at the Borgo Pass.,30.685,24.368,My carriage will wait for you at the Borgo Pass and will bring you to me.,61.184,58.303,"At the Borgo Pass, my carriage will be waiting for you and will bring you to my house.",46.065,42.849
55,"I trust that your journey from London has been a happy one, and that you will enjoy your stay in my beautiful land.","Hope that from London, your journey will be smooth, and you will feel truly comfortable during your days in our beautiful country.",11.716,6.802,I hope your journey from London has been pleasant and that you will enjoy the time you spend in my beautiful lands.,41.604,39.109,"I hope your journey from London has been smooth, and that you enjoy your stay in my beautiful country.",49.853,48.033
56,"“Your friend,",Warm regards!,0.0,0.0,Your friend,42.888,30.327,"Your friend,",68.659,55.032
57,“Dracula.”,"""Dracula.""",31.947,15.974,DRACULA,0.0,0.0,"DRACULA""",0.0,0.0
58,"4 May.—I found that my landlord had got a letter from the Count, directing him to secure the best place on the coach for me; but on making inquiries as to details he seemed somewhat reticent, and pretended that he could not understand my German.",• May 4,0.0,0.0,"May 4th. - I learned that the hotel owner had received a letter from the Count instructing him to arrange the best seat in the carriage for me; however, when I asked questions about the details, he somehow seemed tight-lipped and acted as if he didn't understand my German.",18.66,16.585,"May 4th. I found out that my innkeeper had received a letter from the count, instructing him to secure the best seat in the coach for me; but when inquiring about the details, he became somewhat reticent and pretended not to understand my German.",35.892,34.441
59,"This could not be true, because up to then he had understood it perfectly; at least, he answered my questions exactly as if he did.","The hotel owner himself also received a letter from the count with a request to reserve the best seat on the carriage for me, but when I asked a few questions, the owner seemed hesitant and used the excuse that he couldn't fully understand the German I spoke; clearly a lie because when I first arrived at the hotel, he understood everything I said.",3.173,1.604,"Yet this couldn't be true because until that moment he had perfectly understood my German; at the very least, he was definitely answering my questions as if he understood me.",14.762,11.154,"This could not be true, because until that moment he had understood me perfectly; at least he answered my questions exactly as if he understood them.",58.031,56.469
60,"He and his wife, the old lady who had received me, looked at each other in a frightened sort of way.","The hotel owner and his wife looked at each other worriedly, then turned to me and stammered that the carriage fare had been sent in advance along with a letter, and they knew nothing more.",13.91,10.616,"He and his wife, the elderly lady who greeted me, looked at each other with an expression full of fear.",45.16,42.752,"He and his wife, the elderly woman who had received me, looked at each other with fear.",54.51,53.112
61,"He mumbled out that the money had been sent in a letter, and that was all he knew.","The hotel owner and his wife looked at each other worriedly, then turned to me and stammered that the carriage fare had been sent in advance along with a letter, and they knew nothing more.",16.541,13.956,The man mumbled that the money was sent within the letter and that this was all he knew.,32.705,28.218,"He murmured that the money had been sent to him in a letter, and that was all he knew.",73.303,72.004
62,"When I asked him if he knew Count Dracula, and could tell me anything of his castle, both he and his wife crossed themselves, and, saying that they knew nothing at all, simply refused to speak further.","When I asked about Count Dracula and his castle, both the husband and wife made the sign of the cross and replied that they knew absolutely nothing, then signaled to me that they did not want to talk about it anymore.",15.838,12.487,"When I asked him if he knew Count Dracula and if he could tell me anything about his castle, both he and his wife crossed themselves and refused to speak further, saying they knew nothing.",55.883,54.93,"When I asked him if he knew Count Dracula and if he could tell me anything about his castle, both he and his wife crossed themselves, and saying that they knew nothing at all, they simply refused to say anything more.",65.894,65.124
63,"It was so near the time of starting that I had no time to ask any one else, for it was all very mysterious and not by any means comforting.","Since the departure time had arrived, I had no more time to inquire with others. I found the situation very mysterious and unconvincing.",12.061,9.028,"The departure time was so close that I had no time to ask anyone else, for everything was very mysterious and, in any case, not at all reassuring.",32.45,29.767,"It was already so close to the time of departure that I didn't have time to ask anyone else, but everything seemed very mysterious to me and in no way reassuring.",14.564,11.004
64,"Just before I was leaving, the old lady came up to my room and said in a very hysterical way:","Just as I was about to set off, the landlady suddenly rushed into the room and asked me in a panicked voice:",11.721,6.815,"Just before leaving, the elderly woman came to my room and, in an extremely distraught manner, said:",24.479,19.156,"A few moments before I left, the old woman came up to my room and said, with a nervous voice:",37.629,34.538
65,“Must you go?,— Are you really planning to go there?,16.037,6.275,“Is it necessary for you to leave?,16.516,6.567,–Do you have to go?,30.214,17.965
66,Oh!,Oh!,100.0,100.0,Ah!,70.711,50.0,Oh!,100.0,100.0
67,"young Herr, must you go?”","Young man, are you really planning to go there?",14.638,5.604,"Young Herr, is it necessary for you to leave?”",23.462,16.59,"Young sir, do you have to go?",21.669,11.99
68,"She was in such an excited state that she seemed to have lost her grip of what German she knew, and mixed it all up with some other language which I did not know at all.","The woman was so panic-stricken that she stammered for a long time before she could say a few words in German that she knew, mixed with some sounds completely unfamiliar to me.",9.2,6.296,He was so excited that he seemed to have lost his command of German and mixed it with another language I did not know.,18.272,15.814,"He was in such a state of excitement that he seemed to have lost the little German he knew, and mixed it all with another language from which I did not understand a single word.",32.003,29.86
69,I was just able to follow her by asking many questions.,"When I replied that I had to leave immediately to attend to an important matter, she asked me again:",5.878,2.16,I could only understand him by asking a lot of questions.,17.542,10.128,I barely understood anything by asking him numerous questions.,17.492,10.275
70,"When I told her that I must go at once, and that I was engaged on important business, she asked again:","When I replied that I had to leave immediately to attend to an important matter, she asked me again:",14.181,9.957,"When I told him that I needed to leave as soon as possible and that I was busy with an important task, he asked once more:",19.427,15.048,"When I told him that I had to leave immediately, and that I was engaged in important business, he asked again:",39.468,36.001
71,“Do you know what day it is?”,— Do you know what day it is today?,58.444,53.728,"""Do you know what today is?""",30.644,22.316,–Do you know what day it is today?,65.6,61.047
72,I answered that it was the fourth of May.,I replied on May 4th.,13.044,5.484,I replied that it was the fourth of May.,80.503,78.254,I replied that it was the fourth of May.,80.503,78.254
73,She shook her head as she said again:,I replied on May 4th.,0.0,0.0,She shook her head from side to side and spoke again:,32.65,25.212,She shook her head and spoke again:,44.893,36.282
