line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"By his own marriage, likewise, which happened soon afterwards, he added to his wealth.","Likewise, through his marriage shortly after reaching adulthood, his estate was further increased.",11.211,5.904,"His own marriage, which took place shortly after, also significantly increased his wealth.",27.46,21.778,"Moreover, his own marriage, which occurred shortly after, made him even wealthier.",22.811,17.266
11,"To him therefore the succession to the Norland estate was not so really important as to his sisters; for their fortune, independent of what might arise to them from their father's inheriting that property, could be but small.","Therefore, inheriting the Norland estate was not as crucial for him as it was for his half-sisters; for they only inherited a small portion from their father.",14.093,11.707,"Therefore, the ownership of the Norland estate was not as crucial to him as it was to his sisters; because aside from the share they might receive from their father's inheritance of that estate, the girls would not have much of a dowry.",19.839,17.635,"For him, then, the inheritance of the Norland estate was not truly as important as it was for his sisters; for they, regardless of what might come to them if their father inherited that property, were of a fortune that can only be considered meager.",20.677,18.548
12,"Their mother had nothing, and their father only seven thousand pounds in his own disposal; for the remaining moiety of his first wife's fortune was also secured to her child, and he had only a life–interest in it.","Their mother had no estate, and their father only had £7000; because the remaining small portion of the first wife's estate was reserved for her son, while he only enjoyed the income generated from this amount.",17.895,15.141,"Their mother had nothing; their father had only seven thousand pounds, as the fortune of his first wife was tied up for her child, leaving him only a lifetime interest income.",22.358,19.515,"Their mother had nothing, and the father could only dispose of seven thousand pounds, because the son was also a beneficiary of the remaining half of his first wife's fortune, and he only had the right to the usufruct of that patrimony while he lived.",26.541,24.691
13,"The old gentleman died: his will was read, and like almost every other will, gave as much disappointment as pleasure.","When the old man passed away, his will was opened and read, and, like most other wills, it created both disappointment and joy.",14.36,10.724,"The old gentleman died; his will was read, and like almost every will, it caused both joy and disappointment.",49.655,47.48,"The elderly gentleman passed away, his will was read, and, like almost all wills, it brought both disappointments and joys.",26.416,23.097
14,"He was neither so unjust, nor so ungrateful, as to leave his estate from his nephew;—but he left it to him on such terms as destroyed half the value of the bequest.","He was neither biased nor ungrateful, withholding the portion of the estate that the grandchild deserved; but he left the grandchild to inherit through provisions that reduced the inheritance value by half.",10.425,7.202,He had not been so unjust or ungrateful as to leave his property to anyone other than his nephew; -but he had left the property to his nephew under such conditions that half of its value was lost.,14.923,11.458,"In his last will, he was neither so unjust nor so ungrateful as to deprive his nephew of the lands, but he left them under such terms that they destroyed half the value of the legacy.",32.014,29.816
15,"mr Dashwood had wished for it more for the sake of his wife and daughters than for himself or his son;—but to his son, and his son's son, a child of four years old, it was secured, in such a way, as to leave to himself no power of providing for those who were most dear to him, and who most needed a provision by any charge on the estate, or by any sale of its valuable woods.","Mr. Henry Daswood had wished for more for his wife and three daughters and less for himself or his son. This son, along with his four-year-old child, inherited in such a way that he no longer had any authority to provide for those dearest to him—those who needed provision the most through portions of the estate or through the sale of valuable timber on his land.",14.092,12.629,"Mr. Dashwood had wanted the inheritance more for his wife and daughters than for himself or his son: -but the inheritance was mortgaged to his son and his son's four-year-old son, moreover, without leaving him the possibility to take care of those closest to him and most in need of income by renting out the land or selling its valuable forests.",17.77,16.751,"Mr. Dashwood had desired these properties more for the well-being of his wife and daughters than for himself and his son; however, the inheritance was assigned to his son, and to his son's son, a four-year-old child, in such a way that it deprived him of any possibility to care for those dearest to him and who most needed support, whether through an eventual mortgage on the properties or the sale of their valuable forests.",30.14,29.211
16,"The whole was tied up for the benefit of this child, who, in occasional visits with his father and mother at Norland, had so far gained on the affections of his uncle, by such attractions as are by no means unusual in children of two or three years old; an imperfect articulation, an earnest desire of having his own way, many cunning tricks, and a great deal of noise, as to outweigh all the value of all the attention which, for years, he had received from his niece and her daughters.","Everything was allocated to that child, who had won the affection of his grandfather through visits to his parents in Norland, affections that were nothing unusual for a two or three-year-old child: innocent speech, a lively temperament wanting to have his own way, many amusing antics and much noise, as if overshadowing all the value of the care and attention that the old man had received for many years from his granddaughter and her three daughters.",12.617,11.307,"Everything was given to the possession of this child who, during his rare visits to Norland with his father and mother, had won his uncle's affection to such an extent that it diminished the value of all the affection he had received for years from his nephew and daughters, with his captivating qualities unusual in two or three-year-old children, his half-spoken words, his desire to do as he pleased, his cunning tricks, and his noise and clamor.",15.921,14.814,"Necessary provisions had been made to ensure that everything would benefit this child, who, during his occasional visits to Norland with his father and mother, had won his uncle's affection with those charming traits that are not uncommon in children of two or three years old: imperfect pronunciation, the unwavering desire to always have his way, countless pranks and tricks, and lots of noise, charms that ultimately ended up outweighing the value of all the attentions that the gentleman had received for years from his niece and her daughters.",28.728,27.97
17,"He meant not to be unkind, however, and, as a mark of his affection for the three girls, he left them a thousand pounds a–piece.","However, the old man was not mean-spirited, and to show his affection for the three girls, he left 1000 pounds to each of them.",35.555,33.237,"However, he did not want to be heartless and, as a sign of the affection he felt for the three girls, he left them one thousand pounds each.",38.204,35.91,"It was not his intention, however, to lack kindness, and as a sign of his affection for the three girls, he left a thousand pounds to each of them.",40.789,38.79
18,"mr Dashwood's disappointment was, at first, severe; but his temper was cheerful and sanguine; and he might reasonably hope to live many years, and by living economically, lay by a considerable sum from the produce of an estate already large, and capable of almost immediate improvement.","Mr. Daswood was initially deeply disappointed but appeared cheerful and confident: he had reason to hope to live many more years, and if he lived frugally, he could build up a considerable amount from the extensive and profitable land, which almost immediately had the potential to improve the situation.",11.63,8.962,"Mr. Dashwood's disappointment was severe at first; but his temperament was cheerful and optimistic; he could naturally expect to live many more years, and by living frugally, he could set aside a considerable amount from the produce income of an already extensive estate that was almost immediately ready to be operated.",20.305,17.801,"At first, Mr. Dashwood's disappointment was profound; but he was of a cheerful and trusting temperament; he could reasonably expect to live many years and, by living frugally, save a considerable sum from the income of an already sizable estate, and one capable of almost immediate increase.",26.072,24.045
19,"But the fortune, which had been so tardy in coming, was his only one twelvemonth.","But because it was created too late, the estate lasted only 12 months.",9.008,3.367,"But the fortune, which was quite delayed in arriving, became his income for only one year.",29.739,24.942,"But the fortune, which had taken so long to arrive, was his for only a year.",38.003,34.115
20,"He survived his uncle no longer; and ten thousand pounds, including the late legacies, was all that remained for his widow and daughters.","He only outlived his uncle by such a short time, and his widow and daughters were left with only 10,000 pounds, including future inheritances.",19.798,15.353,"He did not live long after his uncle; including the last inheritances, only ten thousand pounds remained for his widow and daughters.",34.259,31.43,"He survived his uncle by no more than that, and ten thousand pounds, including the last legacies, was all that remained for his widow and daughters.",65.69,64.557
21,"His son was sent for as soon as his danger was known, and to him mr Dashwood recommended, with all the strength and urgency which illness could command, the interest of his mother–in–law and sisters.","The son of the man was summoned immediately when he recognized the perilous state of his condition and, with all the strength and urgency that his severe illness allowed, Mr. Daswood urged him regarding the rights of his stepmother and his three half-sisters.",18.221,16.189,"When his life-threatening condition was discovered, his son was immediately summoned; Mr. Dashwood, with all the strength and insistence his illness allowed, bequeathed the care of his stepmother and sisters to his son.",22.54,19.915,"As soon as it was known that Mr. Dashwood's life was in danger, they sent for his son, and the father entrusted him, with the intensity and urgency that the illness necessitated, with the well-being of his stepmother and sisters.",12.454,9.417
22,"mr John Dashwood had not the strong feelings of the rest of the family; but he was affected by a recommendation of such a nature at such a time, and he promised to do every thing in his power to make them comfortable.","Mr. John Dashwood did not have any close emotional ties with the remaining members of the family; but he was influenced by the suggestion made in such a manner and under such circumstances, and he promised to do everything within his power to ensure they lived comfortably.",28.046,26.46,Mr. John Dashwood did not possess the strong emotions of the other family members; but he was affected by such a will conversation at such a time and promised to do his best to comfort them.,25.099,23.021,"Mr. John Dashwood did not have the depth of feelings of the rest of the family, but he was affected by such a recommendation at a moment like that, and he promised to do everything possible for the well-being of his relatives.",36.768,35.22
23,"His father was rendered easy by such an assurance, and mr John Dashwood had then leisure to consider how much there might prudently be in his power to do for them.","The father felt relieved by this promise, and Mr. John Dashwood had ample time to calculate how he could exercise his abilities prudently to take care of them.",12.568,9.359,This assurance relieved his father; then Mr. John Dashwood found time to consider what he could do for them within the bounds of reason.,10.786,7.505,"The father felt reassured by such a promise, and Mr. John Dashwood then took his time to consider how much he could prudently do for them.",24.161,20.932
24,"He was not an ill–disposed young man, unless to be rather cold hearted and rather selfish is to be ill–disposed: but he was, in general, well respected; for he conducted himself with propriety in the discharge of his ordinary duties.","He was not a callous young man; it was merely his indifference and considerable selfishness that made him appear so. Generally, he was respected because he was conscious of properly fulfilling his usual obligations.",7.613,5.197,"He was not a heartless young man, if being a little insensitive, even selfish, does not count as heartlessness: but he was generally respected, because he conducted his daily affairs with a sense of propriety and decorum.",14.727,11.58,"John Dashwood was not an ill-disposed young man, unless being somewhat cold-hearted and a little selfish counts as ill-disposed; but in general, he was respected because he behaved correctly in the performance of his everyday duties.",16.068,12.75
25,"Had he married a more amiable woman, he might have been made still more respectable than he was:—he might even have been made amiable himself; for he was very young when he married, and very fond of his wife.","If he had married a more compassionate wife, he might have been more esteemed, and he himself might have become more amiable; all because he married at a young age and deeply loved his wife.",19.22,16.565,He might have become even more esteemed had he married a more charming woman: -he was very young when he married and was very fond of his wife.,31.283,30.108,"Had he married a kinder woman, he might have become more respectable than he was —he might even have turned into a kind person himself— because he was very young when he married and was very fond of his wife.",49.598,48.488
26,But ms John Dashwood was a strong caricature of himself;—more narrow–minded and selfish.,But Mrs. John Dashwood turned out to be a caricature of him: narrower-minded and more selfish.,13.436,7.761,But Mrs. John Dashwood was a strong caricature of her husband; -narrower-minded and more selfish.,42.518,38.891,"But Mrs. John Dashwood was a harsh caricature of her husband, narrower-minded and more selfish than he was.",20.57,15.362
27,"When he gave his promise to his father, he meditated within himself to increase the fortunes of his sisters by the present of a thousand pounds a–piece.","When he promised his father, he planned to increase the inheritance of each half-sister by 1000 pounds.",16.833,13.231,"When he promised his father, he deliberated within himself and thought of increasing his sisters' fortunes by giving them a gift of a thousand pounds each.",24.52,20.931,"When making the promise to his father, he had internally weighed the possibility of increasing his sisters' fortune by gifting them a thousand pounds each.",26.35,23.336
28,He then really thought himself equal to it.,"At that time, he thought he was truly capable of doing this.",9.953,3.737,Then he decided that he could indeed manage this much.,12.883,4.932,"At that moment, he truly felt up to such a task.",10.769,4.065
29,"The prospect of four thousand a–year, in addition to his present income, besides the remaining half of his own mother's fortune, warmed his heart, and made him feel capable of generosity.—","The prospect of 4000 pounds per year added to his current income, not to mention half of his late mother's estate, warmed his heart and made him feel generous.",23.537,20.558,"Thinking about an additional four thousand pounds a year to his current income, plus the remaining half of his mother's fortune, warmed his heart and made him feel that he had the power to be generous.",33.129,31.168,"The prospect of increasing his current income by four thousand pounds annually, which would be added to the remaining half of his own mother's fortune, gladdened his heart and made him feel very generous.",37.796,35.873
30,"""Yes, he would give them three thousand pounds: it would be liberal and handsome!","""Yes, he would give the three sisters 3000 pounds, a generous and seemingly significant amount.",31.445,27.603,"""Yes, he would give them three thousand pounds: it would be generous and grand!",79.353,78.194,"“Yes, he would give them three thousand pounds: What a splendid and generous gesture!",50.134,47.554
31,It would be enough to make them completely easy.,Enough to help the three sisters live comfortably.,17.065,9.443,This would be enough to make them quite comfortable.,58.444,53.728,It would be enough to leave them in complete comfort.,44.315,38.163
32,Three thousand pounds!,3000 pounds!,49.196,39.432,Three thousand pounds!,100.0,100.0,Three thousand pounds!,100.0,100.0
33,"he could spare so considerable a sum with little inconvenience.""—","He could allocate such a large sum without much effort.""",16.892,9.753,"He could set aside such a significant amount without much trouble.""",16.103,9.238,He could part with such a considerable sum with almost no inconvenience.”,17.986,10.571
34,"He thought of it all day long, and for many days successively, and he did not repent.","He thought about this all day, and for many days afterwards he did not regret it.",34.244,29.74,"-He thought about this all day, then for many days in a row, and he did not regret it.",30.151,25.851,"He thought about it all day, and for many successive days, and he did not regret it.",43.566,39.671
35,"No sooner was his father's funeral over, than ms John Dashwood, without sending any notice of her intention to her mother–in–law, arrived with her child and their attendants.","Immediately after her husband's father's funeral was over, John Daswood's wife, along with her child and servants, moved in without informing her husband's stepmother.",15.592,11.645,"As soon as her father's funeral was over, Mrs. John Dashwood arrived with her child and helpers without informing her stepmother of her intentions.",20.732,17.433,"No sooner had the funeral of his father ended when John Dashwood's wife, without having given any notice of her intentions to her mother-in-law, arrived with her son and her servants.",21.981,18.724
36,"No one could dispute her right to come; the house was her husband's from the moment of his father's decease; but the indelicacy of her conduct was so much the greater, and to a woman in ms Dashwood's situation, with only common feelings, must have been highly unpleasing;—but in HER mind there was a sense of honor so keen, a generosity so romantic, that any offence of the kind, by whomsoever given or received, was to her a source of immovable disgust.","No one could question her right to move in: the estate had belonged to her husband since the moment the old man passed away, but what was notable was her lack of tact. For a woman in Mrs. Daswood's situation, even ordinary feelings would be enough to cause discomfort; moreover, her sense of honor, a notion so encompassing it bordered on the romantic, made any offense caused or received by anyone a source of unshakable disgust for her.",9.085,7.258,"No one could dispute her right to come; from the moment her father died, the house belonged to her husband; but the rudeness of her behavior was significant, and it would have been quite distressing for any woman in Mrs. Dashwood's situation, even if she had only ordinary feelings. However, Mrs. Dashwood possessed such a strong sense of honor, such passionate nobility, that any insult, no matter who it came from or who it was directed at, was a source of profound disgust for her.",20.146,19.008,"No one could dispute her right to come: the house belonged to her husband from the very moment of his father's death. But that very fact aggravated the lack of delicacy in her conduct, and no special sensitivity was needed for any woman in Mrs. Dashwood's situation to feel greatly wronged by it; in her, however, there was such a high sense of honor, such a romantic generosity, that any offense of this kind, whether exercised or received by anyone, became a source of indelible displeasure.",19.931,18.74
37,"ms John Dashwood had never been a favourite with any of her husband's family; but she had had no opportunity, till the present, of shewing them with how little attention to the comfort of other people she could act when occasion required it.","John Daswood's wife had never been liked by anyone in her husband's family, and this was even before she had the chance to show them her insensitivity to others' feelings in such a delicate situation.",8.536,6.33,"Mrs. John Dashwood was not someone anyone in her husband's family liked; but until now, she had never had the opportunity to show them how little concern she could act with for the welfare of others when the situation demanded it.",11.812,8.916,"Mrs. John Dashwood had never counted on the special favor of anyone in her husband's family; but, until now, she had not had the opportunity to show them how little consideration for the well-being of others she could act with when the occasion required it.",24.619,22.567
38,"So acutely did ms Dashwood feel this ungracious behaviour, and so earnestly did she despise her daughter–in–law for it, that, on the arrival of the latter, she would have quitted the house for ever, had not the entreaty of her eldest girl induced her first to reflect on the propriety of going, and her own tender love for all her three children determined her afterwards to stay, and for their sakes avoid a breach with their brother.","Mrs. Daswood deeply recognized this rude behavior and despised her daughter-in-law terribly, to the point that when she came, she could have moved elsewhere, if not for her eldest daughter advising her to reconsider. Then, her love for her three daughters made her decide to stay; and also for their sake, she wanted to avoid a rift in the relationship with their brother.",8.237,6.177,"Mrs. Dashwood felt this vulgar behavior so acutely and resented her daughter-in-law so much for it that, had it not been for her eldest daughter's advice making her consider whether it was appropriate to leave, and then her deep love for her three children convincing her to stay and avoid conflict with their brother, she would have permanently left the house when her daughter-in-law arrived.",10.65,8.434,"Mrs. Dashwood felt this discourteous behavior so acutely, and it produced such intense disdain towards her daughter-in-law, that upon the latter's arrival she would have left the house forever had it not been for, first, her eldest daughter's plea which led her to reflect on the advisability of doing so; and later, the tender love she felt for her three daughters, which decided her to stay and for their sake avoid a rupture with their brother.",14.567,12.616
39,"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in ms Dashwood which must generally have led to imprudence.","Elinor, the eldest daughter with very useful advice, has a strong quality through her empathy and calmness in judgment. Therefore, despite being only 19 years old, she has become an advisor to her mother, thereby helping everyone as she counterbalances Mrs. Dashwood's often imprudent exuberance.",5.424,3.68,"Her eldest daughter Elinor, whose advice was quite effective, possessed a strong understanding and calm judgment; even though she was only nineteen years old, these qualities made her the counselor of her mother and often gave her the chance to balance Mrs. Dashwood's often imprudent hastiness in a way that benefited them all.",11.512,9.075,"Elinor, this eldest daughter whose recommendation had been so effective, possessed a solidity of understanding and serenity of judgment that qualified her, even at only nineteen years old, to advise her mother, and often allowed her to counteract, for the benefit of the whole family, that vehemence of spirit in Mrs. Dashwood that so often could lead her to imprudence.",19.962,18.074
40,"She had an excellent heart;—her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught.","She has a kind heart; affectionate temperament and resolute spirit, but she knows how to restrain herself. This is an awareness that her mother has yet to grasp and her younger sisters still do not wish to be taught.",12.261,9.24,"She had a wonderful heart; her manners were affectionate; her feelings were strong, but she also knew how to manage them: a knowledge that her mother had not yet learned and one of her sisters was determined never to learn.",21.535,18.779,"She was of great heart, affectionate character, and deep feelings. But she knew how to govern them: something her mother had yet to learn, and which one of her sisters had resolved never to be taught.",49.414,48.609
41,"Marianne's abilities were, in many respects, quite equal to Elinor's.",The abilities of her stepsister Marianne are quite similar to Elinor in many aspects.,13.084,6.917,Marianne's abilities were in many ways not inferior to Elinor's.,28.273,22.226,"Marianne's qualities were, in many respects, on par with Elinor's.",48.75,44.082
42,"She was sensible and clever; but eager in everything: her sorrows, her joys, could have no moderation.","She is sensitive, intelligent, but passionate in everything: her sorrows and joys have no bounds.",26.393,22.136,"She was intelligent and clever, but hasty in everything; her sorrow and her joy knew no bounds.",12.634,7.281,"She had intelligence and good judgment, but she was vehement in everything; neither her sorrows nor her joys knew moderation.",13.616,8.01
43,"She was generous, amiable, interesting: she was everything but prudent.","She is generous, likable, and attentive; she possesses many virtues except for a lack of caution.",9.678,5.04,"Generous, charming, and engaging: her only deficiency was common sense.",14.075,7.475,"She was generous, kind, attractive: she was everything, except prudent.",42.372,37.03
44,The resemblance between her and her mother was strikingly great.,She is very much like her mother in this regard.,15.321,8.295,There was a striking resemblance between her and her mother.,54.489,49.617,The resemblance between her and her mother was remarkable.,72.842,70.807
45,"Elinor saw, with concern, the excess of her sister's sensibility; but by ms Dashwood it was valued and cherished.","Elinor worriedly realized that her sister was overly sensitive, but in their mother's eyes, this was something to be valued and praised.",8.499,4.387,Elinor watched her sister's passionate excesses with concern; but Mrs. Dashwood valued and supported them.,11.972,7.046,"Elinor was worried about her sister's excessive sensitivity, the same that Mrs. Dashwood valued and appreciated.",11.176,6.455
46,They encouraged each other now in the violence of their affliction.,The mother and daughter encouraged each other in the way they were closely bonded.,19.23,13.38,They were now encouraging each other regarding the severity of the disaster that had befallen them.,11.919,6.256,"In the current circumstances, they incited each other to live their grief without allowing its intensity to diminish.",11.131,6.228
47,"The agony of grief which overpowered them at first, was voluntarily renewed, was sought for, was created again and again.","The concerns that initially troubled them were later cherished, and they sought more pain, continually creating more pain.",6.969,2.561,"The grief that initially rendered them powerless was voluntarily renewed, sought after, and recreated repeatedly.",16.763,12.406,"They voluntarily renewed, sought, and recreated over and over again the agony of sorrow that had overwhelmed them at the beginning.",16.833,12.635
48,"They gave themselves up wholly to their sorrow, seeking increase of wretchedness in every reflection that could afford it, and resolved against ever admitting consolation in future.","They completely indulged in their sorrow, tormented further by sorrowful thoughts, and refused to accept anyone's advice.",9.187,6.296,They gave themselves entirely to their sorrow; they tried to amplify the feeling of misery as much as possible with every thought and stubbornly resisted the idea that there could be consolation in the future.,11.625,8.681,"They completely surrendered to their grief, seeking to increase their misery with every image capable of reflecting it, and decided never to admit consolation in the future.",13.02,9.095
49,"Elinor, too, was deeply afflicted; but still she could struggle, she could exert herself.","Elinor was also deeply affected, but she still resisted and was able to overcome it on her own.",8.745,3.22,Elinor was also in deep sorrow; but she could still struggle and assert herself.,13.692,7.98,"Elinor was also deeply afflicted, but she could still fight and strive.",12.383,7.067
50,"She could consult with her brother, could receive her sister–in–law on her arrival, and treat her with proper attention; and could strive to rouse her mother to similar exertion, and encourage her to similar forbearance.","She could consult her brother, welcome her sister-in-law and treat her kindly, and try to encourage her mother to do the same, urging her to endure as she did.",14.948,11.912,"She could talk to her brother, greet her sister-in-law when she arrived and show her proper attention, and she tried to persuade her mother to come forward and be equally resilient.",11.653,8.764,"She could consult with her brother, receive her sister-in-law upon her arrival and offer her the due attention; and she could strive to induce her mother to similar efforts and encourage her to achieve such self-control.",37.058,35.117
51,"Margaret, the other sister, was a good–humored, well–disposed girl; but as she had already imbibed a good deal of Marianne's romance, without having much of her sense, she did not, at thirteen, bid fair to equal her sisters at a more advanced period of life.","Youngest sister Margaret has a cheerful disposition and good intentions towards everyone; however, influenced by Marianne's romantic notions and lacking awareness, at the age of 13, she is not yet aligned with her two sisters in this stage of her childhood.",5.484,3.086,"The other sister, Margaret, was a good-natured, well-intentioned girl; but having already adopted much of Marianne's enthusiasm without her sense, at thirteen, she did not give much hope of catching up to her sisters later in life.",23.773,21.666,"Margaret, the other sister, was a cheerful and good-natured girl, but having already absorbed a good dose of Marianne's romantic ideas without possessing much of her sensibility, at thirteen years old she did not promise to equal her older sisters in later stages of her life.",26.966,25.199
52,Chapter 2,Chapter 2,100.0,100.0,Mrs. John Dashwood declared herself the mistress of Norland; her mother-in-law and sisters-in-law were reduced to the status of guests.,0.0,0.0,CHAPTER II,70.711,50.0
53,ms John Dashwood now installed herself mistress of Norland; and her mother and sisters–in–law were degraded to the condition of visitors.,John Daswood's wife now became the mistress of Norland; the mother and the sisters-in-law were relegated to the status of guests.,20.919,15.727,Mrs. John Dashwood declared herself the mistress of Norland; her mother-in-law and sisters-in-law were reduced to the status of guests.,21.31,16.021,"Mrs. John Dashwood settled in as the mistress of Norland, and her mother-in-law and sisters-in-law were relegated to the status of visitors.",17.666,13.404
54,"As such, however, they were treated by her with quiet civility; and by her husband with as much kindness as he could feel towards anybody beyond himself, his wife, and their child.","Nevertheless, she still treated them politely; her husband continued to treat them kindly in the way he tried to treat anyone other than himself, his wife, and his son.",17.469,15.139,"Nevertheless, she treated them very politely as guests; her husband was as kind to them as he could be to anyone other than himself, his wife, and his sons.",20.82,18.394,"As such, however, she treated them with calm civility, and her husband with as much kindness as he could feel towards anyone beyond himself, his wife, and son.",53.387,52.296
55,"He really pressed them, with some earnestness, to consider Norland as their home; and, as no plan appeared so eligible to ms Dashwood as remaining there till she could accommodate herself with a house in the neighbourhood, his invitation was accepted.",He earnestly and sincerely urged them to consider Norland as their own home. Everyone accepted his invitation because there was no other option but for Mrs. Daswood to remain there until she found another place to live in the area. C,13.83,11.389,"She even insisted that they should consider Norland as their home; Mrs. Dashwood, having no more reasonable plan in mind until she could find a house nearby, accepted the offer.",15.392,13.398,"He actually insisted, with some tenacity, that they consider Norland their home; and since no plan seemed as convenient to Mrs. Dashwood as staying there until they could settle in a house nearby, she accepted his invitation.",15.197,11.824
56,"A continuance in a place where everything reminded her of former delight, was exactly what suited her mind.",Being able to continue staying in the place that evoked all her beautiful memories was exactly what she desired.,13.237,8.808,Staying in a place where everything reminded her of old happiness was just the thing for her.,40.495,37.685,Staying in a place where everything reminded her of past delights was exactly what suited her mind.,65.436,64.074
57,"In seasons of cheerfulness, no temper could be more cheerful than hers, or possess, in a greater degree, that sanguine expectation of happiness which is happiness itself.","In joyful moments, she was happier than anyone else, and if it was solely due to that happiness, no one felt happier than she did.",6.578,3.38,"During times of joy, no one could be more cheerful than her, and she had an optimistic expectation of happiness itself more than anyone else.",20.985,17.913,"In good times, no one had a more cheerful temperament than hers or possessed to a greater degree that optimistic expectation of happiness which is happiness itself.",33.752,31.417
58,"But in sorrow she must be equally carried away by her fancy, and as far beyond consolation as in pleasure she was beyond alloy.","But when she was sorrowful, she was also drawn by her imagination in a way that no one could console her, similar to how no one could make her restrain herself when she was elated.",6.121,3.357,"But in times of sorrow, her dreams would take her to an equally inconsolable place, just as she was unreachable in her moments of joy.",8.8,4.864,"But even in sorrow, she let herself be carried away by fantasy, and she became as inaccessible to consolation as in pleasure she was beyond all moderation.",31.63,28.856
