line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"First came the three dogs, Bluebell, Jessie, and Pincher, and then the pigs, who settled down in the straw immediately in front of the platform.","First came the three dogs, Bluebell, Jessie, and Pincher, followed by the pigs; they sat on the straw pile in front of the platform.",59.269,58.029,"First appeared three dogs named Bluebell, Jessie, and Pincher; then the pigs came and settled on the straw right in front of the platform.",41.118,38.965,"First came the three dogs, Bluebell, Jessie, and Pincher, and then the pigs, who settled down in the straw in front of the platform.",91.576,91.386
11,"The hens perched themselves on the window-sills, the pigeons fluttered up to the rafters, the sheep and cows lay down behind the pigs and began to chew the cud.","The hens perched on the window sills, the pigeons settled on the rafters, and the cows and sheep lay behind the pigs and began their cud-chewing.",27.555,24.091,"The hens perched on the window sills, the pigeons settled on the roof beams, and the sheep and cows lay down behind the pigs and began to chew cud.",52.645,51.025,"The hens perched on the windowsills, the pigeons fluttered up to the rafters, the sheep and cows lay down behind the pigs and began to chew the cud.",84.414,83.996
12,"The two cart-horses, Boxer and Clover, came in together, walking very slowly and setting down their vast hairy hoofs with great care lest there should be some small animal concealed in the straw.","Two cart horses named Boxer and Clover also came in, slowly approaching the platform, carefully watching each step to avoid crushing any small animals beneath the straw.",10.791,8.043,"Two cart horses named Boxer and Clover entered together; they walked slowly, carefully placing their large, hairy feet on the ground, worried that there might be a small animal among the straw that they couldn't see.",9.226,6.288,"The two cart-horses, Boxer and Clover, entered together, walking slowly and placing their large hairy hooves with great care, fearing that some small animal might be hidden in the straw.",38.84,36.866
13,"Clover was a stout motherly mare approaching middle life, who had never quite got her figure back after her fourth foal.","Clover, a gentle middle-aged mare, had become somewhat stout after giving birth four times.",7.281,2.702,"Clover was a large, motherly mare who could be considered middle-aged; she had never quite regained her former shape after giving birth to her fourth foal.",21.815,17.312,"Clover was a sturdy mare, getting on in years and with a maternal appearance, who had not managed to regain her figure after her fourth foal.",25.091,21.683
14,"Boxer was an enormous beast, nearly eighteen hands high, and as strong as any two ordinary horses put together.","Boxer, a majestic horse nearly two meters tall and as strong as two ordinary horses.",22.011,17.276,"Boxer, on the other hand, was a very large animal, nearly two meters tall, with the strength of two horses.",8.252,4.26,"Boxer was an enormous beast, nearly eighteen hands high and as strong as two ordinary horses put together.",75.066,74.122
15,"A white stripe down his nose gave him a somewhat stupid appearance, and in fact he was not of first-rate intelligence, but he was universally respected for his steadiness of character and tremendous powers of work.","Because of a white stripe down his nose, he looked somewhat stupid, and indeed he was not very intelligent, but he was respected by the other animals for his steadiness and hard work.",30.28,27.945,"A white stripe down his forehead to his nose made him look somewhat stupid; indeed, he was not considered the smartest animal on the farm, but he had earned everyone's respect with his solid character and astonishing work ethic.",19.428,16.711,"A white stripe down his nose gave him a somewhat stupid appearance, and indeed he was not very intelligent, but he was respected by all for his steadiness of character and tremendous powers of work.",69.634,68.899
16,"After the horses came Muriel, the white goat, and Benjamin, the donkey.",Next came a white goat named Muriel and a donkey named Benjamin.,12.993,6.937,"After the horses, a white goat named Muriel and a donkey named Benjamin appeared.",20.114,13.941,"After the horses came Muriel, the white goat, and Benjamin, the donkey.",100.0,100.0
17,"Benjamin was the oldest animal on the farm, and the worst tempered.","Benjamin was the oldest animal among them, but also the most ill-tempered.",35.397,29.9,Benjamin was the oldest and most cantankerous animal on the farm.,42.951,37.951,Benjamin was the oldest and the worst-tempered animal on the farm.,45.48,40.393
18,"He seldom talked, and when he did, it was usually to make some cynical remark — for instance, he would say that God had given him a tail to keep the flies off, but that he would sooner have had no tail and no flies.","Benjamin spoke little, but whenever he did, it was always to make a sarcastic remark, such as once declaring that God had given him a tail to swat flies, but he would have preferred to have neither tail nor flies.",27.577,26.007,"It couldn't be said that honey dripped from his mouth, but he spoke little and to the point: ""God gave me a tail to shoo away flies; but I wish there were no flies and no tail either.""",8.149,5.643,"He rarely spoke, and when he did, it was usually to make some cynical remark; for example, he would say that ""God had given him a tail to keep the flies off, but that he would rather have had no tail and no flies.""",74.053,73.577
19,Alone among the animals on the farm he never laughed.,He was the only animal that never laughed.,22.835,16.147,He was the only animal on the farm who never laughed.,29.502,22.782,He was the only animal on the farm that never laughed.,29.502,22.782
20,"If asked why, he would say that he saw nothing to laugh at.","If asked why, he would say: there was nothing to laugh about.",53.934,50.389,"To those who asked why he didn't laugh, he would reply, ""What's there to laugh at?""",17.633,13.304,"If asked why, he would say that he saw nothing to laugh at.",100.0,100.0
21,"Nevertheless, without openly admitting it, he was devoted to Boxer; the two of them usually spent their Sundays together in the small paddock beyond the orchard, grazing side by side and never speaking.","Despite this, and although he never spoke of it, he was very loyal to Boxer; every Sunday, the two of them would quietly graze together in the paddock behind the orchard.",23.163,20.139,"But despite not showing it openly, he admired Boxer; the two of them would spend their Sundays together, usually grazing side by side in silence in the meadow behind the orchard.",28.863,26.503,"However, without openly admitting it, he was devoted to Boxer; the two of them usually spent their Sundays together in the small paddock beyond the orchard, grazing side by side without speaking.",88.529,88.311
22,"The two horses had just lain down when a brood of ducklings, which had lost their mother, filed into the barn, cheeping feebly and wandering from side to side to find some place where they would not be trodden on.","As soon as the two horses lay down, the orphaned ducklings rushed into the barn, chirping softly as they scurried around, hoping to find a safe spot.",11.896,9.188,"Just as the two horses had lain down, the orphaned ducklings, chirping loudly, entered the barn in a single file; waddling around, they were looking for a place where they wouldn't get trampled.",13.802,10.699,"As soon as the two horses lay down, a group of ducklings that had lost their mother entered the barn, chirping weakly and wandering from side to side in search of a place where they wouldn't be in danger of being stepped on.",27.205,25.103
23,"Clover made a sort of wall round them with her great foreleg, and the ducklings nestled down inside it and promptly fell asleep.","Mrs. Fat used her front legs to create an enclosure for them, and the ducklings quickly nestled inside and fell asleep without realizing it.",16.938,12.535,Clover built a wall around the ducklings with her large foreleg; they huddled there and immediately fell asleep.,13.403,9.335,"Clover formed a sort of wall with her enormous front hoof, and the ducklings nestled there, falling asleep immediately.",30.472,27.29
24,"At the last moment Mollie, the foolish, pretty white mare who drew mr Jones’s trap, came mincing daintily in, chewing at a lump of sugar.","Just before the meeting began, Mollie, a foolish white mare who usually pulled Mr. Jones's small cart, sashayed in while chewing on a lump of sugar.",22.225,18.843,"At the last moment, Mollie, the white mare with long hair but short on brains, who pulled Mr. Jones's two-wheeled cart, arrived; with a lump of sugar in her mouth, she gracefully entered.",19.249,16.497,"At the last moment, Mollie, the pretty and silly white mare that pulled Mr. Jones's cart, entered affectedly, chewing on a sugar lump.",20.204,15.714
25,"She took a place near the front and began flirting her white mane, hoping to draw attention to the red ribbons it was plaited with.","She immediately took a spot in front of the platform and shook her mane, hoping the others would notice the red ribbon adorning it.",13.116,9.044,"She chose a spot at the front; hoping to draw attention, she began to sway her white mane, braided with red ribbons, from side to side.",23.219,19.763,"She positioned herself in front, flirting with her white mane to draw attention to the red ribbons with which it had been braided.",32.583,29.725
26,"Last of all came the cat, who looked round, as usual, for the warmest place, and finally squeezed herself in between Boxer and Clover; there she purred contentedly throughout Major’s speech without listening to a word of what he was saying.","Finally, there was a cat, which looked around and, as usual, sought out a warm place for itself. It squeezed in between Boxer and Mrs. Fat, purring contentedly, indifferent to whatever the Leader had to say.",15.838,13.318,"Finally, the cat appeared; true to its nature, it immediately began to look for the warmest spot and eventually nestled between Boxer and Clover; it purred contentedly throughout Old Major's speech –without listening to a single word he said.",19.05,16.495,"The last to appear was the cat, who, as usual, sought the warmest place, finally settling between Boxer and Clover; there she purred contentedly during Major's speech, without hearing a single word of what he was saying.",46.626,45.473
27,"All the animals were now present except Moses, the tame raven, who slept on a perch behind the back door.","So all the animals in the Manor Farm were present, except for the raven Moses, who was sleeping on the fence just outside the back door.",20.339,15.82,"Except for the pet raven Moses, who was sleeping on the perch near the back door, all the animals had arrived.",18.426,13.929,"All the animals were already present —except for Moses, the tame raven, who was sleeping on a perch behind the back door—.",54.653,52.695
28,"When Major saw that they had all made themselves comfortable and were waiting attentively, he cleared his throat and began:","When the Leader saw that everyone was settled and ready to listen, he cleared his throat and began:",38.612,35.896,"The leader, seeing that everyone had taken their place and was waiting in silence, cleared his throat and began to speak:",21.814,17.937,"When Major saw that they were all settled and waiting attentively, he cleared his throat and began:",61.768,60.324
29,"“Comrades, you have heard already about the strange dream that I had last night.","""Comrades! As you all know, last night I had a strange dream.",16.086,9.376,"""Comrades, you all know that I had a strange dream last night.",25.034,19.353,—Comrades: you have already heard about the strange dream I had last night.,47.872,43.701
30,But I will come to the dream later.,But I will talk about that later.,30.823,22.811,I will come to the dream later.,88.25,88.25,But I will talk about that later.,30.823,22.811
31,I have something else to say first.,"First, I want to discuss with you some entirely different matters.",11.572,4.369,I want to tell you something else first.,25.099,14.924,"First, I have to say something else.",28.981,17.747
32,"I do not think, comrades, that I shall be with you for many months longer, and before I die, I feel it my duty to pass on to you such wisdom as I have acquired.","Comrades, I think that I won't be able to stay with you much longer, so I believe that before I die, I have a responsibility to share with you the experiences I have accumulated throughout my life.",18.012,15.035,"Comrades, I don't think I have much time left. Therefore, I consider it my duty to pass on to you the knowledge and experiences I have gained so far.",24.285,22.326,"I do not believe, comrades, that I will be with you for many more months, and before I die, I feel it is my duty to pass on to you the wisdom I have acquired.",61.759,60.696
33,"I have had a long life, I have had much time for thought as I lay alone in my stall, and I think I may say that I understand the nature of life on this earth as well as any animal now living.","I have had what can be called a long life, and I have thought a lot while lying alone in the barn. I think I can say that I understand life as well as any animal in this world.",29.086,26.995,"I have lived a long life, and while lying alone in my stall, I had much time to think; I can say that I have understood the order of this world as much as any living animal.",25.067,22.649,"I have lived many years, had plenty of time to meditate while I have been alone in my sty, and I believe I can say that I understand the meaning of life in this world as well as any other living animal.",24.012,21.612
34,It is about this that I wish to speak to you.,"That is what I want to tell you, comrades.",13.989,5.356,What I want to talk to you about today is precisely this.,16.365,8.737,It is about this that I wish to speak to you.,100.0,100.0
35,"“Now, comrades, what is the nature of this life of ours?","Now, comrades, what is the true nature of our lives?",45.141,40.819,"""Yes comrades, what kind of life are we living?",18.482,12.69,"""Let's see, comrades: What is the reality of this life of ours?",45.851,41.694
36,"Let us face it: our lives are miserable, laborious, and short.","We must look straight at the truth. Our lives are toil, misery, and short-lived.",15.877,10.935,"Let's not be afraid to say it openly: Our short lives pass by in poverty, struggling and toiling from morning till night.",8.252,4.26,"Let's face it: our lives are sad, laborious, and short.",67.238,65.151
37,"We are born, we are given just so much food as will keep the breath in our bodies, and those of us who are capable of it are forced to work to the last atom of our strength; and the very instant that our usefulness has come to an end we are slaughtered with hideous cruelty.","We are born, we are given just enough food to keep us from starving, those who can work must work until they are exhausted, and when we can no longer work, we are slaughtered in a most brutal and savage manner.",17.298,15.873,"After coming into the world, they give us just enough food to survive; they make those of us who remain standing work until we drop; and when we become useless to them, they slaughter us with terrible cruelty.",8.153,6.027,"We are born, we are given the necessary food to sustain ourselves, and those of us who are able to work are forced to do so until the last ounce of our strength; and the very moment we are no longer useful, we are killed with appalling cruelty.",35.665,34.583
38,No animal in England knows the meaning of happiness or leisure after he is a year old.,No animal in England knows the meaning of happiness and joy from the moment they are one year old.,49.654,47.177,"In England, after reaching one year of age, no animal knows what happiness is, no animal can rest or have fun.",10.107,5.607,No animal in England knows the meaning of happiness or leisure after reaching one year of age.,67.67,65.911
39,No animal in England is free.,No animal in England is free.,100.0,100.0,"In England, no animal is free.",40.171,30.214,There is no free animal in England.,35.355,25.407
40,The life of an animal is misery and slavery: that is the plain truth.,The life of an animal is one of misery and slavery: that is the plain truth.,78.997,77.781,"What is our life but misery and slavery! This, in all its starkness, is the truth.",16.015,11.154,The life of an animal is only misery and slavery; this is the plain truth.,60.138,57.306
41,“But is this simply part of the order of nature?,But is that the law of nature?,22.339,16.053,"""So, is this situation a law of Nature?",24.618,17.542,"""But, does this really form part of the order of nature?""",45.005,41.374
42,Is it because this land of ours is so poor that it cannot afford a decent life to those who dwell upon it?,Could it be that our country is so poor that it cannot support the animals living here?,23.149,20.373,Is our country so poor that it cannot offer a decent life to those living on its land?,33.726,31.108,"""Is it perhaps because this land of ours is so poor that it cannot provide a decent life for all its inhabitants?""",51.121,49.124
43,"No, comrades, a thousand times no!","No, a thousand times no, comrades.",65.6,59.695,"No, comrades, never!",38.754,32.588,"""No, comrades; a thousand times no.""",41.911,33.933
44,"The soil of England is fertile, its climate is good, it is capable of affording food in abundance to an enormously greater number of animals than now inhabit it.","Our land is fertile, the weather is favorable, and it can easily provide food for a much larger number of animals than it currently does.",16.205,12.464,"The lands of England are fertile; the air and water of our homeland are good; today, it can provide plenty of food for many more animals than those living in this country.",7.763,4.39,"""The soil of England is fertile, its climate is good, it is capable of providing abundant food for a much larger number of animals than currently inhabit it.""",59.575,58.401
45,"This single farm of ours would support a dozen horses, twenty cows, hundreds of sheep — and all of them living in a comfort and a dignity that are now almost beyond our imagining.","Just our farm alone could support a dozen horses, twenty cows, hundreds of sheep, and all of them could live in comfort and dignity that we cannot even imagine now.",40.355,38.729,"Even just our farm alone can feed a dozen horses, twenty cows, hundreds of sheep; not just feed, but can give them a life of comfort and dignity that we cannot even dream of today.",29.576,27.712,"""Our farm alone can support a dozen horses, twenty cows, hundreds of sheep; and all of them living with a comfort and dignity that at this moment is almost beyond our imagination.""",46.393,44.872
46,Why then do we continue in this miserable condition?,So why do we continue to live in such miserable conditions?,22.692,15.58,"So, why should we submit to this misery?",15.353,5.934,"""Why, then, do we continue in this miserable condition?""",57.576,54.374
47,Because nearly the whole of the produce of our labour is stolen from us by human beings.,Because almost everything we produce is taken by humans.,7.294,2.819,Humans are stealing almost all of what we produce with our labor.,7.877,2.974,"""Because human beings take away almost all the fruit of our labor.""",12.321,6.999
48,"There, comrades, is the answer to all our problems.",That is the cause of all our problems.,31.98,25.433,"Here, comrades, the answer to all our problems lies here.",54.164,49.736,"""There it is, comrades, the answer to all our problems.""",55.12,51.497
49,It is summed up in a single word — Man.,"In short, in one word: Man.",16.409,9.08,It can be summarized in a single word: Man.,37.265,28.998,"""Everything is explained in a single word: Man.""",33.933,26.203
50,Man is the only real enemy we have.,Man is our enemy.,18.158,11.416,Our only real enemy is Man.,29.728,21.847,"""Man is the only real enemy we have.""",80.336,78.608
51,"Remove Man from the scene, and the root cause of hunger and overwork is abolished for ever.","If there were no humans, we would never be hungry again, and we would no longer have to do hard labor.",6.736,3.482,"Remove Man, and the root cause of hunger and overwork will be abolished forever from the earth.",53.779,51.014,"""Remove man from the scene and the root cause of our hunger and overwork will be abolished forever.""",44.548,41.352
52,“Man is the only creature that consumes without producing.,Humans are the only creatures that eat without working.,19.305,10.553,"""Man is the only creature that consumes without producing.",80.336,78.608,»Man is the only creature that consumes without producing.,89.091,88.011
53,"He does not give milk, he does not lay eggs, he is too weak to pull the plough, he cannot run fast enough to catch rabbits.","Humans do not produce milk, do not lay eggs, cannot pull a plow, and do not run as fast as a rabbit.",15.098,11.187,"He does not give milk, he does not lay eggs, he is not strong enough to pull the plow, he cannot run fast enough to catch a rabbit.",67.975,66.998,"He does not give milk, he does not lay eggs, he is too weak to pull the plow, and his speed does not even allow him to catch rabbits.",64.766,63.807
54,Yet he is lord of all the animals.,Yet they are the masters of all of us.,19.305,10.553,"Yet, he is the lord of all the animals.",58.322,53.483,Yet he is lord and master of all the animals.,63.114,58.773
55,"He sets them to work, he gives back to them the bare minimum that will prevent them from starving, and the rest he keeps for himself.","They make us work, take away all the fruits of our labor, and only feed us enough to keep us from starving.",8.613,4.92,"He sets them to work, he gives them just enough food to keep them from starving, and the rest he keeps for himself.",63.796,62.829,"He makes them work, gives them the bare minimum to keep them alive, and keeps the rest for himself.",20.836,16.423
56,"Our labour tills the soil, our dung fertilises it, and yet there is not one of us that owns more than his bare skin.","We plow the fields, fertilize them with our dung, but what do we get? Nothing but skin and bones.",7.559,3.914,"We plow the fields with our labor, we enrich the soil with our manure; yet none of us has anything except our bare skin.",12.343,8.501,"Our labor tills the soil, our manure fertilizes it, and yet there is not one of us that owns more than his skin.",70.566,69.545
57,"You cows that I see before me, how many thousands of gallons of milk have you given during this last year?","Comrades cows sitting in front of me, how many liters of milk did you produce last year?",22.626,17.784,"You, cows sitting before me; how many thousands of liters of milk did you give this year?",22.422,17.073,"You, cows, who are here, how many thousands of liters of milk have you given this last year?",45.411,42.761
58,And what has happened to that milk which should have been breeding up sturdy calves?,And where did the milk that was supposed to nourish your calves go?,10.26,3.853,Where did the milk that was necessary to raise sturdy calves go?,12.091,6.455,And what has become of that milk which should have been used to raise sturdy calves?,47.863,43.82
59,Every drop of it has gone down the throats of our enemies.,Our enemy drank every last drop.,9.692,3.941,Every drop of it has gone down the throats of our enemies.,100.0,100.0,Every last drop has gone down the throats of our enemies.,70.766,68.713
60,"And you hens, how many eggs have you laid in this last year, and how many of those eggs ever hatched into chickens?","And you, hens, how many eggs did you lay last year, and how many of those hatched into chicks?",47.678,45.658,"You, hens; how many eggs did you lay this year, how many of those eggs hatched into chicks?",29.624,25.841,"And you, hens, how many eggs have you laid this year and how many chicks have hatched from those eggs?",40.897,38.294
61,The rest have all gone to market to bring in money for Jones and his men.,Old Jones and his men took them all to the market to sell for money.,26.873,20.34,"Almost all of them were sold at the market, bringing money to Jones and his men.",28.725,23.909,All the rest has gone to the market to produce money for Jones and his people.,36.625,31.268
62,"And you, Clover, where are those four foals you bore, who should have been the support and pleasure of your old age?","Mrs. Fat, where are your four children, your joy and support in your old age?",18.191,14.198,"And you, Clover, where are those four foals you bore; where are those foals you would lean on and enjoy when you grow old?",43.551,41.694,"And you, Clover, where are those four foals you bore, that should have been the support and joy of your old age?",79.314,78.476
63,Each was sold at a year old — you will never see one of them again.,"They were sold when they were just a year old, and you will never see them again.",29.875,23.988,All four were sold when they reached a year old; you will never see them again.,31.611,25.448,All were sold at a year old; you will never see them again.,46.84,43.195
64,"In return for your four confinements and all your labour in the fields, what have you ever had except your bare rations and a stall?","A starvation diet and a shed, that's all your four labors and your farm work have earned you!",9.215,5.31,"What did you get in return for those four foals you gave to the humans and your labor in the fields, other than a handful of feed and a cold barn?",16.699,12.877,"As a reward for your four offspring and all your work in the fields, what have you had except for your meager rations and a stall?",46.563,44.285
65,“And even the miserable lives we lead are not allowed to reach their natural span.,"But even though we are in such a miserable state, we don't get to live our full lifespan.",8.138,2.997,"""Moreover, they don't even allow this wretched life we live to reach its natural end.",10.802,5.653,"""They don't even allow us to reach the natural end of our miserable lives.""",13.639,7.692
66,"For myself I do not grumble, for I am one of the lucky ones.","As for me, I have nothing to complain about, because in reality, I have been lucky.",8.138,2.997,"I'm considered lucky, so I'm not complaining too much.",8.787,3.364,"""I don't complain for myself, because I have been one of the fortunate ones.""",18.354,12.846
67,I am twelve years old and have had over four hundred children.,"This year, I am twelve years old, and I have more than four hundred children.",39.345,35.413,"I'm twelve years old, and I've had more than four hundred children.",34.477,27.379,"""I am twelve years old and I have had more than four hundred offspring.""",39.912,35.663
68,Such is the natural life of a pig.,That's how the heavens created the pig species.,16.037,6.275,Quite natural for a pig.,25.916,19.692,"""Such is the natural fate of a pig.""",52.7,46.925
69,But no animal escapes the cruel knife in the end.,"But in the end, no animal can escape the cruel blade.",25.203,17.997,But no animal can escape that cruel knife in the end.,57.471,53.107,"""But in the end, no animal escapes the cruel knife.""",51.266,46.826
70,"You young porkers who are sitting in front of me, every one of you will scream your lives out at the block within a year.","All of you meat pigs sitting in front of me here, within a year, all of you will have to bid farewell to life on the slaughter table.",23.219,19.966,"You, young pigs sitting in front of me; within a year, you'll die squealing under the knife.",22.576,19.293,"""You, young pigs sitting in front of me, each one of you will be squealing for your life within a year.""",39.064,36.564
71,"To that horror we all must come — cows, pigs, hens, sheep, everyone.","All of us, cows, pigs, chickens, sheep, none of us can escape that terrible fate.",23.134,17.976,"Cows, pigs, chickens, sheep; this horrible end awaits all of us, all of us.",21.078,15.775,"""We will all come to that horror: cows, pigs, chickens, sheep; all of us.""",24.463,19.107
72,Even the horses and the dogs have no better fate.,The fate of horses and dogs is no better.,21.742,12.771,The fate of horses and dogs is not much different from ours.,15.229,8.131,"""Not even the horses and dogs have a better fate.""",38.77,31.171
73,"You, Boxer, the very day that those great muscles of yours lose their power, Jones will sell you to the knacker, who will cut your throat and boil you down for the foxhounds.","Comrade Warrior too, as soon as your muscles weaken, old Jones will sell you to the horse butcher, who will slit your throat and boil you down for the hunting dogs to eat.",36.476,34.79,"You, Boxer, as soon as those big muscles of yours lose their strength, Jones will sell you to the butcher who buys crippled and old horses. The butcher will slit your throat, boil you in a pot, and make dog food out of you.",27.792,26.221,"""You, Boxer, the very day your great muscles lose their strength, Jones will sell you to the knacker, who will cut your throat and boil you down for the hunting dogs.""",70.424,69.667
74,"As for the dogs, when they grow old and toothless, Jones ties a brick round their necks and drowns them in the nearest pond.","The old, toothless dogs will have a brick tied to their necks by old Jones and be thrown into the lake.",9.445,5.255,"As for the dogs; once they grow old and lose their teeth, Jones ties a stone around their necks and throws them into the nearest lake.",33.391,30.274,"""As for the dogs, when they are old and toothless, Jones ties a brick around their neck and drowns them in the nearest pond.""",68.017,66.908
75,"“Is it not crystal clear, then, comrades, that all the evils of this life of ours spring from the tyranny of human beings?","Comrades, don't you see that all the suffering in our lives is caused by humans?",9.007,6.222,"""So then, comrades, isn't it as clear as day that all the evils that befall us in this life stem from human tyranny?",25.23,21.476,"Isn't it then of the utmost clarity, comrades, that all the evils of our lives stem from the tyranny of human beings?",50.228,48.517
76,"Only get rid of Man, and the produce of our labour would be our own.","If we eliminate humans, all the fruits of our labor will belong to us.",10.971,5.778,"Let's get rid of Mankind, and the fruits of our labor will be ours.",22.597,17.279,"Eliminate Man, and the product of our labor will belong to us.",23.235,17.735
77,Almost overnight we could become rich and free.,"If we achieve this, in just one night we will become rich and free.",28.606,23.962,Only then will we be rich and free.,40.33,31.56,"Almost overnight, we would become rich and free.",53.183,46.714
78,What then must we do?,So what must we do?,63.894,53.728,"So, what should we do?",35.746,26.269,"So, what must we do?",53.452,43.472
79,"Why, work night and day, body and soul, for the overthrow of the human race!","Work tirelessly, day and night, using both strength and talent to overthrow the human oppressors!",11.89,6.223,"Day and night, with all our might, we must strive to overthrow the human race!",21.61,15.993,"Work night and day, with body and soul, to overthrow the human race!",48.234,45.375
80,"That is my message to you, comrades: Rebellion!",Revolt! Comrades - that is my message.,33.8,26.45,"So, I tell you comrades: Rise up!",17.468,9.548,"That is my message, comrades: Rebellion!",62.908,59.869
81,"I do not know when that Rebellion will come, it might be in a week or in a hundred years, but I know, as surely as I see this straw beneath my feet, that sooner or later justice will be done.","I don't know when the Revolt will happen, it could be next week, or it could be a hundred years from now, but I know for sure, as clearly as I see the straw beneath my feet, that sooner or later justice will be established.",37.305,35.93,"I don't know when this Uprising will happen, it could be in a week, it could be in a hundred years; but as surely as I see the straw beneath my feet, I see that justice will eventually prevail.",32.316,30.465,"I do not know when that rebellion will come; perhaps in a week or in a hundred years; but I do know, as surely as I see this straw beneath my feet, that sooner or later justice will be done.",79.134,78.733
82,"Fix your eyes on that, comrades, throughout the short remainder of your lives!","Comrades, think about this for the rest of your short lives!",15.451,9.129,"Comrades, in this short life of yours, do not forget this!",12.201,6.48,"Keep your eyes fixed on that, comrades, during the few years you have left to live!",27.675,23.211
