line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"“Why, my dear, you must know, ms Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with mr Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.”","- You must know, Mrs. Long has informed me that there is a young, wealthy gentleman from the North who has rented Netherfield. He arrived on Monday in a four-horse carriage. He likes the place very much and agreed immediately to Mr. Morris's price. And he is supposed to arrive before St. Michael's Day, but some of his servants will come ahead next week.",14.221,12.789,"""Well, darling, you must listen to this, Mrs. Long says that a young man from northern England, who is very wealthy, has bought Netherfield; he came on Sunday with a four-horse carriage to see the place and liked it so much that he immediately made an agreement with Mr. Morris; he will take over the property before Michaelmas, and some of his servants will be in the house by the end of next week.""""",31.711,30.805,"––Well, you should know, dear, that Mrs. Long says that Netherfield has been rented by a very rich young man from the north of England; that he came on Monday in a four-horse landau to see the place; and that he was so delighted with it that he immediately came to an agreement with Mr. Morris; that he will come to occupy it before Michaelmas; and that some of his servants will be in the house by the end of next week.",40.191,39.462
11,“What is his name?”,- So what is his name?,50.552,41.113,"""What is his/her name?""""",20.205,11.868,––What is your name?,30.789,19.358
12,“Bingley.”,- Bingley.,48.549,27.516,"""Bingley.""""",24.028,10.682,––Bingley.,42.888,30.327
13,“Is he married or single?”,- Is he married or still single?,34.927,25.849,"""Is he married or single?""""",50.712,44.632,––Are you married or single?,51.151,43.013
14,"“Oh, single, my dear, to be sure!","- Ah, he must still be single.",12.841,5.024,"""Ah! Single, my dear, of course single!",38.827,33.181,"––Oh! Single, dear, of course.",19.202,11.418
15,A single man of large fortune; four or five thousand a year.,"A single man with a large income, four or five thousand pounds a year.",35.769,28.978,"A very rich bachelor, earning four or five thousand a year.",48.507,45.033,A single man of great fortune; four or five thousand pounds a year.,61.134,57.735
16,What a fine thing for our girls!”,That would be a good thing for our daughters!,25.407,17.747,"What a delightful thing for our daughters!""",32.073,23.357,What a good match for our daughters!,24.12,14.575
17,“How so?,- So what?,37.992,18.996,"""What do you mean?",19.305,8.117,––And what?,48.549,27.516
18,how can it affect them?”,What does that have to do with our daughters?,10.856,4.196,"What does it have to do with our daughters?""",11.641,4.457,How can it affect them?,84.648,84.648
19,"“My dear mr Bennet,” replied his wife, “how can you be so tiresome?","- Dear, you must understand that I am thinking about him marrying one of our children.",7.638,2.827,"""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome!",38.861,35.05,"––My dear Mr. Bennet ––replied his wife––, how can you be so naive?",25.676,19.434
20,You must know that I am thinking of his marrying one of them.”,"- Dear, you must understand that I am thinking about him marrying one of our children.",28.234,22.25,"You must have realized that I was thinking of marrying one of the girls to him.""",19.21,13.583,You must know that I am thinking of marrying him to one of them.,68.487,66.063
21,“Is that his design in settling here?”,"- So, did that guy have such an intention when he came here?",11.002,5.817,"""Did he come here for this purpose?""""",11.641,4.457,––Is that the reason that brought you here?,19.071,10.553
22,“Design?,- Intention?,48.549,27.516,"""Did he come here for this purpose?""""",9.789,3.748,"––""Reason!",0.0,0.0
23,"Nonsense, how can you talk so!",How can you speak so recklessly?,30.987,22.772,"""How can you talk like that!",45.966,36.556,"Nonsense, how can you say that?""",50.712,44.632
24,"But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes.”","It's just that he might fall in love with one of our daughters, so you must visit him as soon as possible.",40.295,38.47,"It's very likely that he has fallen in love with one of the girls; that's why you should visit him as soon as you arrive.""",35.748,33.383,"""It is very possible that he may fall in love with one of them, and that is why you must go visit him as soon as he arrives.""",56.902,55.533
25,“I see no occasion for that.,- I don't see any opportunity at all.,14.491,5.67,"""There is no reason for this.",18.278,7.268,––I don't see the reason for it.,18.278,7.268
26,"You and the girls may go—or you may send them by themselves, which perhaps will be still better; for as you are as handsome as any of them, mr Bingley might like you the best of the party.”","You and the kids can go, or let the kids go by themselves, that might be better. Because you are more beautiful than them, I'm afraid Mr. Bingley might like you more.",15.543,12.289,"You can go with the girls, or you can send them on their own, in fact, this might be better because since you are not inferior to them in beauty, Mr. Bingley might choose you instead.""",7.632,4.415,"You can go with the girls or send them alone, which might be better; since you are as pretty as any of them, maybe Mr. Bingley will prefer you.",18.315,15.64
27,"“My dear, you flatter me.","- Oh sir, you are flattering me again.",18.257,9.98,"""You flatter me, darling.",37.796,27.776,"––Dear, you flatter me.",68.009,64.319
28,"I certainly have had my share of beauty, but I do not pretend to be anything extraordinary now.","Surely, I once had my youthful days, but now I cannot consider myself special.",11.432,6.448,"Of course, I've had my share of beauty, but I can no longer think highly of myself.",38.559,35.706,"It is true that at one time I wasn't bad at all, but now I can't pretend to be anything out of the ordinary.",16.889,12.514
29,"When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.”","When a woman has five grown daughters, she should no longer think about her own beauty.",39.541,36.094,"A woman who has raised five daughters should stop thinking about her own beauty.""",21.286,16.111,"When a woman has five grown daughters, she must stop thinking about her own beauty.",40.12,36.731
30,"“In such cases, a woman has not often much beauty to think of.”","- Well, only when that woman doesn't have any beauty worth thinking about.",9.3,3.477,"""In that case, there wouldn't be any beauty to think about anyway.""""",14.421,9.673,"––In such cases, most women don't have much beauty left to think about.",19.668,13.907
31,"“But, my dear, you must indeed go and see mr Bingley when he comes into the neighbourhood.”","- But hey, you should go meet Mr. Bingley as soon as he arrives here.",9.503,4.973,"""Sweetheart, when he moves in, you really must go and see Mr. Bingley.""",22.509,17.058,"––Well, dear, really, you have to go visit Mr. Bingley as soon as he settles in the neighborhood.",10.526,5.856
32,"“It is more than I engage for, I assure you.”","- To be honest, it's beyond my ability.",9.564,3.697,"""I can't promise that much, be sure of it.""",10.769,4.065,––I don't guarantee it.,4.851,2.157
33,“But consider your daughters.,You know... - But you have to think about the children.,7.03,2.628,"""But think of your daughters.",33.265,24.446,––But think of your daughters.,39.764,30.214
34,Only think what an establishment it would be for one of them.,Just think that one of them might achieve something.,18.822,13.148,"Look, what a great match for the girls.",10.584,4.091,Realize what a match it would be for one of them.,60.816,58.106
35,"Sir William and Lady Lucas are determined to go, merely on that account; for in general, you know, they visit no new comers.",Sir William and Lady Lucas are also determined to go for that very reason. You know they usually don't like visiting new people.,28.059,25.011,"Sir William and Lady Lucas are determined to go, and just because of this, because you know they usually don't visit newcomers.",38.828,36.761,"Sir William and Lady Lucas are determined to go, and only for that purpose. You know they usually don't visit new neighbors.",39.988,37.859
36,"Indeed you must go, for it will be impossible for us to visit him, if you do not.”","In fact, you must go, otherwise, the children and I have no reason to go if you don't.",19.09,14.231,"You really must go, because if you don't go, it will be impossible for us to go.""",40.115,36.952,"Really, you must go, because it will be impossible for us to visit him if you don't.",54.252,52.172
37,"“You are over scrupulous, surely.",- You are being overly cautious.,19.206,7.81,"""You are calculating things very precisely.",16.516,6.567,––You are too modest.,19.154,8.515
38,I dare say mr Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls—though I must throw in a good word for my little Lizzy.”,"I am sure that Mr. Bingley will be pleased to meet you, and I will send you with a few lines to let him know that I am willing to accept, if he chooses one of my daughters, although I will say little to praise Lizzy.",14.693,11.584,"I'm sure Mr. Bingley will be very happy to see you; I will also write a few lines and send them with you, saying that I am fine with whichever of the girls he chooses; but of course, I need to add something nice for my little Lizzy.""",22.533,20.649,I am sure that Mr. Bingley will be very glad to see you; and you will take him a few lines from me to assure him that he has my most sincere consent to marry one of them; although I will put in a good word for my little Lizzy.,40.286,39.128
39,“I desire you will do no such thing.,- I hope you won't do that.,16.13,6.414,"""I hope you don't do such a thing.",19.305,10.553,––I refuse to let you do such a thing.,19.305,10.553
40,"Lizzy is not a bit better than the others: and I am sure she is not half so handsome as Jane, nor half so good-humoured as Lydia.","Lizzy is no better than the others, and I don't think she's half as beautiful as Jane, nor half as lively as Lydia, yet you always favor her the most!",24.254,21.549,"Lizzy is not even a bit superior to the others; she is neither half as beautiful as Jane, nor half as good-natured as Lydia.",26.932,23.431,"Lizzy is no better than the others, she is not half as pretty as Jane, nor half as cheerful as Lydia.",34.589,32.238
41,But you are always giving her the preference.”,"Lizzy is no better than the others, and I don't think she's half as beautiful as Jane, nor half as lively as Lydia, yet you always favor her the most!",5.06,2.589,"But you always side with her.""",19.234,10.816,But you always prefer her.,17.625,10.48
42,"“They have none of them much to recommend them,” replied he: “they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.”","- So, do you think those kids have anything worth mentioning?",1.659,0.626,"""None of them have any remarkable qualities,"" replied Mr. Bennet; ""they are all silly and ignorant like other girls; but Lizzy is smarter than her sisters.""",41.033,39.421,––None of the three are very recommendable ––he replied––. They are as silly and ignorant as the other girls; but Lizzy has a bit more sharpness than her sisters.,25.877,23.688
43,"“mr Bennet, how can you abuse your own children in such a way?","- Mr. Bennet, how can you humiliate our children like that?",31.875,26.924,"""Mr. Bennet, how can you belittle your own children like this?",38.976,33.887,––Mr. Bennet! How can you speak like that about your daughters?,17.247,11.705
44,You take delight in vexing me.,You just tease me to get me upset for fun.,12.883,4.932,You take pleasure in vexing me.,59.155,48.892,You love to upset me.,25.575,15.207
45,You have no compassion on my poor nerves.”,You have no sympathy for my sensitive nerves at all!,22.91,15.851,"You have no compassion for my poor nerves.""",58.444,52.538,You have no compassion for my poor nerves.,58.701,53.417
46,"“You mistake me, my dear.",- You are mistaken.,16.107,7.16,"""You misunderstood me, my dear.",57.799,51.697,"––You are mistaken, dear.",25.575,15.207
47,I have a high respect for your nerves.,I have great respect for your nerves.,58.072,52.474,I have great respect for your nerves.,58.072,52.474,I have a lot of respect for your nerves.,58.444,52.538
48,They are my old friends.,I have great respect for your nerves.,13.888,5.522,Your nerves are my old friend.,35.746,26.269,They are old friends of mine.,31.783,19.641
49,I have heard you mention them with consideration these twenty years at least.”,"At least for the past twenty years, I have heard you talk a lot about your nerves.",23.272,17.636,"For at least twenty years, I have been persistently listening to you talk about your nerves.""",13.046,7.536,"For at least twenty years, I have heard you mention them with much consideration.",50.549,46.714
50,"“Ah, you do not know what I suffer.”",- Hmph! You can't possibly know how much I've suffered...,9.953,3.737,"""How would you know what I've been through.""""",14.991,8.054,––You don't know how much I suffer!,14.939,8.401
51,"“But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.”","- But I hope you will soon get over it, and continue to live to see many young men with four thousand pounds a year come to reside in this area.",39.339,37.246,"""You will get through it, live many more years, and see many young people who earn four thousand a year come here.""""",27.544,23.888,––But you will get well and live to see many young men with four thousand pounds a year come to this place.,35.382,32.794
52,"“It will be no use to us, if twenty such should come, since you will not visit them.”","- If twenty people like that come here but you refuse to meet them, it will be pointless.",11.011,6.161,"""Even if twenty come, it won't be of any use to us if you don't visit.""""",15.262,10.607,––It would be useless if those twenty young people came and you didn't go to visit them.,12.233,8.18
53,"“Depend upon it, my dear, that when there are twenty, I will visit them all.”","- When there are twenty people, I will go meet everyone.",21.141,16.878,"""Rest assured, my dear, if there are twenty, I will visit them all.""""",60.243,58.307,"––If it depends on that, dear, as soon as the twenty are here, I will visit them all.",35.856,32.506
54,"mr Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character.","Mr. Bennet's personality was a blend of cunning, sarcastic humor, reserve, and unpredictability, so much so that even after decades of living together, his wife still couldn't understand him.",14.317,10.623,"Mr. Bennet was such a mixture of odd quick-wittedness, subtle sarcasm, coldness, and selfishness that twenty-three years of experience had not been enough for his wife to understand his character.",18.3,14.22,"Mr. Bennet was such a rare mixture of witty, sarcastic, reserved, and capricious that twenty-three years of experience had not been enough for his wife to understand his character.",17.02,12.85
55,Her mind was less difficult to develope.,Her mind was simpler.,29.187,23.45,Understanding his wife's temperament was less difficult.,30.739,22.09,"However, hers was less difficult; she was a woman of little intelligence, rather uneducated, and of uneven temperament.",9.955,6.587
56,"She was a woman of mean understanding, little information, and uncertain temper.","She had a narrow-minded empathy, poor knowledge, and an erratic temperament.",13.105,6.96,"She was a woman of limited understanding, low education, and unpredictable reactions.",37.845,32.377,"However, hers was less difficult; she was a woman of little intelligence, rather uneducated, and of uneven temperament.",23.297,19.383
57,"When she was discontented, she fancied herself nervous.","When things didn't go her way, she felt as if she were anxious.",12.501,6.609,"When she was unhappy, she thought her nerves were disturbed.",23.462,16.59,"However, hers was less difficult; she was a woman of little intelligence, rather uneducated, and of uneven temperament.",7.564,3.916
58,The business of her life was to get her daughters married: its solace was visiting and news.,Her whole life revolved around finding husbands for her five daughters. Visiting and exchanging gossip were her ways of relieving boredom.,8.995,4.657,Her whole concern in life was to marry off her daughters; her solace was visits and news.,21.384,16.321,"Her goal in life was to marry off her daughters; her consolation, visits and gossip.",15.529,10.695
59,mr & ms Bennet,Pride and Prejudice Jane Austen,0.0,0.0,Her whole concern in life was to marry off her daughters; her solace was visits and news.,0.0,0.0,"Her goal in life was to marry off her daughters; her consolation, visits and gossip.",0.0,0.0
60,CHAPTER II.,www. dtv-ebook. com Chapter 2,19.206,7.81,Chapter II,60.653,60.653,CHAPTER II,60.653,60.653
61,mr BENNET was among the earliest of those who waited on mr Bingley.,Mr. Bennet was one of the earliest visitors to call on Bingley.,18.524,10.887,Mr. Bennet was one of the first to visit Mr. Bingley.,16.738,9.552,Mr. Bennet was one of the first to pay his respects to Mr. Bingley.,13.639,7.692
62,"He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid she had no knowledge of it.","He always intended to visit him, although he constantly told his wife that he did not want to go.",18.238,16.748,"Although he convinced his wife until the last moment that he would not go, he had intended to go from the beginning; he did not tell his wife about the visit until the evening.",9.712,5.727,"He always intended to visit him, although, in the end, he always assured his wife that he would not; and until the evening after his visit, his wife knew nothing about it.",27.771,25.416
63,It was then disclosed in the following manner.,It was not until the evening after the visit that his wife learned of it.,11.045,5.817,"In the evening, he explained it in the following manner.",38.827,33.181,"The matter came to light in the following way: observing how his daughter was putting on a hat, Mr. Bennet said:",9.657,6.37
64,"Observing his second daughter employed in trimming a hat, he suddenly addressed her with,—","While watching his second daughter trim a hat, he suddenly said to her: - Lizzy, I hope Mr. Bingley will like this hat.",20.899,17.679,"While watching his second daughter decorate a hat, he suddenly said,",33.351,29.283,"The matter came to light in the following way: observing how his daughter was putting on a hat, Mr. Bennet said:",10.504,6.929
65,"“I hope mr Bingley will like it, Lizzy.”","While watching his second daughter trim a hat, he suddenly said to her: - Lizzy, I hope Mr. Bingley will like this hat.",10.384,7.03,"""I hope Mr. Bingley likes it, Lizzy,"" she said.",19.23,13.38,"––I hope Mr. Bingley likes it, Lizzy.",37.393,29.377
66,"“We are not in a way to know what mr Bingley likes,” said her mother, resentfully, “since we are not to visit.”",She was offended: - We cannot know what he likes because we do not visit him.,6.441,3.371,"""We have no way of knowing what Mr. Bingley likes,"" said her mother sorrowfully, ""since we are not going to visit him.""",16.755,13.071,––How can we know what Mr. Bingley likes ––said his resentful wife–– if we haven't visited him yet?,9.535,6.534
67,"“But you forget, mamma,” said Elizabeth, “that we shall meet him at the assemblies, and that ms Long has promised to introduce him.”","Elizabeth said: - Have you forgotten? We will meet him at the gathering, and Mrs. Long has promised to introduce us to him.",27.32,24.34,"""But you are forgetting, mother,"" said Elizabeth, ""we will meet him at the ball; Mrs. Long promised to introduce us.""""",19.781,15.607,"––You forget, mom ––said Elizabeth–– that we will see him at the parties, and that Mrs. Long has promised to introduce him to us.",28.641,25.761
68,“I do not believe ms Long will do any such thing.,- Mom doesn't believe Mrs. Long would do such a thing.,15.229,8.131,"""I don't think Mrs. Long will introduce him.",13.989,7.574,––I don't believe Mrs. Long would do such a thing.,16.59,8.914
69,She has two nieces of her own.,She still has two granddaughters.,23.263,13.833,She has her own two nieces.,32.205,20.496,She has two nieces to think about; she is selfish and hypocritical and does not deserve my trust.,17.21,12.674
70,"She is a selfish, hypocritical woman, and I have no opinion of her.”","She is a selfish, hypocritical, and untrustworthy person.",33.802,30.997,"She's a selfish, hypocritical woman, I don't respect her.""",35.838,32.407,She has two nieces to think about; she is selfish and hypocritical and does not deserve my trust.,9.678,5.04
71,"“No more have I,” said mr Bennet; “and I am glad to find that you do not depend on her serving you.”","Mr. Bennet interjected - I don't believe it either, so I'm glad you have no intention of asking her for help.",6.579,2.405,"""Nor will I,"" said Mr. Bennet; ""besides, I can gladly say that you do not need his help.""",18.059,13.598,––Nor is mine ––said Mr. Bennet–– and I am glad to know that you do not rely on her services.,23.113,19.817
72,"ms Bennet deigned not to make any reply; but, unable to contain herself, began scolding one of her daughters.","Mrs. Bennet did not bother to reply, but unable to contain herself, she turned to scold her daughters.",27.865,23.768,"Mrs. Bennet did not deign to respond, but she couldn't help starting to scold one of her daughters.",22.776,18.824,"Mrs. Bennet did not deign to reply; but unable to contain herself, she began to scold one of her daughters.",40.025,36.962
73,"“Don’t keep coughing so, Kitty, for heaven’s sake!","- Kitty, don't keep coughing like that.",18.16,10.798,"""For God's sake, Kitty, stop coughing like that!",22.692,15.58,"––For the love of God, Kitty, stop coughing like that!",19.15,13.065
74,Have a little compassion on my nerves.,You have to consider your mother's nerves a bit.,15.353,5.934,Have some pity on my nerves.,46.337,37.685,Have mercy on my nerves.,45.782,38.498
75,You tear them to pieces.”,My head is about to explode here.,16.516,6.567,"You've shredded my nerves to pieces.""",28.606,20.557,You are destroying them.,21.197,9.424
76,"“Kitty has no discretion in her coughs,” said her father; “she times them ill.”","The father interjected: - Kitty coughs without any discretion, coughing at inappropriate times.",8.521,3.173,"""Kitty is not careful about coughing at all,"" said her father; ""she coughs at the wrong time.""",15.495,11.328,––Kitty is not at all discreet when coughing ––said her father––. She always does it at an inopportune moment.,5.878,2.16
77,"“I do not cough for my own amusement,” replied Kitty, fretfully.",Kitty replied miserably: - I'm not happy enough to laugh like that.,9.957,3.739,"""I'm not coughing for fun,"" Kitty replied irritably.",10.865,4.128,––I don't find coughing amusing ––complained Kitty.,6.885,2.738
78,"“When is your next ball to be, Lizzy?”",- When is your prom?,13.131,7.808,"""When is the first ball, Lizzy?""",22.989,16.059,"––When is your next dance, Lizzy?",29.4,23.761
79,“To-morrow fortnight.”,- Two more weeks.,24.028,10.682,"""Next week is tomorrow.""""",13.888,5.522,––In fifteen days from tomorrow.,19.305,8.117
80,"“Ay, so it is,” cried her mother, “and ms Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.”","The mother exclaimed in shock: - Ah, I see. Mrs. Long will only return the day before that, so she can't introduce him because she doesn't know him yet.",8.272,5.715,"""There you go,"" cried his mother, ""Mrs. Long will only return a day before, and then she won't be able to introduce the man, because she herself wouldn't have met him yet.""",6.735,3.796,"––Yes, that's right ––exclaimed the mother––. And Mrs. Long won't return until the day before; so it will be impossible for her to introduce us to Mr. Bingley, because she still won't know him.",28.256,26.63
81,"“Then, my dear, you may have the advantage of your friend, and introduce mr Bingley to her.”","- So you have an advantage over your friend, just introduce Mr. Bingley to the girl.",15.503,10.823,"""Then, my dear, take your friend's place and introduce Mr. Bingley to her.""""",31.241,27.275,"––Then, Mrs. Bennet, you can get ahead of your friend and introduce him to her yourself.",15.947,11.221
82,"“Impossible, mr Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?”","- It's not possible, sir, it's not possible, as I still haven't gotten to know him. How can you joke like that?",10.608,6.98,"""Impossible, Mr. Bennet, impossible, I haven't even met the man yet; how can you be so exasperating?""",34.522,31.591,"––Impossible, Mr. Bennet, impossible, when I don't know him either. Why are you mocking me?",26.84,23.622
83,“I honour your circumspection.,- I commend you for being cautious.,13.888,5.522,"""I agree with your meticulousness.",19.206,7.81,––I commend your discretion.,28.574,12.703
84,A fortnight’s acquaintance is certainly very little.,Two weeks is too little time to get acquainted.,14.287,5.522,Fifteen days of acquaintance is certainly very little.,63.12,58.739,A friendship of fifteen days is truly very short.,15.353,5.934
85,One cannot know what a man really is by the end of a fortnight.,"We cannot know what someone we just met thinks after only two weeks, but if we are not bold, others will take the initiative.",8.92,5.87,A person cannot be known in fifteen days.,8.233,3.222,"In reality, after only two weeks, one cannot really know what kind of man he is.",12.504,7.013
86,"But if we do not venture, somebody else will; and after all, ms Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.”","Anyway, Mrs. Long and her two nieces also want to try their luck. If we do not move forward, she will think we are yielding, and she will seize the opportunity.",11.181,8.783,"But if we don't take action, someone else will; besides, Mrs. Long and her nieces will also try their luck; so, isn't the point courtesy? If you refuse the help, I can take on this task.""",13.287,10.467,"But if we do not take the risk, others will. After all, Mrs. Long and her nieces can wait for their opportunity to present itself; but, nevertheless, as she will believe it to be an act of delicacy on her part to decline the attention, I will be the one to introduce him to you.",21.417,19.733
87,The girls stared at their father.,The girls stared at their father.,100.0,100.0,The girls looked at their father.,59.155,48.892,The girls stared at their father intently.,74.767,70.711
88,"ms Bennet said only, “Nonsense, nonsense!”","Mrs. Bennet only said: - Nonsense, absolute nonsense!",16.59,8.914,"Mrs. Bennet simply said, ""You are being ridiculous!""",11.572,4.369,"Mrs. Bennet simply said: ––Nonsense, nonsense!",25.407,17.747
89,“What can be the meaning of that emphatic exclamation?” cried he.,- What do you mean by that?,7.802,3.102,"""What could be the meaning of this harsh word?"" cried Mr. Bennet.",22.185,16.467,"""––What does that emphatic exclamation mean? ––asked Mr. Bennet––.""",17.698,12.011
90,"“Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?",Do you mean that the way of introduction and the tension in this matter are unreasonable?,11.432,6.448,"""Do you see the customs of acquaintance and the importance given to them as nonsense?",15.046,10.393,"""Do you consider the formalities of introduction as nonsense, given their importance?""",15.753,11.096
91,I cannot quite agree with you there.,I cannot agree with you on this point.,32.073,23.357,I do not agree with you on that matter.,25.407,17.747,"""I do not agree with you on that.""",22.91,15.851
92,"What say you, Mary?","Mary, do you have any opinions?",19.641,7.81,"What do you say, Mary, as a girl with deep thoughts, who reads big books and takes notes?""",8.371,4.334,"""What do you say, Mary?"" ""I know that you are a very thoughtful young woman, and that you read great books and summarize them.""",7.841,5.135
93,"For you are a young lady of deep reflection, I know, and read great books, and make extracts.”","Dad knows you like to think carefully, enjoy reading good books, and often quote from them.",10.885,7.26,"What do you say, Mary, as a girl with deep thoughts, who reads big books and takes notes?""",7.564,2.769,"""What do you say, Mary?"" ""I know that you are a very thoughtful young woman, and that you read great books and summarize them.""",13.255,9.933
94,"Mary wished to say something very sensible, but knew not how.","Mary wanted to say something reasonable, but couldn't think of anything.",22.384,15.728,"Mary wanted to say something very meaningful, but she couldn't manage it.",29.765,22.719,"Mary wanted to say something sensible, but she didn't know how.",29.192,22.629
95,"“While Mary is adjusting her ideas,” he continued, “let us return to mr Bingley.”","He continued: - While Mary is gathering her thoughts, let's return to the story of Mr. Bingley.",13.46,7.866,"""While Mary gathers her thoughts,"" continued Mr. Bennet, ""let us return to Mr. Bingley.""",19.169,14.265,"––While Mary clarifies her thoughts ––he continued––, let's return to Mr. Bingley.",15.229,10.596
96,"“I am sick of mr Bingley,” cried his wife.",The wife raised her voice: - I'm too tired of this Bingley guy.,9.941,3.716,"""I'm tired of Mr. Bingley,"" cried his wife.",33.708,26.13,––I'm fed up with Mr. Bingley! ––shouted his wife.,20.861,14.323
97,“I am sorry to hear that; but why did you not tell me so before?,"- I am sorry to hear you say that, but why didn't you say it earlier?",23.527,17.695,"""I'm sorry to hear that; but why didn't you tell me earlier?",44.099,40.751,––I'm very sorry to hear that; why didn't you tell me earlier?,31.617,26.981
98,"If I had known as much this morning, I certainly would not have called on him.","If I had known this morning, I certainly wouldn't have gone to meet him.",41.353,37.604,"If I had known this in the morning, I wouldn't have visited the man.",27.127,21.363,"If I had known this morning, I wouldn't have gone to their house.",32.762,28.485
99,"It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.”","It's really unfortunate, but since I have met him, we can't avoid this acquaintance now.",13.899,9.728,"It's a great misfortune; but since I went, we can't pretend we haven't met anymore.""",9.648,5.411,"Bad luck! But since I have already visited them, we cannot give up their friendship now.",14.009,9.779
100,"The astonishment of the ladies was just what he wished—that of ms Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.","The astonishment of the girls was exactly what he desired; Mrs. Bennet herself was even more astonished than her daughters, yet after moments of agitation came joy; she believed that this was what she had always wished for.",16.57,13.945,"The ladies' astonishment was just as he wanted; in fact, Mrs. Bennet's surpassed the others; yet, as the first wave of joy subsided, Mrs. Bennet began to say that she had expected this all along.",9.803,6.791,"The astonishment of the ladies was precisely what he desired; perhaps Mrs. Bennet's surpassed the rest; although once the commotion caused by the joy was over, she declared that deep down it was what she had always imagined.",33.977,32.248
