line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
17,“It’s not just that I don’t like prom.,“Not just because I don't like the party.,17.232,6.743,"“I don't just dislike balls, I also dislike people who enjoy balls,” I explained, even though it wasn't actually true.",5.43,1.982,—It's not that I don't like prom dances.,25.099,14.924
18,"I also don’t like people who like prom,” I explained, although this was, in point of fact, untrue.","I don't even like the people who like the party,” I tried to explain, though to be honest, it wasn't quite true.",13.66,10.11,"“I don't just dislike balls, I also dislike people who enjoy balls,” I explained, even though it wasn't actually true.",22.749,19.004,It's that I also don't like the people who like prom dances —I explained to my mother. Although in reality it was not true.,17.26,12.79
19,Ben was absolutely gaga over the idea of going.,Ben was the one who was all excited and frantic about this party.,12.718,6.754,I was absolutely dying to go.,16.466,9.469,Ben had insisted on going.,15.512,9.224
20,"Mom turned into school, and I held the mostly empty bowl with both hands as we drove over a speed bump.","Mom turned into the school, and I held the nearly empty bowl tightly with both hands as we went over the speed bumps.",44.342,41.632,"My mom turned towards the school, and I held the nearly empty bowl with both hands as we went over a speed bump.",59.827,58.086,"My mother turned towards the school, and I held the almost empty bowl with both hands as we went over a speed bump.",58.177,56.428
21,I glanced over at the senior parking lot.,I quickly glanced at the senior student parking lot.,35.93,28.228,I glanced at the senior parking lot.,70.902,67.529,I glanced at the senior student parking lot.,42.211,33.913
22,Margo Roth Spiegelman’s silver Honda was parked in its usual spot.,Margo Roth Spiegelman's silver Honda was parked in its usual spot.,78.969,76.916,Margo Roth Spiegelman's silver Honda was parked in its usual spot.,78.969,76.916,Margo Roth Spiegelman's silver Honda was parked in its usual spot.,78.969,76.916
23,Mom pulled the minivan into a cul-de-sac outside the band room and kissed me on the cheek.,Mom pulled the car into a dead-end near the music room and kissed me on the cheek goodbye.,45.893,42.462,My mom turned the car towards a dead end outside the band room and kissed me on the cheek.,56.418,54.261,My mother pulled the car into an alley in front of the rehearsal room and gave me a kiss on the cheek.,20.504,15.415
24,I could see Ben and my other friends standing in a semicircle.,I caught sight of Ben and a few other guys standing in a semicircle.,35.467,30.13,I could see my friends and I standing in a semicircle.,47.81,42.244,"As I got out, I saw Ben and my other friends, gathered in a semicircle.",38.419,34.579
25,"I walked up to them, and the half circle effortlessly expanded to include me.","I went to where they were, and the semicircle immediately expanded to include me.",37.384,32.377,"I walked towards them, and the semicircle effortlessly expanded to include me.",52.775,49.683,"I approached them, and the semicircle soon opened up to include me.",38.584,33.872
26,"They were talking about my ex-girlfriend Suzie Chung, who played cello and was apparently creating quite a stir by dating a baseball player named Taddy Mac.","They were talking about my ex-girlfriend, Suzie Chung, who played the cello and had clearly stirred up controversy by dating a baseball player named Taddy Mac.",58.652,57.191,"They were talking about my ex-girlfriend Suzie Chung, who was attracting everyone's attention by dating a baseball player named Taddy Mac, who apparently played the cello.",58.847,57.387,"They were talking about my ex-girlfriend, Suzie Chung, who played the cello and had apparently caused quite a stir because she was dating a baseball player named Taddy Mac.",54.787,53.205
27,"Whether this was his given name, I did not know.",I don't even know if that's his real name.,13.291,5.137,I didn't know if Taddy Mac was his real name.,16.636,9.007,I didn't know if that was his real name.,16.543,9.043
28,"But at any rate, Suzie had decided to go to prom with Taddy Mac.","Anyway, Suzie had decided to go to the prom with Taddy Mac.",62.602,60.66,"But in any case, Suzie had decided to go to the ball with Taddy Mac.",54.767,51.745,"In any case, Suzie had decided to go to the prom with Taddy Mac.",63.981,61.479
29,Another casualty.,Another victim.,57.735,34.668,Another loss.,57.735,34.668,Another victim.,57.735,34.668
30,"“Bro,” said Ben, standing across from me.","""Hey man,"" Ben stood opposite me and called.",12.606,4.789,"Standing in front of me, Ben said, ""Buddy.""",13.309,5.025,"—Colleague —Ben said to me, who was in front of me.",13.761,7.347
31,He nodded his head and turned around.,He nodded as a signal and then left.,20.493,11.34,He nodded his head and turned around.,100.0,100.0,"He moved his head, turned halfway around, walked away from the circle, and went in.",10.61,5.538
32,I followed him out of the circle and through the door.,"I followed him out of the crowd, heading into the gym.",45.546,40.896,"I followed him towards the door, stepping out of the circle.",39.804,32.003,I followed him.,9.57,8.647
33,"A small, olive-skinned creature who had hit puberty but never hit it very hard, Ben had been my best friend since fifth grade, when we both finally owned up to the fact that neither of us was likely to attract anyone else as a best friend.","A small, dark-skinned guy who had gone through puberty but never quite finished it in a grand way, Ben had been my best friend since fifth grade, when we both finally admitted that neither of us could find anyone else to be a close friend.",43.693,42.519,"Ben, a small creature with wheat-colored skin who had reached adolescence but hadn't fully entered it, had been my best friend since fifth grade, ever since we both finally accepted that we couldn't attract anyone else as a best friend.",36.88,35.641,"Ben, a short boy with olive skin who barely seemed to have reached puberty, had been my best friend since fifth grade, when we both finally admitted the evidence that neither of us was likely to find a better friend.",40.235,39.141
34,"Plus, he tried hard, and I liked that—most of the time.","However, he had tried very hard, and I liked that—most of the time.",66.153,63.894,"And Ben tried very hard, which I liked... most of the time.",26.841,20.455,"Besides, he put a lot of effort into it, and I liked that... most of the time.",26.471,22.657
35,“How ya doin’?” I asked.,"“What's wrong, sir?” I asked.",50.712,44.632,"""How are you?"" I asked.",26.97,19.071,—How are you? —I asked him.,18.278,7.268
36,"We were safely inside, everyone else’s conversations making ours inaudible.","We were safe in the music room, the people around us talking enough to drown out our conversation.",8.745,4.554,"We had entered, and the conversations of the others were preventing ours from being heard.",9.644,3.579,"We were inside, in a safe place. The other conversations prevented ours from being heard.",12.424,6.987
37,"“Radar is going to prom,” he said morosely.","“Radar is going to the prom,” Ben grumbled.",43.334,35.084,"Grumpily, ""Radar is going to the prom,"" he said.",22.617,16.065,—Radar is going to the prom —he told me grumpily.,22.91,15.851
38,Radar was our other best friend.,Radar is our awesome comrade.,21.506,9.042,Radar was our other closest friend.,59.155,48.892,Radar was our other best friend.,100.0,100.0
39,"We called him Radar because he looked like a little bespectacled guy called Radar on this old TV show M*A*S*H, except 1.","He is called Radar because he looks exactly like a scrawny guy with thick glasses named Radar from the old TV series M*A*S*H, except 1.",41.89,40.023,"We called him Radar because of that old TV show 1 Argoda kalça, kıç anlamlarına gelmektedir, (slang. n.) He looked like the guy with the small glasses in M*A*S*H, of course 1.",30.426,28.843,"We called him Radar because he looked like a short guy with glasses from the old TV series M*A*S*H who was called that, except that: 1) The TV Radar wasn't black, and 2)",35.941,34.486
40,"The TV Radar wasn’t black, and 2.","TV Radar isn't black, and 2.",58.072,52.474,The Radar on TV wasn't black and 2.,31.02,21.935,"We called him Radar because he looked like a short guy with glasses from the old TV series M*A*S*H who was called that, except that: 1) The TV Radar wasn't black, and 2)",9.901,7.535
41,"At some point after the nicknaming, our Radar grew about six inches and started wearing contacts, so I suppose that 3.","At some point after being nicknamed, our Radar grew about fifteen centimeters taller and started wearing contact lenses, so I think that 3.",38.672,35.371,"A while after we gave him this nickname, our Radar grew fifteen centimeters and started wearing lenses, so I guess 3.",25.171,20.097,"At some point after we gave him the nickname, our Radar grew about fifteen centimeters and got contact lenses, so I guess that, 3) In reality, he didn't look anything like the guy from M*A*S*H, but, 4) Since there were only three and a half weeks left until the end of the school year, we weren't too worried about the task of finding him another nickname.",10.224,9.0
42,"He actually didn’t look like the guy on M*A*S*H at all, but 4.","He no longer looks like the guy from M*A*S*H, but 4.",49.022,46.454,"Actually, he didn't look like the guy in M*A*S*H at all but 4.",61.134,58.902,"At some point after we gave him the nickname, our Radar grew about fifteen centimeters and got contact lenses, so I guess that, 3) In reality, he didn't look anything like the guy from M*A*S*H, but, 4) Since there were only three and a half weeks left until the end of the school year, we weren't too worried about the task of finding him another nickname.",10.81,9.671
43,"With three and a half weeks left of high school, we weren’t very well going to renickname him.","With only three and a half weeks until graduation, we couldn't be bothered to give him a new name.",26.22,21.893,"With three and a half weeks left until high school, we weren't going to try giving him a new nickname.",44.428,41.585,"At some point after we gave him the nickname, our Radar grew about fifteen centimeters and got contact lenses, so I guess that, 3) In reality, he didn't look anything like the guy from M*A*S*H, but, 4) Since there were only three and a half weeks left until the end of the school year, we weren't too worried about the task of finding him another nickname.",7.88,6.736
44,“That girl Angela?” I asked.,“That girl Angela?” I asked.,100.0,100.0,“With that girl named Angela?” I asked.,58.444,53.728,—Angela? —I asked her.,18.205,7.654
45,"Radar never told us anything about his love life, but this did not dissuade us from frequent speculation.","Radar never reveals anything about his love life, but that doesn't stop us from gossiping about it.",39.262,35.96,"Radar never talked to us about his love life, but that didn't stop us from frequently speculating.",34.448,30.61,"Radar never told us anything about his love life, which did not deter us from speculating every now and then.",50.249,47.897
46,"Ben nodded, and then said, “You know my big plan to ask a freshbunny to prom because they’re the only girls who don’t know the Bloody Ben story?” I nodded.","Ben nodded, then said, ""You know my grand plan, right? Bringing a naive girl to the party because only the naive ones are unaware of the legend of Ben the Awkward."" I nodded.",12.499,9.641,"I nodded in agreement. “You know, I'm thinking of inviting one of those freshmen to the ball just because they're the only ones who don't know the Bloody Ben story,” he said. I nodded in agreement.",16.051,13.298,"Ben nodded. —Do you remember that I had thought about inviting a freshman to the dance, because they are the only ones who don't know the story of Bloody Ben? I nodded.",11.306,7.862
47,"“Well,” Ben said, “this morning some darling little ninth-grade honeybunny came up to me and asked me if I was Bloody Ben, and I began to explain that it was a kidney infection, and she giggled and ran away.","“Tsk,” Ben continued, “this morning a cute little ninth-grade bunny came to ask if I was Ben Bỉ Bựa. I had to explain clearly that it was a kidney infection. The little girl giggled and ran away immediately.",28.078,25.929,"“So,” said Ben, “this morning a small, cute bunny from the ninth grade came to me and asked if I was Bloody Ben, and I started to explain that it was a kidney infection, the girl giggled and ran away.",49.074,47.94,"—Well —Ben continued—, this morning a very cute freshman came up to me and asked if I was Bloody Ben. I started to explain to her that it was a kidney infection, but she laughed and walked away.",35.792,34.316
48,So that’s out.”,End of story.”,33.981,21.364,So everything is out in the open.”,20.493,11.34,So that's it.,29.588,14.794
49,"In tenth grade, Ben was hospitalized for a kidney infection, but Becca Arrington, Margo’s best friend, started a rumor that the real reason he had blood in his urine was due to chronic masturbation.","Back in tenth grade, Ben had to be hospitalized due to a kidney infection, but Becca Arrington, Margo's best friend, sparked a rumor that the real reason Ben was urinating blood was because he had been masturbating excessively.",43.359,41.883,"Ben was hospitalized in the tenth grade due to a kidney infection, but Margo's best friend, Becca Arrington, spread a rumor that the real reason for blood in Ben's urine was chronic masturbation.",39.527,37.307,"Two years ago, they had to admit Ben to the hospital for a kidney infection, but Becca Arrington, Margo's best friend, spread the rumor that the real reason he was urinating blood was because he spent the day masturbating.",35.266,33.72
50,"Despite its medical implausibility, this story had haunted Ben ever since.","Although medically unfounded, the rumors stuck to Ben ever since.",27.143,20.625,"Although not medically plausible, this story has haunted Ben ever since.",44.051,38.677,"Even though it was clinically implausible, Ben had been burdened with that story ever since.",15.687,10.521
51,"“That sucks,” I said.","""That's disgusting,"" I didn't know what else to say.",10.769,4.065,"""Terrible,"" I said.",35.746,26.269,—What a piece of crap —I told him.,12.185,4.768
52,"Ben started outlining plans for finding a date, but I was only half listening, because through the thickening mass of humanity crowding the hallway, I could see Margo Roth Spiegelman.","Ben started planning to hook up with a girl, but I was only half-listening, as my eyes wandered over the increasingly crowded hallway, and I saw Margo Roth Spiegelman.",24.05,21.33,"Ben started outlining plans to arrange a prom date, but I wasn't really listening because I could see Margo Roth Spiegelman among the crowd of people swarming the hallway.",33.466,31.216,"Ben started telling me his plans to find a girl, but I was only half-listening, because amidst the increasingly dense crowd of people filling the lobby, I saw Margo Roth Spiegelman.",24.896,22.104
53,"She was next to her locker, standing beside her boyfriend, Jase.","She was standing by her locker, next to her boyfriend, Jase.",52.597,46.977,"She was standing right in front of her locker, next to her boyfriend Jase.",27.054,20.941,"She was next to her locker, beside her boyfriend, Jase.",80.081,78.819
54,She wore a white skirt to her knees and a blue print top.,Margo was wearing a knee-length white skirt and a blue shirt with a print on it.,17.429,12.039,She was wearing a white skirt that came down to her knees and a blue printed top.,41.412,37.42,She was wearing a white knee-length skirt and a blue patterned top.,23.337,16.664
55,I could see her collarbone.,I could see her collarbones.,63.894,53.728,I could see her collarbone.,100.0,100.0,I could see her collarbone.,100.0,100.0
56,"She was laughing at something hysterical—her shoulders bent forward, her big eyes crinkling at their corners, her mouth open wide.","Margo was laughing hard about something—her shoulders hunched forward, her big eyes glistening at the corners, her mouth wide open.",34.484,30.83,"She was laughing at something, completely lost in the moment... her shoulders hunched forward, the corners of her big eyes wrinkled, her mouth wide open.",24.151,20.815,"She was laughing hysterically. Her shoulders were hunched forward, the corners of her large eyes wrinkled, and her mouth open.",17.148,12.872
57,"But it didn’t seem to be anything Jase had said, because she was looking away from him, across the hallway to a bank of lockers.","But it didn't seem like she was laughing at something Jase said, because she wasn't looking at Jase; she was looking across the hallway at another row of lockers.",21.701,17.449,"But it didn't seem like it was something Jase had said because she was looking away from him, towards the row of lockers on the opposite side of the hallway.",33.403,31.009,"But she didn't seem to be laughing at something Jase had said, as she was looking elsewhere, towards the lockers on the other side of the lobby.",20.458,16.155
58,I followed her eyes and saw Becca Arrington draped all over some baseball player like she was an ornament and he a Christmas tree.,I followed her gaze and saw Becca Arrington clinging to a baseball player like she was an ornament and he was a Christmas tree.,58.272,56.4,I followed her gaze and I saw Becca Arrington clinging all over a baseball player; as if she were an ornament and the kid a Christmas tree.,25.612,20.692,"I followed her gaze and saw Becca Arrington on top of a baseball player, as if the guy were a Christmas tree and she an ornament.",23.575,18.786
59,"I smiled at Margo, even though I knew she couldn’t see me.","I smiled at Margo, even though I knew she didn't see me.",79.93,78.254,"Even though I knew she couldn't see me, I smiled at Margo.",55.05,50.48,"I smiled at Margo, even though I knew she couldn't see me.",79.93,78.254
60,"“Bro, you should just hit that.","""Step on the gas and go ahead.""",10.856,4.196,"“Buddy, give it a light.",16.649,6.77,"—You should go for it, buddy.",18.278,7.268
61,Forget about Jase.,"""Ignore that guy Jase.""",22.839,13.135,Forget about Jase.,100.0,100.0,Forget about Jase.,100.0,100.0
62,"God, that is one candy-coated honeybunny.”","""Oh my God, she’s really a sugar-coated bunny,"" Ben mumbled.",11.002,5.817,"My God, this girl is a sugar-coated bunny.”",19.265,11.208,"God, that chick is smoking hot.",28.684,20.612
63,"As we walked, I kept taking glances at her through the crowd, quick snapshots: a photographic series entitled Perfection Stands Still While Mortals Walk Past.","Walking, but my eyes still glanced at her through the crowd, capturing in my mind moments that could make a series of photos titled The Perfect Beauty in Stillness, only for mere mortals to pass by.",15.698,13.46,"As we walked, I kept glancing at Margo through the crowd; quick, fleeting snapshots: a photo series titled Mortals Pass By, Perfection Stands Still.",32.411,29.305,"As we moved forward, I kept glancing at her through the crowd, quick snapshots, a photographic series titled Perfection Stays Still While Mortals Pass By.",41.523,39.032
64,"As I got closer, I thought maybe she wasn’t laughing after all.","Getting closer, I thought maybe Margo didn't smile at all.",35.751,30.865,"As we got closer, I thought, maybe she wasn’t smiling after all.",46.678,41.374,"As I got closer, I thought that maybe she wasn't laughing.",54.31,50.681
65,Maybe she’d received a surprise or a gift or something.,Maybe she was surprised or received a gift or something.,47.957,41.723,"Maybe it was a surprise, maybe she had received a gift or something like that.",26.143,19.923,"Maybe she had been surprised, given a gift or something like that.",26.197,19.675
66,She couldn’t seem to close her mouth.,It seemed like she couldn't close her mouth.,40.33,31.56,She didn’t seem like she could close her mouth.,37.606,29.072,It seemed like she couldn't close her mouth.,40.33,31.56
67,"“Yeah,” I said to Ben, still not listening, still trying to see as much of her as I could without being too obvious.","""Yeah,"" I absentmindedly answered Ben, but I wasn't really paying attention to what he was saying because I was trying to look at Margo as much as possible without being too obvious.",17.274,14.349,"“Yes,” I said to Ben, still not listening, still trying to see Margo as much as possible without making it too obvious.",61.226,59.888,"—Yes —I said to Ben. I kept not paying attention to him, I kept trying not to lose sight of Margo without making it too obvious.",13.481,9.956
68,It wasn’t even that she was so pretty.,It's not because Margo is pretty.,17.163,9.87,It wasn’t about her being very beautiful or anything.,16.99,9.288,It's not that she was a beauty.,27.127,19.494
69,"She was just so awesome, and in the literal sense.","She's stunningly beautiful, in the literal sense of the words.",30.878,23.462,"Margo was incredible, in the truest sense of the word.",16.59,8.914,"She was simply stunning, in the literal sense.",43.543,38.246
70,"And then we were too far past her, too many people walking between her and me, and I never even got close enough to hear her speak or understand whatever the hilarious surprise had been.","And then we were too far from her, with too many people walking back and forth between Margo and me, that I couldn't even get close enough to hear her voice, or to understand what interesting thing had surprised her so much.",30.388,28.572,"Then we went far beyond her, there were too many people walking between her and me, and I couldn’t even get close enough to hear her talk or understand what the surprise, which was so funny, was.",40.27,38.736,"And then we left her behind, too many people were passing between her and me, and at no point had I gotten close enough to hear what she was saying or understand what the hilarious surprise had been.",40.501,38.843
71,"Ben shook his head, because he had seen me see her a thousand times, and he was used to it.","Ben nodded because he had seen me look at Margo like that a thousand times, to the point where he was too used to it.",35.68,32.889,Ben nodded because he had seen me looking at Margo thousands of times and was used to it.,35.549,32.789,Ben shook his head. He had seen me looking at her a thousand times and was used to it.,49.828,47.307
72,"“Honestly, she’s hot, but she’s not that hot.","“Yeah, she's hot, but not that hot.",43.483,35.543,"""Honestly, Margo is sexy but not that sexy.",17.408,9.425,"—The truth is that she's good-looking, but not that much.",17.542,10.128
73,You know who’s seriously hot?”,Do you know who is really hot?”,30.644,22.316,"Do you know who is really sexy?""",19.071,10.553,Do you know who is really good-looking?,21.736,12.223
74,“Who?” I asked.,"""Who?"" I asked.",35.746,26.269,“Kim?” I asked.,80.343,75.984,—Who? —I asked him.,25.407,10.682
75,"“Lacey,” he said, who was Margo’s other best friend.","“Lacey,” Ben replied, Lacey is another close friend of Margo.",18.524,12.571,"“Lacey,” he said. Lacey was Margo's other closest friend.",41.284,35.417,"—Lacey —she replied, who was Margo's other best friend—.",21.483,15.308
76,“Also your mom.,“And your mom too.,37.606,23.644,“And your mom.,65.804,59.46,"And your mother, dude.",22.957,9.652
77,"Bro, I saw your mom kiss you on the cheek this morning, and forgive me, but I swear to God I was like, man, I wish I was Q.","I saw your mom kiss you on the cheek this morning. Don’t blame me, I swear to God I thought: Oh man, I wish I were Q.",53.604,52.376,"Dude, I saw your mom kiss you on the cheek this morning and sorry, but I swear I was like: Man, I wish I were Q. ’s place.",55.605,54.303,"This morning I saw your mother giving you a kiss and, forgive me, but I swear to God I thought: ""Damn, I wish I were Q.",39.518,37.638
78,"And also, I wish my cheeks had penises.”","And also, I wish my cheeks could grow some balls.”",55.783,52.055,"And also, I wish my cheeks had a penis.”",69.893,67.042,"And I wish I had dicks on my cheeks.""",20.955,12.192
79,"I elbowed him in the ribs, but I was still thinking about Margo, because she was the only legend who lived next door to me.","I elbowed him in the ribs, but I was still thinking about Margo, because she was the only legend living right next door to me.",86.906,86.457,I elbowed him in the ribs but was still thinking about Margo because she was the only legend who lived next door to us.,67.28,66.308,"I elbowed him in the ribs, although I kept thinking about Margo, because she was the only myth living next door to my house.",56.241,54.684
80,"Margo Roth Spiegelman, whose six-syllable name was often spoken in its entirety with a kind of quiet reverence.","Margo Roth Spiegelman, that six-syllable name was often mentioned in full, accompanied by a bit of admiration.",30.979,26.53,"Her full six-syllable name, usually spoken with a kind of awe, Margo Roth Spiegelman.",26.298,20.786,"Margo Roth Spiegelman, whose six-syllable name we used to say in full with a kind of silent reverence.",48.214,45.308
81,"Margo Roth Spiegelman, whose stories of epic adventures would blow through school like a summer storm: an old guy living in a broken-down house in Hot Coffee, Mississippi, taught Margo how to play the guitar.","Margo Roth Spiegelman, the stories of her epic adventures could sweep through the school like a summer storm: for instance, the story of an old man living in a dilapidated house in Hot Coffee, Mississippi, who taught Margo to play the guitar.",41.629,40.236,"Epic adventure stories, Margo Roth Spiegelman who stormed through school like a summer storm: An old man living in a dilapidated house in Hot Coffee, Mississippi, had taught Margo how to play the guitar.",59.06,57.999,"Margo Roth Spiegelman, whose epic adventures circulated around the school like a summer storm. An old man who lived in a ramshackle house in Hot Coffee, Mississippi, had taught Margo to play the guitar.",46.819,45.336
82,"Margo Roth Spiegelman, who spent three days traveling with the circus—they thought she had potential on the trapeze.","Margo Roth Spiegelman, the girl who traveled for three days with a circus—they thought she had a real talent for tightrope walking.",27.554,23.547,"She spent three days with the circus Margo Roth Spiegelman, who spent her time wandering... they thought she had potential on the trapeze.",48.757,46.892,"Margo Roth Spiegelman, who had traveled for three days with a circus, where they thought she had potential for the trapeze.",35.483,32.077
83,"Margo Roth Spiegelman, who drank a cup of herbal tea with the Mallionaires backstage after a concert in St. Louis while they drank whiskey.","Margo Roth Spiegelman, the girl who drank a cup of herbal tea with the band The Mallionaires backstage after a performance in St. Louis, while they drank whiskey.",61.913,60.639,"St. After a concert in St. Louis, while they were drinking whiskey, Margo Roth Spiegelman was backstage drinking a cup of herbal tea with The Mallionaires.",50.187,48.409,"Margo Roth Spiegelman, who had sipped herbal tea backstage with the Mallionaires after a concert in Saint Louis, while they drank whiskey.",44.66,42.177
84,"Margo Roth Spiegelman, who got into that concert by telling the bouncer she was the bassist’s girlfriend, and didn’t they recognize her, and come on guys seriously, my name is Margo Roth Spiegelman and if you go back there and ask the bassist to take one look at me, he will tell you that I either am his girlfriend or he wishes I was, and then the bouncer did so, and then the bassist said “yeah that’s my girlfriend let her in the show,” and then later the bassist wanted to hook up with her and she rejected the bassist from the Mallionaires.","Margo Roth Spiegelman, the girl who got into that performance by telling the ticket checker that she was the bass guitarist's girlfriend. Didn't they recognize her? Come on man, seriously, I’m Margo Roth Spiegelman, now if you go inside and tell the bass guitarist to take one look at me, he’ll immediately tell you that I’m his girlfriend, or that he wants me to be his girlfriend. The ticket checker did just that, and the bassist said, “Yeah, that’s my girlfriend, let her in.” After that, the guy wanted to date Margo seriously, and she turned down the bassist of The Mallionaires.",21.538,20.466,"Margo Roth Spiegelman, who got into this concert by telling the guard at the door that she was the bassist's girlfriend. “Don't you recognize me? Come on guys, seriously, my name is Margo Roth Spiegelman, if you go and ask the bassist to take a look at me, he will either tell you that I am his girlfriend or that he wants me to be.” When the guard did exactly that, the bassist said, “Yes, she is my girlfriend, let her into the show,” later he tried to hit on Margo, and Margo rejected The Mallionaires' bassist.",35.033,34.365,"Margo Roth Spiegelman, who had sneaked into that concert by telling the security guard that she was the bassist's girlfriend, didn't they recognize her?, come on, guys, seriously, I'm Margo Roth Spiegelman, and if you're going to ask the bassist to come see who I am, he'll either say I'm his girlfriend or that he wishes I were, and then the security guard went to ask him, and the bassist said: ""Yes, she's my girlfriend, let her in,"" and then the bassist wanted to make out with her, but she rejected the bassist of the Mallionaires!",27.517,26.632
85,"The stories, when they were shared, inevitably ended with, I mean, can you believe it?","Those stories, when retold, always end with the phrase ""So there, can you believe it?""",34.242,30.604,"When stories were shared with others, they inevitably ended with the sentence ""So, can you believe it?""",36.109,32.338,"When we talked about his stories, we always ended up saying, ""Wow, can you imagine that?"".",13.101,8.928
