line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
13,"It is likely enough that in the rough outhouses of some tillers of the heavy lands adjacent to Paris, there were sheltered from the weather that very day, rude carts, bespattered with rustic mire, snuffed about by pigs, and roosted in by poultry, which the Farmer, Death, had already set apart to be his tumbrils of the Revolution.","It is very likely that in the makeshift huts of the peasants on the barren lands near Paris, even from that day, there were crude carts sheltered from the sun and rain, muddied by the countryside, serving as perches for chickens and rooting places for pigs, carts that the Farmer of Death had reserved as vehicles to transport prisoners to the Revolutionary scaffold.",9.638,7.476,"On that very day, perhaps, clumsy carts were placed to protect from the rain in the makeshift small outbuildings of farmers working the hard soils near Paris; these were the carts, muddied by the village, sniffed by pigs, perched upon by poultry, and reserved by the Farmer, that is, Death, to transport the victims of the Revolution to the guillotine.",14.365,11.642,"It is also very possible that, in the rustic sheds attached to the huts of the farmers near Paris, on the same day, there were primitive carts, splattered with mud licked by pigs and serving as perches for poultry, which the reaper Death had selected to be the carriages of the Revolution.",15.324,13.205
14,"But that Woodman and that Farmer, though they work unceasingly, work silently, and no one heard them as they went about with muffled tread: the rather, forasmuch as to entertain any suspicion that they were awake, was to be atheistical and traitorous.","The Woodman and the Farmer, though working ceaselessly, did so very quietly; no one heard a sound as they stealthily moved around - on the contrary, merely causing someone to suspect that they were aware of this was enough to be accused of impiety and rebellion.",10.84,8.389,"These Woodcutter and Farmer worked incessantly but very quietly, and no one heard them as they went about with their ropes; to suspect that they were awake would be blasphemy and treachery.",27.145,25.97,"True it is that, although the Woodcutter and the Reaper worked incessantly, their labor was silent and no human ear could perceive their muffled steps, all the more so because harboring any suspicion that they were awake was as much as confessing oneself to the world as an atheist and a traitor.",13.329,11.444
15,"In England, there was scarcely an amount of order and protection to justify much national boasting.","In England, there were almost no protective laws that justified such national pride.",19.937,14.907,"In England, there was almost no order and security to justify all the national boasting.",36.86,32.107,"In England, there was barely an atom of order and protection left to justify the national boast.",40.676,36.659
16,"Daring burglaries by armed men, and highway robberies, took place in the capital itself every night; families were publicly cautioned not to go out of town without removing their furniture to upholsterers’ warehouses for security; the highwayman in the dark was a City tradesman in the light, and, being recognised and challenged by his fellow-tradesman whom he stopped in his character of “the Captain,” gallantly shot him through the head and rode away; the mail was waylaid by seven robbers, and the guard shot three dead, and then got shot dead himself by the other four, “in consequence of the failure of his ammunition:” after which the mail was robbed in peace; that magnificent potentate, the Lord Mayor of London, was made to stand and deliver on Turnham Green, by one highwayman, who despoiled the illustrious creature in sight of all his retinue; prisoners in London gaols fought battles with their turnkeys, and the majesty of the law fired blunderbusses in among them, loaded with rounds of shot and ball; thieves snipped off diamond crosses from the necks of noble lords at Court drawing-rooms; musketeers went into St. Giles’s, to search for contraband goods, and the mob fired on the musketeers, and the musketeers fired on the mob, and nobody thought any of these occurrences much out of the common way.","Armed robberies and highway robberies occurred nightly right in the capital; families were publicly warned not to leave the city without moving all their belongings to the warehouses of merchants for safety; the highwayman in the dark was a city merchant in the light, and when identified and questioned by a colleague whom he had robbed in the role of a Big Brother, he brazenly shot the other in the head and rode away; the mail coach was ambushed by seven robbers, the escort shot dead three, then ""due to an ammunition mishap,"" the escort himself was shot dead by the remaining four, after which the mail coach was peacefully robbed; the Lord Mayor of London, a venerable ruler, was also forced to stand still and hand over his belongings at Turnham Green as a thief robbed this dignitary right in front of all his attendants; the prisoners in London jail fought with the guards and the supreme law wielded blunderbusses, firing volleys of lead and iron balls into the chaos; thieves snipped off diamond-encrusted crosses worn around the necks of noble lords and ladies at court festivities; a group of royal guards stormed into the St. Giles area searching for contraband, and so the populace shot at the soldiers, the soldiers shot at the populace, and no one found this unusual.",21.233,20.836,"Even in the capital, armed men were recklessly robbing houses and waylaying roads every night; people were advised not to leave the city without placing their belongings in upholsterers' warehouses for safety; a highwayman at night could appear as a merchant during the day; once, a man whose path was blocked by someone identifying as ""Captain"" turned out to be the owner of the neighboring shop, the man recognized the highwayman, challenged him, and even bravely shot him in the head and continued on his way; on another occasion, seven highwaymen ambushed a mail coach, the coach guard shot three of them but was shot by the remaining four due to ""running out of ammunition.""",2.884,2.279,"The capital itself was every night the scene of armed robberies and the most daring and scandalous crimes. Publicly and officially, families were advised not to leave the city without first taking their furniture to the upholsterers' warehouses, the only places that offered them some guarantee. He who was a bandit under the cover of night appeared as an honorable merchant of the city in the light of day, and if ever recognized by the genuine merchant to whom he presented himself as a ""captain,"" he would coolly fire a shot that sent him to a better world and then make a swift escape. The mail coach was attacked by seven bandits, of whom three were killed by the guard, who in turn were killed by the remaining four ""due to running out of ammunition"": subsequently, the coach was thoroughly and calmly robbed. The very high and mighty Lord Mayor of London was kidnapped and forced to live for some time in Turnham Green by a daring bandit, who had the honor of robbing such an illustrious figure right under the noses of his numerous escort and equally numerous servants. In the prisons of London, prisoners fought fierce battles with their jailers, whom the majesty of the law rewarded with musket shots. In the very halls of the court, skillful hands relieved the highest lords of the diamond crosses that adorned their necks. Musketeers entered St. Giles in search of contraband, and the mob fired upon the musketeers, and the musketeers fired upon the mob, without anyone thinking that such an event was anything but a common and trivial incident of life.",11.827,11.347
17,"In the midst of them, the hangman, ever busy and ever worse than useless, was in constant requisition; now, stringing up long rows of miscellaneous criminals; now, hanging a housebreaker on Saturday who had been taken on Tuesday; now, burning people in the hand at Newgate by the dozen, and now burning pamphlets at the door of Westminster Hall; to-day, taking the life of an atrocious murderer, and to-morrow of a wretched pilferer who had robbed a farmer’s boy of sixpence.","In that context, the type of person more useless than useful and busy, the executioner was continually ordered to act; sometimes hanging long rows of various criminals; sometimes hanging on a Saturday a thief who had been caught on Tuesday; sometimes burning a dozen people alive right in front of Newgate prison; and sometimes burning a pile of pamphlets right in front of Westminster Hall; today taking the life of a brutal murderer, and tomorrow taking the life of a wretched petty thief who had stolen six pence from a farmer's son.",13.506,11.824,"Thus, the robbery took place peacefully; then, this magnificent person, the Governor of London, was waylaid at Turnham Green, the highwayman stripped this venerable figure of everything in front of all his companions; prisoners in London prisons were fighting with the guards, the mighty law was unloading its cartridge rifles on them; thieves were cutting off diamond crosses from the necks of noble lords in palace halls; when soldiers with muskets went to St Giles to look for contraband, the people were shooting at them, and they were shooting back at the people, moreover, no one saw anything extraordinary in this. In the midst of all this, the executioner, who was always busy and more miserable than even the most useless person, was struggling to keep up with the demands; sometimes hanging a variety of criminals, sometimes hanging a thief caught on Tuesday by Saturday; sometimes branding the hands of dozens of men, sometimes burning pamphlets in front of Westminster Hall; today he would take the life of a cruel murderer, tomorrow that of a despicable thief who stole a few pennies from a farmer's son.",5.742,4.912,"Meanwhile, the executioner, always on duty, always busy, could not keep up with the various places where he was needed, today leaving large clusters of criminals hanging from his ropes and tomorrow hanging a common thief who broke into a neighbor's house on Thursday and embarked on the journey to eternity the following Saturday; to burn dozens of people in Newgate today, and hundreds of pamphlets at the door of Westminster Hall tomorrow; to send a ferocious scoundrel to eternity today, and do the same tomorrow with a miserable pickpocket who stole six pence from a farmer's son.",10.461,9.314
18,"All these things, and a thousand like them, came to pass in and close upon the dear old year one thousand seven hundred and seventy-five.","All those things, and a thousand similar incidents, happened continuously in that memorable distant year of 1775.",17.25,14.288,"Here, all these events and thousands of similar ones took place in the beloved year 1775 and immediately thereafter.",7.295,3.791,"All these things, and a thousand others of the same kind that I could mention, were our daily bread in the blessed year of seventeen seventy-five without being an obstacle so that, while the Woodcutter and the Peasant Woman continued their silent labor, the two mortals with the developed jaws and the two with the flattened and beautiful faces, respectively, carried their divine rights at the tip of the spear.",9.826,8.628
19,"Environed by them, while the Woodman and the Farmer worked unheeded, those two of the large jaws, and those other two of the plain and the fair faces, trod with stir enough, and carried their divine rights with a high hand.","Amidst those events, while the Woodman and the Farmer worked silently, the two square-jawed men and the two with one plain and one beautiful face still stomped quite busily, hands raised high with the sacred privileges of kings.",21.569,19.674,"While things were in this state and the Woodcutter and the Farmer worked without anyone caring, those two big-jawed men and the two women, one with a grim face and the other with a clean face, continued to carry their divine right, even if their pants were on fire.",12.234,9.429,"All these things, and a thousand others of the same kind that I could mention, were our daily bread in the blessed year of seventeen seventy-five without being an obstacle so that, while the Woodcutter and the Peasant Woman continued their silent labor, the two mortals with the developed jaws and the two with the flattened and beautiful faces, respectively, carried their divine rights at the tip of the spear.",9.527,7.368
20,"Thus did the year one thousand seven hundred and seventy-five conduct their Greatnesses, and myriads of small creatures—the creatures of this chronicle among the rest—along the roads that lay before them.","Thus, these great figures along with countless humble people - whose stories are recorded in books - would be led by the year 1775 down the paths of fate.",5.997,3.076,"Indeed, their majesty lasted throughout the year 1775, and in the same year, countless little people –among them the little people mentioned in this historical record– walked the roads that lay before them.",21.636,19.389,"Thus did the year of seventeen seventy-five lead Their Excellencies and the millions of insignificant creatures, among them those who are to appear in the present chronicle, to their respective destinies, along the paths that were open before their steps.",10.686,7.691
21,CHAPTER II.,"Thus, these great figures along with countless humble people - whose stories are recorded in books - would be led by the year 1775 down the paths of fate.",3.307,1.199,II,13.534,13.534,II.,60.653,60.653
22,The Mail,2. The Mail Car,33.981,21.364,Post Coach,0.0,0.0,THE DILIGENCE,70.711,50.0
23,"It was the Dover road that lay, on a Friday night late in November, before the first of the persons with whom this history has business.","On a late Friday night in November, the Dover road stretched out before the first character involved in this story.",16.784,13.229,"On a Friday night in late November, the road to Dover stretched out before the first little person in this story; the Dover mail coach was laboriously trying to climb Shooter's Hill, with the road stretching out before the man.",13.832,10.655,"The one who was traveling first among the characters who are to play a very important role in the present story, on a Friday night in November, was the one from Dover.",19.023,16.079
24,"The Dover road lay, as to him, beyond the Dover mail, as it lumbered up Shooter’s Hill.","The Dover road stretched ahead, the Dover mail coach laboriously making its way up Shooter's Hill.",17.995,13.673,"On a Friday night in late November, the road to Dover stretched out before the first little person in this story; the Dover mail coach was laboriously trying to climb Shooter's Hill, with the road stretching out before the man.",6.591,4.287,The traveler followed the stagecoach as it advanced heavily up the slope of Shooter's Hill.,10.285,5.821
25,"He walked up hill in the mire by the side of the mail, as the rest of the passengers did; not because they had the least relish for walking exercise, under the circumstances, but because the hill, and the harness, and the mud, and the mail, were all so heavy, that the horses had three times already come to a stop, besides once drawing the coach across the road, with the mutinous intent of taking it back to Blackheath.","That person similarly trudged up the slope in the mud beside the coach, as did the remaining passengers; not because they enjoyed the exercise under such circumstances, but because the hill, the harness, the mire, and the mail parcels had made the coach so heavy that the horses had to stop three times, with one additional attempt to drag the coach across the road in a rebellious effort to turn back to Blackheath.",27.119,26.144,"Like the other passengers, he was trudging up the hill beside the mail coach, sinking into the mud; they were not walking for pleasure under those conditions, of course; the hill, the harness, the mud, the coach, all had become so heavy that the horses had stopped three times, even dragging the coach to the other side of the road as if they wanted to return to Blackheath with rebellious effort.",11.967,9.634,"He was walking through the mud clinging to the dilapidated box of the carriage, and alongside him were the other travel companions, not certainly moved by the desire to exercise, which was rather unpleasant given the circumstances, but because the slope, harnesses, mud, stagecoach, and horses were so heavy that the latter had already declared three times their desire not to go any further, not to mention another time when they tried to turn around with the seditious intention of returning to Blackheath.",13.046,11.538
26,"Reins and whip and coachman and guard, however, in combination, had read that article of war which forbade a purpose otherwise strongly in favour of the argument, that some brute animals are endued with Reason; and the team had capitulated and returned to their duty.","However, with the combined efforts of the reins and the whip, the coachman and the guard, adhering strictly to martial law, thwarted the intention that might have supported the argument that some animals are endowed with reason; thus, the rebellious ones were subdued and returned to their duty.",19.227,17.076,"However, despite having read the war-related article that stated it was forbidden to act contrary to the view that some wild animals were endowed with ""reason,"" the whip, the coachman, and the guard persisted in what they knew; thus, the horses gave in and returned to their duties.",10.318,7.646,"The reins and the whip, the postilion and the guard, in agreement, had to read the article of the Campaign Regulations which ensures that never, under any circumstances, will brute animals be right, thanks to which the team capitulated and resigned themselves to fulfill their duty.",9.853,6.929
27,"With drooping heads and tremulous tails, they mashed their way through the thick mud, floundering and stumbling between whiles, as if they were falling to pieces at the larger joints.","Heads bowed low, tails swishing, four horses trudged through the thick mud, inching forward; every so often they staggered as if their joints were about to fall apart.",17.799,14.645,"The horses, with their heads bowed and tails trembling, trudged through the mud, stumbling as if their legs might fall apart at the joints at any moment.",9.246,5.334,"With their heads lowered and their tails trembling, they tried to make their way through the seas of thick mud that covered the path, stumbling here, taking a dreadful tumble there, falling not infrequently and always staggering.",12.56,9.289
28,"As often as the driver rested them and brought them to a stand, with a wary “Wo-ho! so-ho-then!” the near leader violently shook his head and everything upon it—like an unusually emphatic horse, denying that the coach could be got up the hill.","Each time the driver cautiously uttered a ""Whoa! Easy, easy!"" and pulled the reins to let them rest, the lead horse on his side would shake its head violently, scattering everything clinging to it - as if it were vehemently declaring that the mail coach would never make it to the top of the hill.",6.256,4.235,"Whenever the driver rested them and cautiously urged, ""Deeeh! Come on now!"" the horse on the left would violently shake its head and everything on it – as if it had an unusual determination to resist the cart climbing the hill.",15.827,13.489,"Whenever the coachman granted them some rest, the lead horse would violently shake its head and all the objects adorning it with a doctoral and emphatic air, as if its intention was to deny that the stagecoach could reach the top of the hill; and whenever he cracked the whip, the traveler I have been speaking of would lift his head in fright, like a man abruptly torn from his meditations.",4.495,2.579
29,"Whenever the leader made this rattle, the passenger started, as a nervous passenger might, and was disturbed in mind.","Every time the lead horse caused a commotion, the traveler would startle, somewhat terrified, just like all other faint-hearted individuals.",8.325,4.304,"Our passenger, on the other hand, would flinch and become uneasy every time the horse moved, just like any tense traveler would.",6.664,2.429,"Whenever the coachman granted them some rest, the lead horse would violently shake its head and all the objects adorning it with a doctoral and emphatic air, as if its intention was to deny that the stagecoach could reach the top of the hill; and whenever he cracked the whip, the traveler I have been speaking of would lift his head in fright, like a man abruptly torn from his meditations.",3.452,1.929
30,"There was a steaming mist in all the hollows, and it had roamed in its forlornness up the hill, like an evil spirit, seeking rest and finding none.","The mist, heavy with moisture, filled every hollow and wandered sadly to the hilltop like a ghost searching for a resting place but unable to find one.",5.542,2.012,A misty fog covered every side and drifted aimlessly up the road like a malevolent spirit seeking peace but unable to find it.,6.352,3.284,Seas of watery vapor in the form of thick fog covered all the hollows and slid close to the ground like malevolent spirits seeking rest and finding none.,22.571,19.947
31,"A clammy and intensely cold mist, it made its slow way through the air in ripples that visibly followed and overspread one another, as the waves of an unwholesome sea might do.","The wet, cold mist slowly swirled and rose, clearly showing each layer overlapping and covering one another like waves on a stormy sea.",7.005,3.881,"The sticky, icy fog spread in rings around, like waves in an eerie sea.",3.595,1.334,"The fog was sticky and very cold, advancing in graceful curls and undulating masses that chased and caught each other like waves do when the sea is rough.",5.388,1.956
32,"It was dense enough to shut out everything from the light of the coach-lamps but these its own workings, and a few yards of road; and the reek of the labouring horses steamed into it, as if they had made it all.",The mist was so thick that what could be seen in the light of the lamp attached to the vehicle was just layers of that murkiness with a few yards of road ahead; the steaming breath of the weary horses blended into the mist as if this entire gloomy sky was exhaled by them.,15.067,13.229,"The fog was so dense that the car headlights could only illuminate a few meters ahead, and the steam from the rapidly breathing horses mixed with it, as if all this fog had emanated from them.",12.009,9.004,"It was dense enough to confine within a very narrow circle the light shed by the carriage lanterns, to the point of preventing the visibility of the jets of steam the horses snorted out, which added to the abundance of those filling the atmosphere.",13.668,11.243
33,"Two other passengers, besides the one, were plodding up the hill by the side of the mail.","Besides this character, the other two passengers were also trudging up the hill next to the mail coach.",16.605,11.38,The other two passengers were also slowly advancing beside the stagecoach.,7.444,2.828,"Two travelers, in addition to the one I have mentioned, were laboriously climbing the ramp following the stagecoach.",11.266,6.291
34,"All three were wrapped to the cheekbones and over the ears, and wore jack-boots.","All three were wearing cloaks that covered their cheeks, hoods that covered their ears, and boots that reached above their knees.",13.777,10.236,"All three of them were wrapped up to their cheekbones and ears, and they wore high-topped boots.",19.001,13.401,"All three had their coat collars pulled up to their ears, and all three wore very high boots.",14.707,10.079
35,"Not one of the three could have said, from anything he saw, what either of the other two was like; and each was hidden under almost as many wrappers from the eyes of the mind, as from the eyes of the body, of his two companions.","From the outside, no one could tell what the other two looked like; each person concealed themselves under layers of coverings that hid both their thoughts and appearances from their companions.",6.793,4.696,"None of them could tell what the others looked like; because the only part exposed was their eyes, and the contents of their minds were a mystery.",3.779,1.94,"None of them could have said whether their travel companions were handsome or ugly, young or old; so carefully did they conceal their faces, and it wouldn't be amiss to add that, if it was impossible for the eyes of the body to discern the slightest physical feature, it was even more so for the eyes of the spirit to conjecture those of the soul, that is, the intentions that each of them might harbor.",11.717,10.339
36,"In those days, travellers were very shy of being confidential on a short notice, for anybody on the road might be a robber or in league with robbers.","At that time, travelers were very wary of forming sudden friendships because anyone on the road could potentially be a robber or an accomplice of robbers.",17.715,13.793,"In those days, passengers did not easily trust one another, as there was a high chance that one of the travelers could be a robber or his accomplice.",20.101,16.955,"In those happy times, travelers were highly reserved and avoided with great caution placing trust in unknown persons, for any stagecoach or road companion could turn out to be a bandit or an accomplice of bandits, gentlemen who abounded to a blessing, as all taverns and inns had no shortage of soldiers in the pay of the ""captain,"" whose ranks were nourished by everyone without exception, starting with the innkeeper and ending with the last stable boy.",3.318,1.852
37,"As to the latter, when every posting-house and ale-house could produce somebody in “the Captain’s” pay, ranging from the landlord to the lowest stable non-descript, it was the likeliest thing upon the cards.","With the second possibility, when every post station and tavern could have someone on Big Brother's payroll, from the landlord to the lowest stable boy, encountering an accomplice of robbers was the most likely occurrence.",23.297,21.067,"In every inn and tavern, whether gentleman or peasant, they could be ""Captain's"" men.",3.46,1.277,"In those happy times, travelers were highly reserved and avoided with great caution placing trust in unknown persons, for any stagecoach or road companion could turn out to be a bandit or an accomplice of bandits, gentlemen who abounded to a blessing, as all taverns and inns had no shortage of soldiers in the pay of the ""captain,"" whose ranks were nourished by everyone without exception, starting with the innkeeper and ending with the last stable boy.",2.346,0.837
38,"So the guard of the Dover mail thought to himself, that Friday night in November, one thousand seven hundred and seventy-five, lumbering up Shooter’s Hill, as he stood on his own particular perch behind the mail, beating his feet, and keeping an eye and a hand on the arm-chest before him, where a loaded blunderbuss lay at the top of six or eight loaded horse-pistols, deposited on a substratum of cutlass.","The escort of the Dover mail coach thought this to himself on that Friday night in November 1775 as the coach laboriously climbed Shooter's Hill, while he stood in the guard compartment at the back of the coach, stamping his feet and never taking his eyes or hands off the weapon chest, inside of which lay a loaded blunderbuss on top of six or eight muskets, with a short sword at the bottom.",19.127,17.746,"Thus, on that Friday night in November of 1775, as they barely climbed the hill, the guard of the Dover stagecoach, perched in his designated spot at the back of the coach, was thinking about these things while knocking his feet together and never taking his hand or eyes off the chest that contained six or seven loaded guns, a loaded rifle with a cartridge chamber, and a hunting knife.",15.769,14.273,"This was precisely what the guard of the Dover mail coach was thinking about on that Friday night in November of seventeen seventy-five, as it laboriously climbed the Shooter's Hill, seated on the rear bench of the cart reserved for him, furiously stomping on the boards to prevent his feet from turning into blocks of ice, and with his hand on a loaded blunderbuss, which topped a pile of six or eight saddle pistols, also loaded, which were based on another pile of perfectly sharpened machetes and daggers.",17.927,16.798
39,"The Dover mail was in its usual genial position that the guard suspected the passengers, the passengers suspected one another and the guard, they all suspected everybody else, and the coachman was sure of nothing but the horses; as to which cattle he could with a clear conscience have taken his oath on the two Testaments that they were not fit for the journey.","This Dover mail coach, as usual, had an atmosphere of amiability in the manner of the escort suspecting the passengers, the passengers suspecting the escort and each other, everyone suspecting everyone else, while the driver only trusted the horses; and with these animals, he could place his hand on both volumes of the Holy Bible and swear with a clear conscience that they were not suited for this journey.",17.237,15.747,"The usual friendly atmosphere prevailed in the Dover mail coach, meaning that the guard was suspicious of the passengers, the passengers were suspicious of each other and the guard, in short, everyone was suspicious of everyone else. The only thing the driver was sure of was the condition of the horses; even if the world were to end, they wouldn't be able to make it up this road.",16.266,14.669,"On the journey to which the present story refers, what invariably happened on all trips occurred in the Dover stagecoach: the guard suspected the travelers, the travelers suspected each other and the guard, they all looked at each other with distrust, and as for the postilion, he was only sure of the horses: that is, with full awareness, he would have sworn by the Old and New Testament that the livestock was not fit for the task it was destined for.",16.271,15.038
40,“Wo-ho!” said the coachman.,− Oh ho! - The driver exclaimed.,16.037,6.275,"""Deeh!"" said the coachman.",45.966,36.556,—Giddy up! Giddy up! —shouted the postilion.,14.287,5.522
