line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
15,"No—Gatsby turned out all right at the end; it is what preyed on Gatsby, what foul dust floated in the wake of his dreams that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.","In the end, Gatsby was good, and it was precisely what tormented and haunted Gatsby, the filthy dust that floated above his awakened dreams, that temporarily closed my interest in the sorrows and short-lived joys of people.",15.881,12.331,"No - Gatsby ultimately achieved his desire. It was what caught Gatsby off guard, what covered him in ash and dust when he awoke from his dreams, that caused my interest in the futile sorrows and short-lived happiness of people to disappear for a while.",10.869,8.073,"No: Gatsby, in the end, turned out all right. It was what preyed on him, the foul dust that floated in the wake of his dreams, that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.",55.862,54.922
16,"My family have been prominent, well-to-do people in this Middle Western city for three generations.","Through three generations, my family has been a reputable and affluent family in this Midwestern city.",14.596,8.453,My family consists of wealthy and respectable people who have lived in this Midwestern city for three generations.,30.242,25.543,My family has enjoyed influence and well-being in this Midwestern city for three generations.,32.26,27.599
17,"The Carraways are something of a clan, and we have a tradition that we’re descended from the Dukes of Buccleuch, but the actual founder of my line was my grandfather’s brother, who came here in fifty-one, sent a substitute to the Civil War, and started the wholesale hardware business that my father carries on today.","The Carraway lineage lived like a clan; according to tradition, we are descendants of the Duke of Buccleuch. However, to be precise, the founder of our branch was my grandfather's brother. He came here in 1851, then sent a substitute to fulfill his duty in the Civil War, and established a wholesale business in metal mechanical tools that my father has inherited and managed up to this day.",15.69,14.034,"We Carraways are like a kind of clan. It is rumored that we are descended from the Duke of Buccleuch. But the real person who laid the foundation of our lineage is my grandfather's brother. After joining the Civil War as a reinforcement force, he settled here in '51 and established the wholesale hardware business that my father now continues.",18.738,17.046,"The Carraways are like a clan, and there is a tradition among us that we descend from the Dukes of Buccleuch, but the true founder of our family branch was my grandfather's brother, who arrived here in 1851, paid for someone else to take his place in the Civil War, and founded the wholesale hardware business that my father runs today.",36.072,34.986
18,"I never saw this great-uncle, but I’m supposed to look like him—with special reference to the rather hard-boiled painting that hangs in father’s office.","I have never seen the face of this great-uncle, but I believe I resemble him, based on the stern face in the portrait hanging in my father's room.",12.678,9.196,"I never met this great uncle, but those who saw the sharp-featured portrait hanging in my father's workplace said I resembled him a lot.",9.033,5.004,"I never got to know my great-uncle, but they say I resemble him, especially the stern portrait my father has hanging in his office.",12.053,8.301
19,"I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War.","I graduated from Yale University in New Haven in 1915, exactly a quarter of a century after my father. After that, I joined the fight against the German immigrants, known to everyone as the First World War.",33.212,31.441,"In 1915, exactly a quarter-century after my father, I graduated from New Haven. Soon after, I joined the delayed German expansion movement known to the world as the Great War (World War I).",26.829,24.624,"I finished my studies in New Haven[2] in 1915, exactly a quarter of a century after my father, and shortly thereafter I participated in that aborted Teutonic migration known as the Great War.",52.486,51.245
20,I enjoyed the counter-raid so thoroughly that I came back restless.,"I participated in the counterattack so zealously that when I returned home, I was still quite restless.",10.61,5.538,Our counterattacks gave me such great pleasure that I was saddened to return.,11.836,6.286,I enjoyed the counteroffensive so much that I returned full of unease.,22.384,15.728
21,"Instead of being the warm centre of the world, the Middle West now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.","The Midwest is no longer the most exciting center of the world for me; it now seems to have become a tattered edge of the universe. Therefore, I decided to go to the East to learn about stocks and financial securities.",14.113,11.044,The Midwest had ceased to be a bustling center of the world and had turned into a remote corner of the universe. So I decided to go East and get into the bond business.,26.565,24.298,"The Midwest no longer seemed to me the burning center of the world, but the last and miserable edge of the universe, and I decided to go East and learn the secrets of bond trading.",31.941,29.951
22,"Everybody I knew was in the bond business, so I supposed it could support one more single man.","Everyone I knew was in this industry, so I thought the market could still support another single young man like me.",22.479,17.404,"Everyone I knew was doing this job, and I thought that a bachelor like me could easily make a living this way.",10.956,7.238,"All my acquaintances were involved in bonds, so I thought the business could support one more.",24.896,19.482
23,"All my aunts and uncles talked it over as if they were choosing a prep school for me, and finally said, “Why—ye-es,” with very grave, hesitant faces.","All my aunts and uncles discussed this matter as if they were choosing a preparatory school for me. Finally, they declared ""Alright"" with serious and hesitant faces.",35.757,33.478,"After all the aunts, uncles, and cousins had long discussions on the subject as if they were choosing a suitable college for me, they said ""Alright"" with serious and concerned faces.",22.968,20.316,"My aunts and uncles debated the matter as if they were looking for a school for me, and finally said: ""Well, well... yes,"" very seriously, with an expression of doubt.",29.559,27.674
24,"Father agreed to finance me for a year, and after various delays I came East, permanently, I thought, in the spring of twenty-two.","My father agreed to support me for a year. After various delays, I finally arrived in the East in the spring of 1922, thinking I would stay there forever.",26.135,22.77,"My father agreed to send me money for a year, and after a few delays, I finally came East and settled permanently in the spring of 1922.",34.963,32.183,"My father agreed to finance me for a year and, after several postponements, I went East in the spring of 1922, forever, or so I thought.",38.743,36.394
25,"The practical thing was to find rooms in the city, but it was a warm season, and I had just left a country of wide lawns and friendly trees, so when a young man at the office suggested that we take a house together in a commuting town, it sounded like a great idea.","If I were to look for a room to rent in the city, it would probably be more practical and convenient for me. However, since it was the warm season at that time, and I had just left an area with vast grasslands and plenty of trees, when a young colleague suggested that the two of us rent a house in the suburbs, I immediately thought it was a good idea.",17.381,15.901,"The first thing to do was to rent a room in the city center, but the season was mild and I had just come from a region with vast meadows and friendly trees. When a young boy from work suggested renting a house in one of the nearby suburbs, it seemed like a great idea to me.",18.274,15.929,"The practical thing was to look for accommodation in the city, but it was very hot, and I was coming from a country generous with grass and hospitable trees, so when an office colleague suggested renting a house together in a nearby town, it seemed like a great idea.",37.402,36.282
26,"He found the house, a weather-beaten cardboard bungalow at eighty a month, but at the last minute the firm ordered him to Washington, and I went out to the country alone.","My colleague found a house, a weather-beaten wooden bungalow, for eighty dollars a month. But in the end, the company transferred him to Washington, and so I had to move to the suburbs alone.",22.495,19.915,"He found the house. For eighty dollars a month, it was a damp-worn, shabby building. When the company sent him to Washington at the last minute, the house was left to me.",22.672,19.648,"He found the house, a battered cardboard bungalow, for eighty dollars a month, but at the last minute, the company sent him to Washington, and I went to the countryside alone.",52.666,51.281
27,"I had a dog—at least I had him for a few days until he ran away—and an old Dodge and a Finnish woman, who made my bed and cooked breakfast and muttered Finnish wisdom to herself over the electric stove.","I had a dog - at least it stayed with me for a few days before it ran away - an old Dodge car, and a Finnish maid. Her daily tasks were to help me make the bed, cook breakfast, and mutter Finnish proverbs to herself by the electric stove.",17.823,15.506,"I got a dog, but it ran away a few days later. I had an old Dodge car and a Finnish helper who made my bed and prepared my breakfast. She would sit by the electric heater, murmuring something in her own language.",19.044,16.494,"I had a dog, or at least I had one for a few days until it ran away, an old Dodge, and a Finnish lady who made my bed and breakfast, and murmured Finnish proverbs next to the electric stove.",33.786,31.781
28,"It was lonely for a day or so until one morning some man, more recently arrived than I, stopped me on the road.","I felt lonely and lost for about a day or so, until one morning when a man who had just moved into the area behind me stopped me on the road.",29.261,26.765,I spent a couple of days alone like this.,2.885,1.115,"I felt lonely for a day, more or less, until one morning someone who had arrived after me stopped me on the road.",38.723,35.737
29,“How do you get to West Egg village?” he asked helplessly.,"""Could you please show me the way to West Egg village?""",32.941,27.825,"Then one morning, a man who apparently had arrived shortly after me stopped me and asked with a bewildered expression on his face, ""How can I get to the village of West Egg?""",5.748,3.153,"—How do you get to West Egg? —he asked me, confused.",43.352,38.72
30,I told him.,"This person asked, bewildered.",19.305,8.117,I showed how to get there.,19.206,7.81,I told him.,100.0,100.0
31,And as I walked on I was lonely no longer.,"I gave him directions, and as I continued walking, I no longer felt lonely; I had become a guide, a pathfinder, a pioneer.",10.016,6.774,"When I started walking again, I had the feeling that I was no longer alone.",12.692,7.159,"And, when I continued on my way, I no longer felt alone.",13.598,7.189
32,"I was a guide, a pathfinder, an original settler.","I gave him directions, and as I continued walking, I no longer felt lonely; I had become a guide, a pathfinder, a pioneer.",19.712,17.035,"I was a guide, one of the locals, giving directions to those around.",29.73,24.903,"I was a guide, an explorer, one of the first settlers.",37.048,31.615
33,He had casually conferred on me the freedom of the neighbourhood.,"This man, by chance, made me feel comfortable with the area I lived in.",8.11,3.01,"Unknowingly, he had granted me the freedom of being his neighbor.",31.149,23.901,That man had bestowed upon me the honor of being a citizen of the place.,13.527,7.655
34,"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer.","And then, under the rosy sunlight and the explosive sprouting of new buds on the trees, everything around grew rapidly like in a time-lapse film, it reminded me of a common reasoning, that life will start anew when summer comes.",10.896,8.048,"I couldn't help but feel that familiar sense of life beginning anew with the arrival of summer, as the bright sunlight filled those trees with lush green leaves at a speed reminiscent of the movies.",7.086,3.889,"And so, with the sunlight and the splendid explosion of leaves growing on the trees like things grow in time-lapse films, I had the well-known certainty that life begins again with the summer.",33.796,31.687
35,"There was so much to read, for one thing, and so much fine health to be pulled down out of the young breath-giving air.","There are too many books to read and so much abundant health to be enjoyed from fresh, youthful air.",14.798,11.244,"There were a lot of things to read, but first, I needed to fill my lungs with this fresh, invigorating air and feel healthy.",10.218,6.716,"There was so much to read, on the one hand, and so much health to inhale from the new and invigorating air!",36.517,34.02
36,"I bought a dozen volumes on banking and credit and investment securities, and they stood on my shelf in red and gold like new money from the mint, promising to unfold the shining secrets that only Midas and Morgan and Maecenas knew.","I bought about a dozen sets of books on banking, credit, and stock investment. The sets of books with red and gold-plated covers stood upright on the shelf, looking like freshly minted coins, promising to reveal the excellent secrets known only to Midas, Morgan, and Maecenas.",8.899,6.198,"I had placed a dozen books on banking, credit, and investment tools that I brought with me on the shelf. As they waited in front of me with their red and gilded covers like freshly minted crisp money from the mint, I felt that men like Midas, Morgan, and Maecenas were preparing to reveal their secrets known only to themselves.",12.073,10.028,"I bought a bunch of books on banking, credit, and the stock market, which, standing on the shelf, bound in red and gold, like money freshly minted, promised to reveal to me the radiant secrets that only Midas, Morgan, and Maecenas knew.",20.834,18.683
37,And I had the high intention of reading many other books besides.,I intend to read many more books.,10.513,4.18,"Of course, I would read other books as well.",14.514,7.858,And I also had the lofty purpose of reading many other books.,44.051,38.058
38,"I was rather literary in college—one year I wrote a series of very solemn and obvious editorials for the Yale News—and now I was going to bring back all such things into my life and become again that most limited of all specialists, the “well-rounded man.”","When I was in college, I really liked literature. One year, I wrote a series of coherent and serious editorials for the Yale News school newspaper. Now I will bring all that experience back into my life and once again become the rarest of experts, a well-rounded person.",20.99,19.09,"I was interested in literature when I was at university. I had written serious and quality articles for a year in the school newspaper called Yale News. Now I was preparing to bring all of this back into my life. I would become one of those ""versatile intellectuals"" from the most restricted fields of expertise.",8.024,5.941,"At university, I had felt certain literary inclinations —one year I wrote a series of editorials for the Yale News, full of clichés and solemnity— and now I was going to revive that until I became the most limited of all specialists, ""the complete man.""",33.17,31.767
39,"This isn’t just an epigram—life is much more successfully looked at from a single window, after all.","This is not a sarcastic statement - ultimately, life becomes easier to understand when we observe it from just one window.",7.564,2.769,This is not just a satire. Life seems much more visible to succeed when viewed from a single window.,20.57,15.362,"This is not just an epigram, because, after all, life is best observed from a single window.",25.164,19.692
40,It was a matter of chance that I should have rented a house in one of the strangest communities in North America.,It was truly an opportunity that led me to rent a house in one of the most peculiar places in North America.,36.938,33.904,It was entirely by chance that I rented a house in a region where the strangest people of North America lived.,26.218,20.665,It was by chance that I rented a house in one of the strangest communities in North America.,63.306,62.238
41,"It was on that slender riotous island which extends itself due east of New York—and where there are, among other natural curiosities, two unusual formations of land.","It is a long, narrow, and rich island stretching eastward from New York. Among the other rare and strange sights there are two strips of land with peculiar shapes.",7.751,4.265,"My house was on that narrow island extending east of New York, in the midst of chaos. Besides the strange natural landscapes here, there were two extraordinary terrestrial formations.",12.013,8.841,"It was on that narrow and bustling island that extends east of New York and where, among other natural curiosities, two rare land masses are formed.",36.504,34.054
42,"Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.","They are about twenty miles away from the city, looking like a pair of giant eggs, identical in shape and separated by a long strip of water, elegantly called a strait. The two eggs protrude, encroaching into the most tamed saltwater area in the Western Hemisphere, the Long Island Sound, a vast wet livestock farm.",22.176,20.466,"About thirty kilometers away from the city center, a pair of gigantic eggs, identical to each other and separated only by a delicate bay, extending to Long Island Sound, the best cultivated saltwater region in the Western Hemisphere.",25.825,23.497,"About thirty kilometers from the city, two enormous eggs, identical in profile and separated only by a small bay, stand out in the most domesticated body of saltwater in the Western Hemisphere, the Long Island Sound, a great corral of humidity.",40.671,39.19
43,"They are not perfect ovals—like the egg in the Columbus story, they are both crushed flat at the contact end—but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead.","These two strips of land are not entirely oval. Like the egg in Columbus's anecdote, both are flattened at the end where they connect to the mainland. The similarity in shape is the reason why the seagulls flying overhead are constantly confused.",8.353,5.74,"They were not exactly oval. The points where both of them connected to the land were flattened, like the eggs in Columbus's story. There is no doubt that these gigantic eggs were a source of bewilderment for the seagulls flying over them.",7.435,4.975,"They are not perfectly oval—like Columbus's egg, both are flattened on the side they rest on—but their physical resemblance must be a source of perpetual wonder for the seagulls that fly over them.",33.337,31.48
44,To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size.,"However, for other wingless creatures, the magical allure here lies in the complete difference of everything between the two strips of land, except for shape and size.",12.31,8.929,"For us, the wingless ones, the dissimilarity of their features other than shape and size occupies the mind.",13.979,9.56,"For creatures without wings, their dissimilarity in every detail other than shape and size is a more interesting phenomenon.",33.482,29.17
45,"I lived at West Egg, the—well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.","My house is in West Egg - comparing the two eggs, this side is less luxurious, however, this is just a common saying to describe the peculiar difference between the two places, it is not a malicious comparison.",7.292,4.175,"I lived in West Egg, the less fashionable of the two. Still, I think this description falls short in expressing the bizarre and ominous contrast between them.",33.668,31.59,"I lived in West Egg, the..., well, the less fashionable of the two eggs, though this is the most superficial formula to express the strange, rather sinister contrast between them.",39.878,38.077
46,"My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season.","My house is right at the sharp tip of the egg, only about fifty yards from the strait, wedged between two massive houses whose rental prices range from twelve to fifteen thousand dollars each vacation season.",26.646,24.283,My house was at the very tip of the egg and only fifty meters from the Sound. It was squeezed between two huge houses that rented for twelve to fifteen thousand dollars a season.,49.91,48.268,"My house was at the tip of the egg about fifty meters from the strait, squeezed between two imposing mansions that rented for twelve or fifteen thousand dollars a season.",45.274,43.399
47,"The one on my right was a colossal affair by any standard—it was a factual imitation of some Hôtel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden.","The house to the right of mine is a gigantic architectural structure by any standard. It was built based on the architecture of some town hall in Normandy, France. The house is still new, nestled under sparse ivy vines, it includes a tower built on the side, a marble swimming pool, and over forty acres of lawns and gardens.",16.099,14.314,"The one on the right was a colossal affair by any standard. It was a replica of the Hotel de Ville in Normandy. Beside the building, there was a tower covered with ivy, a marble swimming pool, and over twenty acres of lawn and garden.",36.37,35.226,"The one that rose to my right was colossal without question, a faithful copy of some Hôtel de Ville in Normandy, with a tower on one side, extraordinarily new under a sparse beard of young ivy, a marble pool, and twenty acres of gardens and lawn.",38.567,37.422
48,It was Gatsby’s mansion.,That is Gatsby's mansion.,33.981,21.364,This was Gatsby's mansion.,37.606,23.644,It was Gatsby's mansion.,44.721,30.214
49,"Or, rather, as I didn’t know mr Gatsby, it was a mansion inhabited by a gentleman of that name.","More precisely, since I had not yet met Gatsby, it was the massive mansion residence of a nobleman by that name.",21.511,16.629,"Since I didn't know him at the time, it would be more accurate to say a gentleman named Gatsby.",9.946,5.554,"Or, more precisely, since I did not know Mr. Gatsby, it was the mansion of a gentleman who went by that name.",22.869,17.896
50,"My own house was an eyesore, but it was a small eyesore, and it had been overlooked, so I had a view of the water, a partial view of my neighbour’s lawn, and the consoling proximity of millionaires—all for eighty dollars a month.","My house next door became an eyesore, but only a small one because no one really paid attention to it. Therefore, I got to enjoy the sea view, a part of the neighbor's lawn, and the comfort of living near millionaires while only paying eighty dollars a month.",20.631,18.791,"My own house, which was an eyesore, didn't attract much attention. For a mere eighty dollars a month, I lived next to a millionaire, overlooking a small part of my wealthy neighbor's garden and the Sound.",17.595,15.141,"My house was a horror, but an insignificant horror, which no one had noticed, so it had views of the sea and part of my neighbor's lawn, as well as the comforting proximity of millionaires, all for eighty dollars a month.",20.185,17.752
51,"Across the courtesy bay the white palaces of fashionable East Egg glittered along the water, and the history of the summer really begins on the evening I drove over there to have dinner with the Tom Buchanans.","On the other side of the bay are the white castles of the luxurious East Egg village, resplendently lining the coast. The historic summer truly began one afternoon when I drove over there to have dinner with Tom Buchanan and his wife.",24.183,22.132,"Actually, the story of the summer began when I went to the Buchanans for dinner, accompanied by the white mansions stretching along the sea under the evening sun of East Egg on the opposite shore of the delicate bay.",10.62,7.399,"On the other side of the small bay, the white palaces of the elegant East Egg glittered in the water, and the story of that summer begins precisely the night I went to dine at Tom Buchanan's house.",23.79,21.244
52,"Daisy was my second cousin once removed, and I’d known Tom in college.","Daisy was my distant cousin, and Tom I had known since college.",22.266,15.815,His wife Daisy was my second cousin. I knew Tom from university.,31.875,26.924,"Daisy was a distant cousin of mine, and I knew Tom from university.",15.048,8.549
53,And just after the war I spent two days with them in Chicago.,"When the war had just ended, I had stayed with them for two days in Chicago.",19.673,13.911,I had stayed at their house in Chicago right after the war.,20.726,14.563,"And, just after the war, I spent a couple of days with them in Chicago.",47.668,44.22
54,"Her husband, among various physical accomplishments, had been one of the most powerful ends that ever played football at New Haven—a national figure in a way, one of those men who reach such an acute limited excellence at twenty-one that everything afterward savours of anticlimax.","In addition to many different physical achievements, Tom, Daisy's husband, was once one of the strongest rugby players in New Haven. He was also considered a player of national stature, who, when at his peak at the age of twenty-one, reached such heights that everything he achieved afterward could never compare.",6.686,4.53,"Daisy’s husband, in addition to many athletic achievements, was one of the best forwards to have ever played on the school team in New Haven. He was practically a national hero. By the age of twenty-one, he had achieved such magnificent successes that everything he did afterward was overshadowed by them.",7.084,4.851,"Daisy's husband, among other physical achievements, had been one of the most powerful ends to ever play football at New Haven: a national figure, one might say, one of those men who at twenty-one reach such a degree of excellence in a particular type of activity that everything that comes afterward feels like a disappointment.",31.045,29.727
55,"His family were enormously wealthy—even in college his freedom with money was a matter for reproach—but now he’d left Chicago and come East in a fashion that rather took your breath away: for instance, he’d brought down a string of polo ponies from Lake Forest.","Tom's family was extremely wealthy, and even during his college years, Tom's extravagant spending habits drew much criticism. Now, although Tom has left Chicago to live in the East, his lifestyle still leaves people in awe, such as how he brought an entire herd of polo ponies from Lake Forest.",14.981,13.27,"His family was extremely wealthy. He was criticized during his university years for having unlimited freedom when it came to money. But now he had left Chicago and come to the East. He did it in such a way that it took people's breath away. For example, he brought along a number of polo ponies from Lake Forest when he came.",15.649,14.065,"His family was excessively wealthy—to the point that in college his liberality with money was a subject of censure—but now they had moved from Chicago to the East, with a lifestyle that took one's breath away; for example, he had brought a stable of polo ponies from Lake Forest.",23.088,21.335
56,It was hard to realize that a man in my own generation was wealthy enough to do that.,It is hard to imagine that a young man born in the same the generation like mine that has become wealthy enough to spend at that level.,12.397,8.529,"For my generation, it is hard to even imagine having the wealth to do such a thing.",12.504,7.013,It was hard to understand that a member of my generation could be rich enough to afford such a thing.,22.048,16.635
57,Why they came East I don’t know.,I don't know the reason why they moved to live in the East.,14.075,7.475,I don't know the reasons for coming to the East.,13.844,5.3,I don't know why they came to the East.,27.636,19.305
58,"They had spent a year in France for no particular reason, and then drifted here and there unrestfully wherever people played polo and were rich together.","They once lived in France for a year for no reason at all. After that, they kept drifting from place to place, living anywhere as long as there were polo players and wealthy people gathering.",9.152,6.244,"They had stayed in France for a year without any reason, wandering around places where rich people played polo.",15.162,11.58,"They had spent a year in France without any specific reason, and then they had gone from place to place, restlessly, wherever polo was played or the rich gathered.",29.037,26.765
