line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
10,"José Arcadio Buendía, whose unbridled imagination always went beyond the genius of nature and even beyond miracles and magic, thought that it would be possible to make use of that useless invention to extract gold from the bowels of the earth.","José Arcadio Buendía, whose imagination often went far beyond the essence of nature and exceeded by far the miracles and mystical tricks, thought that this useless invention could be used to extract gold from the earth.",28.983,26.851,"Jose Arcadio Buendia, whose unbridled imagination extended beyond the wonders of nature, the most improbable miracles, and even magic, thought that this useless invention could be used to extract gold from the earth's core.",25.708,23.58,"José Arcadio Buendía, whose unbridled imagination always went beyond the ingenuity of nature, and even beyond miracle and magic, thought it was possible to use that useless invention to extract gold from the earth.",52.529,51.543
11,"Melquíades, who was an honest man, warned him: “It won’t work for that.”","Menkyađêt, being a noble person, warned him in advance: ""This thing cannot be used for that purpose.""",12.721,8.669,"Melquiades, being an honest man, warned him, ""It is useless for that.""",38.419,34.579,"Melquíades, who was an honest man, warned him: ""It won't work for that.""",69.11,67.495
12,"But José Arcadio Buendía at that time did not believe in the honesty of gypsies, so he traded his mule and a pair of goats for the two magnetized ingots.","But José Arcadio Buendía, not believing in the noble nature of the gypsies at that time, immediately traded a donkey and a pair of goats for two magnets.",32.823,30.134,"Since Jose Arcadio Buendia did not trust the honesty of the gypsies at that time, he traded his mule and a pair of goats for two magnetic ingots.",43.826,41.814,"But José Arcadio Buendía did not believe in the honesty of the gypsies at that time, so he traded his mule and a batch of goats for the two magnetized ingots.",70.759,69.754
13,"Úrsula Iguarán, his wife, who relied on those animals to increase their poor domestic holdings, was unable to dissuade him.","Úrsula Iguarán, his wife, who had thought of using these livestock to expand their dilapidated house, could not persuade him.",31.529,28.489,"His wife, Ursula Iguaran, who relied on these animals to increase the few pieces of broken-down furniture and goods in the house, tried to dissuade him to no avail.",20.204,16.192,"Úrsula Iguarán, his wife, who counted on those animals to expand the meager domestic assets, could not dissuade him.",43.453,40.847
14,"“Very soon well have gold enough and more to pave the floors of the house,” her husband replied.","""Oh dear, we will have plenty of gold to build a house, don't worry,"" he retorted.",9.11,4.725,"Her husband said nothing but, ""Very soon we will have enough gold to cover the floor of the house and then some,"" and to prove the correctness of his idea, he toiled for months.",8.29,5.563,"""Very soon we will have so much gold that we can pave the house with it,"" her husband replied.",20.063,15.083
15,For several months he worked hard to demonstrate the truth of his idea.,"For several months, he worked tirelessly to turn his predictions into reality.",21.389,14.95,"Her husband said nothing but, ""Very soon we will have enough gold to cover the floor of the house and then some,"" and to prove the correctness of his idea, he toiled for months.",6.908,4.501,For several months he endeavored to prove the accuracy of his conjectures.,30.713,23.567
16,"He explored every inch of the region, even the riverbed, dragging the two iron ingots along and reciting Melquíades’ incantation aloud.","He meticulously dug all over the region, even under the riverbed, dragging the two magnets and loudly reciting Menkyađêt's prayer.",35.092,32.109,"He scoured the entire region, dragging the two iron ingots behind him and shouting Melquiades' magical words, until he reached the riverbed.",28.386,24.947,"He explored the region inch by inch, including the riverbed, dragging the two iron ingots and reciting Melquíades' incantation aloud.",44.934,42.147
17,The only thing he succeeded in doing was to unearth a suit of fifteenth-century armor which had all of its pieces soldered together with rust and inside of which there was the hollow resonance of an enormous stone-filled gourd.,"The only thing he unearthed was a 15th-century suit of armor, covered in rust, inside like a giant pumpkin filled with stones.",10.251,7.606,"In the end, all he found was a fifteenth-century suit of armor, fused together by rust and making a hollow sound like a giant pumpkin filled with stones.",6.511,3.589,"The only thing he managed to unearth was a fifteenth-century armor with all its parts soldered together by a crust of rust, whose interior had the hollow resonance of an enormous gourd filled with stones.",26.011,23.655
18,"When José Arcadio Buendía and the four men of his expedition managed to take the armor apart, they found inside a calcified skeleton with a copper locket containing a woman’s hair around its neck.","When José Arcadio Buendía and his four-man excavation team dismantled this armor, they found a human skeleton turned to lime, with a copper reliquary containing a lock of women's hair dangling from its neck.",24.076,20.92,"When Jose Arcadio Buendia and his four-man exploration team managed to dismantle the armor, a calcified skeleton with a copper medallion around its neck containing a lock of woman's hair emerged from inside.",25.323,22.484,"When José Arcadio Buendía and the four men of his expedition managed to disassemble the armor, they found inside a calcified skeleton that wore a copper locket with a woman's curl around its neck.",63.949,62.87
19,In March the gypsies returned.,The gypsies returned to the village in March.,32.073,23.357,The gypsies came again.,30.789,19.358,"In March, the gypsies returned.",59.155,48.892
20,"This time they brought a telescope and a magnifying glass the size of a drum, which they exhibited as the latest discovery of the Jews of Amsterdam.","This time they brought with them a telescope and a magnifying glass with a mirror as large as a drum, which they displayed as if they were the latest discoveries of the Jews in Amsterdam.",36.347,34.355,"This time, they brought a magnifying glass the size of a drum, which they claimed was the latest invention of the Jews from Amsterdam.",50.898,49.096,"This time they brought a telescope and a magnifying glass the size of a drum, which they exhibited as the latest discovery of the Jews of Amsterdam.",100.0,100.0
21,They placed a gypsy woman at one end of the village and set up the telescope at the entrance to the tent.,They had a gypsy girl sit at the entrance of the village and placed the telescope right at the entrance of the tent.,27.636,22.133,They placed a gypsy woman at the other end of the village and set up the telescope at the entrance of their tent.,70.915,69.638,They seated a gypsy woman at one end of the village and set up the telescope at the entrance of the tent.,80.326,79.448
22,"For the price of five reales, people could look into the telescope and see the gypsy woman an arm’s length away.","After paying five reals, the villagers peered through the telescope and saw the gypsy girl as if she were within arm's reach.",12.537,8.53,Anyone who paid five reals could look through the telescope and see the gypsy woman as if she were just a yard away.,32.471,29.456,"For the payment of five reales, people would look through the telescope and see the gypsy woman within arm's reach.",47.195,44.755
23,"“Science has eliminated distance,” Melquíades proclaimed.","""Science has shortened distances,"" Melquiades advertised: ""Soon, without having to leave one's own house, people will be able to know anything that happens on earth.",4.082,1.478,"Melquiades declared, Science has eliminated distance.",28.684,20.612,"“Science has eliminated distances,” Melquíades proclaimed.",65.6,59.695
24,"“In a short time, man will be able to see what is happening in any place in the world without leaving his own house.”","""",0.0,0.0,"Very soon, mankind will be able to see what is happening anywhere in the world without stepping out of their homes.",37.511,35.437,"“Soon, man will be able to see what happens anywhere on earth without leaving his home.",30.668,28.89
25,A burning noonday sun brought out a startling demonstration with the gigantic magnifying glass: they put a pile of dry hay in the middle of the street and set it on fire by concentrating the sun’s rays.,"One scorching afternoon, they conducted a terrifying experiment with the giant magnifying glass: they piled a heap of dry grass in the middle of the road and focused the sun's rays through the magnifying glass, causing the entire heap to burst into flames.",17.771,15.646,The scorching midday heat showcased the astonishing demonstration of the giant magnifying glass: They piled up dry grass in the middle of the street and focused the sun's rays through the magnifying glass to set it on fire.,30.313,28.394,"”One scorching midday, they made an astonishing demonstration with the gigantic magnifying glass: they placed a pile of dry grass in the middle of the street and set it on fire by concentrating the sun's rays.",59.309,58.328
26,"José Arcadio Buendía, who had still not been consoled for the failure of big magnets, conceived the idea of using that invention as a weapon of war.","José Arcadio Buendía, still disheartened by the failure of using magnets to find gold, conceived the idea of using this invention as a weapon.",38.83,36.532,"Still unable to accept the failure of his magnets, Jose Arcadio Buendia decided to use this invention as a weapon of war.",28.043,25.7,"José Arcadio Buendía, who had not yet consoled himself for the failure of his magnets, conceived the idea of using that invention as a weapon of war.",73.315,72.386
27,"Again Melquíades tried to dissuade him, but he finally accepted the two magnetized ingots and three colonial coins in exchange for the magnifying glass.","Once again, Melquiades dissuaded him. But then Melquiades had to take back the two magnets and accept three colonial coins in exchange for the magnifying glass from José Arcadio Buendía.",31.08,28.851,"Although Melquiades tried to dissuade him again, he eventually accepted two magnetized ingots and three gold coins minted for the colonies in exchange for the magnifying glass.",45.439,43.291,"Melquíades, once again, tried to dissuade him. But he ended up accepting the two magnetized ingots and three pieces of colonial money in exchange for the magnifying glass.",45.198,43.308
28,Úrsula wept in consternation.,Úrsula wept bitterly.,38.94,27.535,Ursula cried and lamented.,24.028,10.682,Úrsula cried in dismay.,31.623,14.059
29,That money was from a chest of gold coins that her father had put together ova an entire life of privation and that she had buried underneath her bed in hopes of a proper occasion to make use of it.,That money was part of the gold coins her father had saved throughout his life of poverty and had buried under the bed for emergencies.,9.852,7.465,"The money had been taken from the chest full of gold that her father had saved all his life without eating or drinking, and that Ursula had buried under her bed, saying ""save for a rainy day.""",13.146,9.841,"That money was part of a chest of gold coins that her father had accumulated over a lifetime of hardships, and which she had buried under the bed waiting for a good opportunity to invest it.",30.933,29.086
30,"José Arcadio Buendía made no at. tempt to console her, completely absorbed in his tactical experiments with the abnegation of a scientist and even at the risk of his own life.","José Arcadio Buendía, without even intending to comfort his wife, threw himself wholeheartedly into experiments with the passion of a scientist and even ventured into deadly dangers.",21.016,18.088,"Jose Arcadio Buendia, a scientist so engrossed in his 'tactical' experiments that he would even risk his life, did not attempt to console his wife.",8.106,4.614,"José Arcadio Buendía did not even try to console her, wholly dedicated to his tactical experiments with the devotion of a scientist and even at the risk of his own life.",58.062,56.878
31,"In an attempt to show the effects of the glass on enemy troops, he exposed himself to the concentration of the sun’s rays and suffered burns which turned into sores that took a long time to heal.","To demonstrate the magnifying glass's effectiveness against enemies, he stood right in the focal point of the sunlight concentrated by the magnifying glass and got burned, the burns becoming sores that took a long time to heal.",27.177,25.182,"While trying to demonstrate the effect of the magnifying glass on enemy troops, he got so severely burned by the sun focused through the magnifying glass that his entire body was covered with unhealing sores.",17.696,15.306,"Trying to demonstrate the effects of the magnifying glass on the enemy troops, he exposed himself to the concentration of the sun's rays and suffered burns that turned into ulcers and took a long time to heal.",57.142,55.957
32,"Over the protests of his wife, who was alarmed at such a dangerous invention, at one point he was ready to set the house on fire.","He nearly burned down the house because he couldn't bear his wife's scolding, who had warned him of the dangers of this invention.",8.229,4.565,"Despite all the objections of his wife, who was terrified of such a dangerous invention, he even tried to set his own house on fire to see if it would catch.",32.331,30.087,"In response to his wife's protests, alarmed by such dangerous inventiveness, he almost set the house on fire.",21.995,19.222
33,"He would spend hours on end in his room, calculating the strategic possibilities of his novel weapon until he succeeded in putting together a manual of startling instructional clarity and an irresistible power of conviction.","He locked himself in his room for hours, calculating the strategic possibilities of the new weapon until he wrote a clear and persuasive pedagogical guide.",21.86,19.634,"Locking himself in his room for hours, calculating the possibilities of his new weapon, he finally produced a handbook whose instructive clarity was beyond question and whose persuasiveness was irresistible.",12.834,9.897,"He spent long hours in his room, making calculations about the strategic possibilities of his novel weapon, until he managed to compose a manual of astonishing didactic clarity and irresistible persuasive power.",31.675,29.499
34,"He sent it to the government, accompanied by numerous descriptions of his experiments and several pages of explanatory sketches; by a messenger who crossed the mountains, got lost in measureless swamps, forded stormy rivers, and was on the point of perishing under the lash of despair, plague, and wild beasts until he found a route that joined the one used by the mules that carried the mail.","He sent it to the authorities, accompanied by personal experience evidence and several explanatory drawings. He entrusted it to a messenger. This man crossed forests, got lost in dreadful swamps, crossed raging rivers, nearly lost his life to wild beasts, despair, and disease before finding the path frequented by the mail carriers' mules.",15.575,13.931,"He added a series of descriptions of the experiments he had conducted and a few pages of explanatory illustrations to the book, and sent it to the government with a courier. The courier, who crossed mountains, lost his way in endless swamps, battled raging rivers, and narrowly escaped death from despair, troubles, and wild animals, finally found the path that intersected with the road taken by the mules carrying the mail.",15.729,13.754,"He sent it to the authorities accompanied by numerous testimonies about his experiences and several sheets of explanatory drawings, in the care of a messenger who crossed the mountains, got lost in vast swamps, navigated stormy rivers, and nearly perished under the scourge of wild beasts, despair, and plague, before finding a route to connect with the mail mules.",29.327,28.223
35,"In spite of the fact that a trip to the capital was little less than impossible at that time, José Arcadio Buendía promised to undertake it as soon as the government ordered him to so that he could put on some practical demonstrations of his invention for the military authorities and could train them himself in the complicated art of solar war.","Despite the difficult journey to the capital at that time, José Arcadio Buendía planned to quickly manufacture the weapon if the government ordered a demonstration in front of military officials, and he would personally instruct them in the complex art of solar-powered warfare.",16.417,14.97,"Despite the impossibility of traveling to the capital at that time, Jose Arcadio Buendia promised to go to the capital as soon as the government ordered, to present a practical demonstration of his invention to the military authorities, and to teach those intricate war methods that operated with the sun.",19.741,18.151,"Despite the fact that the journey to the capital was almost impossible at that time, José Arcadio Buendía promised to attempt it as soon as the government ordered him to, in order to make practical demonstrations of his invention before the military powers, and personally train them in the complicated arts of solar warfare.",42.662,41.778
36,For several years he waited for an answer.,"For many years, he awaited the government's reply.",15.353,5.934,He waited for years for a response.,30.021,21.574,For several years he awaited a response.,40.565,32.26
37,"Finally, tired of waiting, he bemoaned to Melquíades the failure of his project and the gypsy then gave him a convincing proof of his honesty: he gave him back the doubloons in exchange for the magnifying glass, and he left him in addition some Portuguese maps and several instruments of navigation.","Finally, tired of waiting, he complained to Melquiades about the failure of his project at its very inception. Thus, the gypsies once again demonstrated their noble nature: they returned his doubloons and took back the magnifying glass, leaving him with several Portuguese maps and some nautical instruments.",27.144,25.665,"Finally, tired of waiting, when he complained to Melquiades about the failure of his plan, the gypsy proved his honesty by giving him some Portuguese maps and tools for drawing expedition routes, in addition to the coins he had given in exchange for the magnifying glass.",30.08,28.695,"Finally, tired of waiting, he lamented to Melquíades about the failure of his initiative, and the gypsy then gave a convincing proof of honesty: he returned the doubloons in exchange for the magnifying glass, and also left him some Portuguese maps and several navigation instruments.",51.978,51.112
38,In his own handwriting he set down a concise synthesis of the studies by Monk Hermann.,"Melquiades himself wrote a concise summary of Father Hermann's studies and placed it where he could use the telescope, compass, and sextant.",7.981,4.12,"After summarizing and writing by hand Keşiş Hermann's studies on how to use the astrolabe, compass, and sextant, he left them for Jose Arcadio.",5.49,1.997,"In his own handwriting, he wrote a concise summary of the studies of the monk Hermann, which he left at his disposal so that he could use the astrolabe, the compass, and the sextant.",14.044,10.844
39,"which he left José Arcadio so that he would be able to make use of the astrolabe, the compass, and the sextant.","Melquiades himself wrote a concise summary of Father Hermann's studies and placed it where he could use the telescope, compass, and sextant.",12.34,8.384,"After summarizing and writing by hand Keşiş Hermann's studies on how to use the astrolabe, compass, and sextant, he left them for Jose Arcadio.",14.36,10.724,"In his own handwriting, he wrote a concise summary of the studies of the monk Hermann, which he left at his disposal so that he could use the astrolabe, the compass, and the sextant.",32.466,30.746
40,José Arcadio Buendía spent the long months of the rainy season shut up in a small room that he had built in the rear of the house so that no one would disturb his experiments.,"During the long, endless rainy months, José Arcadio Buendía isolated himself in the small room at the back of the house so that no one could disturb him during his experiments.",30.219,27.767,Jose Arcadio Buendia locked himself in a small room he built at the back of the house so that no one would disturb his experiments during the long rainy season that lasted for months.,42.426,40.688,José Arcadio Buendía spent the long months of rain locked in a small room he built at the back of the house so that no one would disturb his experiments.,58.017,57.106
41,"Having completely abandoned his domestic obligations, he spent entire nights in the courtyard watching the course of the stars and he almost contracted sunstroke from trying to establish an exact method to ascertain noon.","By completely abandoning his regular eating and sleeping habits, he spent entire nights in the yard tracking the stars' paths and nearly developed a headache from his desire to devise an accurate method to find the South.",21.2,18.902,"He completely abandoned his household responsibilities and spent nights observing the orbits of the stars in the garden, almost getting sunstroke in his quest to find an infallible method to determine noon.",13.597,10.226,"Having completely abandoned domestic obligations, he spent entire nights in the courtyard watching the course of the stars, and nearly suffered a sunstroke trying to establish an exact method to find noon.",65.493,64.564
42,"When he became an expert in the use and manipulation of his instruments, he conceived a notion of space that allowed him to navigate across unknown seas, to visit uninhabited territories, and to establish relations with splendid beings without having to leave his study.","Once he mastered the use and control of the instruments, he conceived of a vast space that allowed him to sail on unknown seas, reach uninhabited lands, and befriend illustrious people without leaving his desk.",20.966,18.87,"Once he mastered using and operating his instruments, he developed a new concept of space that allowed him to explore unknown seas and uncharted lands and interact with marvelous beings without leaving his desk.",19.28,17.509,"When he became an expert in the use and handling of his instruments, he had a notion of space that allowed him to navigate unknown seas, visit uninhabited territories, and establish relationships with splendid beings, without needing to leave his study.",60.51,59.66
43,"That was the period in which he acquired the habit of talking to himself, of walking through the house without paying attention to anyone, as Úrsula and the children broke their backs in the garden, growing banana and caladium, cassava and yams, ahuyama roots and eggplants.","It was during this period that he developed the habit of talking to himself, wandering around the house without noticing anyone while Úrsula and the children weeded the garden, tended to the bananas, taro, cassava, yams, pumpkins, and eggplants.",27.149,25.384,"It was during this period that, while Ursula and the children exhausted themselves in the garden growing bananas, caladium, cassava, sweet potatoes, pumpkin roots, and eggplants, Jose Arcadio developed the habit of pacing around the house and talking to himself without looking at anyone.",13.793,11.025,"It was during this time that he acquired the habit of talking to himself, walking around the house without paying attention to anyone, while Úrsula and the children broke their backs in the garden tending to the plantain and the malanga, the cassava and the yam, the squash and the eggplant.",45.888,44.926
44,"Suddenly, without warning, his feverish activity was interrupted and was replaced by a kind of fascination.","Without any warning, he suddenly ceased all his fervent activities to immerse himself in contemplation.",10.196,5.351,"Then this feverish activity suddenly ceased, giving way to a sort of enchantment.",10.415,5.506,"Suddenly, without any warning, his feverish activity was interrupted and replaced by a kind of fascination.",76.3,74.825
45,"He spent several days as if he were bewitched, softly repeating to himself a string of fearful conjectures without giving credit to his own understanding.","For several days, he seemed bewitched, whispering to himself a series of astonishing hypotheses without trusting his own understanding.",20.528,16.117,"For a few days, as if bewitched, he kept repeating a series of assumptions one after another, not even sure if he understood them himself.",9.321,5.301,"He spent several days as if enchanted, repeating to himself in a low voice a string of astonishing conjectures, unable to believe his own understanding.",37.698,34.907
46,"Finally, one Tuesday in December, at lunchtime, all at once he released the whole weight of his torment.","Finally, at lunchtime on a Tuesday in December, he released all the tension in his mind.",25.627,20.247,"Finally, on a Tuesday afternoon in December, he revealed the worm that had been eating him up inside.",13.728,9.388,"Finally, one Tuesday in December, at lunchtime, he suddenly released the full burden of his torment.",58.291,56.502
47,"The children would remember for the rest of their lives the august solemnity with which their father, devastated by his prolonged vigil and by the wrath of his imagination, revealed his discovery to them:","The children would remember forever the solemnity of their father as he sat at the head of the table, trembling with fever, emaciated from prolonged observation and the bitterness of his imagination.",16.289,12.607,"The dignified solemnity of their father, who was worn out from the wrath of his imagination and weeks of sleeplessness, as he explained his discovery, never left the children's minds:",19.064,16.189,"The children would remember for the rest of their lives the august solemnity with which their father sat at the head of the table, trembling with fever, devastated by prolonged wakefulness and the fury of his imagination, and revealed his discovery to them:",54.019,53.078
48,"“The earth is round, like an orange.”","He announced his discovery to them: ""The earth is round, like an orange.""",41.791,38.891,"-The world is round, just like an orange.",46.478,37.992,—The Earth is round like an orange.,46.308,38.94
49,Úrsula lost her patience.,Mrs. Úrsula couldn't take it anymore.,16.516,6.567,Ursula's patience ran out.,28.574,12.703,Úrsula lost her patience.,100.0,100.0
50,"“If you have to go crazy, please go crazy all by yourself!” she shouted.","""If you are crazy, then be crazy by yourself,"" she screamed, ""but please don't fill the children's heads with your wild ideas.""",7.796,4.301,"If you intend to go mad, do it on your own!",9.905,5.288,"“If you are going to go crazy, go crazy by yourself,” she shouted.",39.331,34.365
51,“But don’t try to put your gypsy ideas into the heads of the children.”,"""If you are crazy, then be crazy by yourself,"" she screamed, ""but please don't fill the children's heads with your wild ideas.""",5.114,1.856,But don't try to fill the children's minds with those gypsy ideas!,12.785,7.335,“But don’t try to instill your gypsy ideas in the children.”,42.208,37.781
52,"José Arcadio Buendía, impassive, did not let himself be frightened by the desperation of his wife, who, in a seizure of rage, mashed the astrolabe against the floor.","José Arcadio Buendía remained silent, not allowing himself to be intimidated by his wife's outburst, during which she had angrily thrown the telescope to the floor, shattering it.",9.953,6.713,"she shouted. Jose Arcadio Buendia, who did not bat an eye, was not frightened by his wife's unbalanced excessiveness, who, in her rage, smashed the astrolabe to the ground.",15.385,11.555,"José Arcadio Buendía, unperturbed, was not intimidated by his wife’s desperation, who in a fit of rage smashed the astrolabe against the ground.",21.766,18.658
53,"He built another one, he gathered the men of the village in his little room, and he demonstrated to them, with theories that none of them could understand, the possibility of returning to where one had set out by consistently sailing east.","He made another one and gathered the men of the village in the small room, where, using theories incomprehensible to them, he demonstrated the possibility of returning to the starting point if ships kept sailing eastward.",28.902,27.204,"He made a new astrolabe and gathered all the men of the village in his room, proving with theories that none of them could grasp that a boat constantly steering could return to the point where it first set out to sea.",30.28,28.721,"He built another one, gathered the men of the village in the little room, and demonstrated to them, with theories that were incomprehensible to everyone, the possibility of returning to the starting point by always sailing eastward.",47.645,46.62
54,"The whole village was convinced that José Arcadio Buendía had lost his reason, when Melquíades returned to set things straight.","The entire village unanimously agreed that José Arcadio Buendía had lost his mind. At that moment, Melquíades returned to sort everything out.",33.624,30.675,"Just when the whole village was convinced that Jose Arcadio Buendia had lost his mind, Melquiades arrived and saved the situation.",31.79,28.31,"The entire village was convinced that José Arcadio Buendía had lost his mind, when Melquíades arrived to set things straight.",66.402,64.708
55,"He gave public praise to the intelligence of a man who from pure astronomical speculation had evolved a theory that had already been proved in practice, although unknown in Macondo until then, and as a proof of his admiration he made him a gift that was to have a profound influence on the future of the village: the laboratory of an alchemist.","He openly praised human intelligence by simply studying astronomy, having developed a theory that had been recognized in practice even though until then no one in the village of Macondo had known about it, and to express his admiration, he gave José Arcadio Buendía an alchemy laboratory, a memento that would have a decisive influence on the future of this village.",16.466,14.558,"Although it was not known in Macondo at the time, Melquiades praised Jose Arcadio's superior intellect, who had independently developed a theory that had already been proven in practice by merely contemplating astronomy, in front of everyone and, as a token of his admiration, gave him a gift that would have a profound impact on the village's future: an alchemist's laboratory.",19.544,17.878,"He publicly praised the intelligence of that man who, through pure astronomical speculation, had constructed a theory already proven in practice, although previously unknown in Macondo, and as a token of his admiration, he gave him a gift that would have a decisive influence on the future of the village: an alchemy laboratory.",32.638,31.341
56,By then Melquíades had aged with surprising rapidity.,"In those days, Melquíades aged so quickly that everyone was astonished.",10.769,4.065,"Meanwhile, Meiquiades had aged at an incredible speed.",16.99,9.288,"By that time, Melquíades had aged with astonishing rapidity.",37.265,28.998
57,On his first trips he seemed to be the same age as José Arcadio Buendía.,"During his initial visits to the village, he was almost the same age as José Arcadio Buendía.",42.769,39.697,"During his first visits, he appeared to be the same age as Jose Arcadio Buendia.",38.601,34.315,"In his early travels, he seemed to be the same age as José Arcadio Buendía.",70.526,68.897
58,"But while the latter had preserved his extraordinary strength, which permitted him to pull down a horse by grabbing its ears, the gypsy seemed to have been worn dowse by some tenacious illness.","But while the latter maintained his robust health, the kind that could bring down a horse by grabbing its ears, the gypsy seemed to have been debilitated by terrible pains.",46.544,45.232,"However, while Jose Arcadio maintained his strength to bring down a horse by grabbing its ears, the gypsy seemed to have been ravaged by a relentless ailment.",40.979,39.611,"But while the latter retained his enormous strength, which allowed him to bring down a horse by grabbing it by the ears, the gypsy seemed ravaged by a tenacious ailment.",33.972,31.824
59,"It was, in reality, the result of multiple and rare diseases contracted on his innumerable trips around the world.","In fact, it was the result of numerous strange diseases he had contracted during his travels around the world.",24.937,19.514,"In fact, this decline was the result of a rare assortment of diseases he had contracted during his countless journeys around the world.",21.008,16.217,"It was, in reality, the result of multiple and rare diseases contracted during his countless journeys around the world.",74.608,73.441
