en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
"“Not bad. As you must know, since you’re staying right across the street. The muffins are better. But still no interview. Sorry, Ms. Crawford, can’t do it.”","""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson""",['crawford'],"do street. Ms. across can’t bad. Sorry, “Not staying must But are no you it.” Crawford, better. since know, you’re the right still The muffins interview. As","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
"“I swear. I found out that Dave won the annual town fair pie-eating contest from 1960 to 1966, when he retired from competition. I learned that your father sat on the ducking stool at Old Home Days until 1972. There are amusing pictures of him in one of those old-fashioned bathing suits and a derby hat… waterproof, I assume.”","""title"": ""11/22/63"", ""author"": ""Stephen King""",['dave'],"father found the 1966, on bathing Home hat… learned of won 1972. in that “I pictures when contest stool are Days pie-eating retired one he old-fashioned annual There ducking assume.” waterproof, from him your and suits out I from to fair swear. until 1960 the I of I Dave those that competition. amusing at derby town a Old sat","""title"": ""A Prayer for Owen Meany"", ""author"": ""John Irving"""
"“I learned that when Dave went west, he packed everything he felt he needed into the saddlebags of his Harley-Davidson motorcycle and just took off. Your father and mother sold everything else he owned at a yard sale and sent him the money. Your dad also sold his house for him.”","""title"": ""The Bridges of Madison County"", ""author"": ""Robert James Waller""",['dave'],"else needed sale that owned sold west, he sold he at everything when Your house his into off. motorcycle he him everything a the Dave saddlebags and also he of him.” sent mother his for the and took packed just felt and learned went Harley-Davidson yard dad money. Your “I father","""title"": ""Zen and the Art of Motorcycle Maintenance"", ""author"": ""Robert M. Pirsig"""
"“At a pretty nice profit,” I said. “Which was good. By then Uncle Butch was painting full-time, and he used that money until he started selling his work.”","""title"": ""The Goldfinch"", ""author"": ""Donna Tartt""",['uncle butch'],"started was and used By was selling a good. full-time, said. nice Butch money work.” his he that profit,” painting he pretty I “At Uncle then until “Which","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"I remember a call I got in the fall of 1978, the dormitory mom (there actually were such things back then) puffing up to the third floor of Roberts Hall and telling me my mother was on the phone and sounded upset. I hurried down to Mrs. Hathaway’s little suite, afraid of what I might hear.","""title"": ""On Writing: A Memoir of the Craft"", ""author"": ""Stephen King""",['hathaway'],"I puffing was then) such dormitory of I telling of Hall might were little mother a to suite, sounded mom to the things upset. floor up I third me phone Hathaway’s Roberts afraid in and hear. 1978, actually call Mrs. my fall what the remember the hurried (there I got and back on of the down","""title"": ""The Shining"", ""author"": ""Stephen King"""
"“Yes. No. I don’t know. Something happened to your father while they were on their hunting trip in the 30-Mile Wood.” Then, as if an afterthought: “And to Butch.”","""title"": ""The Girl Who Loved Tom Gordon"", ""author"": ""Stephen King""",['butch'],"to “Yes. Butch.” an “And Something on in father happened your they know. Then, hunting the afterthought: if I as 30-Mile their trip were No. Wood.” don’t while to","""title"": ""The Shining"", ""author"": ""Stephen King"""
"“Maybe they went down to the crossroads,” she said. “You know, like Robert Johnson was supposed to have done. Made a deal with the devil.”","""title"": ""The Stand"", ""author"": ""Stephen King""",['robert johnson'],"Johnson a Robert like to was down crossroads,” went “You done. know, Made she devil.” have the to said. with the they supposed deal “Maybe","""title"": ""The Devil and Tom Walker"", ""author"": ""Washington Irving"""
"Ruth knew where the house was, of course. I’d seen her cruise past in her little Corolla several times, and once she stopped to snap pictures. I’m sure she also knew that Pop was most apt to walk our picket fence, looking at the daylilies, at midmorning, and if you don’t know by this point that she was a very determined lady, I haven’t done my job.","""title"": ""Fairy Tale"", ""author"": ""Stephen King""",['ruth'],"if picket by seen she was at stopped I done knew and times, that Corolla I’d haven’t was several the lady, my to past pictures. this her house Ruth once to and knew job. looking she little know where most a don’t our I’m her very Pop determined course. midmorning, in daylilies, apt you that of the snap walk at fence, she was, also point cruise sure","""title"": ""The Sound and the Fury"", ""author"": ""William Faulkner"""
"Two days after our off-the-record talk in the Koffee Kup, she came slow-rolling down Benson Street, and instead of driving past, she pulled over and stopped right next to the little signs on either side of the gate. One says PLEASE RESPECT OUR PRIVACY. The other says MR. CARMODY DOES NOT GIVE AUTOGRAPHS. I was walking with Pop as I usually did when he inspected the daylilies; he turned eighty-eight in that summer of 2021, and even with the cane he sometimes tottered.","""title"": ""Holly"", ""author"": ""Stephen King""",['carmody'],"past, in NOT turned Benson the tottered. little she the down Street, Kup, walking pulled eighty-eight and right did the The instead next usually was inspected PRIVACY. he summer when the as says days says Two I daylilies; I Koffee gate. with he and of MR. driving on DOES CARMODY talk in and of slow-rolling to side over that Pop she GIVE sometimes OUR PLEASE with the even after off-the-record either stopped came our AUTOGRAPHS. signs other RESPECT he One 2021, of cane","""title"": ""The Testaments"", ""author"": ""Margaret Atwood"""
"Ruth got out and approached the fence, although she made no effort to try the gate. Persistent, but also mindful of boundaries. I liked her for that. Hell, I liked her, period. She was wearing a flower-printed mask. Pop wasn’t, claimed they made it hard to breathe, but he’d had no objections to the vaccinations.","""title"": ""Fairy Tale"", ""author"": ""Stephen King""",['ruth'],"made that. mindful although gate. it approached of they she wasn’t, breathe, hard fence, objections also for Hell, her, he’d no to but to liked She made vaccinations. a but I period. mask. Pop Ruth no the liked was her effort the boundaries. had Persistent, got claimed wearing I flower-printed out the try and to","""title"": ""The Testaments"", ""author"": ""Margaret Atwood"""
"“My name is Ruth Crawford, sir. I wrote and asked for an interview. You turned me down, but I thought I’d try one more time in person before getting on the road to Boston.”","""title"": ""The Stand"", ""author"": ""Stephen King""",['ruth crawford'],"Ruth thought and I before sir. but name “My the person to I Boston.” on in interview. for road try more turned asked You down, wrote getting me an I’d time is Crawford, one","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"“The heart of darkness,” he said, and laughed. “Literary joke. I’ve got a bunch of them, although they have been gathering dust since I retired from giving interviews. A vow I intend to keep even though you seem like a nice woman, and Mark here tells me you’re well about it.”","""title"": ""The Thirteenth Tale"", ""author"": ""Diane Setterfield""",['mark'],"about a woman, he I’ve said, I them, like vow although even “Literary it.” and seem to “The darkness,” retired intend well giving me got interviews. you’re I laughed. joke. been tells though heart of since nice you keep here dust and gathering a A Mark they bunch from of have","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"She hesitated, because she probably had at least a hundred of them and this short interview over our picket fence, for which she hadn’t prepared, was going to be her only shot. And Pop’s smile—not entirely kind—said he knew the position he’d put her in.","""title"": ""11/22/63"", ""author"": ""Stephen King""",['pop'],"interview entirely prepared, in. hundred was least she he’d which a had her smile—not hesitated, fence, Pop’s shot. hadn’t the going them she to She her because only probably at our over and knew short of he position put kind—said this for And be picket","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
"“Hunting in the 30-Mile,” he said promptly. “We went the second week of November from the time we were teenagers right up until Butch mounted his steel pony and set sail for the golden west. We stayed at a little cabin in the woods that my grandfather built. Butch claimed that his grandfather pitched in when it came to the roofing, which might or might not have been true. It was a quarter-mile or so beyond Jilasi Creek. We had an old Willys jeep, and until ’54 or ’55, we drove it across the plank bridge, parked on the other side, and humped it to the cabin with our packs and our rifles. Then we got so we didn’t trust the Willys on the bridge because floods had undercut it some, so we’d park on the town side and walk across.”","""title"": ""It"", ""author"": ""Stephen King""",['butch'],"from parked woods golden town We set steel Willys we’d he or and side, or the on Jilasi when an was the until cabin until the ’55, got came that that or pitched we We mounted old packs and the Willys It week and teenagers in which drove Butch not we the been in at it our pony plank have the roofing, the Butch the it it built. jeep, park time second on floods said side rifles. humped claimed across.” didn’t the our 30-Mile,” walk grandfather undercut to across on some, true. grandfather a and “Hunting beyond we bridge quarter-mile west. in and his went November had right the with stayed the might Creek. it Then were ’54 so because so to up so had a promptly. his might of for sail little bridge, we trust other the cabin my “We","""title"": ""A River Runs Through It"", ""author"": ""Norman Maclean"""
"Ruth looked like she was afraid to break the spell (the one he’d cast over himself as well as her), so I spoke up. “It’s shallow. Turns male friendship into a dirty joke.”","""title"": ""It"", ""author"": ""Stephen King""",['ruth'],"up. she like male was into cast he’d himself as spell well friendship one over (the I joke.” as to a break afraid Turns Ruth shallow. “It’s dirty the her), spoke so looked","""title"": ""American Psycho"", ""author"": ""Bret Easton Ellis"""
"Pop lifted one arthritic hand in acknowledgement. I guided him back to the house and helped him up the porch steps. Ruth Crawford stood there for a bit, then got in her car and drove away. I never saw her again, but of course I read the article she wrote about Pop and Uncle Butch. It was lively and full of amusing anecdotes, if short on real insight. It was in Yankee magazine, and twice the length they usually allowed for their articles. I’m sure she really did get more than she expected when she stopped by the house on her way out of town, and that included the title: “Two Talented Bastids.”","""title"": ""11/22/63"", ""author"": ""Stephen King""",['ruth crawford'],"did arthritic their lifted guided she Pop articles. usually that Ruth back car they I her one length twice she in acknowledgement. was It was magazine, course town, she hand if him the sure amusing Uncle bit, Yankee the a saw in I’m read title: drove and Crawford Butch. article It steps. in got to wrote Talented way full and included on and of him stopped house about of more of on anecdotes, house for helped lively and really the the but than her I there stood her the get by when Pop insight. allowed expected out porch Bastids.” I away. she the short then and real never “Two again, and up for","""title"": ""The Shipping News"", ""author"": ""Annie Proulx"""
"“I can’t, Mark,” he said. “I just can’t. It would break me. You’ll have to do it. Box up her papers and put them in the basement. I’ll look at them eventually, and decide what needs to be kept.”","""title"": ""The Stand"", ""author"": ""Stephen King""",['mark'],"can’t. he You’ll Mark,” needs them what me. up eventually, would at put papers “I them to look can’t, in It have I’ll Box just break kept.” it. to her and and “I do decide basement. the said. be","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"I’m going on about this because there were few strike-outs or strike-overs in the finished manuscripts of The Lightning Storm, The Terrible Generation, and Highway 19. The spiral notebooks, on the other hand, were full of cross-outs, some so heavy they had torn the pages. Other pages had been entirely scribbled over, as if in a fury. There were marginal notes, like What happens to Tommy? and Remember the bureau!!! There were a dozen of those notebooks in all, and the one at the bottom was pretty clearly a trial run at The Lightning Storm. It wasn’t terrible… but it wasn’t very good, either.","""title"": ""The Dark Half"", ""author"": ""Stephen King""",['tommy'],"this clearly been pages. over, The either. very because the few or spiral the pages if bureau!!! on Remember it like notebooks There Terrible happens terrible… of wasn’t Lightning in a in those bottom hand, entirely of a about strike-overs on the and run some good, as so pretty Lightning torn cross-outs, wasn’t 19. other but of and manuscripts at strike-outs trial I’m marginal at in The to they scribbled It Highway heavy had one dozen The Tommy? were was notebooks, a The Other full were the Generation, the Storm. going What notes, had There Storm, were all, and there were finished the fury.","""title"": ""The Tommyknockers"", ""author"": ""Stephen King"""
Thinking of Ruth’s final question—also of my mother’s distress call in 1978—I found the banker’s box containing those old notebooks. I dug out the one I wanted and read some of it sitting crosslegged beneath a naked lightbulb.,"""title"": ""The Testaments"", ""author"": ""Margaret Atwood""",['ruth'],read I of and it final containing of wanted Ruth’s sitting found call the my lightbulb. I in question—also of naked beneath banker’s distress notebooks. box crosslegged a those 1978—I old the out dug one mother’s some Thinking,"""title"": ""House of Leaves"", ""author"": ""Mark Z. Danielewski"""
"Jack Elway stood on the porch, hands in his pockets, watching as black clouds rose in the west like smoke, blotting out the stars as they came. Thunder muttered. Lightning lit the clouds, making them look like brains, or so he thought. The wind began to pick up. Fire before rain, the boy thought. Fire before rain. The idea terrified him, but he couldn’t stop looking.","""title"": ""The Regulators"", ""author"": ""Stephen King""",['jack elway'],"rose Elway Thunder The as looking. the on in pockets, he Lightning rain, up. stop stood as wind watching thought. he making terrified the black The idea came. his him, but west Jack began clouds, before Fire them boy lit the to thought. rain. they the stars clouds porch, look brains, pick or like so like blotting couldn’t the muttered. smoke, hands out before in Fire","""title"": ""The Sound and the Fury"", ""author"": ""William Faulkner"""
"All over this country—all over the world—men and women are painting pictures, writing stories, playing instruments. Some of these wannabes go to seminars and workshops and art classes. Some hire teachers. The fruit of their labors is dutifully admired by friends and relatives, who say things like Wow, really good! and then forget it. I always enjoyed my father’s stories when I was a kid. They enthralled me and I thought Wow, really good, Pop! As I’m sure people passing on Dump Road saw Uncle Butch’s brash and busy murals of town life and thought Wow, really good! and then went on their way. Because someone is always painting pictures, someone is always telling stories, someone is always playing “Call Me the Breeze” on the guitar. Most are forgettable. Some are competent. A very few are indelible. Why that should be I don’t know. And how those two country men made the leap from good to good enough to great—I didn’t know that, either.","""title"": ""On Writing: A Memoir of the Craft"", ""author"": ""Stephen King""",['uncle butch'],"say town always their stories I Me All always Dump fruit that Some my I classes. went their saw be is Uncle this wannabes then how the and over writing from good, telling workshops things of forget always life world—men busy when really on playing the A guitar. someone good! murals women and to then Wow, playing Some good! hire really competent. Wow, always a stories, people the enough these dutifully and and it. stories, and on who painting father’s thought pictures, painting know those Why good Pop! leap seminars few country—all I by country I’m two thought labors to Because Breeze” are good Most is And know. and was men Butch’s pictures, brash are relatives, is sure Road As someone admired Wow, passing The and the don’t Some over are like teachers. friends enthralled and me is should on and really forgettable. art I way. to They very of go are didn’t instruments. “Call someone that, made of great—I enjoyed indelible. either. kid.","""title"": ""The Mezzanine"", ""author"": ""Nicholson Baker"""
"Two years after his brief interview with Ruth Crawford, Pop was once more inspecting the daylilies growing along the picket fence. He was showing me how outliers had begun to pop up on the other side of the fence, even on the other side of Benson Street, when I heard a muffled crack. I thought he might have stepped on a fallen branch. He looked at me with wide eyes, his mouth open, and I thought (I remember this clearly) This is what Pop looked like when he was a kid. Then he tilted to the side. He grabbed for the fence. I grabbed his arm. We both missed our holds. He fell to the grass and began screaming.","""title"": ""11/22/63"", ""author"": ""Stephen King""",['ruth crawford'],"of inspecting a the to when on had mouth He Crawford, Pop years stepped to both the with Two and me up fell Benson screaming. for missed fence. interview he looked like his outliers Pop Ruth pop growing was grass began thought grabbed kid. what a was the a tilted thought He he eyes, after along was arm. daylilies I have He I and our branch. fence, wide on his side. He the other once fence. the muffled clearly) This Then other is more We his me looked to heard begun side fallen remember grabbed when the the (I holds. this at of side even open, the Street, picket crack. showing might on how brief he I with I","""title"": ""A Prayer for Owen Meany"", ""author"": ""John Irving"""
I didn’t always carry my cell—I’m not of the generation that would no more go without a phone than without underwear—but that day I had it. I called 911 and told them I needed an ambulance at 29 Benson because my father had had an accident.,"""title"": ""The Silent Patient"", ""author"": ""Alex Michaelides""",['benson'],didn’t my always that day cell—I’m carry I father called at an more that I my of I phone told the them generation go had an not ambulance a it. without 29 no because I and accident. 911 had had needed without Benson would underwear—but than,"""title"": ""A Visit from the Goon Squad"", ""author"": ""Jennifer Egan"""
Patel made a call. Asked. Listened. Hung up. “He’s soupy from the pain medication but conscious and able to respond to questions. He wants to speak to you.”,"""title"": ""The Silent Patient"", ""author"": ""Alex Michaelides""",['patel'],to questions. Asked. Listened. pain He the wants able to Patel a and medication conscious made “He’s but respond call. to to speak Hung you.” up. soupy from,"""title"": ""Life of Pi"", ""author"": ""Yann Martel"""
"“If they’re gonna pick,” Butch said, “we should give em a day to do it when we can watch out for em and make sure some juicer or pothead doesn’t gash a leg and get gangrene.”","""title"": ""The Andromeda Strain"", ""author"": ""Michael Crichton""",['butch'],"out or Butch doesn’t “If can leg em make gangrene.” should and said, a “we a juicer day some gash get it do pothead when give em watch for they’re and pick,” sure to gonna we","""title"": ""Fight Club"", ""author"": ""Chuck Palahniuk"""
"We left on November 11th of that year, a Saturday, and the plan was to be back on the 17th or 18th, maybe earlier if one or both of us got our deer. If we did, we’d have plenty of time to get them dressed out at Ordway’s Butcher Shop in Gates Falls. Everyone enjoyed venison at Thanksgiving, especially Mark, who was due home from college on the 21st.","""title"": ""The Girl Who Loved Tom Gordon"", ""author"": ""Stephen King""",['mark'],"we got of in Gates college one home the Ordway’s due both maybe enjoyed did, of plenty was Butcher on venison we’d them get the a earlier have to to We Mark, back that year, Shop our us the of deer. especially 11th 21st. on at out dressed November at be left or or Saturday, 18th, on If and if Thanksgiving, from who 17th Everyone was time plan Falls.","""title"": ""A River Runs Through It"", ""author"": ""Norman Maclean"""
"“You’d be pulled over by a cop for sure if you tried,” I said, and slapped the side of the Willys. “NellyBelle hasn’t had an inspection sticker on her since 1964.”","""title"": ""11/22/63"", ""author"": ""Stephen King""",['nellybelle'],"her “You’d if over side 1964.” the slapped by cop had an hasn’t “NellyBelle sticker the tried,” you for and since a said, inspection be of on pulled sure Willys. I","""title"": ""Fear and Loathing in Las Vegas"", ""author"": ""Hunter S. Thompson"""
"Butch started across. I could hear the hollow clonk of his bootheels over the sound of the creek. When he got to the other side he put down his gear, dropped his pants, and mooned me.","""title"": ""The Road"", ""author"": ""Cormac McCarthy""",['butch'],"the When his of clonk the got side and Butch of he could pants, I hollow across. over sound gear, his the other bootheels creek. he his mooned down put hear the started to dropped me.","""title"": ""Slaughterhouse-Five"", ""author"": ""Kurt Vonnegut"""
"As we tarped NellyBelle to keep her from filling up with rain, Butch said, “This is the time one of us will go in the drink, you wait and see.”","""title"": ""The Great Santini"", ""author"": ""Pat Conroy""",['butch'],"drink, NellyBelle her you tarped wait from filling Butch the and said, go As time us one “This rain, in is will we the keep to up of with see.”","""title"": ""One Hundred Years of Solitude"", ""author"": ""Gabriel García Márquez"""
"The next day we ate a picnic lunch in the clearing, looking across the creek—which was more like a river that day—at NellyBelle. Butch made sandwiches, which he could be trusted to do. There was sweet water from our well to drink, and Hostess Fruit Pies for afters: blueberry for me, apple for Butch.","""title"": ""The Body"", ""author"": ""Stephen King""",['butch'],"Butch creek—which for that the more to well a made The day blueberry sandwiches, trusted we be and could drink, apple river our There like Hostess sweet looking Pies do. which from picnic was the afters: me, lunch a for day—at next Butch. he water was NellyBelle. to for clearing, ate in Fruit across","""title"": ""The Body"", ""author"": ""Stephen King"""
"“Did you see any deer?” Butch asked, licking frosting from his fingers. Well… those fruit pies aren’t exactly frosted, but they have a glaze that’s quite tasty.","""title"": ""It"", ""author"": ""Stephen King""",['butch'],"a you fruit they quite deer?” exactly licking that’s see pies his Butch asked, those any fingers. but “Did have from tasty. aren’t frosting Well… glaze frosted,","""title"": ""Goosebumps: The Haunted Mask"", ""author"": ""R.L. Stine"""
"“I actually think that could be true,” Butch said. “They do have a tendency to disappear after Halloween. But what about gunshots? Heard any?”","""title"": ""In the Woods"", ""author"": ""Tana French""",['butch'],"Heard after have any?” could tendency what to true,” Halloween. a said. actually that Butch “They think disappear do But gunshots? be about “I","""title"": ""It"", ""author"": ""Stephen King"""
"“It’s aliens,” Butch said in a low, joke-spooky voice. “They could be creeping toward us through the woods right now. With their disintegrator rayguns.”","""title"": ""It"", ""author"": ""Stephen King""",['butch'],"right joke-spooky be rayguns.” “They Butch now. through voice. woods the their us With in creeping said aliens,” low, could disintegrator a toward “It’s","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
"I had an idea for a story that afternoon—much later it became a novel called The Terrible Generation—and I was making some notes in one of my spiral notebooks that evening. I was trying to think of a good name for the villainous young man at the heart of the story when the cabin door banged open and Butch ran in. “Come here, Lare. You have to see this.” He grabbed his camera.","""title"": ""On Writing: A Memoir of the Craft"", ""author"": ""Stephen King""",['butch'],"I that and I a became The some banged this.” think I Butch making novel of Lare. see open name evening. young was his grabbed when that idea Terrible in was one the story had my You it notes later story a the to trying Generation—and “Come called here, to door of He of spiral afternoon—much an a have at cabin ran good camera. for heart the the notebooks in. for villainous man","""title"": ""On the Road"", ""author"": ""Jack Kerouac"""
"Butch took pictures. This was years before chip technology allowed for instant gratification, but I saw the prints later, after he developed them in his own little darkroom. They were disappointing. Just big circles of light above the dark jig-jags of the treetops. I have seen pictures of UFOs since then (or UAPs, if you prefer), and they are usually disappointing: blurry shapes that could be anything, including the trick photography of hoaxers. You had to be there to understand how wonderful it was, and how weird: great soundless lights moving in the clouds, seeming almost to waltz.","""title"": ""11/22/63"", ""author"": ""Stephen King""",['butch'],"but that was, you seen them of to be were developed light lights anything, how saw the I then and Butch to technology the treetops. little was UAPs, the Just above it pictures. I later, are understand allowed (or disappointing. in and pictures You soundless prefer), waltz. if had they This could photography clouds, instant since trick before he the great after of of big disappointing: moving his the there UFOs for including gratification, how have of prints weird: circles darkroom. seeming blurry in hoaxers. took years shapes be usually wonderful dark chip jig-jags own to They almost","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
"We stood there in the rain, waiting for something else to happen. Nothing did. After a little while Butch grabbed my shoulder. I gave a squawk.","""title"": ""The Body"", ""author"": ""Stephen King""",['butch'],"Nothing Butch something a did. shoulder. else gave in stood We happen. rain, grabbed there my waiting for the I little to squawk. After a while","""title"": ""On the Road"", ""author"": ""Jack Kerouac"""
"“We can tell people what we saw, but they won’t believe it,” Butch said. “Or they’ll shrug and say it was some crazy weather phenomenon.”","""title"": ""The Stand"", ""author"": ""Stephen King""",['butch'],"can it,” some won’t they was saw, said. crazy what shrug but it they’ll and “Or phenomenon.” we “We say weather believe Butch tell people","""title"": ""It"", ""author"": ""Stephen King"""
"It rained all the next day—the 14th, that would have been. Neither of us wanted to go out and get soaked looking for deer we probably wouldn’t find. I read and worked a little bit on the idea for my story. I kept trying to come up with a good name for the bad kid and didn’t have any luck—maybe because I didn’t have a clear fix on why the bad kid was bad. Butch spent most of the morning with his pad. He drew three different pictures of the lights in the clouds, then gave up in disgust.","""title"": ""The Body"", ""author"": ""Stephen King""",['butch'],"a a probably was bad wanted rained in He get up fix different the pictures any the It in on of pad. idea that Neither didn’t kept disgust. didn’t and lights morning Butch the for spent the most looking and of soaked story. we why wouldn’t would bad for three have next my deer us gave with have on go little read I find. and kid up good to kid day—the then because the all his have the luck—maybe clouds, clear the to 14th, of bad. been. a worked drew for with bit out name come trying I I","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
