en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
"Brad nodded at me. “You know, if she’s got the same thing you do, if you guys date each other, you’ll both find your soulmates when you break up.”","""title"": ""The Statistical Probability of Love at First Sight"", ""author"": ""Jennifer E. Smith""",['brad'],"you got guys if know, you up.” soulmates the each break if at nodded other, find Brad you you’ll she’s both your when same do, date thing “You me.","""title"": ""The Fault in Our Stars"", ""author"": ""John Green"""
"They were starting to do the couples thing for all the trips and birthdays. They were all going up to Lutsen in October to go hiking. They asked me if I wanted to go, but I didn’t. Not alone.","""title"": ""Normal People"", ""author"": ""Sally Rooney""",['lutsen'],"Not to Lutsen the birthdays. They do were didn’t. to starting all couples They go, They for if going asked the me hiking. to all wanted and were October alone. up I but go trips thing I to in","""title"": ""The Sound and the Fury"", ""author"": ""William Faulkner"""
"Brad took a swallow of his drink. “Ask that nurse out. Go wherever she is. Pitch the idea to her, she might be into it.”","""title"": ""Fight Club"", ""author"": ""Chuck Palahniuk""",['brad'],"is. it.” drink. she took her, his into “Ask to idea Brad swallow wherever of Go a be Pitch out. nurse she the might that","""title"": ""Ulysses"", ""author"": ""James Joyce"""
"“Yeah,” Brad said. “She dates you, you guys break up, and she rides happily into the sunset too. It’s a win-win. Seriously. This is your chance. If you don’t do something you’re gonna spend the rest of your life sending women on to their forever families and never getting one for you.”","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""",['brad'],"women you she chance. “She gonna and your break Seriously. sunset their rides into If happily families getting Brad you.” life dates “Yeah,” on said. for the to one too. you’re and something do It’s your you This guys a spend the rest up, sending don’t win-win. of never is forever you,","""title"": ""The Love Hypothesis"", ""author"": ""Ali Hazelwood"""
Brad looked me in the eye. “You will never find someone as long as all the women you date aren’t actually meant for you. You’re not their soulmate. Their soulmate is the person they meet after you. It’s decided the minute it starts. They are literally fated not to be The One. Think about it.”,"""title"": ""The Midnight Library"", ""author"": ""Matt Haig""",['brad'],starts. You’re meet are for the they not you. actually eye. it.” long the They looked to Think it someone decided the soulmate It’s you. Their their literally you Brad minute after aren’t find as as person about meant me fated be the will all soulmate. date women The is in never One. “You not,"""title"": ""The Statistical Probability of Love at First Sight"", ""author"": ""Jennifer E. Smith"""
"I had actually thought about her. I’d checked once or twice to see if she’d messaged me again. She hadn’t. The last message was me telling her it was nice chatting with her, three days ago. Trying to keep talking to her was a dead end if she lived somewhere else. But I don’t know. Maybe Brad had a point. What could it hurt to try? Worst-case scenario, I’d spend some time and money and have no connection with her. What was new? I was already doing that with every date that didn’t pan out anyway.","""title"": ""The Love Hypothesis"", ""author"": ""Ali Hazelwood""",['brad'],"her, date time spend I’d hurt every was actually lived was was message Worst-case I know. if didn’t could had Maybe her keep her. see She with to to talking money nice had and have else. ago. she’d doing don’t new? already it out anyway. to was was if somewhere some Trying pan her. hadn’t. connection days she with telling try? I scenario, I’d me dead checked once thought her three again. But it and The a point. What a no that me end chatting that Brad with last about I messaged to or twice What","""title"": ""Normal People"", ""author"": ""Sally Rooney"""
"I already knew what he did for a living because Maddy had cyberstalked him. Of course I couldn’t tell him that, so I had to ask questions.","""title"": ""The Love Hypothesis"", ""author"": ""Ali Hazelwood""",['maddy'],"Maddy living what because ask Of a so knew to had questions. he him. had course couldn’t I him cyberstalked already that, did for tell I I","""title"": ""An Absolutely Remarkable Thing"", ""author"": ""Hank Green"""
"Me: Not sure yet. I live with my best friend Maddy and we alternate who chooses where we’ll go next. She picked Hawaii, and I haven’t decided where to go after that.","""title"": ""People We Meet on Vacation"", ""author"": ""Emily Henry""",['maddy'],"where live Not sure with next. picked decided chooses friend Maddy I alternate where that. I best yet. Me: to go after haven’t and go who Hawaii, we’ll She we my and","""title"": ""Where'd You Go, Bernadette"", ""author"": ""Maria Semple"""
"For a moment I debated calling from a blocked number. He was nice, but I still didn’t know him. But I figured it was just as easy to block him later if he got creepy. I dialed and he picked up on the first ring. “Emma.”","""title"": ""You"", ""author"": ""Caroline Kepnes""",['emma'],"figured For I him. still ring. up nice, was a he just didn’t block got number. dialed debated I the a but know But blocked “Emma.” it on if easy later creepy. as moment He first and I was him picked he calling to I from","""title"": ""You"", ""author"": ""Caroline Kepnes"""
"“But what if it isn’t? I’m just playing devil’s advocate here. What if it isn’t? Brad said that everyone I’m serious enough to date more than twice is cosmically destined for someone else.” He went quiet for a beat. “Does nobody feel right to you? Like, there’s just enough there to give it a little go, but then the bottom falls out? Is that just me? Or is it like that for you also?”","""title"": ""Red, White &amp; Royal Blue"", ""author"": ""Casey McQuiston""",['brad'],"serious for give enough than I’m it “Does nobody He to playing Is Like, quiet feel for just out? Or you? destined here. that that Brad bottom for else.” a twice little go, if there everyone it is to I’m said right devil’s falls it also?” but more if there’s advocate beat. what cosmically date isn’t? just “But enough me? to like a What it the is isn’t? then that just someone you went","""title"": ""The Midnight Library"", ""author"": ""Matt Haig"""
"“Look,” he said. “I know the idea’s a little out there. But if this is actually a thing, we’re in a pretty low-risk/high-reward situation. We’d just have to hang out a few times and then stop. That’s it. If what Brad said is true and we can’t find our person because everyone we’re interested in is meant for someone else, I would actually really like it if it stopped.”","""title"": ""The Soulmate Equation"", ""author"": ""Christina Lauren""",['brad'],"person stop. idea’s said and it. Brad “I meant out someone situation. actually times a interested true is a a it if low-risk/high-reward our in have hang That’s is few and we find really if would actually for know we’re If everyone pretty a is this We’d he said. else, stopped.” I because then little it what like out to can’t just thing, the we’re But there. “Look,” in","""title"": ""Fight Club"", ""author"": ""Chuck Palahniuk"""
"I nodded and put up a finger. “I’ve got to go,” I said into the phone. “Maddy wants to watch a movie.”","""title"": ""Gone Girl"", ""author"": ""Gillian Flynn""",['maddy'],"go,” watch “I’ve put a finger. “Maddy the I into a movie.” to and nodded phone. wants got I to said up","""title"": ""The Road"", ""author"": ""Cormac McCarthy"""
"Maddy looked annoyed. “Probably didn’t pay the bill. You know, for someone who asks you for as much money as she does, she sure ends up in collections a lot. God, I hate her.”","""title"": ""Big Little Lies"", ""author"": ""Liane Moriarty""",['maddy'],"looked Maddy bill. hate in sure she as God, a pay money she I much you someone You the know, as for collections up asks lot. didn’t “Probably for ends who annoyed. her.” does,","""title"": ""The Sound and the Fury"", ""author"": ""William Faulkner"""
"I looked away from her. My relationship with my mother was complicated. It wasn’t complicated for Maddy though, she knew exactly how she felt about it.","""title"": ""Everything, Everything"", ""author"": ""Nicola Yoon""",['maddy'],"looked complicated. knew she was felt away my mother complicated My her. for how she Maddy from relationship about wasn’t exactly It it. I with though,","""title"": ""Everything I Never Told You"", ""author"": ""Celeste Ng"""
"I’d stopped calling jails and hospitals years ago when this kind of thing happened. Filing a missing person’s report was a waste of time. Amber moved too fast, was too impulsive. She’d go to a concert and climb onto a tour bus and end up across the US. Or she’d meet a guy at a bar and get invited to live on his boat for four months in Florida.","""title"": ""Sharp Objects"", ""author"": ""Gillian Flynn""",['amber'],"his of years to when moved She’d stopped jails across ago to concert for and the time. was missing calling end hospitals and a Filing Amber was months live fast, bus a waste this boat climb she’d guy kind a impulsive. tour a person’s a meet on of get too onto up happened. Florida. report and too at in bar go a thing US. I’d four and invited Or","""title"": ""Gone Girl"", ""author"": ""Gillian Flynn"""
"“I don’t understand how that woman made this,” Maddy said, going on, waving a hand over my face. “A fully functional member of society.”","""title"": ""The Magicians"", ""author"": ""Lev Grossman""",['maddy'],"my Maddy “I “A don’t face. how a of made that going understand this,” fully woman functional said, member hand society.” over on, waving","""title"": ""The Handmaid's Tale"", ""author"": ""Margaret Atwood"""
This is where we always landed with Mom. Maddy being furious on my behalf and me reminding her that Mom wasn’t all bad. Sometimes she was wonderful.,"""title"": ""Everything I Never Told You"", ""author"": ""Celeste Ng""",['maddy'],is behalf wonderful. that she This being my all on and her landed always me furious Sometimes wasn’t Mom Maddy was where reminding Mom. with we bad.,"""title"": ""Everything I Never Told You"", ""author"": ""Celeste Ng"""
"When my mother was at her best, you could meet her and walk away thinking you’d been in the presence of a Muse or an angel. This witty, enchanting woman who made you feel interesting and special.","""title"": ""The Glass Castle"", ""author"": ""Jeannette Walls""",['muse'],"Muse or of in an was This mother best, my a and who the at her meet angel. woman feel been special. interesting you you’d and away made thinking When presence could enchanting her you walk witty,","""title"": ""Ulysses"", ""author"": ""James Joyce"""
"Maddy’s moms were my foster parents. They’d wanted to be my real parents, but it just never felt right. I had a mom. And I was fourteen when they got me. The imprinting didn’t take. That’s all I could say about it, it just didn’t take. I cared about them. I called on their birthdays and came back with Maddy for Christmas when we could get it off. They just weren’t… mine. And Maddy knew it. It bothered her. She couldn’t wrap her brain around it and I couldn’t explain it to her in any way that she found acceptable.","""title"": ""The 5th Wave"", ""author"": ""Rick Yancey""",['maddy'],"we wanted acceptable. and I Christmas it back parents, any fourteen I be for moms it and her They’d when weren’t… my Maddy’s my bothered it I birthdays She imprinting real couldn’t called mom. around about to foster I they their I had in Maddy They And but just mine. on when found all off. couldn’t that knew The didn’t That’s didn’t wrap it just it never her. And way about it. came take. felt she her Maddy them. could just explain could to cared me. it, I say get was parents. take. right. brain were got with a It","""title"": ""The Ocean at the End of the Lane"", ""author"": ""Neil Gaiman"""
"Maddy hadn’t come back last night, as promised, and I guess the date went well because he was taking her to breakfast and then some art exhibit. She wouldn’t be home until dinner. I was off and had nothing to do and nowhere to be.","""title"": ""Ugly Love"", ""author"": ""Colleen Hoover""",['maddy'],"taking do be. dinner. and wouldn’t was nothing because to exhibit. home back and well I and She date the off hadn’t some I Maddy as went come was had and art her until nowhere he promised, to then breakfast be last guess night, to","""title"": ""Ulysses"", ""author"": ""James Joyce"""
"“Yeah, it had rope bridges and everything. We were on a quick two-week assignment to Atlanta. Maddy and I had to share a bed, but it was so cool.”","""title"": ""The Atlantis Gene"", ""author"": ""A.G. Riddle""",['maddy'],"a it Maddy assignment everything. had a bridges I Atlanta. it We to and had cool.” two-week rope “Yeah, to bed, share were and quick but so on was","""title"": ""An Abundance of Katherines"", ""author"": ""John Green"""
"“Not today. But when I had lunch with them yesterday we talked about the Reddit thread. I told them about you, obviously,” he said. “That’s when Brad gave me his prophecy about you and I being able to break the curse.”","""title"": ""The Inheritance Games"", ""author"": ""Jennifer Lynn Barnes""",['brad'],"you, he today. about with able “That’s “Not to them thread. Reddit and curse.” told the I I about we the talked Brad gave obviously,” had being his about I me you said. But prophecy when yesterday break lunch when them","""title"": ""Infinite Jest"", ""author"": ""David Foster Wallace"""
“That is exactly what I was telling Maddy a few weeks ago. Some guy proposed in front of a whole stadium at this game we went to—and the girl said no.”,"""title"": ""The Hating Game"", ""author"": ""Sally Thorne""",['maddy'],what Maddy few of went guy is in weeks at said stadium ago. telling this whole no.” game I Some we front exactly a the “That to—and was girl a proposed,"""title"": ""Infinite Jest"", ""author"": ""David Foster Wallace"""
"I pulled up to the high school pickup line and put the car in park, then grabbed my phone to look at the picture of Emma. Again.","""title"": ""Big Little Lies"", ""author"": ""Liane Moriarty""",['emma'],"the picture grabbed of then pickup the car school the line in and up put phone I to high park, at pulled Emma. to Again. look my","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"A bell rang and kids started pouring out. The last day of summer school. When I saw my brother, Alex, walking with a group of his friends toward the buses, I rolled down the passenger side window and leaned across the seat. “Hey! Need a ride?”","""title"": ""The Last Summer of the Garrett Girls"", ""author"": ""Jessica Spotswood""",['alex'],"of bell school. walking When passenger my a summer started I rolled pouring kids and The I and ride?” of side his Alex, the saw “Hey! out. window Need brother, seat. a rang A last group friends the leaned across the with toward buses, day down","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"I got up. “I gotta get going,” I said flatly. “Want me to run this up to Sarah?” I nodded at the bag of food for my sister.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['sarah'],"Sarah?” going,” this to I got me run get up. up the nodded sister. gotta I at flatly. I to “Want said of food “I my for bag","""title"": ""The Lovely Bones"", ""author"": ""Alice Sebold"""
"I came in and looked around. “This is new,” I said. She had red LED string lights along the walls. The whole bedroom was bathed in red. It was sort of depressing. “I got you McDonald’s.”","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['mcdonald'],"I and string the It I in “This was The along She whole is of McDonald’s.” was looked sort said. in got bathed “I around. LED depressing. walls. bedroom red. had lights new,” red came you","""title"": ""American Psycho"", ""author"": ""Bret Easton Ellis"""
"I leaned back in my chair. “Well, I did the same exact thing I did when I woke up yesterday—drank my coffee while staring morosely at my personal billboard. Walked Brad. Worked for a few hours, then I took my little brother for driving lessons—Oh, I forgot. I also made you something.”","""title"": ""The Midnight Library"", ""author"": ""Matt Haig""",['brad'],"driving I in exact back personal did took same thing few forgot. my I lessons—Oh, then hours, up coffee Brad. woke I Walked brother you morosely leaned my for my the at little staring for a I while did my made also I billboard. when “Well, Worked chair. I yesterday—drank something.” I","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
"Maddy looked up. Then her eyes dropped to the laptop I was holding and she somehow immediately knew what was about to happen. “No.” She shook her head. “No. No, no, no, no, no. NO.”","""title"": ""The Stranger in the Woods"", ""author"": ""Michael Finkel""",['maddy'],"knew what head. dropped happen. Then looked “No.” somehow and She shook no, “No. to Maddy no. her holding she to was immediately about I no, no, her No, was up. eyes laptop NO.” the","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"As we started pulling our bags from the trunk, a brown-haired middle-aged woman came out of the side of the three-car garage. “Are you Emma?” she said in a thick Mexican accent.","""title"": ""The Summer I Turned Pretty"", ""author"": ""Jenny Han""",['emma'],"trunk, As in started Mexican a we the woman three-car of the said Emma?” you she a side our garage. thick bags brown-haired the came pulling middle-aged “Are of out from accent.","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"Maddy scoffed quietly. “Yeah, I don’t think we’re going to lose the house. They can probably see it from space.”","""title"": ""Big Little Lies"", ""author"": ""Liane Moriarty""",['maddy'],"I house. to space.” think the going it from scoffed Maddy lose They see “Yeah, can we’re probably quietly. don’t","""title"": ""The Martian"", ""author"": ""Andy Weir"""
"Maddy must have been thinking the same thing I was. “Does it rain a lot in Minnesota?” she asked, raising her voice over the sound of the old motor.","""title"": ""Everything, Everything"", ""author"": ""Nicola Yoon""",['maddy'],"thinking it of must been her the voice sound I she the rain over have motor. “Does old in the Minnesota?” same lot Maddy raising a asked, was. thing","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
We lugged our bags up the stairs and were sweating by the time we made it to the door. We came in through a screened-in porch that overlooked the lake. Maddy and I shared a glance. It was adorable. White wicker rocking chairs and a small matching loveseat with thick floral cushions. A cute coffee table and plastic ferns in wrought-iron planters and hanging baskets.,"""title"": ""Big Little Lies"", ""author"": ""Liane Moriarty""",['maddy'],door. loveseat it and adorable. lugged A through up sweating floral the We I cushions. our were glance. in wrought-iron coffee chairs White overlooked wicker and It planters porch table ferns matching and that came lake. baskets. we plastic and cute thick and a rocking We to time a with Maddy was the made in a hanging by small bags the shared screened-in stairs the,"""title"": ""Where the Crawdads Sing"", ""author"": ""Delia Owens"""
"The bedrooms were off the living room on either side of a short hallway with a single bathroom shared in the middle. The bathroom had a white claw-foot tub, pale blue tile, and an old pedestal sink. I took the room with the cushioned reading nook in the window and Maddy picked the one with the hanging swing chair in the corner.","""title"": ""The Last Thing He Told Me"", ""author"": ""Laura Dave""",['maddy'],"corner. pale nook the in on the Maddy chair a with a and window The the a shared the one the had I with off short middle. side bathroom the bathroom either single hanging cushioned claw-foot room tile, an old took swing and were the hallway living tub, pedestal in picked in bedrooms of white the reading room with The sink. blue","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath"""
"Four hours later, Maddy and I were back at the cottage sitting in the screened-in porch. We’d had dinner in town and then boated back. The fridge was stocked up and we’d unpacked.","""title"": ""The Guest List"", ""author"": ""Lucy Foley""",['maddy'],"screened-in then boated The We’d in hours later, fridge were stocked back. Four was and cottage at unpacked. Maddy and porch. in up sitting back we’d dinner town and the I the had","""title"": ""The Summer I Turned Pretty"", ""author"": ""Jenny Han"""
"“I gave you the new number weeks ago, remember? I was still on Jeff’s plan and he canceled my line, can you believe that POS? God, J-named men are the worst.”","""title"": ""The Last Thing He Told Me"", ""author"": ""Laura Dave""",['jeff'],"on believe number you he J-named men I canceled are still the line, new my can that was and “I weeks POS? plan worst.” you ago, God, the remember? gave Jeff’s","""title"": ""Infinite Jest"", ""author"": ""David Foster Wallace"""
She looked away from me. “Emma…” Her eyes came back to mine. “Please. Please do it. Do it now before you lose the chance to meet them altogether. People don’t live forever.”,"""title"": ""The Invisible Life of Addie LaRue"", ""author"": ""V.E. Schwab""",['emma'],Her away now you came the to to them Do mine. do “Emma…” from forever.” back chance lose Please meet don’t People live me. She it looked it. altogether. before “Please. eyes,"""title"": ""Emma"", ""author"": ""Jane Austen"""
"“How about this,” Maddy said. “Run your DNA and make your account private. We’ll change your privacy settings for a few minutes, poke around. If you have any relatives out there, we’ll screenshot it and go back to private. Then I’ll go and find them online and tell you if they seem like people worth knowing.”","""title"": ""The Every"", ""author"": ""Dave Eggers""",['maddy'],"like online minutes, change “How Maddy any privacy they We’ll screenshot few find back If “Run people a and DNA you your and I’ll if account your poke and about your and private. for it settings go we’ll relatives you make private. go out said. tell have this,” to Then seem them knowing.” worth there, around.","""title"": ""The Every"", ""author"": ""Dave Eggers"""
"We prioritized power for the coffee maker first and we brewed a pot while I sat in the kitchen with a towel wrapped around my head. When it was done, Maddy poured me a cup and handed it to me.","""title"": ""The Martian"", ""author"": ""Andy Weir""",['maddy'],"me. I a towel pot and while done, it wrapped coffee with power it head. sat a for me maker brewed a and was prioritized cup the When we in my We poured first Maddy kitchen handed around the to","""title"": ""The Midnight Library"", ""author"": ""Matt Haig"""
"The snail’s-pace speed the pontoon put out somehow seemed faster with the beach approaching. Maddy threw it in reverse. The engine downshifted miserably, but we started to slow. Then to my horror we began to move backward, motor first, right into the dock.","""title"": ""The Last Thing He Told Me"", ""author"": ""Laura Dave""",['maddy'],"we with seemed out put into Then approaching. slow. first, snail’s-pace threw started backward, motor to engine the right dock. to The in move pontoon speed but beach horror faster miserably, the downshifted it my reverse. The we began to somehow the Maddy","""title"": ""The Silent Patient"", ""author"": ""Alex Michaelides"""
"When we were safely away from anything we could crash into, Maddy killed the engine and slumped in the captain’s seat. “If we’d been on the other side of the dock, we could have hit the yacht,” she said, looking shaken.","""title"": ""The Last Thing He Told Me"", ""author"": ""Laura Dave""",['maddy'],"from engine other been crash we’d said, side the could killed seat. on she and we the the Maddy safely shaken. away we the of yacht,” slumped we were captain’s When anything into, looking have could hit in dock, “If the","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"I lined the nose of the boat up with the side of the dock and started for it again, only this time I killed the thrust earlier. We coasted along the side and I put us into reverse to slow us down while Maddy grabbed one of the dock poles and we came to a stop.","""title"": ""The Girl Who Played with Fire"", ""author"": ""Stieg Larsson""",['maddy'],"of started it grabbed again, I us side the the along side Maddy into I the the lined We to slow the stop. up came and dock the one and thrust we us down poles killed and put I dock of while boat earlier. this for only coasted to nose the time with of a reverse","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"Long brown hair, a white top, leggings. She was smiling at me, this easy, comfortable smile, and the closer she got, the more paralyzed I felt. I couldn’t even will my legs to walk to meet her. I wasn’t standing by my car, waiting for my date. I was in the middle of a road, watching the headlights of a Mack truck coming right at me.","""title"": ""You"", ""author"": ""Caroline Kepnes""",['mack'],"I I my the I by the waiting felt. Long to Mack the and brown the easy, couldn’t watching me, for smile, closer legs I a car, in at meet headlights her. wasn’t coming got, to road, hair, me. more smiling even truck a my walk of She a leggings. white middle was date. right my standing at this she paralyzed comfortable was of will top,","""title"": ""On the Road"", ""author"": ""Jack Kerouac"""
"Her phone rang. “Oh, hold on. I have to leave my ringer on in case Maddy gets in trouble trying to get back.” She looked at it. “It’s her.” She swiped and put the phone to her ear. “Maddy? Are you okay?” She listened for a second and then glanced at me. “Okay.” Then she hung up. She nodded over her shoulder. “Can we go down there really quick?”","""title"": ""The Midnight Library"", ""author"": ""Matt Haig""",['maddy'],"down get she and have really then you Are it. the “Oh, for my shoulder. I She we trouble ear. “Maddy? me. “It’s listened in quick?” Then and put rang. case a swiped at back.” over ringer She there on She to to nodded up. on. Her phone her She second go her okay?” hold gets trying glanced in “Can leave Maddy phone at looked to “Okay.” her.” hung","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"Literally everything I’d done in the last sixteen hours since the minute I realized she was here was in preparation for this date. I’d made the questionnaire, typed up the invite, made plans and phone calls. I’d even cleaned my apartment—not that I thought she was coming back to my apartment. But on the off chance she wanted to see the billboard up close or meet Brad or something, I wanted it spotless. And now I wondered why I even bothered since none of the other stuff even mattered if I was just gonna come off as a fucking weirdo because I was so flustered.","""title"": ""The Love Hypothesis"", ""author"": ""Ali Hazelwood""",['brad'],"the But she was back the flustered. the my wanted I plans I apartment—not and so I’d come preparation that made the off made billboard was close calls. phone I it I she or I bothered wanted weirdo of off stuff coming to in because done to or for since Literally meet fucking something, even this I everything hours now last even invite, up I’d And a as on apartment. the here questionnaire, gonna spotless. other I’d mattered none thought see I typed minute Brad she realized sixteen why the date. was wondered cleaned if the chance since just was my in up even was","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
I hadn’t really cared too much that Benny might not be here today. He wasn’t the point of this visit. But all that had changed in the last ten minutes. Now I wanted my friends to meet her so I had someone to talk to about her.,"""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""",['benny'],about not that wasn’t in so point last today. her. wanted But friends changed of had to had to too my meet this I that much ten talk here really Benny hadn’t all Now I to someone her cared He visit. be might minutes. I the the,"""title"": ""Ulysses"", ""author"": ""James Joyce"""
Jane led us through their living room and down a hall and stopped by a closed door. “Everything’s ready. You guys can go in when you want.”,"""title"": ""Twilight"", ""author"": ""Stephenie Meyer""",['jane'],and a stopped ready. door. by Jane through us want.” can a closed and hall go in You room led living down you their when guys “Everything’s,"""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
