Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_prompts_shuffled,en_prompts_shuffled_results,es_prompts_shuffled,es_prompts_shuffled_results,tr_prompts_shuffled,tr_prompts_shuffled_results,vi_prompts_shuffled,vi_prompts_shuffled_results
"['hermione', 'hermione—']","“Oh, it could still be here, but under counter-enchantments,” said Hermione. “Charms to prevent it from being summoned magically, you know.”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","—Podría estar, pero bajo contrasortilegios —repuso Hermione—, o sea, encantamientos para impedir que se lo con-voque mediante magia.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","""Ah, burada olabilir, ama karşıbüyülerle korunuyor olabilir,"" dedi Hermione. ""Onu sihirsel olarak çağırmayı engelleyen büyüler, bilirsin.","""title"": ""Harry Potter ve Ölüm Yadigarları (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","“À, nó có thể vẫn còn ở đây, nhưng bị ếm phép-phản-bùa.” Hermione nói. “Bồ biết đó, là mấy phép ngăn không cho nó bị triệu tập bằng pháp thuật ấy mà.”","""title"": ""Harry Potter và Hội Phượng Hoàng"",""author"": ""J.K. Rowling""","summoned still could be under prevent it Hermione. it from “Charms magically, know.” to counter-enchantments,” said “Oh, but here, being you","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""","con-voque bajo encantamientos sea, o impedir —Podría para contrasortilegios Hermione—, magia. se mediante —repuso estar, lo pero que","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","karşıbüyülerle ""Ah, sihirsel engelleyen çağırmayı olabilir,"" büyüler, bilirsin. burada ama ""Onu korunuyor dedi Hermione. olarak olabilir,","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","phép vẫn thể ngăn có bị Hermione cho ấy bị đó, bằng thuật biết không phép-phản-bùa.” nói. là còn nó mấy ở mà.” đây, ếm pháp nó “Bồ “À, triệu nhưng tập","""title"": ""Harry Potter series"",""author"": ""J.K. Rowling"""
['harry'],"Harry felt as though a brick had slid down through his chest into his stomach. He remembered. He had even handled the thing as they passed it around, each trying in turn to pry it open. It had been tossed into a sack of rubbish, along with the snuffbox of Wartcap powder and the music box that had made everyone sleepy …”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Harry tuvo la sensación de que un ladrillo le bajaba hasta el estómago. Y entonces se acordó: incluso lo había tenido en las manos cuando se lo pasaban unos a otros y todos intentaban abrirlo. Finalmente lo arrojaron a una bolsa de basura, junto con la caja de rapé de polvos verrugosos y la caja de música que les daba somnolencia...","""title"": ""Harry Potter y la Orden del Fénix"",""author"": ""J.K. Rowling""","biz... Harry göğsünden karnına bir tuğla kaymış gibi hissetti. Hatırlıyordu. Birbirlerine geçirdikleri sırada o şeyi tutmuştu bile, hepsi onu açmaya çalışırken. Bir çöp torbasına atılmıştı, siğilkabuğu tozu ve herkesin uykusunu getiren müzik kutusuyla beraber.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Harry có cảm giác như một cục gạch đã tuột khỏi ngực để rớt vào bao tử nó. Nó nhớ lại. Nó thậm chí đã cầm cả cái vật đó trong tay khi tụi nó chuyền tay nhau, mỗi đứa thay phiên nhau cố cạy cái nắp hộp ra. Cái vật đó đã bị liệng thùng rác, cùng với hộp đựng bột thuốc lá Wartcap và hộp nhạc ru mọi người ngủ gục…","""title"": ""Harry Potter và Chiếc Cốc Lửa (Harry Potter and the Goblet of Fire)"",""author"": ""J.K. Rowling""","each of through passed into remembered. turn been pry music around, down made trying thing along into though stomach. his It He …” they chest Harry slid even had powder Wartcap to the rubbish, and his had box handled He as open. felt it with a the sack that a as sleepy had of the tossed in snuffbox it had everyone brick","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","a en polvos lo cuando rapé arrojaron acordó: una la había intentaban incluso se unos y Finalmente basura, de lo sensación verrugosos todos hasta con y entonces Harry la les daba pasaban manos otros de que que caja de somnolencia... tenido de Y el junto le bajaba un estómago. lo caja de se abrirlo. tuvo las bolsa la ladrillo música a","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","gibi Bir siğilkabuğu çalışırken. geçirdikleri o torbasına tuğla kutusuyla uykusunu biz... ve bir tozu getiren beraber. bile, Hatırlıyordu. tutmuştu onu atılmıştı, hepsi sırada hissetti. müzik kaymış Harry karnına çöp göğsünden Birbirlerine açmaya herkesin şeyi","""title"": ""Ulysses"",""author"": ""James Joyce""","cả nhau, đựng Wartcap Nó trong nắp cạy ngực rác, cầm mỗi khi giác lại. lá phiên hộp nhạc tụi Harry người bao liệng khỏi ra. ru nhau thay đã Nó gục… chuyền hộp mọi cùng nó. cục vật đó thậm tay Cái cái tuột gạch cảm đó để với hộp cái thùng như tay và nó một chí đứa có ngủ vào vật nhớ đã tử bị thuốc bột đã rớt cố","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling"""
"['ron—', 'ron']","“Elf magic isn’t like wizard’s magic, is it?” said Ron, “I mean, they can Apparate and Disapparate in and out of Hogwarts when we can’t.”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","—La magia de los elfos no es como la de los magos —dijo Ron—. Quiero decir que en Hogwarts, por ejemplo, ellos pueden aparecerse y desaparecerse, y nosotros no.","""title"": ""Harry Potter y la Orden del Fénix"",""author"": ""J.K. Rowling""","""Cin büyüsü büyücü büyüsüne benzemez, değil mi?"" dedi Ron. ""Yani, biz yapamazken onlar Hogwarts‘ın içine ve dışına cisimlenebiliyorlar.","""title"": ""Harry Potter ve Melez Prens (Harry Potter and the Half-Blood Prince)"",""author"": ""J.K. Rowling""","“Pháp thuật của giới gia tinh không giống pháp thuật của giới phù thủy, đúng không?” Ron nói, “Ý mình nói là, họ có thể Hiện hình hay Độn thổ ra vô trường Hogwarts trong khi tụi mình đâu có làm được.”","""title"": ""Harry Potter và Hội Phượng Hoàng"",""author"": ""J.K. Rowling""","mean, Hogwarts can when of Apparate “Elf Disapparate Ron, isn’t in and is it?” like and magic out can’t.” “I they said magic, we wizard’s","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","no es desaparecerse, no. ejemplo, de —La la ellos —dijo magia y nosotros de en Ron—. los elfos y los Hogwarts, aparecerse pueden como que magos decir Quiero por","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling""","""Yani, ve yapamazken büyüsüne mi?"" benzemez, dışına değil Ron. büyüsü ""Cin cisimlenebiliyorlar. büyücü biz dedi onlar Hogwarts‘ın içine","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","đúng là, nói, của tinh ra “Pháp mình khi trường thủy, họ Độn đâu không hình có giới thuật nói được.” trong Hogwarts thổ tụi pháp của Ron hay thuật không?” mình giống vô phù thể làm gia giới có “Ý Hiện","""title"": ""Harry Potter series"",""author"": ""J.K. Rowling"""
['voldemort'],"“Of course, Voldemort would have considered the ways of house-elves far beneath his notice … It would never have occurred to him that they might have magic that he didn’t.”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","—Claro, Voldemort debía de considerar que la magia de los elfos domésticos estaba muy por debajo de la suya, como la mayoría de los sangre limpia, que los tratan como si fueran animales. Seguro que nunca se le ocurrió pensar que los elfos poseyeran poderes que no estuvieran a su alcance.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","""Elbette, Voldemort ev cinlerinin fark etmesine değmeyeceğini düşünürdü, onlara hayvan gibi davranan diğer safkanlar gibi... Onun sahip olmadığı türden bir büyüye sahip olduklarını asla düşünmezdi.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","“Dĩ nhiên, Voldemort hẳn coi trình độ của giới gia tinh còn lâu mới đáng cho hắn để ý tới… Hắn ắt chưa bao giờ nghĩ tới chuyện gia tinh có những pháp thuật mà hắn không có.”","""title"": ""Harry Potter và Chiếc Cốc Lửa (Harry Potter and the Goblet of Fire)"",""author"": ""J.K. Rowling""","ways they It might to would would “Of have … didn’t.” magic never house-elves of he course, have that occurred considered the beneath that far his Voldemort notice have him","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","de la si los que considerar no domésticos estuvieran a mayoría que debajo los se sangre magia poderes muy limpia, su como suya, ocurrió estaba de elfos le la por alcance. nunca poseyeran que como que los Voldemort tratan la los Seguro que pensar de elfos debía fueran animales. —Claro, de","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling""","gibi... düşünürdü, fark bir safkanlar ""Elbette, sahip davranan olduklarını değmeyeceğini düşünmezdi. onlara Voldemort gibi türden ev Onun büyüye cinlerinin olmadığı diğer sahip asla etmesine hayvan","""title"": ""Harry Potter and the Chamber of Secrets"",""author"": ""J.K. Rowling""","giờ bao có của chưa tinh tới… Voldemort nhiên, tới độ hắn còn giới những nghĩ hắn tinh coi mà thuật để trình gia ý chuyện đáng pháp “Dĩ cho gia có.” hẳn ắt không Hắn lâu mới","""title"": ""Harry Potter series"",""author"": ""J.K. Rowling"""
['hermione'],"“Well, then, you did what you were told, didn’t you?” said Hermione kindly. “You didn’t disobey orders at all!”","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","—En ese caso, hiciste lo que te habían ordenado —dijo Hermione con dulzura—. ¡No desobedeciste ninguna orden!","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","""Eh, öyleyse, sana söyleneni yaptın, değil mi?"" dedi Hermione nazikçe.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","“Vậy là, ông đã làm cái điều người ta bảo ông làm, phải không?” Hermione ân cần nói. “Ông không hề bất tuân lệnh chủ!”","""title"": ""Harry Potter và Hội Phượng Hoàng"",""author"": ""J.K. Rowling""","did “Well, at said Hermione you disobey all!” then, you “You didn’t what you?” told, kindly. didn’t orders were","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""","caso, te habían lo desobedeciste ordenado hiciste dulzura—. Hermione —En ninguna ¡No orden! ese que —dijo con","""title"": ""Harry Potter and the Order of the Phoenix"",""author"": ""J.K. Rowling""","nazikçe. sana değil öyleyse, Hermione söyleneni dedi ""Eh, mi?"" yaptın,","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","“Vậy ân đã cần ông là, tuân làm, “Ông làm bảo ta bất Hermione cái lệnh người điều phải hề không chủ!” nói. không?” ông","""title"": ""Harry Potter and the Order of the Phoenix"",""author"": ""J.K. Rowling"""
"['hermione', 'hermione—']","“Stop him – stop him!” Hermione cried. “Oh, don’t you see now how sick it is, the way they’ve got to obey?”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""",—¡Haz que pare! ¡Haz que pare! —gritó Hermione—. ¿Lo veis? ¿Veis lo repugnante que es ese sentido de la obligación que tienen?,"""title"": ""Harry Potter y la Orden del Fénix"",""author"": ""J.K. Rowling""","""Onu durdur - onu durdur!"" diye bağırdı Hermione. ""Ah, ne kadar iğrenç olduğunu görmüyor musun, boyun eğmek zorunda olmalarının ne kadar iğrenç olduğunu görmüyor musun?","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling""","“Ngăn ổng lại! Ngăn ổng lại!” Hermione kêu la. “Ôi, bây giờ mấy bồ thấy cách thức các gia tinh phải tuân lệnh tởm lợm như thế nào chưa?”","""title"": ""Harry Potter và Chiếc Cốc Lửa"",""author"": ""J.K. Rowling""","they’ve “Oh, obey?” see don’t “Stop you Hermione cried. – sick the him!” got to it him stop now how is, way","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""",—gritó sentido pare! —¡Haz repugnante obligación veis? de ¿Lo ¡Haz pare! que que que lo ¿Veis Hermione—. que es la tienen? ese,"""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","iğrenç boyun musun, görmüyor Hermione. zorunda ""Ah, kadar kadar durdur!"" olduğunu ne olmalarının olduğunu iğrenç bağırdı - görmüyor ne eğmek diye ""Onu onu durdur musun?","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling""","bây như lệnh gia ổng thế lợm “Ngăn tởm ổng mấy kêu phải tuân nào chưa?” Hermione bồ thấy “Ôi, Ngăn tinh thức lại! la. các giờ cách lại!”","""title"": ""Harry Potter và Hội Phượng Hoàng (Harry Potter and the Order of the Phoenix)"",""author"": ""J.K. Rowling"""
['harry'],"The elf lay on the floor, panting and shivering, green mucus glistening around his snot, a bruise already blooming on his pallid forehead where he had struck himself, his eyes swollen and bloodshot and swimming in tears. Harry had never seen anything so pitiful.","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","El elfo se tumbó en el suelo resollando y estremeciéndose. Unos mocos verdes le brillaban en el hocico, le estaba saliendo un cardenal en la pálida frente y tenía los ojos llorosos, hinchados y sanguinolentos. Harry nunca había visto nada tan lastimoso.","""title"": ""Harry Potter and the Chamber of Secrets"",""author"": ""J.K. Rowling""","Cin yere uzandı, hızla nefes alarak ve ürpererek, burnunun etrafında yeşil sümük parıldıyordu, kendine vurduğu yerde, soluk alnında şimdiden moraran bir yara vardı, gözleri şişmiş ve kan çanağına dönmüştü ve yaşlar içinde yüzüyordu. Harry hiç bu kadar acınası bir şey görmemişti.","""title"": ""Harry Potter and the Chamber of Secrets"",""author"": ""J.K. Rowling""","Con gia tinh nằm trên sàn, thở hổn hển và run rẩy, mũi dãi xanh rờn bóng nhẫy quanh cái mũi dài ngoằng của y, một vết bầm đã nổi lên trên cái trán vàng ệch, chỗ y tự giộng xuống sàn, hai con mắt y sưng mọng, đỏ ngầu, và lai láng nước mắt. Harry chưa từng thấy cái gì đáng thương như vậy.","""title"": ""Harry Potter và Phòng chứa Bí mật"",""author"": ""J.K. Rowling""","had his bruise shivering, he struck had never around himself, The in seen lay and elf pitiful. bloodshot swollen forehead panting so pallid on eyes mucus floor, tears. where a already his Harry the anything green and snot, swimming glistening on his blooming and","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","brillaban los el Unos la en frente le elfo estremeciéndose. saliendo hinchados tumbó hocico, El en sanguinolentos. Harry estaba había ojos resollando cardenal le y tan y pálida lastimoso. tenía un mocos nunca suelo en verdes y el llorosos, se nada visto","""title"": ""Harry Potter and the Chamber of Secrets"",""author"": ""J.K. Rowling""","hiç bu yerde, ürpererek, yüzüyordu. içinde kan Cin görmemişti. kendine ve gözleri şey alnında yere dönmüştü Harry soluk alarak bir moraran hızla şişmiş yara acınası ve kadar çanağına yeşil burnunun şimdiden sümük parıldıyordu, nefes vardı, etrafında vurduğu yaşlar ve bir uzandı,","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling""","tự và Harry một ngầu, láng cái rẩy, thương như chỗ đã của con mũi và xanh chưa dãi từng ệch, mắt trên giộng cái bầm gia nhẫy dài mọng, Con quanh bóng cái nằm tinh vàng vết đỏ xuống hển run sàn, mắt. mũi gì rờn trên đáng y, nước thấy y nổi trán thở sàn, hai hổn lên ngoằng lai y sưng vậy.","""title"": ""Chí Phèo"",""author"": ""Nam Cao"""
"['harry', 'harr', 'harry—', 'harry‘ye']","“Here,” he said, pushing it across the table to Harry, “you’ll know sooner or later anyway. That’s their pretext for going after you.”","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""",—Y empujó el periódico sobre la mesa hacia Harry—. Tarde o temprano te ibas a enterar. Ese es su pretexto para perseguirte.,"""title"": ""El retrato de Dorian Gray"",""author"": ""Oscar Wilde""","""İşte,"" dedi gazeteyi masanın üzerinden Harry‘ye uzatarak, ""er ya da geç öğreneceksin nasılsa. Bu senin peşine düşmelerinin bahanesi.","""title"": ""1984"",""author"": ""George Orwell""","“Đây,” thầy vừa nói vừa đẩy tờ báo ngang qua mặt bàn về phía Harry, “sớm muộn gì thì đằng nào con cũng biết. Đó là cái cớ của bọn chúng để săn lùng con.”","""title"": ""Harry Potter và Hội Phượng Hoàng"",""author"": ""J.K. Rowling""","their sooner said, table anyway. Harry, after going the to know across for you.” it “you’ll That’s pretext later or pushing “Here,” he","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""",—Y ibas la sobre el periódico perseguirte. Harry—. Tarde hacia enterar. a mesa es o temprano empujó Ese te pretexto su para,"""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","gazeteyi üzerinden bahanesi. düşmelerinin nasılsa. geç dedi da Harry‘ye ""er öğreneceksin uzatarak, peşine Bu masanın ya senin ""İşte,""","""title"": ""The Picture of Dorian Gray"",""author"": ""Oscar Wilde""","con bàn nói nào cũng đẩy cái muộn lùng là Đó để cớ Harry, săn của thầy “sớm chúng con.” phía qua “Đây,” thì mặt bọn vừa ngang đằng về tờ gì vừa báo biết.","""title"": ""Harry Potter"",""author"": ""J.K. Rowling"""
['voldemort'],"“Naturally many people have deduced what has happened: There has been such a dramatic change in Ministry policy in the last few days, and many are whispering that Voldemort must be behind it. However, that is the point: They whisper. They daren’t confide in each other, not knowing whom to trust; they are scared to speak out, in case their suspicions are true and their families are targeted. Yes, Voldemort is playing a very clever game. Declaring himself might have provoked open rebellion: Remaining masked has created confusion, uncertainty, and fear.”","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","»Como es lógico, la gente ha deducido lo que ha pasado, porque la política del ministerio ha experimentado un cambio drástico en los últimos días, y muchas personas sospechan que Voldemort debe de ser el responsable de tal cambio. Sin embargo, ésa es la clave: sólo lo sospechan. Pero no se atre-ven a confiar en nadie, porque no saben de quiénes pueden fiarse y les da miedo expresar sus opiniones, por si sus conjeturas son ciertas y el ministerio toma represalias contra sus familias. Sí, Voldemort juega a un juego muy inteligente. Si se hubiera proclamado ministro, habría podido provocar una rebelión; en cambio, permaneciendo enmascarado, ha logrado sembrar la confusión, la incertidumbre y el temor.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","""Doğal olarak birçok insan neler olduğunu anladı: Bakanlık politikasında son birkaç günde çok dramatik bir değişim oldu ve birçok insan bunun arkasında Voldemort‘un olduğunu fısıldıyor. Her nasılsa konu da bu: Fısıldaşıyorlar. Kime güveneceklerini bilemeyerek birbirlerine sınır koymaya cesaret edemiyorlar; şüpheleri doğru çıkar ve aileleri hedef alınır diye konuşmaya korkuyorlar. Evet, Voldemort çok zekice bir oyun oynuyor. Kendini ilan etmesi asileri kışkırtabilir: Maskeli olmaları kafa karışıklığı, belirsizlik ve korku yaratıyor.","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","“Đương nhiên nhiều người suy ra được việc gì đã xảy ra: trong mấy ngày qua đã có những thay đổi đột ngột trong chính sách của Bộ, và nhiều người đang xì xầm rằng Voldemort ắt đứng đằng sau chuyện đó. Nhưng, vấn đề ở chỗ đó: họ xì xầm. Họ không dám tin cậy nhau, không biết ai để mà tin; họ không dám nói ra, sợ rằng nghi ngờ của họ mà đúng thì gia đình của họ sẽ trở thành mục tiêu bị tấn công. Đúng, Voldemort đang thi hành một âm mưu khôn khéo. Tự phong chức cho hắn có thể khơi dậy sự chống đối công khai: giữ nguyên tình trạng ngụy trang tạo ra sự mập mờ, bất ổn và sợ hãi.”","""title"": ""Harry Potter và Hội Phượng Hoàng"",""author"": ""J.K. Rowling""","families they Ministry trust; days, many it. other, knowing a out, whispering last been case point: confide clever their They whisper. and Yes, game. rebellion: fear.” is that in confusion, true happened: suspicions are a the created that few has targeted. have open are in the speak Remaining change in has daren’t and playing masked Voldemort is Declaring uncertainty, provoked are what have very each has scared himself They dramatic to such must are not However, Voldemort whom and policy to their people be many deduced There might “Naturally behind in","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","un Voldemort podido juego atre-ven sus días, rebelión; gente juega cambio, les una no no sus por nadie, ha habría sólo y de lo experimentado y la son sospechan. es Voldemort del toma pasado, un política que deducido clave: cambio debe sospechan cambio. ésa muy ser familias. que el pueden incertidumbre ministerio si y sus muchas en la embargo, ha el ha y hubiera contra drástico la ministerio porque miedo Sin temor. se represalias lo expresar confiar ha de responsable quiénes es ministro, Sí, logrado la porque en Pero personas lógico, opiniones, Si da proclamado confusión, últimos a enmascarado, conjeturas ciertas fiarse permaneciendo tal se los »Como sembrar saben provocar a de inteligente. el la en","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","ve son sınır ilan konuşmaya koymaya alınır bilemeyerek değişim oyun oldu belirsizlik aileleri insan bu: çok günde Kendini karışıklığı, çok diye Voldemort da birkaç birbirlerine ve olduğunu şüpheleri bir olmaları birçok zekice asileri korkuyorlar. dramatik ""Doğal nasılsa politikasında Her doğru olarak etmesi Bakanlık cesaret kışkırtabilir: çıkar bir hedef yaratıyor. güveneceklerini Fısıldaşıyorlar. fısıldıyor. Evet, korku birçok ve edemiyorlar; insan konu arkasında olduğunu neler Voldemort‘un anladı: oynuyor. bunun kafa Kime Maskeli","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","sợ trong tạo chống ngày chỗ hãi.” đột trong nhiều hành Nhưng, cho mà xầm. ngụy tin gì nhiên họ ngờ biết trở có đã thể suy giữ đó. Voldemort ra dám hắn Bộ, tiêu đúng khôn khéo. trạng đang ra, xì đổi sự mục bất đó: đề có Tự nguyên đình công phong không rằng thi Đúng, của không nhau, họ mấy ắt ngột ổn vấn xảy công. tình không của “Đương đối chức người đang để việc họ nhiều tin; mờ, bị nói thành ra sợ chuyện Họ sau thì mập tấn mà qua dậy nghi đã dám được những sách của cậy ai gia họ mưu và ở chính một xầm ra: và đằng rằng khơi khai: Voldemort đứng trang sự xì người âm sẽ thay","""title"": ""Harry Potter và Hội Phượng Hoàng (Harry Potter and the Order of the Phoenix)"",""author"": ""J.K. Rowling"""
['lupin'],"“It’s . . . it’s . . .” he muttered, struggling to find words that did justice to the horror of his thoughts, but Lupin said quietly,","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","—Es... es... —masculló, buscando las palabras para expresar el horror de sus pensamientos, pero Lupin dijo en voz baja:","""title"": ""Harry Potter y el prisionero de Azkaban"",""author"": ""J.K. Rowling""","""Bu çok... bu çok..."" diye mırıldandı, kafasındaki dehşet verici düşünceleri hakkıyla ifade edebilecek kelimeleri bulma çabası içindeydi, ama Lupin sakince,","""title"": ""Harry Potter and the Prisoner of Azkaban"",""author"": ""J.K. Rowling""","“Thiệt là… thiệt là…” nó lắp bắp, cố hết sức tìm từ ngữ diễn tả được nỗi kinh khủng trong ý nghĩ của nó, nhưng thầy Lupin đã nhẹ nhàng nói.","""title"": ""Harry Potter và Tù Nhân Azkaban"",""author"": ""J.K. Rowling""","thoughts, it’s . horror find he did .” . “It’s said his to the . . . to struggling words muttered, that quietly, but justice of Lupin","""title"": ""Arsène Lupin, Gentleman Burglar"", ""author"": ""Maurice Leblanc""","dijo horror para —Es... pensamientos, expresar buscando baja: las el palabras sus en voz —masculló, Lupin es... pero de","""title"": ""Arsène Lupin, Gentleman Thief"",""author"": ""Maurice Leblanc""","verici kelimeleri edebilecek çok..."" içindeydi, bu dehşet ama çabası sakince, düşünceleri bulma ifade mırıldandı, ""Bu hakkıyla kafasındaki Lupin çok... diye","""title"": ""Harry Potter and the Prisoner of Azkaban"",""author"": ""J.K. Rowling""","thiệt trong nhẹ lắp tả “Thiệt kinh hết nghĩ tìm sức được nó, Lupin từ khủng ý là… của nó nhàng cố diễn ngữ bắp, nỗi thầy đã là…” nhưng nói.","""title"": ""Arsène Lupin"",""author"": ""Maurice Leblanc"""
['lupin'],"“I thought you’d say that,” said Lupin, looking disappointed. “But I might still be of some use to you. You know what I am and what I can do. I could come with you to provide protection. There would be no need to tell me exactly what you were up to.”","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","—Ya me esperaba esa respuesta —dijo Lupin, decepcionado—. Pero yo podría serte útil. Ya sabes qué soy y lo que puedo hacer, de manera que sería un ventaja que os acompa- ñara y os proporcionara protección, aunque no haría falta que me contarais exactamente qué os traéis entre manos.","""title"": ""Harry Potter y el prisionero de Azkaban"",""author"": ""J.K. Rowling""","""Bunu söyleyeceğini düşünmüştüm,"" dedi Lupin hayal kırıklığıyla. ""Ama hala işinize yarayabilirim. Ne olduğumu ve neler yapabildiğimi biliyorsun. Sizinle gelip güvenliğinizi sağlayabilirim. Ne yapmaya çalıştığınızı söylemene gerek olmaz.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","“Thầy cũng nghĩ là con sẽ nói vậy,” thầy Lupin nói, tỏ vẻ thất vọng. “Nhưng thầy vẫn có thể giúp con cách nào đó. Con biết nghề nghiệp và khả năng của thầy. Thầy có thể đi cùng các con để bảo vệ. Các con không cần nói cho thầy biết chính xác việc các con làm.”","""title"": ""Harry Potter và Bảo bối Tử thần (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","to tell I me thought you’d come you need were to use protection. “I that,” provide I could might up Lupin, am be I do. of no said There exactly would you. to know what looking can to.” what what You and you I be say some still “But disappointed. with","""title"": ""Harry Potter and the Prisoner of Azkaban"", ""author"": ""J.K. Rowling""","sabes que soy Pero esa ventaja que protección, decepcionado—. hacer, qué y sería proporcionara de manos. os os lo manera yo podría Ya contarais un me no y aunque Lupin, —Ya entre —dijo útil. que que ñara traéis qué puedo me acompa- falta haría exactamente serte esperaba os respuesta","""title"": ""Arsène Lupin, Gentleman-Thief"",""author"": ""Maurice Leblanc""","olduğumu olmaz. söylemene ve gerek yapmaya ""Bunu ""Ama Ne Sizinle gelip yapabildiğimi kırıklığıyla. işinize çalıştığınızı söyleyeceğini Lupin sağlayabilirim. hala neler Ne yarayabilirim. biliyorsun. güvenliğinizi hayal düşünmüştüm,"" dedi","""title"": ""Harry Potter and the Prisoner of Azkaban"",""author"": ""J.K. Rowling""","xác Con thầy có cùng làm.” thể năng Lupin con nghĩ “Nhưng thầy. thất đó. cách vọng. để có nghề cho việc con con đi không con và thầy cần vậy,” là vẫn nghiệp vệ. bảo các sẽ biết các của tỏ con thể nói thầy “Thầy giúp biết cũng nói, vẻ Thầy Các chính nào khả nói","""title"": ""Harry Potter và Hoàng Tử Lai (Harry Potter and the Half-Blood Prince)"",""author"": ""J.K. Rowling"""
