Single_ent,en_masked,es_masked,tr_masked,vi_masked,en_masked_shuffled,es_masked_shuffled,tr_masked_shuffled,vi_masked_shuffled
['hawat'],"[MASK] nodded, thinking: Perhaps I’m doing it, getting across to him the importance of this planet as an enemy. It’s madness to go in there without that caution in our minds.","[MASK] asintió, pensando: Quizá haya conseguido hacerle comprender cuán hostil es aquel planeta, y lo importante que es para nosotros considerarlo como un enemigo. Sería enloquecedor ir hasta allá sin tener esta idea bien inculcada en nuestras mentes.","[MASK] başını sallayarak bu sözü onaylarken şöyle düşündü: Belki de o gezegenin ne kadar tehlikeli bir düşman olduğunu anlamasını sağlamayı başarıyorum. Oraya bunun farkında olmadan, ihtiyatsızca gitmemiz delilik olur.","[MASK] gật đầu, nghĩ: Có thể ta đang làm điều đó, giải thích rõ ràng cho cậu bé về tầm quan trọng của hành tinh này với vai trò là một kẻ thù. Thật điên rồ nếu dấn bước đến đó mà không ghi nhớ lời cảnh báo này trong tâm trí.","Perhaps getting an madness It’s that across nodded, to to enemy. it, without doing there in importance him our I’m planet go the thinking: in [MASK] caution minds. this of as","esta inculcada hostil lo como para sin Quizá y considerarlo [MASK] hacerle nosotros allá enemigo. mentes. planeta, cuán es bien asintió, aquel un hasta Sería importante nuestras que pensando: tener comprender enloquecedor haya es ir conseguido en idea","başını olduğunu düşman gitmemiz bu tehlikeli o şöyle Belki ne sözü onaylarken başarıyorum. gezegenin anlamasını olmadan, bunun kadar farkında sallayarak sağlamayı düşündü: olur. Oraya [MASK] de bir delilik ihtiyatsızca","tầm với Thật quan điều kẻ đó bé làm hành đầu, trong rồ tinh nhớ bước lời đang thể này thích này đến thù. nghĩ: [MASK] là đó, ràng về cậu vai trí. rõ dấn cho tâm ta ghi của mà báo không một điên gật nếu trọng giải cảnh Có trò"
['paul'],"[MASK] looked up at the skylight, aware that it had begun to rain. He saw the spreading wetness on the gray meta-glass. “Water,” he said.","[MASK] miró a las cristaleras del techo, consciente de que había comenzado a llover. Vio las gotas estrellarse contra la gris superficie de metaglass. —Agua —dijo.","[MASK] başını kaldırıp çatı penceresine baktı; yağmurun başladığını fark etmişti. Gri metacama yayılan suyu gördü. “Su,” dedi.","[MASK] nhìn lên ô cửa trên trần, biết rằng trời đã bắt đầu mưa. Cậu thấy sự ướt át đang lan tỏa trên lớp siêu kính màu xám. “Nước”, cậu nói.","rain. gray he to “Water,” meta-glass. the on it spreading He the had saw up skylight, the said. that at begun looked wetness [MASK] aware","que gotas techo, de la del las había contra de a comenzado a metaglass. [MASK] Vio estrellarse consciente superficie cristaleras gris miró llover. —Agua las —dijo.","baktı; yayılan kaldırıp [MASK] etmişti. fark başladığını çatı dedi. penceresine gördü. başını metacama yağmurun suyu Gri “Su,”","đang cửa trời nhìn Cậu rằng thấy [MASK] màu đã tỏa trên cậu lan ướt trên ô siêu xám. sự mưa. đầu bắt “Nước”, át kính lên biết trần, nói. lớp"
['paul'],"[MASK] looked down at his right hand clenched into a fist beneath the table. Slowly, he willed the muscles to relax. She put some kind of hold on me, he thought. How?","[MASK] miró hacia su mano derecha, con el puño apretado bajo la mesa. Lentamente, ordenó a sus músculos que se relajaran. Puso alguna clase de poder en mi, pensó. ¿Cuál?","[MASK] gözlerini indirip masanın altına, sıkıp yumruk haline getirdiği sağ eline baktı. Kaslarını yavaşça gevşetti. O kadın beni bir şekilde koşullandırmış, diye düşündü. Ama nasıl?","[MASK] nhìn xuống bàn tay phải của cậu đang siết lại thành nắm đấm dưới bàn. Chậm rãi, cậu ra lệnh cho các cơ thư giãn. Bà ta đã điều khiển ta bằng cách nào đó, cậu nghĩ. Bằng cách nào?","How? hand to She the me, willed some Slowly, a right fist table. of his relax. put he looked he on at into muscles kind the [MASK] thought. hold clenched down beneath","Puso derecha, mi, se [MASK] clase el a relajaran. pensó. ¿Cuál? en bajo poder mesa. la con puño ordenó que hacia de músculos sus miró alguna su apretado Lentamente, mano","Ama düşündü. baktı. diye altına, gevşetti. eline yavaşça gözlerini kadın yumruk [MASK] Kaslarını sağ beni bir şekilde masanın koşullandırmış, O sıkıp nasıl? haline getirdiği indirip","thành phải cách ta khiển cậu giãn. dưới lệnh ta thư đã cơ nào đang bằng Bà các đó, siết nắm rãi, nhìn cách ra cậu nào? cho [MASK] Bằng xuống Chậm điều cậu nghĩ. lại đấm của bàn. tay bàn"
"['paul', 'paul—']","“She asked me to tell her what it is to rule,” [MASK] said. “And I said that one commands. And she said I had some unlearning to do.”",—Me pidió que le dijera qué significaba gobernar —siguió [MASK]. Y yo dije que el mando de uno solo. Y ella dijo que debía dejar de aprender algunas cosas.,"“Hükmetmenin ne olduğunu söylememi istedi,” dedi [MASK]. “Ben de emretmek olduğunu söyledim. O da öğrendiğim bazı şeyleri unutmam gerektiğini söyledi.","“Bà ta bảo ta nói cho bà ta nghe cai trị nghĩa là gì,” [MASK] nói. “Và ta nói cai trị nghĩa là ra lệnh. Bà ta liền nói, có những cái ta đã học nhưng bây giờ cần phải quên đi.”","to me said “And unlearning rule,” to some that I had her I what said. do.” commands. it asked And she said one tell “She [MASK] is to",dejar mando uno cosas. Y aprender de [MASK]. significaba Y que yo —Me dijera debía pidió —siguió el solo. ella de qué dijo gobernar le que algunas que dije,"da söyledi. şeyleri olduğunu bazı dedi “Ben söylememi [MASK]. ne de O emretmek söyledim. unutmam olduğunu gerektiğini “Hükmetmenin öğrendiğim istedi,”","nói. đã nghĩa ta nghe “Và “Bà nói trị lệnh. [MASK] ta nói là cần giờ những quên nghĩa ta gì,” học nói, là phải bảo ta ra trị liền ta cai đi.” có bà cái bây cho Bà cai nhưng ta"
"['halleck', 'paul']","[MASK] dropped the weapons on the exercise table, lined them up—the rapiers, the bodkins, the kindjals, the slow-pellet stunners, the shield belts. The inkvine scar along his jawline writhed as he turned, casting a smile across the room.","[MASK] dejó caer las armas sobre la mesa de ejercicios, las alineó: las espadas, los puñales, los kindjals, los aturdidores de carga lenta, los cinturones-escudo. Se volvió, sonriendo, y la cicatriz de estigma que seguía la línea de su mandíbula se estremeció.","Halleck silahları; meçleri, şişleri, kincalları, düşük hızlı mermi atan sersemleticileri, kalkan kemerlerini egzersiz masasına bıraktıktan sonra dizmeye başladı. Başını çevirip odanın diğer tarafındaki [MASK]’e gülümseyince, yüzündeki mürekkep sarmaşığı izi kıvrıldı.","[MASK] thả vũ khí xuống bàn tập, xếp chúng thẳng hàng - nào kiếm mỏng, dao găm, đoản kiếm hai lưỡi, súng bắn phi tiêu, thắt lưng đeo khiên. Vết sẹo ở quai hàm do bị quất roi nho mực nhăn nhúm lại khi ông xoay cổ, ném một nụ cười ngang qua phòng.","as the belts. bodkins, dropped [MASK] turned, rapiers, he stunners, The the inkvine room. the lined kindjals, weapons the casting them the writhed his a along shield jawline the table, exercise across on up—the scar smile the slow-pellet","kindjals, armas su los de cicatriz dejó espadas, mesa sonriendo, seguía los las de que aturdidores se la las la los línea caer volvió, alineó: sobre mandíbula los estremeció. y de Se carga la lenta, de ejercicios, estigma cinturones-escudo. [MASK] las puñales,","kincalları, kalkan hızlı odanın meçleri, şişleri, dizmeye masasına atan kemerlerini mermi diğer çevirip bıraktıktan izi sersemleticileri, tarafındaki silahları; kıvrıldı. sonra başladı. Başını egzersiz [MASK]’e yüzündeki gülümseyince, düşük mürekkep Halleck sarmaşığı","ông kiếm nụ hai xoay dao sẹo khiên. đoản ngang hàm thắt găm, bị nho thẳng lưng ném bàn cười khi lại khí nào - quai chúng lưỡi, đeo xuống thả Vết qua [MASK] hàng vũ tiêu, phòng. phi mỏng, xếp roi bắn quất súng tập, mực do ở kiếm nhúm nhăn một cổ,"
"['paul', 'paul—']","“Not bad for such a poor hand with the pick,” [MASK] said, “but if my mother heard you singing a bawdy like that in the castle, she’d have your ears on the outer wall for decoration.”","—No está mal para alguien que no se aclara con los acordes —dijo [MASK]. Pero si mi madre te oyera cantar una canción como esta en el castillo, te cortaría las orejas para adornar con ellas las almenas.","“Mızrap kullanmayı bilmeyen biri için fena değil,” dedi [MASK], “ama annem şatoda böyle müstehcen şarkılar söylediğini duyarsa, kulaklarını kestirip dış sura süs niyetine astırır.","“Cái tay xấu xí thế kia cùng với móng gảy mà chơi được như thế thì cũng không tệ,” [MASK] nói, “nhưng nếu mẹ ta nghe thầy hát một bài tục tĩu như thế trong lâu đài, bà ấy sẽ găm tai thầy lên tường bên ngoài để trang trí đấy.”","said, a she’d bad [MASK] in hand wall bawdy have your such a like you poor my for that pick,” mother castle, the with heard the singing “but ears decoration.” the for “Not on if outer","cortaría —No en si mal el con como para se madre adornar te cantar —dijo canción oyera las aclara está Pero castillo, acordes almenas. [MASK]. mi las esta una para te orejas ellas los no alguien que con","sura değil,” kulaklarını astırır. söylediğini şarkılar niyetine [MASK], kullanmayı biri dedi fena annem böyle şatoda kestirip için müstehcen “Mızrap süs duyarsa, dış bilmeyen “ama","nghe thế tai “nhưng xí xấu gảy đài, kia cùng bài tệ,” nếu hát với trong không thầy thế mà tục găm ta chơi “Cái như nói, lâu [MASK] như trang thầy ấy thì mẹ để móng được đấy.” một bà ngoài trí bên tường tĩu sẽ cũng lên tay thế"
['gurney'],"[MASK] pulled at his left ear. “Poor decoration, too, they having been bruised so much listening at keyholes while a young lad I know practiced some strange ditties on his baliset.”","[MASK] se tiró de la oreja izquierda. —Una bien pobre decoración, teniendo en cuenta lo que han sufrido escuchando por el ojo de la cerradura a cierto jovencito que intentaba extraer algunas extrañas notas de su baliset.","[MASK] sol kulağını çekiştirdi. “Güzel durmazlar ki. Bu kulaklar epey hırpalandı, tanıdığım bir delikanlının baliset çalışırken çaldığı tuhaf şarkıları anahtar deliklerinden dinlerken hırpalandı.","[MASK] kéo tai trái lên. “Dùng cái này mà trang trí thì cũng xấu nốt, nó đã bị thâm tím quá nhiều do phải kề vào lỗ khóa lắng nghe một cậu bé mà ta quen biết luyện tập vài bài hát lạ trên cây baliset của mình.”","been keyholes practiced know while I much baliset.” ditties lad his listening having at a bruised too, his strange young at decoration, left [MASK] ear. they some pulled so “Poor on","cierto en el notas decoración, izquierda. pobre de su baliset. han [MASK] —Una tiró que lo que la ojo la jovencito oreja por sufrido algunas cuenta de extraer intentaba bien se teniendo extrañas de a escuchando cerradura","çalışırken bir anahtar çaldığı “Güzel tanıdığım tuhaf ki. epey [MASK] şarkıları kulağını durmazlar çekiştirdi. dinlerken hırpalandı. deliklerinden kulaklar baliset sol Bu hırpalandı, delikanlının","trí cậu cái luyện baliset trên phải vài biết [MASK] quen một bài kề nó nhiều “Dùng trang lắng tím xấu thì hát bị này ta đã lạ tập tai mà trái do quá bé mà cây cũng vào nốt, lên. mình.” của lỗ khóa nghe thâm kéo"
['paul'],"“So you’ve forgotten what it’s like to find sand in your bed,” [MASK] said. He pulled a shield belt from the table, buckled it fast around his waist. “Then, let’s fight!”","—Así que ya has olvidado lo que significa encontrarse la cama llena de arena fina —dijo [MASK]. Tomó de la mesa un cinturón escudo y se lo colocó rápidamente a la cintura—. Entonces, vamos a luchar.","“Yatağında kum bulmanın nasıl bir şey olduğunu unutmuşsun anlaşılan,” dedi [MASK]. Masadan bir kalkan kemeri kapıp hızla beline taktı. “Madem öyle, haydi dövüşelim!","“Vì thế mà thầy đã quên mất tìm thấy cát trên giường mình là thế nào,” [MASK] nói. Cậu kéo một chiếc thắt lưng đeo tấm chắn từ trên bàn, cài chặt quanh eo. “Nào, giao đấu thôi!”","around pulled what buckled [MASK] the a let’s forgotten it’s from fight!” “Then, sand fast shield in to waist. it said. “So table, your like He bed,” belt find you’ve his","lo fina cinturón escudo cama arena de y —dijo la que un —Así mesa vamos se colocó luchar. a la encontrarse significa Tomó que la ya rápidamente llena olvidado de [MASK]. lo Entonces, cintura—. has a","dövüşelim! beline [MASK]. kum kapıp Masadan hızla şey “Yatağında bir taktı. anlaşılan,” kalkan kemeri haydi olduğunu bulmanın “Madem öyle, unutmuşsun bir nasıl dedi","giao nói. thầy [MASK] một trên thế là thôi!” thắt chặt “Nào, quanh đấu cài lưng mà mình đã tìm mất cát chiếc bàn, thế kéo quên thấy chắn trên giường Cậu từ eo. tấm “Vì nào,” đeo"
['halleck'],"[MASK]’s eyes went wide in mock surprise. “So! It was your wicked hand did that deed! Guard yourself today, young master—guard yourself.” He grabbed up a rapier, laced the air with it. “I’m a hellfiend out for revenge!”","Los ojos de [MASK] se abrieron en fingida sorpresa. —¡Hey! ¡Así que fue tu sacrílega mano la que cumplió tan execrable acción! En guardia pues, joven maestro, en guardia —tomó una espada, azotando el aire—. ¡Soy un demonio infernal en busca de la venganza!","[MASK] gözlerini iri iri açarak, şaşırmış gibi yaptı. “Ya! O senin işindi demek, seni hınzır! Bugün kendini iyi kolla genç efendi... Kendini iyi kolla.” Bir meç kapıp hızla savurdu. “İntikama susamış bir cehennem zebanisiyim ben!","[MASK] mở to mắt làm ra vẻ ngạc nhiên. “Ái chà chà! Chính bàn tay xấu xa của con khiêu chiến đấy nhé! Hôm nay thì tự bảo vệ mình đi, cậu bé - bảo vệ mình đi.” Ông chộp lấy thanh kiếm mỏng, chém vào không khí. “Ta là quỷ sứ, chiến đấu để trả thù đây!”","yourself.” the master—guard up revenge!” with it. surprise. in wide mock hand yourself grabbed wicked your rapier, for out [MASK]’s He today, a “I’m was air that did eyes Guard It a hellfiend deed! “So! went laced young","¡Así sacrílega busca que que mano abrieron se maestro, fue tu un en venganza! la —tomó de infernal la execrable acción! pues, En fingida en ¡Soy joven [MASK] —¡Hey! de Los guardia tan espada, cumplió una en guardia demonio ojos azotando el sorpresa. aire—.","ben! hızla yaptı. cehennem O efendi... açarak, savurdu. “Ya! Kendini kendini Bugün iri şaşırmış senin Bir bir iyi demek, kolla.” “İntikama hınzır! zebanisiyim işindi iyi kolla seni gibi genç kapıp gözlerini [MASK] meç susamış iri","khiêu mỏng, thù xa là lấy - đấy trả vệ bàn “Ái quỷ khí. đấu mắt ra xấu bảo con của “Ta mình Ông bé chà! thì vào chà vẻ đây!” [MASK] nhiên. ngạc to tự để chiến chém Hôm chiến sứ, cậu không nhé! đi, bảo làm tay chộp nay đi.” vệ Chính kiếm mình mở thanh"
"['halleck', 'giọng halleck']",“Mood?” [MASK]’s voice betrayed his outrage even through the shield’s filtering. “What has mood to do with it? You fight when the necessity arises—no matter the mood! Mood’s a thing for cattle or making love or playing the baliset. It’s not for fighting.”,"—¿Humor? —la voz de [MASK] sonó ultrajada incluso a través del filtro del escudo—. ¿Qué tiene que ver tu humor con esto? Uno combate cuando es necesario... ¡no cuando está de humor! El humor es algo para el ganado, o para hacer el amor, o para tocar el baliset. No para combatir.","“Havanda mı değilsin?” [MASK]’in sesindeki öfke kalkanın ardından bile fark ediliyordu. “Bunun havanda olmanla ne alakası var? Dövüşmen gerekiyorsa dövüşürsün, havanda olsan da olmasan da! Sığırlar ruh hallerine göre davranır; sevişirken veya baliset çalarken de havanda olman gerekebilir. Ama dövüşmenin bununla hiçbir ilgisi yok.","“Tâm trạng?” [MASK] để lộ sự giận dữ ngay cả khi đã qua bộ lọc của tấm chắn. “Tâm trạng thì liên quan quái gì chứ? Con chiến đấu khi cần phải chiến đấu, tâm trạng tâm triết chẳng là cái gì hết! Tâm trạng là thứ chỉ dành cho những kẻ đáng khinh đang làm tình hoặc chơi baliset mà thôi. Nó không dành cho chiến đấu.”",through has the arises—no it? playing It’s thing voice necessity to or mood when [MASK]’s matter the shield’s outrage fighting.” filtering. mood! betrayed for with “What baliset. the his the fight making cattle “Mood?” even love You a for Mood’s do or not,"¿Qué sonó el humor o con de para combatir. Uno está ver filtro necesario... algo que escudo—. esto? incluso a o [MASK] No baliset. humor tiene través —la del tocar para ¡no de El voz del —¿Humor? es cuando el para tu cuando ultrajada hacer ganado, combate amor, es humor! el para","ediliyordu. Sığırlar bununla “Bunun olmanla havanda gerekebilir. Ama ne havanda öfke Dövüşmen baliset alakası var? [MASK]’in ruh sesindeki ardından bile davranır; değilsin?” sevişirken dövüşmenin de gerekiyorsa olsan havanda göre “Havanda hiçbir yok. fark olman da! çalarken mı ilgisi da veya kalkanın hallerine olmasan dövüşürsün,","của thứ là khinh đấu, đấu.” hết! quái ngay tình khi qua kẻ chiến lọc trạng?” chẳng dành chỉ trạng chứ? chiến trạng làm đang khi bộ cả lộ baliset cho chiến gì hoặc tấm thì cần để tâm dữ triết những Con chắn. thôi. mà “Tâm phải dành quan chơi liên là trạng giận Tâm cho không Nó cái tâm đã đấu “Tâm [MASK] gì đáng sự"
['halleck'],"[MASK] turned away to hide his emotions. Something burned in his eyes. There was pain in him—like a blister, all that was left of some lost yesterday that Time had pruned off him.","[MASK] volvió el rostro para ocultar su emoción. Algo ardía en sus ojos. Sintió dolor... como una herida interna, la herida de un ayer olvidado que el Tiempo había cicatrizado aunque no completamente.","[MASK] duygularını gizlemek için sırtını döndü. Gözleri yanıyordu. İçi sızlıyordu... Sanki Zaman denen şeyin ondan kesip aldığı yitik bir geçmişten kalan tek şeydi bu acı, su toplamış bir yara gibiydi.","[MASK] quay đi để giấu cảm xúc của mình. Đôi mắt ông bùng cháy một điều gì đó. Có một nỗi đau trong ông - giống như một vết bỏng, tất cả những gì còn lại của một quá khứ đã mất nào đó mà Thời gian đã tước khỏi ông.","lost a him—like Time blister, all [MASK] emotions. hide that pruned his turned that off some in him. yesterday left of Something was pain had There to his was in burned away eyes.","un dolor... su rostro aunque para [MASK] en ojos. que Sintió el Tiempo herida no ardía ocultar cicatrizado una herida olvidado sus Algo había ayer el la volvió como completamente. emoción. de interna,","Gözleri acı, denen yanıyordu. sırtını için bir yara kesip şeyin [MASK] su Sanki toplamış duygularını sızlıyordu... bu ondan geçmişten aldığı yitik şeydi İçi gibiydi. bir tek Zaman kalan gizlemek döndü.","bùng gì điều bỏng, giấu của nỗi một quay đã cả cháy khỏi - Đôi nào mà ông [MASK] tất tước giống gian quá cảm những một lại vết ông đã Có mất ông. đau mắt gì khứ đi đó. xúc một trong mình. để như của một đó Thời còn"
['paul'],"[MASK] stretched up on his toes to relieve his muscles. He felt solemn with the sudden realization that his life had become filled with swift changes. He crossed to the dummy, slapped the switch on its chest with his rapier tip and felt the defensive field forcing his blade away.","[MASK] se alzó sobre la punta de los pies para distender sus músculos. Adoptó una actitud solemne, con la repentina comprensión de que su vida se deslizaba hacia rápidos cambios. Avanzó hacia el muñeco y apretó con la punta de la espada el interruptor del centro de su pecho; inmediatamente sintió en la hoja la repulsión del recién activado escudo.","[MASK] kaslarını esnetmek için parmak uçlarında yükseldi. Hayatındaki hızlı değişikliklerin ardı arkasının kesilmediğini birden fark edince içi kararmıştı. Mankene yaklaşıp da göğsündeki düğmeye meçinin ucuyla basınca, harekete geçen savunma alanının kılıcını geri ittiğini hissetti.","[MASK] kéo căng ngón chân để làm thư giãn các cơ. Cậu cảm thấy nghiêm túc hơn khi bất ngờ nhận ra cuộc sống của mình đã trở nên đầy ắp những thay đổi mau lẹ. Cậu đi về phía người nộm, ấn mũi kiếm vào cái nút trên ngực nó và cảm nhận được trường bảo vệ đẩy lưỡi kiếm của cậu ra.","the away. become that realization dummy, up tip with his had muscles. blade forcing felt the solemn changes. his filled [MASK] stretched and on swift to chest rapier its defensive the to his field with the with felt crossed toes He He slapped life his relieve his sudden on switch","apretó su hoja con punta el la hacia se y del sintió recién centro activado comprensión una alzó cambios. en la muñeco de [MASK] escudo. punta su del de la con vida repulsión hacia para de pecho; inmediatamente espada repentina sobre sus de interruptor solemne, músculos. pies distender la que la los deslizaba rápidos el se la actitud Adoptó Avanzó","Hayatındaki değişikliklerin kılıcını hissetti. savunma Mankene içi ittiğini kaslarını edince geri göğsündeki için hızlı parmak ucuyla yükseldi. düğmeye fark basınca, meçinin da harekete alanının birden ardı arkasının [MASK] geçen yaklaşıp kesilmediğini uçlarında kararmıştı. esnetmek","cái đã ra giãn thấy các đi kiếm thư làm trên túc vào cuộc kéo trường lẹ. ngờ thay mau [MASK] để nghiêm cảm cơ. mình bảo căng đầy khi của những trở kiếm và lưỡi nhận được cảm ắp nó cậu người nên Cậu đẩy đổi phía nút vệ nộm, hơn Cậu ấn ngón về của ra. sống nhận mũi ngực bất chân"
['paul'],[MASK] glanced down at a conical projection chart of the northern Arrakeen latitudes spread on the table. “The desert belt and south polar regions are marked uninhabitable. Is it the worms?”,La mirada de [MASK] se dirigió hacia un mapa de proyección cónica de las regiones septentrionales de Arrakis que estaba sobre la mesa. —El cinturón desértico y la región polar sur están calificadas como inhabitables. ¿Es a causa de los gusanos?,"[MASK] masanın üstüne yayılmış, kuzey Arrakis enlemlerini gösteren konik projeksiyon haritasına baktı. “Çöl kuşağı ve güney kutup bölgesi yaşanmaz olarak gösterilmiş. Solucanlar yüzünden mi?",[MASK] liếc xuống tấm bản đồ sử dụng phép chiếu hình nón về vùng phía Bắc Arrakeen đang trải rộng trên mặt bàn. “Vành đai sa mạc và những vùng Cực Nam được đánh dấu là không thể ở được. Có phải do sâu không?”,chart Is conical of belt down the “The at table. glanced latitudes desert polar the projection [MASK] on Arrakeen spread the marked uninhabitable. it and a south northern worms?” are regions,estaba calificadas La causa sobre un hacia de sur a [MASK] polar cónica como gusanos? la proyección mapa ¿Es los mesa. septentrionales de desértico de y las inhabitables. Arrakis —El región dirigió de que están se de mirada regiones cinturón la,"yaşanmaz masanın baktı. mi? olarak [MASK] üstüne kuşağı kutup güney ve projeksiyon kuzey haritasına “Çöl bölgesi gösterilmiş. enlemlerini konik Arrakis yüzünden yayılmış, Solucanlar gösteren",thể Nam Arrakeen phải dấu mặt đai liếc trải dụng về chiếu bản xuống tấm rộng sâu đang sa được. trên Có là những Cực bàn. Bắc được đánh [MASK] đồ vùng sử vùng không ở không?” phép nón “Vành và mạc phía hình do
['paul'],"[MASK] felt the cover, detected two notches, one shallower than the other. He pressed the shallower one and the book spread open on his palm, its magnifier sliding into place.","[MASK] recorrió la tapa, encontró dos marcas, una menos profunda que la otra. Oprimió la menos profunda y el libro se abrió en su palma, con el dispositivo de aumento deslizándose hacia su lugar.","[MASK] kitabın sırtına parmağıyla dokununca iki çentik hissetti... Bunlar diğerinden daha az derindi; oraya bastırınca, avucundaki kitap açıldı ve büyüteç sayfanın üstüne geldi.","[MASK] sờ vào bìa sách, phát hiện hai vết khía, một vết nông hơn vết kia. Cậu ấn vào vết nông hơn và quyển sách mở rộng trong lòng bàn tay cậu, bộ phận phóng đại của nó trượt vào trang này.","its the open two spread detected one felt place. pressed [MASK] one into notches, on than sliding magnifier the He shallower his the the other. book shallower palm, cover, and","lugar. el menos tapa, de Oprimió una otra. profunda con su la y recorrió menos profunda hacia aumento se la que el encontró su dispositivo abrió en libro dos deslizándose marcas, palma, la [MASK]","daha iki az avucundaki hissetti... derindi; kitap Bunlar büyüteç üstüne dokununca oraya parmağıyla sırtına geldi. sayfanın [MASK] ve çentik açıldı kitabın bastırınca, diğerinden","sách lòng hơn vết và vết vết trong trượt hiện đại của bàn kia. này. một sách, nó nông nông phận hơn vết trang cậu, vào quyển vào rộng tay bìa ấn mở sờ khía, phát Cậu vào phóng bộ [MASK] hai"
['paul'],"[MASK] WATCHED his father enter the training room, saw the guards take up stations outside. One of them closed the door. As always, [MASK] experienced a sense of presence in his father, someone totally here.","[MASK] observó a su padre entrar en la sala de ejercicios, y vio a los guardias saludar fuera. Uno de ellos cerró la puerta. Como siempre, [MASK] experimentó una sensación de presencia de su padre, una presencia total.","Babasının eğitim odasına girmesini izleyen [MASK], muhafızların dışarıda yerlerini aldığını gördü. Muhafızlardan biri kapıyı kapadı. [MASK] babasının varlığını her zamanki gibi yoğun bir şekilde hissetti; babası her şeyiyle buradaydı.","[MASK] nhìn cha đi vào phòng tập, thấy đội cận vệ đứng gác bên ngoài. Một cận vệ đóng cửa lại. Như thường lệ, [MASK] cảm thấy sựhiện diện của cha cậu, một người đang hoàn toàn ở đây.","father, of enter here. father of guards door. experienced his always, up the presence closed training in As WATCHED take sense One outside. room, someone [MASK] the the a saw totally stations his them [MASK]","experimentó padre su [MASK] padre, una de entrar a sensación de los presencia la presencia de Uno saludar ellos observó sala Como fuera. guardias una a total. de la puerta. siempre, vio [MASK] su ejercicios, cerró en y","her şeyiyle aldığını eğitim biri yoğun şekilde hissetti; babası her muhafızların bir odasına gördü. Babasının [MASK] Muhafızlardan kapadı. buradaydı. babasının gibi varlığını yerlerini [MASK], zamanki izleyen dışarıda girmesini kapıyı","[MASK] toàn thấy hoàn cha vệ vào lệ, của sựhiện cận đây. bên cậu, thấy đang nhìn ngoài. đóng Như một Một phòng đi gác cảm đội thường cận cửa đứng vệ tập, cha diện ở [MASK] người lại."
['paul'],"“Did the Reverend Mother warn you?” [MASK] blurted. He clenched his fists, feeling his palms slippery with perspiration. The effort it had taken to ask that question.","—¿Te ha advertido la Reverenda Madre? —preguntó [MASK]. Cerró los puños, y sintió sus palmas húmedas de transpiración. El esfuerzo necesario para formular aquella pregunta había sido terrible.","[MASK] birden, “Rahibe Ana seni uyardı mı?” diye sordu. Yumruklarını sıkınca, avuçlarının terden kayganlaştığını fark etti. Bu soruyu sormak öyle zor olmuştu ki.","“Mẹ Chí tôn có cảnh báo cha không?” [MASK] buột miệng. Cậu siết chặt nắm tay, cảm thấy lòng bàn tay trơn tuột vì mồ hôi. Cần phải gắng sức biết bao để đưa ra câu hỏi đó.","taken question. with that warn Mother his perspiration. “Did fists, clenched Reverend had slippery The blurted. ask to effort his He feeling [MASK] the you?” palms it","de Madre? había Cerró palmas ha necesario formular sido aquella Reverenda y la [MASK]. advertido sus —preguntó para los —¿Te húmedas El puños, transpiración. sintió esfuerzo pregunta terrible.","etti. birden, diye kayganlaştığını zor mı?” Bu sordu. Ana fark olmuştu uyardı seni “Rahibe sıkınca, sormak terden öyle Yumruklarını ki. [MASK] avuçlarının soruyu","Cậu bao biết [MASK] phải báo cảm Chí chặt gắng “Mẹ cảnh bàn vì lòng trơn siết thấy miệng. có mồ nắm tuột Cần hỏi đưa câu đó. cha tay ra hôi. buột không?” tay, tôn sức để"
