Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['jase'],name,0,0.5,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,nguyen,0,0.2,incorrect,toi,0,0.0,incorrect,natalie,0,0.36,incorrect,maria,0,0.22,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,toi,0,0.0,incorrect,maria,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,jimmy,0,0.2,incorrect,"[mask]'in gogsunu o kadar derinden yakti ki, belki de modern suphemizin kabul etmeye meyilli olmadigi soylentide daha fazla gerceklik vardi.",0,0.07,incorrect,john,0,0.22,incorrect,nguyen,0,0.18,incorrect,co,0,0.29,incorrect,john,0,0.22,incorrect,juan,0,0.22,incorrect,jimmy,0,0.2,incorrect,john,0,0.22,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect
['margo'],[mask],0,0.36,incorrect,jefferson,0,0.29,incorrect,[mask]'in,0,0.29,incorrect,jefferson,0,0.29,incorrect,hester,0,0.18,incorrect,jefferson,0,0.29,incorrect,[mask],0,0.36,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['marg', 'margo']",her,0,0.29,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,john,0,0.22,incorrect,maria,0,0.67,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,maria,0,0.67,incorrect
"['parson', 'chuck parson', 'chuck']",crown,0,0.55,incorrect,crown,0,0.55,incorrect,hester,0,0.22,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect
['margo'],sarah,0,0.4,incorrect,she,0,0.0,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect,juan,0,0.22,incorrect,she,0,0.0,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
['margo'],[mask],0,0.36,incorrect,hester,0,0.18,incorrect,"pencere icin biraz yuksekti, bu yuzden ellerimi birlestirdim, [mask] corapli ayagiyla elimin ustune basti ve onu yukari dogru ittim. sessizce eve girisi bir ninjayi kiskandinrdi. bense yukan ziplayip basimi ve omuzlarimi pencereye ulastirmaya, karmasik bir vucut dalgalanmasi yoluyla, tirtil",0,0.03,incorrect,kadin,0,0.2,incorrect,hester,0,0.18,incorrect,kato,0,0.44,incorrect,[mask],0,0.36,incorrect,ana,0,0.25,incorrect,hester,0,0.18,incorrect,kadin,0,0.2,incorrect,kato,0,0.44,incorrect,ana,0,0.25,incorrect
"['parson', 'chuck parson', 'chuck parso', 'parso', 'chuck']",john,0,0.4,incorrect,john,0,0.4,incorrect,adam,0,0.22,incorrect,hester,0,0.24,incorrect,bac,0,0.25,incorrect,hester,0,0.24,incorrect,el viejo,0,0.21,incorrect,ana,0,0.44,incorrect,john,0,0.4,incorrect,hester,0,0.24,incorrect,hester,0,0.24,incorrect,ana,0,0.44,incorrect
"['parson', 'chuck parson', 'chuck']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],emily,0,0.2,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,anais,0,0.2,incorrect,maria,0,0.6,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],nina,0,0.22,incorrect,ninja,0,0.2,incorrect,kate,0,0.22,incorrect,ninja,0,0.2,incorrect,cau,0,0.25,incorrect,co,0,0.29,incorrect,katsumi,0,0.17,incorrect,ninjas,0,0.18,incorrect,ninja,0,0.2,incorrect,ninja,0,0.2,incorrect,co,0,0.29,incorrect,ninjas,0,0.18,incorrect
['margo'],seaworld,0,0.31,incorrect,john,0,0.22,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,john,0,0.22,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect
['margo'],sarah,0,0.4,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,tay,0,0.25,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect,maria,0,0.6,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],john,0,0.22,incorrect,john,0,0.22,incorrect,[mask],0,0.36,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect
['margo'],john,0,0.22,incorrect,man,0,0.5,incorrect,orange county serifi,0,0.24,incorrect,orange county,0,0.33,incorrect,nguyen,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,man,0,0.5,incorrect,orange county,0,0.33,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
['margo'],john,0,0.22,incorrect,name,0,0.22,incorrect,adam,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,chica,0,0.2,incorrect,maria,0,0.6,incorrect,name,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],seaworld,0,0.31,incorrect,she,0,0.0,incorrect,universal studyolari,0,0.16,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,john,0,0.22,incorrect,she,0,0.0,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,john,0,0.22,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",boyfriend,0,0.33,incorrect,john,0,0.5,incorrect,adam,0,0.22,incorrect,hester,0,0.25,incorrect,baby,0,0.22,incorrect,bo,0,0.33,incorrect,[mask],0,0.36,incorrect,maria,0,0.6,incorrect,john,0,0.5,incorrect,hester,0,0.25,incorrect,bo,0,0.33,incorrect,maria,0,0.6,incorrect
['ben'],john,0,0.29,incorrect,john,0,0.29,incorrect,ogretmen,0,0.36,incorrect,hester,0,0.22,incorrect,toi,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,juan,0,0.29,incorrect,maria,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,giac la-tinh,0,0.13,incorrect,maria,0,0.0,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",john,0,0.5,incorrect,john,0,0.5,incorrect,hester,0,0.25,incorrect,name,0,0.22,incorrect,hester,0,0.25,incorrect,hester,0,0.25,incorrect,nombre,0,0.36,incorrect,juan,0,0.29,incorrect,john,0,0.5,incorrect,name,0,0.22,incorrect,hester,0,0.25,incorrect,juan,0,0.29,incorrect
['margo'],john,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,juan,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
['margo'],unknown,0,0.17,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,kara,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,ana,0,0.25,incorrect,john,0,0.22,incorrect,kara,0,0.44,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect
"['quentin', 'quenti']",you,0,0.22,incorrect,john,0,0.2,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,nguyen,0,0.5,incorrect,may,0,0.0,incorrect,juan,0,0.4,incorrect,juan,0,0.4,incorrect,john,0,0.2,incorrect,hester,0,0.33,incorrect,may,0,0.0,incorrect,juan,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefferson,0,0.29,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,hester,0,0.18,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",student,0,0.35,incorrect,emily,0,0.27,incorrect,john,0,0.5,incorrect,hester,0,0.25,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,john,0,0.5,incorrect,ana,0,0.31,incorrect,emily,0,0.27,incorrect,hester,0,0.25,incorrect,margo,1,1.0,correct,ana,0,0.31,incorrect
['margo'],her,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,catherine,0,0.29,incorrect,hester,0,0.18,incorrect,elena,0,0.2,incorrect,quiza,0,0.2,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,quiza,0,0.2,incorrect
"['bay', 'bay jiminez', 'jiminez']",henderson,0,0.25,incorrect,mr.,0,0.2,incorrect,hester,0,0.15,incorrect,john,0,0.36,incorrect,professor,0,0.12,incorrect,toi,0,0.2,incorrect,miller,0,0.46,incorrect,juan,0,0.36,incorrect,mr.,0,0.2,incorrect,john,0,0.36,incorrect,toi,0,0.2,incorrect,juan,0,0.36,incorrect
"['starling', 'ben', 'ben starling']",john,0,0.29,incorrect,hall,0,0.33,incorrect,john,0,0.29,incorrect,kisi,0,0.33,incorrect,john,0,0.29,incorrect,class,0,0.15,incorrect,john,0,0.29,incorrect,juan,0,0.33,incorrect,hall,0,0.33,incorrect,kisi,0,0.33,incorrect,class,0,0.15,incorrect,juan,0,0.33,incorrect
"['marg', 'margo']",john,0,0.22,incorrect,hester,0,0.2,incorrect,cember cocugu,0,0.35,incorrect,cocuk,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,john,0,0.22,incorrect,nino,0,0.22,incorrect,hester,0,0.2,incorrect,cocuk,0,0.2,incorrect,hester,0,0.2,incorrect,nino,0,0.22,incorrect
['margo'],hester,0,0.18,incorrect,mary,0,0.67,incorrect,tom,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,maria,0,0.6,incorrect,mary,0,0.67,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,miami,0,0.4,incorrect,john,0,0.22,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,miami,0,0.4,incorrect,florida,0,0.17,incorrect
"['margo', 'whitman']",emily,0,0.2,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,hester,0,0.31,incorrect,hester,0,0.31,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,hester,0,0.31,incorrect
['ben'],john,0,0.29,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,levhaya,0,0.2,incorrect,lake,0,0.29,incorrect,hester,0,0.22,incorrect,john,0,0.29,incorrect,juan,0,0.29,incorrect,john,0,0.29,incorrect,levhaya,0,0.2,incorrect,hester,0,0.22,incorrect,juan,0,0.29,incorrect
['margo'],tent,0,0.0,incorrect,unnamed,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,unnamed,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
"['marg', 'margo']",mom,0,0.5,incorrect,hester,0,0.2,incorrect,ada,0,0.29,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,maria,0,0.67,incorrect,juan,0,0.25,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,juan,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",girlfriend,0,0.32,incorrect,q,0,0.0,incorrect,yann,0,0.29,incorrect,omnictionarian96,0,0.32,incorrect,hester,0,0.25,incorrect,cong dan thuong thuy,0,0.25,incorrect,john,0,0.5,incorrect,no,0,0.33,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,cong dan thuong thuy,0,0.25,incorrect,no,0,0.33,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",john,0,0.36,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,sau,0,0.24,incorrect,sau,0,0.24,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,sau,0,0.24,incorrect,marlboro,0,0.4,incorrect
['margo'],her,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,dew,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,dew,0,0.0,incorrect
['whitman'],dickinson,0,0.25,incorrect,theodore,0,0.13,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,el,0,0.0,incorrect,juan,0,0.36,incorrect,theodore,0,0.13,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,juan,0,0.36,incorrect
['margo'],hester,0,0.18,incorrect,jamaica,0,0.33,incorrect,hester,0,0.18,incorrect,kongo,0,0.4,incorrect,jamaica,0,0.33,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect,namibia,0,0.33,incorrect,jamaica,0,0.33,incorrect,kongo,0,0.4,incorrect,hester,0,0.18,incorrect,namibia,0,0.33,incorrect
['lacey'],she,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,ana,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,margo,0,0.2,incorrect,hester,0,0.18,incorrect
['ben'],baby,0,0.29,incorrect,milwaukee's,0,0.14,incorrect,tom,0,0.0,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's best light,0,0.16,incorrect,milwaukee's,0,0.14,incorrect,john,0,0.29,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,john,0,0.0,incorrect,juan,0,0.22,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,juan,0,0.22,incorrect
['margo'],space,0,0.2,incorrect,hester,0,0.18,incorrect,avuc,0,0.22,incorrect,hester,0,0.18,incorrect,toi,0,0.25,incorrect,hester,0,0.18,incorrect,isabel,0,0.18,incorrect,mapa,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mapa,0,0.44,incorrect
['margo'],she,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nguyen,0,0.18,incorrect,[mask],0,0.36,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nguyen,0,0.18,incorrect,hester,0,0.18,incorrect
"['spiegelman', 'margo roth spiegelma', 'margo roth spiegelman', 'roth', 'spiegelma', 'margo']",her,0,0.29,incorrect,hester,0,0.27,incorrect,kendini,0,0.24,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,alice,0,0.29,incorrect,juan,0,0.29,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,juan,0,0.29,incorrect
['margo'],her,0,0.25,incorrect,her,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,her,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
"['margo—', 'margo']",graduation,0,0.27,incorrect,john,0,0.22,incorrect,babam,0,0.2,incorrect,babam,0,0.2,incorrect,mom,0,0.5,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,juan,0,0.22,incorrect,john,0,0.22,incorrect,babam,0,0.2,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
['margo'],her,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect
['lacey'],name,0,0.44,incorrect,god,0,0.0,incorrect,hester,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,lay,0,0.75,correct,barrita,0,0.17,incorrect,barrita,0,0.17,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,lay,0,0.75,correct,barrita,0,0.17,incorrect
['margo'],girlfriend,0,0.13,incorrect,girlfriend,0,0.13,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect,maria,0,0.6,incorrect,girlfriend,0,0.13,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,maria,0,0.6,incorrect
['margo'],her,0,0.25,incorrect,jane,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,toi,0,0.25,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect,juan,0,0.22,incorrect,jane,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
