Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],emily,0,0.2,incorrect,jane,0,0.22,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,elizabeth,0,0.14,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,jane,0,0.22,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],jennifer,0,0.33,incorrect,jennifer,0,0.33,incorrect,harry,0,0.22,incorrect,yani,0,0.25,incorrect,nguyen huu hanh,0,0.11,incorrect,the,0,0.29,incorrect,maria,0,0.22,incorrect,juan,0,0.5,incorrect,jennifer,0,0.33,incorrect,yani,0,0.25,incorrect,the,0,0.29,incorrect,juan,0,0.5,incorrect
['margo'],she,0,0.0,incorrect,jane,0,0.22,incorrect,adam,0,0.22,incorrect,mehmet,0,0.18,incorrect,the,0,0.0,incorrect,nguyen huu than,0,0.1,incorrect,hari,0,0.44,incorrect,llave,0,0.2,incorrect,jane,0,0.22,incorrect,mehmet,0,0.18,incorrect,nguyen huu than,0,0.1,incorrect,llave,0,0.2,incorrect
['margo'],jess,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,nguyen,0,0.18,incorrect,jefferson,0,0.29,incorrect,jessica,0,0.17,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['marg', 'margo']",her,0,0.29,incorrect,jane,0,0.25,incorrect,yunus,0,0.0,incorrect,ali,0,0.29,incorrect,chung toi,0,0.29,incorrect,chung,0,0.22,incorrect,luna,0,0.25,incorrect,madrid,0,0.6,incorrect,jane,0,0.25,incorrect,ali,0,0.29,incorrect,chung,0,0.22,incorrect,madrid,0,0.6,incorrect
"['parson', 'chuck parson', 'chuck']",mr. miyagi,0,0.18,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,harvard,0,0.32,incorrect,duc,0,0.5,incorrect,dao,0,0.44,incorrect,escuela de baile crown,0,0.41,incorrect,shakespeare,0,0.43,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,dao,0,0.44,incorrect,shakespeare,0,0.43,incorrect
['margo'],jess,0,0.0,incorrect,jane,0,0.22,incorrect,elif,0,0.0,incorrect,yusuf,0,0.0,incorrect,ngoc,0,0.44,incorrect,nguyen du,0,0.14,incorrect,julieta,0,0.17,incorrect,maria,0,0.6,incorrect,jane,0,0.22,incorrect,yusuf,0,0.0,incorrect,nguyen du,0,0.14,incorrect,maria,0,0.6,incorrect
['margo'],erin morgenstern,0,0.29,incorrect,martha,0,0.55,incorrect,evin,0,0.0,incorrect,yunus,0,0.0,incorrect,doi tay,0,0.17,incorrect,nguyen huu tho,0,0.21,incorrect,la ventana,0,0.13,incorrect,mariposa,0,0.62,incorrect,martha,0,0.55,incorrect,yunus,0,0.0,incorrect,nguyen huu tho,0,0.21,incorrect,mariposa,0,0.62,incorrect
"['parso', 'chuck parso', 'parson', 'chuck parson', 'chuck']",dracula,0,0.33,incorrect,macbeth,0,0.33,incorrect,adam,0,0.22,incorrect,odasi,0,0.4,incorrect,nguyen van thieu,0,0.29,incorrect,ho chi minh,0,0.35,incorrect,el nino,0,0.22,incorrect,tom,0,0.25,incorrect,macbeth,0,0.33,incorrect,odasi,0,0.4,incorrect,ho chi minh,0,0.35,incorrect,tom,0,0.25,incorrect
"['parson', 'chuck parson', 'chuck']",amherst,0,0.46,incorrect,college,0,0.21,incorrect,emily,0,0.0,incorrect,help,0,0.25,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,college,0,0.21,incorrect,help,0,0.25,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],jess,0,0.0,incorrect,jane,0,0.22,incorrect,iki dakika,0,0.13,incorrect,ali,0,0.25,incorrect,dong ho,0,0.33,incorrect,trang,0,0.4,incorrect,juan,0,0.22,incorrect,luna,0,0.22,incorrect,jane,0,0.22,incorrect,ali,0,0.25,incorrect,trang,0,0.4,incorrect,luna,0,0.22,incorrect
['margo'],emily,0,0.2,incorrect,yumi,0,0.22,incorrect,naruto,0,0.55,incorrect,ninjago,0,0.5,incorrect,em,0,0.29,incorrect,ninja,0,0.2,incorrect,yui,0,0.0,incorrect,yoda,0,0.22,incorrect,yumi,0,0.22,incorrect,ninjago,0,0.5,incorrect,ninja,0,0.2,incorrect,yoda,0,0.22,incorrect
['margo'],seaworld,0,0.31,incorrect,san antonio,0,0.25,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,san antonio,0,0.25,incorrect,florida,0,0.17,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect
['margo'],anna,0,0.22,incorrect,emma,0,0.44,incorrect,polonya,0,0.17,incorrect,ali,0,0.25,incorrect,nguyen huu tho,0,0.21,incorrect,nguyen huy tuong,0,0.19,incorrect,hamlet,0,0.18,incorrect,carlos,0,0.55,incorrect,emma,0,0.44,incorrect,ali,0,0.25,incorrect,nguyen huy tuong,0,0.19,incorrect,carlos,0,0.55,incorrect
['margo'],harry,0,0.4,incorrect,orlando,0,0.33,incorrect,yusuke,0,0.0,incorrect,yol,0,0.25,incorrect,ninja,0,0.2,incorrect,nguyen du,0,0.14,incorrect,yoda,0,0.22,incorrect,toyota,0,0.18,incorrect,orlando,0,0.33,incorrect,yol,0,0.25,incorrect,nguyen du,0,0.14,incorrect,toyota,0,0.18,incorrect
['margo'],nick,0,0.0,incorrect,woody,0,0.2,incorrect,orange county,0,0.33,incorrect,orange,0,0.36,incorrect,anh,0,0.25,incorrect,thoi gian,0,0.14,incorrect,el,0,0.0,incorrect,rapidas,0,0.17,incorrect,woody,0,0.2,incorrect,orange,0,0.36,incorrect,thoi gian,0,0.14,incorrect,rapidas,0,0.17,incorrect
['margo'],he,0,0.0,incorrect,jean,0,0.22,incorrect,polis,0,0.2,incorrect,adam,0,0.22,incorrect,nguyen huu tho,0,0.21,incorrect,do,0,0.29,incorrect,marley,0,0.55,incorrect,juan,0,0.22,incorrect,jean,0,0.22,incorrect,adam,0,0.22,incorrect,do,0,0.29,incorrect,juan,0,0.22,incorrect
['margo'],universal studios,0,0.18,incorrect,universal studios,0,0.18,incorrect,universal studyolari,0,0.16,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,universal studios,0,0.18,incorrect,universal studios,0,0.18,incorrect,seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,universal,0,0.14,incorrect,universal studios,0,0.18,incorrect,seaworld,0,0.31,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",charles,0,0.33,incorrect,john,0,0.5,incorrect,goz,0,0.5,incorrect,normal,0,0.36,incorrect,nguyen huy tuong,0,0.27,incorrect,nguyen du,0,0.32,incorrect,jean-paul sartre,0,0.27,incorrect,juan,0,0.29,incorrect,john,0,0.5,incorrect,normal,0,0.36,incorrect,nguyen du,0,0.32,incorrect,juan,0,0.29,incorrect
['ben'],ms. keating,0,0.29,incorrect,john,0,0.29,incorrect,muzik,0,0.0,incorrect,albert einstein,0,0.33,incorrect,duc gieroshe,0,0.13,incorrect,la-tinh,0,0.2,incorrect,lucas,0,0.0,incorrect,juan,0,0.29,incorrect,john,0,0.29,incorrect,albert einstein,0,0.33,incorrect,la-tinh,0,0.2,incorrect,juan,0,0.29,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",edward cullen,0,0.29,incorrect,alice,0,0.27,incorrect,yok,0,0.29,incorrect,uzay,0,0.22,incorrect,duc phan,0,0.33,incorrect,dem le,0,0.25,incorrect,el lobo,0,0.24,incorrect,luna,0,0.29,incorrect,alice,0,0.27,incorrect,uzay,0,0.22,incorrect,dem le,0,0.25,incorrect,luna,0,0.29,incorrect
['margo'],mr. smith,0,0.29,incorrect,teacher,0,0.33,incorrect,ogretmen,0,0.15,incorrect,murat,0,0.4,incorrect,giao vien,0,0.29,incorrect,trung,0,0.4,incorrect,los profesores,0,0.21,incorrect,alumno,0,0.36,incorrect,teacher,0,0.33,incorrect,murat,0,0.4,incorrect,trung,0,0.4,incorrect,alumno,0,0.36,incorrect
['margo'],smackdown,0,0.43,incorrect,nick fury,0,0.14,incorrect,ama,0,0.5,incorrect,ali,0,0.25,incorrect,naruto,0,0.55,incorrect,ong toi,0,0.33,incorrect,naruto,0,0.55,incorrect,al,0,0.29,incorrect,nick fury,0,0.14,incorrect,ali,0,0.25,incorrect,ong toi,0,0.33,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']","look, alex, and yeah, i know it's you. you know it wasn't me who squirt-peed those freshmen. i'm sorry, but it's not like i control the actions of other people.",0,0.08,incorrect,students,0,0.57,incorrect,turkish,0,0.31,incorrect,turabian,0,0.4,incorrect,nguyen van thieu,0,0.45,incorrect,viet nam,0,0.4,incorrect,"mira, mama, porque si, se que eres tu. sabes que no fui yo el que chorreo con meados a los chicos de primero. lo siento, pero no controlo lo que hacen los demas.",0,0.07,incorrect,juan,0,0.4,incorrect,students,0,0.57,incorrect,turabian,0,0.4,incorrect,viet nam,0,0.4,incorrect,juan,0,0.4,incorrect
['margo'],luna,0,0.22,incorrect,central,0,0.17,incorrect,clark,0,0.4,incorrect,jefiferson,0,0.27,incorrect,nguyen huu hanh,0,0.1,incorrect,washington,0,0.4,incorrect,el globo,0,0.31,incorrect,thomas,0,0.36,incorrect,central,0,0.17,incorrect,jefiferson,0,0.27,incorrect,washington,0,0.4,incorrect,thomas,0,0.36,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",jennifer,0,0.22,incorrect,emily,0,0.27,incorrect,ogrenci,0,0.35,incorrect,ekmek,0,0.27,incorrect,margo,1,1.0,correct,nguyen,0,0.38,incorrect,juan,0,0.29,incorrect,mi,0,0.29,incorrect,emily,0,0.27,incorrect,ekmek,0,0.27,incorrect,nguyen,0,0.38,incorrect,mi,0,0.29,incorrect
['margo'],persephone,0,0.27,incorrect,elizabeth bennet,0,0.1,incorrect,yunus,0,0.0,incorrect,sefer,0,0.2,incorrect,ngoc,0,0.44,incorrect,nguyen huu than,0,0.1,incorrect,luna,0,0.22,incorrect,orfeo,0,0.4,incorrect,elizabeth bennet,0,0.1,incorrect,sefer,0,0.2,incorrect,nguyen huu than,0,0.1,incorrect,orfeo,0,0.4,incorrect
"['jiminez', 'bay jiminez', 'bay']",smith,0,0.33,incorrect,smith,0,0.33,incorrect,ders,0,0.18,incorrect,school,0,0.0,incorrect,nguyen huy tuong,0,0.22,incorrect,nguyen du,0,0.25,incorrect,smith,0,0.33,incorrect,matematicas,0,0.27,incorrect,smith,0,0.33,incorrect,school,0,0.0,incorrect,nguyen du,0,0.25,incorrect,matematicas,0,0.27,incorrect
"['ben', 'starling', 'ben starling']",charlie,0,0.53,incorrect,michael,0,0.27,incorrect,harry,0,0.31,incorrect,ogretmen,0,0.36,incorrect,walter white,0,0.3,incorrect,minh,0,0.33,incorrect,juan,0,0.33,incorrect,carlos,0,0.43,incorrect,michael,0,0.27,incorrect,ogretmen,0,0.36,incorrect,minh,0,0.33,incorrect,carlos,0,0.43,incorrect
"['marg', 'margo']",my dad,0,0.4,incorrect,john,0,0.22,incorrect,annem,0,0.22,incorrect,cember,0,0.4,incorrect,nguyen huy tuong,0,0.19,incorrect,nguyen huy tuong,0,0.19,incorrect,mi madre,0,0.5,incorrect,euclides,0,0.0,incorrect,john,0,0.22,incorrect,cember,0,0.4,incorrect,nguyen huy tuong,0,0.19,incorrect,euclides,0,0.0,incorrect
['margo'],typical harriet,0,0.2,incorrect,jane,0,0.22,incorrect,ali,0,0.25,incorrect,ben,0,0.0,incorrect,ngoc,0,0.44,incorrect,nguyen,0,0.18,incorrect,elvis,0,0.0,incorrect,cruce,0,0.2,incorrect,jane,0,0.22,incorrect,ben,0,0.0,incorrect,nguyen,0,0.18,incorrect,cruce,0,0.2,incorrect
['margo'],florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,orlando,0,0.33,incorrect,manhattan,0,0.29,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,manhattan,0,0.29,incorrect,new york,0,0.15,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,emily,0,0.2,incorrect,margo,1,1.0,correct,rumi,0,0.22,incorrect,marguerite duras,0,0.38,incorrect,nguyen du,0,0.14,incorrect,emily dickinson,0,0.2,incorrect,amado,0,0.6,incorrect,emily,0,0.2,incorrect,rumi,0,0.22,incorrect,nguyen du,0,0.14,incorrect,amado,0,0.6,incorrect
['ben'],board,0,0.25,incorrect,wile e.,0,0.2,incorrect,at,0,0.0,incorrect,lev,0,0.33,incorrect,con,0,0.33,incorrect,nguyen huy tuong,0,0.21,incorrect,tom,0,0.0,incorrect,tom y jerry,0,0.14,incorrect,wile e.,0,0.2,incorrect,lev,0,0.33,incorrect,nguyen huy tuong,0,0.21,incorrect,tom y jerry,0,0.14,incorrect
['margo'],trails,0,0.18,incorrect,wanderlust,0,0.27,incorrect,yol,0,0.25,incorrect,ataturk,0,0.33,incorrect,nguyen nhat anh,0,0.1,incorrect,duong,0,0.2,incorrect,personas,0,0.31,incorrect,francisco,0,0.29,incorrect,wanderlust,0,0.27,incorrect,ataturk,0,0.33,incorrect,duong,0,0.2,incorrect,francisco,0,0.29,incorrect
"['marg', 'margo']",mother,0,0.4,incorrect,jenny,0,0.0,incorrect,annem,0,0.22,incorrect,annem,0,0.22,incorrect,duc me,0,0.2,incorrect,tran,0,0.25,incorrect,mama,0,0.5,incorrect,la,0,0.33,incorrect,jenny,0,0.0,incorrect,annem,0,0.22,incorrect,tran,0,0.25,incorrect,la,0,0.33,incorrect
['margo'],jess,0,0.0,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,do thi huong,0,0.12,incorrect,nguyen du,0,0.14,incorrect,adan,0,0.22,incorrect,tomas,0,0.4,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,nguyen du,0,0.14,incorrect,tomas,0,0.4,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",parents,0,0.36,incorrect,q,0,0.0,incorrect,yann,0,0.29,incorrect,q,0,0.0,incorrect,ong,0,0.29,incorrect,q co,0,0.25,incorrect,ella,0,0.43,incorrect,universidad,0,0.29,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,q co,0,0.25,incorrect,universidad,0,0.29,incorrect
"['dennis mcmahon', 'dennis', 'mcmahon']",june,0,0.2,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,cam,0,0.4,incorrect,truman,0,0.46,incorrect,den,0,0.67,incorrect,junio,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,cam,0,0.4,incorrect,den,0,0.67,incorrect,marlboro,0,0.4,incorrect
['margo'],jess,0,0.0,incorrect,mcdonald's,0,0.27,incorrect,adam,0,0.22,incorrect,mountain,0,0.31,incorrect,nguyen nhat anh,0,0.1,incorrect,mountain dew,0,0.24,incorrect,emily,0,0.2,incorrect,mountain dew,0,0.24,incorrect,mcdonald's,0,0.27,incorrect,mountain,0,0.31,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect
['whitman'],wordsworth,0,0.24,incorrect,walt whitman,0,0.74,correct,oyku,0,0.0,incorrect,orhan veli,0,0.35,incorrect,nguyen du,0,0.12,incorrect,truyen,0,0.31,incorrect,walt,0,0.36,incorrect,don quijote,0,0.22,incorrect,walt whitman,0,0.74,correct,orhan veli,0,0.35,incorrect,truyen,0,0.31,incorrect,don quijote,0,0.22,incorrect
['margo'],jess,0,0.0,incorrect,beijing,0,0.17,incorrect,jean-paul sartre,0,0.19,incorrect,kitap,0,0.2,incorrect,nhung,0,0.2,incorrect,nguyen du,0,0.14,incorrect,jamaica,0,0.33,incorrect,mark twain,0,0.4,incorrect,beijing,0,0.17,incorrect,kitap,0,0.2,incorrect,nguyen du,0,0.14,incorrect,mark twain,0,0.4,incorrect
['lacey'],jess,0,0.22,incorrect,emily,0,0.4,incorrect,adam,0,0.22,incorrect,ozdemir,0,0.17,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,luna,0,0.44,incorrect,marina,0,0.18,incorrect,emily,0,0.4,incorrect,ozdemir,0,0.17,incorrect,margo,0,0.2,incorrect,marina,0,0.18,incorrect
['ben'],jack,0,0.0,incorrect,wolverine,0,0.33,incorrect,chuck,0,0.0,incorrect,best,0,0.57,incorrect,duc,0,0.0,incorrect,miller,0,0.22,incorrect,don quijote,0,0.14,incorrect,budweiser,0,0.33,incorrect,wolverine,0,0.33,incorrect,best,0,0.57,incorrect,miller,0,0.22,incorrect,budweiser,0,0.33,incorrect
['lacey'],ace,0,0.75,correct,camera,0,0.36,incorrect,harry,0,0.4,incorrect,gus,0,0.0,incorrect,nguyen huy tuong,0,0.19,incorrect,nguyen huu tho,0,0.11,incorrect,juan,0,0.22,incorrect,carlos,0,0.18,incorrect,camera,0,0.36,incorrect,gus,0,0.0,incorrect,nguyen huu tho,0,0.11,incorrect,carlos,0,0.18,incorrect
['margo'],grasses,0,0.17,incorrect,google,0,0.36,incorrect,cimen,0,0.2,incorrect,orhan pamuk,0,0.12,incorrect,trai dat,0,0.15,incorrect,nguyen du,0,0.14,incorrect,europa,0,0.36,incorrect,google,0,0.36,incorrect,google,0,0.36,incorrect,orhan pamuk,0,0.12,incorrect,nguyen du,0,0.14,incorrect,google,0,0.36,incorrect
['margo'],luna,0,0.22,incorrect,goldilocks,0,0.27,incorrect,mahmut,0,0.36,incorrect,ilhan,0,0.2,incorrect,nguyen huu tho,0,0.21,incorrect,nguyen huu tho,0,0.21,incorrect,maria,0,0.6,incorrect,don quijote,0,0.12,incorrect,goldilocks,0,0.27,incorrect,ilhan,0,0.2,incorrect,nguyen huu tho,0,0.21,incorrect,don quijote,0,0.12,incorrect
"['margo', 'spiegelma', 'spiegelman', 'margo roth spiegelma', 'roth', 'margo roth spiegelman']",her,0,0.29,incorrect,house,0,0.29,incorrect,ses,0,0.33,incorrect,murat,0,0.44,incorrect,nguyen nhat anh,0,0.33,incorrect,nguyen du,0,0.32,incorrect,la luna,0,0.35,incorrect,luna,0,0.31,incorrect,house,0,0.29,incorrect,murat,0,0.44,incorrect,nguyen du,0,0.32,incorrect,luna,0,0.31,incorrect
['margo'],jean-paul sartre,0,0.19,incorrect,virginia woolf,0,0.32,incorrect,orhan pamuk,0,0.12,incorrect,plan,0,0.22,incorrect,do,0,0.29,incorrect,nguyen du,0,0.14,incorrect,luna,0,0.22,incorrect,orwell,0,0.18,incorrect,virginia woolf,0,0.32,incorrect,plan,0,0.22,incorrect,nguyen du,0,0.14,incorrect,orwell,0,0.18,incorrect
"['margo—', 'margo']",college,0,0.17,incorrect,high,0,0.22,incorrect,annem,0,0.2,incorrect,perihan,0,0.17,incorrect,thanh nien,0,0.13,incorrect,nguyen du,0,0.14,incorrect,mi graduacion,0,0.33,incorrect,el,0,0.0,incorrect,high,0,0.22,incorrect,perihan,0,0.17,incorrect,nguyen du,0,0.14,incorrect,el,0,0.0,incorrect
