Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
['louisa'],mary,0,0.2,incorrect,moses,0,0.36,incorrect,jesus,0,0.36,incorrect,yoruba,0,0.5,incorrect,moses,0,0.36,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,ram,0,0.22,incorrect,ramayana,0,0.14,incorrect,andry rajoelina,0,0.29,incorrect,madagascar,0,0.25,incorrect,moses,0,0.36,incorrect,yoruba,0,0.5,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,ramayana,0,0.14,incorrect,madagascar,0,0.25,incorrect,austen,0,0.33,incorrect,shakespeare,0,0.24,incorrect,napolyon,0,0.29,incorrect,mehmet,0,0.0,incorrect,napoleon,0,0.29,incorrect,chi hai,0,0.31,incorrect,napoleon,0,0.29,incorrect,carlos,0,0.5,incorrect,shakespeare,0,0.24,incorrect,mehmet,0,0.0,incorrect,chi hai,0,0.31,incorrect,carlos,0,0.5,incorrect
"['mr jones', 'mr', 'jones']",god,0,0.25,incorrect,nelson mandela,0,0.32,incorrect,yoruba,0,0.25,incorrect,ogun,0,0.44,incorrect,jesus,0,0.6,incorrect,mokgatlo,0,0.25,incorrect,jesus,0,0.6,incorrect,maui,0,0.33,incorrect,ram,0,0.4,incorrect,ram,0,0.4,incorrect,jesus,0,0.6,incorrect,andriamanelo,0,0.3,incorrect,nelson mandela,0,0.32,incorrect,ogun,0,0.44,incorrect,mokgatlo,0,0.25,incorrect,maui,0,0.33,incorrect,ram,0,0.4,incorrect,andriamanelo,0,0.3,incorrect,"dr. [last name of the speaker, which is not provided in the passage, but based on the context, it seems like the speaker is referring to a doctor]",0,0.09,incorrect,elizabeth,0,0.14,incorrect,docent,0,0.36,incorrect,ali,0,0.0,incorrect,nguyen huu tho,0,0.21,incorrect,nguyen du,0,0.29,incorrect,doctor,0,0.25,incorrect,maria,0,0.57,incorrect,elizabeth,0,0.14,incorrect,ali,0,0.0,incorrect,nguyen du,0,0.29,incorrect,maria,0,0.57,incorrect
"['mary', 'mary––']",nelson mandela,0,0.22,incorrect,nelson mandela,0,0.22,incorrect,olaudah equiano,0,0.11,incorrect,osun,0,0.0,incorrect,moses,0,0.22,incorrect,moses,0,0.22,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,mahatma gandhi,0,0.22,incorrect,ram,0,0.29,incorrect,rabesahala,0,0.14,incorrect,maria,0,0.67,incorrect,nelson mandela,0,0.22,incorrect,osun,0,0.0,incorrect,moses,0,0.22,incorrect,jesus,0,0.0,incorrect,ram,0,0.29,incorrect,maria,0,0.67,incorrect,mr. darcy,0,0.62,incorrect,virtue,0,0.2,incorrect,mustafa kemal ataturk,0,0.24,incorrect,insan,0,0.22,incorrect,nguyen huu tho,0,0.11,incorrect,thuc,0,0.0,incorrect,el,0,0.0,incorrect,voltaire,0,0.33,incorrect,virtue,0,0.2,incorrect,insan,0,0.22,incorrect,thuc,0,0.0,incorrect,voltaire,0,0.33,incorrect
"['', 'jane', 'jane bennet', 'bennet']",moses,0,0.22,incorrect,jesus,0,0.44,incorrect,olorun,0,0.2,incorrect,oyinbo,0,0.24,incorrect,nelson mandela,0,0.4,incorrect,leletsera,0,0.4,incorrect,tamahine,0,0.5,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,ram,0,0.29,incorrect,maria,0,0.22,incorrect,rasolofonirina,0,0.24,incorrect,jesus,0,0.44,incorrect,oyinbo,0,0.24,incorrect,leletsera,0,0.4,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,rasolofonirina,0,0.24,incorrect,emma,0,0.25,incorrect,jane,1,1.0,correct,asli,0,0.25,incorrect,annelerim,0,0.46,incorrect,nguyen huu tho,0,0.32,incorrect,nguyen huu huan,0,0.31,incorrect,nina,0,0.4,incorrect,maria,0,0.22,incorrect,jane,1,1.0,correct,annelerim,0,0.46,incorrect,nguyen huu huan,0,0.31,incorrect,maria,0,0.22,incorrect
"['darcy', 'darcy–']",jesus,0,0.0,incorrect,moses,0,0.0,incorrect,yoruba,0,0.18,incorrect,yoruba,0,0.18,incorrect,go na le dilo tse dintsi tse o di fitlheletseng,0,0.04,incorrect,shakespeare,0,0.25,incorrect,maori,0,0.4,incorrect,tahiti,0,0.18,incorrect,ahaan,0,0.2,incorrect,netflix,0,0.0,incorrect,andry rasoanaivo,0,0.29,incorrect,andriamanelo,0,0.24,incorrect,moses,0,0.0,incorrect,yoruba,0,0.18,incorrect,shakespeare,0,0.25,incorrect,tahiti,0,0.18,incorrect,netflix,0,0.0,incorrect,andriamanelo,0,0.24,incorrect,mr. collins,0,0.25,incorrect,mr. darcy,0,0.71,correct,ataturk,0,0.33,incorrect,turkan,0,0.18,incorrect,the luc,0,0.17,incorrect,the,0,0.0,incorrect,don quijote,0,0.12,incorrect,chanel,0,0.18,incorrect,mr. darcy,0,0.71,correct,turkan,0,0.18,incorrect,the,0,0.0,incorrect,chanel,0,0.18,incorrect
['darcy'],nelson mandela,0,0.21,incorrect,moses,0,0.0,incorrect,afrobeat,0,0.31,incorrect,yoruba,0,0.18,incorrect,jesus,0,0.0,incorrect,botswana,0,0.15,incorrect,jesus,0,0.0,incorrect,maori,0,0.4,incorrect,nelson mandela,0,0.21,incorrect,nietzsche,0,0.14,incorrect,maria,0,0.4,incorrect,madagascar,0,0.4,incorrect,moses,0,0.0,incorrect,yoruba,0,0.18,incorrect,botswana,0,0.15,incorrect,maori,0,0.4,incorrect,nietzsche,0,0.14,incorrect,madagascar,0,0.4,incorrect,mr. elliot,0,0.13,incorrect,mr. collins,0,0.25,incorrect,napolyon,0,0.31,incorrect,ali ibrahimovic,0,0.3,incorrect,mozart,0,0.36,incorrect,nguyen du,0,0.14,incorrect,don quijote,0,0.12,incorrect,don quijote,0,0.12,incorrect,mr. collins,0,0.25,incorrect,ali ibrahimovic,0,0.3,incorrect,nguyen du,0,0.14,incorrect,don quijote,0,0.12,incorrect
"['mrs bennet', 'señora', 'bennet', 'señora bennet', 'mrs']",south africa,0,0.44,incorrect,south africa,0,0.44,incorrect,nigeria,0,0.46,incorrect,nigeria,0,0.46,incorrect,setshwana,0,0.53,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,tahiti,0,0.21,incorrect,nepal,0,0.36,incorrect,japan,0,0.22,incorrect,madagascar,0,0.31,incorrect,madagascar,0,0.31,incorrect,south africa,0,0.44,incorrect,nigeria,0,0.46,incorrect,jesus,0,0.25,incorrect,tahiti,0,0.21,incorrect,japan,0,0.22,incorrect,madagascar,0,0.31,incorrect,mr. woodhouse,0,0.38,incorrect,england,0,0.46,incorrect,murat,0,0.5,incorrect,muhtar,0,0.44,incorrect,nguyen huy tuong,0,0.28,incorrect,thich,0,0.18,incorrect,jose,0,0.4,incorrect,maria,0,0.5,incorrect,england,0,0.46,incorrect,muhtar,0,0.44,incorrect,thich,0,0.18,incorrect,maria,0,0.5,incorrect
"['señor', 'bingley', 'mr bingley', 'señor bingley', 'mr']",winston churchill,0,0.33,incorrect,jesus,0,0.2,incorrect,united kingdom,0,0.37,incorrect,nigeria,0,0.43,incorrect,nelson mandela,0,0.37,incorrect,nelson mandela,0,0.37,incorrect,america,0,0.44,incorrect,australia,0,0.29,incorrect,lndn,0,0.24,incorrect,nepal,0,0.33,incorrect,britania,0,0.4,incorrect,britania,0,0.4,incorrect,jesus,0,0.2,incorrect,nigeria,0,0.43,incorrect,nelson mandela,0,0.37,incorrect,australia,0,0.29,incorrect,nepal,0,0.33,incorrect,britania,0,0.4,incorrect,emma,0,0.33,incorrect,westminster,0,0.38,incorrect,londra,0,0.36,incorrect,londra,0,0.36,incorrect,manchester,0,0.4,incorrect,trung quoc,0,0.3,incorrect,don quijote,0,0.33,incorrect,hyde,0,0.22,incorrect,westminster,0,0.38,incorrect,londra,0,0.36,incorrect,trung quoc,0,0.3,incorrect,hyde,0,0.22,incorrect
"['eliz', 'elizabeth']",nelson mandela,0,0.35,incorrect,kea,0,0.33,incorrect,olaudah equiano,0,0.25,incorrect,jesus,0,0.22,incorrect,nelson mandela,0,0.35,incorrect,nelson mandela,0,0.35,incorrect,jesus,0,0.22,incorrect,tupu,0,0.15,incorrect,rabindranath tagore,0,0.29,incorrect,rabindranath tagore,0,0.29,incorrect,andry rajoelina,0,0.33,incorrect,mahafaly,0,0.24,incorrect,kea,0,0.33,incorrect,jesus,0,0.22,incorrect,nelson mandela,0,0.35,incorrect,tupu,0,0.15,incorrect,rabindranath tagore,0,0.29,incorrect,mahafaly,0,0.24,incorrect,mr. collins,0,0.27,incorrect,wordsworth,0,0.21,incorrect,oyku,0,0.0,incorrect,rumi,0,0.25,incorrect,thi ca,0,0.27,incorrect,duc phan,0,0.12,incorrect,don juan,0,0.12,incorrect,shakespeare,0,0.3,incorrect,wordsworth,0,0.21,incorrect,rumi,0,0.25,incorrect,duc phan,0,0.12,incorrect,shakespeare,0,0.3,incorrect
"['bennet', 'miss', 'miss bennet']",jesus,0,0.44,incorrect,moses,0,0.67,incorrect,yoruba,0,0.17,incorrect,yoruba,0,0.17,incorrect,moses,0,0.67,incorrect,moses,0,0.67,incorrect,jesus,0,0.44,incorrect,tera,0,0.2,incorrect,ramayana,0,0.21,incorrect,nehru,0,0.36,incorrect,rabelo,0,0.33,incorrect,manantena,0,0.4,incorrect,moses,0,0.67,incorrect,yoruba,0,0.17,incorrect,moses,0,0.67,incorrect,tera,0,0.2,incorrect,nehru,0,0.36,incorrect,manantena,0,0.4,incorrect,mr. elliot,0,0.38,incorrect,mr. darcy,0,0.2,incorrect,ben,0,0.67,incorrect,arzu,0,0.0,incorrect,nguoi ban ay,0,0.35,incorrect,nguyen du,0,0.27,incorrect,senorita,0,0.43,incorrect,maria,0,0.44,incorrect,mr. darcy,0,0.2,incorrect,arzu,0,0.0,incorrect,nguyen du,0,0.27,incorrect,maria,0,0.44,incorrect
"['bennet', 'miss', 'miss bennet']",nelson mandela,0,0.4,incorrect,nelson mandela,0,0.4,incorrect,jesus,0,0.44,incorrect,yoruba,0,0.17,incorrect,nelson mandela,0,0.4,incorrect,sebetwane,0,0.53,incorrect,taupou,0,0.17,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,ram,0,0.29,incorrect,maria,0,0.44,incorrect,maria,0,0.44,incorrect,nelson mandela,0,0.4,incorrect,yoruba,0,0.17,incorrect,sebetwane,0,0.53,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,maria,0,0.44,incorrect,mr. knightley,0,0.33,incorrect,shakespeare,0,0.36,incorrect,sen,0,0.44,incorrect,ben,0,0.67,incorrect,em,0,0.33,incorrect,tranh,0,0.18,incorrect,wilde,0,0.25,incorrect,madame,0,0.24,incorrect,shakespeare,0,0.36,incorrect,ben,0,0.67,incorrect,tranh,0,0.18,incorrect,madame,0,0.24,incorrect
['jane'],moshoeshoe,0,0.14,incorrect,moses,0,0.22,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,lesedi,0,0.2,incorrect,botswana,0,0.33,incorrect,jesus,0,0.44,incorrect,maui,0,0.25,incorrect,rukmini,0,0.18,incorrect,ram,0,0.29,incorrect,madagascar,0,0.14,incorrect,madagascar,0,0.14,incorrect,moses,0,0.22,incorrect,jesus,0,0.44,incorrect,botswana,0,0.33,incorrect,maui,0,0.25,incorrect,ram,0,0.29,incorrect,madagascar,0,0.14,incorrect,elizabeth,0,0.31,incorrect,elizabeth,0,0.31,incorrect,murat,0,0.22,incorrect,evren,0,0.22,incorrect,nguyen huu tho,0,0.22,incorrect,the thao,0,0.17,incorrect,ella,0,0.25,incorrect,ella,0,0.25,incorrect,elizabeth,0,0.31,incorrect,evren,0,0.22,incorrect,the thao,0,0.17,incorrect,ella,0,0.25,incorrect
