Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
"['buchanan', 'ton buchanan', 'tom buchanan', 'ton', 'tom']",atlantis,0,0.38,incorrect,camelot,0,0.27,incorrect,guinevere,0,0.24,incorrect,arthur,0,0.22,incorrect,setabolenya,0,0.43,incorrect,setswana,0,0.4,incorrect,maui,0,0.29,incorrect,maori,0,0.25,incorrect,draborg,0,0.2,incorrect,victoria,0,0.36,incorrect,maria,0,0.35,incorrect,andriamanitra,0,0.38,incorrect,camelot,0,0.27,incorrect,arthur,0,0.22,incorrect,setswana,0,0.4,incorrect,maori,0,0.25,incorrect,victoria,0,0.36,incorrect,andriamanitra,0,0.38,incorrect,daisy buchanan,0,0.73,correct,thames,0,0.44,incorrect,paris,0,0.15,incorrect,iskenderun,0,0.27,incorrect,nguyen huy tuong,0,0.32,incorrect,duong,0,0.5,incorrect,don quijote,0,0.35,incorrect,seine,0,0.25,incorrect,thames,0,0.44,incorrect,iskenderun,0,0.27,incorrect,duong,0,0.5,incorrect,seine,0,0.25,incorrect
['tom'],september,0,0.33,incorrect,thapama,0,0.4,incorrect,delta air lines,0,0.11,incorrect,york,0,0.29,incorrect,empire state,0,0.13,incorrect,george,0,0.22,incorrect,empire state building,0,0.08,incorrect,york,0,0.29,incorrect,mark twain,0,0.15,incorrect,naraj,0,0.0,incorrect,central park,0,0.13,incorrect,tezitra,0,0.2,incorrect,thapama,0,0.4,incorrect,york,0,0.29,incorrect,george,0,0.22,incorrect,york,0,0.29,incorrect,naraj,0,0.0,incorrect,tezitra,0,0.2,incorrect,gatsby,0,0.22,incorrect,york,0,0.29,incorrect,abdullah,0,0.0,incorrect,london,0,0.22,incorrect,pham tuyen,0,0.15,incorrect,york,0,0.29,incorrect,camille,0,0.2,incorrect,york,0,0.29,incorrect,york,0,0.29,incorrect,london,0,0.22,incorrect,york,0,0.29,incorrect,york,0,0.29,incorrect
"['bayan', 'mistress', 'bayan wilson', 'mistress wilson', 'wilso', 'wilson']",yorkie,0,0.29,incorrect,beethoven,0,0.29,incorrect,jesus,0,0.46,incorrect,yorkshire,0,0.35,incorrect,lesotho,0,0.5,incorrect,jesus,0,0.46,incorrect,jesus,0,0.46,incorrect,jesus,0,0.46,incorrect,elmer,0,0.31,incorrect,monet,0,0.36,incorrect,brittany,0,0.46,incorrect,yorkshire,0,0.35,incorrect,beethoven,0,0.29,incorrect,yorkshire,0,0.35,incorrect,jesus,0,0.46,incorrect,jesus,0,0.46,incorrect,monet,0,0.36,incorrect,yorkshire,0,0.35,incorrect,wemmicks,0,0.46,incorrect,john,0,0.4,incorrect,cocuk,0,0.2,incorrect,ingiliz,0,0.33,incorrect,winston churchill,0,0.43,incorrect,york,0,0.25,incorrect,winston churchill,0,0.43,incorrect,jack,0,0.22,incorrect,john,0,0.4,incorrect,ingiliz,0,0.33,incorrect,york,0,0.25,incorrect,jack,0,0.22,incorrect
"['bayan', 'mistress', 'myrtle', 'bayan wilson', 'mistress wilson', 'wilson']",leonardo da vinci,0,0.34,incorrect,south africa,0,0.3,incorrect,elizabeth,0,0.27,incorrect,benin,0,0.47,incorrect,mmamosadinyana,0,0.42,incorrect,south africa,0,0.3,incorrect,henry,0,0.2,incorrect,ma haaputuputu,0,0.21,incorrect,raj,0,0.25,incorrect,queen,0,0.2,incorrect,smith,0,0.46,incorrect,madagascar,0,0.33,incorrect,south africa,0,0.3,incorrect,benin,0,0.47,incorrect,south africa,0,0.3,incorrect,ma haaputuputu,0,0.21,incorrect,queen,0,0.2,incorrect,madagascar,0,0.33,incorrect,woolf,0,0.36,incorrect,central,0,0.31,incorrect,west 14th street,0,0.33,incorrect,street,0,0.57,incorrect,nguyen,0,0.36,incorrect,westfield,0,0.4,incorrect,elizabeth,0,0.27,incorrect,madrid,0,0.33,incorrect,central,0,0.31,incorrect,street,0,0.57,incorrect,westfield,0,0.4,incorrect,madrid,0,0.33,incorrect
['catherine'],lesotho,0,0.25,incorrect,empa,0,0.15,incorrect,yoruba,0,0.13,incorrect,aisha,0,0.29,incorrect,joseph kony,0,0.2,incorrect,south africa,0,0.38,incorrect,tahiti,0,0.4,incorrect,te raukura,0,0.32,incorrect,ram,0,0.17,incorrect,ram,0,0.17,incorrect,madagascar,0,0.32,incorrect,madagascar,0,0.32,incorrect,empa,0,0.15,incorrect,aisha,0,0.29,incorrect,south africa,0,0.38,incorrect,te raukura,0,0.32,incorrect,ram,0,0.17,incorrect,madagascar,0,0.32,incorrect,daisy,0,0.29,incorrect,madame bovary,0,0.27,incorrect,hanim,0,0.29,incorrect,istanbullu,0,0.21,incorrect,ngoc,0,0.15,incorrect,ngoc,0,0.15,incorrect,la hermana,0,0.53,incorrect,maria,0,0.43,incorrect,madame bovary,0,0.27,incorrect,istanbullu,0,0.21,incorrect,ngoc,0,0.15,incorrect,maria,0,0.43,incorrect
"['mckee', 'mister', 'bay', 'mister mckee', 'bay mckee']",jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,yoruba,0,0.44,incorrect,jesus,0,0.2,incorrect,nelson mandela,0,0.31,incorrect,lesome,0,0.36,incorrect,jesus,0,0.2,incorrect,maori,0,0.36,incorrect,ramchandra,0,0.32,incorrect,lethrk,0,0.33,incorrect,madagascar,0,0.38,incorrect,madagascar,0,0.38,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,lesome,0,0.36,incorrect,maori,0,0.36,incorrect,lethrk,0,0.33,incorrect,madagascar,0,0.38,incorrect,wemmick,0,0.5,incorrect,three,0,0.47,incorrect,ali,0,0.33,incorrect,mendil,0,0.36,incorrect,nguyen huy tuong,0,0.16,incorrect,chang,0,0.25,incorrect,john,0,0.0,incorrect,carlos,0,0.22,incorrect,three,0,0.47,incorrect,mendil,0,0.36,incorrect,chang,0,0.25,incorrect,carlos,0,0.22,incorrect
"['baker', 'jordan', 'jordan baker']",setso,0,0.2,incorrect,lesotho,0,0.17,incorrect,italy,0,0.2,incorrect,africa,0,0.36,incorrect,botswana,0,0.43,incorrect,botswana,0,0.43,incorrect,tu,0,0.0,incorrect,samoa,0,0.36,incorrect,ram,0,0.44,incorrect,paradise,0,0.31,incorrect,madagascar,0,0.36,incorrect,madagascar,0,0.36,incorrect,lesotho,0,0.17,incorrect,africa,0,0.36,incorrect,botswana,0,0.43,incorrect,samoa,0,0.36,incorrect,paradise,0,0.31,incorrect,madagascar,0,0.36,incorrect,ashton,0,0.33,incorrect,walter,0,0.55,incorrect,imparator,0,0.29,incorrect,mevlana,0,0.32,incorrect,ngoc,0,0.2,incorrect,nguyen du,0,0.19,incorrect,don quijote,0,0.35,incorrect,don quijote,0,0.35,incorrect,walter,0,0.55,incorrect,mevlana,0,0.32,incorrect,nguyen du,0,0.19,incorrect,don quijote,0,0.35,incorrect
['jordan'],disney,0,0.33,incorrect,disney,0,0.33,incorrect,google,0,0.17,incorrect,yoruba,0,0.5,incorrect,atlantis,0,0.29,incorrect,jesus,0,0.18,incorrect,samoa,0,0.36,incorrect,samoa,0,0.36,incorrect,professor,0,0.27,incorrect,rabindranath tagore,0,0.32,incorrect,ravelo,0,0.33,incorrect,andriamanelo,0,0.33,incorrect,disney,0,0.33,incorrect,yoruba,0,0.5,incorrect,jesus,0,0.18,incorrect,samoa,0,0.36,incorrect,rabindranath tagore,0,0.32,incorrect,andriamanelo,0,0.33,incorrect,professor,0,0.27,incorrect,beatrix,0,0.15,incorrect,murat,0,0.36,incorrect,profesor,0,0.29,incorrect,nguoi,0,0.18,incorrect,duc phat,0,0.29,incorrect,los visitantes,0,0.3,incorrect,don quijote,0,0.24,incorrect,beatrix,0,0.15,incorrect,profesor,0,0.29,incorrect,duc phat,0,0.29,incorrect,don quijote,0,0.24,incorrect
"['bay gatsby', 'gatsby', 'bay']",winston churchill,0,0.09,incorrect,al capone,0,0.32,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,jesus,0,0.18,incorrect,south africa,0,0.18,incorrect,chicago,0,0.24,incorrect,washington,0,0.3,incorrect,obama,0,0.5,incorrect,shakespeare,0,0.24,incorrect,chicago,0,0.24,incorrect,michigan,0,0.29,incorrect,al capone,0,0.32,incorrect,chicago,0,0.24,incorrect,south africa,0,0.18,incorrect,washington,0,0.3,incorrect,shakespeare,0,0.24,incorrect,michigan,0,0.29,incorrect,holmes,0,0.17,incorrect,jeeves,0,0.17,incorrect,abdulhamid,0,0.31,incorrect,abdulhamid,0,0.31,incorrect,ong,0,0.22,incorrect,washington,0,0.3,incorrect,winston,0,0.15,incorrect,obama,0,0.5,incorrect,jeeves,0,0.17,incorrect,abdulhamid,0,0.31,incorrect,washington,0,0.3,incorrect,obama,0,0.5,incorrect
['jordan'],nelson mandela,0,0.3,incorrect,jesus,0,0.18,incorrect,yoruba,0,0.5,incorrect,independence,0,0.22,incorrect,nelson mandela,0,0.3,incorrect,nelson mandela,0,0.3,incorrect,maori,0,0.36,incorrect,atira,0,0.36,incorrect,giitaa menhdii,0,0.2,incorrect,bjp,0,0.22,incorrect,rasolonandrasana,0,0.36,incorrect,madagascar,0,0.25,incorrect,jesus,0,0.18,incorrect,independence,0,0.22,incorrect,nelson mandela,0,0.3,incorrect,atira,0,0.36,incorrect,bjp,0,0.22,incorrect,madagascar,0,0.25,incorrect,gatsby,0,0.17,incorrect,greenwich village,0,0.17,incorrect,recep tayyip erdogan,0,0.31,incorrect,ali,0,0.22,incorrect,nguyen huu hanh,0,0.19,incorrect,nguyen du,0,0.13,incorrect,"el autor de la frase no es mencionado explicitamente, pero se puede inferir que es un personaje femenino, ya que utiliza el pronombre ""me"" en la oracion ""a mi me gustan las fiestas con mucha gente"". sin embargo, no hay suficiente informacion para determinar con certeza el nombre de la persona. una posible respuesta podria ser ""ella"" o ""la protagonista"", pero si se requiere un",0,0.03,incorrect,carlos,0,0.17,incorrect,greenwich village,0,0.17,incorrect,ali,0,0.22,incorrect,nguyen du,0,0.13,incorrect,carlos,0,0.17,incorrect
"['von', 'van hindenburg', 'hindenburg', 'von hindenburg', 'van']",diabolose,0,0.21,incorrect,diabolose,0,0.21,incorrect,chicago,0,0.35,incorrect,chicago,0,0.35,incorrect,jesus,0,0.27,incorrect,moses,0,0.25,incorrect,david,0,0.32,incorrect,france,0,0.44,incorrect,rose,0,0.29,incorrect,rose,0,0.29,incorrect,abraham lincoln,0,0.34,incorrect,indray,0,0.5,incorrect,diabolose,0,0.21,incorrect,chicago,0,0.35,incorrect,moses,0,0.25,incorrect,france,0,0.44,incorrect,rose,0,0.29,incorrect,indray,0,0.5,incorrect,beelzebub,0,0.32,incorrect,jack,0,0.29,incorrect,dracula,0,0.24,incorrect,ibrahim,0,0.35,incorrect,dracula,0,0.24,incorrect,nguyen,0,0.38,incorrect,lucifer,0,0.35,incorrect,jim,0,0.15,incorrect,jack,0,0.29,incorrect,ibrahim,0,0.35,incorrect,nguyen,0,0.38,incorrect,jim,0,0.15,incorrect
['gatsby'],lenin,0,0.0,incorrect,nelson mandela,0,0.1,incorrect,paris,0,0.36,incorrect,marconi,0,0.15,incorrect,nelson mandela,0,0.1,incorrect,lenin,0,0.0,incorrect,wallis and futuna,0,0.17,incorrect,france,0,0.17,incorrect,mohndaas krmcnd gaandhii,0,0.13,incorrect,rviindrnaath tthaakur,0,0.15,incorrect,albert einstein,0,0.29,incorrect,albert camus,0,0.33,incorrect,nelson mandela,0,0.1,incorrect,marconi,0,0.15,incorrect,lenin,0,0.0,incorrect,france,0,0.17,incorrect,rviindrnaath tthaakur,0,0.15,incorrect,albert camus,0,0.33,incorrect,james joyce,0,0.35,incorrect,joyce,0,0.18,incorrect,orhan kemal,0,0.12,incorrect,proust,0,0.17,incorrect,nguyen ai quoc,0,0.2,incorrect,the,0,0.22,incorrect,orwell,0,0.0,incorrect,orwell,0,0.0,incorrect,joyce,0,0.18,incorrect,proust,0,0.17,incorrect,the,0,0.22,incorrect,orwell,0,0.0,incorrect
