Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
"['edvard', 'munch', 'edvard munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],jason,0,0.0,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],him,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,mayo,0,0.0,incorrect,mayo,0,0.0,incorrect
['maya'],emily,0,0.44,incorrect,jayne mansfield,0,0.32,incorrect,jayne mansfield,0,0.32,incorrect
['harvey'],john,0,0.2,incorrect,harry,0,0.73,correct,harry,0,0.73,correct
['petra'],stephanie,0,0.29,incorrect,j.k. rowling,0,0.12,incorrect,j.k. rowling,0,0.12,incorrect
['peterverse'],chill coast,0,0.1,incorrect,moorea,0,0.25,incorrect,moorea,0,0.25,incorrect
"['tom petty', 'petty', 'tom']",jazz,0,0.0,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect
['peter'],that,0,0.22,incorrect,money,0,0.2,incorrect,money,0,0.2,incorrect
['landon'],max,0,0.22,incorrect,liam gallagher,0,0.2,incorrect,liam gallagher,0,0.2,incorrect
['petra'],jess,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['mulder'],family,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['mulder'],netflix,0,0.15,incorrect,librarian,0,0.27,incorrect,librarian,0,0.27,incorrect
['peter'],you,0,0.0,incorrect,way,0,0.0,incorrect,way,0,0.0,incorrect
['batman'],lunchbox,0,0.14,incorrect,charlie brown,0,0.21,incorrect,charlie brown,0,0.21,incorrect
['daphne'],chardonnay,0,0.25,incorrect,burgundy,0,0.14,incorrect,burgundy,0,0.14,incorrect
['greg'],jane,0,0.25,incorrect,jane,0,0.25,incorrect,jane,0,0.25,incorrect
['daphne'],john,0,0.4,incorrect,driver,0,0.33,incorrect,driver,0,0.33,incorrect
['daphne'],big louie,0,0.13,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
['peter'],brad,0,0.22,incorrect,bro,0,0.25,incorrect,bro,0,0.25,incorrect
['peter'],jay,0,0.0,incorrect,chris,0,0.2,incorrect,chris,0,0.2,incorrect
['peter'],he,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],you,0,0.0,incorrect,charlie,0,0.17,incorrect,charlie,0,0.17,incorrect
['petra'],emily,0,0.2,incorrect,jane,0,0.22,incorrect,jane,0,0.22,incorrect
['peter'],lana del rey,0,0.24,incorrect,bob,0,0.0,incorrect,bob,0,0.0,incorrect
['peter'],walter,0,0.55,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['cooper'],the game,0,0.14,incorrect,michael jordan,0,0.3,incorrect,michael jordan,0,0.3,incorrect
['cooper'],jen,0,0.22,incorrect,jane,0,0.2,incorrect,jane,0,0.2,incorrect
['peter'],he,0,0.29,incorrect,kobe,0,0.22,incorrect,kobe,0,0.22,incorrect
['maya'],harper,0,0.2,incorrect,j.k. rowling,0,0.0,incorrect,j.k. rowling,0,0.0,incorrect
['peter'],mother,0,0.55,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['peter'],jess,0,0.22,incorrect,jennifer lawrence,0,0.27,incorrect,jennifer lawrence,0,0.27,incorrect
['peter'],him,0,0.0,incorrect,jennifer lawrence,0,0.27,incorrect,jennifer lawrence,0,0.27,incorrect
['harvey'],waning bay public library,0,0.19,incorrect,moore,0,0.36,incorrect,moore,0,0.36,incorrect
"['morgan', 'morgan freeman', 'freeman']",james earl jones,0,0.35,incorrect,orson welles,0,0.46,incorrect,orson welles,0,0.46,incorrect
['harvey'],dave,0,0.6,incorrect,d&amp;d,0,0.15,incorrect,d&amp;d,0,0.15,incorrect
['daphne'],little red riding hood,0,0.14,incorrect,winnie the pooh,0,0.19,incorrect,winnie the pooh,0,0.19,incorrect
['barb'],nicole,0,0.0,incorrect,jane,0,0.25,incorrect,jane,0,0.25,incorrect
['barb'],jane,0,0.25,incorrect,hand,0,0.25,incorrect,hand,0,0.25,incorrect
['martín'],thomas keller,0,0.32,incorrect,grocer,0,0.17,incorrect,grocer,0,0.17,incorrect
['clarence'],he,0,0.2,incorrect,john,0,0.17,incorrect,john,0,0.17,incorrect
['daphne'],brad,0,0.2,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
"['claus', 'santa claus', 'santa']",prince,0,0.24,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect
['petra'],miles,0,0.2,incorrect,horatius,0,0.31,incorrect,horatius,0,0.31,incorrect
['petra'],emily,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['ben'],tim,0,0.0,incorrect,christmas,0,0.0,incorrect,christmas,0,0.0,incorrect
['pam'],laura,0,0.25,incorrect,jane,0,0.29,incorrect,jane,0,0.29,incorrect
"['ryan reynolds', 'ryan', 'reynolds']",harvey,0,0.43,incorrect,robin,0,0.44,incorrect,robin,0,0.44,incorrect
['daphne'],jake,0,0.4,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
"['lucas', 'charlotte', 'charlotte lucas']",liar,0,0.44,incorrect,truth or dare,0,0.36,incorrect,truth or dare,0,0.36,incorrect
['daphne'],jess,0,0.2,incorrect,jane,0,0.6,incorrect,jane,0,0.6,incorrect
['jules'],shh,0,0.25,incorrect,grandmother,0,0.12,incorrect,grandmother,0,0.12,incorrect
['daphne'],miles,0,0.18,incorrect,miles,0,0.18,incorrect,miles,0,0.18,incorrect
['daphne'],emily,0,0.18,incorrect,coffee,0,0.17,incorrect,coffee,0,0.17,incorrect
"['handsy', 'handsy stanley', 'stanley']",my boss,0,0.29,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['petra'],the alarm clock,0,0.2,incorrect,albert,0,0.36,incorrect,albert,0,0.36,incorrect
['daphne'],jack,0,0.2,incorrect,steve,0,0.18,incorrect,steve,0,0.18,incorrect
['daphne'],max,0,0.22,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['beard'],jack,0,0.22,incorrect,thorne,0,0.18,incorrect,thorne,0,0.18,incorrect
['petra'],david,0,0.2,incorrect,beethoven,0,0.29,incorrect,beethoven,0,0.29,incorrect
['duke'],emily,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['duke'],he,0,0.33,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['duke'],jamie,0,0.22,incorrect,therapy,0,0.18,incorrect,therapy,0,0.18,incorrect
['daphne'],max,0,0.22,incorrect,charlie brown,0,0.21,incorrect,charlie brown,0,0.21,incorrect
['petra'],her daughter,0,0.35,incorrect,jane,0,0.22,incorrect,jane,0,0.22,incorrect
['harvey'],harry,0,0.73,correct,donald,0,0.17,incorrect,donald,0,0.17,incorrect
['harvey'],ashleigh,0,0.29,incorrect,frank sinatra,0,0.21,incorrect,frank sinatra,0,0.21,incorrect
['harvey'],john,0,0.2,incorrect,charlie,0,0.62,incorrect,charlie,0,0.62,incorrect
['lenore'],jane,0,0.4,incorrect,lucy,0,0.2,incorrect,lucy,0,0.2,incorrect
['daphne'],jane,0,0.6,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['lance'],him,0,0.0,incorrect,michael,0,0.33,incorrect,michael,0,0.33,incorrect
['petra'],jesus,0,0.2,incorrect,christmas,0,0.29,incorrect,christmas,0,0.29,incorrect
['petra'],justice,0,0.17,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['jules'],ava,0,0.0,incorrect,michael,0,0.17,incorrect,michael,0,0.17,incorrect
['daphne'],edward,0,0.33,incorrect,brother,0,0.31,incorrect,brother,0,0.31,incorrect
['daphne'],camelot,0,0.31,incorrect,jack,0,0.2,incorrect,jack,0,0.2,incorrect
['mulder'],monday,0,0.33,incorrect,andy,0,0.2,incorrect,andy,0,0.2,incorrect
['duke'],jane,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['duke'],john,0,0.0,incorrect,chair,0,0.0,incorrect,chair,0,0.0,incorrect
