Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
"['bayan', 'watson', 'bayan watson']",albert einstein,0,0.38,incorrect,ke,0,0.0,incorrect,miss marple,0,0.17,incorrect,yoruba,0,0.36,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,joseph,0,0.17,incorrect,ua,0,0.29,incorrect,misttr,0,0.17,incorrect,ramayana,0,0.62,incorrect,wendy,0,0.36,incorrect,madagascar,0,0.36,incorrect,ke,0,0.0,incorrect,yoruba,0,0.36,incorrect,god,0,0.22,incorrect,ua,0,0.29,incorrect,ramayana,0,0.62,incorrect,madagascar,0,0.36,incorrect,aunt,0,0.44,incorrect,elizabeth,0,0.27,incorrect,mary,0,0.44,incorrect,emine,0,0.2,incorrect,thuy kieu,0,0.19,incorrect,do quynh,0,0.31,incorrect,maria,0,0.4,incorrect,maria,0,0.4,incorrect,elizabeth,0,0.27,incorrect,emine,0,0.2,incorrect,do quynh,0,0.31,incorrect,maria,0,0.4,incorrect
"['tom sawyer', 'tow sawyer', 'sawyer', 'tow', 'tom']",europe,0,0.33,incorrect,washington,0,0.31,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,muslims,0,0.24,incorrect,mohammed,0,0.36,incorrect,mohammed,0,0.36,incorrect,arabs,0,0.36,incorrect,ramayana,0,0.33,incorrect,ram,0,0.33,incorrect,mohammed,0,0.36,incorrect,disney,0,0.33,incorrect,washington,0,0.31,incorrect,jesus,0,0.18,incorrect,mohammed,0,0.36,incorrect,arabs,0,0.36,incorrect,ram,0,0.33,incorrect,disney,0,0.33,incorrect,aladdin,0,0.15,incorrect,aladdin,0,0.15,incorrect,arabistanli ali,0,0.24,incorrect,muhammed,0,0.33,incorrect,ali baba,0,0.22,incorrect,dai truyen hinh viet nam,0,0.2,incorrect,aladino,0,0.2,incorrect,arabe,0,0.36,incorrect,aladdin,0,0.15,incorrect,muhammed,0,0.33,incorrect,dai truyen hinh viet nam,0,0.2,incorrect,arabe,0,0.36,incorrect
"['yargıç', 'yargıç thatcher', 'thatcher']",nelson mandela,0,0.21,incorrect,moses,0,0.15,incorrect,jefferson,0,0.24,incorrect,nelson mandela,0,0.21,incorrect,nelson mandela,0,0.21,incorrect,lesotho,0,0.27,incorrect,maori,0,0.55,incorrect,haava,0,0.31,incorrect,rahul,0,0.31,incorrect,ram,0,0.22,incorrect,mpitsara romana,0,0.27,incorrect,maria,0,0.55,incorrect,moses,0,0.15,incorrect,nelson mandela,0,0.21,incorrect,lesotho,0,0.27,incorrect,haava,0,0.31,incorrect,ram,0,0.22,incorrect,maria,0,0.55,incorrect,hardy,0,0.46,incorrect,judge,0,0.2,incorrect,babam,0,0.2,incorrect,yamac,0,0.55,incorrect,ong chanh an,0,0.37,incorrect,thich,0,0.62,incorrect,thaddeus,0,0.5,incorrect,carlos,0,0.33,incorrect,judge,0,0.2,incorrect,yamac,0,0.55,incorrect,thich,0,0.62,incorrect,carlos,0,0.33,incorrect
['jim'],nelson mandela,0,0.12,incorrect,moses,0,0.25,incorrect,jesus,0,0.25,incorrect,nigeria,0,0.2,incorrect,madiba,0,0.22,incorrect,mokgosi,0,0.2,incorrect,god,0,0.0,incorrect,maori,0,0.25,incorrect,ram,0,0.33,incorrect,india,0,0.25,incorrect,madagascar,0,0.15,incorrect,maria,0,0.25,incorrect,moses,0,0.25,incorrect,nigeria,0,0.2,incorrect,mokgosi,0,0.2,incorrect,maori,0,0.25,incorrect,india,0,0.25,incorrect,maria,0,0.25,incorrect,tom,0,0.33,incorrect,fortune teller,0,0.0,incorrect,muslim,0,0.44,incorrect,ali,0,0.33,incorrect,nguyen du,0,0.0,incorrect,nguyen du,0,0.0,incorrect,cipote,0,0.22,incorrect,la,0,0.0,incorrect,fortune teller,0,0.0,incorrect,ali,0,0.33,incorrect,nguyen du,0,0.0,incorrect,la,0,0.0,incorrect
"['tha', 'yargıç', 'yargıç thatcher', 'thatcher']",nelson mandela,0,0.21,incorrect,qobella,0,0.2,incorrect,oyinbo,0,0.33,incorrect,yoruba,0,0.33,incorrect,setso,0,0.25,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,samoa,0,0.25,incorrect,judge,0,0.2,incorrect,nehru,0,0.31,incorrect,andriamanelo,0,0.37,incorrect,madagascar,0,0.4,incorrect,qobella,0,0.2,incorrect,yoruba,0,0.33,incorrect,jesus,0,0.15,incorrect,samoa,0,0.25,incorrect,nehru,0,0.31,incorrect,madagascar,0,0.4,incorrect,twain,0,0.5,incorrect,john,0,0.29,incorrect,murat,0,0.31,incorrect,ali,0,0.44,incorrect,dinh,0,0.29,incorrect,dinh,0,0.29,incorrect,juez,0,0.17,incorrect,juez,0,0.17,incorrect,john,0,0.29,incorrect,ali,0,0.44,incorrect,dinh,0,0.29,incorrect,juez,0,0.17,incorrect
['thatcher'],moses,0,0.15,incorrect,south africa,0,0.4,incorrect,ogunlade,0,0.25,incorrect,osun,0,0.0,incorrect,joseph,0,0.14,incorrect,setso,0,0.15,incorrect,samoa,0,0.15,incorrect,jesus,0,0.15,incorrect,justice,0,0.4,incorrect,state,0,0.62,incorrect,jesus,0,0.15,incorrect,moses,0,0.15,incorrect,south africa,0,0.4,incorrect,osun,0,0.0,incorrect,setso,0,0.15,incorrect,jesus,0,0.15,incorrect,state,0,0.62,incorrect,moses,0,0.15,incorrect,jefferson,0,0.24,incorrect,justice of the peace,0,0.36,incorrect,yargic ile dul bayan beni ondan kurtarmak ve iclerinden birini yasal vasi atamak icin mahkemeye basvurdu; ama o sirada yeni bir yargic atanmisti ve benim pederi tanimiyordu: o yuzden mahkemelerin mecbur kalmadikca ailelere mudahale edip onlari ayirmasinin dogru olmadigini soyledi. bir cocugu babasindan mahrum etmek istemezmis. yargic  h,0,0.05,incorrect,yargic,0,0.29,incorrect,tran,0,0.33,incorrect,the,0,0.55,incorrect,garci mendoza,0,0.29,incorrect,juez,0,0.17,incorrect,justice of the peace,0,0.36,incorrect,yargic,0,0.29,incorrect,the,0,0.55,incorrect,juez,0,0.17,incorrect
"['bayan', 'watson', 'bayan watson']",miss piggy,0,0.13,incorrect,jesus,0,0.18,incorrect,miss marple,0,0.17,incorrect,osu,0,0.22,incorrect,david,0,0.2,incorrect,ke,0,0.0,incorrect,joseph,0,0.17,incorrect,maui,0,0.22,incorrect,ramayana,0,0.62,incorrect,ram,0,0.25,incorrect,andriamihaja,0,0.25,incorrect,andriamanelo,0,0.35,incorrect,jesus,0,0.18,incorrect,osu,0,0.22,incorrect,ke,0,0.0,incorrect,maui,0,0.22,incorrect,ram,0,0.25,incorrect,andriamanelo,0,0.35,incorrect,miss watson,0,0.71,correct,miss,0,0.2,incorrect,anne,0,0.44,incorrect,asli,0,0.4,incorrect,co giao,0,0.32,incorrect,tran dang xuong,0,0.44,incorrect,dona barbara,0,0.35,incorrect,emma,0,0.22,incorrect,miss,0,0.2,incorrect,asli,0,0.4,incorrect,tran dang xuong,0,0.44,incorrect,emma,0,0.22,incorrect
"['tom', 'sawyer', 'tom sawyer']",david,0,0.18,incorrect,kenya,0,0.18,incorrect,ogun,0,0.29,incorrect,yoruba,0,0.33,incorrect,jesus,0,0.18,incorrect,hope,0,0.29,incorrect,jesus,0,0.18,incorrect,ua,0,0.25,incorrect,jack,0,0.2,incorrect,ram,0,0.33,incorrect,madagascar,0,0.4,incorrect,maria,0,0.4,incorrect,kenya,0,0.18,incorrect,yoruba,0,0.33,incorrect,hope,0,0.29,incorrect,ua,0,0.25,incorrect,ram,0,0.33,incorrect,maria,0,0.4,incorrect,nathaniel hawthorne,0,0.34,incorrect,tom sawyer,1,1.0,correct,abi,0,0.22,incorrect,domuz,0,0.5,incorrect,duc,0,0.0,incorrect,dat,0,0.33,incorrect,agatha christie,0,0.32,incorrect,robinson,0,0.22,incorrect,tom sawyer,1,1.0,correct,domuz,0,0.5,incorrect,dat,0,0.33,incorrect,robinson,0,0.22,incorrect
['jim'],charlie brown,0,0.12,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,maui,0,0.29,incorrect,narayan,0,0.0,incorrect,narendra modi,0,0.12,incorrect,jesus,0,0.25,incorrect,eny,0,0.0,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,god,0,0.0,incorrect,maui,0,0.29,incorrect,narendra modi,0,0.12,incorrect,eny,0,0.0,incorrect,huck,0,0.0,incorrect,huck,0,0.0,incorrect,annem,0,0.25,incorrect,ali,0,0.33,incorrect,nguyen huu hao,0,0.0,incorrect,nguyen du,0,0.0,incorrect,el,0,0.0,incorrect,juan,0,0.29,incorrect,huck,0,0.0,incorrect,ali,0,0.33,incorrect,nguyen du,0,0.0,incorrect,juan,0,0.29,incorrect
['jim'],jesus,0,0.25,incorrect,george,0,0.0,incorrect,yoruba,0,0.0,incorrect,ogun,0,0.0,incorrect,nelson mandela,0,0.12,incorrect,yaba,0,0.0,incorrect,david,0,0.25,incorrect,joseph,0,0.22,incorrect,john,0,0.29,incorrect,butter,0,0.0,incorrect,jesus,0,0.25,incorrect,madagascar,0,0.15,incorrect,george,0,0.0,incorrect,ogun,0,0.0,incorrect,yaba,0,0.0,incorrect,joseph,0,0.22,incorrect,butter,0,0.0,incorrect,madagascar,0,0.15,incorrect,huck,0,0.0,incorrect,john,0,0.29,incorrect,ali,0,0.33,incorrect,murat,0,0.25,incorrect,nguyen nhat anh,0,0.0,incorrect,nguyen,0,0.0,incorrect,el pescador,0,0.0,incorrect,carlos,0,0.0,incorrect,john,0,0.29,incorrect,murat,0,0.25,incorrect,nguyen,0,0.0,incorrect,carlos,0,0.0,incorrect
['jim'],byron,0,0.0,incorrect,jesus,0,0.25,incorrect,anansi,0,0.22,incorrect,yoruba,0,0.0,incorrect,god,0,0.0,incorrect,nelson mandela,0,0.12,incorrect,jesus,0,0.25,incorrect,tahiti,0,0.22,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,rehefa,0,0.0,incorrect,madagascar,0,0.15,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,nelson mandela,0,0.12,incorrect,tahiti,0,0.22,incorrect,ram,0,0.33,incorrect,madagascar,0,0.15,incorrect,tom sawyer,0,0.15,incorrect,george,0,0.0,incorrect,abdullah,0,0.0,incorrect,su,0,0.0,incorrect,han,0,0.0,incorrect,tran dang xuong,0,0.0,incorrect,papa,0,0.0,incorrect,desayuno,0,0.0,incorrect,george,0,0.0,incorrect,su,0,0.0,incorrect,tran dang xuong,0,0.0,incorrect,desayuno,0,0.0,incorrect
['jim'],nelson mandela,0,0.12,incorrect,moses,0,0.25,incorrect,jack,0,0.29,incorrect,jesus,0,0.25,incorrect,nelson mandela,0,0.12,incorrect,adam,0,0.29,incorrect,maui,0,0.29,incorrect,maui,0,0.29,incorrect,rabindranath tagore,0,0.09,incorrect,rama,0,0.29,incorrect,madagascar,0,0.15,incorrect,moses,0,0.25,incorrect,moses,0,0.25,incorrect,jesus,0,0.25,incorrect,adam,0,0.29,incorrect,maui,0,0.29,incorrect,rama,0,0.29,incorrect,moses,0,0.25,incorrect,pa,0,0.0,incorrect,grandma,0,0.2,incorrect,ataturk,0,0.0,incorrect,cevre,0,0.0,incorrect,ong,0,0.0,incorrect,nguyen du,0,0.0,incorrect,abuelita,0,0.18,incorrect,abuelita,0,0.18,incorrect,grandma,0,0.2,incorrect,cevre,0,0.0,incorrect,nguyen du,0,0.0,incorrect,abuelita,0,0.18,incorrect
['jim'],nelson mandela,0,0.12,incorrect,empa,0,0.29,incorrect,anansi,0,0.22,incorrect,yoruba,0,0.0,incorrect,esperanza,0,0.0,incorrect,god,0,0.0,incorrect,maui,0,0.29,incorrect,maui,0,0.29,incorrect,ant,0,0.0,incorrect,yashomati,0,0.17,incorrect,andry,0,0.0,incorrect,rakoto,0,0.0,incorrect,empa,0,0.29,incorrect,yoruba,0,0.0,incorrect,god,0,0.0,incorrect,maui,0,0.29,incorrect,yashomati,0,0.17,incorrect,rakoto,0,0.0,incorrect,grandfather,0,0.0,incorrect,john,0,0.29,incorrect,olum,0,0.29,incorrect,osman,0,0.25,incorrect,ong,0,0.0,incorrect,troi,0,0.29,incorrect,grandma,0,0.2,incorrect,colon,0,0.0,incorrect,john,0,0.29,incorrect,osman,0,0.25,incorrect,troi,0,0.29,incorrect,colon,0,0.0,incorrect
